Date,KOSPI_Now
2013.1.2,34.05
2013.1.3,-11.69
2013.1.4,-7.47
2013.1.7,-0.69
2013.1.8,-13.31
2013.1.9,-6.13
2013.1.10,14.99
2013.1.11,-10.13
2013.1.14,10.37
2013.1.15,-23.3
2013.1.16,-6.29
2013.1.17,-3.18
2013.1.18,13.58
2013.1.21,-0.99
2013.1.22,9.66
2013.1.23,-16.11
2013.1.24,-15.93
2013.1.25,-17.79
2013.1.28,-6.98
2013.1.29,16.25
2013.1.30,8.47
2013.1.31,-2.49
2013.2.1,-4.15
2013.2.4,-4.58
2013.2.5,-15.03
2013.2.6,-1.99
2013.2.7,-4.42
2013.2.8,19.13
2013.2.12,-5.11
2013.2.13,30.28
2013.2.14,3.54
2013.2.15,1.57
2013.2.18,0.73
2013.2.19,3.92
2013.2.20,38.81
2013.2.21,-9.42
2013.2.22,3.67
2013.2.25,-9.37
2013.2.26,-9.51
2013.2.27,4.03
2013.2.28,22.45
2013.3.4,-13.34
2013.3.5,3.46
2013.3.6,4.13
2013.3.7,-16.34
2013.3.8,1.61
2013.3.11,-2.66
2013.3.12,-10.01
2013.3.13,6.39
2013.3.14,2.4
2013.3.15,-15.63
2013.3.18,-18.32
2013.3.19,10.38
2013.3.20,-19.15
2013.3.21,-8.59
2013.3.22,-2.11
2013.3.25,28.96
2013.3.26,6.03
2013.3.27,9.74
2013.3.28,0.08
2013.3.29,11.37
2013.4.1,-8.9
2013.4.2,-9.84
2013.4.3,-2.93
2013.4.4,-23.77
2013.4.5,-32.22
2013.4.8,-8.54
2013.4.9,2.05
2013.4.10,14.84
2013.4.11,14.22
2013.4.12,-25.57
2013.4.15,-3.78
2013.4.16,1.76
2013.4.17,1.63
2013.4.18,-23.78
2013.4.19,6.69
2013.4.22,19.56
2013.4.23,-7.68
2013.4.24,16.68
2013.4.25,16.29
2013.4.26,-7.04
2013.4.29,-3.86
2013.4.30,23.25
2013.5.2,-6.74
2013.5.3,8.5
2013.5.6,-4.23
2013.5.7,-7.13
2013.5.8,2.1
2013.5.9,23.0
2013.5.10,-34.7
2013.5.13,3.95
2013.5.14,20.13
2013.5.15,2.43
2013.5.16,15.55
2013.5.20,-4.38
2013.5.21,-1.34
2013.5.22,12.74
2013.5.23,-24.64
2013.5.24,4.26
2013.5.27,6.52
2013.5.28,6.25
2013.5.29,14.98
2013.5.30,-1.1
2013.5.31,0.95
2013.6.3,-11.48
2013.6.4,-0.06
2013.6.5,-30.32
2013.6.7,-35.34
2013.6.10,8.85
2013.6.11,-12.02
2013.6.12,-10.77
2013.6.13,-27.18
2013.6.14,6.51
2013.6.17,-6.14
2013.6.18,17.52
2013.6.19,-12.31
2013.6.20,-37.82
2013.6.21,-27.66
2013.6.24,-23.82
2013.6.25,-18.38
2013.6.26,2.82
2013.6.27,51.25
2013.6.28,28.62
2013.7.1,-7.59
2013.7.2,-0.71
2013.7.3,-30.36
2013.7.4,14.48
2013.7.5,-5.83
2013.7.8,-16.46
2013.7.9,13.5
2013.7.10,-6.19
2013.7.11,53.44
2013.7.12,-7.62
2013.7.15,5.18
2013.7.16,-8.8
2013.7.17,21.13
2013.7.18,-12.01
2013.7.19,-4.07
2013.7.22,8.94
2013.7.23,23.8
2013.7.24,7.93
2013.7.25,-2.47
2013.7.26,1.2
2013.7.29,-10.92
2013.7.30,17.16
2013.7.31,-3.02
2013.8.1,6.71
2013.8.2,2.64
2013.8.5,-7.16
2013.8.6,-9.6
2013.8.7,-28.29
2013.8.8,5.64
2013.8.9,-3.26
2013.8.12,4.12
2013.8.13,28.2
2013.8.14,10.88
2013.8.16,-3.8
2013.8.19,-2.47
2013.8.20,-29.79
2013.8.21,-20.39
2013.8.22,-18.34
2013.8.23,21.04
2013.8.26,17.7
2013.8.27,-2.02
2013.8.28,-1.32
2013.8.29,23.02
2013.8.30,18.82
2013.9.2,-1.55
2013.9.3,8.93
2013.9.4,-0.71
2013.9.5,18.62
2013.9.6,3.66
2013.9.9,19.36
2013.9.10,19.39
2013.9.11,9.79
2013.9.12,0.21
2013.9.13,-9.74
2013.9.16,19.05
2013.9.17,-7.79
2013.9.23,3.83
2013.9.24,-2.31
2013.9.25,-9.04
2013.9.26,9.26
2013.9.27,4.48
2013.9.30,-14.84
2013.10.1,1.91
2013.10.2,0.6
2013.10.4,-2.49
2013.10.7,-2.56
2013.10.8,8.34
2013.10.10,-1.36
2013.10.11,23.5
2013.10.14,-4.63
2013.10.15,20.69
2013.10.16,-6.35
2013.10.17,6.0
2013.10.18,11.79
2013.10.21,0.61
2013.10.22,3.11
2013.10.23,-20.37
2013.10.24,10.94
2013.10.25,-12.3
2013.10.28,13.75
2013.10.29,3.62
