@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute MOEX_Now numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2008-11-12, -4.87, -0.0305, -0.0305, -0.0305, -0.0305, -0.0214, -10.0, -13.79, -9.16, -157.2, -121.0, -133.5, -0.2455, 0.16, 1.39, 485.63, -1095.78, -798.36, -263.95, -150.83, -255.56, -86.69, -93.71, -209.6, -20.26, -34.8, -22.57, -0.103, -0.17, -0.105, -35.84, -82.08, -68.25, -39.38, -0.01, 3.31, 1.3, -0.006, -0.006, -0.006, -0.006, -0.0515, -0.0515, -0.0515, -0.0515, -7.26, 5.46, 0.0069, 0.0105, 0.023, -0.012, -0.012, -0.012, -0.012, 607.0, -2110.0, -800.0, -225.28, -360.66, -204.56, -209.83, -194.64, -252.64, -176.58, -320.74, -235.99, -0.5, -35.25, -23.41, -33.28, -0.0069, -0.0139, -10.81, -20.95, -17.76, -9.24, -12.67, -381.9, -354.4, -361.7, -0.0231, -1368.0, -662.0, -1202.0, -4.12, -0.023, -0.023, -0.023, -0.023, -0.0113, -0.0089, 0.0, 25.5, 11.1, -24.39, -22.45, -12.49, -264.8, -354.1, -239.95, -268.14, 0.0416, 0.3008, 0.241, -0.68, -0.42, -0.415, -0.525, -54.65, -57.31, -59.95
2008-11-13, -35.42, -0.0305, -0.0305, -0.0305, -0.0305, -0.0047, -7.88, -1.53, -8.94, -64.7, -70.5, -97.0, -0.175, 3.78, 1.69, -2887.91, -367.76, -1278.4, -140.78, -108.66, -187.04, -90.95, 0.0, -90.2, -46.65, -23.76, -34.42, 0.006, -0.054000000000000006, -0.055, -81.69, -43.42, -49.64, -64.74, 3.545, -0.005, 1.47, -0.008, -0.008, -0.008, -0.008, -0.0515, -0.0515, -0.0515, -0.0515, 23.88, -1.03, 0.0301, 0.0286, 0.0091, 0.035, 0.035, 0.035, 0.035, -3058.0, 900.0, -1200.0, -990.3, -238.73, -735.72, -177.93, -67.4, -162.83, -411.3, -207.68, -263.96, -0.55, -19.2, -23.07, -22.22, -0.0262, -0.0195, -29.49, -12.05, -17.34, -28.02, -15.58, -265.1, -88.3, -301.9, -0.045, -482.0, -869.0, -631.0, -9.94, -0.063, -0.063, -0.063, -0.063, -0.0139, -0.0142, 27.55, 0.15, 19.55, -29.87, -5.38, -32.52, -501.43, -251.2, -264.8, -466.24, 0.6956, 0.4404, 0.1694, -2.5, -2.7, -0.325, -0.295, -75.78, -1.87, -71.08
2008-11-14, -0.18, 0.091, 0.091, 0.091, 0.091, 0.0358, 0.71, -11.03, -4.2, -12.8, -134.7, -54.9, 0.21600000000000005, 4.93, 3.99, 1619.34, -1017.02, -575.72, 28.72, -161.88, -30.55, -15.03, -49.37, -19.05, 58.99, 19.62, -31.79, -0.034, 0.064, 0.023, 97.49, -52.11, 33.92, -70.67, 4.37, 4.94, 3.59, -0.003, -0.003, -0.003, -0.003, 0.2, 0.2, 0.2, 0.2, 30.22, 24.1, -0.0223, 0.0064, 0.0126, 0.006, 0.006, 0.006, 0.006, 1618.0, -1950.0, -750.0, 905.15, -70.96, -584.29, 37.18, -209.45, -22.38, 552.59, 213.89, -287.92, -1.35, 4.46, -17.58, -0.38, 0.0435, 0.0034, 38.43, -24.61, 11.62, -19.45, 18.26, 93.8, -259.8, -78.7, -0.006999999999999999, 187.0, -623.0, -79.0, -66.91, 0.045, 0.045, 0.045, 0.045, 0.0135, -0.0038, 33.75, 38.15, 43.25, -32.75, -55.52, -31.8, 430.21, -273.28, -71.22, -289.47, -0.0602, 0.2764, 0.5701, 2.81, 0.32, -0.68, -0.5, 5.36, -78.81, -28.69
2008-11-17, -9.94, -0.11, -0.11, -0.11, -0.11, -0.0196, 2.51, 7.09, 7.17, 63.8, 143.6, 89.6, 0.125, 1.44, 2.48, -204.23, 452.86, 1370.85, 60.72, 160.38, 170.9, 24.11, -6.36, -19.05, -38.0, 3.87, 51.19, 0.087, 0.015, 0.077, -79.85, 57.53, -8.94, 84.55, 1.12, -0.09, 2.26, -0.047, -0.047, -0.047, -0.047, -0.125, -0.125, -0.125, -0.125, 0.12, 16.77, 0.0153, -0.0131, -0.0007, -0.029, -0.029, -0.029, -0.029, -525.0, 1650.0, 1340.0, -147.96, 207.65, 1071.59, 94.71, 139.6, 141.15, -337.94, 82.52, 473.34, 0.55, 0.87, 12.93, 7.03, -0.022, 0.0217, -34.71, 31.65, -5.27, 22.8, 28.11, 91.6, 245.9, 270.8, -0.0109, 417.0, 552.0, 415.0, 4.67, -0.09, -0.09, -0.09, -0.09, -0.0182, 0.0017, 8.65, -0.75, -8.75, -12.955, -10.175, -12.245, -296.82, 235.74, 0.0, 453.39, 0.1935, -0.0834, -0.0783, 0.13, 1.37, 0.69, 0.675, -1.74, 37.07, 27.95
2008-11-18, -42.16, -0.067, -0.067, -0.067, -0.067, 0.0013, -6.14, -4.87, -5.57, -100.8, -105.9, -58.5, -0.1075, 1.17, 3.4, -71.89, -324.23, -589.23, -152.97, -140.37, -183.58, -38.46, -31.21, -10.8, -22.54, -34.59, -20.9, -0.053, -0.064, -0.069, -34.8, -65.85, -60.8, -31.39, 1.095, 3.865, 2.99, -0.008, -0.008, -0.008, -0.008, -0.073, -0.073, -0.073, -0.073, 1.5, 9.24, -0.0048, 0.0107, 0.0013, -0.03, -0.03, -0.03, -0.03, 148.0, -1070.0, -840.0, -262.955, -178.175, -229.41, -188.32, -55.53, -171.51, -223.73, -384.62, -223.96, -0.4, -3.67, -15.62, -6.84, 0.0047, -0.0166, -5.22, -28.4, -22.48, -6.76, -11.59, -333.4, -242.0, -380.2, 0.0248, -750.0, -295.0, -468.0, -27.45, 0.041, 0.041, 0.041, 0.041, -0.0012, -0.0038, 8.55, 30.05, 23.95, -12.955, -10.175, -12.245, -260.51, -224.86, -296.82, -245.91, 0.1727, 0.3218, 0.2563, -1.34, -0.13, -0.16, -0.175, -26.8, -46.88, -48.1
2008-11-19, -19.34, -0.024, -0.024, -0.024, -0.024, -0.0025, 4.29, -3.28, -5.96, 76.3, -27.9, -77.3, 0.237, 5.94, 0.81, -1622.55, -674.57, -544.44, 22.2, -126.25, -66.33, -3.8, 18.31, -116.4, 8.37, -16.39, -22.14, 0.006, 0.013, -0.031, 1.22, -5.81, -28.54, -51.78, 5.16, 2.39, 0.65, -0.033, -0.033, -0.033, -0.033, -0.129, -0.129, -0.129, -0.129, 28.91, 1.96, 0.0046, -0.0037, 0.0067, -0.012, -0.012, -0.012, -0.012, -1614.0, -770.0, 50.0, -262.955, -178.175, -229.41, 29.15, -115.27, -68.38, 151.17, -56.23, -121.31, 0.05, -4.55, -7.8, -14.44, 0.0058, 0.0119, -3.79, -5.11, -5.81, -17.93, 2.51, 32.0, -294.5, -147.9, -0.0035, 38.0, -537.0, -394.0, -47.07, -0.016, -0.016, -0.016, -0.016, 0.0008, -0.0026, 40.0, 18.5, 4.6, 7.56, -13.21, -11.65, 40.28, -159.35, -132.93, -120.58, 0.322, 0.202, 0.1959, 0.37, -0.02, 0.22, -0.03, -3.32, -41.42, -9.09
2008-11-20, -68.13, -0.042, -0.042, -0.042, -0.042, -0.0099, -12.5, -0.57, -1.17, -202.8, 4.7, -34.3, -0.0655, -0.41, 2.9, -690.11, -912.53, -607.3, -225.38, -20.85, -107.96, 4.08, -21.05, -48.15, -52.54, -1.33, -20.66, -0.06, -0.042, -0.006, -96.85, -9.8, -5.37, -43.5, -0.21, 0.76, 2.59, -0.103, -0.103, -0.103, -0.103, -0.192, -0.192, -0.192, -0.192, -11.34, 14.11, 0.0258, 0.0161, 0.0106, -0.109, -0.109, -0.109, -0.109, -604.0, -960.0, -1000.0, -457.85, -523.07, -275.06, -151.52, -16.05, -70.81, -427.47, -5.74, -108.48, 0.4, -33.25, -3.87, -14.95, -0.0196, -0.0049, -35.13, -5.98, -9.34, -19.08, -14.66, -319.3, 3.3, -57.1, -0.0005, -584.0, -184.0, -17.0, -9.5, -0.103, -0.103, -0.103, -0.103, -0.0104, -0.0051, -1.65, 5.85, 31.85, -2.14, 1.56, 7.93, -345.17, -38.14, -51.03, -208.09, 0.1509, 0.035, 0.1541, -0.78, -0.45, -0.24, 0.01, -85.66, 3.63, -47.53
2008-11-21, 55.04, -0.14400000000000002, -0.14400000000000002, -0.14400000000000002, -0.14400000000000002, -0.0065, -10.3, -17.44, -14.27, -130.7, -207.5, -186.9, 0.2725, 7.32, 3.68, -1076.975, -691.355, -1096.985, -133.89, -273.53, -224.43, -44.7, -24.42, -81.85, -54.14, -44.05, -58.4, -0.026, -0.054000000000000006, -0.044, -70.3, -105.36, -78.62, -71.52, 6.575, 8.105, 3.33, -0.096, -0.096, -0.096, -0.096, -0.329, -0.329, -0.329, -0.329, 29.95, 9.15, 0.0399, 0.0402, 0.0229, -0.132, -0.132, -0.132, -0.132, -1168.0, -1250.0, -1125.0, -387.68, -293.47, -546.01, -217.96, -271.09, -303.36, -444.99, -309.99, -502.82, -2.7, -6.41, -35.58, -21.65, -0.0435, -0.0427, -27.07, -34.6, -31.46, -27.8, 19.27, -223.1, -463.2, -380.6, -0.0235, -411.0, -586.0, -788.0, -25.39, -0.165, -0.165, -0.165, -0.165, -0.0206, -0.0219, 51.0, 62.8, 18.9, -32.71, -32.64, -65.59, -765.8, -479.69, -381.44, -737.57, 0.8374, 0.8603, 0.3821, -1.93, -2.01, -0.285, -0.435, -83.31, -137.67, -99.24
2008-11-24, -33.59, 0.107, 0.107, 0.107, 0.107, 0.0123, -4.89, 0.17, -3.73, -94.0, -59.0, -78.1, -0.027000000000000003, -0.34, 6.07, -1076.975, -691.355, -1096.985, -92.79, -16.3, -78.53, 18.98, -16.77, 140.3, 47.59, -19.32, -6.76, 0.002, 0.048, 0.033, 68.23, -27.0, -30.08, -19.42, -0.405, 1.115, 5.46, 0.073, 0.073, 0.073, 0.073, 0.215, 0.215, 0.215, 0.215, -0.47, 22.67, -0.019, 0.0036, 0.0229, -0.02, -0.02, -0.02, -0.02, -1168.0, -1250.0, -1125.0, 60.71, -292.3, -69.39, -162.08, -68.27, -138.43, 494.13, -102.9, -72.24, 0.65, -20.1, 0.68, -11.53, 0.0307, 0.0005, 21.23, -22.08, -10.6, -13.28, -21.52, -14.0, 167.7, 31.5, 0.0164, -591.0, -82.0, -457.0, -8.69, -0.02, -0.02, -0.02, -0.02, 0.0155, 0.0017, -3.15, 8.65, 37.65, -5.03, -8.845, 1.205, 430.63, -267.57, -314.93, -66.49, -0.3433, 0.2668, 0.5031, 1.84, 0.28, 0.455, 0.505, -78.29, -10.45, -62.36
2008-11-25, 13.18, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0333, 22.93, 12.92, 6.31, 372.0, 206.4, 46.9, 0.0875, 2.63, -2.49, 2938.23, 978.81, 174.45, 426.92, 282.21, 119.59, 44.79, 87.94, 14.8, 51.78, 64.4, 60.18, 0.095, 0.092, 0.092, 87.67, 63.37, 96.06, 101.71, 2.14, -0.98, -2.35, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.106, 0.106, 0.106, 0.106, 40.63, -8.07, -0.0447, -0.0209, -0.0501, 0.038, 0.038, 0.038, 0.038, 2895.0, 2000.0, 1750.0, 1277.84, 1119.71, 308.44, 322.38, 95.31, 158.24, 396.97, 502.82, 631.05, 3.25, 58.85, 34.43, 6.67, 0.023, 0.0234, 30.26, 17.88, 32.23, 36.16, 48.89, 648.2, 382.1, 230.8, 0.0265, 1366.0, 446.0, 243.0, -4.88, 0.095, 0.095, 0.095, 0.095, 0.0104, 0.0079, 16.8, -7.3, -15.9, -5.03, -8.845, 1.205, 285.48, 196.74, 432.27, 489.67, -0.001, -0.3348, -0.2453, 0.97, 1.26, 0.875, 0.845, 44.48, -50.76, 13.83
2008-11-26, 46.46, -0.108, -0.108, -0.108, -0.108, 0.0144, -0.02, 5.15, 13.88, 18.3, 115.2, 288.3, -0.127, -1.3, 0.03, 624.03, 1150.27, 2364.87, 6.09, 114.03, 300.75, 67.6, -9.72, -54.25, 5.58, 3.34, 33.79, -0.02, -0.046, -0.029, -7.29, 76.08, 5.81, 33.21, -1.27, -1.31, -0.05, -0.098, -0.098, -0.098, -0.098, -0.218, -0.218, -0.218, -0.218, 5.89, 22.55, -0.0047, -0.0298, -0.0118, -0.075, -0.075, -0.075, -0.075, 257.0, 1150.0, 800.0, -231.62, 136.44, 731.43, 11.99, 139.77, 197.26, 36.08, 57.82, 221.11, 0.3, 7.56, 15.32, 46.76, -0.0056, 0.006, 6.38, 31.32, 4.2, 19.25, -7.2, 74.0, 239.2, 360.3, 0.0307, -121.0, 373.0, 890.0, 12.74, -0.056, -0.056, -0.056, -0.056, -0.0009, 0.006, -9.2, -16.0, -2.8, 28.52, 38.83, 49.81, 1.99, 217.55, -44.21, 132.72, 0.1854, -0.0922, -0.1432, -1.41, -0.15, -0.085, 0.045, 20.71, 36.37, 14.74
2008-11-27, 33.7, -0.03, -0.03, -0.03, -0.03, -0.0165, -0.68, -1.69, -2.12, -18.6, -69.6, -18.6, -0.122, -3.68, -1.44, 1656.75, 1345.31, 698.45, 0.08, -80.88, -31.63, -33.88, -7.13, 98.25, 30.29, 18.74, 6.38, 0.022, 0.063, -0.011, 67.37, -45.01, 45.88, 10.81, -3.075, 0.355, -1.38, -0.029, -0.029, -0.029, -0.029, -0.122, -0.122, -0.122, -0.122, -41.34, -4.16, 0.0018, -0.0064, 0.0036, -0.062, -0.062, -0.062, -0.062, 2349.0, 1300.0, 650.0, 728.16, 353.02, 45.35, 20.17, -94.44, -63.53, 247.14, 78.37, 6.37, 1.6, -5.16, -5.76, 3.12, 0.006999999999999999, 0.0114, 25.68, -0.92, 25.68, 6.87, 24.27, -42.5, -142.0, 7.5, -0.0113, 123.0, -233.0, -85.0, 39.01, -0.025, -0.025, -0.025, -0.025, 0.0064, 0.0098, -24.05, 9.35, -9.95, -7.95, -7.34, -8.51, 200.66, -193.89, 82.01, -46.91, -0.3043, 0.0238, 0.1641, 0.18, -0.22, -0.05, -0.12, -39.63, -29.95, -25.33
2008-11-28, 12.59, -0.012, -0.012, -0.012, -0.012, 0.0, 8.1, 3.94, 9.8, 73.4, 43.0, 102.0, 0.048, -0.25, -0.02, -256.96, -60.05, 1795.5, 104.77, 70.69, 165.49, 15.51, 28.67, 1.425, 4.28, 4.285, 19.92, -0.0225, -0.0195, -0.019, 1.735, 38.37, 1.735, 35.6, -0.175, -2.305, 0.03, -0.031, -0.031, -0.031, -0.031, 0.016, 0.016, 0.016, 0.016, 0.8, -8.98, 0.0048, -0.0039, 0.0075, 0.013, 0.013, 0.013, 0.013, -398.0, -100.0, 1860.0, 176.03, 160.56, 860.45, 142.24, 125.29, 187.22, 51.215, 39.935, 218.125, 0.0, 16.65, 6.83, 11.37, 0.0049, 0.0073, 2.14, 14.94, 2.14, 13.99, -26.54, 195.2, 142.4, 259.3, 0.0045, 251.0, 282.0, 563.0, 8.92, 0.04, 0.04, 0.04, 0.04, -0.0013, 0.0021, -1.8, -18.2, 0.2, 4.02, 4.62, 12.9, 110.25, 298.94, 111.32, 362.05, 0.0152, -0.1278, -0.0806, -0.2, 0.27, -0.0175, -0.035, 57.7, 16.71, 38.85
2008-12-1, -17.45, -0.03, -0.03, -0.03, -0.03, -0.0195, -0.71, 1.12, -0.35, 61.9, 46.3, 39.8, -0.0745, -1.01, -1.39, 383.22, 399.5, -170.3, 4.17, 20.76, -22.32, -16.0, -5.37, 1.425, 4.28, 4.285, 19.92, -0.0225, -0.0195, -0.019, 1.735, 38.37, 1.735, 35.6, -0.935, -1.555, -1.24, -0.03, -0.03, -0.03, -0.03, -0.085, -0.085, -0.085, -0.085, -18.64, -11.07, 0.0037, 0.0092, 0.0077, -0.027000000000000003, -0.027000000000000003, -0.027000000000000003, -0.027000000000000003, 410.0, 530.0, -60.0, 332.9, 326.52, 132.51, 175.8, 175.8, 99.87, 51.215, 39.935, 218.125, 0.0, -3.76, 2.26, -0.07, -0.0012, 0.0014, 2.14, 14.94, 2.14, 13.99, -5.31, 61.3, 58.3, 5.9, -0.0002, -167.0, -141.0, -255.0, 39.47, 0.002, 0.002, 0.002, 0.002, -0.0059, -0.0013, -7.45, -12.25, -10.05, -2.985, 1.835, -2.645, 516.85, 138.11, 513.6, 50.93, -0.0934, -0.1836, -0.0696, 0.27, 0.15, -0.0175, -0.035, 14.5, 14.5, 11.95
2008-12-2, -35.42, -0.17, -0.17, -0.17, -0.17, -0.0072, -17.05, -1.56, -12.14, -222.5, 0.0, -154.1, -0.2365, -5.99, -3.34, -1855.37, -620.79, -1547.78, -274.65, -35.76, -198.92, -26.3, -44.07, -72.2, -80.03, -7.64, -65.52, -0.02, -0.034, -0.022, -137.5, -21.86, -39.33, -114.34, -3.7, -0.44, -2.14, -0.048, -0.048, -0.048, -0.048, -0.191, -0.191, -0.191, -0.191, -12.63, -20.13, 0.0082, 0.0057, -0.0007, -0.103, -0.103, -0.103, -0.103, -2074.0, -1480.0, -1700.0, -1001.64, -34.99, -488.75, -289.02, -26.5, -98.66, -679.95, -13.44, -564.01, -2.45, -34.66, -5.25, -23.38, -0.0111, -0.0053, -56.07, -1.21, -6.6, -45.57, -23.72, -400.1, -6.1, -302.3, -0.0509, -1249.0, -193.0, -910.0, -18.42, -0.055, -0.055, -0.055, -0.055, -0.0191, -0.0203, -28.5, -3.9, -16.9, -2.985, 1.835, -2.645, -864.41, 79.12, 0.0, -254.8, 0.0689, -0.0129, -0.1386, -2.51, -2.28, -0.835, -0.935, -95.67, -0.69, -57.39
2008-12-3, -0.53, -0.001, -0.001, -0.001, -0.001, 0.0089, 5.84, -11.15, -6.14, 57.4, -150.9, -65.1, 0.174, 3.22, 0.0, 260.34, -861.38, 346.65, 137.0, -95.73, -63.89, -13.58, 12.66, -25.1, 32.6, -38.07, 2.25, -0.024, -0.052000000000000005, -0.017, 51.73, -72.24, -45.41, 1.81, 3.09, 0.8, 0.8, -0.122, -0.122, -0.122, -0.122, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, 15.92, 9.79, 0.0085, 0.0059, 0.0076, -0.103, -0.103, -0.103, -0.103, 315.0, -100.0, 500.0, 269.19, -694.93, -32.65, 10.01, -214.62, -111.1, 270.0, -336.27, -50.57, -1.4, 29.55, -5.99, -13.71, 0.0074, -0.0069, 24.75, -45.77, -24.71, 3.79, -6.09, 324.2, -79.7, -130.7, 0.0021, 366.0, -760.0, -446.0, -31.76, -0.041, -0.041, -0.041, -0.041, 0.0062, 0.0004, 24.0, 6.4, 6.9, 4.98, -14.89, -26.19, -78.4, -306.49, -743.6, -160.6, 0.2364, 0.4039, 0.3839, -0.03, -0.24, 0.24, 0.055, 28.36, -65.88, -23.1
2008-12-4, -16.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 1.67, 4.58, 47.1, 53.8, 69.0, 0.1435, 1.3, -1.46, 295.86, -258.19, -944.35, 35.45, 30.7, 73.6, -14.93, -12.91, -1.35, 21.93, 22.58, 9.66, -0.045, -0.036000000000000004, -0.055, 42.58, -7.82, 42.23, 14.16, 0.64, -1.54, -1.2, -0.024, -0.024, -0.024, -0.024, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, 1.43, -7.57, 0.0003, 0.0084, 0.006, -0.014, -0.014, -0.014, -0.014, 248.0, -250.0, -1150.0, 344.74, 457.47, -5.89, 66.64, 41.69, 11.17, 172.6, 164.15, 97.72, -0.65, 7.02, 8.73, 31.19, -0.0002, 0.0096, 11.94, 14.35, 14.65, 11.08, -20.83, 45.2, 92.3, 352.9, -0.0135, 27.0, -33.0, 239.0, 1.17, -0.062, -0.062, -0.062, -0.062, 0.0007, -0.0004, 5.0, -11.8, 2.7, -9.58, -2.79, 18.24, -30.85, -392.6, -174.41, -138.91, 0.045, -0.0458, -0.0787, -0.01, -0.08, -0.026, 0.08, 33.86, 41.47, 43.14
2008-12-5, 21.59, -0.1, -0.1, -0.1, -0.1, 0.0056, -1.24, 5.22, 3.1, -6.4, 70.2, 47.7, 0.2575, 2.26, 4.0, -168.93, 467.64, 1329.29, -3.01, 130.05, 114.23, -3.37, 0.94, 131.55, -25.52, 2.48, 6.0, -0.08199999999999999, -0.032, -0.069, -46.82, 49.74, 7.89, 12.37, 1.945, 2.065, 3.2, 0.055, 0.055, 0.055, 0.055, -0.104, -0.104, -0.104, -0.104, 26.76, 16.43, 0.025, 0.0132, 0.0073, 0.05, 0.05, 0.05, 0.05, 93.0, 600.0, 1400.0, -230.8, -10.75, 407.79, 44.91, 107.73, 111.21, -215.45, 51.21, 52.65, -5.1, -3.27, 18.99, 11.15, -0.0027, 0.0002, -14.23, 16.88, 5.49, 1.54, 5.77, -43.8, 186.2, 53.5, -0.0104, -218.0, 260.0, 88.0, 12.79, 0.11, 0.11, 0.11, 0.11, -0.0008, 0.0032, 15.05, 15.95, 14.75, 15.72, 8.29, 7.03, -239.14, 177.84, 130.74, -102.79, 0.3706, 0.2592, 0.2716, -0.7, -0.48, -0.073, 0.055, 0.31, 23.92, 29.94
2008-12-8, 76.92, 0.047, 0.047, 0.047, 0.047, -0.0035, -11.36, -9.36, -9.27, -114.2, -97.5, -87.8, 0.115, -1.32, 1.69, 219.62, -509.41, -1115.08, -182.76, -202.23, -170.22, -10.17, -5.6, -73.6, 30.85, 3.82, -15.19, -0.097, -0.115, -0.084, 63.75, -38.84, 9.44, -21.61, -1.07, 0.67, 1.34, -0.076, -0.076, -0.076, -0.076, 0.147, 0.147, 0.147, 0.147, -32.44, 1.68, -0.0077, 0.0209, 0.0172, -0.075, -0.075, -0.075, -0.075, -416.0, -1050.0, -1100.0, 165.62, -183.76, -461.11, -118.3, -120.08, -70.2, 259.18, 16.49, -138.59, -2.9, -31.75, -23.97, -30.39, 0.0008, -0.0188, 21.56, -14.18, -0.88, -8.7, 14.29, -344.9, -369.9, -290.3, 0.0096, -943.0, -543.0, -814.0, -2.98, -0.06, -0.06, -0.06, -0.06, 0.0008, -0.0079, -8.55, 5.25, 8.05, 24.655, 24.99, 20.93, 59.21, -340.88, -357.05, -176.15, -0.2125, 0.0139, 0.168, 0.41, -0.49, -0.09, -0.2, -47.45, -37.62, -41.65
2008-12-9, 0.79, -0.012, -0.012, -0.012, -0.012, 0.0201, 18.68, 9.93, 14.11, 250.7, 154.4, 47.2, -0.2275, -4.18, -4.17, 2937.52, 2991.55, 1334.77, 334.41, 245.01, 227.23, 42.42, 55.94, 69.6, 33.63, 39.15, 64.3, 0.123, 0.086, 0.041, 62.43, 114.51, 73.42, 131.91, -3.415, -1.955, -3.35, 0.168, 0.168, 0.168, 0.168, 0.043, 0.043, 0.043, 0.043, -6.14, -22.41, -0.0153, -0.0253, -0.0239, 0.138, 0.138, 0.138, 0.138, 3246.0, 3120.0, 2700.0, 1086.89, 1109.8, 643.33, 287.98, 214.0, 245.52, 298.76, 429.14, 553.4, 6.15, 58.01, 28.58, 4.99, 0.0176, 0.0252, 20.29, 27.64, 22.57, 41.61, -30.13, 545.3, 318.7, 415.9, 0.0143, 1346.0, 403.0, 165.0, 31.89, 0.149, 0.149, 0.149, 0.149, 0.012, 0.0128, -26.5, -15.3, -24.9, 24.655, 24.99, 20.93, 450.09, 471.75, 498.72, 314.71, -0.2777, -0.1991, -0.3822, 0.12, 1.01, 0.539, 0.815, 102.09, 60.3, 69.66
