@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute MOEX_Now numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2009-8-28, 8.61, -0.004, -0.004, -0.004, -0.004, 0.0101, -1.74, -1.44, -1.93, -21.2, -20.8, -17.1, 0.0185, 0.97, -0.01, -61.84, 86.54, -260.37, -51.64, -32.04, -68.04, -1.56, -19.72, 7.35, 2.86, 0.86, -5.37, -0.011, 0.0, 0.018000000000000002, 3.3, 0.01, -5.04, -20.49, 0.865, -0.285, 0.0, 0.02, 0.02, 0.02, 0.02, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 16.69, 1.84, -0.0102, 0.002, 0.0002, 0.014, 0.014, 0.014, 0.014, -37.0, 50.0, -315.0, 224.41, 356.21, 23.16, -7.78, -27.9, -31.11, 37.11, 16.33, -6.28, -3.45, -0.84, -12.23, -6.7, 0.0161, -0.0002, -0.25, 1.3, -1.51, -7.21, 1.76, -19.5, -23.4, -25.2, 0.0027, -79.87, 12.73, -99.89, -24.03, -0.002, -0.002, -0.002, -0.002, 0.0078, -0.0013, 6.8, -2.1, 3.2, -20.43, -21.67, -20.43, 21.79, 125.29, 9.16, -30.52, 0.1811, 0.0573, 0.0139, -0.45, -0.68, -0.035, -0.1, -24.3, -13.39, -36.74
2009-8-31, -16.09, 0.004, 0.004, 0.004, 0.004, -0.0052, 3.3, 1.94, 2.84, 39.5, 38.0, 14.1, 0.0125, -0.03, -0.05, -3.28, 258.1, 498.74, 47.02, 33.46, 70.4, 18.97, 31.28, 44.15, -2.05, 6.14, 6.93, 0.078, 0.096, 0.006, 1.04, 29.22, 30.21, 24.39, -0.075, -0.115, -0.07, -0.002, -0.002, -0.002, -0.002, -0.004, -0.004, -0.004, -0.004, -1.79, 11.31, 0.004, -0.0085, -0.0041, -0.011, -0.011, -0.011, -0.011, -165.0, -100.0, 455.0, 162.66, 136.04, 479.83, 42.39, 73.28, 56.79, -36.43, 36.73, 36.2, 0.95, 17.96, 14.1, 7.41, 0.003, 0.0161, -3.91, 0.0, 5.01, 4.16, -5.56, 85.8, 100.1, 102.0, 0.0001, 197.76, 188.72, 116.99, 21.19, 0.033, 0.033, 0.033, 0.033, -0.004, 0.0061, -0.6, -1.5, -2.4, -13.26, -11.735, -14.71, 44.01, -6.69, 41.2, 85.63, -0.0199, -0.0077, 0.0482, -0.04, 0.2, 0.568, 0.105, 17.81, -11.37, 25.41
2009-9-1, 31.21, -0.024, -0.024, -0.024, -0.024, 0.0032, -3.93, -4.47, -2.97, -44.6, -11.5, -24.85, -0.014, 0.25, 0.5, -1211.59, -438.19, -1174.1, -59.31, -78.33, -64.54, -22.93, -19.35, -70.25, -8.31, -14.26, -8.51, -0.115, -0.003, -0.081, -19.71, -39.39, -45.83, -19.89, 0.315, 0.245, 0.43, 0.025, 0.025, 0.025, 0.025, -0.048, -0.048, -0.048, -0.048, 2.95, 1.26, 0.003, 0.0156, 0.0111, 0.017, 0.017, 0.017, 0.017, -1216.0, -955.0, -1140.0, -469.97, -107.87, -299.04, 5.54, -39.04, -23.05, -47.92, -113.74, -87.36, -0.2, -15.07, -3.61, -0.59, 0.0028, -0.004, -7.79, -6.85, -12.77, -7.55, 1.58, -77.6, -41.4, -52.9, 0.0007, -252.11, -236.45, -197.13, -35.71, 0.025, 0.025, 0.025, 0.025, 0.0012, -0.0043, 2.3, 2.6, 6.1, -13.26, -11.735, -14.71, -109.76, -113.55, -32.98, -120.82, 0.1006, 0.1238, 0.1028, -0.72, -0.87, 0.114, 0.27, -28.71, -22.18, -23.58
2009-9-2, -9.9, -0.022, -0.022, -0.022, -0.022, -0.011, -5.27, 0.64, -4.76, -44.6, -11.5, -24.85, -0.014, -0.21, -0.81, -674.02, -696.02, -405.77, -130.75, 11.92, -110.63, 7.09, 13.0, -36.75, -22.58, 3.24, -18.34, -0.012, -0.078, 0.0, -40.17, -9.84, 21.13, -32.05, -0.265, 0.015, -0.68, 0.002, 0.002, 0.002, 0.002, -0.031, -0.031, -0.031, -0.031, -9.52, -8.84, 0.0091, -0.0024, -0.0031, -0.021, -0.021, -0.021, -0.021, -579.0, -95.0, -455.0, -380.79, 42.58, -409.69, -88.95, 28.59, -41.75, -185.68, 20.7, -114.12, -1.7, -16.34, -8.49, -16.96, -0.0239, -0.0122, -14.01, -6.78, 2.88, -12.44, -12.68, -192.1, -38.4, -175.3, -0.0117, -454.24, -62.64, -311.46, -14.63, 0.057, 0.057, 0.057, 0.057, -0.0102, -0.0071, -2.0, 0.0, -8.53, 14.69, 2.48, 0.53, -178.43, -25.31, -50.99, -106.89, 0.006, -0.0327, -0.0286, -0.18, -0.04, 0.13699999999999998, 0.115, -32.79, -14.85, -31.07
2009-9-3, 0.37, -0.021, -0.021, -0.021, -0.021, 0.0043, -1.95, -9.09, -4.76, -2.2, -99.3, -43.2, -0.16, -0.42, 0.74, -429.24, -1053.42, -378.38, -7.45, -169.64, -64.18, -20.45, -28.29, -17.0, -3.29, -28.11, -4.31, 0.006999999999999999, -0.068, -0.06, -1.82, -41.23, -58.43, -6.97, -0.355, 0.315, 0.67, 0.022, 0.022, 0.022, 0.022, -0.061, -0.061, -0.061, -0.061, 2.97, -0.12, 0.0014, 0.0035, 0.0134, -0.003, -0.003, -0.003, -0.003, -640.0, -1030.0, -445.0, 204.18, -616.68, -0.83, -38.93, -130.69, -87.26, -29.93, -194.9, -52.07, 1.2, -15.15, -21.88, -16.88, 0.0095, -0.0004, -2.23, -13.38, -20.85, -2.24, 8.69, -173.3, -304.2, -293.2, 0.0112, -192.58, -643.71, -435.74, -40.98, -0.008, -0.008, -0.008, -0.008, -0.0008, -0.0036, -2.7, 2.5, 4.33, -11.1, -7.78, 2.42, 11.54, -184.81, -190.0, -31.03, 0.0654, 0.0713, 0.094, -0.46, -0.43, 0.305, 0.2, -41.44, -53.3, -48.75
2009-9-4, -4.63, 0.013, 0.013, 0.013, 0.013, -0.001, -0.04, 2.15, 1.99, -20.7, 19.6, 12.4, 0.0975, 0.11, -0.13, 321.45, -60.5, -46.8, -18.42, 26.19, 15.39, 20.88, 17.03, -14.8, 8.49, 3.09, 0.28, 0.041, 0.033, 0.057, 16.13, 15.78, 7.02, -0.47, 0.09, -0.57, -0.1, 0.02, 0.02, 0.02, 0.02, 0.039, 0.039, 0.039, 0.039, -0.72, 5.99, -0.0027, -0.003, -0.0038, 0.004, 0.004, 0.004, 0.004, 454.0, -290.0, -20.0, 196.75, 262.42, 251.45, -15.52, -20.51, 12.51, 63.94, -28.5, 29.85, -0.6, 5.93, -1.11, 3.96, 0.0072, 0.0083, 6.66, 0.45, 3.44, -2.32, 8.86, 18.4, -29.6, 95.0, 0.0061, 162.98, 84.76, 117.04, 36.32, 0.057, 0.057, 0.057, 0.057, 0.0042, 0.0036, 0.7, -4.3, -0.3, 20.16, 15.18, 11.31, 220.17, 112.76, 185.02, 66.49, -0.0544, 0.0445, 0.0378, 0.44, -0.14, 0.928, 0.53, 32.1, 22.79, 20.67
2009-9-7, -0.33, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0039, 4.15, 1.65, 2.35, 54.9, 32.3, 7.9, -0.09, -1.15, -0.95, 945.11, 841.11, 317.1, 83.01, 40.27, 41.78, -10.48, -8.14, 86.85, 13.16, 13.05, 9.4, 0.0, 0.022, 0.034, 35.58, 11.13, 35.55, 24.01, -1.08, -0.08, -0.88, 0.019, 0.019, 0.019, 0.019, 0.097, 0.097, 0.097, 0.097, -6.19, -14.42, -0.0143, -0.0036, -0.0143, 0.021, 0.021, 0.021, 0.021, 922.0, 970.0, 270.0, 159.46, 37.15, 141.53, 45.35, 30.68, 38.26, 96.66, 115.1, 49.35, 3.05, 12.11, 5.29, 7.32, 0.013, 0.0077, 8.01, 5.19, 8.01, 6.82, 1.6, 204.6, 113.5, 95.3, 0.0061, 278.02, 255.6, 289.1, 0.49, -0.025, -0.025, -0.025, -0.025, 0.0088, 0.0054, -8.5, -0.8, -6.4, -1.835, 0.65, -0.515, 95.98, 132.31, 95.47, 171.19, -0.1449, -0.0934, -0.1612, 0.31, 0.34, -0.005, 0.445, 33.35, 26.07, 38.35
2009-9-8, 11.12, 0.0155, 0.0155, 0.0155, 0.0155, 0.0042, 5.25, 4.83, 4.58, 81.5, 67.9, 54.9, 0.031, -0.59, -0.58, 601.26, 562.975, 499.475, 79.08, 72.83, 80.48, 29.47, 26.34, 102.5, 4.495, 4.795, 8.51, 0.045, 0.0415, 0.047, 9.495, 23.88, 9.855, 20.49, -0.465, -1.145, -0.53, -0.014, -0.014, -0.014, -0.014, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -2.66, 5.31, -0.0106, -0.017, -0.0085, -0.024, -0.024, -0.024, -0.024, 593.0, 540.0, 772.5, 275.7, 273.33, 204.91, 62.9, 62.18, 68.88, 28.035, 49.54, 50.26, 0.075, 12.23, 10.27, 13.19, 0.0034, 0.0109, 2.94, 5.255, 2.94, 5.65, -1.97, 165.9, 193.8, 255.0, -0.0046, 348.72, 285.09, 278.02, 17.65, 0.032, 0.032, 0.032, 0.032, 0.005, 0.0102, -3.63, -8.94, -3.63, -1.835, 0.65, -0.515, 43.915, 123.36, 79.44, 72.48, -0.039, -0.1697, -0.0365, -0.06, 0.54, 0.1125, 0.2425, 41.93, 35.48, 41.12
2009-9-9, -11.92, 0.0155, 0.0155, 0.0155, 0.0155, 0.015, 2.4, 2.85, 3.04, 14.1, 30.3, 74.3, -0.0085, -1.33, -1.41, 601.26, 562.975, 499.475, 18.22, 25.64, 54.62, 42.9, 37.89, 22.35, 4.495, 4.795, 8.51, 0.045, 0.0415, 0.047, 9.495, 23.88, 9.855, 20.49, -1.205, -0.605, -1.27, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 5.23, 0.05, 0.0021, -0.0044, -0.0066, 0.044, 0.044, 0.044, 0.044, 593.0, 540.0, 772.5, 605.57, 591.45, 281.29, 12.75, 20.61, 8.6, 28.035, 49.54, 50.26, 0.075, 2.06, 5.11, 8.32, 0.0023, 0.0026, 2.94, 5.255, 2.94, 5.65, 0.18, -22.0, 47.2, 0.2, 0.0142, -20.4, 93.97, 219.99, 30.91, 0.026, 0.026, 0.026, 0.026, 0.0052, 0.003, -9.37, -4.66, -9.37, 8.08, 3.48, 9.56, 43.915, 123.36, 79.44, 72.48, -0.0067, 0.0536, 0.0138, -0.62, -0.78, 0.1125, 0.2425, 23.85, 25.64, 10.55
2009-9-10, 36.91, 0.006, 0.006, 0.006, 0.006, 0.0076, 3.44, 2.93, 1.18, 57.0, 32.3, 2.4, 0.0805, -0.03, -0.15, 55.15, 234.47, 878.74, 92.53, 75.38, -4.98, 23.86, 10.14, 9.0, 7.98, 10.27, 5.3, -0.028, -0.018000000000000002, -0.02, 22.62, 4.18, 27.71, 10.44, -0.01, -0.61, -0.12, 0.064, 0.064, 0.064, 0.064, -0.006, -0.006, -0.006, -0.006, 7.08, 6.16, -0.0012, 0.0012, 0.0071, 0.096, 0.096, 0.096, 0.096, 70.0, 430.0, 365.0, -90.77, 146.54, 327.03, 7.32, -12.07, -11.75, 49.88, 39.98, 32.65, 0.7, 15.8, 12.89, 0.33, 0.0003, 0.0011, 10.02, 3.49, 12.32, 5.14, -1.43, 95.4, 6.2, -0.6, 0.0053, 259.11, 116.43, -3.1, 12.04, 0.025, 0.025, 0.025, 0.025, 0.0, 0.0006, 0.0, -4.7, -2.0, 1.84, 5.51, 0.96, -105.13, -65.92, -62.54, -51.24, 0.0396, -0.0301, -0.0126, -0.17, -0.43, -0.045, -0.085, 24.69, 21.54, 11.27
2009-9-11, 7.02, -0.084, -0.084, -0.084, -0.084, 0.0018, 1.72, 2.85, 3.47, -16.6, 31.0, 28.2, 0.0005, -0.26, -0.05, 625.84, 449.06, 81.21, 20.51, 48.82, 96.97, 3.96, -5.83, 5.15, 10.77, 7.8, 4.07, -0.046, -0.009000000000000001, -0.065, 23.63, 20.56, 17.68, 22.02, 0.125, -0.145, -0.03, -0.084, -0.084, -0.084, -0.084, -0.121, -0.121, -0.121, -0.121, 3.28, 0.82, -0.0011, 0.0044, 0.0023, -0.071, -0.071, -0.071, -0.071, 583.0, 275.0, 60.0, 218.37, 12.68, 66.04, 6.39, 34.18, 22.25, 80.26, 62.12, 43.75, -0.3, -4.95, 4.93, 8.54, 0.0008, -0.0032, 8.5, 10.07, 6.2, 7.16, 8.43, -121.2, 46.8, -59.3, 0.011, 47.83, 223.49, 162.38, 28.52, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, 0.0056, 0.0011, 1.0, -1.2, -0.2, -11.22, 5.19, -4.89, 154.83, -70.26, 41.19, 33.94, 0.058, 0.0556, 0.027000000000000003, -0.44, -0.18, 0.207, -0.11, 4.12, 15.33, 25.71
2009-9-14, -16.79, -0.011, -0.011, -0.011, -0.011, -0.0009, 2.03, 2.1, 3.8, 23.8, 3.5, 31.1, -0.0135, -0.1, -0.06, -169.41, 295.66, 529.95, 29.25, 26.18, 54.28, 32.79, 21.03, 10.15, -1.41, 4.04, 10.36, -0.032, -0.035, -0.01, -3.12, 23.86, 4.91, 14.53, -0.44, -0.61, -0.07, -0.073, -0.073, -0.073, -0.073, -0.005, -0.005, -0.005, -0.005, -3.03, 6.71, -0.0006, -0.0088, -0.0053, -0.067, -0.067, -0.067, -0.067, -214.0, 230.0, 530.0, 130.37, 166.73, 277.65, 24.56, 4.92, 28.58, -22.07, 32.12, 52.91, 1.9, 1.66, -5.53, 3.86, -0.0021, 0.0057, -1.31, 8.26, 3.08, 8.2, -9.28, 111.8, 14.7, 127.4, 0.0011, 189.48, 107.49, 255.99, 4.09, -0.101, -0.101, -0.101, -0.101, 0.0042, 0.0089, -3.5, -4.7, -2.03, -12.485, -18.475, -13.71, 98.23, 204.59, 128.31, 154.83, 0.1137, 0.1421, 0.0744, -1.0, -1.21, 0.026, 0.11, 7.96, 3.56, 23.07
2009-9-15, 18.49, 0.049, 0.049, 0.049, 0.049, 0.0054, -1.1, -2.17, -3.62, 7.4, -17.9, -34.0, 0.0045, 0.5, -0.22, 501.17, 33.56, -391.63, -3.78, -29.41, -69.35, -2.34, -0.2, -20.95, 6.61, 1.56, -3.4, -0.041, -0.093, -0.062, 10.88, -17.19, 2.85, -4.22, 0.455, 0.395, -0.18, 0.026, 0.026, 0.026, 0.026, 0.07400000000000001, 0.07400000000000001, 0.07400000000000001, 0.07400000000000001, 8.1, -1.31, 0.0067, 0.0136, 0.0054, 0.023, 0.023, 0.023, 0.023, 589.0, 135.0, -450.0, -65.6, -51.96, -137.6, -7.35, -10.29, -44.08, 21.39, -36.57, -39.15, 6.8, -3.88, -3.93, -12.24, -0.0018, -0.0062, 6.44, -3.48, 2.05, -2.86, 9.48, 40.0, -14.3, -104.4, -0.0092, -10.04, -79.14, -204.15, -33.25, 0.055, 0.055, 0.055, 0.055, -0.006, -0.005, 3.5, 3.1, -0.87, -12.485, -18.475, -13.71, 78.81, -41.62, 48.73, 12.35, 0.0082, 0.0418, 0.0799, 0.17, 0.09, -0.075, 0.17, -20.48, -27.29, -33.86
2009-9-16, 29.93, -0.004, -0.004, -0.004, -0.004, 0.0037, 1.47, 2.63, 2.68, 23.2, 41.8, 42.8, -0.0075, -0.96, -0.86, 396.31, 533.65, 938.16, 8.74, 25.92, 52.23, 30.12, 29.02, 83.5, 3.29, 6.3, 8.42, 0.042, 0.039, 0.048, 10.86, 24.18, 15.15, 20.36, -0.855, -0.375, -0.76, 0.012, 0.012, 0.012, 0.012, 0.024, 0.024, 0.024, 0.024, -6.89, -7.07, -0.0109, -0.0056, -0.0058, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 338.0, 440.0, 980.0, 241.83, 221.19, 157.57, -12.45, 6.08, 33.58, 56.61, 83.81, 60.84, 1.5, -1.24, 2.77, 8.11, -0.0012, 0.001, 4.81, 8.14, 5.57, 9.42, -0.38, 100.7, 114.7, 198.0, -0.008, 78.82, 132.77, 278.14, 37.41, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.0038, 0.0016, -6.6, -3.0, -1.95, 11.27, 3.36, -0.64, 163.79, 185.49, 163.79, 164.69, -0.0918, -0.0905, -0.1078, 0.04, 0.52, 0.377, 0.135, 31.59, 40.71, 25.85
2009-9-17, 12.14, 0.004, 0.004, 0.004, 0.004, 0.0051, 4.39, 3.64, 4.46, 82.0, 68.6, 45.6, 0.1295, -1.72, -0.94, 1146.8, 1124.89, 573.26, 71.28, 63.83, 56.41, 22.48, 13.7, 66.3, 16.13, 12.72, 9.45, 0.092, 0.096, 0.05, 30.51, 19.73, 26.22, 16.7, -1.6, -0.85, -0.9, 0.033, 0.033, 0.033, 0.033, 0.028, 0.028, 0.028, 0.028, -8.43, -2.27, -0.0061, -0.0136, -0.0067, 0.049, 0.049, 0.049, 0.049, 1119.0, 1160.0, 770.0, 196.35, 270.57, 194.865, 86.72, 82.51, 31.26, 108.3, 91.14, 95.15, -0.4, 5.37, 5.28, 4.28, 0.0079, 0.0041, 12.54, 7.11, 11.78, 8.48, -6.47, 153.6, 168.2, 167.8, -0.0002, 357.36, 319.66, 184.27, 19.25, 0.003, 0.003, 0.003, 0.003, 0.0084, 0.0064, -12.4, -10.1, -10.95, 23.92, 24.24, 20.68, 59.77, 191.65, 96.56, 163.79, -0.1135, -0.0542, -0.0815, 0.12, -0.7, 0.43, 0.0, 30.35, 39.48, 37.48
2009-9-18, 4.24, -0.008, -0.008, -0.008, -0.008, 0.0027, 1.12, 1.96, 1.65, 39.9, 41.8, 82.0, 0.0035, 0.11, -0.22, -174.63, 500.93, 851.15, 30.88, 34.75, 62.28, -15.4, -12.55, 7.15, -3.27, 6.01, 8.33, -0.041, -0.011, 0.032, -6.4, 19.36, 7.45, 15.64, 0.125, -1.165, -0.15, 0.028, 0.028, 0.028, 0.028, -0.09, -0.09, -0.09, -0.09, 4.73, -1.21, -0.0009, -0.0058, -0.0051, 0.022, 0.022, 0.022, 0.022, -153.0, 450.0, 620.0, 196.35, 270.57, 194.865, 17.81, 27.86, 75.33, -7.79, 59.33, 57.28, 1.85, 5.39, 4.32, 5.4, 0.0011, 0.0061, -1.91, 10.44, 4.24, 6.51, -0.96, 24.1, 36.8, 38.5, -0.0043, 117.52, 152.2, 309.08, 17.63, 0.03, 0.03, 0.03, 0.03, -0.0036, 0.0038, 1.0, -5.5, -1.37, -1.37, 10.34, 17.38, -27.37, -15.41, 21.44, -48.8, -0.0102, -0.1297, -0.0596, 0.17, 0.39, -0.165, 0.765, 4.02, 1.65, 5.33
2009-9-21, -4.21, 0.035, 0.035, 0.035, 0.035, -0.0029, -0.25, 0.22, 0.01, 8.9, 10.8, 23.0, -0.001, 0.03, 0.02, 466.98, -317.15, 42.43, -27.31, 12.59, -2.18, 14.15, 3.23, 10.5, 2.81, -3.25, 3.07, -0.109, -0.044, -0.107, 6.11, 5.43, -1.78, 2.2, 0.055, 0.195, 0.08, 0.02, 0.02, 0.02, 0.02, 0.084, 0.084, 0.084, 0.084, -1.51, 4.18, 0.0034, 0.0091, 0.0055, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 108.0, -360.0, 155.0, -75.72, -90.48, 15.96, 7.43, 8.33, 5.05, 36.28, 2.19, 45.04, -0.25, -3.6, -6.12, -9.72, -0.0063, -0.0049, 2.41, -0.45, -2.45, -0.49, -1.21, 6.3, 0.9, 30.9, -0.0175, -99.04, 33.66, 48.32, 2.382, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.0006, -0.0006, 0.5, 1.5, 0.82, -2.815, -3.625, -1.98, -82.28, -4.4, -73.64, -1.08, -0.0301, -0.0249, 0.0321, 0.1, 0.51, -0.2, -0.245, -4.75, -20.43, -1.92
2009-9-22, 23.38, 0.023, 0.023, 0.023, 0.023, -0.0035, -2.29, -1.74, -2.16, -38.5, -1.7, -39.4, 0.005, 0.06, -0.67, 225.01, 355.63, -143.81, -35.18, -62.3, -83.24, -34.99, -43.24, 22.075, -3.64, -4.24, -6.81, 0.021, -0.069, -0.03, 5.18, -13.51, 3.59, -2.22, 0.07, -0.31, -0.59, -0.002, -0.002, -0.002, -0.002, 0.013, 0.013, 0.013, 0.013, -2.47, -9.31, 0.0095, 0.0086, 0.003, -0.013, -0.013, -0.013, -0.013, 583.0, 350.0, -305.0, -334.84, -184.03, -290.99, -18.92, -25.86, -31.2, -41.34, -52.45, -62.87, 0.85, -7.18, -3.21, 1.27, -0.0037, -0.0073, -1.91, -2.08, -1.34, -0.78, -5.12, -49.9, -63.7, -95.2, -0.0059, -436.1, -199.1, -601.25, 2.382, 0.016, 0.016, 0.016, 0.016, 0.0044, -0.0058, 0.5, -2.3, -4.55, -2.815, -3.625, -1.98, -21.34, -183.86, -94.24, -116.45, -0.0981, -0.0648, -0.1818, 0.73, 0.33, -0.185, -0.4, -7.19, 7.47, -13.8
2009-9-23, -7.41, -0.001, -0.001, -0.001, -0.001, 0.0115, 1.38, 0.93, 2.45, 8.2, 7.7, 26.7, -0.108, -1.49, -0.49, 565.37, 951.53, 923.47, 40.73, 54.17, 69.04, 38.57, 37.81, 22.075, 7.0, 6.53, 8.89, 0.061, 0.063, 0.069, 8.26, 28.68, 8.27, 18.91, -1.355, 0.105, -0.51, 0.016, 0.016, 0.016, 0.016, -0.039, -0.039, -0.039, -0.039, -0.37, 9.63, -0.0094, -0.0066, -0.0017, 0.015, 0.015, 0.015, 0.015, 418.0, 970.0, 1085.0, -93.48, -90.06, 67.91, 34.49, 64.88, 48.68, 51.01, 44.59, 54.56, 2.4, 9.19, 3.47, 2.43, 0.0096, 0.0062, 4.72, 4.33, 4.59, 5.85, 5.61, 89.3, 125.3, 148.6, 0.0143, 19.03, -144.65, 133.26, 2.382, -0.006, -0.006, -0.006, -0.006, 0.0144, 0.0116, -10.5, 0.8, -3.4, 17.4, 6.43, 7.31, 161.12, 185.59, 156.32, 95.11, 0.0094, 0.0175, 0.0971, -1.29, -0.86, 0.235, 0.05, -13.61, -4.31, 6.9
2009-9-24, -17.59, -0.004, -0.004, -0.004, -0.004, -0.0059, 0.64, -0.12, -0.04, -3.2, -14.8, -7.8, -0.0515, -0.72, -0.95, -997.2, -386.54, -460.23, -7.33, 1.34, -14.76, 5.17, -4.09, -50.25, -10.79, 6.34, -5.96, -0.057, -0.062, -0.062, -14.88, 2.41, 17.02, -7.05, -0.645, -1.035, -0.85, -0.037000000000000005, -0.037000000000000005, -0.037000000000000005, -0.037000000000000005, -0.028, -0.028, -0.028, -0.028, -8.68, -8.84, 0.0062, -0.0011, 0.0, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, -933.0, -510.0, -685.0, -554.01, -88.34, -506.97, 9.11, -9.57, 15.03, -81.32, 47.01, -18.06, -1.65, 0.75, 5.21, 7.22, -0.0029, 0.0043, -7.32, 2.82, 2.89, -3.65, -4.65, 36.6, -19.7, 29.5, -0.0007, 172.15, -20.57, 69.36, 2.382, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, -0.0094, 0.0029, -5.0, -8.0, -6.6, 4.39, 11.34, 11.15, -68.19, 62.61, 46.28, 78.11, -0.0821, 0.0032, -0.0966, 0.57, 0.18, -0.205, 0.0, 12.54, -9.89, -3.45
