@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Low numeric
@attribute Brazil_Open numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_Low numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Copper_Low numeric
@attribute Corn_Low numeric
@attribute CSE_Open numeric
@attribute DAX_Open numeric
@attribute DAX_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_Low numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute EUR_USD_High numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_Low_y numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Low numeric
@attribute HEATING_OIL_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute IDR_KRW_Open numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute INR_KRW_High numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute NIKKEI_High numeric
@attribute NZD_USD_Open numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_High numeric
@attribute SET_High numeric
@attribute Silver_Open numeric
@attribute Silver_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute USD_CAD_High numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_Low numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute WTI_High numeric

@data
2013-1-2, 1.7050148969999999, 2.400584795, 0.9149607670000001, 1.5194489469999999, 1.562911581, -0.607913669, 0.974766135, 1.726190476, 0.271657108, 1.986805986, 1.603592046, 0.95072576, 0.233728875, 1.3646974319999998, 1.311117181, -0.543467933, 0.550526295, -0.637841552, -0.124283965, 5.649717514, 1.9574944069999998, 1.869688385, -1.077953507, -0.730731311, 1.8181818180000002, -0.145190563, 1.304621019, 0.51726234, 1.138645962, 0.070408123, 1.3726457930000002, -1.131524516, -0.771680549, 0.331875094, 3.578528827, 3.809964494, 2.478524169, -0.9487261309999999, -0.296011036, -1.8757327080000001, -3.6994551189999996, 0.132652115, 0.925523324, 1.292357161, 0.901797375, 3.625377644, 6.1145510839999995, 1.994078192, 0.9856685009999999, -0.415180019, -0.37393356299999997, -0.7824049040000001, -0.34881186, 3.893740007, 0.740642293, 2.2557040440000002, 2.8945779689999998, 3.278688525, -0.315713513, 0.6901121, 0.550136895, 0.252042413, -5.21874306, -0.08343763, -0.08343763, -1.75300025, -2.979136571, -1.518878765, -0.047218953, 0.506765201, 5.132908378, 4.256488776, 4.194135913999999, 1.436949402, 1.621327807, 0.9603560790000001, 0.828661955, 2.283815955, 1.432675045, 1.079940979, 4.277575351, 0.57048163, 1.7558755119999998, 0.49846840000000003, 1.38723573, 0.5803440639999999, 1.824032244, 1.758355279, 1.09118422, 0.652860181, 0.9134013759999999, 0.621587329, 1.42384106, 2.1884396930000003, 1.451240319, 1.087294282, 0.9523809520000001, 1.5974440890000001, -4.346175745, -4.5187013480000005, 1.546085315, 2.216965701, 1.457771881, 2.15664304, 0.35474444200000005, 0.35377938200000003, 9.466152999, 3.610503282, 8.916849015, 7.30878187, -0.280786201, 1.534526854, 0.819577514, 7.877718989, 7.877718989, 1.736465781, -1.394083645, -0.446428571, 0.382467681, -1.8901620330000002, 2.6013772
2013-1-3, -0.575550194, 0.151337769, 0.545146759, 0.082675257, 0.67145039, 1.006116319, 0.15570260800000002, 0.848449386, 1.806140879, 0.062816318, 0.186596982, 2.56548824, 0.627802691, -0.425155004, 0.323537342, -0.10508416300000001, -0.16386805699999998, 0.766211923, 0.589446108, 2.994652406, 2.41360395, 3.448275862, -0.22310853100000005, -0.146053631, 1.071428571, -0.39985459799999995, 0.747846397, 0.945059861, 0.630993594, 2.35579161, 1.9382950630000002, -0.17228648800000002, -0.222194791, -0.826943317, 2.063339731, 0.09731616900000001, 0.130050866, 2.1967476059999997, 2.01752854, -3.4946236560000004, -3.633114949, -0.9689866420000001, 0.049236829, -0.7569745440000001, -0.8259368840000001, 5.3935860060000005, 4.230488694, -0.841282066, -0.479041916, -0.8891928859999999, -0.025508345, -0.156261356, -0.196893459, -0.523225532, 0.444956164, 0.574414423, 0.865828325, -0.007936508, -0.34386028399999996, 1.214315952, 0.782634445, 0.24018970399999998, -1.0543580129999999, -0.083507307, -0.083507307, -0.027892172000000003, -0.325449323, -0.146260096, -0.047241259, 0.50421004, -0.37561129200000004, 0.5551008789999999, 0.285066597, 0.27113836399999997, 0.5549426670000001, 0.9512209709999999, 0.7735073720000001, 0.038939431000000004, 0.082303798, 0.8489907040000001, -0.208558417, 2.5403347380000003, 2.057229401, 1.373398944, 0.7214221209999999, 1.112919235, -0.5608108589999999, -0.38264323299999997, -0.071065378, 0.648625563, 0.905133871, 0.299664206, 0.473392099, -0.4250449570000001, 1.4304806069999998, 1.075599352, -1.5723270440000001, -2.51572327, -0.17857142899999998, -0.198846689, -0.875289648, -0.148531101, -0.496922838, -0.821604923, 0.358245285, 0.36737110700000003, 3.519356461, 4.8574445619999995, 4.1687594169999995, 4.487856389, -0.5933226070000001, -0.125944584, 0.022899015, 4.141689373, 4.141689373, -1.941097724, 2.482758621, 0.34494653299999994, -3.333841347, -0.31622444, -0.607222755
2013-1-4, -0.369910023, 0.282260364, -0.128413663, 0.210790178, 0.083013683, -0.327851231, 0.038865138, 1.044386423, 1.478415139, -0.021058069, -0.487758187, 1.213619238, -0.42780748700000004, -0.56929372, -1.119770671, 0.021038941000000002, 0.146757811, -0.235534125, -0.313459213, 0.57113188, 3.588644885, 3.602150538, -0.98249128, 0.035104142000000005, -0.217450394, -0.802919708, 0.820570371, -0.272347925, -0.1347897, -0.16372164, 0.134223666, -0.135601578, 0.14845973, -0.765615525, 2.1156558530000003, 0.295390314, 0.32396591, 0.331321953, 0.352679165, -1.021355617, 1.94684796, -0.280980921, -0.928887795, -0.910377068, -0.5096333129999999, 4.0802213, 4.128761372, -1.5295453190000001, -2.184115523, -0.6178316739999999, -0.07289958099999999, 0.036396724, 0.102294315, 0.385558226, 0.438208955, 0.628727068, -1.281305517, 0.8175252, -0.13620267, 0.24458659, 1.1596704629999999, -0.37799009, 0.44991712100000003, -0.0835771, -0.0835771, -1.130768726, -0.468544655, -1.130650165, -0.047263587, 0.501680516, 0.035154826, -0.24481339800000002, -0.047537739, 0.110658125, -0.063998138, 0.942258015, -0.695610458, 0.563517339, 0.519944469, 0.024864577000000002, 0.48651130299999995, -0.208558417, 0.23771409699999999, 0.159713941, -0.099203039, 0.197576983, 0.564294443, 0.001834046, 0.09999670199999999, 0.644445525, 0.897014687, 0.060742614, -4.354183591, -4.087998687, 0.54782735, 0.484592873, -0.319488818, 0.0, 0.53667263, -0.139470014, -0.158596422, -0.118755085, -0.122797651, -0.071243362, 0.356966469, 0.36602643100000004, 3.3511413310000004, 5.891238671, 3.1340405010000003, 5.305709955, 0.394537178, 1.054683022, 1.19047619, -0.41862899, -0.41862899, 0.5802047779999999, -2.153432032, -1.9594362319999998, -0.45984260200000004, -1.3822059309999999, -0.09646302300000001
2013-1-7, -0.034295257, -0.139311404, 0.505743185, 0.142126208, 0.28315648, 0.028758875, 0.505050505, 0.0, 0.320512821, -0.524575571, 0.22243062600000002, -1.249577109, -0.26852846399999997, -0.080515298, 0.144953796, 0.449373745, 0.43191546799999997, 0.045544959, 0.19221259100000002, 0.258131131, -0.413650465, -0.25947068, 0.19443717800000002, -0.023394549, -0.76273495, -0.220750552, 0.334105644, 0.245705007, -0.182852262, 0.336642758, -0.246033449, 0.41970127100000004, 0.09882643599999999, 0.229165075, -0.9668508290000001, -0.378070942, 0.7834929079999999, 0.702788333, 0.376447908, 2.470293934, 1.606547439, 0.352655165, -0.192486805, 0.062077099999999996, 0.081209395, 1.8604651159999999, 1.344086022, -0.157757418, 1.11336655, 0.7076485570000001, 0.047419296, -0.003638348, -0.16058394199999998, -0.199151236, 0.268673395, 0.233703364, -0.94598038, -1.417099669, -0.072740498, -0.39999818600000003, 0.018153227, -0.8252350340000001, 0.5421970770000001, 5.646173149, 4.391468005, 0.47557392600000004, -0.42072285600000003, 0.0024969000000000002, -0.047285935999999994, 0.499176246, -0.09188628, -0.377634736, -0.22421307, -0.461258446, 0.5023328539999999, 0.088129284, 0.326086957, -0.584111122, 0.052781125, 0.332924945, -0.312314606, 0.48651130299999995, -0.16244114099999998, 0.445521428, 0.255942458, 0.08927748699999999, -0.329005862, 0.0, 0.04315735, 0.3675905470000001, -0.12150985800000001, 0.606351514, 3.261423475, 2.396439575, -0.136281471, 0.637011784, -0.320512821, 0.0, 0.810597074, 1.077414206, -0.158848349, -0.11889628, -0.122948629, -0.071294155, 0.35569675100000003, 0.36469156399999997, -1.644736842, -0.047551117000000004, -1.309022908, -0.239923225, -0.362756953, -0.419739081, -0.033936652000000005, -0.105097215, -0.105097215, 2.069901595, 1.341127923, 2.805049088, 0.34581524, 0.506838947, 0.150198477
2013-1-8, -0.6617775020000001, -0.606422959, -0.4747690120000001, -0.204371274, -0.444926131, 0.286607608, -0.0618477, -1.148435257, -0.609933198, -0.21972578199999998, -0.31830959999999997, -0.943955718, 0.0, 0.698361536, 0.524696942, 0.102798401, -0.007679607, 0.15794119, 0.052151724, -1.699279094, 0.46728972, -1.040582726, 0.392470826, 0.040950041, 0.247049135, 0.8480825959999999, -0.07981401099999999, -0.635437325, -0.388154671, -0.4369561770000001, -0.376143269, 0.036877689, 0.382574355, 0.160048777, -0.557880056, 0.32836835, -0.123486241, -0.414789223, -0.11747721, -0.030515716000000002, -2.118138425, -0.260935046, 0.26129152699999997, 0.068242447, 0.049934461, -1.9569471619999999, -1.724137931, 0.97234883, 0.237255141, 0.975209325, 0.11302318800000001, -0.069131131, 0.16815323899999998, 0.403848438, -0.546577665, -0.375908545, -1.342486897, -0.638875579, -0.027297542999999997, 0.11770384199999999, -0.294255773, -0.291441606, 0.23446658899999998, -0.23752969100000002, -0.240384615, 0.905343675, 0.6745182009999999, 0.7032758509999999, -0.047308305999999994, 0.496696853, -0.225893165, 0.300728027, -0.23606625399999998, 0.222096052, -0.971508486, -1.317703694, 0.758396533, -0.42030562899999996, -0.359601537, -0.5141001479999999, -0.324237802, -0.312314606, -0.341887383, 0.132951425, -0.194697598, 0.20924151100000002, 0.042081515, -0.287062797, 0.062579278, -0.406500508, -0.182268502, -0.255391999, -0.46060207299999995, 0.7188231359999999, 0.357766019, -0.04184872, -2.250803859, -1.935483871, -0.470680526, -0.059218318, -0.232851058, -0.9292363459999999, -0.419939726, -0.34179241899999996, 0.5472636820000001, 0.544764603, -3.010033445, -0.9039010470000001, -0.900047371, -3.078403078, -0.030339806, -0.831624516, -0.622383162, -1.946344029, -1.946344029, -1.4960106380000002, 1.323379708, -0.648021828, -0.147319961, 0.80685287, 0.482056776
2013-1-9, -0.306816021, 0.254933975, 0.12854204800000002, -0.233232835, -0.063026414, 0.055545104000000005, 0.023207241, -0.319488818, -0.8766803040000001, 0.35113428, -0.089860596, -1.298308959, 0.43080236899999996, -0.21339023699999998, -0.00899928, -0.872889092, -0.447371453, 0.022262418, -0.134034533, -0.104766894, -0.878552972, -0.5783385910000001, -0.23230817199999998, -0.023390445, 0.054764513, 0.402193784, 0.121295864, 0.037221005, 0.065985725, -0.355075941, 0.270440446, 0.098304252, -0.036882223, -0.35002282799999995, -0.140252454, 2.213007503, 1.429984779, -0.18055660899999998, 0.0, -1.77045177, -1.6458396830000002, -0.50918881, -0.384710846, -0.328580285, -0.23707031, 0.133067199, -1.349527665, -0.403250075, 0.212417309, 0.003251821, -0.367821115, -0.018204988000000002, -0.21896212, 1.8147403290000002, 1.23506831, 1.321838394, 0.620895328, -1.2457804209999999, 0.036406662, -0.787256541, 0.217986875, 0.220511152, -0.32748538, -2.142857143, -1.927710843, -1.074863902, 0.274871359, -0.465300793, 2.718463719, -0.046116952999999995, 0.452809196, 0.038406176, 0.64161737, -0.503190763, 0.38021542799999997, 0.17524796899999998, -0.083632019, 0.20348682199999998, -0.407666243, -0.47495375, 0.265586933, -0.324237802, 0.37957069200000004, -0.123387001, 0.503150966, 0.36248641600000003, 0.139386364, 0.192325993, 0.23121387300000001, -0.032072827000000005, -0.228906926, 0.517719222, -0.528838209, -0.09958506199999999, 1.089543884, 0.691147774, 0.0, -0.328947368, 1.044334975, -0.079004543, 0.5224382670000001, 0.301840981, 0.074419528, 0.305504916, 1.040932671, 1.143717208, -0.098522167, -1.8242918869999998, -1.864244742, -0.49627791600000004, -0.040465352, 0.953475014, 0.21635162800000002, -0.214592275, -0.214592275, -0.168747891, -1.8084393840000001, 0.205973223, -0.296391922, -0.600296146, -0.159914712
2013-1-10, 0.752581823, 0.197142857, 0.108407269, 0.447599498, 0.26086458, -0.191613764, 0.31709203399999997, 0.67016317, -0.206367925, -0.044685783, 0.44127508, 0.7348910390000001, -0.19660411100000005, 0.9444889959999999, 0.44100441, 0.134292566, -0.01542942, -0.46369715, -0.110913311, 2.517042475, 0.15641293, 1.004759387, -0.450059081, -0.122828566, 0.082101806, 1.165331391, -0.10741754699999999, 0.240744558, -0.045132047, 0.464368878, 0.39920234600000004, 0.049103855, 0.12298610300000001, 1.3515577280000002, 1.3576779030000001, 0.72029352, 1.359323155, 0.74368602, 0.610873146, -2.734617775, -0.49581654799999997, 0.567092182, -0.193098293, 0.5784661320000001, 0.081295729, -1.528239203, 0.615595075, 1.3596809280000002, 1.28997093, 1.248658667, -0.16083047, -0.12381646, -0.168239339, 0.145240751, 1.36013566, 0.7424517409999999, 0.26399326300000003, 0.911532514, -0.236557183, -1.044481575, -0.80783954, 0.22260238699999998, -3.097864351, 0.121654501, 0.737100737, -1.118816306, -1.483173567, -0.958201172, 0.078557188, 0.081071462, 0.51355363, 0.8384817640000001, 0.068790895, -0.047726702, -0.12320602, 0.6159669320000001, 0.382637809, -0.07094274, 0.231247674, 0.573736796, 0.7597431929999999, 0.514017088, 0.265586933, 0.661800764, 0.335151524, 0.196989427, 0.618898855, 0.714909417, 0.310457516, 0.36565963799999995, 0.507027453, 0.016095397, 2.20966938, 1.8940023259999998, -0.110045305, 0.624246823, -0.986842105, -0.6600660070000001, -4.153666147, -3.06384661, 1.144382199, 0.8621761659999999, 1.160081305, 0.142743328, -0.18185109300000002, -0.08972476300000001, 3.303747535, -1.124694377, 2.8738431560000004, -0.249376559, 0.010120433, 1.024123805, 0.8749005790000001, 2.096774194, 2.096774194, 1.183231913, 1.091405184, 1.199040767, -0.099091005, -0.13420477, 1.121195942
2013-1-11, -0.504783735, -0.159685192, 0.11968880900000001, -0.167456646, -0.137240886, 0.530192251, -0.06167604700000001, 1.591895803, 2.8064992610000004, -0.33808731200000003, -0.584849091, 0.136168717, 0.241762178, -1.18280519, -1.792114695, -0.017243031000000002, -0.221832141, 0.192864929, -0.058784011, -0.562659847, 2.18636127, 1.361256545, 0.930370577, -0.39236355100000003, -0.382827454, -1.187904968, -0.277880729, -0.080314117, -0.015094182, 0.5946167139999999, 0.43101741200000004, 0.662576687, 0.737010195, 0.700670534, 0.739030023, 0.29407938899999997, -0.065369191, 0.046895624000000004, 0.073227476, 2.012779553, 4.048582996, -0.350971606, 0.917431193, 0.055658627, 0.537365659, 5.533063427999999, 5.438477226, -1.031419543, -1.094170404, -1.8338311330000001, -0.205023065, -0.386494567, -0.366354045, 0.5313903170000001, 0.356673986, 0.369659819, -0.250375563, -0.072586499, -0.200638395, -0.265208368, -0.9961636709999999, 0.050899743, -0.9929765079999999, 0.243013366, -0.975609756, -0.8946355340000001, -1.087307568, -1.138497653, -0.583769236, -0.354976587, 0.12428886300000001, -0.112616936, 0.504442515, -0.290685498, 0.226712009, 1.350443379, 0.702799285, 0.48009087100000003, 0.08928019, 0.11196019199999999, -0.004755047, 0.510705702, 0.449001383, -0.016535972, -0.149465773, 0.269734556, 0.019365478999999998, -0.121092719, 0.17143687600000002, -1.7804752019999999, -0.230017251, -1.199963616, 0.06501950599999999, -1.6794391, 0.6227838960000001, 0.224673775, 0.996677741, -0.332225914, -0.651068159, -1.223491028, -0.195243891, 0.17424896199999998, 0.05962590900000001, 0.405658501, -0.182182393, -0.089805341, -0.62052506, 4.747774481, 0.520833333, 2.7, -0.283343453, 0.450551926, 0.7434106779999999, -1.737756714, -1.737756714, 2.472435683, 0.674763833, 0.7786052809999999, 2.065782339, -1.041484687, -0.601900739
2013-1-14, 0.519364742, -0.796846885, 0.10816041900000001, -0.008529027, -0.770177799, -0.5684454760000001, 0.077142637, -0.997150997, -1.1494252870000001, -0.21707786, 0.100125861, -0.244105474, -1.188030371, 0.178651184, 0.647810219, -0.260606293, 0.22232533, -0.26037792, -0.124172572, -0.10288065800000001, -1.273560876, -0.619834711, 0.041506693, 0.0, -0.521548175, 3.897996357, 0.044930292999999996, 0.151179211, 0.239981676, 0.126044338, 0.147842592, 0.938566553, 0.9145226190000001, 0.284303457, -0.550206327, -0.635056127, 0.761297094, 0.32893496899999997, 0.161277885, 5.825242717999999, 2.095181084, -0.319922045, -0.253555968, -0.14215959, -0.360472343, 0.511508951, -1.160541586, 0.5361445779999999, 0.598476605, 0.386049859, -0.025680533999999998, -0.20863836, 0.11031034, -0.376239224, 0.7084973370000001, 0.248251748, 0.75787019, 0.322841001, 0.109659143, 1.778718087, -0.071672323, -0.225078238, 1.0518591, -0.666666667, -2.032019704, -0.23728899399999998, -0.676467633, -0.16281949099999998, 0.244167839, 1.093838812, -0.260426665, -0.271290021, -0.32176230699999997, 1.2224219920000001, -0.751779655, 0.562673874, -0.9936124909999999, 0.049457731, 0.511357615, 0.36568263700000003, -0.093067491, -0.004755047, -0.128783439, 0.07950615700000001, 0.657160968, -0.09890757300000001, 0.007220973, 0.26604459999999996, 0.29589407100000004, 3.0646455639999997, 1.197275347, 1.00279025, -0.519818064, 1.558872305, 0.198936593, 0.450716115, 0.0, 0.666666667, 3.3176326030000003, 1.630883567, -0.195625839, 0.173945863, 0.059590377, 0.404019561, -0.182514903, -0.089886063, -2.353506244, -2.9272898960000004, -3.014601978, -1.8013631940000001, 0.152222448, 0.32518501899999996, 0.257155635, -0.964630225, -0.964630225, -0.032605152000000005, 2.513404826, 2.45213302, 0.632329122, 3.6828811210000003, 0.16997769
2013-1-15, -1.160913584, 0.149709219, -1.501236814, -0.9439595120000001, -0.152922846, 0.12833975, -0.154166345, 0.0, 0.0, 0.321909945, -0.118504355, 0.922772789, 1.184234316, 0.276415515, -0.108784335, 0.015369836999999999, -0.077159005, 0.067129112, 0.075717918, -1.49330587, -0.25799793600000004, -1.715176715, -1.012170245, 0.105826327, -0.745033113, 1.26227209, 0.044910114, -0.433725659, -0.863112085, 0.14004595, -0.104310304, 0.45888177799999996, -0.144997583, -0.074604596, -0.783771323, 0.438381622, -1.096702541, -0.224125144, -0.30614752100000003, 0.11837821800000001, 1.5537965409999999, 0.053000724000000006, -0.303800608, -0.328051498, 0.0, -2.099236641, -2.4135681669999998, 0.86883576, 0.450694069, 0.293312476, 0.12476606400000001, 0.11737519699999999, -0.11018879, -0.360283129, -1.7196983630000002, -0.938230268, -0.495017679, -0.128720837, -0.009128252, 0.418026241, 1.532805508, 0.137514743, 0.12103606900000001, -0.67114094, -2.07416719, 0.899779922, 0.925520078, -0.110422152, 1.167562416, -0.071261858, -0.21555733800000001, -0.404348594, -0.346640551, 0.540334161, 1.183972382, 0.559525569, 0.692951016, -0.47049892299999996, -0.360259035, -0.4766621270000001, 0.112872957, -0.093746816, -0.131678595, -0.07977707, -0.713235167, -0.162647097, 0.308495774, 0.04233707, -0.098393359, 0.603008989, 0.6541193120000001, 0.419991306, 1.077726976, 1.077726976, 0.9689664170000001, 0.18949486100000001, -0.986842105, -0.331125828, -0.555004955, 1.0968921390000002, -0.7454913759999999, -0.24490330800000001, -0.31490667, -0.635445182, -0.9778733409999999, -0.41264894799999996, -0.737825873, -1.313229572, -0.777076251, -1.784828954, 0.0, -0.760031295, -0.044608007000000005, -0.649350649, -0.649350649, -0.521852577, -0.163452109, -0.8196721309999999, 1.6417084069999999, 0.737393582, 0.159083678
