@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2011-01-17, 2099.85, 3.275, 3.2439999999999998, 3.281, 3.22, 169.23, 168.26, 169.87, 167.93, 70940.22, 70396.86, 1744.74, 1749.75, 1757.56, 1731.86, 3.609, 3.609, 3.609, 3.609, 143.435, 143.04, 143.955, 142.62, 3.3310000000000004, 3.3310000000000004, 3.3310000000000004, 3.3310000000000004, 71488.0, 71160.0, 70905.0, 10385.1, 10337.8, 10423.0, 10249.5, 21460.09, 21333.0, 21505.0, 21223.0, 1115.05, 1112.5, 1119.3, 1109.4, 1335.12, 1336.51, 1339.08, 1332.64, 13464.06, 13408.89, 13464.06, 13376.14, 2631.8, 2601.38
2011-01-18, 2096.48, 3.2569999999999997, 3.26, 3.281, 3.238, 169.19, 169.12, 169.77, 168.49, 70609.07, 70544.1, 1771.66, 1745.15, 1773.98, 1745.15, 3.616, 3.616, 3.616, 3.616, 143.46, 143.32, 143.9, 142.75, 3.315, 3.315, 3.315, 3.315, 71144.0, 71235.0, 71000.0, 10280.0, 10328.3, 10354.9, 10245.5, 21344.14, 21498.0, 21530.0, 21278.0, 1115.5, 1115.05, 1119.0, 1110.4, 1334.42, 1333.7, 1338.33, 1332.41, 13440.11, 13427.11, 13472.99, 13424.38, 2626.21, 2612.59
2011-01-19, 2115.69, 3.275, 3.263, 3.3310000000000004, 3.228, 168.84, 169.1, 169.93, 168.65, 70919.75, 70612.23, 1765.3, 1771.69, 1788.74, 1754.86, 3.648, 3.648, 3.648, 3.648, 143.095, 143.38, 144.195, 142.82, 3.37, 3.37, 3.37, 3.37, 71434.0, 71570.0, 71180.0, 10583.4, 10314.2, 10591.9, 10304.6, 21590.86, 21463.0, 21623.0, 21443.0, 1113.0, 1117.0, 1121.5, 1112.95, 1339.52, 1337.13, 1346.17, 1336.85, 13559.2, 13486.19, 13565.62, 13440.69, 2657.85, 2632.64
2011-01-20, 2106.66, 3.238, 3.285, 3.306, 3.219, 169.03, 168.76, 169.39, 168.28, 70058.08, 69966.21, 1764.44, 1765.3, 1778.27, 1760.23, 3.633, 3.633, 3.633, 3.633, 143.03, 142.83, 143.35, 142.41, 3.3369999999999997, 3.3369999999999997, 3.3369999999999997, 3.3369999999999997, 70450.0, 71410.0, 70350.0, 10556.5, 10596.7, 10618.0, 10493.3, 21712.14, 21640.0, 21858.0, 21568.0, 1112.6, 1111.5, 1114.9, 1108.2, 1340.31, 1339.44, 1343.42, 1336.98, 13439.04, 13570.06, 13572.32, 13411.45, 2669.21, 2636.67
2011-01-21, 2069.92, 3.306, 3.233, 3.343, 3.2230000000000003, 170.75, 168.94, 171.07, 168.94, 69561.53, 69176.61, 1733.89, 1764.31, 1764.31, 1732.89, 3.6860000000000004, 3.6860000000000004, 3.6860000000000004, 3.6860000000000004, 144.475, 142.96, 144.715, 142.95, 3.451, 3.451, 3.451, 3.451, 69970.0, 70300.0, 69650.0, 10636.9, 10542.6, 10683.0, 10515.5, 21792.28, 21693.0, 21973.0, 21658.0, 1124.5, 1112.6, 1126.6, 1112.6, 1337.56, 1333.35, 1337.56, 1331.97, 13331.32, 13362.41, 13429.5, 13238.89, 2644.63, 2618.66
2011-01-24, 2082.16, 3.358, 3.306, 3.3739999999999997, 3.285, 169.89, 170.69, 170.81, 169.53, 69133.09, 69095.15, 1747.39, 1733.89, 1752.39, 1723.85, 3.696, 3.696, 3.696, 3.696, 143.555, 144.39, 144.545, 143.43, 3.408, 3.408, 3.408, 3.408, 69463.0, 70150.0, 69440.0, 10829.1, 10663.4, 10937.6, 10660.5, 22093.85, 21940.0, 22318.0, 21883.0, 1118.5, 1120.3, 1125.4, 1117.4, 1333.155, 1336.395, 1339.155, 1329.115, 13258.57, 13355.29, 13408.01, 13258.57, 2675.85, 2630.82
2011-01-25, 2086.67, 3.3160000000000003, 3.3339999999999996, 3.355, 3.304, 169.95, 169.81, 170.67, 169.77, 69426.57, 68786.28, 1720.7, 1747.39, 1750.44, 1705.18, 3.668, 3.668, 3.668, 3.668, 143.45, 143.54, 144.08, 143.35, 3.406, 3.406, 3.406, 3.406, 69842.0, 69200.0, 69140.0, 10815.4, 10852.2, 10925.5, 10690.3, 22156.85, 22233.0, 22243.0, 21955.0, 1118.5, 1118.5, 1123.1, 1118.3, 1328.75, 1339.44, 1340.75, 1326.26, 13347.58, 13313.74, 13369.33, 13264.72, 2664.88, 2641.37
2011-01-26, 2110.46, 3.281, 3.319, 3.322, 3.255, 170.44, 169.87, 170.44, 169.56, 69067.895, 68650.6, 1716.24, 1720.7, 1730.9, 1709.68, 3.6239999999999997, 3.6239999999999997, 3.6239999999999997, 3.6239999999999997, 143.945, 143.37, 144.255, 143.16, 3.33, 3.33, 3.33, 3.33, 69419.0, 69650.0, 69010.0, 10664.4, 10840.8, 10855.4, 10626.7, 21940.13, 22248.0, 22258.0, 21863.0, 1121.0, 1120.0, 1123.6, 1118.05, 1324.64, 1333.44, 1334.06, 1321.66, 13259.63, 13322.4, 13347.04, 13192.72, 2673.82, 2647.59
2011-01-27, 2115.01, 3.312, 3.293, 3.33, 3.272, 169.63, 169.99, 170.32, 169.4, 68709.22, 68514.92, 1746.55, 1716.24, 1746.63, 1716.24, 3.699, 3.699, 3.699, 3.699, 143.43, 143.65, 143.92, 143.17, 3.4210000000000003, 3.4210000000000003, 3.4210000000000003, 3.4210000000000003, 68996.0, 70100.0, 68880.0, 10670.7, 10715.0, 10812.3, 10668.7, 22007.0, 22068.0, 22173.0, 21940.0, 1116.5, 1120.5, 1121.2, 1116.5, 1329.31, 1329.1, 1332.73, 1325.21, 13465.75, 13300.27, 13477.93, 13259.63, 2692.73, 2668.29
2011-01-28, 2107.87, 3.2769999999999997, 3.324, 3.355, 3.2710000000000004, 169.31, 169.4, 169.9, 168.72, 68050.71, 67774.57, 1751.54, 1746.55, 1758.13, 1738.26, 3.695, 3.695, 3.695, 3.695, 143.03, 143.24, 143.64, 142.56, 3.389, 3.389, 3.389, 3.389, 68265.0, 68830.0, 68110.0, 10828.7, 10644.2, 10899.3, 10579.9, 22311.52, 21902.0, 22405.0, 21860.0, 1114.45, 1115.15, 1118.15, 1110.85, 1332.49, 1340.77, 1341.52, 1331.27, 13410.2, 13473.01, 13497.2, 13397.46, 2688.75, 2644.03
2011-01-31, 2069.73, 3.2460000000000004, 3.287, 3.3739999999999997, 3.233, 169.54, 169.29, 169.54, 168.62, 66697.57, 65897.65, 1735.01, 1751.47, 1751.47, 1730.69, 3.6510000000000002, 3.6510000000000002, 3.6510000000000002, 3.6510000000000002, 143.285, 142.99, 143.295, 142.47, 3.3289999999999997, 3.3289999999999997, 3.3289999999999997, 3.3289999999999997, 66898.0, 68195.0, 66100.0, 10747.0, 10822.0, 10961.1, 10713.4, 22025.11, 22270.0, 22462.0, 22002.0, 1115.95, 1112.75, 1115.95, 1110.25, 1312.62, 1314.495, 1318.13, 1304.9299999999996, 13437.58, 13406.42, 13497.55, 13406.03, 2678.93, 2646.32
2011-02-01, 2072.03, 3.293, 3.264, 3.318, 3.2430000000000003, 169.55, 169.48, 170.93, 169.27, 66574.88, 66270.66, 1723.42, 1734.93, 1734.93, 1705.46, 3.659, 3.659, 3.659, 3.659, 143.63, 143.23, 144.39, 143.2, 3.3739999999999997, 3.3739999999999997, 3.3739999999999997, 3.3739999999999997, 66689.0, 66900.0, 66495.0, 10806.0, 10738.2, 10918.6, 10603.4, 22050.45, 21872.0, 22214.0, 21715.0, 1119.88, 1116.22, 1125.12, 1116.22, 1292.75, 1288.22, 1294.74, 1278.59, 13551.99, 13449.74, 13588.47, 13438.38, 2649.94, 2621.53
2011-02-07, 2081.74, 3.344, 3.282, 3.361, 3.2739999999999996, 168.88, 169.57, 169.69, 168.78, 67847.34, 66574.88, 1755.95, 1723.45, 1757.48, 1723.45, 3.7060000000000004, 3.7060000000000004, 3.7060000000000004, 3.7060000000000004, 142.975, 143.54, 143.615, 142.89, 3.435, 3.435, 3.435, 3.435, 68047.0, 67090.0, 67050.0, 10967.9, 10886.2, 10987.1, 10777.1, 22525.59, 22119.0, 22525.59, 21996.0, 1113.95, 1119.35, 1119.65, 1113.95, 1289.71, 1291.71, 1295.36, 1282.65, 13712.62, 13617.7, 13714.49, 13552.27, 2688.4, 2641.11
2011-02-08, 2069.7, 3.4339999999999997, 3.4619999999999997, 3.5060000000000002, 3.43, 168.16, 169.73, 170.02, 167.86, 65362.04, 64915.83, 1767.31, 1766.53, 1773.0, 1745.29, 3.835, 3.835, 3.835, 3.835, 141.78, 143.01, 143.25, 141.55, 3.64, 3.64, 3.64, 3.64, 65433.0, 65460.0, 64970.0, 10922.6, 10854.3, 10985.0, 10782.3, 22793.01, 22752.0, 22962.0, 22672.0, 1103.5, 1115.1, 1115.1, 1103.5, 1323.68, 1318.11, 1327.14, 1316.04, 13811.93, 13854.06, 13872.13, 13791.81, 2728.63, 2695.98
2011-02-09, 2045.58, 3.487, 3.443, 3.5039999999999996, 3.4330000000000003, 168.0, 167.86, 168.57, 167.82, 65771.33, 65110.46, 1729.53, 1767.31, 1770.11, 1729.11, 3.841, 3.841, 3.841, 3.841, 141.465, 141.58, 142.295, 141.18, 3.737, 3.737, 3.737, 3.737, 65877.0, 65010.0, 65000.0, 10965.1, 10921.6, 10992.1, 10869.4, 22734.17, 22717.0, 22810.0, 22574.0, 1101.0, 1104.0, 1107.6, 1101.0, 1321.85, 1324.05, 1328.29, 1320.43, 13892.52, 13841.3, 13909.84, 13786.4, 2728.0, 2715.43
