@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2011-11-03, 1869.96, 298.21, 298.85, 298.92, 293.03, 5484.1, 5421.57, 5493.29, 5383.37, 176.55, 176.54, 178.32, 175.81, 57759.525, 57813.495, 58390.67, 56712.985, 5965.63, 5897.14, 5990.56, 5810.79, 1526.19, 1484.95, 1527.08, 1472.8, 1488.86, 1456.29, 1490.49, 1455.9, 5258.45, 5216.75, 5300.1, 5204.95, 1237.9, 1219.62, 1242.48, 1219.62, 3.5789999999999997, 3.591, 3.616, 3.557, 2504.11, 2437.87, 2505.12, 2433.72, 1542.56, 1536.65, 1550.95, 1529.92, 2639.98, 2637.56, 2648.46, 2613.74, 144.42, 144.37, 145.8, 143.84, 1.0142, 1.0192, 1.0225, 1.0107, 58292.5, 57750.0, 58707.5, 57190.0, 22.8148, 22.7689, 23.0206, 22.691, 92.51, 91.6, 93.79, 90.97, 36160.82, 35959.22, 36424.535, 35465.165, 5566.06, 11836.04, 11658.49, 11876.83, 11658.49, 224.0, 225.4, 227.5, 223.0, 964.9, 955.15, 965.72, 942.25, 109.34, 108.87, 111.47, 108.56, 1789.55, 1789.33, 1806.71, 1785.54, 1.3184, 1.3173, 1.3247, 1.3111, 733.26, 726.7, 733.8, 718.8, 8574.5, 8667.8, 8690.8, 8436.0, 3763.03, 3684.19, 3763.39, 3624.23, 0.7826, 0.7932, 0.7981, 0.7819, 6452.28, 6281.85, 6490.91, 6281.85, 1122.15, 1123.05, 1133.2, 1118.65, 1100.68, 1112.71, 1114.95, 1090.77, 12241.76, 12210.72, 12325.77, 12138.79, 6215.67, 6155.1, 6150.48, 965.8, 950.69, 968.86, 948.24, 33.929, 33.4, 33.4, 33.365, 4.285, 4.285, 4.285, 4.285, 2088.11, 2047.13
2011-11-04, 1928.41, 304.5, 292.83, 305.32, 292.51, 5545.64, 5484.1, 5564.54, 5402.63, 177.55, 176.36, 178.66, 176.36, 58196.3, 57326.69, 58481.04, 57326.69, 6133.18, 5835.36, 6193.34, 5832.03, 1542.39, 1526.19, 1547.8, 1466.44, 1501.18, 1488.69, 1511.57, 1435.32, 5265.75, 5241.55, 5281.6, 5201.85, 1261.15, 1238.25, 1263.21, 1234.81, 3.5839999999999996, 3.472, 3.591, 3.472, 2508.09, 2510.84, 2535.24, 2507.3, 1557.91, 1541.36, 1562.41, 1533.96, 2697.97, 2666.21, 2699.84, 2628.22, 145.175, 144.28, 146.055, 144.27, 1.0073, 1.0134, 1.0216, 1.0053, 58647.0, 58700.0, 59390.0, 58200.0, 22.9453, 22.7922, 23.0757, 22.7922, 94.07, 92.99, 94.61, 90.87, 36579.07, 35756.23, 36686.86, 35756.23, 5546.31, 12044.47, 11835.59, 12065.93, 11835.43, 226.8, 223.25, 230.1, 223.25, 979.78, 947.67, 989.62, 947.39, 110.83, 109.65, 111.24, 107.83, 1810.95, 1788.79, 1812.19, 1780.83, 1.3154, 1.3171, 1.328, 1.3075, 751.53, 743.7, 752.7, 723.6, 8712.6, 8425.0, 8789.7, 8407.2, 3705.81, 3763.31, 3763.31, 3686.01, 0.7954, 0.7826, 0.7969, 0.7806, 6397.44, 6452.28, 6489.56, 6396.45, 1127.65, 1121.4, 1134.95, 1121.4, 1106.52, 1074.97, 1117.61, 1074.37, 12468.35, 12347.35, 12471.39, 12237.26, 6218.46375, 6167.87125, 6161.1487499999985, 957.56, 952.21, 957.56, 945.4, 34.488, 33.99, 34.795, 33.86, 4.218, 4.218, 4.218, 4.218, 2128.78, 2037.36
2011-11-07, 1919.1, 301.97, 306.39, 306.87, 300.3, 5527.16, 5545.64, 5599.46, 5495.38, 175.17, 175.38, 175.57, 174.75, 58669.92, 58185.82, 58804.07, 57546.52, 5966.16, 6175.43, 6175.43, 5928.92, 1552.815, 1534.96, 1555.735, 1492.37, 1511.095, 1494.9450000000006, 1516.88, 1460.885, 5284.2, 5325.4, 5326.45, 5256.8, 1253.23, 1260.82, 1260.82, 1238.92, 3.563, 3.575, 3.575, 3.553, 2528.29, 2525.24, 2536.78, 2512.9, 1532.39, 1557.05, 1560.53, 1522.63, 2686.15, 2678.16, 2693.67, 2655.12, 143.0, 145.13, 145.17, 142.87, 1.0189, 1.0072, 1.0229, 1.0069, 59229.0, 58480.0, 59220.0, 57965.0, 22.6684, 22.6633, 22.7578, 22.532, 94.26, 94.24, 94.93, 92.87, 36689.38, 36579.07, 36714.67, 36389.24, 5626.62, 11983.24, 12043.41, 12043.49, 11850.31, 230.2, 227.5, 231.4, 224.25, 987.16, 986.87, 993.47, 979.25, 111.97, 110.79, 112.48, 110.3, 1780.7, 1807.67, 1811.35, 1770.63, 1.3130000000000002, 1.3135, 1.3195, 1.3081, 746.49, 742.6, 749.3, 736.3, 8596.4, 8800.9, 8800.9, 8514.6, 3783.63, 3706.45, 3801.06, 3706.45, 0.7938, 0.7954, 0.7966, 0.7883, 6406.52, 6397.44, 6427.98, 6390.36, 1110.75, 1114.05, 1114.65, 1109.95, 1109.245, 1084.75, 1116.34, 1084.4499999999996, 12408.25, 12432.56, 12470.04, 12308.21, 6221.2575, 6180.6425, 6171.817499999999, 957.31, 967.34, 969.84, 957.31, 34.07, 34.0, 34.18, 33.96, 4.315, 4.315, 4.315, 4.315, 2138.78, 2070.92
2011-11-08, 1903.14, 299.75, 299.77, 302.47, 296.41, 5510.82, 5527.16, 5557.76, 5432.16, 175.8, 175.12, 176.67, 175.12, 59198.77, 58669.92, 59440.49, 58645.37, 5928.68, 5905.93, 6028.59, 5835.09, 1563.24, 1543.73, 1563.67, 1518.3, 1521.01, 1501.2, 1522.19, 1486.45, 5286.775, 5308.825, 5315.35, 5254.4, 1261.12, 1253.21, 1261.7, 1240.75, 3.533, 3.548, 3.55, 3.537, 2509.8, 2518.9, 2536.18, 2507.62, 1537.19, 1536.63, 1545.74, 1529.85, 2695.25, 2683.38, 2697.02, 2649.06, 143.685, 142.96, 144.295, 142.96, 1.0131, 1.0168, 1.0205, 1.0122, 59722.0, 58700.0, 59990.0, 58655.0, 22.8039, 22.6607, 22.8729, 22.6145, 95.52, 94.4, 96.11, 93.23, 37024.61, 36711.25, 37137.51, 36514.02, 5603.66, 12068.39, 11983.02, 12074.44, 11880.69, 233.0, 230.2, 236.8, 228.65, 968.39, 970.07, 984.74, 960.98, 114.56, 112.41, 115.23, 111.26, 1791.91, 1784.62, 1801.64, 1778.96, 1.3148, 1.3158, 1.3196, 1.3076, 745.7, 746.5, 749.8, 730.2, 8476.4, 8436.9, 8595.9, 8311.6, 3778.24, 3783.08, 3791.82, 3765.24, 0.7953, 0.7962, 0.7998, 0.7917, 6364.265, 6401.98, 6420.735, 6351.605, 1116.25, 1111.6, 1121.0, 1111.6, 1111.97, 1094.53, 1115.07, 1094.53, 12461.98, 12416.16, 12485.2, 12402.65, 6224.05125, 6193.413750000002, 6182.48625, 956.02, 962.71, 965.63, 954.51, 34.812, 34.33, 34.705, 34.33, 4.285, 4.285, 4.285, 4.285, 2096.34, 2046.79
2011-11-09, 1907.53, 303.98, 300.3, 308.19, 300.07, 5567.34, 5510.82, 5616.0, 5509.57, 176.2, 175.59, 176.89, 175.21, 59026.13, 59205.1, 59616.35, 58505.05, 5961.44, 5950.44, 6087.06, 5934.23, 1579.82, 1563.24, 1584.74, 1555.97, 1520.88, 1521.01, 1535.88, 1512.21, 5289.35, 5292.25, 5304.25, 5252.0, 1275.92, 1261.12, 1277.55, 1254.99, 3.532, 3.5589999999999997, 3.5589999999999997, 3.528, 2503.84, 2514.26, 2524.82, 2500.02, 1542.26, 1536.26, 1548.41, 1531.34, 2727.49, 2712.08, 2730.39, 2680.93, 143.465, 143.55, 144.545, 143.23, 1.0091, 1.0125, 1.0183, 1.0074, 59509.0, 59820.0, 60130.0, 58930.0, 22.6029, 22.7788, 22.8149, 22.5882, 96.8, 95.87, 97.08, 95.23, 37351.81, 37044.78, 37352.1, 36948.16, 5658.23, 12170.18, 12055.52, 12187.51, 12002.17, 229.6, 234.9, 237.3, 228.7, 970.45, 968.65, 982.94, 967.77, 115.0, 114.6, 116.48, 114.2, 1793.2, 1790.53, 1802.81, 1786.49, 1.3154, 1.3137, 1.3189, 1.3079, 755.27, 752.7, 757.7, 735.8, 8518.5, 8471.4, 8652.1, 8466.9, 3805.65, 3778.7, 3806.92, 3778.7, 0.7972, 0.7953, 0.7991, 0.7924, 6322.01, 6406.52, 6413.49, 6312.85, 1114.55, 1115.75, 1123.1, 1113.3, 1126.99, 1113.08, 1127.6, 1109.29, 12488.85, 12507.03, 12542.58, 12431.45, 6226.845, 6206.185, 6193.155, 983.44, 962.77, 983.44, 960.91, 35.137, 35.137, 35.137, 35.137, 4.235, 4.235, 4.235, 4.235, 2125.75, 2082.77
2011-11-10, 1813.25, 294.4, 306.03, 306.67, 293.59, 5460.38, 5567.34, 5615.84, 5426.25, 176.5, 175.52, 176.57, 174.85, 57549.74, 59010.77, 59010.77, 57201.19, 5829.54, 6045.87, 6055.58, 5767.26, 1512.85, 1579.82, 1596.56, 1509.47, 1470.8, 1520.93, 1534.63, 1462.36, 5221.05, 5309.7, 5317.5, 5211.75, 1229.1, 1275.18, 1275.18, 1226.64, 3.4389999999999996, 3.5639999999999996, 3.5780000000000003, 3.391, 2524.92, 2512.59, 2527.7, 2489.02, 1516.44, 1541.29, 1546.95, 1512.91, 2621.65, 2662.56, 2672.34, 2617.93, 143.96, 143.39, 144.08, 142.84, 1.0227, 1.0093, 1.0234, 1.0076, 57938.0, 58350.0, 58650.0, 57745.0, 22.3552, 22.5699, 22.7049, 22.2923, 95.74, 96.81, 97.84, 94.54, 36553.85, 37342.13, 37342.13, 36552.14, 5584.28, 11780.94, 12166.4, 12166.4, 11736.93, 230.2, 230.4, 231.45, 226.95, 946.72, 977.31, 979.96, 936.86, 112.31, 115.42, 115.75, 111.78, 1781.78, 1793.17, 1802.49, 1779.31, 1.3077, 1.3145, 1.3183, 1.3056, 718.86, 734.2, 740.1, 719.3, 8340.6, 8609.3, 8620.7, 8251.0, 3857.36, 3806.47, 3859.1, 3806.47, 0.78, 0.7972, 0.7988, 0.779, 6316.87, 6406.52, 6413.49, 6312.85, 1119.1, 1114.3, 1119.35, 1110.05, 1092.97, 1129.52, 1132.09, 1092.23, 12156.22, 12314.61, 12437.17, 12156.1, 6229.63875, 6218.95625, 6203.82375, 967.84, 980.78, 985.37, 967.84, 34.348, 34.995, 35.04, 34.965, 4.24, 4.24, 4.24, 4.24, 2124.27, 2059.29
2011-11-11, 1863.45, 294.32, 289.48, 297.54, 289.06, 5444.82, 5460.38, 5497.2, 5360.19, 178.42, 176.45, 179.34, 176.45, 57321.81, 57560.97, 58313.68, 57294.17, 5867.81, 5732.32, 5934.31, 5721.97, 1529.71, 1512.85, 1539.64, 1477.58, 1489.58, 1470.78, 1499.74, 1442.54, 5194.950000000002, 5234.725, 5258.05, 5177.0, 1239.69, 1229.59, 1246.22, 1227.7, 3.373, 3.3539999999999996, 3.372, 3.3489999999999998, 2479.54, 2498.59, 2507.45, 2478.14, 1540.9, 1515.37, 1548.6, 1511.79, 2625.15, 2652.01, 2652.4, 2601.79, 145.56, 143.91, 146.33, 143.87, 1.0174, 1.0237, 1.0267, 1.0164, 57662.0, 58470.0, 58750.0, 57905.0, 22.6538, 22.2945, 22.7689, 22.2945, 97.78, 95.75, 98.35, 95.2, 36615.07, 36542.38, 36951.96, 36542.38, 5537.16, 11893.79, 11780.03, 11961.14, 11779.88, 230.0, 229.05, 232.8, 227.75, 945.9, 927.83, 957.03, 925.21, 113.71, 112.33, 114.13, 111.3, 1804.57, 1780.99, 1813.16, 1778.75, 1.3106, 1.3065, 1.3144, 1.3017, 725.48, 732.4, 733.2, 717.5, 8310.9, 8226.8, 8464.5, 8211.3, 3783.88, 3856.45, 3856.45, 3748.09, 0.7773, 0.78, 0.7822, 0.7733, 6324.67, 6361.695, 6376.62, 6310.135, 1132.35, 1119.35, 1138.1, 1119.35, 1105.84, 1082.1, 1106.63, 1079.53, 12108.87, 12218.82, 12260.3, 12025.57, 6232.432500000001, 6231.727500000001, 6214.4925, 968.3, 951.98, 968.3, 951.98, 34.095, 34.995, 35.04, 34.1, 4.105, 4.105, 4.105, 4.105, 2091.03, 2032.52
2011-11-14, 1902.81, 300.98, 295.19, 301.73, 294.19, 5545.38, 5444.82, 5548.75, 5439.81, 177.64, 177.52, 178.29, 176.84, 58546.97, 57324.84, 58747.0, 57324.84, 6057.03, 5881.49, 6065.29, 5855.12, 1530.7, 1529.71, 1539.1, 1504.6, 1484.97, 1489.59, 1498.33, 1464.44, 5168.85, 5159.75, 5198.6, 5142.25, 1263.85, 1240.12, 1266.98, 1240.12, 3.4619999999999997, 3.3939999999999997, 3.4389999999999996, 3.3939999999999997, 2481.08, 2483.96, 2496.53, 2472.76, 1549.41, 1539.2, 1554.37, 1528.81, 2678.75, 2653.53, 2684.67, 2649.85, 144.85, 145.5, 145.55, 144.23, 1.0124, 1.0171, 1.0234, 1.0106, 58922.0, 58120.0, 59200.0, 58080.0, 22.5297, 22.5425, 22.6408, 22.3103, 98.99, 97.51, 99.4, 97.35, 37555.65, 36626.9, 37555.65, 36626.9, 5568.96, 12153.68, 11896.28, 12179.72, 11896.28, 233.95, 230.7, 235.05, 229.25, 976.51, 950.31, 978.8, 942.63, 114.16, 113.07, 114.91, 113.06, 1810.95, 1802.92, 1813.09, 1787.86, 1.3172, 1.3109, 1.3203, 1.3041, 744.64, 734.3, 746.6, 733.3, 8556.1, 8301.7, 8580.1, 8263.2, 3778.89, 3784.25, 3800.29, 3764.89, 0.7855, 0.7773, 0.7872, 0.7746, 6332.47, 6316.87, 6339.75, 6307.42, 1126.6, 1127.1, 1131.7, 1122.1, 1114.125, 1105.405, 1118.335, 1097.63, 12276.85, 12198.89, 12321.45, 12116.4, 6235.226250000002, 6244.4987500000025, 6225.16125, 970.97, 969.02, 973.86, 964.65, 34.671, 34.671, 34.671, 34.671, 4.145, 4.145, 4.145, 4.145, 2126.08, 2066.93
2011-11-15, 1886.12, 296.9, 302.32, 302.72, 296.15, 5519.04, 5545.38, 5575.19, 5489.25, 177.37, 177.6, 177.81, 176.08, 58258.23, 58538.76, 58716.73, 58013.24, 5985.02, 6097.27, 6116.07, 5934.09, 1527.16, 1531.37, 1561.59, 1520.94, 1484.38, 1484.97, 1511.21, 1478.54, 5148.35, 5217.35, 5228.9, 5140.55, 1251.78, 1263.85, 1263.85, 1246.68, 3.486, 3.517, 3.517, 3.4819999999999998, 2528.71, 2498.67, 2529.63, 2496.34, 1536.45, 1555.11, 1557.32, 1530.3, 2657.22, 2671.11, 2682.13, 2647.48, 144.88, 144.81, 144.96, 143.56, 1.0163, 1.008, 1.0195, 1.0079, 58577.0, 58655.0, 59075.0, 58320.0, 22.3649, 22.5235, 22.5455, 22.3081, 98.14, 99.3, 99.69, 97.19, 37069.9, 37553.47, 37560.8, 36936.96, 5618.52, 12078.98, 12153.0, 12170.56, 12027.03, 230.95, 237.3, 238.35, 228.1, 962.91, 983.15, 985.48, 959.47, 111.89, 114.63, 114.83, 111.32, 1792.8, 1811.48, 1814.14, 1786.79, 1.3157, 1.3198, 1.3229, 1.3108, 732.9, 741.8, 743.8, 728.7, 8372.2, 8615.8, 8616.9, 8341.5, 3833.04, 3779.34, 3833.23, 3779.34, 0.7775, 0.7906, 0.7906, 0.7762, 6239.52, 6332.47, 6352.8, 6224.48, 1127.3, 1127.4, 1127.4, 1117.8, 1122.41, 1128.71, 1130.04, 1115.73, 12224.19, 12276.85, 12342.03, 12157.68, 6238.02, 6257.27, 6235.83, 984.28, 983.03, 991.61, 982.29, 34.013000000000005, 34.013000000000005, 34.013000000000005, 34.013000000000005, 4.188, 4.188, 4.188, 4.188, 2139.57, 2084.43
2011-11-16, 1856.07, 292.93, 294.82, 296.79, 290.04, 5517.44, 5519.04, 5551.38, 5428.6, 177.87, 177.16, 177.87, 176.74, 58409.11, 58397.24000000001, 58796.93, 57898.64, 5933.14, 5920.43, 6011.47, 5815.85, 1526.98, 1527.16, 1542.4, 1491.55, 1487.84, 1484.3, 1504.85, 1454.11, 5068.5, 5131.2, 5158.75, 5052.85, 1257.81, 1251.7, 1264.25, 1244.34, 3.4989999999999997, 3.466, 3.498, 3.4619999999999997, 2529.76, 2525.95, 2534.06, 2518.7, 1528.16, 1535.15, 1536.92, 1522.91, 2686.2, 2647.91, 2695.87, 2644.0, 145.055, 144.74, 145.105, 144.41, 1.0212, 1.0162, 1.0264, 1.0157, 58730.0, 58500.0, 59182.5, 58170.0, 22.2991, 22.3939, 22.4768, 22.2165, 99.37, 98.04, 99.84, 97.51, 37293.38, 37071.9, 37377.33, 36893.31, 5593.83, 12096.16, 12077.92, 12165.11, 12001.26, 239.5, 233.15, 240.0, 230.4, 959.34, 955.56, 965.49, 946.84, 112.39, 112.03, 113.14, 111.62, 1785.68, 1791.04, 1795.05, 1782.69, 1.3144, 1.3156, 1.3177, 1.3082, 743.08, 730.1, 747.1, 724.8, 8237.6, 8316.7, 8333.2, 8191.7, 3813.84, 3833.13, 3833.13, 3799.45, 0.7691, 0.7775, 0.7776, 0.7672, 6092.3, 6239.97, 6249.97, 6072.32, 1129.0, 1126.8, 1129.0, 1124.3, 1117.15, 1117.25, 1123.36, 1100.73, 12229.27, 12189.97, 12258.04, 12147.86, 6227.79, 6238.02, 6217.92, 984.97, 987.35, 994.35, 982.97, 34.448, 34.6, 34.6, 34.6, 4.088, 4.088, 4.088, 4.088, 2089.14, 2050.65
2011-11-17, 1876.67, 294.47, 291.89, 296.93, 291.02, 5509.02, 5517.44, 5562.91, 5450.24, 179.13, 177.77, 179.33, 177.77, 58559.99, 58255.72, 58877.13, 57784.04, 5913.36, 5873.29, 6028.23, 5852.04, 1520.75, 1526.98, 1538.01, 1497.83, 1483.24, 1487.84, 1500.07, 1466.31, 5030.45, 5059.1, 5065.2, 4989.5, 1236.91, 1257.81, 1259.61, 1235.67, 3.4819999999999998, 3.4989999999999997, 3.4989999999999997, 3.429, 2466.96, 2529.07, 2529.46, 2456.86, 1529.88, 1527.42, 1539.54, 1523.7, 2639.61, 2661.09, 2688.86, 2637.91, 146.02, 144.98, 146.27, 144.98, 1.0236, 1.0208, 1.0288, 1.017, 58883.0, 58345.0, 59290.0, 58020.0, 22.3971, 22.2716, 22.4994, 22.2716, 102.59, 99.32, 102.89, 98.39, 36708.41, 37291.79, 37291.79, 36678.88, 5637.34, 11905.59, 12084.74, 12109.03, 11890.57, 235.75, 237.55, 238.5, 235.1, 961.17, 957.3, 970.24, 951.82, 111.88, 112.2, 112.5, 110.14, 1787.66, 1785.4, 1795.66, 1782.8, 1.3064, 1.3141, 1.3161, 1.3039, 729.86, 734.7, 749.4, 729.8, 8304.1, 8213.4, 8415.7, 8213.3, 3814.09, 3813.93, 3817.2, 3768.53, 0.7632, 0.7691, 0.7724, 0.7625, 6022.88, 6092.29, 6134.19, 6011.85, 1136.65, 1129.5, 1138.8, 1129.5, 1112.21, 1110.46, 1124.67, 1106.79, 12174.36, 12189.27, 12295.32, 12163.35, 6219.95, 6227.79, 6207.57, 997.11, 983.84, 997.11, 983.2, 33.814, 34.235, 34.46, 34.235, 4.032, 4.032, 4.032, 4.032, 2088.54, 2051.11
2011-11-18, 1839.17, 290.21, 293.16, 294.34, 288.96, 5423.14, 5509.02, 5509.02, 5366.12, 178.48, 178.96, 180.44, 177.61, 56988.9, 58549.51, 58555.43, 56663.29, 5850.17, 5875.86, 5921.25, 5778.1, 1512.67, 1520.75, 1533.86, 1481.71, 1475.32, 1483.24, 1494.92, 1447.0, 4934.75, 5027.1, 5036.8, 4919.45, 1216.13, 1236.56, 1237.73, 1209.43, 3.3819999999999997, 3.4619999999999997, 3.4619999999999997, 3.361, 2463.05, 2467.7, 2482.53, 2459.16, 1525.84, 1528.36, 1538.04, 1521.38, 2587.99, 2637.37, 2637.48, 2576.22, 145.57, 145.89, 147.05, 144.88, 1.0292, 1.0238, 1.0296, 1.0206, 57255.0, 58055.0, 58905.0, 56895.0, 22.2481, 22.3773, 22.6222, 22.2037, 98.82, 101.76, 103.37, 98.28, 36110.68, 36708.41, 36954.25, 36082.51, 5615.27, 11770.73, 11905.67, 11948.43, 11676.35, 232.15, 235.0, 236.25, 231.3, 947.46, 953.62, 959.86, 938.79, 108.22, 110.85, 111.98, 107.76, 1785.78, 1785.92, 1796.82, 1777.57, 1.2967, 1.3056, 1.3077, 1.2935, 718.89, 730.2, 734.6, 715.6, 8270.6, 8272.4, 8335.9, 8200.3, 3792.25, 3813.73, 3813.73, 3781.39, 0.7585, 0.7632, 0.7686, 0.7566, 6092.56, 6022.88, 6113.56, 6019.73, 1133.65, 1136.15, 1144.8, 1128.4, 1103.68, 1109.22, 1113.97, 1098.81, 11915.43, 12152.86, 12162.72, 11878.68, 6197.823333333333, 6220.866666666668, 6189.1833333333325, 993.38, 993.9, 999.5, 992.34, 31.493000000000002, 31.56, 31.61, 31.38, 4.102, 4.102, 4.102, 4.102, 2061.4, 2016.95
2011-11-21, 1820.03, 288.01, 288.23, 292.25, 287.43, 5362.94, 5423.14, 5423.14, 5347.89, 179.22, 179.1, 179.66, 177.99, 56731.34, 56988.55, 57477.15, 56417.99, 5800.24, 5800.79, 5897.99, 5769.69, 1495.87, 1512.67, 1514.36, 1478.95, 1460.56, 1475.31, 1475.31, 1442.81, 4905.8, 4899.15, 4915.9, 4837.95, 1215.65, 1216.19, 1223.51, 1211.36, 3.4019999999999997, 3.3810000000000002, 3.405, 3.38, 2416.56, 2448.39, 2448.51, 2411.04, 1539.47, 1525.11, 1551.36, 1524.2, 2572.5, 2595.02, 2595.84, 2567.15, 146.26, 145.49, 146.55, 145.21, 1.0269, 1.0283, 1.0303, 1.0197, 57059.0, 57660.0, 57865.0, 56665.0, 22.2358, 22.2667, 22.4607, 22.1371, 97.41, 98.61, 100.15, 96.64, 36284.2, 36116.92, 36556.34, 36016.3, 5611.61, 11796.16, 11768.98, 11854.81, 11755.82, 234.2, 231.75, 236.0, 231.6, 941.25, 940.09, 949.31, 935.96, 107.56, 107.53, 109.99, 106.97, 1799.62, 1785.05, 1810.64, 1783.88, 1.2994, 1.2966, 1.3067, 1.2919999999999998, 719.42, 723.0, 724.2, 714.2, 8310.1, 8224.6, 8361.8, 8221.7, 3754.5, 3792.16, 3792.16, 3745.14, 0.7565, 0.7585, 0.765, 0.7554, 6140.52, 6092.52, 6173.56, 6092.51, 1139.25, 1138.55, 1141.35, 1131.65, 1075.785, 1092.9450000000004, 1096.325, 1073.35, 11892.44, 11982.36, 11994.41, 11876.49, 6175.696666666668, 6213.943333333334, 6170.796666666666, 984.16, 987.68, 990.12, 983.16, 32.413000000000004, 32.413000000000004, 32.413000000000004, 32.413000000000004, 4.035, 4.035, 4.035, 4.035, 2044.68, 2012.0
