@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2007-08-27, 1803.03, 518.1, 512.65, 520.48, 512.65, 6220.1, 6196.9, 6232.2, 6182.4, 124.44, 124.24, 124.6, 124.04, 52997.56, 51844.66, 52997.56, 51389.55, 7507.27, 7490.82, 7526.14, 7459.95, 1864.74, 1863.66, 1865.53, 1851.53, 1634.01, 1633.63, 1642.04, 1614.84, 4190.15, 4113.05, 4201.45, 4110.05, 1479.37, 1462.34, 1479.4, 1460.54, 3.365, 3.29, 3.3, 3.255, 5107.67, 5070.65, 5125.36, 5052.24, 1288.34, 1276.91, 1288.57, 1275.3, 2576.69, 2539.65, 2576.69, 2534.64, 120.74, 120.56, 120.77, 120.46, 1.0525, 1.0529, 1.057, 1.0493, 53024.0, 51700.0, 53230.0, 51250.0, 23.0205, 23.0059, 23.0205, 23.0059, 71.09, 70.02, 71.35, 69.52, 30041.54, 29457.33, 30102.32, 29445.09, 8681.95, 13378.87, 13231.78, 13402.2, 13174.27, 114.65, 115.95, 116.65, 114.4, 1209.81, 1197.82, 1213.51, 1189.36, 70.62, 70.04, 70.84, 69.5, 1898.51, 1888.07, 1898.99, 1881.03, 1.258, 1.2451, 1.2594, 1.2393, 798.93, 788.07, 798.93, 787.16, 14334.4, 14201.5, 14350.0, 14195.1, 2143.11, 2107.16, 2143.11, 2092.97, 0.7214, 0.7139, 0.7223, 0.7083, 2475.68, 2462.26, 2479.83, 2461.75, 941.7, 942.7, 943.0, 941.2, 1068.495, 1074.785, 1076.455, 1067.17, 13520.33, 13493.29, 13560.64, 13417.97, 8037.556666666667, 8025.3166666666675, 8024.716666666667, 790.72, 786.3, 791.55, 783.7, 11.925, 11.925, 11.925, 11.925, 5.955, 5.955, 5.955, 5.955, 4228.09, 4166.61
2007-08-28, 1829.31, 518.12, 519.79, 521.21, 517.81, 6161.15, 6208.5, 6226.15, 6133.15, 124.16, 123.75, 124.25, 123.68, 53078.15, 52994.79, 53395.84, 52502.32, 7485.99, 7525.59, 7541.87, 7475.95, 1895.71, 1865.37, 1896.93, 1865.37, 1656.32, 1634.01, 1662.51, 1634.01, 4302.6, 4193.6, 4310.0, 4193.6, 1466.79, 1479.36, 1479.36, 1465.98, 3.384, 3.3930000000000002, 3.455, 3.3810000000000002, 5150.12, 5144.82, 5192.06, 5092.08, 1280.58, 1286.89, 1288.58, 1279.55, 2561.25, 2570.41, 2573.83, 2557.48, 120.29, 120.64, 120.72, 119.97, 1.0548, 1.0521, 1.0553, 1.0471, 53208.0, 53000.0, 53500.0, 52470.0, 23.0245, 23.0059, 23.0245, 23.0059, 71.97, 71.04, 72.14, 70.2, 30275.84, 30050.46, 30278.5, 29868.15, 8794.58, 13322.13, 13377.16, 13438.46, 13248.32, 113.1, 114.7, 114.7, 113.0, 1200.75, 1209.81, 1217.0, 1200.09, 70.95, 70.55, 71.1, 69.49, 1887.66, 1895.41, 1900.3, 1886.64, 1.2597, 1.2581, 1.2658, 1.2563, 789.45, 797.78, 797.78, 788.45, 14305.5, 14388.6, 14403.4, 14291.5, 2175.35, 2174.8, 2180.53, 2162.76, 0.7152, 0.7225, 0.7278, 0.7147, 2484.68, 2475.68, 2492.74, 2475.04, 938.6, 936.9, 939.5, 936.4, 1075.52, 1081.42, 1082.28, 1075.35, 13487.43, 13479.95, 13526.81, 13421.76, 8054.31, 8055.21, 8054.31, 791.17, 796.73, 799.1, 790.54, 11.752, 11.752, 11.752, 11.752, 6.01, 6.01, 6.01, 6.01, 4262.29, 4232.76
2007-08-29, 1826.19, 508.01, 517.3, 517.51, 506.96, 6102.2, 6220.1, 6220.1, 6083.9, 124.38, 124.08, 124.56, 124.08, 51645.33, 53071.76, 53071.76, 51389.95, 7430.24, 7476.99, 7477.27, 7419.68, 1877.1, 1895.71, 1895.87, 1877.1, 1642.29, 1656.32, 1657.06, 1639.76, 4320.7, 4302.4, 4329.15, 4280.6, 1432.36, 1466.72, 1466.72, 1432.01, 3.3369999999999997, 3.32, 3.35, 3.3169999999999997, 5194.69, 5134.14, 5209.51, 5058.45, 1278.35, 1279.94, 1285.85, 1277.4, 2500.64, 2546.39, 2548.06, 2500.55, 120.475, 120.21, 120.615, 120.2, 1.0655, 1.0545, 1.0655, 1.0534, 51417.0, 52990.0, 53000.0, 51150.0, 22.9038, 22.8909, 22.9038, 22.8909, 71.73, 72.12, 72.25, 71.2, 29326.76, 30264.2, 30264.2, 29240.79, 8709.75, 13041.85, 13318.43, 13319.61, 13024.29, 113.65, 113.3, 114.85, 113.0, 1170.89, 1200.75, 1201.57, 1170.59, 70.55, 71.05, 71.25, 70.21, 1880.95, 1886.83, 1893.18, 1878.14, 1.2444, 1.2567, 1.26, 1.2403, 767.83, 787.21, 787.21, 767.54, 14124.8, 14294.3, 14300.5, 14091.1, 2159.61, 2167.15, 2177.38, 2148.05, 0.6957, 0.7143, 0.7163, 0.695, 2487.325, 2480.18, 2495.365, 2476.7200000000007, 939.65, 938.55, 941.15, 938.55, 1071.46, 1075.37, 1076.53, 1068.59, 13264.87, 13419.72, 13487.43, 13252.46, 8109.59, 8054.31, 8054.31, 788.21, 791.23, 791.23, 784.18, 11.754000000000001, 11.754000000000001, 11.754000000000001, 11.754000000000001, 5.92, 5.92, 5.92, 5.92, 4237.24, 4172.96
2007-08-30, 1841.7, 510.79, 504.32, 511.35, 503.14, 6132.2, 6102.2, 6137.9, 6056.5, 124.78, 124.33, 125.05, 124.33, 52734.64, 51647.5, 52809.88, 51647.07, 7439.18, 7383.09, 7451.97, 7353.82, 1871.54, 1874.11, 1874.11, 1853.83, 1640.78, 1642.28, 1642.29, 1617.61, 4359.3, 4317.7, 4368.6, 4226.35, 1463.76, 1432.01, 1463.76, 1432.01, 3.345, 3.3, 3.365, 3.2910000000000004, 5109.43, 5147.71, 5204.53, 5063.41, 1288.35, 1277.68, 1288.87, 1275.14, 2563.16, 2518.82, 2563.16, 2512.6, 120.75, 120.45, 121.1, 120.4, 1.0591, 1.0655, 1.0678, 1.0578, 52855.0, 51295.0, 52950.0, 51020.0, 22.9351, 22.9178, 22.9351, 22.9178, 73.51, 71.58, 73.64, 71.41, 29710.78, 29376.64, 29732.76, 29286.0, 8630.71, 13289.29, 13043.07, 13336.93, 13020.63, 112.65, 113.9, 114.25, 112.5, 1187.27, 1170.89, 1188.03, 1156.65, 72.13, 70.55, 72.28, 70.23, 1900.38, 1879.74, 1901.44, 1876.45, 1.2531, 1.2428, 1.2531, 1.2292, 787.32, 770.78, 787.61, 770.78, 14183.6, 14034.1, 14209.3, 14014.1, 2134.88, 2085.84, 2134.88, 2085.84, 0.7093, 0.6953, 0.7102, 0.6866, 2489.97, 2484.68, 2497.99, 2478.4, 941.95, 939.75, 944.25, 939.75, 1066.95, 1061.72, 1071.76, 1060.81, 13490.12, 13311.84, 13494.08, 13264.87, 8188.53, 8109.59, 8109.59, 792.04, 782.56, 792.04, 773.89, 11.837, 11.837, 11.837, 11.837, 5.8629999999999995, 5.8629999999999995, 5.8629999999999995, 5.8629999999999995, 4213.78, 4144.8
2007-08-31, 1873.24, 517.67, 515.91, 518.78, 510.35, 6212.0, 6132.2, 6220.8, 6122.5, 124.64, 124.31, 124.7, 124.2, 52857.84, 52728.38, 53644.79, 52223.49, 7519.94, 7469.45, 7529.75, 7416.66, 1880.43, 1874.33, 1897.35, 1874.33, 1641.06, 1640.79, 1663.03, 1639.48, 4412.3, 4360.35, 4422.3, 4359.75, 1457.64, 1463.67, 1468.43, 1451.25, 3.353, 3.352, 3.366, 3.32, 5167.88, 5144.11, 5186.53, 5109.66, 1282.31, 1287.73, 1288.45, 1277.96, 2565.3, 2545.08, 2587.86, 2542.48, 120.575, 120.69, 120.765, 120.21, 1.0577, 1.058, 1.0664, 1.0545, 52744.0, 52800.0, 53750.0, 52250.0, 22.9492, 22.9323, 22.9492, 22.9323, 73.36, 73.5, 73.96, 72.75, 29744.07, 29710.78, 29970.48, 29488.47, 8674.37, 13238.73, 13287.91, 13355.46, 13126.39, 111.75, 112.65, 112.95, 111.75, 1201.1, 1187.27, 1202.43, 1179.68, 71.9, 72.13, 72.47, 71.37, 1893.59, 1899.87, 1901.05, 1884.55, 1.2426, 1.2513, 1.2521, 1.2372, 783.11, 783.09, 791.67, 779.1, 14313.4, 14285.9, 14346.1, 14127.1, 2150.72, 2164.82, 2172.29, 2145.29, 0.7027, 0.7098, 0.7102, 0.698, 2482.01, 2489.97, 2494.7, 2467.65, 940.35, 939.05, 940.85, 938.25, 1056.58, 1079.55, 1079.94, 1052.81, 13444.63, 13425.68, 13501.28, 13367.61, 8117.08, 8052.6833333333325, 8052.6833333333325, 791.58, 798.05, 800.4, 791.51, 11.790999999999999, 11.895, 11.905, 11.725, 5.907, 5.907, 5.907, 5.907, 4311.62, 4242.99
2007-09-03, 1881.81, 522.73, 521.32, 525.27, 519.72, 6303.3, 6212.0, 6309.5, 6212.0, 124.37, 124.57, 124.72, 124.21, 54637.24, 52873.78, 54714.82, 52873.78, 7638.17, 7554.6, 7659.72, 7536.78, 1919.89, 1881.61, 1921.83, 1881.61, 1677.02, 1641.06, 1681.2, 1641.06, 4464.0, 4412.6, 4471.3, 4403.0, 1473.99, 1457.61, 1481.47, 1457.61, 3.411, 3.3680000000000003, 3.425, 3.366, 5218.82, 5184.09, 5235.16, 5158.37, 1278.97, 1281.69, 1287.64, 1277.33, 2596.36, 2596.19, 2603.11, 2579.79, 120.34, 120.49, 120.66, 120.22, 1.0558, 1.0576, 1.0594, 1.0506, 54653.0, 52870.0, 54900.0, 52840.0, 23.1385, 23.1185, 23.1385, 23.1185, 74.04, 73.6, 74.44, 73.4, 30347.86, 29749.39, 30347.86, 29749.39, 8790.32, 13357.74, 13240.84, 13472.35, 13240.84, 112.65, 112.25, 113.45, 111.75, 1213.24, 1201.1, 1214.59, 1198.49, 72.69, 72.03, 73.09, 71.83, 1891.38, 1892.41, 1898.81, 1886.24, 1.2475, 1.2416, 1.2565, 1.235, 792.86, 789.58, 795.67, 786.53, 14479.8, 14380.2, 14529.0, 14370.5, 2194.34, 2157.12, 2194.34, 2151.13, 0.7033, 0.7019, 0.7106, 0.6985, 2526.59, 2482.01, 2535.31, 2482.01, 938.35, 940.35, 941.05, 937.65, 1063.15, 1076.185, 1078.18, 1060.65, 13660.48, 13590.25, 13660.48, 13444.63, 8045.63, 7995.776666666668, 7995.776666666668, 813.21, 794.24, 813.21, 792.0, 12.062999999999999, 11.77, 12.11, 11.77, 5.9179999999999975, 5.9179999999999975, 5.9179999999999975, 5.9179999999999975, 4365.6, 4296.0
2007-09-04, 1874.74, 525.36, 523.77, 525.93, 522.92, 6315.2, 6303.3, 6334.4, 6303.2, 124.23, 124.4, 124.54, 124.16, 54832.51, 54641.11, 54997.63, 54519.16, 7648.58, 7643.64, 7677.67, 7630.85, 1926.5, 1920.33, 1930.1, 1917.65, 1678.74, 1677.02, 1686.31, 1669.14, 4474.75, 4466.65, 4490.55, 4452.4, 1481.705, 1465.785, 1488.935, 1464.88, 3.3665000000000003, 3.3689999999999998, 3.4025, 3.324, 5321.06, 5257.78, 5327.54, 5257.78, 1276.97, 1278.08, 1281.05, 1274.64, 2613.3, 2596.285, 2623.78, 2588.085, 120.265, 120.27, 120.515, 120.19, 1.0522, 1.0555, 1.0558, 1.0516, 54707.0, 54450.0, 54900.0, 54430.0, 23.0609, 23.0467, 23.0609, 23.0467, 74.56, 73.75, 74.845, 73.44, 30797.6, 30347.86, 30799.13, 30347.86, 8863.09, 13403.3, 13299.615, 13497.105, 13244.705, 113.6, 113.625, 114.625, 112.275, 1222.31, 1213.24, 1222.48, 1213.24, 73.41, 72.69, 73.51, 72.69, 1892.19, 1891.74, 1895.09, 1888.63, 1.2535, 1.2442, 1.255, 1.2439, 796.7750000000003, 791.04, 800.675, 788.795, 14546.9, 14517.7, 14561.1, 14467.1, 2213.57, 2194.43, 2214.41, 2192.79, 0.7036, 0.7, 0.7069, 0.6991, 2525.34, 2526.59, 2538.46, 2511.87, 937.4, 939.1, 939.7, 937.1, 1069.72, 1072.82, 1076.42, 1068.49, 13707.855, 13631.97, 13721.02, 13552.555, 7974.18, 7938.87, 7938.87, 820.19, 810.9, 820.19, 806.39, 12.172, 11.9325, 12.2225, 11.885, 5.945, 5.945, 5.945, 5.945, 4375.29, 4344.66
2007-09-05, 1865.59, 531.0, 524.34, 531.75, 522.32, 6376.8, 6315.2, 6378.0, 6274.9, 124.39, 124.19, 124.45, 123.95, 55250.47, 54833.88, 55566.48, 54587.92, 7721.77, 7635.41, 7725.34, 7595.45, 1904.76, 1925.18, 1925.18, 1901.63, 1663.23, 1678.74, 1678.74, 1659.26, 4479.25, 4481.55, 4501.3, 4460.4, 1489.42, 1473.96, 1496.4, 1472.15, 3.322, 3.37, 3.38, 3.282, 5294.05, 5333.4, 5357.93, 5265.0, 1277.74, 1276.52, 1280.08, 1272.48, 2630.24, 2596.38, 2644.45, 2596.38, 120.51, 120.23, 120.54, 120.06, 1.0486, 1.0528, 1.057, 1.0482, 55523.0, 54800.0, 55750.0, 54410.0, 22.9896, 22.9738, 22.9896, 22.9738, 75.08, 73.9, 75.25, 73.48, 30932.71, 30802.59, 31015.77, 30587.39, 8813.21, 13448.86, 13358.39, 13521.86, 13248.57, 114.55, 115.0, 115.8, 112.8, 1226.08, 1222.31, 1226.6, 1210.5, 73.92, 73.41, 74.05, 72.78, 1890.64, 1891.26, 1896.49, 1885.15, 1.2574, 1.253, 1.2633, 1.2463, 800.69, 792.5, 805.68, 791.06, 14590.1, 14475.9, 14593.1, 14437.8, 2215.12, 2211.99, 2226.99, 2202.19, 0.6963, 0.7032, 0.7054, 0.6936, 2530.16, 2525.34, 2542.52, 2520.46, 939.1, 937.4, 939.55, 936.3, 1077.61, 1067.05, 1079.7, 1061.18, 13755.23, 13673.69, 13781.56, 13660.48, 7833.43, 7974.18, 7833.43, 810.86, 818.43, 818.43, 810.37, 12.280999999999999, 12.095, 12.335, 12.0, 5.96, 5.96, 5.96, 5.96, 4384.7, 4315.54
2007-09-06, 1888.81, 523.02, 530.24, 530.24, 522.92, 6270.7, 6376.8, 6390.5, 6264.5, 124.22, 124.15, 124.37, 123.94, 54407.83, 55243.23, 55243.23, 54155.74, 7588.03, 7700.76, 7717.16, 7588.03, 1905.3, 1909.63, 1914.51, 1903.56, 1654.0, 1663.24, 1671.3, 1652.99, 4475.85, 4479.6, 4507.75, 4458.55, 1472.29, 1488.76, 1488.76, 1466.34, 3.279, 3.3110000000000004, 3.347, 3.25, 5310.72, 5296.07, 5337.93, 5223.67, 1280.43, 1276.96, 1282.5, 1272.06, 2605.95, 2618.28, 2621.54, 2596.7, 120.38, 120.45, 120.49, 120.1, 1.0542, 1.0491, 1.0569, 1.0485, 54407.0, 55210.0, 55280.0, 54030.0, 23.0115, 22.9929, 23.0115, 22.9929, 75.73, 75.12, 75.92, 74.75, 30809.55, 30903.61, 30903.61, 30635.53, 8823.83, 13305.47, 13442.85, 13442.85, 13203.86, 112.45, 114.25, 114.25, 112.5, 1197.63, 1226.08, 1228.06, 1197.64, 74.34, 74.25, 74.48, 73.74, 1895.0, 1890.37, 1897.53, 1879.46, 1.2559, 1.2563, 1.2641, 1.2494, 790.46, 798.2, 798.22, 787.77, 14240.1, 14545.9, 14562.1, 14240.1, 2214.62, 2228.34, 2230.67, 2193.36, 0.6869, 0.6953, 0.698, 0.6846, 2533.04, 2530.16, 2541.63, 2521.25, 938.05, 937.65, 938.75, 936.55, 1067.5, 1076.91, 1081.45, 1067.5, 13683.28, 13688.04, 13785.73, 13652.81, 7814.49, 7833.43, 7814.49, 814.5, 817.42, 818.26, 811.93, 12.19, 12.2, 12.225, 12.115, 5.965, 5.965, 5.965, 5.965, 4383.15, 4316.17
2007-09-07, 1884.9, 527.21, 526.04, 527.29, 520.81, 6313.3, 6270.7, 6327.3, 6217.5, 124.56, 124.18, 124.62, 124.18, 54569.0, 54413.09, 55093.97, 54413.09, 7621.72, 7618.34, 7644.43, 7510.77, 1920.88, 1905.25, 1921.13, 1905.25, 1673.14, 1654.06, 1676.54, 1654.0, 4518.6, 4475.7, 4522.5, 4445.55, 1478.55, 1472.03, 1481.49, 1467.41, 3.3160000000000003, 3.27, 3.3360000000000003, 3.25, 5393.66, 5336.67, 5412.32, 5314.34, 1285.79, 1280.0, 1287.94, 1279.44, 2614.32, 2615.74, 2620.89, 2595.52, 120.54, 120.34, 120.68, 120.32, 1.0518, 1.0541, 1.0583, 1.0507, 54597.0, 54600.0, 55000.0, 54080.0, 23.0933, 23.0758, 23.0933, 23.0758, 76.3, 75.88, 77.43, 75.33, 30816.95, 30809.55, 30977.15, 30757.02, 8758.34, 13363.35, 13306.44, 13464.79, 13217.11, 113.55, 112.65, 113.6, 112.65, 1190.67, 1197.64, 1207.51, 1185.15, 74.77, 74.5, 75.7, 73.74, 1900.23, 1894.17, 1903.83, 1891.15, 1.2626, 1.2551, 1.2637, 1.2499, 792.92, 792.38, 795.46, 785.45, 14198.4, 14281.2, 14345.7, 14050.5, 2220.78, 2197.06, 2220.78, 2195.04, 0.6928, 0.6872, 0.6941, 0.6831, 2531.93, 2533.04, 2544.4, 2522.38, 939.15, 938.15, 940.35, 938.15, 1052.22, 1073.65, 1075.11, 1049.93, 13795.69, 13739.52, 13795.69, 13669.96, 7850.386666666666, 7851.363333333334, 7838.736666666668, 809.82, 812.66, 815.16, 809.31, 12.365, 12.23, 12.47, 12.23, 5.9, 5.9, 5.9, 5.9, 4339.5, 4270.39
2007-09-10, 1835.87, 517.43, 526.17, 529.25, 516.49, 6191.2, 6313.3, 6342.7, 6179.1, 124.44, 124.52, 124.59, 124.19, 53610.785, 54483.55499999999, 54823.995, 53367.03999999999, 7436.63, 7612.92, 7629.86, 7420.83, 1898.19, 1920.81, 1921.01, 1896.17, 1638.11, 1673.13, 1673.17, 1633.82, 4509.5, 4518.65, 4547.75, 4499.9, 1453.55, 1478.55, 1478.55, 1449.07, 3.26, 3.3169999999999997, 3.3169999999999997, 3.215, 5277.18, 5381.19, 5405.36, 5269.25, 1291.51, 1285.5, 1294.64, 1280.45, 2565.7, 2581.48, 2584.28, 2556.59, 120.475, 120.49, 120.595, 120.25, 1.0557, 1.0517, 1.0578, 1.0476, 53688.0, 54045.0, 54275.0, 53115.0, 23.1889, 23.1745, 23.1889, 23.1745, 76.7, 76.59, 77.0, 75.63, 30252.77, 30816.2, 30816.2, 30064.14, 8667.08, 13113.38, 13360.74, 13360.74, 13059.16, 113.75, 113.7, 114.25, 113.5, 1159.95, 1190.67, 1193.06, 1155.06, 75.07, 74.81, 75.22, 74.18, 1904.57, 1899.47, 1906.83, 1890.71, 1.2607, 1.2622, 1.2662, 1.2535, 775.79, 787.28, 787.32, 772.97, 13873.4, 14148.8, 14210.1, 13816.3, 2239.9, 2229.62, 2243.2, 2228.7, 0.6909, 0.6925, 0.6940000000000001, 0.6856, 2546.69, 2531.93, 2555.71, 2524.31, 938.05, 939.15, 939.15, 936.75, 1046.495, 1056.33, 1060.935, 1042.99, 13651.21, 13661.35, 13795.69, 13620.26, 7886.283333333334, 7869.296666666666, 7862.983333333333, 801.46, 812.33, 812.5, 798.2, 12.592, 12.535, 12.565, 12.405, 5.945, 5.945, 5.945, 5.945, 4338.96, 4217.9
2007-09-11, 1847.36, 512.9, 517.48, 520.05, 512.42, 6134.1, 6191.2, 6232.1, 6123.1, 124.92, 124.37, 125.11, 124.37, 52652.57, 54554.02, 54554.02, 52320.99, 7375.44, 7437.69, 7467.45, 7369.7, 1898.26, 1897.93, 1898.94, 1894.81, 1641.04, 1638.11, 1645.89, 1630.83, 4507.85, 4506.85, 4515.25, 4452.95, 1451.7, 1453.5, 1462.25, 1439.29, 3.264, 3.26, 3.287, 3.2310000000000003, 5355.29, 5208.32, 5356.86, 5169.9, 1296.37, 1292.34, 1298.62, 1291.4, 2559.11, 2581.78, 2588.88, 2536.93, 120.74, 120.43, 121.02, 120.42, 1.0514, 1.0547, 1.0594, 1.0507, 52779.0, 53490.0, 53550.0, 52150.0, 23.1617, 23.1441, 23.1617, 23.1441, 77.49, 76.46, 78.47, 75.52, 29893.18, 30252.77, 30265.54, 29683.26, 8603.81, 13127.85, 13116.39, 13280.67, 12992.02, 117.05, 114.2, 116.35, 114.2, 1147.2, 1159.95, 1168.64, 1143.72, 75.48, 74.83, 76.39, 73.86, 1904.69, 1901.75, 1910.95, 1900.53, 1.2578, 1.2611, 1.262, 1.2468, 769.81, 777.73, 780.68, 759.42, 13726.3, 13862.0, 13935.8, 13703.6, 2209.64, 2202.0, 2210.96, 2195.15, 0.6955, 0.6879, 0.6989, 0.6821, 2544.25, 2546.69, 2559.36, 2535.08, 939.5, 938.2, 941.7, 938.2, 1040.77, 1039.01, 1046.76, 1036.05, 13625.49, 13645.7, 13677.65, 13539.93, 7922.18, 7887.23, 7887.23, 796.85, 798.72, 798.95, 790.49, 12.532, 12.535, 12.54, 12.47, 5.81, 5.81, 5.81, 5.81, 4246.94, 4187.73
2007-09-12, 1813.52, 521.53, 518.07, 521.88, 516.68, 6280.7, 6134.1, 6280.7, 6134.1, 124.44, 124.75, 124.87, 124.34, 53920.57, 52659.64, 53953.99, 52659.64, 7457.9, 7409.25, 7481.98, 7409.25, 1911.97, 1898.4, 1911.97, 1898.4, 1648.65, 1641.15, 1651.6, 1641.04, 4497.05, 4509.65, 4538.6, 4487.15, 1471.49, 1451.69, 1472.48, 1451.69, 3.389, 3.29, 3.4, 3.29, 5113.97, 5362.94, 5395.04, 5093.92, 1295.51, 1296.38, 1297.51, 1289.49, 2597.47, 2573.28, 2598.94, 2572.86, 120.225, 120.68, 120.745, 120.15, 1.0423, 1.0517, 1.0533, 1.041, 53915.0, 52600.0, 54000.0, 52410.0, 23.2119, 23.1852, 23.2119, 23.1852, 78.23, 77.79, 78.37, 76.92, 30191.14, 29893.18, 30307.36, 29892.44, 8657.6, 13308.39, 13129.4, 13369.77, 13124.68, 116.55, 116.75, 117.1, 115.95, 1172.42, 1147.2, 1173.82, 1147.2, 76.38, 75.95, 76.49, 75.0, 1903.15, 1903.82, 1905.05, 1893.72, 1.267, 1.2571, 1.269, 1.2542, 782.27, 771.31, 782.66, 771.31, 13965.5, 13833.8, 13991.7, 13775.9, 2211.41, 2211.1, 2220.9, 2204.97, 0.7058, 0.6954, 0.7075, 0.6919, 2571.14, 2544.25, 2573.99, 2544.24, 936.3, 938.9, 939.4, 936.0, 1048.65, 1038.92, 1049.28, 1032.68, 13704.28, 13632.64, 13727.64, 13625.49, 7778.96, 7922.18, 7778.96, 801.54, 800.53, 804.33, 796.09, 12.667, 12.6, 12.745, 12.55, 5.845, 5.845, 5.845, 5.845, 4254.76, 4215.33
