@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Open_x numeric
@attribute IDR_KRW_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_High numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute Gold_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_High numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric

@data
2008-04-07, 1773.56, 3.529, 3.529, 3.529, 1.5737, 1.5775, 1.5637, 460.81, 456.93, 460.9, 456.28, 5891.3, 10.5855, 138.77, 139.03, 139.66, 138.3, 64445.97, 64177.36, 2.694, 2.694, 2.694, 6797.23, 6691.28, 2052.98, 2052.66, 1635.04, 1631.2, 1642.75, 1623.89, 4.457, 4.457, 4.457, 4791.7, 4632.7, 1369.85, 1380.91, 1362.83, 3.978, 3.897, 3.978, 3522.93, 3370.975, 3535.215, 1532.55, 1529.21, 1539.56, 1521.32, 2370.98, 2366.91, 2391.93, 124.99, 125.17, 125.83, 124.62, 4.176, 4.176, 3.47, 3.47, 959.43, 1.0083, 1.0018, 3.985, 3.985, 64633.0, 64500.0, 24.4595, 24.4763, 24.4595, 106.23, 104.26, 106.38, 31545.37, 31653.01, 31798.17, 13286.35, 13360.81, 13220.0, 5.24, 5.24, 5.24, 5.24, 7573.49, 7547.63, 7500.54, 12626.35, 12738.3, 12489.4, 131.9, 132.45, 130.5, 898.91, 900.73, 0.7896, 0.7857, 0.7839, 104.9, 102.7, 1940.84, 1946.21, 1956.73, 1.2742, 1.2671, 713.73, 714.68, 569.67, 572.53, 909.0, 13777.4, 13846.4, 13695.3, 1.9929, 1.9959, 1.9909, 599.75, 33346.0, 33524.0, 33057.0, 4.261, 4.261, 4.261, 4.261, 0.789, 0.7906, 2624.97, 2629.5, 2632.98, 2618.67, 1.3330000000000002, 1.36, 970.54, 975.08, 973.85, 980.15, 971.25, 13721.06, 13551.29, 9333.856666666668, 9198.223333333333, 9334.036666666667, 9123.01, 824.8, 827.79, 829.01, 821.96, 2.9921, 2.93, 2.9969, 2.93, 4.467, 4.467, 102.7, 101.43, 17.722, 17.83, 17.83, 17.83, 940.25, 929.0, 6.132999999999999, 3807.28, 3847.63
2008-04-08, 1754.71, 3.5980000000000003, 3.5980000000000003, 3.5980000000000003, 1.5703, 1.5737, 1.5627, 465.38, 464.15, 466.18, 462.9, 5947.1, 10.603, 139.25, 138.82, 139.32, 138.62, 64175.58, 64446.55, 2.6710000000000003, 2.6710000000000003, 2.6710000000000003, 6843.25, 6795.06, 2059.61, 2059.61, 1673.78, 1635.04, 1677.15, 1635.04, 4.457, 4.457, 4.457, 4798.55, 4628.8, 1373.69, 1386.74, 1369.02, 3.9939999999999998, 4.0, 4.003, 3599.62, 3418.52, 3613.48, 1530.53, 1531.12, 1535.95, 1523.13, 2364.83, 2386.62, 2390.04, 125.145, 124.94, 125.365, 124.87, 4.189, 4.189, 3.5469999999999997, 3.5469999999999997, 957.94, 1.0152, 1.004, 3.951, 3.951, 64357.0, 65310.0, 24.4107, 24.4256, 24.4107, 109.09, 106.12, 109.48, 31715.44, 31550.71, 31941.04, 13240.56, 13485.9, 13228.86, 5.26, 5.26, 5.26, 5.26, 7639.3, 7679.69, 7622.87, 12612.59, 12786.83, 12550.22, 133.6, 134.0, 131.75, 902.17, 905.19, 0.7901, 0.7886, 0.7865, 107.14, 104.6, 1938.74, 1941.16, 1946.4, 1.2777, 1.2715, 712.68, 716.5, 571.08, 575.76, 922.7, 13906.7, 14019.6, 13863.0, 1.9882, 1.9943, 1.9836, 595.25, 33617.0, 33721.0, 33346.0, 4.315, 4.315, 4.315, 4.315, 0.7944, 0.799, 2607.82, 2624.97, 2625.75, 2607.82, 1.3559999999999999, 1.315, 964.34, 970.9, 974.95, 976.55, 973.25, 13897.39, 13668.19, 9410.18, 9307.06, 9410.45, 9194.24, 825.825, 826.88, 828.425, 823.31, 3.0843, 2.9939, 3.102, 2.986, 4.438, 4.438, 102.87, 101.49, 18.087, 18.087, 18.087, 18.087, 974.25, 914.25, 6.175, 3859.72, 3880.18
2008-04-10, 1764.64, 3.615, 3.615, 3.615, 1.5701, 1.5799, 1.5674, 464.44, 462.0, 464.44, 460.65, 6014.8, 10.61, 139.41, 139.02, 139.74, 138.95, 64539.54, 64179.94, 2.61, 2.61, 2.61, 6795.34, 6723.84, 2103.25, 2088.64, 1655.59, 1673.78, 1673.78, 1654.53, 4.513999999999999, 4.513999999999999, 4.513999999999999, 4769.55, 4677.8, 1370.16, 1370.16, 1360.62, 3.909, 3.897, 3.932, 3612.54, 3604.26, 3656.96, 1532.55, 1531.19, 1541.57, 1528.13, 2348.76, 2353.58, 2359.4, 125.31, 125.1, 125.62, 124.88, 4.2219999999999995, 4.2219999999999995, 3.5639999999999996, 3.5639999999999996, 959.94, 1.0132, 1.0107, 4.0089999999999995, 4.0089999999999995, 64679.0, 64350.0, 24.3467, 24.3707, 24.3467, 108.5, 108.88, 109.64, 31726.86, 31680.36, 31754.09, 13373.96, 13402.91, 13225.76, 5.19, 5.19, 5.19, 5.19, 7568.14, 7576.52, 7530.73, 12602.66, 12664.38, 12440.55, 133.2, 134.5, 132.8, 908.46, 908.56, 0.7974, 0.7899, 0.7893, 106.34, 105.72, 1921.26, 1938.19, 1944.57, 1.2833, 1.2766, 711.92, 711.11, 575.26, 577.48, 914.0, 13861.2, 13862.6, 13675.0, 1.9686, 1.9889, 1.9662, 588.25, 33672.0, 33695.0, 33324.0, 4.311, 4.311, 4.311, 4.311, 0.7994, 0.8002, 2617.74, 2607.82, 2619.84, 2607.82, 1.345, 1.345, 960.48, 966.2, 976.05, 978.35, 973.25, 13763.67, 13643.12, 9423.58, 9410.18, 9495.07, 9391.06, 826.85, 825.97, 827.84, 824.66, 3.1102, 3.08, 3.124, 3.0660000000000003, 4.444, 4.444, 102.69, 101.73, 17.675, 17.86, 17.86, 17.57, 923.5, 910.0, 6.115, 3853.51, 3861.9
2008-04-11, 1779.71, 3.623, 3.623, 3.623, 1.5743, 1.5913, 1.5724, 459.48, 460.16, 461.49, 453.5, 5983.9, 10.622, 139.66, 139.22, 140.13, 139.22, 63527.11, 63475.45, 2.4859999999999998, 2.4859999999999998, 2.4859999999999998, 6719.07, 6608.78, 2115.4, 2115.4, 1684.56, 1681.54, 1688.01, 1665.85, 4.5, 4.5, 4.5, 4799.5, 4720.9, 1355.37, 1367.24, 1350.11, 3.9539999999999997, 3.99, 4.01, 3471.74, 3378.14, 3474.31, 1537.15, 1544.69, 1554.22, 1534.26, 2351.7, 2326.78, 2363.91, 125.37, 125.25, 125.99, 125.14, 4.239, 4.239, 3.545, 3.545, 967.3, 1.0199, 1.0155, 3.986, 3.986, 63477.0, 63710.0, 24.4623, 24.479, 24.4623, 110.11, 110.7, 112.2, 31649.05, 31418.67, 31710.93, 13029.81, 13062.46, 12898.49, 5.1, 5.1, 5.1, 5.1, 7312.65, 7404.8, 7246.36, 12526.78, 12705.9, 12447.96, 131.75, 137.95, 130.0, 910.25, 913.07, 0.7985, 0.8014, 0.7965, 108.2, 106.86, 1924.83, 1926.81, 1938.31, 1.2646, 1.2789, 707.42, 698.5, 578.4, 582.57, 928.3, 13560.2, 13566.0, 13309.5, 1.9714, 1.975, 1.9706, 605.0, 33522.0, 33640.0, 33106.0, 4.301, 4.301, 4.301, 4.301, 0.7989, 0.8027, 2614.63, 2606.95, 2622.19, 2606.95, 1.337, 1.35, 957.32, 962.86, 976.4, 981.3, 974.4, 13909.58, 13704.77, 9483.786666666667, 9460.863333333333, 9537.12, 9439.286666666667, 820.98, 826.25, 826.76, 820.98, 3.194, 3.225, 3.3204, 3.185, 4.492, 4.492, 102.05, 100.01, 18.012999999999995, 18.012999999999995, 18.012999999999995, 18.012999999999995, 937.75, 918.75, 6.1129999999999995, 3826.14, 3850.26
2008-04-14, 1746.71, 3.553, 3.553, 3.553, 1.5807, 1.5857, 1.5739, 453.43, 461.47, 462.88, 450.55, 5965.1, 10.6255, 139.55, 139.35, 139.62, 139.03, 62585.21, 63525.64, 2.545, 2.545, 2.545, 6768.12, 6570.74, 2132.96, 2106.31, 1649.0, 1684.56, 1697.39, 1648.42, 4.496, 4.496, 4.496, 4817.4, 4727.25, 1357.98, 1357.98, 1331.21, 3.9739999999999998, 3.99, 3.9989999999999997, 3492.89, 3498.55, 3517.82, 1542.37, 1536.58, 1547.88, 1532.03, 2290.24, 2327.7, 2328.45, 125.265, 125.33, 125.525, 124.81, 4.239, 4.239, 3.4789999999999996, 3.4789999999999996, 965.34, 1.0235, 1.0133, 3.986, 3.986, 62575.0, 63700.0, 24.4944, 24.50800000000001, 24.4944, 110.14, 110.06, 110.82, 31302.57, 31647.86, 31647.86, 13061.77, 13329.4, 13040.35, 5.08, 5.08, 5.08, 5.08, 7258.96, 7352.62, 7221.88, 12579.78, 12579.78, 12280.89, 130.85, 133.45, 130.35, 905.25, 912.06, 0.8021, 0.7984, 0.7974, 108.75, 107.69, 1922.87, 1924.19, 1929.99, 1.2591, 1.2636, 688.16, 703.75, 577.2, 580.69, 923.6, 13570.3, 13613.7, 13226.4, 1.9707, 1.9716, 1.9683, 595.25, 33178.0, 33777.0, 32991.0, 4.238, 4.238, 4.238, 4.238, 0.7929999999999999, 0.8012, 2618.29, 2609.51, 2626.86, 2609.51, 1.3659999999999999, 1.32, 957.05, 963.52, 975.75, 977.85, 972.45, 13909.58, 13666.51, 9543.993333333334, 9511.546666666667, 9579.17, 9487.513333333332, 827.1, 821.96, 827.5, 821.8, 3.1975, 3.1902, 3.2376, 3.1557, 4.492, 4.492, 102.29, 100.62, 17.668, 17.668, 17.668, 17.668, 925.0, 885.0, 6.0820000000000025, 3863.46, 3869.94
2008-04-15, 1742.17, 3.562, 3.562, 3.562, 1.5845, 1.5887, 1.5671, 450.76, 448.21, 452.01, 447.6, 5895.5, 10.66, 139.97, 138.85, 140.21, 138.85, 62153.45, 62592.09, 2.4930000000000003, 2.4930000000000003, 2.4930000000000003, 6573.25, 6516.51, 2107.54, 2076.01, 1638.29, 1649.0, 1649.0, 1625.72, 4.436, 4.436, 4.436, 4867.25, 4717.775, 1332.2, 1335.64, 1326.16, 3.926, 3.9, 3.925, 3296.67, 3419.05, 3427.88, 1552.4, 1531.63, 1557.43, 1528.43, 2275.82, 2287.02, 2296.73, 125.725, 125.22, 125.945, 124.88, 4.1610000000000005, 4.1610000000000005, 3.513, 3.513, 967.39, 1.0187, 1.0177, 3.9210000000000003, 3.9210000000000003, 62193.0, 62095.0, 24.4584, 24.4764, 24.4584, 111.76, 110.0, 111.99, 31192.48, 31302.57, 31507.52, 13132.67, 13132.67, 12858.63, 5.13, 5.13, 5.13, 5.13, 7139.55, 7177.28, 7123.58, 12324.77, 12430.86, 12208.42, 131.1, 132.3, 130.45, 907.99, 908.67, 0.8009, 0.7985, 0.7959999999999999, 109.84, 108.09, 1938.73, 1917.64, 1950.4, 1.2583, 1.2544, 686.07, 687.36, 579.85, 585.05, 925.4, 13214.8, 13241.6, 13106.8, 1.9789, 1.9658, 1.9654, 587.5, 32803.0, 33178.0, 32712.0, 4.22, 4.22, 4.22, 4.22, 0.7917, 0.7927, 2621.9500000000007, 2612.07, 2631.53, 2612.07, 1.335, 1.3, 949.58, 963.52, 979.65, 981.35, 973.25, 13775.08, 13669.63, 9604.2, 9562.23, 9621.22, 9535.74, 829.1933333333334, 823.6966666666667, 830.0433333333333, 823.2266666666667, 3.2029, 3.194, 3.2171, 3.1713, 4.4239999999999995, 4.4239999999999995, 101.78, 100.28, 17.768, 17.768, 17.768, 17.768, 898.0, 878.0, 6.0120000000000005, 3763.06, 3799.92
2008-04-16, 1758.56, 3.6289999999999996, 3.6289999999999996, 3.6289999999999996, 1.5792, 1.5876, 1.5751, 453.28, 453.27, 455.9, 449.1, 5831.6, 10.7325, 141.13, 141.06, 141.13, 141.06, 62618.39, 62150.93, 2.583, 2.583, 2.583, 6626.88, 6524.9, 2091.48, 2090.9, 1661.02, 1638.29, 1661.4, 1638.29, 4.437, 4.437, 4.437, 4917.1, 4708.3, 1331.72, 1337.72, 1324.35, 3.891, 3.9, 3.935, 3348.35, 3282.57, 3349.76, 1558.43, 1551.21, 1569.7, 1548.86, 2286.04, 2287.43, 2291.12, 126.625, 125.66, 127.375, 125.66, 4.216, 4.216, 3.6060000000000003, 3.6060000000000003, 977.8, 1.0177, 1.0163, 3.9730000000000003, 3.9730000000000003, 62486.0, 62250.0, 24.55, 24.568, 24.55, 113.79, 111.8, 114.08, 31375.95, 31193.24, 31455.75, 12952.65, 13052.82, 12875.92, 5.14, 5.14, 5.14, 5.14, 7187.42, 7173.52, 7107.02, 12303.6, 12459.36, 12223.97, 134.2, 136.15, 130.9, 915.06, 918.7, 0.8044, 0.8011, 0.8005, 111.31, 109.68, 1937.63, 1935.02, 1950.26, 1.2571, 1.2575, 692.06, 687.58, 587.87, 587.87, 928.7, 13274.2, 13444.9, 13263.1, 1.9628, 1.9771, 1.96, 593.25, 32735.0, 33081.0, 32565.0, 4.2860000000000005, 4.2860000000000005, 4.2860000000000005, 4.2860000000000005, 0.7869, 0.7947, 2625.61, 2614.63, 2636.2, 2614.63, 1.34, 1.35, 961.23, 974.9, 986.85, 987.55, 979.85, 13878.22, 13738.6, 9522.93, 9604.2, 9645.64, 9511.14, 831.2866666666665, 825.4333333333333, 832.5866666666667, 824.6533333333333, 3.2739, 3.2115, 3.2812, 3.209, 4.5, 4.5, 101.89, 100.77, 17.83, 17.83, 17.83, 17.83, 897.0, 893.5, 6.0429999999999975, 3788.82, 3799.32
2008-04-17, 1768.67, 3.6060000000000003, 3.6060000000000003, 3.6060000000000003, 1.595, 1.5978, 1.5758, 463.22, 457.21, 463.22, 455.59, 5906.9, 10.765999999999998, 141.5, 141.4, 142.4, 141.08, 64151.94, 62624.53, 2.63, 2.63, 2.63, 6710.86, 6600.68, 2113.71, 2113.71, 1690.59, 1661.02, 1692.81, 1658.13, 4.538, 4.538, 4.538, 4951.4, 4874.05, 1337.02, 1365.49, 1337.02, 3.988, 3.947, 4.021, 3291.6, 3349.93, 3363.22, 1577.86, 1557.68, 1581.74, 1554.43, 2350.11, 2313.42, 2352.21, 126.96, 126.56, 127.74, 126.56, 4.2860000000000005, 4.2860000000000005, 3.714, 3.714, 975.67, 1.0005, 1.0001, 4.043, 4.043, 63915.0, 62695.0, 24.7553, 24.7703, 24.7553, 114.93, 113.85, 115.14, 31910.21, 31382.05, 31910.21, 13130.66, 13222.43, 13112.07, 5.11, 5.11, 5.11, 5.11, 7250.7, 7221.77, 7132.86, 12371.51, 12670.56, 12371.51, 134.75, 136.85, 134.0, 929.59, 930.97, 0.8084, 0.8041, 0.8022, 112.66, 110.15, 1952.58, 1936.8, 1960.0, 1.27, 1.2566, 713.39, 695.55, 594.58, 596.41, 945.1, 13528.8, 13652.1, 13442.3, 1.9733, 1.9634, 1.9602, 606.0, 33256.0, 33285.0, 32735.0, 4.37, 4.37, 4.37, 4.37, 0.7924, 0.7929, 2647.75, 2625.61, 2649.69, 2625.61, 1.345, 1.395, 969.34, 989.44, 989.5, 995.65, 986.75, 14103.75, 13850.95, 9630.37, 9522.93, 9661.66, 9522.93, 833.38, 827.17, 835.13, 826.08, 3.283, 3.2735, 3.31, 3.2116, 4.5680000000000005, 4.5680000000000005, 101.93, 100.8, 18.305, 18.305, 18.305, 18.305, 896.25, 892.5, 6.125, 3822.42, 3870.12
2008-04-18, 1771.9, 3.6830000000000003, 3.6830000000000003, 3.6830000000000003, 1.5896, 1.5984, 1.5846, 462.54, 463.92, 465.44, 460.04, 6046.2, 10.792, 142.03, 141.28, 142.84, 140.83, 64552.42, 64150.05, 2.6910000000000003, 2.6910000000000003, 2.6910000000000003, 6743.14, 6665.01, 2160.63, 2146.73, 1672.75, 1690.59, 1705.73, 1664.05, 4.669, 4.669, 4.669, 4984.95, 4889.65, 1363.37, 1368.6, 1357.25, 3.9419999999999997, 3.984, 4.032, 3222.74, 3286.41, 3352.95, 1576.57, 1576.86, 1591.89, 1567.37, 2341.83, 2347.32, 2348.31, 127.285, 126.92, 128.045, 126.38, 4.331, 4.331, 3.725, 3.725, 982.95, 1.01, 0.9988, 4.084, 4.084, 65422.0, 65100.0, 24.8618, 24.8774, 24.8618, 114.86, 115.0, 115.54, 31785.99, 31910.14, 31989.73, 13315.83, 13495.94, 13313.06, 5.11, 5.11, 5.11, 5.11, 7173.63, 7260.58, 7133.4, 12617.4, 12725.93, 12472.71, 139.65, 140.65, 134.4, 928.97, 935.69, 0.7986, 0.8078, 0.7969, 112.43, 111.74, 1974.42, 1951.59, 1983.97, 1.265, 1.2692, 708.0, 711.87, 599.44, 603.81, 939.8, 13673.2, 13681.5, 13537.7, 1.9905, 1.9728, 1.9691, 603.5, 33162.0, 33446.0, 32939.0, 4.39, 4.39, 4.39, 4.39, 0.79, 0.7933, 2671.83, 2647.75, 2671.83, 2647.75, 1.385, 1.4, 988.16, 997.64, 991.9, 997.65, 985.3, 14172.75, 14052.83, 9633.176666666668, 9522.49, 9664.496666666666, 9522.49, 845.43, 838.54, 847.66, 838.54, 3.2674, 3.2880000000000003, 3.306, 3.244, 4.591, 4.591, 102.72, 101.68, 18.287, 18.287, 18.287, 18.287, 924.0, 900.0, 6.185, 3877.09, 3893.36
2008-04-21, 1800.48, 3.6860000000000004, 3.6860000000000004, 3.6860000000000004, 1.5815, 1.5959, 1.5712, 474.75, 464.16, 476.31, 464.13, 5980.4, 10.866, 142.62, 141.99, 143.68, 141.99, 64922.67, 64553.71, 2.7319999999999998, 2.7319999999999998, 2.7319999999999998, 6860.38, 6703.02, 2150.97, 2150.97, 1706.63, 1672.75, 1709.04, 1672.75, 4.74, 4.74, 4.74, 5019.174999999998, 4922.775, 1369.0, 1395.9, 1369.0, 3.92, 3.9389999999999996, 3.9389999999999996, 3094.67, 3200.57, 3203.71, 1578.62, 1575.69, 1598.29, 1567.57, 2402.97, 2394.52, 2412.78, 128.05, 127.22, 128.81, 127.21, 4.365, 4.365, 3.708, 3.708, 970.98, 1.0044, 1.0025, 4.138999999999999, 4.138999999999999, 65762.0, 65460.0, 24.9371, 24.9503, 24.9371, 116.69, 115.0, 117.0, 31795.68, 31788.57, 32191.2, 13426.26, 13485.04, 13323.74, 5.16, 5.16, 5.16, 5.16, 7418.02, 7215.5, 7207.05, 12626.76, 12965.47, 12626.76, 135.25, 139.55, 132.5, 931.83, 941.16, 0.7918, 0.7984, 0.7874, 113.92, 110.62, 1993.86, 1973.09, 2002.24, 1.2654, 1.2643, 721.07, 712.93, 598.35, 607.3, 912.2, 13631.7, 13945.7, 13621.2, 1.9975, 1.9905, 1.9882, 603.25, 33881.0, 33952.0, 33162.0, 4.412, 4.412, 4.412, 4.412, 0.7903, 0.7944, 2667.38, 2659.8450000000007, 2673.265, 2655.34, 1.405, 1.405, 981.2, 997.41, 998.05, 1003.75, 992.25, 14272.16, 14096.41, 9635.983333333334, 9522.05, 9667.333333333334, 9522.05, 845.4, 846.26, 846.67, 839.93, 3.2923, 3.268, 3.302, 3.2247, 4.604, 4.604, 104.66, 102.23, 17.802, 17.802, 17.802, 17.802, 913.25, 862.0, 6.222, 3867.19, 3943.81
2008-04-22, 1787.49, 3.6660000000000004, 3.6660000000000004, 3.6660000000000004, 1.5906, 1.5948, 1.5791, 470.67, 474.58, 475.23, 468.95, 6056.5, 10.7955, 141.65, 142.69, 142.8, 141.24, 65167.665, 64737.76, 2.699, 2.699, 2.699, 6848.65, 6749.72, 2176.03, 2170.75, 1686.88, 1706.63, 1717.72, 1686.12, 4.675, 4.675, 4.675, 5053.4, 4955.9, 1387.72, 1390.23, 1379.25, 3.898, 3.923, 3.925, 3116.98, 3305.15, 3305.17, 1577.66, 1577.23, 1591.05, 1564.84, 2408.04, 2393.07, 2410.97, 127.225, 127.99, 128.125, 126.86, 4.3210000000000015, 4.3210000000000015, 3.7310000000000003, 3.7310000000000003, 971.89, 1.0057, 0.9998, 4.1080000000000005, 4.1080000000000005, 66038.0, 65830.0, 25.0075, 25.0326, 25.0075, 117.48, 116.93, 117.83, 32095.04, 31795.68, 32098.29, 13639.85, 13739.44, 13639.77, 5.16, 5.16, 5.16, 5.16, 7394.94, 7452.41, 7348.98, 12850.91, 12902.69, 12666.08, 131.4, 137.0, 131.0, 934.39, 942.37, 0.8035, 0.7913, 0.7896, 114.43, 113.03, 1963.02, 1992.81, 1995.84, 1.2756, 1.2642, 718.0, 718.95, 595.87, 601.84, 914.7, 13927.2, 13933.2, 13677.2, 1.98, 1.9979, 1.9775, 597.0, 33663.0, 33924.0, 33532.0, 4.412, 4.412, 4.412, 4.412, 0.794, 0.7973, 2662.93, 2671.94, 2674.7, 2662.93, 1.4, 1.45, 992.09, 996.99, 991.55, 998.75, 989.15, 14330.17, 14237.06, 9638.79, 9521.61, 9670.17, 9521.61, 841.98, 852.53, 853.5, 840.36, 3.3114, 3.2923, 3.3309, 3.2606, 4.577, 4.577, 104.08, 102.95, 17.342, 17.342, 17.342, 17.342, 872.5, 827.25, 6.305, 3940.05, 3948.64
