@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute GAS_Low numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric

@data
2007-08-30, 1841.7, 4.297, 4.297, 4.297, 1.3676, 1.3601, 1.3563, 510.79, 504.32, 511.35, 503.14, 9.977, 124.78, 125.05, 124.33, 5.43, 5.67, 5.75, 5.369, 51647.5, 52809.88, 51647.07, 4.458, 4.458, 4.458, 4.458, 7383.09, 7451.97, 7353.82, 1871.54, 1853.83, 1640.78, 1642.28, 1642.29, 1617.61, 5.043, 5.043, 5.043, 4359.3, 4317.7, 4368.6, 4226.35, 1463.76, 1432.01, 1463.76, 3.345, 3.3, 5109.43, 5147.71, 5204.53, 1288.35, 1277.68, 1288.87, 1275.14, 2563.16, 2518.82, 2563.16, 2512.6, 120.75, 121.1, 4.287, 4.287, 4.565, 4.565, 4.565, 4.565, 785.25, 781.92, 786.34, 780.69, 1.0655, 1.0678, 4.218999999999999, 4.218999999999999, 52855.0, 52950.0, 51020.0, 22.9351, 73.64, 71.41, 29710.78, 29376.64, 29732.76, 16068.1, 15830.28, 8727.78, 8655.28, 8736.15, 8630.71, 13289.29, 13043.07, 13336.93, 13020.63, 112.65, 113.9, 114.25, 112.5, 1170.89, 1188.03, 1156.65, 775.03, 775.7, 759.04, 0.6779999999999999, 0.6796, 0.6803, 0.6761, 72.13, 70.55, 70.23, 1900.38, 1879.74, 1876.45, 1.2428, 1.2292, 787.32, 787.61, 770.78, 479.73, 479.73, 479.43, 667.7, 667.0, 14183.6, 2.0012, 2.0183, 326.25, 329.5, 321.75, 39492.0, 38934.0, 38862.0, 2134.88, 2085.84, 2134.88, 2085.84, 4.352, 4.352, 4.352, 2497.99, 2478.4, 1.59, 1.535, 1.61, 1.535, 889.38, 880.33, 941.95, 939.75, 1066.95, 1061.72, 1071.76, 1060.81, 13311.84, 8.1094, 8.2867, 8188.53, 8109.59, 8188.53, 8109.59, 792.04, 782.56, 792.04, 773.89, 2.0419, 1.9945, 1.9925, 113.84, 11.837, 11.837, 720.75, 5.8629999999999995, 4213.06, 4213.78
2007-08-31, 1873.24, 4.387, 4.387, 4.387, 1.3638, 1.3678, 1.3593, 517.67, 515.91, 518.78, 510.35, 9.956, 124.64, 124.7, 124.2, 5.635, 5.593, 5.785, 5.521, 52728.38, 53644.79, 52223.49, 4.477, 4.477, 4.477, 4.477, 7469.45, 7529.75, 7416.66, 1880.43, 1874.33, 1641.06, 1640.79, 1663.03, 1639.48, 5.044, 5.044, 5.044, 4412.3, 4360.35, 4422.3, 4359.75, 1457.64, 1463.67, 1468.43, 3.353, 3.352, 5167.88, 5144.11, 5186.53, 1282.31, 1287.73, 1288.45, 1277.96, 2565.3, 2545.08, 2587.86, 2542.48, 120.575, 120.765, 4.323, 4.323, 4.512, 4.512, 4.512, 4.512, 780.83, 784.93, 785.68, 778.97, 1.058, 1.0664, 4.245, 4.245, 52744.0, 53750.0, 52250.0, 22.9492, 73.96, 72.75, 29744.07, 29710.78, 29970.48, 16182.09, 16091.28, 8776.73, 8792.46, 8797.86, 8674.37, 13238.73, 13287.91, 13355.46, 13126.39, 111.75, 112.65, 112.95, 111.75, 1187.27, 1202.43, 1179.68, 766.81, 775.27, 763.59, 0.6773, 0.6777, 0.679, 0.6763, 71.9, 72.13, 71.37, 1893.59, 1899.87, 1884.55, 1.2513, 1.2372, 783.11, 791.67, 779.1, 476.32, 476.32, 475.9, 666.5, 665.5, 14313.4, 2.0183, 2.0187, 322.75, 331.0, 316.0, 39842.0, 39778.0, 39304.0, 2150.72, 2164.82, 2172.29, 2145.29, 4.317, 4.317, 4.317, 2494.7, 2467.65, 1.575, 1.59, 1.595, 1.555, 888.3, 881.59, 940.35, 938.25, 1056.58, 1079.55, 1079.94, 1052.81, 13425.68, 8.1103, 8.1629, 8117.08, 8052.6833333333325, 8117.08, 8052.6833333333325, 791.58, 798.05, 800.4, 791.51, 2.0284, 2.045, 2.022, 115.19, 11.790999999999999, 11.725, 742.0, 5.907, 4304.96, 4311.62
2007-09-03, 1881.81, 4.363, 4.363, 4.363, 1.3630000000000002, 1.3637, 1.3621, 522.73, 521.32, 525.27, 519.72, 9.961, 124.37, 124.72, 124.21, 5.468, 5.6960000000000015, 5.7620000000000005, 5.414, 52873.78, 54714.82, 52873.78, 4.524, 4.524, 4.524, 4.524, 7554.6, 7659.72, 7536.78, 1919.89, 1881.61, 1677.02, 1641.06, 1681.2, 1641.06, 5.0089999999999995, 5.0089999999999995, 5.0089999999999995, 4464.0, 4412.6, 4471.3, 4403.0, 1473.99, 1457.61, 1481.47, 3.411, 3.3680000000000003, 5218.82, 5184.09, 5235.16, 1278.97, 1281.69, 1287.64, 1277.33, 2596.36, 2596.19, 2603.11, 2579.79, 120.34, 120.66, 4.298, 4.298, 4.527, 4.527, 4.527, 4.527, 776.3, 780.47, 782.79, 775.57, 1.0576, 1.0594, 4.216, 4.216, 54653.0, 54900.0, 52840.0, 23.1385, 74.44, 73.4, 30347.86, 29749.39, 30347.86, 16270.99, 16266.23, 8881.46, 8813.98, 8907.96, 8790.32, 13357.74, 13240.84, 13472.35, 13240.84, 112.65, 112.25, 113.45, 111.75, 1201.1, 1214.59, 1198.49, 767.34, 774.36, 760.33, 0.6763, 0.6771, 0.6789, 0.6749, 72.69, 72.03, 71.83, 1891.38, 1892.41, 1886.24, 1.2416, 1.235, 792.86, 795.67, 786.53, 476.78, 476.78, 476.48, 672.8, 672.5, 14479.8, 2.0133, 2.0234, 322.75, 330.5, 321.25, 40187.0, 40076.0, 39842.0, 2194.34, 2157.12, 2194.34, 2151.13, 4.362, 4.362, 4.362, 2535.31, 2482.01, 1.6230000000000002, 1.5, 1.6230000000000002, 1.5, 888.92, 885.25, 938.35, 937.65, 1063.15, 1076.185, 1078.18, 1060.65, 13590.25, 8.1053, 8.1258, 8045.63, 7995.776666666668, 8045.63, 7995.776666666668, 813.21, 794.24, 813.21, 792.0, 2.0422, 2.0405, 2.032, 115.47, 12.062999999999999, 11.77, 768.5, 5.9179999999999975, 4350.83, 4365.6
2007-09-04, 1874.74, 4.394500000000002, 4.394500000000002, 4.394500000000002, 1.3621, 1.3628, 1.3603, 525.36, 523.77, 525.93, 522.92, 9.972, 124.23, 124.54, 124.16, 5.5485, 5.568000000000001, 5.7375, 5.3365, 54641.11, 54997.63, 54519.16, 4.489, 4.489, 4.489, 4.489, 7643.64, 7677.67, 7630.85, 1926.5, 1917.65, 1678.74, 1677.02, 1686.31, 1669.14, 5.043, 5.043, 5.043, 4474.75, 4466.65, 4490.55, 4452.4, 1481.705, 1465.785, 1488.935, 3.3665000000000003, 3.3689999999999998, 5321.06, 5257.78, 5327.54, 1276.97, 1278.08, 1281.05, 1274.64, 2613.3, 2596.285, 2623.78, 2588.085, 120.265, 120.515, 4.334, 4.334, 4.54, 4.54, 4.54, 4.54, 775.61, 776.34, 778.61, 774.06, 1.0555, 1.0558, 4.249, 4.249, 54707.0, 54900.0, 54430.0, 23.0609, 74.845, 73.44, 30797.6, 30347.86, 30799.13, 16511.07, 16452.74, 8877.8, 8934.61, 8937.51, 8863.09, 13403.3, 13299.615, 13497.105, 13244.705, 113.6, 113.625, 114.625, 112.275, 1213.24, 1222.48, 1213.24, 771.11, 772.73, 765.05, 0.6748, 0.6755, 0.6768, 0.6737, 73.41, 72.69, 72.69, 1892.19, 1891.74, 1888.63, 1.2442, 1.2439, 796.7750000000003, 800.675, 788.795, 478.27, 478.27, 477.87, 677.65, 677.5, 14546.9, 2.0172, 2.0217, 325.125, 335.5, 323.0, 40281.0, 40286.0, 40116.0, 2213.57, 2194.43, 2214.41, 2192.79, 4.362, 4.362, 4.362, 2538.46, 2511.87, 1.642, 1.61, 1.642, 1.6, 890.51, 887.99, 937.4, 937.1, 1069.72, 1072.82, 1076.42, 1068.49, 13631.97, 8.0887, 8.1198, 7974.18, 7938.87, 7974.18, 7938.87, 820.19, 810.9, 820.19, 806.39, 2.06085, 2.04895, 2.04275, 115.63, 12.172, 11.885, 776.25, 5.945, 4358.55, 4375.29
2007-09-05, 1865.59, 4.426, 4.426, 4.426, 1.3607, 1.3622, 1.3552, 531.0, 524.34, 531.75, 522.32, 9.949, 124.39, 124.45, 123.95, 5.629, 5.44, 5.712999999999999, 5.2589999999999995, 54833.88, 55566.48, 54587.92, 4.471, 4.471, 4.471, 4.471, 7635.41, 7725.34, 7595.45, 1904.76, 1901.63, 1663.23, 1678.74, 1678.74, 1659.26, 5.059, 5.059, 5.059, 4479.25, 4481.55, 4501.3, 4460.4, 1489.42, 1473.96, 1496.4, 3.322, 3.37, 5294.05, 5333.4, 5357.93, 1277.74, 1276.52, 1280.08, 1272.48, 2630.24, 2596.38, 2644.45, 2596.38, 120.51, 120.54, 4.346, 4.346, 4.553, 4.553, 4.553, 4.553, 774.8, 775.23, 777.92, 772.6, 1.0528, 1.057, 4.263999999999999, 4.263999999999999, 55523.0, 55750.0, 54410.0, 22.9896, 75.25, 73.48, 30932.71, 30802.59, 31015.77, 16445.73, 16392.21, 8966.35, 8854.34, 8974.78, 8813.21, 13448.86, 13358.39, 13521.86, 13248.57, 114.55, 115.0, 115.8, 112.8, 1222.31, 1226.6, 1210.5, 774.15, 777.13, 767.5, 0.6759999999999999, 0.6747, 0.6769, 0.6737, 73.92, 73.41, 72.78, 1890.64, 1891.26, 1885.15, 1.253, 1.2463, 800.69, 805.68, 791.06, 480.46, 480.46, 480.06, 682.5, 682.5, 14590.1, 2.0185, 2.0198, 327.5, 340.5, 324.75, 40324.0, 40236.0, 39978.0, 2215.12, 2211.99, 2226.99, 2202.19, 4.383, 4.383, 4.383, 2542.52, 2520.46, 1.6230000000000002, 1.635, 1.635, 1.595, 895.03, 888.11, 939.1, 936.3, 1077.61, 1067.05, 1079.7, 1061.18, 13673.69, 8.0724, 8.144, 7833.43, 7974.18, 7974.18, 7833.43, 810.86, 818.43, 818.43, 810.37, 2.0795, 2.0574, 2.0535, 115.31, 12.280999999999999, 12.0, 784.0, 5.96, 4376.22, 4384.7
2007-09-06, 1888.81, 4.405, 4.405, 4.405, 1.365, 1.3604, 1.3569, 523.02, 530.24, 530.24, 522.92, 9.95, 124.22, 124.37, 123.94, 5.805, 5.699, 5.854, 5.56, 55243.23, 55243.23, 54155.74, 4.4860000000000015, 4.4860000000000015, 4.4860000000000015, 4.4860000000000015, 7700.76, 7717.16, 7588.03, 1905.3, 1903.56, 1654.0, 1663.24, 1671.3, 1652.99, 5.05, 5.05, 5.05, 4475.85, 4479.6, 4507.75, 4458.55, 1472.29, 1488.76, 1488.76, 3.279, 3.3110000000000004, 5310.72, 5296.07, 5337.93, 1280.43, 1276.96, 1282.5, 1272.06, 2605.95, 2618.28, 2621.54, 2596.7, 120.38, 120.49, 4.367, 4.367, 4.465, 4.465, 4.465, 4.465, 778.85, 774.46, 780.34, 772.51, 1.0491, 1.0569, 4.2810000000000015, 4.2810000000000015, 54407.0, 55280.0, 54030.0, 23.0115, 75.92, 74.75, 30809.55, 30903.61, 30903.61, 16506.11, 16154.9, 8843.07, 8953.61, 8962.76, 8823.83, 13305.47, 13442.85, 13442.85, 13203.86, 112.45, 114.25, 114.25, 112.5, 1226.08, 1228.06, 1197.64, 771.5, 778.33, 767.3, 0.6758, 0.6755, 0.6773, 0.6749, 74.34, 74.25, 73.74, 1895.0, 1890.37, 1879.46, 1.2563, 1.2494, 790.46, 798.22, 787.77, 475.25, 475.25, 474.88, 679.1, 678.6, 14240.1, 2.0138, 2.0229, 339.5, 339.75, 328.25, 39347.0, 40210.0, 39309.0, 2214.62, 2228.34, 2230.67, 2193.36, 4.352, 4.352, 4.352, 2541.63, 2521.25, 1.635, 1.63, 1.65, 1.63, 890.08, 887.15, 938.05, 936.55, 1067.5, 1076.91, 1081.45, 1067.5, 13688.04, 8.1414, 8.1571, 7814.49, 7833.43, 7833.43, 7814.49, 814.5, 817.42, 818.26, 811.93, 2.0999, 2.0816, 2.0802, 114.97, 12.19, 12.115, 808.25, 5.965, 4321.16, 4383.15
2007-09-07, 1884.9, 4.341, 4.341, 4.341, 1.3689, 1.365, 1.3635, 527.21, 526.04, 527.29, 520.81, 9.955, 124.56, 124.62, 124.18, 5.65, 5.856, 6.019, 5.584, 54413.09, 55093.97, 54413.09, 4.435, 4.435, 4.435, 4.435, 7618.34, 7644.43, 7510.77, 1920.88, 1905.25, 1673.14, 1654.06, 1676.54, 1654.0, 5.0280000000000005, 5.0280000000000005, 5.0280000000000005, 4518.6, 4475.7, 4522.5, 4445.55, 1478.55, 1472.03, 1481.49, 3.3160000000000003, 3.27, 5393.66, 5336.67, 5412.32, 1285.79, 1280.0, 1287.94, 1279.44, 2614.32, 2615.74, 2620.89, 2595.52, 120.54, 120.68, 4.303, 4.303, 4.519, 4.519, 4.519, 4.519, 781.49, 778.58, 783.21, 778.32, 1.0541, 1.0583, 4.215, 4.215, 54597.0, 55000.0, 54080.0, 23.0933, 77.43, 75.33, 30816.95, 30809.55, 30977.15, 16003.88, 15840.05, 8830.1, 8896.73, 8897.17, 8758.34, 13363.35, 13306.44, 13464.79, 13217.11, 113.55, 112.65, 113.6, 112.65, 1197.64, 1207.51, 1185.15, 778.7, 779.44, 767.78, 0.6765, 0.6756, 0.6779, 0.6739, 74.77, 74.5, 73.74, 1900.23, 1894.17, 1891.15, 1.2551, 1.2499, 792.92, 795.46, 785.45, 481.25, 481.25, 480.94, 692.4, 692.2, 14198.4, 2.02, 2.0268, 329.0, 330.75, 321.0, 39435.0, 39549.0, 38996.0, 2220.78, 2197.06, 2220.78, 2195.04, 4.332, 4.332, 4.332, 2544.4, 2522.38, 1.621, 1.595, 1.625, 1.585, 892.52, 887.02, 939.15, 938.15, 1052.22, 1073.65, 1075.11, 1049.93, 13739.52, 8.14, 8.1837, 7850.386666666666, 7851.363333333334, 7863.013333333332, 7838.736666666668, 809.82, 812.66, 815.16, 809.31, 2.1368, 2.1095, 2.1025, 114.79, 12.365, 12.23, 843.5, 5.9, 4330.45, 4339.5
2007-09-10, 1835.87, 4.355, 4.355, 4.355, 1.3768, 1.3695, 1.3664, 517.43, 526.17, 529.25, 516.49, 9.961, 124.44, 124.59, 124.19, 5.501, 5.605, 5.62, 5.4270000000000005, 54483.55499999999, 54823.995, 53367.03999999999, 4.455, 4.455, 4.455, 4.455, 7612.92, 7629.86, 7420.83, 1898.19, 1896.17, 1638.11, 1673.13, 1673.17, 1633.82, 5.012, 5.012, 5.012, 4509.5, 4518.65, 4547.75, 4499.9, 1453.55, 1478.55, 1478.55, 3.26, 3.3169999999999997, 5277.18, 5381.19, 5405.36, 1291.51, 1285.5, 1294.64, 1280.45, 2565.7, 2581.48, 2584.28, 2556.59, 120.475, 120.595, 4.313, 4.313, 4.385, 4.385, 4.385, 4.385, 789.37, 781.75, 790.91, 779.04, 1.0517, 1.0578, 4.2139999999999995, 4.2139999999999995, 53688.0, 54275.0, 53115.0, 23.1889, 77.0, 75.63, 30252.77, 30816.2, 30816.2, 16179.78, 16027.93, 8676.13, 8801.48, 8852.78, 8667.08, 13113.38, 13360.74, 13360.74, 13059.16, 113.75, 113.7, 114.25, 113.5, 1190.67, 1193.06, 1155.06, 775.07, 779.56, 772.19, 0.6783, 0.6767, 0.6799, 0.6759, 75.07, 74.81, 74.18, 1904.57, 1899.47, 1890.71, 1.2622, 1.2535, 775.79, 787.32, 772.97, 478.11, 478.11, 477.49, 700.8, 700.8, 13873.4, 2.0234, 2.0324, 323.25, 332.25, 319.75, 38494.0, 39304.0, 38494.0, 2239.9, 2229.62, 2243.2, 2228.7, 4.247, 4.247, 4.247, 2555.71, 2524.31, 1.597, 1.655, 1.655, 1.585, 889.02, 887.23, 938.05, 936.75, 1046.495, 1056.33, 1060.935, 1042.99, 13661.35, 8.2735, 8.2988, 7886.283333333334, 7869.296666666666, 7892.596666666667, 7862.983333333333, 801.46, 812.33, 812.5, 798.2, 2.1432, 2.1378, 2.12, 113.11, 12.592, 12.405, 818.5, 5.945, 4227.47, 4338.96
2007-09-11, 1847.36, 4.2860000000000005, 4.2860000000000005, 4.2860000000000005, 1.3798, 1.3784, 1.3767, 512.9, 517.48, 520.05, 512.42, 9.963, 124.92, 125.11, 124.37, 5.891, 5.348, 5.989, 5.249, 54554.02, 54554.02, 52320.99, 4.324, 4.324, 4.324, 4.324, 7437.69, 7467.45, 7369.7, 1898.26, 1894.81, 1641.04, 1638.11, 1645.89, 1630.83, 4.948, 4.948, 4.948, 4507.85, 4506.85, 4515.25, 4452.95, 1451.7, 1453.5, 1462.25, 3.264, 3.26, 5355.29, 5208.32, 5356.86, 1296.37, 1292.34, 1298.62, 1291.4, 2559.11, 2581.78, 2588.88, 2536.93, 120.74, 121.02, 4.226, 4.226, 4.322, 4.322, 4.322, 4.322, 792.06, 790.24, 794.04, 789.97, 1.0547, 1.0594, 4.118, 4.118, 52779.0, 53550.0, 52150.0, 23.1617, 78.47, 75.52, 29893.18, 30252.77, 30265.54, 15906.52, 15651.83, 8612.48, 8688.04, 8713.88, 8603.81, 13127.85, 13116.39, 13280.67, 12992.02, 117.05, 114.2, 116.35, 114.2, 1159.95, 1168.64, 1143.72, 775.65, 777.2, 768.31, 0.6808, 0.6794, 0.6809999999999999, 0.6781, 75.48, 74.83, 73.86, 1904.69, 1901.75, 1900.53, 1.2611, 1.2468, 769.81, 780.68, 759.42, 482.14, 482.14, 481.64, 705.0, 702.0, 13726.3, 2.0283, 2.0333, 331.25, 336.75, 326.0, 38407.0, 38583.0, 38251.0, 2209.64, 2202.0, 2210.96, 2195.15, 4.2219999999999995, 4.2219999999999995, 4.2219999999999995, 2559.36, 2535.08, 1.597, 1.585, 1.597, 1.5, 893.91, 886.2, 939.5, 938.2, 1040.77, 1039.01, 1046.76, 1036.05, 13645.7, 8.2652, 8.3507, 7922.18, 7887.23, 7922.18, 7887.23, 796.85, 798.72, 798.95, 790.49, 2.1716, 2.144, 2.13, 112.58, 12.532, 12.47, 837.0, 5.81, 4190.77, 4246.94
2007-09-12, 1813.52, 4.27, 4.27, 4.27, 1.3838, 1.3807, 1.3779, 521.53, 518.07, 521.88, 516.68, 9.9, 124.44, 124.87, 124.34, 5.934, 5.972, 5.994, 5.815, 52659.64, 53953.99, 52659.64, 4.303, 4.303, 4.303, 4.303, 7409.25, 7481.98, 7409.25, 1911.97, 1898.4, 1648.65, 1641.15, 1651.6, 1641.04, 4.894, 4.894, 4.894, 4497.05, 4509.65, 4538.6, 4487.15, 1471.49, 1451.69, 1472.48, 3.389, 3.29, 5113.97, 5362.94, 5395.04, 1295.51, 1296.38, 1297.51, 1289.49, 2597.47, 2573.28, 2598.94, 2572.86, 120.225, 120.745, 4.239, 4.239, 4.374, 4.374, 4.374, 4.374, 787.29, 791.87, 792.42, 786.32, 1.0517, 1.0533, 4.083, 4.083, 53915.0, 54000.0, 52410.0, 23.2119, 78.37, 76.92, 30191.14, 29893.18, 30307.36, 15787.86, 15610.65, 8717.16, 8674.28, 8731.17, 8657.6, 13308.39, 13129.4, 13369.77, 13124.68, 116.55, 116.75, 117.1, 115.95, 1147.2, 1173.82, 1147.2, 780.79, 781.82, 772.39, 0.6805, 0.6808, 0.6819, 0.6794, 76.38, 75.95, 75.0, 1903.15, 1903.82, 1893.72, 1.2571, 1.2542, 782.27, 782.66, 771.31, 485.88, 485.88, 485.5, 703.5, 702.8, 13965.5, 2.0278, 2.0339, 329.75, 330.0, 322.0, 38854.0, 38706.0, 38407.0, 2211.41, 2211.1, 2220.9, 2204.97, 4.247, 4.247, 4.247, 2573.99, 2544.24, 1.55, 1.52, 1.55, 1.52, 898.08, 889.88, 936.3, 936.0, 1048.65, 1038.92, 1049.28, 1032.68, 13632.64, 8.1868, 8.2856, 7778.96, 7922.18, 7922.18, 7778.96, 801.54, 800.53, 804.33, 796.09, 2.1827, 2.1848, 2.1557, 113.36, 12.667, 12.55, 850.0, 5.845, 4250.7, 4254.76
2007-09-13, 1848.02, 4.334, 4.334, 4.334, 1.3904, 1.3834, 1.3825, 523.38, 522.43, 524.18, 518.59, 9.885, 123.97, 124.47, 123.86, 6.438, 5.939, 6.49, 5.931, 53921.81, 54621.83, 53718.36, 4.322, 4.322, 4.322, 4.322, 7458.68, 7477.99, 7420.66, 1899.95, 1899.84, 1635.69, 1648.65, 1656.4, 1633.16, 4.894, 4.894, 4.894, 4496.85, 4498.65, 4531.5, 4490.4, 1471.56, 1471.1, 1479.5, 3.36, 3.361, 5172.63, 5092.58, 5192.3, 1296.34, 1294.4, 1297.59, 1289.84, 2592.07, 2592.83, 2612.18, 2590.38, 119.73, 120.23, 4.234, 4.234, 4.416, 4.416, 4.416, 4.416, 787.03, 786.52, 789.06, 784.43, 1.0423, 1.0449, 4.113, 4.113, 53856.0, 54720.0, 53500.0, 23.2045, 80.18, 78.01, 30076.33, 30191.14, 30317.5, 15978.78, 15731.32, 8783.96, 8733.91, 8795.67, 8696.21, 13291.65, 13298.31, 13408.62, 13195.4, 117.1, 117.35, 117.35, 117.0, 1172.42, 1180.6, 1163.03, 784.9, 786.76, 776.16, 0.6853, 0.6806, 0.6854, 0.6802, 77.68, 76.39, 76.09, 1891.69, 1901.64, 1890.75, 1.2669, 1.2609, 777.9, 783.38, 776.8, 488.76, 488.76, 488.47, 713.9, 712.5, 13980.4, 2.0323, 2.0368, 323.5, 341.75, 321.75, 39004.0, 38886.0, 38603.0, 2209.93, 2223.44, 2227.41, 2194.26, 4.252, 4.252, 4.252, 2618.08, 2571.14, 1.526, 1.545, 1.55, 1.515, 899.23, 892.14, 932.35, 932.15, 1051.1075, 1044.27, 1052.46, 1038.3000000000004, 13689.59, 8.1653, 8.2058, 7788.11, 7778.96, 7788.11, 7778.96, 802.0, 807.39, 808.06, 801.91, 2.2191, 2.182, 2.1771, 113.75, 12.625, 12.5, 881.5, 5.855, 4255.67, 4261.01
