@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute Brazil_Now numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_High numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Open numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Open numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Low numeric

@data
2011-12-20, 1793.06, 1.896, 1.837, 1.2981, 291.35, 5387.34, 5343.08, 12.815, 12.9805, 12.784, 182.18, 3.096, 55298.33, 1.423, 1.423, 1.423, 5775.24, 5644.19, 1370.11, 1373.73, 1383.69, 1382.88, 1383.42, 1358.65, 2.081, 2.081, 2.081, 2.081, 4613.1, 4623.15, 1205.35, 1219.74, 1224.57, 3.301, 3.321, 3.279, 2218.24, 2208.07, 1528.48, 1508.56, 2570.65, 2518.01, 151.095, 148.78, 148.67, 3.1010000000000004, 3.1010000000000004, 3.1010000000000004, 3.1010000000000004, 1.81, 1.81, 1.81, 1.81, 1254.67, 1235.22, 1.0379, 1.0365, 1.0415, 1.0331, 1.889, 1.889, 57090.0, 56225.0, 22.3197, 22.0625, 22.0198, 92.54, 36062.58, 36440.64, 8363.39, 8272.26, 3.87, 3.78, 3.9, 3.78, 5767.98, 5789.19, 11866.54, 11735.19, 215.3, 215.3, 931.18, 949.44, 930.06, 1163.55, 0.8383, 0.8389, 104.57, 102.37, 1800.54, 1827.9, 1.3030000000000002, 1.2909, 707.0, 625.37, 637.44, 1594.4, 8253.0, 8354.0, 1.5499, 1.5464, 601.0, 584.25, 14548.2, 14467.99, 14446.85, 3753.28, 5.226, 5.316, 0.7617, 0.7542, 5892.69, 5898.01, 5860.96, 0.975, 0.98, 0.97, 1133.3, 1117.16, 1136.59, 1176.25, 1159.25, 1158.15, 1082.47, 11659.78, 11666.86, 11507.62, 14.8651, 6275.92, 6278.5, 6251.94, 1033.55, 1039.03, 1029.15, 2.8362, 6.836, 6.836, 78.02, 77.82, 29.6, 29.6, 28.68, 585.88, 603.13, 3.86, 3.86, 1987.74
2011-12-21, 1848.41, 1.9509999999999998, 1.854, 1.2994, 292.63, 5364.99, 5328.67, 12.96, 12.985, 12.645, 182.26, 3.128, 56864.85, 1.454, 1.454, 1.454, 5847.71, 5637.53, 1395.79, 1370.11, 1396.12, 1409.84, 1382.87, 1367.4, 2.089, 2.089, 2.089, 2.089, 4544.2, 4637.25, 1241.3, 1205.72, 1242.82, 3.363, 3.378, 3.3369999999999997, 2215.93, 2209.7, 1514.84, 1508.45, 2604.52, 2566.87, 148.785, 150.99, 148.63, 3.103, 3.103, 3.103, 3.103, 1.9269999999999998, 1.9269999999999998, 1.9269999999999998, 1.9269999999999998, 1243.02, 1236.81, 1.0303, 1.0379, 1.0389, 1.0261, 1.9609999999999999, 1.9609999999999999, 56150.0, 56150.0, 21.9443, 22.2633, 21.8593, 94.14, 35620.28, 36373.2, 8318.03, 8317.73, 3.83, 3.85, 3.86, 3.82, 5804.31, 5805.5, 11769.21, 11768.83, 220.0, 224.05, 932.5, 960.55, 927.47, 1167.44, 0.8352, 0.8384, 107.27, 103.91, 1822.38, 1824.83, 1.311, 1.293, 724.1, 629.08, 631.5, 1615.6, 8454.4, 8454.4, 1.5656, 1.5495, 607.0, 596.25, 14965.18, 14562.22, 14503.52, 3745.05, 5.119, 5.205, 0.7566, 0.7558, 5861.02, 5908.54, 5851.94, 0.9790000000000001, 0.975, 0.9690000000000001, 1124.55, 1132.58, 1133.82, 1158.0, 1176.5, 1158.0, 1095.01, 11627.01, 11753.5, 11573.36, 14.8409, 6288.28, 6288.42, 6260.85, 1033.29, 1041.28, 1033.29, 2.8680000000000003, 6.584, 6.584, 77.86, 78.02, 29.23, 29.485, 29.2, 599.5, 608.63, 3.855, 3.855, 1995.25
2011-12-22, 1847.49, 1.966, 1.883, 1.3024, 300.47, 5419.6, 5371.65, 12.728, 12.7445, 12.503, 180.51, 3.155, 56653.37, 1.495, 1.495, 1.495, 5965.35, 5771.62, 1382.5, 1395.79, 1417.1, 1385.17, 1409.84, 1380.97, 2.042, 2.042, 2.042, 2.042, 4693.15, 4707.35, 1243.72, 1241.25, 1245.09, 3.389, 3.407, 3.352, 2191.15, 2230.18, 1501.81, 1498.69, 2590.61, 2544.66, 147.99, 148.66, 147.12, 3.1210000000000004, 3.1210000000000004, 3.1210000000000004, 3.1210000000000004, 1.97, 1.97, 1.97, 1.97, 1230.09, 1224.78, 1.0266, 1.0299, 1.031, 1.0208, 1.942, 1.942, 57745.0, 56705.0, 21.9714, 21.8797, 21.69, 96.8, 36239.39, 36629.71, 8442.74, 8440.89, 3.83, 3.83, 3.83, 3.82, 5804.77, 5844.25, 12103.28, 11999.44, 222.1, 222.8, 966.69, 973.85, 953.5, 1161.84, 0.8322, 0.8351, 108.17, 106.16, 1811.75, 1814.49, 1.3194, 1.3039, 726.1, 626.93, 627.53, 1611.9, 8378.4, 8606.5, 1.5675, 1.5649, 616.5, 601.0, 14819.86, 15100.96, 14737.36, 3752.79, 5.295, 5.093, 0.7682, 0.7654, 5851.94, 5863.1, 5838.69, 0.98, 0.988, 0.9790000000000001, 1122.07, 1123.19, 1127.2, 1151.3, 1157.5, 1145.3, 1116.93, 11718.08, 11768.8, 11670.23, 14.7147, 6330.01, 6335.89, 6288.28, 1043.75, 1049.29, 1043.75, 2.915, 6.7810000000000015, 6.7810000000000015, 78.08, 77.86, 29.82, 29.975, 29.185, 606.63, 617.88, 3.91, 3.91, 2020.93
2011-12-23, 1867.22, 1.979, 1.9080000000000001, 1.3018, 302.22, 5389.74, 5389.74, 12.681, 12.7765, 12.541, 181.53, 3.1689999999999996, 57347.87, 1.528, 1.528, 1.528, 5886.18, 5820.44, 1396.03, 1381.77, 1401.91, 1385.66, 1385.17, 1372.25, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 4733.85, 4740.6, 1254.0, 1243.72, 1255.22, 3.409, 3.4189999999999996, 3.3760000000000003, 2186.3, 2178.57, 1506.62, 1499.72, 2601.99, 2581.92, 148.34, 147.91, 147.9, 3.083, 3.083, 3.083, 3.083, 1.953, 1.953, 1.953, 1.953, 1232.78, 1228.17, 1.021, 1.0267, 1.0282, 1.0198, 1.94, 1.94, 57670.0, 57200.0, 21.9633, 21.9117, 21.8205, 98.51, 36629.72, 37066.77, 8429.54, 8383.96, 3.83, 3.84, 3.84, 3.81, 5837.06, 5848.17, 12107.59, 12107.37, 219.7, 223.4, 960.69, 970.9, 960.24, 1169.62, 0.8325, 0.8323, 108.5, 107.29, 1803.42, 1818.45, 1.314, 1.3030000000000002, 741.8, 618.31, 625.11, 1608.9, 8462.9, 8488.8, 1.5675, 1.5651, 617.5, 611.5, 15027.44, 14957.43, 14942.93, 3779.43, 5.4170000000000025, 5.3389999999999995, 0.7682, 0.7667, 5842.83, 5940.21, 5842.16, 0.977, 0.976, 0.976, 1130.87, 1120.44, 1132.09, 1154.5, 1151.3, 1151.3, 1096.51, 11766.22, 11879.99, 11743.94, 14.7218, 6358.163333333334, 6362.323333333334, 6315.8566666666675, 1042.52, 1047.09, 1037.19, 2.9258, 6.825, 6.825, 78.17, 78.08, 29.235, 29.235, 29.03, 617.13, 625.63, 3.8680000000000003, 3.8680000000000003, 2031.54
2011-12-26, 1856.7, 2.02, 1.953, 1.3026, 306.06, 5456.97, 5456.97, 12.723, 12.7645, 12.656, 180.92, 3.114, 57701.07, 1.567, 1.567, 1.567, 5913.41, 5844.64, 1394.12, 1396.03, 1410.52, 1376.11, 1385.68, 1373.42, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 4714.0, 4763.45, 1265.33, 1254.0, 1265.42, 3.463, 3.465, 3.425, 2204.78, 2183.91, 1499.58, 1497.72, 2618.84, 2599.89, 147.79, 148.27, 147.4, 3.012, 3.012, 3.012, 3.012, 2.021, 2.021, 2.021, 2.021, 1226.85, 1223.9, 1.0198, 1.0209, 1.0218, 1.018, 1.9480000000000002, 1.9480000000000002, 58230.0, 58110.0, 21.775, 21.8809, 21.7048, 99.24, 37077.7, 37231.09, 8467.0, 8430.665, 3.85, 3.84, 3.85, 3.83, 5893.89, 5894.56, 12169.8, 12169.8, 220.9, 222.85, 976.87, 982.08, 972.49, 1166.23, 0.8366, 0.8323, 108.55, 107.4, 1808.66, 1810.55, 1.3164, 1.3084, 742.9, 621.53, 623.0, 1604.7, 8542.7, 8568.5, 1.5591, 1.5589, 619.5, 614.25, 15073.99, 15166.89, 15031.62, 3777.02, 5.365, 5.399, 0.774, 0.772, 5919.16, 5996.72, 5919.16, 0.977, 0.975, 0.9735, 1127.18, 1130.26, 1131.75, 1149.5, 1154.5, 1147.4, 1106.625, 11900.61, 11949.08, 11884.18, 14.6753, 6386.3166666666675, 6388.756666666666, 6343.4333333333325, 1037.37, 1045.91, 1037.37, 2.9227, 6.992000000000001, 6.992000000000001, 78.08, 78.17, 29.22, 29.28, 29.02, 620.63, 627.63, 3.87, 3.87, 2046.27
2011-12-27, 1842.02, 2.0196666666666667, 1.953, 1.3032, 306.935, 5475.546666666667, 5468.3, 12.682, 12.7665, 12.635, 180.64, 3.113, 57669.48, 1.5776666666666666, 1.5776666666666666, 1.5776666666666666, 5918.895, 5861.31, 1413.52, 1394.12, 1413.75, 1390.08, 1376.11, 1374.64, 2.029666666666667, 2.029666666666667, 2.029666666666667, 2.029666666666667, 4779.0, 4787.25, 1265.38, 1259.51, 1267.395, 3.4335, 3.4475, 3.4115, 2190.11, 2193.66, 1508.14, 1493.62, 2626.09, 2605.33, 148.5, 147.73, 147.17, 3.0005, 3.0005, 3.0005, 3.0005, 2.026, 2.026, 2.026, 2.026, 1234.3, 1221.27, 1.0201, 1.0211, 1.0235, 1.0179, 1.9355, 1.9355, 58450.0, 58405.0, 21.9082, 21.7614, 21.6799, 99.305, 37043.75, 37242.95, 8504.46, 8477.37, 3.84, 3.85, 3.86, 3.84, 5890.4, 5905.785, 12231.634999999998, 12219.884999999998, 217.88, 217.88, 980.09, 983.985, 974.035, 1174.23, 0.8354, 0.8362, 109.025, 107.625, 1791.75, 1807.91, 1.3159999999999998, 1.3103, 742.8499999999997, 618.91, 623.92, 1599.45, 8536.150000000001, 8577.15, 1.5629, 1.5591, 620.13, 620.13, 14999.0, 15152.73, 14948.42, 3767.275, 5.352, 5.4075000000000015, 0.7744, 0.7738, 5950.87, 6009.475, 5950.87, 0.977, 0.9740000000000001, 0.971, 1132.24, 1124.93, 1134.57, 1155.0, 1149.5, 1145.2, 1116.74, 11898.193333333335, 11938.37, 11826.043333333333, 14.6506, 6414.47, 6415.19, 6371.01, 1032.51, 1042.32, 1031.49, 2.912, 6.9875000000000025, 6.9875000000000025, 78.01, 78.09, 29.09, 29.18, 29.045, 621.75, 621.75, 3.88, 3.88, 2054.45
2011-12-28, 1825.12, 2.019333333333333, 1.953, 1.3041, 307.81, 5494.123333333333, 5479.63, 12.743, 12.821, 12.614, 182.12, 3.112, 58005.2, 1.5883333333333334, 1.5883333333333334, 1.5883333333333334, 5924.38, 5877.98, 1398.51, 1413.52, 1413.92, 1386.14, 1390.08, 1375.96, 2.021333333333333, 2.021333333333333, 2.021333333333333, 2.021333333333333, 4750.5, 4800.5, 1265.43, 1265.02, 1269.37, 3.404, 3.43, 3.398, 2166.21, 2186.71, 1511.09, 1502.04, 2633.34, 2610.77, 148.66, 148.43, 147.98, 2.989, 2.989, 2.989, 2.989, 2.002, 2.002, 2.002, 2.002, 1237.65, 1228.54, 1.0189, 1.0202, 1.0217, 1.0175, 1.923, 1.923, 58405.0, 58280.0, 21.8471, 21.8946, 21.7514, 99.37, 37215.88, 37215.88, 8443.0, 8428.53, 3.85, 3.84, 3.85, 3.84, 5886.91, 5917.01, 12293.47, 12269.97, 218.35, 223.0, 983.31, 985.89, 975.58, 1174.24, 0.8341, 0.8356, 109.5, 107.85, 1804.37, 1816.07, 1.3191, 1.3099, 742.8, 621.94, 625.23, 1594.2, 8529.6, 8585.8, 1.5666, 1.5595, 633.25, 624.75, 14924.01, 15138.57, 14865.22, 3757.53, 5.3389999999999995, 5.416, 0.774, 0.7706, 5982.58, 6022.23, 5982.58, 0.9840000000000001, 0.9740000000000001, 0.971, 1134.7, 1131.09, 1137.55, 1156.15, 1155.0, 1151.4, 1121.53, 11895.776666666667, 11927.66, 11767.906666666668, 14.7615, 6400.1, 6426.83, 6390.84, 1028.38, 1033.93, 1024.32, 2.9354, 6.983, 6.983, 77.88, 78.01, 28.97, 28.97, 28.97, 629.13, 646.88, 3.89, 3.89, 2048.83
2011-12-29, 1825.74, 2.019, 1.953, 1.291, 306.76, 5512.7, 5490.96, 12.72, 12.781, 12.544, 182.18, 3.0839999999999996, 56533.76, 1.599, 1.599, 1.599, 5901.35, 5771.27, 1382.19, 1398.51, 1399.81, 1383.09, 1386.14, 1379.53, 2.013, 2.013, 2.013, 2.013, 4705.8, 4756.2, 1249.64, 1265.38, 1265.85, 3.36, 3.4, 3.37, 2170.01, 2157.65, 1497.4, 1493.69, 2626.34, 2586.85, 148.92, 148.59, 148.25, 3.0010000000000003, 3.0010000000000003, 3.0010000000000003, 3.0010000000000003, 1.921, 1.921, 1.921, 1.921, 1227.66, 1224.99, 1.0244, 1.0183, 1.0253, 1.0124, 1.902, 1.902, 58600.0, 57280.0, 21.885, 21.7883, 21.6325, 99.11, 37095.45, 37159.04, 8426.09, 8414.9, 3.85, 3.84, 3.85, 3.84, 5895.25, 5922.65, 12288.85, 12140.17, 221.9, 229.3, 974.6, 981.37, 966.94, 1167.97, 0.8372, 0.8340000000000001, 109.5, 106.77, 1810.56, 1816.7, 1.3223, 1.3071, 734.7, 620.78, 622.94, 1562.9, 8358.4, 8560.4, 1.5452, 1.5446, 642.5, 630.25, 14796.55, 14934.26, 14791.21, 3744.63, 5.178, 5.34, 0.7718, 0.7672, 6015.09, 6106.22, 6015.09, 0.9990000000000001, 0.985, 0.985, 1130.04, 1134.66, 1141.98, 1157.5, 1156.15, 1153.3, 1118.78, 11893.36, 11916.95, 11709.77, 14.8157, 6418.13, 6418.77, 6381.97, 1028.19, 1028.94, 1023.1, 2.9252, 6.968999999999999, 6.968999999999999, 77.95, 77.88, 28.595, 28.595, 27.455, 643.63, 655.75, 3.9, 3.9, 2040.78
2012-01-02, 1826.37, 1.9809999999999999, 1.9380000000000002, 1.2857, 305.36, 5507.4, 5496.87, 12.742, 12.778, 12.528, 181.62, 3.0269999999999997, 56754.08, 1.551, 1.551, 1.551, 5848.78, 5775.79, 1365.13, 1379.53, 1381.64, 1387.06, 1383.09, 1360.99, 1.9680000000000002, 1.9680000000000002, 1.9680000000000002, 1.9680000000000002, 4646.25, 4701.8, 1263.02, 1249.75, 1263.54, 3.365, 3.397, 3.33, 2173.56, 2161.18, 1499.41, 1484.1, 2614.87, 2593.04, 148.86, 148.81, 147.76, 3.103, 3.103, 3.103, 3.103, 1.899, 1.899, 1.899, 1.899, 1230.79, 1218.49, 1.0208, 1.0247, 1.0271, 1.0203, 1.867, 1.867, 57115.0, 56855.0, 21.8281, 21.8715, 21.5136, 98.3, 36646.64, 37185.73, 8367.71, 8330.87, 3.77, 3.83, 3.83, 3.77, 5896.6, 5906.51, 12152.09, 12152.09, 225.75, 227.2, 970.18, 977.52, 967.31, 1173.37, 0.8407, 0.8371, 108.1, 106.5, 1787.8, 1790.36, 1.3202, 1.3065, 738.1, 617.36, 620.67, 1539.9, 8487.9, 8487.9, 1.5415, 1.5362, 638.0, 635.25, 14908.53, 14868.69, 14745.01, 3736.23, 5.171, 5.202000000000001, 0.7672, 0.7654, 6093.42, 6141.32, 6085.09, 0.998, 0.996, 0.988, 1133.09, 1129.0, 1134.09, 1157.0, 1157.5, 1149.3, 1089.93, 11703.18, 11842.06, 11703.87, 14.7655, 6408.425, 6408.785, 6379.4050000000025, 1023.91, 1031.26, 1019.55, 2.9306, 7.006, 7.006, 77.67, 77.95, 26.925, 27.52, 26.385, 649.38, 654.38, 3.84, 3.84, 2038.79
2012-01-03, 1875.41, 1.9895, 1.9405, 1.2916, 312.45, 5539.84, 5534.575, 12.765999999999998, 12.7855, 12.528, 183.16, 3.01, 57829.27, 1.5455, 1.5455, 1.5455, 6075.52, 5900.18, 1399.68, 1380.6999999999994, 1408.48, 1415.91, 1392.67, 1381.1, 1.9955, 1.9955, 1.9955, 1.9955, 4636.75, 4645.95, 1270.04, 1254.3049999999996, 1274.08, 3.4450000000000003, 3.464, 3.3955, 2172.17, 2178.12, 1493.66, 1491.23, 2640.385, 2617.51, 148.72, 149.15, 148.43, 3.238, 3.238, 3.238, 3.238, 1.8730000000000002, 1.8730000000000002, 1.8730000000000002, 1.8730000000000002, 1228.75, 1224.77, 1.0196, 1.0208, 1.0215, 1.0177, 1.901, 1.901, 57770.0, 57155.0, 21.6706, 21.8502, 21.6551, 98.975, 37077.52, 37395.83, 8428.32, 8403.146666666667, 3.78, 3.77, 3.79, 3.77, 5973.765, 5979.84, 12186.64, 12186.64, 226.75, 226.75, 986.01, 1005.33, 980.95, 1181.78, 0.8337, 0.8342, 110.27, 107.425, 1796.37, 1798.36, 1.3286, 1.3218, 743.8, 621.61, 622.57, 1569.8000000000006, 8723.8, 8724.2, 1.5503, 1.5469, 647.13, 647.13, 15454.62, 15095.64, 15092.3, 3797.0, 5.127999999999999, 5.149, 0.7774, 0.7762, 6074.52, 6108.77, 6066.98, 0.996, 0.9886666666666668, 0.982, 1133.28, 1134.34, 1138.84, 1155.15, 1159.0, 1153.4, 1097.76, 11900.205, 12029.41, 11829.905, 14.9533, 6398.72, 6398.8, 6376.84, 1028.01, 1034.7833333333333, 1024.3733333333332, 2.943, 6.9, 7.069, 76.95, 77.04, 27.815, 28.16, 27.815, 653.13, 653.13, 3.8965, 3.8965, 2081.76
2012-01-04, 1866.22, 1.9980000000000002, 1.943, 1.2931, 314.79, 5572.28, 5572.28, 12.702, 12.748, 12.486, 181.71, 2.9930000000000003, 59264.87, 1.54, 1.54, 1.54, 6179.03, 6108.62, 1434.23, 1381.87, 1435.32, 1444.76, 1402.25, 1401.21, 2.023, 2.023, 2.023, 2.023, 4765.3, 4773.1, 1277.06, 1258.86, 1284.62, 3.525, 3.531, 3.4610000000000003, 2170.78, 2195.06, 1495.02, 1488.32, 2665.9, 2641.98, 147.5, 148.64, 147.23, 3.2680000000000002, 3.2680000000000002, 3.2680000000000002, 3.2680000000000002, 1.956, 1.956, 1.956, 1.956, 1229.03, 1222.9, 1.011, 1.0187, 1.0196, 1.0073, 1.913, 1.913, 58900.0, 58670.0, 21.5763, 21.6592, 21.5264, 99.65, 37334.66, 37696.15, 8488.93, 8475.423333333334, 3.79, 3.78, 3.81, 3.78, 6050.93, 6053.17, 12221.19, 12221.19, 226.85, 228.0, 1004.37, 1018.8, 1000.7, 1188.2, 0.8340000000000001, 0.8336, 112.44, 108.35, 1790.86, 1798.61, 1.3346, 1.3255, 749.5, 617.16, 626.34, 1599.7, 8732.4, 8743.3, 1.5647, 1.5506, 658.5, 653.0, 15645.56, 15534.44, 15465.15, 3808.69, 5.2970000000000015, 5.143, 0.7807, 0.78, 6075.01, 6086.41, 6033.11, 0.9940000000000001, 0.9813333333333332, 0.976, 1133.35, 1132.9, 1140.75, 1145.7, 1155.65, 1144.7, 1110.49, 12097.23, 12216.76, 11955.94, 14.8939, 6413.88, 6424.76, 6398.12, 1032.11, 1038.3066666666666, 1029.1966666666667, 3.0453, 6.928999999999999, 6.888999999999999, 76.74, 76.95, 28.165, 29.63, 28.11, 665.88, 670.5, 3.9530000000000003, 3.9530000000000003, 2103.21
2012-01-05, 1863.74, 2.015, 1.976, 1.2898, 314.24, 5699.91, 5646.36, 12.497, 12.5975, 12.475, 181.73, 3.096, 59364.95, 1.568, 1.568, 1.568, 6163.48, 6088.06, 1434.19, 1434.23, 1448.16, 1447.59, 1444.76, 1437.62, 2.04, 2.04, 2.04, 2.04, 4749.65, 4782.85, 1277.3, 1277.03, 1278.73, 3.429, 3.48, 3.423, 2169.39, 2212.0, 1486.37, 1482.33, 2653.18, 2627.23, 147.83, 147.37, 147.25, 3.3160000000000003, 3.3160000000000003, 3.3160000000000003, 3.3160000000000003, 1.984, 1.984, 1.984, 1.984, 1219.57, 1215.96, 1.0127, 1.0112, 1.0165, 1.0105, 1.903, 1.903, 59575.0, 59140.0, 21.7244, 21.5534, 21.5383, 101.88, 37382.16, 37521.54, 8549.54, 8547.7, 3.79, 3.81, 3.81, 3.79, 6058.08, 6071.17, 12392.46, 12337.25, 226.0, 229.15, 1012.7, 1015.85, 1002.3, 1190.55, 0.8287, 0.8339, 113.97, 111.27, 1791.11, 1801.62, 1.3359, 1.3274, 742.1, 625.31, 632.49, 1611.9, 8581.8, 8701.3, 1.5616, 1.558, 658.5, 653.5, 15327.03, 15611.06, 15287.5, 3858.06, 5.459, 5.3420000000000005, 0.79, 0.7854, 6035.65, 6043.71, 5969.15, 0.992, 0.9740000000000001, 0.97, 1134.45, 1132.36, 1137.66, 1148.35, 1145.7, 1144.9, 1108.06, 12189.71, 12234.27, 12154.04, 14.8972, 6407.87, 6420.93, 6392.34, 1036.21, 1041.83, 1034.02, 3.1011, 6.928999999999999, 6.942, 76.72, 76.74, 29.415, 29.625, 29.055, 656.38, 661.13, 3.91, 3.91, 2116.17
