@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute Brazil_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute IDX_Now numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute TA_Open numeric
@attribute TA_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2011-1-3, 0.930277913, -0.044683999999999995, 0.681335865, 0.407784465, -0.523135445, 0.678790103, 0.285726421, 1.357454935, -0.36195925, -0.8659508140000001, -0.503336065, -0.331162743, 0.26397949800000003, 1.052742989, -0.072502358, 1.174916742, 0.363486628, -1.5882324190000001, 0.454412196, -0.297574766, -0.031699423, 0.34704883700000005, 0.14255048, -0.3990779920000001, -1.187930625, -0.858278835, -0.041009432, -0.084188745, 0.648303906, 0.527295119, 0.417724985, 0.221734557, 0.1169379, 0.411527265, 1.26351966, 0.913657333, 1.8986036769999999, 1.181547229, 0.826969025, 0.643513288, -0.256747126, 0.978903388, 0.48028245799999997, 0.257828463, 0.053860605, -0.144508671, 1.195790943, 0.103476821, 0.299559026, 0.134656031, 0.467194702, 0.365643958, 0.582606683, 0.49031030299999995, -1.419843701, -0.948145713, 0.573178538, 0.473476281, 0.771990373, -0.5570538039999999, -1.273607537, -0.7086858309999999, 1.2910284459999999, 2.460121321
2011-1-4, 0.727508116, 0.533653712, 0.085977369, 0.38652214100000004, 1.635364812, 0.9839874270000001, 1.379899819, -0.217366101, -0.187496338, -0.5066387139999999, -0.405882353, 0.090200032, -0.010816011, -0.255529905, 0.807346708, 0.136500183, 0.048024475, 1.6635217, 0.593414077, 1.168979754, -0.031709474, 0.345848573, 0.142347563, 0.079444579, -0.326314705, -0.039396327, -0.19412424, -0.518755393, 0.872966476, 0.663084211, 0.540702508, 0.221243982, 0.116801315, 0.867128687, -0.14714255099999998, -0.182701052, -0.076083173, 0.040462568, 0.820186338, 0.639398672, 1.628815923, 0.38742565799999995, 0.40133664, 0.257165417, 0.053831610999999994, 1.218969164, -0.160636906, 0.400756985, 0.29866435, 0.13447495199999998, 0.46502214299999994, 0.364311874, 0.579232038, 0.487917991, 0.44163443399999996, 0.3443232, 0.133942434, 0.153079601, -0.03304643, 0.075579069, -0.402032251, -0.049069902, -0.550874919, -3.124657384
2011-1-5, -0.124212283, -0.45022511299999995, -0.7398786270000001, -1.632208923, -0.034066005, -0.5902033760000001, -0.742082617, 1.21615028, -0.35808629299999994, 0.316066725, 0.106313862, -0.19485134, -0.834346258, -1.5696157380000002, 0.15303018599999998, 0.07461583, 0.23569043899999997, 0.063498266, -0.580242735, -0.550693284, 0.35893155299999996, -0.09323084599999999, -0.297668818, -0.20017947100000005, 0.186091392, -0.181900864, -0.9203745659999999, -2.0419617530000003, 0.628979325, 0.602384027, 0.119211593, 0.22075557399999998, 0.116665049, -0.961160949, 0.04887296, -1.082756433, -0.508687376, -0.642285696, -0.166665064, 0.38799165799999996, -1.195256247, -1.224652155, -1.421365952, 0.256505773, 0.053802648, -0.32758553, 0.27548425600000004, 0.213834286, -1.219628465, -0.9604596609999999, 0.802947017, 0.181254975, 0.339435545, 0.396130992, -0.25160444, -0.177312838, -0.8752468529999999, -0.287709413, -0.652882752, -0.17769880100000002, 0.204045422, 0.267785415, -1.335940046, -0.294250792
2011-1-6, -0.237209191, 0.09491904, 0.38805136799999995, 1.055139551, -0.246494739, -0.23975192899999997, 0.255969758, -0.008233464, -0.20030635100000002, -0.36758270600000004, -0.536904832, -0.23829757899999998, 1.153254373, 1.551535168, 0.241000756, 0.170350518, 0.043237507, 0.595528654, 1.639025339, 1.730445961, 0.41919654, 0.751837402, 0.6843341159999999, -0.038041223, -0.42308750700000003, -0.752214629, -0.503926172, 0.824018418, -1.2540601679999999, 0.09033161199999999, -0.223657852, 0.220269317, 0.11652910000000001, 1.139529752, 0.375619865, -0.518931544, -0.559323276, -0.41033323299999996, 1.4352499859999999, 1.362384656, -0.291926371, -0.091252603, 0.12269298, 0.255849504, 0.053773716, 0.591907186, 0.042265758, 0.400676487, 0.315966759, 0.098134109, 0.01903348, 1.02812506, 0.387700027, 0.095768929, 0.99723863, 1.058097174, 1.4994855930000002, 0.436566379, 0.946057338, -0.02670227, -0.407259849, -0.498531114, -0.143108763, -0.283768445
2011-1-7, 0.413455846, -0.543872371, -0.400456075, -0.552935893, -0.58644459, -0.46587264899999997, -0.645350879, -0.5399545579999999, -0.05312868900000002, -0.456781448, 0.059319018, 0.605369035, -0.52074539, -0.132247912, -0.171290603, -0.290697182, -0.315704015, 0.208656832, -0.751268064, -1.0449066870000001, -0.450577302, -1.116712923, -0.546411675, -0.08994983599999999, 0.158900135, -1.232250694, -1.3546772980000001, -1.866010911, -2.8052116289999995, -1.4540291909999998, -3.04361966, 0.21978519800000001, 0.11639346800000001, 0.30949792600000003, 0.133094918, -2.375067168, -1.24611102, -1.061942562, 0.107124949, 0.090558124, -0.29278107600000003, -0.091335949, 0.122542629, 0.255196585, 0.053744815999999994, -0.147301945, -0.104837385, -0.687168911, -1.077600995, -0.622820241, -1.3825191730000002, -0.456716192, -0.468554769, -0.8524847390000001, -0.107776551, -0.434562849, -0.491013171, -0.232297161, -0.510548081, -0.089031339, 0.160014223, 0.080522502, -1.355969573, -0.6829823559999999
2011-1-10, -0.25836449, -0.305673182, -0.672902415, -0.191922328, -0.7033030809999999, -0.9566717570000001, -1.922892251, -0.917510645, 0.33666056299999997, 0.5059418760000001, -0.071140621, -1.0182291479999999, -0.99131494, -1.500602316, -0.20962890899999997, -0.537006791, -0.28302114899999997, -1.2348070309999999, -1.509088279, -1.487255046, -0.515849904, -0.672612227, -0.527638191, 0.405138682, 0.603552337, -2.004668264, -2.140338578, -1.157110068, -4.210439356, -2.7608405169999997, -4.373040448, 0.219303202, 0.11625815099999999, -0.78444383, -0.134022592, -2.400670664, -2.148932995, -2.378867002, -0.144008561, -0.157142857, -0.072440021, -0.3897129520000001, -0.23002873199999999, 0.25454699, 0.053715945999999994, -0.280129629, -0.4158736870000001, 0.038043909, 0.215108406, -0.257096216, -1.777220319, -1.579187846, -1.506433727, -2.749283488, -0.883162452, -0.93831941, -0.961599213, -0.232838037, -0.51316805, 0.47228658, 0.6523475639999999, 0.134096192, 0.5587840860000001, 1.008595989
2011-1-11, 0.360917143, 0.022503516, 1.000730871, 0.469417187, -1.053582758, -0.52140811, 0.609796695, 0.7329604340000001, 0.13538968699999998, -0.076094591, 0.344091125, -0.592021224, 0.141182098, 0.362506473, -0.289830488, 0.49784883799999996, 0.482423585, -1.220827613, -0.2692383, -0.26512874, 0.127122188, 0.936329588, 0.678622548, -0.08966754, -0.24682893399999997, -0.220271281, 1.066183443, 0.17895376, -0.673269035, -2.228146076, -0.44382214600000003, 0.218823315, 0.11612314800000001, 1.0451537640000002, 0.38454164700000004, -0.151834596, -2.259671598, -1.0944178759999998, -0.144216245, -0.157390185, -0.02847921, 1.2590269040000002, 0.478518854, 0.253900693, 0.053687108, 0.136917315, 0.450641752, 0.589456337, 0.37835898, 0.9510077570000001, -0.455782246, -1.750568209, -1.631825424, 0.045644883, -0.48336812799999995, 0.686205862, 0.378415974, -0.16611046, 0.483647565, -0.133037694, -0.23367576399999998, 0.15177216300000002, 1.5670148919999998, 0.907749915
2011-1-12, 0.31748008, 0.9786827159999999, 0.865571945, 1.058290411, 0.385504712, 1.5194678190000002, 0.551991529, 1.394898386, -0.7054259009999999, -0.468631012, -0.49663001100000004, 1.154898908, 1.7149581580000002, 1.428171625, 0.301670918, 0.4931710520000001, 0.621036636, 1.3550404530000002, 3.686251411, 2.07448138, 0.638145036, 0.230585741, 0.6857563390000001, -1.30134622, -0.422709465, 1.468196126, 5.3497341810000005, 2.0340893380000002, 2.883827815, 0.141675774, 0.615560221, 2.677649502, 1.581168215, 0.43572584200000003, 0.535488018, 1.896908291, 0.5565235479999999, 0.540855099, 0.02016996, 0.30094583, 1.497742595, 0.257865757, 1.549078692, 3.701525333, 1.835049214, 0.24124220100000002, 0.753180662, 0.474945259, 0.940870491, 0.565273983, 0.603913597, 0.637889452, 0.9001226990000001, 0.66055701, 1.5733477519999999, 1.150605872, 1.600499759, 0.592517862, 0.574721302, -1.2877442270000001, -0.433091745, -0.686396862, 1.094211621, 2.091532666
2011-1-13, -0.26110408399999996, 0.832729906, -0.09933500699999999, 0.01114051, 1.818695634, 0.47898263799999996, 1.586490442, 0.406154155, -0.307856255, -0.523806721, -0.415923945, 1.677003639, 0.193341254, 1.115039161, 0.685991149, -0.096152625, -0.06253415799999999, 4.314397649, 1.036735467, 3.222331048, 0.390086815, 0.095525822, -0.262467192, 0.104920785, -1.021570319, 5.198617588, 3.008054462, 5.2188411839999995, 0.28609445899999997, 2.117629852, 2.7087957719999998, 0.461340045, 1.731581527, 0.127404858, 0.18631294, -1.899117384, 0.874130395, -0.280038133, 0.732059965, 0.666761918, 0.272164387, 0.151095869, -0.144103277, 0.9978918529999999, 3.647846954, 0.7941049659999999, -0.013210348, 0.377846588, 0.18437073699999998, 0.057491361, 1.527204245, 0.616239375, 0.6965522609999999, 1.090747857, 0.799580228, -0.071321503, 0.08421874900000001, 0.240999925, -0.176748575, 0.089968511, -1.0297381270000001, -0.592406427, -0.021647364, -0.044057716
2011-1-14, 0.8944809229999999, -0.709846706, -0.138102472, -0.356456599, -0.05246849, -0.27207481699999997, -0.8635539090000001, -1.0282265240000001, 0.49884197399999997, 0.502899065, 0.196897375, -0.284359922, -0.014821988000000001, -0.294765985, -0.18292112300000002, 0.20265707800000002, -0.067802015, 0.150227689, 0.7590310640000001, 0.687921055, -0.545652965, -0.40782630200000003, -0.941039307, 0.223596408, 0.390529656, 2.295711374, 0.122956331, 1.512360352, 0.117814045, -1.681227759, -0.8579857479999999, -0.602304025, -0.6801550709999999, -0.089581817, 0.469291832, -1.6924842230000001, -1.686108619, -0.411420767, -0.856676639, -0.7380422959999999, -0.46312003799999996, -0.455146461, -0.68569184, -0.14568841800000001, -0.30172945100000004, -0.22398855199999998, 0.508276988, 0.060134169, -0.6179098239999999, -0.30639505300000003, -0.27244271, 0.490944266, 0.03477992, 0.130608107, -0.852102488, -0.784794048, -0.8955956509999999, -0.209807962, -0.017255996000000003, 0.229213483, 0.39465422899999997, 0.171557562, -0.736169752, -0.716253444
