@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute IDX_Now numeric
@attribute JPY_KRW_High numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute RTSI_Low numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute TA_Open numeric
@attribute TA_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2015-1-2, 0.566405128, 0.17876884699999998, 0.696257615, -0.28702913, -0.246581145, -0.130925276, -0.294529683, -0.14135241, -0.073330245, -1.206357624, -1.175213557, -1.271736165, 0.816352307, 0.330494762, -0.39096742100000004, -0.38622086899999997, -0.280139503, 0.20549134600000002, 0.72259633, -0.361267455, 0.302662164, -0.18929765199999998, -0.6961350629999999, -0.559546534, 1.78462098, 1.721646056, 0.8290199559999999, -0.120510442, -0.663437774, -0.251976184, -0.168132702, -0.8408634540000001, -1.416813104, -1.610460056, -0.176632177, 0.202440934, -0.07198473799999999, 0.18434240300000002, -0.190681673, 0.19320682100000008, 0.218376767, 1.454344624, -1.271347249
2015-1-5, -0.554909574, -1.368898072, -0.819921045, -2.3456643269999997, -0.8098148340000001, 0.099003906, -1.882599273, -1.35250017, -0.903484275, -2.257397861, -0.009930949, -1.440221529, -1.02152143, -0.293659816, -3.864817795, -0.471406152, -1.629803705, -1.150509787, -0.474124307, -2.487221837, -0.434503135, 0.666507716, -1.258339916, -1.554110207, -0.203086195, 0.41614153600000003, 0.907259281, -0.120655845, -0.667868667, -0.334100678, -0.488816776, -0.847993925, -0.216620526, -1.402709624, 0.489706463, -1.994689485, -0.072036593, 0.184003207, -0.191045963, 0.19283425199999998, 0.217900922, -4.318635456, -4.516625024
2015-1-6, -1.7382226280000002, -1.997333714, -2.345847661, -1.020731321, -1.738957604, -2.412459129, -0.492315756, -2.5822620990000003, -1.691679596, -0.905732433, -1.779443699, -1.2220236629999999, -3.495432474, -3.473119669, -0.808865411, -1.886649008, -1.1851060740000001, -2.206054231, -3.1758863610000003, -1.06937401, -0.975672367, 0.179788345, -0.712501649, -0.7535984109999999, -2.996395493, -1.3942171069999998, -3.019524385, -3.0187187910000004, -1.95996102, -0.89869114, -1.107304287, -2.8243956839999997, -1.57171784, -1.234298631, -2.317693497, -1.237979009, -0.599034525, -0.877426041, -0.7949568459999999, -0.6191696, -0.39294890299999996, -4.475630571, -4.287439614
2015-1-7, 0.07330872, -0.16032258800000002, -0.159181902, 0.566084174, -0.026451075, -0.397345657, -0.085907421, 0.275087645, -0.335388819, 0.8138278259999999, -0.7392519959999999, 0.651185208, -0.392550986, -0.246332544, -0.274702738, 0.109722192, 0.5991856010000001, -1.029808679, -0.09541984699999999, -0.35153123799999997, 0.736304086, -0.22460076899999998, -0.857323462, -0.313026934, -0.310679373, -2.121195747, -0.565873745, 0.01267533, -0.43520421200000003, -0.906840839, -1.119702804, 1.490576734, -0.8209084390000001, 0.657987192, -0.304424173, 0.732454078, -0.758306337, -0.508048928, -0.0638265, 0.410067678, 0.249665503, -2.104427238, -1.514195584
2015-1-8, 1.105195267, 1.3600642319999998, 2.459174799, 1.674008811, 0.7209046790000001, 2.166735645, 1.397352781, 1.4029992619999998, 2.74238796, 1.572229305, 1.2500302159999999, 1.2500302159999999, 0.9138926270000001, 2.054052065, 1.4239296209999999, 1.874378845, 0.83750752, 1.166312781, 0.9133237820000001, 1.3612703830000001, 0.090453072, -0.569766816, 1.355136551, 1.9055520209999999, 1.635378482, 1.1323486109999998, 1.2627937679999999, 1.66872664, 1.2364754, 1.169769168, 0.506564228, 1.4686848590000001, 1.249532547, 1.249532547, 0.308634865, 0.721099756, 1.132301096, 2.308179011, 1.347982934, 0.483894216, 0.716860673, 0.689515311, 1.9218449709999998
2015-1-9, 1.052686845, 1.39462314, 0.021219408999999998, -0.645099172, 1.197234678, 0.428542711, -0.072726823, 1.76507735, 0.048196780999999994, -0.064009825, 1.813611551, 0.535016829, 1.585277008, -0.044862405999999994, -1.069380396, -0.160770238, 0.8029807640000001, 0.266581785, -0.621118012, -3.612729808, 0.09267378300000001, -0.41162962, 1.171330237, 0.070232717, 0.6059796470000001, 0.7254200279999999, 0.287732788, 0.17842268100000006, 0.666663141, 0.193393089, 0.74271634, 2.842488285, 1.617248019, 0.380181325, 0.807595462, -0.30225673, 1.5019612340000001, 0.329652559, 1.050593492, 0.076503777, -0.167693548, -0.080563948, -1.194217473
2015-1-12, -0.194835559, -1.268909353, -0.643518846, 0.210776238, -0.46021871799999997, -0.35150077799999996, 0.086096899, -1.187386578, -0.448470515, 0.214231781, -0.943385692, -0.6474579739999999, -2.0038448819999997, -2.22566475, -0.116602346, -0.423272209, -0.362673804, -2.723214286, -1.9632936509999999, 0.749211767, -0.5507355279999999, -0.031543682999999996, -0.640745963, -0.609099397, 0.46472327799999996, 0.35287175, 0.6690433170000001, -0.319867797, -0.879358628, -0.06023313, 0.375221485, -2.22210617, -0.8393709559999999, -0.77269137, -0.7338818690000001, -1.41548256, 0.356496854, 0.20038705199999998, 0.30145604600000003, 0.076445294, -0.167975231, -2.862326144, -3.26547922
2015-1-13, -0.19833936300000002, -0.30931543, 0.8113878999999999, 0.287696734, -0.207089518, 1.156831117, 0.6303184079999999, 0.640476991, 1.660357214, 1.3790852930000002, -0.546892834, -0.417435427, -0.321569925, 1.957223348, 1.0957333059999999, 0.25067138699999997, 0.267993815, -0.439549233, 1.153600955, 0.776691007, 0.5094517470000001, 0.01523279, -0.11306578, 0.75342306, -0.283551604, 0.288625399, 0.270447269, -0.320894234, -0.8871599459999999, 0.598585038, 0.36620400799999997, -3.242001816, -0.7110985129999999, -0.708501023, -0.648128571, -0.33584990600000003, -0.201224397, 0.99786645, 0.192347619, -0.185511042, 0.146668768, -2.905167047, -3.112669882
2015-1-14, -0.18152039, 0.644602655, 0.08942859800000001, 0.494190251, 0.898942728, -0.42121605100000004, 0.196182739, 0.523896032, -0.159936827, 0.13408481, -0.203796879, -1.333449155, 1.096196488, 0.312021198, 0.939803635, -0.253551319, -1.72523932, 0.40256494299999995, 0.177069057, 0.22137271600000002, -1.048834373, 1.538277434, -2.080811427, -2.019851242, -0.263272044, -0.361388834, -0.377967803, -1.707367459, -0.342934835, -0.62429792, -1.038045577, -0.09107970900000001, -0.648756141, -0.9864309720000001, -1.15770735, -1.29577725, 0.769940135, -0.114286452, 0.5918327520000001, 0.282200205, 0.088282998, 4.530882667, 1.832579186
2015-1-15, 0.025082826000000003, 0.994168818, 0.310369151, -1.29776669, 0.295860693, 0.343232489, -0.987279228, 1.2511849309999998, 1.005723187, -1.338745508, -0.9810858729999999, 0.191950142, 1.05992187, 0.646983238, -1.817054388, -0.6636911129999999, -0.87351365, 1.5446300130000001, -0.048932473, -1.3549581240000002, 0.562826692, -0.328922698, 1.012848207, 0.184518094, 2.616716299, 2.409790487, 1.7470695, 1.861995385, 0.510776027, -0.115093719, -0.902571108, 3.8606038839999997, -0.230380499, 0.152380761, 0.21218506, 0.89688229, 0.633743729, -0.049343770999999995, -13.543292499999998, 0.299803084, -0.322735043, 4.825189123, 2.355032215
