@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute EUR_KRW_Now numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute IDX_Now numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute S&P_BMV_High numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute USD_CAD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2009-1-2, 2.9284907560000004, 4.724632979, 2.221218591, 4.724632979, 2.527718021, 3.572854291, 1.5569709840000001, -1.445302766, -1.445302766, -1.445302766, -1.445302766, 2.237497037, 3.386955342, 2.005862802, 6.568914956, 1.309977102, 2.467134277, 4.994577007, 5.760293959, 4.376752626, 13.09803922, 10.24464832, 13.09803922, 2.158713732, 3.4159250460000004, 1.77253051, 3.354811953, 4.36369153, 3.08848376, 3.4664695389999998, 2.1461897359999997, 2.53340185, 1.5677257530000002, 2.657776543, 3.5337373189999997, 2.560540816, 4.870019997, 5.6309965360000005, 1.338563068, 1.984188157, 3.1590508710000003, 1.665177931, 1.434210526, 5.584415583999999, 2.063492063, 5.363818134, 6.115201386, 3.022332726, 2.8027844269999997, 1.19566187, 2.662060265, 5.058015899, 1.053198928, 0.925768369, 0.764601585, 3.7924505980000003, 5.502676211, 3.606501193, 2.690762383, 4.2089835330000005, 1.035943094, 1.51147461, 1.633986177, 0.720288115, 0.12173913, 0.769851051, 4.343391925, 0.769851051, 0.09296609800000001, -0.291236902, -0.103473323, 6.655421275, 5.319303188, 5.661747432, 3.7228054860000004, 4.893841458, 3.3046934230000002, 3.48771625, 3.54609683, 4.55007551, 3.8016688610000013, 3.1925060010000004, 1.335831047, 2.8950916039999997, 1.4221456380000002, 0.000180875, -0.000358287, 0.0009068069999999999, 2.957153847, 3.049018232, 2.889589905, -0.625926536, 4.878726529, 5.636198236, 4.221625306, 15.7217133, 8.225678882
2009-1-5, 1.397096941, 1.3747434459999999, 4.932321163, 1.537389149, 3.583101319, 1.99460397, 2.717770035, 7.711757269, 7.711757269, 7.711757269, 7.711757269, 3.201393075, 1.817979877, 2.358247891, 4.03484738, 5.26064898, -2.871735174, -0.526832292, -0.781729001, -0.17383975100000001, -1.45631068, 0.27739251, -1.872399445, 3.156984465, 1.208507798, 2.291417364, 2.905525948, 0.142061567, 1.336374368, -2.412260369, 2.314250914, 1.5486393019999998, 2.660012348, 2.8776329439999997, 1.234161954, 2.0496613999999997, -0.466439803, -0.49042368, 2.6171898999999996, 3.038220687, 1.663451504, 3.115271556, 6.498897392999999, 4.9200492, 4.328667703, -0.6848184820000001, -0.481593339, 2.933667532, 2.7263701489999996, 1.18153471, -1.675626615, -1.9759275109999999, 0.7986046040000001, 0.9172765140000001, 0.75879979, 2.698765573, 0.270777431, 2.076998435, 1.6916408269999998, 1.146667549, 1.0253213490000002, 1.4889692190000001, 1.607716315, 0.8172995059999999, 0.885878061, 4.748388266, 1.223193239, 4.2712847069999995, 0.092879752, -0.292087568, -0.10358050099999999, 1.211186963, -0.043268758, 0.256700489, 2.8992569130000003, 0.20326725399999998, 2.243842775, 0.778815264, 3.1411384239999998, 1.491470659, 2.218519395, 3.093738222, 1.318221831, 2.813634313, 1.402204252, 3.715701702, 3.41502302, 3.3090915689999996, 2.872217944, 2.958803765, 2.808437577, -1.6326868890000001, -0.45420136299999997, -0.479257151, 0.076934913, 5.4343175010000015, 10.98660171
2009-1-6, 1.76470087, 2.8611811439999997, 0.558851675, 3.7032799389999997, 1.055665927, 0.9919697690000001, 0.7656522579999999, 0.774647887, 0.774647887, 0.774647887, 0.774647887, 0.218154226, -0.432372396, 0.472155517, 1.131194714, 5.04575504, -0.764692477, -0.353081676, 0.334723724, -0.353562005, 4.433497537, 8.229598893, 4.876325088, -0.349488442, 1.5128553980000001, 0.219220263, -0.8037992140000001, 0.8986668459999999, 0.298245812, -0.9355509359999999, 0.8283730159999999, 3.622544665, 1.5486393019999998, 0.39019685200000004, 1.247266192, 0.911343125, -0.24757582, 0.116648683, -0.407112495, 1.400968208, 1.6165323880000002, 1.172906388, 4.116930572, 1.008206331, 5.01863354, -0.452770624, -0.086122047, -0.12523133, 1.698651092, 3.822280301, -0.616345949, -1.05118735, -1.259921344, 0.908939029, 0.753085379, 1.288329181, 1.5343257380000002, 1.970547728, 0.314500551, -0.011451193, 0.41711267799999996, 0.47823143100000004, 0.473776504, 1.249788887, 0.120523416, -0.001441379, 0.018459878, 0.227331963, 0.092793565, -0.292943219, -0.103687902, 0.316480734, 2.119119296, 2.24793855, 0.215245865, 0.7708486809999999, 0.8428218759999999, 0.02652922, 1.91410413, 1.416847685, 1.8599247909999999, -1.1573252, 4.9110536719999995, 1.9699596819999998, 2.447940466, 0.7783220820000001, 1.883684149, 0.613725256, 1.24962941, 3.375031237, 1.847488966, -0.90993344, -0.22813688199999999, 0.142964635, -0.069188192, 2.414772727, 4.47761194
2009-1-7, 2.837693003, -1.570913953, 2.104982681, -0.878967305, 1.329889754, -0.149672591, 0.41358084100000003, -1.001630561, -1.001630561, -1.001630561, -1.001630561, -0.80944838, -0.458153641, -0.210713546, -0.129640851, -2.3040423580000002, -0.200726357, -1.4277525919999998, -2.530281256, -0.6778583909999999, 3.908355795, -1.277955272, 0.202156334, 0.319468341, -1.957534895, -0.927178486, 0.47316621600000003, -1.94273906, -2.00291608, -0.574304122, 1.977665174, -0.657268051, 1.0314875140000002, 1.294872915, -0.7870479290000001, -1.841297676, -1.459595213, -1.759342868, -0.613165014, 0.50738341, -0.7530612240000001, -1.185302252, -1.02948058, -1.2302692659999999, -2.7679205110000002, 0.358856666, -1.2806304640000001, -0.98011898, 0.672077012, -1.115306622, -0.280076021, -1.7619541159999998, -1.388969353, 0.900751745, 0.747456395, -1.262809233, -2.4171034380000003, -2.936592819, 0.171875995, -5.493930172000001, 1.7443320219999998, 1.682689949, 0.842862743, 0.7172643870000001, 1.203783319, -0.0014414000000000002, 0.018456471000000002, 0.22681633699999998, 0.092707538, -0.293803898, -0.103795525, 0.62307753, -1.6724470130000002, -2.918211215, -0.399497406, -1.737564232, -2.68635148, -2.1160701019999997, -0.498418133, -0.35378698299999994, -1.99525928, -2.153651062, -0.869565217, -1.806932721, -1.669427807, -0.012805515, -1.283182606, 0.006630235, 2.166815513, 0.383931745, 1.158075048, 0.110534818, -1.471036585, -2.449470283, -1.353950304, -2.734297603, -10.90336134
2009-1-8, -1.829551284, -0.16978569300000002, -2.684163436, -1.2689225290000001, -0.992886218, -1.292861158, -1.216475096, -2.588235294, -2.588235294, -2.588235294, -2.588235294, -0.8034992390000001, -0.8039582559999999, -1.2370747709999999, -0.750964291, -0.77128586, 3.69448682, 2.8651477510000003, 3.0698752039999997, 0.831778192, -4.02075227, -3.300970874, -3.160726295, -2.2253634730000003, -1.862912769, -1.915665151, -2.523080069, -2.109606155, -1.115362265, 3.5724012710000004, -1.7270490619999999, -0.896538498, -0.923257291, -2.8325680660000003, -2.6773588569999998, -1.5073693609999999, 2.8334982460000004, 2.297862247, 0.810500212, -2.8119923510000002, -1.543254303, -1.537279825, -1.6548463359999999, -1.292596945, -0.535279805, 1.0061951690000002, 2.103862625, -1.323278015, -4.178721323, -1.8420959590000001, 4.637099663, 4.687767322, 2.266284791, 0.892710638, 0.7419109340000001, -1.935090002, -0.514344426, -0.2468203, -3.453069395, -1.349456409, -3.9269463719999997, -1.8929048240000002, -2.5217300590000002, -1.093077178, -1.138487681, 1.102686808, -0.437195702, -1.32322417, 0.092621671, -0.294669649, -0.103903372, -2.757093588, -1.62839003, 0.032496547, -2.341905224, -1.881503046, -0.616155236, -3.809511797, -3.069571616, -2.618429512, -0.918107654, 0.447122862, -4.5300751880000005, -2.881285208, -1.624330396, -1.3930377530000002, -0.7161557009999999, -0.917354363, -2.259862717, -3.090870458, -2.424233653, -0.033973161, 2.885433589, 3.038588924, 1.89113312, -11.12242819, -4.40933742
2009-1-9, -2.0519200459999998, 0.60092974, 1.616610481, 1.3679068019999998, 1.171905018, 0.123386484, 0.48482497799999996, -0.4830917870000001, -0.4830917870000001, -0.4830917870000001, -0.4830917870000001, 0.21617079, 0.690441247, 0.47631499299999996, 1.273286489, 2.312811968, -0.47997896, 1.382393751, 0.934913661, 1.755591984, -1.351351351, 3.4136546180000003, 1.388888889, -0.113943592, 0.305839003, -1.579019435, -0.355076546, -0.075961095, -0.602430669, -0.754919578, 1.61504099, 0.140293164, -1.119219012, -0.046589017999999996, 0.445212306, 0.48520575899999996, 1.382085374, 0.93327923, 1.715965681, 0.7934241009999999, -0.4918495, -0.515083835, 1.706730769, 2.880952381, 2.06702544, 1.3913473019999998, 0.447937452, 0.998816534, 0.406823868, 0.520135437, 2.22127881, 2.019665523, 3.296087781, 0.8848118290000001, 0.736447152, 1.685269612, 0.015460634, -0.9095614409999999, -3.5765708689999998, -1.367915837, -0.44635111899999996, -2.098410398, -1.162856197, -0.334896182, 1.271914747, -0.7784320159999999, -0.7784320159999999, -0.17090771, 0.09253596300000001, -0.295540517, -0.10401144400000001, 1.168765743, 0.023903906000000003, -2.3471128080000003, 0.461506188, 0.212087912, -0.947803883, -0.346343051, 1.788998256, 0.47094178600000003, 0.404472151, -1.283788143, 1.4526044059999998, 0.393134117, 0.759704901, 0.983233085, -0.186662318, -0.5477961370000001, 0.5761956429999999, 1.144519317, 0.345599905, 0.195412065, 1.390977444, 0.95309288, 0.8687000109999999, -2.1315608530000003, -2.861371485
2009-1-12, -2.050027097, -1.6455030430000002, -0.116866471, -1.089938459, -1.051991949, -1.289221727, -2.5185757019999997, -0.16990291300000002, -0.16990291300000002, -0.16990291300000002, -0.16990291300000002, -0.306128635, -0.16779532, 0.32301192, -2.211206012, -4.458532218999999, 0.350158562, 0.430859692, 1.5741256259999998, 1.174453048, 7.191780822, 1.294498382, -0.479452055, -2.579943495, -2.8524163430000002, -0.74768601, -1.596786744, -1.66446034, -1.754909708, -0.011040086999999999, -3.420289855, -2.396135266, -0.992271254, -1.26292893, -1.400282262, -0.6678851060000001, 0.47454702299999996, 1.5362968069999998, 1.191529523, -2.080250218, -1.872179662, -1.3996455230000002, -1.5835499880000001, -3.494561444, -4.014379868, -0.572449352, 1.204037783, -0.71435126, -0.38399909600000004, -0.222171258, 1.789853034, 1.721376033, 2.609040224, 0.8770515729999999, 0.7310632570000001, -2.696267895, -2.708284382, -2.667099824, -2.070071847, -2.195534205, -2.392777929, -1.249993022, -2.095586559, -0.991263441, -2.936184657, -1.4541274519999998, -1.4541274519999998, -2.478746287, 0.09245041300000001, -0.296416548, -0.10411974, -4.186833981, -4.202099058, -2.954507651, -2.144168105, -2.360926826, -2.700633788, -1.341730111, -3.0887123919999997, -1.96741088, -3.331212527, -1.3636561669999998, -0.91212938, -1.3909098690000001, -1.699716714, -1.6763563369999999, -1.509300167, -1.059311156, 0.572894649, 1.131568299, 0.344409626, 0.678368524, 0.448646644, 1.551277305, 2.090446923, -4.449648712, -4.824784154
2009-1-13, 0.94748217, -0.404889228, -1.909794301, -1.776611694, -1.6619329090000001, -2.400845097, -3.217184716, -3.84147824, -3.84147824, -3.84147824, -3.84147824, -0.009627565, -0.8830332190000001, -0.7588974620000001, -3.0355015969999997, -1.835411509, -0.357989334, -0.0050471909999999995, 0.857085908, 0.703682778, -9.584664537, -2.236421725, -2.615278734, -1.277337799, -1.824931761, -2.378889243, -1.449543333, -0.8006729859999999, -0.7895755999999999, -1.360288841, -0.8653461379999999, -1.45020788, -2.855560032, -0.501292571, -1.0086552009999998, -1.8399473000000002, -0.071561471, 0.930456178, 0.781113378, -2.472801329, -2.555985712, -2.8215966530000003, -4.899135447, -1.9424460430000001, -2.247191011, -0.604328297, 0.32847300100000004, -0.48487433799999996, 0.102747249, 0.010055882, -0.04606536, 1.5216435590000001, 1.550823515, 0.130003628, 1.39127963, -2.2898725730000002, -0.985725725, -0.034685864, -2.321204517, -1.009623256, -2.451435332, -1.265815629, -2.140441361, -2.833870694, -4.4588214719999995, -2.604143884, -2.604143884, -2.613771062, -1.348710861, -0.27938281800000003, -1.6299183430000002, -2.70669189, -0.9978587609999999, -0.149973219, -2.3146900269999997, -1.502695418, -0.266105146, -2.110374679, -1.4091036019999998, -1.0900169290000001, 0.477056714, -4.193904594, -2.441678273, -2.091923094, -3.8328530260000004, -1.5686482469999998, -1.737482398, -2.4365714780000003, -1.7161410019999999, -2.44216122, -0.7880975179999999, 2.358291923, -0.040603891, 0.9077983159999999, 0.026013601, -3.18627451, -3.6819637139999997
2009-1-14, 1.2819963859999999, -5.146889622, 1.000423256, 0.362512402, -4.344092736, -0.3837449570000001, 0.33752684899999996, 0.884955752, 0.884955752, 0.884955752, 0.884955752, 0.426187472, 0.317383183, -3.6282283239999997, -1.86669603, -2.498262057, 0.07102918, -0.010094892, -2.0009881419999997, -0.5406508210000001, 3.6749116610000003, -4.117647058999999, 1.7667844519999998, -0.9070020040000001, -0.715696215, -4.712508893, -0.337478657, -1.615319383, -2.734220638, -0.216035909, -0.8426257629999999, -1.300788509, -3.768987506, -0.612263341, 0.0067778230000000005, -4.764769861, -0.008593525999999999, -2.053911679, -0.624674649, 0.3659823270000001, 0.293033057, -3.6546265780000002, 0.883838384, -2.005380289, -2.8097062580000003, 0.225946923, -2.591232133, -0.915890922, 0.239261545, -0.653566606, 0.04476983, -1.23319545, -0.529728864, 1.393459947, -4.946732291, -1.021841787, -1.88067653, -2.763393062, 1.80725041, 1.014407527, 0.291659882, -2.483244455, -0.551305693, -2.235417394, -1.317715959, -1.6991781069999998, -0.872793688, -4.521993683, -4.776167472, -0.509391913, -3.18123025, 0.305549027, -1.42578166, -2.86664521, -0.288575403, -1.110579006, -2.910605322, -1.119489758, 0.4242977, -0.27375461100000004, -2.100455686, 1.313939282, -1.784519295, -1.8905979869999998, -0.601645882, 0.281231817, 0.321099929, -2.24962491, 1.3095799909999999, 0.8671451590000001, -1.9658500369999998, -0.41142104799999996, 0.0, -2.037719488, -0.5944419679999999, -0.12658227800000002, -1.606648199
2009-1-15, -6.032062773, -1.5041242119999998, -5.962131891, -5.342002205, -1.4362657090000002, -1.066772027, -0.23445463800000002, -3.308270677, -3.308270677, -3.308270677, -3.308270677, -4.851341259, -4.489353113, -2.16561187, -0.9425856229999999, -2.263774771, 2.390168616, 2.8520949019999997, 2.833375347, 1.271794872, -0.136332652, 0.6816632579999999, -0.48611111100000004, -4.882621454, -4.699797039, -1.9206005640000001, -2.957254372, -1.420197229, -1.831327682, 2.774724042, -4.61530633, -3.826582536, -1.3791617280000001, -4.966925053, -5.130464249, -0.595324877, 2.8418368810000003, 2.820769561, 1.26884349, -4.8860612560000005, -4.4045391369999995, -1.091433758, -3.6921151439999997, -2.3209383580000003, -1.97109067, 2.647866541, 2.672459729, -3.130700622, -4.050675818999999, -3.900929688, 2.072310406, 3.0769834830000002, 1.5252122819999998, -6.55588809, -1.569771253, -2.119326284, -0.462499591, -1.921549089, -0.734250416, -1.697351186, -4.919623865, -2.427058491, -4.323759804, -2.536620222, -2.077151335, -5.1826018089999994, -4.2679795810000005, -1.2183314509999998, -3.7575675580000003, -5.9824, -4.576047621, -3.450920245, -0.952198364, -2.9026486119999997, -2.9160132830000003, -1.809104326, -2.376542841, -2.6286982180000003, -1.500823575, -0.9143507540000001, -1.5990930030000001, -3.0147209389999996, -2.266636384, -2.6996498360000003, -1.6326530609999999, -3.007152553, -2.474472991, 0.013697678999999999, -4.560673111, -3.2238389819999997, -1.155605368, 2.56961084, 2.880354505, 2.8472375889999997, 1.016594409, -3.700887199, -6.531531532000001
