Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2014.1.24,1940.56,        762      -1.5573      -1.3355       0.2218,        762      -1.5573      -1.8223      -0.2651,        762      -1.5573      -1.7916      -0.2343,        762      -1.5573      -2.1957      -0.6384,        762      -1.5573       0.0392       1.5965,        762      -1.5573      -1.9748      -0.4175,        762      -1.5573      -1.4818       0.0754,        762      -1.5573      -1.2504       0.3069
2014.1.27,1910.34,        763        0.345      -0.6681      -1.0131,        763        0.345      -0.4646      -0.8096,        763        0.345      -0.3382      -0.6831,        763        0.345      -0.2923      -0.6373,        763        0.345      -2.0458      -2.3907,        763        0.345       0.0385      -0.3065,        763        0.345       0.0138      -0.3311,        763        0.345       0.1117      -0.2333
2014.1.28,1916.93,        764       1.2635        0.974      -0.2895,        764       1.2635       1.0323      -0.2312,        764       1.2635        0.686      -0.5775,        764       1.2635       0.8552      -0.4082,        764       1.2635       0.9219      -0.3416,        764       1.2635       0.9284      -0.3351,        764       1.2635       0.2772      -0.9863,        764       1.2635       0.4889      -0.7746
2014.1.29,1941.15,        765      -1.0916      -2.0688      -0.9772,        765      -1.0916      -1.0309       0.0607,        765      -1.0916      -2.0335      -0.9419,        765      -1.0916       -2.071      -0.9794,        765      -1.0916      -1.3893      -0.2976,        765      -1.0916      -2.0599      -0.9683,        765      -1.0916      -1.2539      -0.1622,        765      -1.0916      -1.2301      -0.1385
2014.2.3,1919.96,        766      -1.7245      -1.0226       0.7019,        766      -1.7245      -1.0774       0.6471,        766      -1.7245      -1.4019       0.3226,        766      -1.7245      -0.8046       0.9199,        766      -1.7245      -3.1944      -1.4699,        766      -1.7245      -0.2665       1.4581,        766      -1.7245      -1.0177       0.7068,        766      -1.7245       -0.719       1.0055
2014.2.4,1886.85,        767       0.2369       0.5562       0.3193,        767       0.2369      -0.3877      -0.6246,        767       0.2369       0.7231       0.4862,        767       0.2369      -0.7396      -0.9765,        767       0.2369       0.1459       -0.091,        767       0.2369       0.0555      -0.1814,        767       0.2369       0.5406       0.3037,        767       0.2369       0.5619        0.325
2014.2.5,1891.32,        768       0.8761       0.2907      -0.5854,        768       0.8761       1.1358       0.2597,        768       0.8761       0.3092      -0.5669,        768       0.8761       1.1817       0.3056,        768       0.8761       1.3812       0.5051,        768       0.8761       0.7401       -0.136,        768       0.8761       0.5605      -0.3156,        768       0.8761       0.4782      -0.3979
2014.2.6,1907.89,        769       0.7658       1.4431       0.6773,        769       0.7658       0.8314       0.0656,        769       0.7658       1.2304       0.4646,        769       0.7658       0.8346       0.0688,        769       0.7658       2.7277        1.962,        769       0.7658       0.5526      -0.2131,        769       0.7658         0.81       0.0443,        769       0.7658       0.7788        0.013
2014.2.7,1922.5,        770       0.0416       0.4385       0.3969,        770       0.0416       0.4601       0.4185,        770       0.0416       0.6494       0.6078,        770       0.0416       0.4314       0.3898,        770       0.0416       0.8497       0.8081,        770       0.0416       0.1284       0.0868,        770       0.0416       0.2862       0.2446,        770       0.0416       0.3858       0.3442
2014.2.10,1923.3,        771       0.4555       0.1006      -0.3549,        771       0.4555      -0.9343      -1.3898,        771       0.4555        0.251      -0.2045,        771       0.4555        0.767       0.3115,        771       0.4555       1.4204       0.9649,        771       0.4555        0.582       0.1265,        771       0.4555       0.2589      -0.1965,        771       0.4555       0.1732      -0.2823
2014.2.11,1932.06,        772       0.1956       1.0068       0.8112,        772       0.1956       1.5569       1.3613,        772       0.1956       0.9229       0.7272,        772       0.1956       1.1662       0.9706,        772       0.1956       1.5427       1.3471,        772       0.1956       1.3294       1.1338,        772       0.1956       0.7737        0.578,        772       0.1956       0.8702       0.6745
2014.2.12,1935.84,        773      -0.4587      -0.6984      -0.2397,        773      -0.4587        -0.63      -0.1713,        773      -0.4587      -0.4715      -0.0128,        773      -0.4587      -0.5665      -0.1078,        773      -0.4587       -0.659      -0.2003,        773      -0.4587       0.4598       0.9185,        773      -0.4587      -0.3511       0.1076,        773      -0.4587      -0.6429      -0.1842
2014.2.13,1926.96,        774       0.6912       0.3446      -0.3466,        774       0.6912      -0.1655      -0.8568,        774       0.6912       0.2307      -0.4605,        774       0.6912      -0.4772      -1.1684,        774       0.6912       1.3247       0.6335,        774       0.6912      -0.0113      -0.7026,        774       0.6912       0.2974      -0.3938,        774       0.6912       0.1645      -0.5267
2014.2.14,1940.28,        775       0.3134       1.0541       0.7408,        775       0.3134       1.2923        0.979,        775       0.3134       1.0374       0.7241,        775       0.3134       0.6466       0.3332,        775       0.3134       1.7582       1.4449,        775       0.3134       0.7886       0.4753,        775       0.3134       0.3685       0.0551,        775       0.3134       0.3231       0.0098
2014.2.17,1946.36,        776       0.0283      -0.2507       -0.279,        776       0.0283       -0.213      -0.2413,        776       0.0283      -0.3512      -0.3794,        776       0.0283      -0.2202      -0.2484,        776       0.0283      -0.4366      -0.4649,        776       0.0283      -0.0395      -0.0678,        776       0.0283       0.0487       0.0205,        776       0.0283       0.0275      -0.0008
2014.2.18,1946.91,        777      -0.2044      -0.2637      -0.0593,        777      -0.2044       0.4208       0.6253,        777      -0.2044      -0.1445         0.06,        777      -0.2044      -0.0361       0.1683,        777      -0.2044       1.5061       1.7105,        777      -0.2044       4.2873       4.4917,        777      -0.2044      -0.2541      -0.0497,        777      -0.2044      -0.1196       0.0848
2014.2.19,1942.93,        778      -0.6362      -1.2022      -0.5661,        778      -0.6362      -1.1125      -0.4764,        778      -0.6362      -1.4676      -0.8314,        778      -0.6362      -1.2833      -0.6471,        778      -0.6362      -2.5414      -1.9052,        778      -0.6362      -3.7024      -3.0663,        778      -0.6362      -0.6277       0.0084,        778      -0.6362      -0.6914      -0.0553
2014.2.20,1930.57,        779        1.412       0.9677      -0.4443,        779        1.412       0.5683      -0.8437,        779        1.412       0.9652      -0.4468,        779        1.412       0.6377      -0.7743,        779        1.412       2.3252       0.9132,        779        1.412       0.7215      -0.6905,        779        1.412       0.4016      -1.0104,        779        1.412       0.2832      -1.1288
2014.2.21,1957.83,        780      -0.4485      -0.0888       0.3597,        780      -0.4485       0.3519       0.8004,        780      -0.4485      -0.3125        0.136,        780      -0.4485       0.1323       0.5808,        780      -0.4485       1.9054       2.3539,        780      -0.4485       0.4991       0.9476,        780      -0.4485      -0.0009       0.4476,        780      -0.4485      -0.0299       0.4186
2014.2.24,1949.05,        781       0.8112       0.5629      -0.2483,        781       0.8112      -0.2809       -1.092,        781       0.8112       0.3267      -0.4845,        781       0.8112      -0.0227      -0.8339,        781       0.8112       0.9844       0.1732,        781       0.8112       0.1492      -0.6619,        781       0.8112       0.3102       -0.501,        781       0.8112        0.188      -0.6231
2014.2.25,1964.86,        782       0.3008      -0.1007      -0.4015,        782       0.3008      -0.1851      -0.4858,        782       0.3008       -0.223      -0.5238,        782       0.3008      -0.1246      -0.4254,        782       0.3008       0.3359       0.0352,        782       0.3008       0.3713       0.0705,        782       0.3008      -0.0264      -0.3272,        782       0.3008       0.0684      -0.2323
2014.2.26,1970.77,        783       0.3887      -0.0844      -0.4731,        783       0.3887      -0.7133       -1.102,        783       0.3887      -0.3055      -0.6941,        783       0.3887      -0.9263       -1.315,        783       0.3887      -0.7661      -1.1548,        783       0.3887      -1.6171      -2.0057,        783       0.3887      -0.1737      -0.5624,        783       0.3887      -0.3496      -0.7382
2014.2.27,1978.43,        784       0.0789      -0.0624      -0.1413,        784       0.0789      -0.2105      -0.2894,        784       0.0789      -0.1685      -0.2474,        784       0.0789      -0.4314      -0.5103,        784       0.0789       0.0984       0.0195,        784       0.0789        0.052      -0.0269,        784       0.0789       0.2808        0.202,        784       0.0789       0.2217       0.1429
2014.2.28,1979.99,        785      -0.7727       -0.005       0.7677,        785      -0.7727       1.1681       1.9409,        785      -0.7727       -0.105       0.6677,        785      -0.7727       0.5077       1.2805,        785      -0.7727       5.4668       6.2395,        785      -0.7727       0.7149       1.4876,        785      -0.7727      -0.9607       -0.188,        785      -0.7727      -0.7903      -0.0176
2014.3.3,1964.69,        786      -0.5385      -1.0443      -0.5058,        786      -0.5385      -1.7066      -1.1681,        786      -0.5385      -1.6515       -1.113,        786      -0.5385      -1.9109      -1.3724,        786      -0.5385        5.499       6.0375,        786      -0.5385      -3.7355       -3.197,        786      -0.5385       0.2099       0.7484,        786      -0.5385       0.1486       0.6871
2014.3.4,1954.11,        787       0.8766        0.542      -0.3347,        787       0.8766        0.414      -0.4626,        787       0.8766       0.4327      -0.4439,        787       0.8766       0.1213      -0.7553,        787       0.8766       2.0641       1.1874,        787       0.8766        1.089       0.2124,        787       0.8766       0.5892      -0.2875,        787       0.8766       0.4847      -0.3919
2014.3.5,1971.24,        788       0.2222       1.1575       0.9353,        788       0.2222       0.6827       0.4605,        788       0.2222       0.9898       0.7676,        788       0.2222       1.0476       0.8254,        788       0.2222       0.5351       0.3129,        788       0.2222       1.0308       0.8086,        788       0.2222       0.3892        0.167,        788       0.2222       0.4638       0.2416
2014.3.6,1975.62,        789      -0.0476       -0.132      -0.0844,        789      -0.0476      -0.6662      -0.6186,        789      -0.0476      -0.1704      -0.1228,        789      -0.0476      -1.3309      -1.2833,        789      -0.0476       0.8627       0.9102,        789      -0.0476      -0.6556       -0.608,        789      -0.0476       0.1284        0.176,        789      -0.0476       0.2738       0.3214
2014.3.7,1974.68,        790       -1.026      -0.8394       0.1866,        790       -1.026      -0.8242       0.2018,        790       -1.026      -1.0925      -0.0665,        790       -1.026      -0.9175       0.1084,        790       -1.026      -2.2625      -1.2365,        790       -1.026      -0.9952       0.0308,        790       -1.026      -0.7003       0.3256,        790       -1.026      -0.7253       0.3007
2014.3.10,1954.42,        791       0.4835       0.3396       -0.144,        791       0.4835       0.0624      -0.4211,        791       0.4835      -0.0843      -0.5678,        791       0.4835      -0.1202      -0.6037,        791       0.4835      -0.0559      -0.5394,        791       0.4835       0.4877       0.0042,        791       0.4835       0.0702      -0.4133,        791       0.4835       0.0314      -0.4521
2014.3.11,1963.87,        792      -1.5953      -0.6703        0.925,        792      -1.5953      -0.9551       0.6402,        792      -1.5953       -0.874       0.7213,        792      -1.5953      -0.7353         0.86,        792      -1.5953      -0.7549       0.8404,        792      -1.5953      -0.2048       1.3905,        792      -1.5953      -0.7257       0.8696,        792      -1.5953      -0.8203        0.775
2014.3.12,1932.54,        793       0.0952       0.4377       0.3424,        793       0.0952      -0.2727      -0.3679,        793       0.0952        0.126       0.0308,        793       0.0952      -0.7744      -0.8696,        793       0.0952       0.1082        0.013,        793       0.0952      -1.4508       -1.546,        793       0.0952      -0.1059      -0.2011,        793       0.0952      -0.0659      -0.1611
2014.3.13,1934.38,        794      -0.7486      -1.2267      -0.4781,        794      -0.7486      -0.8334      -0.0849,        794      -0.7486      -1.8243      -1.0757,        794      -0.7486      -1.0846      -0.3361,        794      -0.7486       2.1268       2.8753,        794      -0.7486       0.3079       1.0565,        794      -0.7486      -1.0242      -0.2756,        794      -0.7486      -0.9928      -0.2442
2014.3.14,1919.9,        795       0.3974       0.0151      -0.3823,        795       0.3974      -0.3082      -0.7057,        795       0.3974        0.647       0.2496,        795       0.3974      -0.2304      -0.6278,        795       0.3974       3.7688       3.3714,        795       0.3974       0.1379      -0.2595,        795       0.3974       0.5309       0.1335,        795       0.3974       0.4715       0.0741
2014.3.17,1927.53,        796       0.6578       0.5977      -0.0601,        796       0.6578       0.5192      -0.1386,        796       0.6578       0.6727       0.0148,        796       0.6578       0.7495       0.0917,        796       0.6578       2.3693       1.7115,        796       0.6578       0.5615      -0.0964,        796       0.6578       0.6882       0.0303,        796       0.6578       0.6239      -0.0339
2014.3.18,1940.21,        797      -0.1304       0.6668       0.7972,        797      -0.1304       0.4728       0.6032,        797      -0.1304        0.897       1.0274,        797      -0.1304       0.3717       0.5021,        797      -0.1304       0.6516        0.782,        797      -0.1304       0.9137       1.0441,        797      -0.1304       0.2581       0.3885,        797      -0.1304       0.1998       0.3302
2014.3.19,1937.68,        798      -0.9372      -1.1148      -0.1776,        798      -0.9372      -0.8947       0.0425,        798      -0.9372      -1.1388      -0.2016,        798      -0.9372       -0.799       0.1382,        798      -0.9372        -3.13      -2.1928,        798      -0.9372       0.0131       0.9504,        798      -0.9372      -0.6216       0.3156,        798      -0.9372      -0.6199       0.3173
2014.3.20,1919.52,        799       0.8033       0.5054      -0.2979,        799       0.8033       0.2695      -0.5338,        799       0.8033       0.5343       -0.269,        799       0.8033       0.0328      -0.7706,        799       0.8033       0.2417      -0.5616,        799       0.8033       0.5814      -0.2219,        799       0.8033       0.1368      -0.6665,        799       0.8033       0.1064      -0.6969
2014.3.21,1934.94,        800       0.5483       0.3883      -0.1601,        800       0.5483       0.2629      -0.2854,        800       0.5483       0.2917      -0.2566,        800       0.5483       0.1193       -0.429,        800       0.5483       0.4158      -0.1325,        800       0.5483      -0.2085      -0.7568,        800       0.5483       0.0166      -0.5318,        800       0.5483       0.1485      -0.3999
2014.3.24,1945.55,        801       -0.221      -1.0236      -0.8025,        801       -0.221      -1.5189      -1.2979,        801       -0.221      -1.0807      -0.8596,        801       -0.221      -1.2323      -1.0113,        801       -0.221        0.255        0.476,        801       -0.221       -1.448      -1.2269,        801       -0.221      -0.1129       0.1081,        801       -0.221      -0.0818       0.1392
2014.3.25,1941.25,        802       1.1879       0.8613      -0.3266,        802       1.1879       0.7966      -0.3913,        802       1.1879       1.0698      -0.1181,        802       1.1879       0.7374      -0.4505,        802       1.1879       1.8453       0.6574,        802       1.1879       0.9492      -0.2387,        802       1.1879       0.7579        -0.43,        802       1.1879       0.6335      -0.5544
2014.3.26,1964.31,        803       0.6954       0.1767      -0.5187,        803       0.6954      -0.0471      -0.7425,        803       0.6954       0.2551      -0.4403,        803       0.6954       0.2873      -0.4081,        803       0.6954      -0.3585       -1.054,        803       0.6954       1.1271       0.4316,        803       0.6954        0.056      -0.6394,        803       0.6954       0.0869      -0.6085
2014.3.27,1977.97,        804       0.1532       0.5894       0.4362,        804       0.1532       0.3523       0.1991,        804       0.1532       0.5448       0.3916,        804       0.1532       0.3121       0.1589,        804       0.1532       1.3459       1.1927,        804       0.1532       0.9186       0.7655,        804       0.1532       0.5844       0.4312,        804       0.1532       0.4871        0.334
2014.3.28,1981,        805       0.2327       0.9297        0.697,        805       0.2327       0.6157       0.3829,        805       0.2327       0.9768       0.7441,        805       0.2327        0.508       0.2753,        805       0.2327       3.1441       2.9114,        805       0.2327       0.6096       0.3768,        805       0.2327       0.5987        0.366,        805       0.2327       0.5462       0.3135
2014.3.31,1985.61,        806       0.3208       0.8241       0.5033,        806       0.3208       0.0313      -0.2895,        806       0.3208        0.686       0.3651,        806       0.3208       0.2916      -0.0292,        806       0.3208       2.2371       1.9163,        806       0.3208       0.6803       0.3595,        806       0.3208       0.4752       0.1544,        806       0.3208       0.5278        0.207
2014.4.1,1991.98,        807       0.2646       0.3055       0.0409,        807       0.2646       0.6151       0.3505,        807       0.2646       0.2735       0.0089,        807       0.2646       0.3023       0.0378,        807       0.2646       1.4971       1.2326,        807       0.2646       0.4866       0.2221,        807       0.2646       0.4014       0.1368,        807       0.2646       0.4258       0.1613
2014.4.2,1997.25,        808      -0.1777      -0.0463       0.1314,        808      -0.1777       0.0351       0.2128,        808      -0.1777      -0.0194       0.1583,        808      -0.1777      -0.0496       0.1282,        808      -0.1777       0.3541       0.5319,        808      -0.1777       0.5932       0.7709,        808      -0.1777       -0.023       0.1547,        808      -0.1777      -0.0043       0.1734
2014.4.3,1993.7,        809      -0.2814       0.2485       0.5298,        809      -0.2814      -0.0905       0.1909,        809      -0.2814       0.0712       0.3525,        809      -0.2814      -0.5435      -0.2621,        809      -0.2814       0.3034       0.5847,        809      -0.2814       1.4735       1.7549,        809      -0.2814       0.1174       0.3988,        809      -0.2814       0.1025       0.3839
2014.4.4,1988.09,        810        0.081      -0.4621      -0.5431,        810        0.081      -0.5269      -0.6079,        810        0.081       -0.667      -0.7479,        810        0.081      -0.6775      -0.7585,        810        0.081      -0.9843      -1.0653,        810        0.081       0.1433       0.0623,        810        0.081      -0.4526      -0.5336,        810        0.081      -0.4394      -0.5204
2014.4.7,1989.7,        811       0.1674       0.0174        -0.15,        811       0.1674      -0.4313      -0.5987,        811       0.1674      -0.0444      -0.2118,        811       0.1674      -0.3225      -0.4899,        811       0.1674      -0.3081      -0.4754,        811       0.1674      -2.2062      -2.3735,        811       0.1674      -0.1069      -0.2743,        811       0.1674      -0.0295      -0.1969
2014.4.8,1993.03,        812        0.297       0.4906       0.1935,        812        0.297       1.2109       0.9139,        812        0.297       0.2915      -0.0056,        812        0.297       1.0922       0.7952,        812        0.297       1.6701        1.373,        812        0.297       0.8779       0.5808,        812        0.297       0.2696      -0.0274,        812        0.297       0.4928       0.1957
2014.4.9,1998.95,        813       0.4833      -0.0253      -0.5086,        813       0.4833      -0.8141      -1.2973,        813       0.4833       -0.248      -0.7313,        813       0.4833      -1.4358      -1.9191,        813       0.4833       1.4967       1.0134,        813       0.4833       0.5214       0.0382,        813       0.4833       0.1756      -0.3077,        813       0.4833       0.2442       -0.239
2014.4.10,2008.61,        814      -0.5561      -0.7682      -0.2121,        814      -0.5561      -0.6821       -0.126,        814      -0.5561      -0.7658      -0.2097,        814      -0.5561      -0.5846      -0.0285,        814      -0.5561      -2.9644      -2.4083,        814      -0.5561      -0.4102       0.1459,        814      -0.5561      -0.8575      -0.3014,        814      -0.5561      -0.6205      -0.0644
2014.4.11,1997.44,        815       -0.021      -0.2454      -0.2244,        815       -0.021      -0.0482      -0.0272,        815       -0.021      -0.1644      -0.1434,        815       -0.021       0.1046       0.1256,        815       -0.021      -1.3689      -1.3479,        815       -0.021       0.0769       0.0979,        815       -0.021      -0.2436      -0.2226,        815       -0.021      -0.1855      -0.1644
2014.4.14,1997.02,        816      -0.2379      -0.2457      -0.0078,        816      -0.2379      -0.2264       0.0114,        816      -0.2379       -0.137       0.1008,        816      -0.2379      -0.5276      -0.2897,        816      -0.2379       0.7142        0.952,        816      -0.2379      -0.3586      -0.1207,        816      -0.2379      -0.0735       0.1644,        816      -0.2379      -0.1323       0.1056
2014.4.15,1992.27,        817       -0.003      -0.0244      -0.0214,        817       -0.003      -0.4741      -0.4711,        817       -0.003      -0.4267      -0.4237,        817       -0.003      -1.1045      -1.1015,        817       -0.003       1.1063       1.1093,        817       -0.003       0.0191       0.0221,        817       -0.003      -0.0164      -0.0134,        817       -0.003      -0.0001       0.0029
2014.4.16,1992.21,        818       -0.008       0.2496       0.2576,        818       -0.008       0.3887       0.3967,        818       -0.008       0.1747       0.1827,        818       -0.008       0.4904       0.4984,        818       -0.008       1.2693       1.2773,        818       -0.008       1.5132       1.5212,        818       -0.008        0.471       0.4791,        818       -0.008       0.3772       0.3852
2014.4.17,1992.05,        819       0.6139       0.2097      -0.4042,        819       0.6139       0.0567      -0.5572,        819       0.6139       0.3213      -0.2927,        819       0.6139       0.2907      -0.3233,        819       0.6139       1.8564       1.2425,        819       0.6139       0.3687      -0.2452,        819       0.6139       0.2401      -0.3738,        819       0.6139       0.2482      -0.3657
2014.4.18,2004.28,        820      -0.2525      -0.0995        0.153,        820      -0.2525      -0.0224         0.23,        820      -0.2525      -0.0969       0.1555,        820      -0.2525        0.033       0.2855,        820      -0.2525       1.4795       1.7319,        820      -0.2525        0.321       0.5735,        820      -0.2525        0.086       0.3385,        820      -0.2525       0.0739       0.3264
2014.4.21,1999.22,        821       0.2501       0.0075      -0.2426,        821       0.2501        0.473       0.2229,        821       0.2501       -0.026      -0.2761,        821       0.2501       0.0193      -0.2308,        821       0.2501        2.412       2.1619,        821       0.2501       1.6547       1.4046,        821       0.2501       0.0793      -0.1708,        821       0.2501       0.1368      -0.1133
2014.4.22,2004.22,        822      -0.1921       0.3553       0.5474,        822      -0.1921      -0.2537      -0.0616,        822      -0.1921       0.1962       0.3883,        822      -0.1921      -0.1147       0.0774,        822      -0.1921       0.3097       0.5017,        822      -0.1921        0.909       1.1011,        822      -0.1921       0.0989        0.291,        822      -0.1921      -0.0381        0.154
2014.4.23,2000.37,        823      -0.1015       0.0854       0.1869,        823      -0.1015       0.1491       0.2506,        823      -0.1015      -0.1276      -0.0262,        823      -0.1015       0.3268       0.4283,        823      -0.1015       0.5785       0.6799,        823      -0.1015       0.5519       0.6534,        823      -0.1015      -0.1315        -0.03,        823      -0.1015      -0.1542      -0.0527
2014.4.24,1998.34,        824      -1.3351      -0.4878       0.8473,        824      -1.3351      -1.1111        0.224,        824      -1.3351       -0.543       0.7921,        824      -1.3351      -1.4499      -0.1148,        824      -1.3351       1.0336       2.3687,        824      -1.3351      -0.6256       0.7096,        824      -1.3351      -0.4245       0.9107,        824      -1.3351      -0.4656       0.8695
2014.4.25,1971.66,        825      -0.1217      -0.2711      -0.1494,        825      -0.1217      -0.2241      -0.1024,        825      -0.1217      -0.4485      -0.3268,        825      -0.1217      -0.3491      -0.2274,        825      -0.1217      -1.1226      -1.0009,        825      -0.1217       0.2722       0.3939,        825      -0.1217        -0.19      -0.0683,        825      -0.1217      -0.1535      -0.0318
2014.4.28,1969.26,        826       -0.228        0.236        0.464,        826       -0.228      -1.0701      -0.8421,        826       -0.228       0.5139       0.7419,        826       -0.228       0.6758       0.9038,        826       -0.228       1.1881       1.4161,        826       -0.228       0.8906       1.1186,        826       -0.228        0.403        0.631,        826       -0.228       0.3065       0.5345
2014.4.29,1964.77,        827      -0.1517       0.2721       0.4238,        827      -0.1517       -0.301      -0.1493,        827      -0.1517       0.3163        0.468,        827      -0.1517      -0.5965      -0.4448,        827      -0.1517      -0.6502      -0.4985,        827      -0.1517         0.04       0.1917,        827      -0.1517       0.0718       0.2234,        827      -0.1517      -0.0855       0.0662
2014.4.30,1961.79,        828      -0.1198       0.5908       0.7106,        828      -0.1198        0.252       0.3718,        828      -0.1198       0.4319       0.5516,        828      -0.1198      -0.1085       0.0113,        828      -0.1198      -0.8011      -0.6813,        828      -0.1198       0.3424       0.4622,        828      -0.1198        0.168       0.2878,        828      -0.1198       0.1437       0.2635
