Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2012.1.31,1955.79,        773       0.1764       0.5804        0.404,        773       0.1764       0.3044        0.128,        773       0.1764        0.383       0.2066,        773       0.1764       0.1266      -0.0498,        773       0.1764      -0.1471      -0.3235,        773       0.1764      -0.1865      -0.3629,        773       0.1764       0.3007       0.1243,        773       0.1764       0.3004        0.124
2012.2.1,1959.24,        774       1.2791       1.0067      -0.2723,        774       1.2791       1.2089      -0.0702,        774       1.2791       0.5652      -0.7139,        774       1.2791       0.4769      -0.8021,        774       1.2791       1.0422      -0.2369,        774       1.2791      -1.0658      -2.3449,        774       1.2791       0.9114      -0.3677,        774       1.2791       0.7784      -0.5007
2012.2.2,1984.3,        775      -0.6027       0.1267       0.7295,        775      -0.6027       0.1134       0.7162,        775      -0.6027       0.1108       0.7135,        775      -0.6027      -0.4403       0.1624,        775      -0.6027      -1.0161      -0.4134,        775      -0.6027       0.0269       0.6297,        775      -0.6027       0.2857       0.8884,        775      -0.6027       0.2203        0.823
2012.2.3,1972.34,        776       0.0401       0.3029       0.2629,        776       0.0401        0.772       0.7319,        776       0.0401       0.3101         0.27,        776       0.0401       0.9685       0.9285,        776       0.0401       3.0996       3.0595,        776       0.0401      -0.1552      -0.1953,        776       0.0401       0.4313       0.3912,        776       0.0401       0.4954       0.4553
2012.2.6,1973.13,        777       0.4288       0.2457      -0.1831,        777       0.4288       0.3603      -0.0685,        777       0.4288       0.1837       -0.245,        777       0.4288       0.0874      -0.3414,        777       0.4288       0.4275      -0.0013,        777       0.4288      -1.4461      -1.8748,        777       0.4288       0.0405      -0.3883,        777       0.4288       0.2036      -0.2251
2012.2.7,1981.59,        778       1.1173       0.1173      -0.9999,        778       1.1173       0.0824      -1.0348,        778       1.1173        0.132      -0.9853,        778       1.1173       0.2197      -0.8976,        778       1.1173       0.7048      -0.4125,        778       1.1173       3.7916       2.6744,        778       1.1173       0.4881      -0.6291,        778       1.1173       0.5219      -0.5954
2012.2.8,2003.73,        779       0.5435       0.0579      -0.4856,        779       0.5435      -0.2576      -0.8011,        779       0.5435      -0.1738      -0.7173,        779       0.5435       -0.828      -1.3714,        779       0.5435       0.3842      -0.1593,        779       0.5435      -1.7481      -2.2916,        779       0.5435       0.0803      -0.4632,        779       0.5435       0.0179      -0.5256
2012.2.9,2014.62,        780      -1.0379      -1.1027      -0.0648,        780      -1.0379      -0.8608       0.1771,        780      -1.0379      -0.9767       0.0612,        780      -1.0379      -0.7344       0.3035,        780      -1.0379      -1.6314      -0.5935,        780      -1.0379      -3.9165      -2.8786,        780      -1.0379      -0.5606       0.4773,        780      -1.0379       -0.568       0.4699
2012.2.10,1993.71,        781       0.6034        0.714       0.1106,        781       0.6034       1.5251       0.9217,        781       0.6034       0.7965       0.1931,        781       0.6034       0.9924        0.389,        781       0.6034       4.2598       3.6564,        781       0.6034       2.0993       1.4959,        781       0.6034       0.2531      -0.3503,        781       0.6034       0.1951      -0.4083
2012.2.13,2005.74,        782      -0.1546      -0.5507      -0.3961,        782      -0.1546      -0.9013      -0.7467,        782      -0.1546      -0.5471      -0.3926,        782      -0.1546      -0.7175       -0.563,        782      -0.1546      -2.8026       -2.648,        782      -0.1546      -3.9585       -3.804,        782      -0.1546      -0.1175       0.0371,        782      -0.1546      -0.2349      -0.0804
2012.2.14,2002.64,        783       1.1325       0.7902      -0.3423,        783       1.1325       1.9395        0.807,        783       1.1325       0.7778      -0.3547,        783       1.1325       1.7012       0.5687,        783       1.1325       4.6845        3.552,        783       1.1325        2.835       1.7025,        783       1.1325       0.4814      -0.6511,        783       1.1325       0.4232      -0.7093
2012.2.15,2025.32,        784      -1.3761      -0.4692       0.9069,        784      -1.3761      -0.8835       0.4926,        784      -1.3761      -0.3998       0.9763,        784      -1.3761      -0.9051        0.471,        784      -1.3761       0.1727       1.5488,        784      -1.3761       0.1364       1.5125,        784      -1.3761      -0.5116       0.8645,        784      -1.3761      -0.3881        0.988
2012.2.16,1997.45,        785       1.3027       1.0575      -0.2452,        785       1.3027       1.2423      -0.0604,        785       1.3027       0.4507      -0.8519,        785       1.3027        0.674      -0.6287,        785       1.3027       0.6283      -0.6744,        785       1.3027       1.7825       0.4798,        785       1.3027       0.8839      -0.4188,        785       1.3027       0.7686       -0.534
2012.2.17,2023.47,        786       0.0707       0.1637       0.0931,        786       0.0707       0.6026        0.532,        786       0.0707       0.2696        0.199,        786       0.0707       0.6516        0.581,        786       0.0707      -0.9116      -0.9823,        786       0.0707        0.886       0.8153,        786       0.0707       0.5096        0.439,        786       0.0707       0.4554       0.3847
2012.2.20,2024.9,        787      -0.0326       0.0839       0.1165,        787      -0.0326        0.067       0.0996,        787      -0.0326       0.0417       0.0743,        787      -0.0326      -0.0723      -0.0397,        787      -0.0326      -0.5434      -0.5108,        787      -0.0326       -1.686      -1.6534,        787      -0.0326       0.0372       0.0698,        787      -0.0326       0.0296       0.0622
2012.2.21,2024.24,        788       0.2179      -0.4054      -0.6232,        788       0.2179      -0.2827      -0.5005,        788       0.2179        -0.35      -0.5679,        788       0.2179       0.0508      -0.1671,        788       0.2179      -1.2079      -1.4258,        788       0.2179      -0.4176      -0.6354,        788       0.2179      -0.2069      -0.4248,        788       0.2179      -0.1113      -0.3292
2012.2.22,2028.65,        789      -1.0278      -0.6883       0.3395,        789      -1.0278      -1.0209       0.0069,        789      -1.0278      -0.6132       0.4145,        789      -1.0278      -0.6065       0.4212,        789      -1.0278      -0.2611       0.7667,        789      -1.0278      -1.7837      -0.7559,        789      -1.0278      -0.3531       0.6747,        789      -1.0278      -0.2079       0.8199
2012.2.23,2007.8,        790       0.6022       0.0102      -0.5919,        790       0.6022       0.8345       0.2324,        790       0.6022      -0.1509       -0.753,        790       0.6022       0.5889      -0.0132,        790       0.6022       2.6061       2.0039,        790       0.6022       1.8224       1.2202,        790       0.6022       0.2287      -0.3735,        790       0.6022       0.4304      -0.1717
2012.2.24,2019.89,        791      -1.4224      -1.1341       0.2882,        791      -1.4224      -0.9247       0.4976,        791      -1.4224      -0.7596       0.6627,        791      -1.4224      -0.6716       0.7508,        791      -1.4224       -1.438      -0.0156,        791      -1.4224      -4.6384       -3.216,        791      -1.4224      -0.3499       1.0724,        791      -1.4224      -0.2945       1.1279
2012.2.27,1991.16,        792       0.6293       0.9823        0.353,        792       0.6293       0.6893       0.0601,        792       0.6293       0.8227       0.1934,        792       0.6293       0.8674       0.2381,        792       0.6293       1.8343        1.205,        792       0.6293       0.0982       -0.531,        792       0.6293       0.1067      -0.5226,        792       0.6293       0.0084      -0.6209
2012.2.28,2003.69,        793       1.3256      -0.1321      -1.4577,        793       1.3256       0.2326       -1.093,        793       1.3256      -0.4476      -1.7732,        793       1.3256      -0.4835      -1.8091,        793       1.3256       -1.556      -2.8816,        793       1.3256       0.3334      -0.9921,        793       1.3256       0.5481      -0.7774,        793       1.3256         0.41      -0.9156
2012.2.29,2030.25,        794       0.2157       1.1077       0.8919,        794       0.2157        0.505       0.2893,        794       0.2157       0.6703       0.4546,        794       0.2157       0.5779       0.3621,        794       0.2157       0.3706       0.1549,        794       0.2157      -0.0057      -0.2214,        794       0.2157       0.6311       0.4154,        794       0.2157       0.7917        0.576
2012.3.2,2034.63,        795      -0.9127      -0.7878       0.1249,        795      -0.9127      -0.5156       0.3971,        795      -0.9127      -0.6992       0.2135,        795      -0.9127      -0.5809       0.3318,        795      -0.9127       -1.572      -0.6593,        795      -0.9127       -1.589      -0.6763,        795      -0.9127       -0.339       0.5737,        795      -0.9127      -0.3619       0.5508
2012.3.5,2016.06,        796      -0.7787      -0.8819      -0.1032,        796      -0.7787      -0.8091      -0.0303,        796      -0.7787      -0.9185      -0.1398,        796      -0.7787      -0.7857       -0.007,        796      -0.7787      -3.1435      -2.3648,        796      -0.7787        -2.03      -1.2512,        796      -0.7787      -0.9796      -0.2009,        796      -0.7787      -0.7947       -0.016
2012.3.6,2000.36,        797      -0.9103      -0.7214       0.1889,        797      -0.9103      -0.9124      -0.0021,        797      -0.9103      -0.9653      -0.0549,        797      -0.9103      -1.0936      -0.1833,        797      -0.9103      -1.3474       -0.437,        797      -0.9103      -1.7325      -0.8221,        797      -0.9103      -0.7699       0.1404,        797      -0.9103      -0.6959       0.2145
2012.3.7,1982.15,        798       0.9389       1.1767       0.2379,        798       0.9389       1.9215       0.9826,        798       0.9389       0.7984      -0.1405,        798       0.9389       1.4988         0.56,        798       0.9389      -0.4412      -1.3801,        798       0.9389        1.267       0.3281,        798       0.9389        0.865      -0.0739,        798       0.9389        0.951       0.0121
2012.3.8,2000.76,        799       0.8767         0.58      -0.2967,        799       0.8767       0.5839      -0.2928,        799       0.8767       0.4735      -0.4032,        799       0.8767       0.4789      -0.3978,        799       0.8767       0.1797       -0.697,        799       0.8767       1.5754       0.6988,        799       0.8767       0.7221      -0.1545,        799       0.8767       0.5627      -0.3139
2012.3.9,2018.3,        800      -0.7828       -0.976      -0.1932,        800      -0.7828      -0.4198        0.363,        800      -0.7828      -0.7782       0.0046,        800      -0.7828      -0.2177       0.5651,        800      -0.7828      -0.8396      -0.0568,        800      -0.7828      -3.9787      -3.1958,        800      -0.7828      -0.3156       0.4672,        800      -0.7828      -0.2985       0.4844
2012.3.12,2002.5,        801       1.1256       0.9803      -0.1453,        801       1.1256       1.5465       0.4209,        801       1.1256       0.7446       -0.381,        801       1.1256       0.9397      -0.1859,        801       1.1256       0.3128      -0.8128,        801       1.1256       1.3632       0.2376,        801       1.1256       0.5295      -0.5961,        801       1.1256       0.5105      -0.6151
2012.3.13,2025.04,        802       0.9896       0.1439      -0.8457,        802       0.9896       0.2959      -0.6937,        802       0.9896      -0.3068      -1.2964,        802       0.9896       0.2435      -0.7461,        802       0.9896       0.0556       -0.934,        802       0.9896      -0.3735      -1.3632,        802       0.9896       0.7336       -0.256,        802       0.9896       0.5266       -0.463
2012.3.14,2045.08,        803      -0.0645        0.742       0.8065,        803      -0.0645       0.9558       1.0204,        803      -0.0645       0.7239       0.7885,        803      -0.0645       0.5406       0.6052,        803      -0.0645       3.0932       3.1578,        803      -0.0645       4.3337       4.3983,        803      -0.0645       0.4436       0.5082,        803      -0.0645       0.5427       0.6072
2012.3.15,2043.76,        804       -0.456      -0.0867       0.3693,        804       -0.456      -0.2588       0.1972,        804       -0.456      -0.3187       0.1373,        804       -0.456      -0.2676       0.1885,        804       -0.456      -1.2204      -0.7644,        804       -0.456       0.2798       0.7358,        804       -0.456       0.1996       0.6556,        804       -0.456       0.1464       0.6025
2012.3.16,2034.44,        805       0.6174      -0.0919      -0.7093,        805       0.6174       0.4725      -0.1449,        805       0.6174      -0.0856       -0.703,        805       0.6174      -0.0096       -0.627,        805       0.6174      -1.3565      -1.9738,        805       0.6174      -2.0648      -2.6822,        805       0.6174       0.1838      -0.4336,        805       0.6174       0.2847      -0.3327
2012.3.19,2047,        806      -0.2369      -0.5165      -0.2795,        806      -0.2369      -0.8659       -0.629,        806      -0.2369      -0.9394      -0.7024,        806      -0.2369       -1.212      -0.9751,        806      -0.2369      -2.2466      -2.0097,        806      -0.2369      -2.5823      -2.3454,        806      -0.2369      -0.3986      -0.1617,        806      -0.2369      -0.4181      -0.1812
2012.3.20,2042.15,        807      -0.7306      -0.4168       0.3138,        807      -0.7306        -0.31       0.4206,        807      -0.7306      -0.7331      -0.0025,        807      -0.7306      -0.4035       0.3271,        807      -0.7306      -2.1101      -1.3795,        807      -0.7306      -2.0382      -1.3076,        807      -0.7306      -0.1807       0.5499,        807      -0.7306      -0.2081       0.5225
2012.3.21,2027.23,        808      -0.0548      -0.2376      -0.1829,        808      -0.0548      -0.7895      -0.7348,        808      -0.0548      -0.2807      -0.2259,        808      -0.0548      -0.7543      -0.6996,        808      -0.0548      -1.1596      -1.1048,        808      -0.0548      -3.1319      -3.0772,        808      -0.0548      -0.6436      -0.5889,        808      -0.0548      -0.6272      -0.5725
2012.3.22,2026.12,        809        0.035      -0.6536      -0.6886,        809        0.035      -0.7984      -0.8334,        809        0.035      -0.9837      -1.0188,        809        0.035      -1.0134      -1.0484,        809        0.035      -2.2477      -2.2827,        809        0.035      -2.1955      -2.2306,        809        0.035      -0.4026      -0.4377,        809        0.035      -0.4287      -0.4638
2012.3.23,2026.83,        810      -0.3769      -0.3032       0.0737,        810      -0.3769       0.3024       0.6793,        810      -0.3769      -0.6377      -0.2607,        810      -0.3769       0.1581       0.5351,        810      -0.3769       0.1689       0.5459,        810      -0.3769       0.9666       1.3436,        810      -0.3769       0.4519       0.8289,        810      -0.3769       0.3417       0.7187
2012.3.26,2019.19,        811       1.0187       0.8398       -0.179,        811       1.0187         0.89      -0.1288,        811       1.0187       0.8453      -0.1734,        811       1.0187       0.7031      -0.3156,        811       1.0187       0.5339      -0.4848,        811       1.0187      -0.9292      -1.9479,        811       1.0187       0.6065      -0.4122,        811       1.0187        0.422      -0.5967
2012.3.27,2039.76,        812      -0.3932       -0.683      -0.2898,        812      -0.3932      -0.9833      -0.5901,        812      -0.3932      -0.6179      -0.2247,        812      -0.3932      -0.6474      -0.2542,        812      -0.3932      -2.3392       -1.946,        812      -0.3932      -2.5742      -2.1811,        812      -0.3932      -0.7061       -0.313,        812      -0.3932      -0.7339      -0.3407
2012.3.28,2031.74,        813       -0.853      -1.0378      -0.1849,        813       -0.853      -1.3155      -0.4626,        813       -0.853      -1.7586      -0.9056,        813       -0.853      -1.3061      -0.4531,        813       -0.853      -3.8046      -2.9516,        813       -0.853      -3.0481      -2.1952,        813       -0.853      -0.8281       0.0249,        813       -0.853       -0.809        0.044
2012.3.29,2014.41,        814      -0.0184        0.285       0.3034,        814      -0.0184       0.2526        0.271,        814      -0.0184       0.1953       0.2136,        814      -0.0184      -0.0955      -0.0771,        814      -0.0184       3.7251       3.7435,        814      -0.0184       0.3881       0.4065,        814      -0.0184       0.1343       0.1527,        814      -0.0184       0.1037        0.122
2012.3.30,2014.04,        815       0.7572       0.3746      -0.3826,        815       0.7572       1.0693       0.3121,        815       0.7572       0.6495      -0.1076,        815       0.7572       0.6686      -0.0886,        815       0.7572      -1.9802      -2.7374,        815       0.7572      -0.5717      -1.3289,        815       0.7572       0.5049      -0.2523,        815       0.7572       0.6343      -0.1229
2012.4.2,2029.29,        816       0.9851       0.0843      -0.9008,        816       0.9851       0.1059      -0.8792,        816       0.9851      -0.2914      -1.2764,        816       0.9851      -0.1711      -1.1562,        816       0.9851      -0.9449      -1.9299,        816       0.9851      -0.5861      -1.5711,        816       0.9851        0.364      -0.6211,        816       0.9851       0.2371       -0.748
2012.4.3,2049.28,        817      -1.4966      -1.7729      -0.2763,        817      -1.4966      -2.0298      -0.5332,        817      -1.4966       -1.639      -0.1424,        817      -1.4966      -1.6286       -0.132,        817      -1.4966      -3.9806       -2.484,        817      -1.4966      -6.1792      -4.6826,        817      -1.4966      -0.9833       0.5133,        817      -1.4966      -0.9036        0.593
2012.4.4,2018.61,        818       0.5033      -0.4767        -0.98,        818       0.5033      -0.6277      -1.1311,        818       0.5033      -0.7335      -1.2368,        818       0.5033       -0.912      -1.4153,        818       0.5033       2.1745       1.6712,        818       0.5033      -1.9287      -2.4321,        818       0.5033      -0.7196      -1.2229,        818       0.5033      -0.6693      -1.1726
2012.4.5,2028.77,        819       0.0128      -0.6676      -0.6804,        819       0.0128      -0.6365      -0.6493,        819       0.0128       -0.461      -0.4738,        819       0.0128      -1.0345      -1.0473,        819       0.0128      -1.3027      -1.3156,        819       0.0128      -0.1753      -0.1881,        819       0.0128      -0.3798      -0.3927,        819       0.0128      -0.3681      -0.3809
2012.4.6,2029.03,        820      -1.5746      -0.8792       0.6954,        820      -1.5746      -1.1039       0.4708,        820      -1.5746      -1.0761       0.4986,        820      -1.5746      -1.1936        0.381,        820      -1.5746      -1.9953      -0.4207,        820      -1.5746      -4.3041      -2.7295,        820      -1.5746      -0.5623       1.0123,        820      -1.5746      -0.7737        0.801
2012.4.9,1997.08,        821      -0.1337       -0.439      -0.3053,        821      -0.1337      -0.4152      -0.2815,        821      -0.1337      -0.5744      -0.4407,        821      -0.1337      -0.5852      -0.4515,        821      -0.1337      -1.4523      -1.3186,        821      -0.1337      -3.4547       -3.321,        821      -0.1337      -0.3607      -0.2271,        821      -0.1337      -0.4487       -0.315
2012.4.10,1994.41,        822      -0.3901       -0.034       0.3561,        822      -0.3901        0.611       1.0011,        822      -0.3901      -0.1452       0.2449,        822      -0.3901      -0.2895       0.1006,        822      -0.3901      -0.0808       0.3093,        822      -0.3901       -0.504      -0.1139,        822      -0.3901      -0.0061        0.384,        822      -0.3901       0.1734       0.5635
2012.4.12,1986.63,        823       1.1215      -0.3562      -1.4777,        823       1.1215        0.012      -1.1095,        823       1.1215      -0.5154      -1.6369,        823       1.1215       0.3303      -0.7912,        823       1.1215      -0.8401      -1.9616,        823       1.1215      -0.1924      -1.3139,        823       1.1215       0.0827      -1.0388,        823       1.1215       0.1131      -1.0084
2012.4.13,2008.91,        824      -0.8104      -1.2013      -0.3909,        824      -0.8104      -1.3481      -0.5377,        824      -0.8104      -1.1327      -0.3223,        824      -0.8104       -1.375      -0.5646,        824      -0.8104      -3.4467      -2.6363,        824      -0.8104       -3.741      -2.9306,        824      -0.8104      -0.7439       0.0665,        824      -0.8104      -0.7311       0.0793
2012.4.16,1992.63,        825      -0.3679      -0.5453      -0.1775,        825      -0.3679       0.0428       0.4106,        825      -0.3679      -0.8041      -0.4363,        825      -0.3679      -0.2778       0.0901,        825      -0.3679      -3.3686      -3.0008,        825      -0.3679       2.7289       3.0967,        825      -0.3679       0.3941       0.7619,        825      -0.3679       0.3103       0.6781
2012.4.17,1985.3,        826       0.9686       1.3427       0.3741,        826       0.9686       1.4934       0.5248,        826       0.9686       1.1184       0.1498,        826       0.9686       1.3109       0.3423,        826       0.9686       3.1545       2.1858,        826       0.9686       0.6597      -0.3089,        826       0.9686       0.5658      -0.4029,        826       0.9686       0.4481      -0.5205
2012.4.18,2004.53,        827       -0.233      -0.5376      -0.3046,        827       -0.233      -0.1659       0.0671,        827       -0.233      -0.6957      -0.4627,        827       -0.233      -0.0184       0.2146,        827       -0.233      -0.5344      -0.3014,        827       -0.233       0.2448       0.4777,        827       -0.233      -0.1361       0.0969,        827       -0.233      -0.0141       0.2188
2012.4.19,1999.86,        828      -1.2606       -0.262       0.9985,        828      -1.2606        -0.36       0.9006,        828      -1.2606      -0.4417       0.8189,        828      -1.2606      -0.5097       0.7509,        828      -1.2606       1.2436       2.5041,        828      -1.2606       -3.672      -2.4114,        828      -1.2606      -0.0676       1.1929,        828      -1.2606      -0.0912       1.1694
2012.4.20,1974.65,        829      -0.1023      -0.9912      -0.8889,        829      -0.1023      -0.3587      -0.2564,        829      -0.1023      -0.8281      -0.7258,        829      -0.1023      -0.4948      -0.3925,        829      -0.1023      -1.8458      -1.7435,        829      -0.1023      -4.0165      -3.9142,        829      -0.1023      -0.5633       -0.461,        829      -0.1023      -0.6275      -0.5252
2012.4.23,1972.63,        830      -0.4669       -0.939      -0.4721,        830      -0.4669      -1.0303      -0.5634,        830      -0.4669       -1.135      -0.6681,        830      -0.4669      -1.4226      -0.9557,        830      -0.4669       -3.037      -2.5701,        830      -0.4669      -2.8838      -2.4169,        830      -0.4669      -0.4347       0.0321,        830      -0.4669      -0.3592       0.1077
2012.4.24,1963.42,        831      -0.0733       0.0495       0.1228,        831      -0.0733        0.019       0.0924,        831      -0.0733      -0.2193       -0.146,        831      -0.0733      -0.3278      -0.2545,        831      -0.0733       0.6496        0.723,        831      -0.0733      -0.6923       -0.619,        831      -0.0733       0.6699       0.7432,        831      -0.0733       0.6053       0.6786
2012.4.25,1961.98,        832        0.105       0.7235       0.6185,        832        0.105        0.367        0.262,        832        0.105        0.518        0.413,        832        0.105       0.5588       0.4538,        832        0.105       0.5321       0.4271,        832        0.105        1.398        1.293,        832        0.105       0.3667       0.2617,        832        0.105       0.3979       0.2929
2012.4.26,1964.04,        833       0.5759      -1.1062       -1.682,        833       0.5759      -0.6267      -1.2026,        833       0.5759      -0.9528      -1.5287,        833       0.5759      -0.8573      -1.4332,        833       0.5759      -0.4698      -1.0456,        833       0.5759        -2.83      -3.4058,        833       0.5759      -0.0997      -0.6755,        833       0.5759      -0.2298      -0.8057
2012.4.27,1975.35,        834       0.3361       0.9087       0.5725,        834       0.3361       0.8312        0.495,        834       0.3361       0.8339       0.4978,        834       0.3361       0.8239       0.4877,        834       0.3361       6.0442        5.708,        834       0.3361       0.5884       0.2523,        834       0.3361       0.4527       0.1166,        834       0.3361        0.503       0.1668
2012.4.30,1981.99,        835       0.8618       0.0861      -0.7756,        835       0.8618       0.6954      -0.1663,        835       0.8618       0.0021      -0.8596,        835       0.8618        0.725      -0.1368,        835       0.8618      -3.0153      -3.8771,        835       0.8618      -1.4821      -2.3438,        835       0.8618       0.0555      -0.8062,        835       0.8618       0.1667       -0.695
