Date,KOSPI_Now
2015.12.30,1961.31
2016.1.4,1918.76
2016.1.5,1930.53
2016.1.6,1925.43
2016.1.7,1904.33
2016.1.8,1917.62
2016.1.11,1894.84
2016.1.12,1890.86
2016.1.13,1916.28
2016.1.14,1900.01
2016.1.15,1878.87
2016.1.18,1878.45
2016.1.19,1889.64
2016.1.20,1845.45
2016.1.21,1840.53
2016.1.22,1879.43
2016.1.25,1893.43
2016.1.26,1871.69
2016.1.27,1897.87
2016.1.28,1906.94
2016.1.29,1912.06
2016.2.1,1924.82
2016.2.2,1906.6
2016.2.3,1890.67
2016.2.4,1916.26
2016.2.5,1917.79
2016.2.11,1861.54
2016.2.12,1835.28
2016.2.15,1862.2
2016.2.16,1888.3
2016.2.17,1883.94
2016.2.18,1908.84
2016.2.19,1916.24
2016.2.22,1916.36
2016.2.23,1914.22
2016.2.24,1912.53
2016.2.25,1918.57
2016.2.26,1920.16
2016.2.29,1916.66
2016.3.2,1947.42
2016.3.3,1958.17
2016.3.4,1955.63
2016.3.7,1957.87
2016.3.8,1946.12
2016.3.9,1952.95
2016.3.10,1969.33
2016.3.11,1971.41
2016.3.14,1972.27
2016.3.15,1969.97
2016.3.16,1974.9
2016.3.17,1987.99
2016.3.18,1992.12
2016.3.21,1989.76
2016.3.22,1996.81
2016.3.23,1995.12
2016.3.24,1985.97
2016.3.25,1983.81
2016.3.28,1982.54
2016.3.29,1994.91
2016.3.30,2002.14
2016.3.31,1995.85
2016.4.1,1973.57
2016.4.4,1978.97
2016.4.5,1962.74
2016.4.6,1971.32
2016.4.7,1973.89
2016.4.8,1972.05
2016.4.11,1970.37
2016.4.12,1981.32
2016.4.14,2015.93
2016.4.15,2014.71
2016.4.18,2009.1
2016.4.19,2011.36
2016.4.20,2005.83
2016.4.21,2022.1
2016.4.22,2015.49
2016.4.25,2014.55
2016.4.26,2019.63
2016.4.27,2015.4
2016.4.28,2000.93
2016.4.29,1994.15
2016.5.2,1978.15
2016.5.3,1986.41
2016.5.4,1976.71
2016.5.9,1967.81
2016.5.10,1982.5
2016.5.11,1980.1
2016.5.12,1977.49
2016.5.13,1966.99
2016.5.16,1967.91
2016.5.17,1968.06
2016.5.18,1956.73
2016.5.19,1946.78
2016.5.20,1947.67
2016.5.23,1955.25
2016.5.24,1937.68
2016.5.25,1960.51
2016.5.26,1957.06
2016.5.27,1969.17
2016.5.30,1967.13
2016.5.31,1983.4
2016.6.1,1982.72
2016.6.2,1985.11
2016.6.3,1985.84
2016.6.7,2011.63
2016.6.8,2027.08
2016.6.9,2024.17
2016.6.10,2017.63
2016.6.13,1979.06
2016.6.14,1972.03
2016.6.15,1968.83
2016.6.16,1951.99
2016.6.17,1953.4
2016.6.20,1981.12
2016.6.21,1982.7
2016.6.22,1992.58
2016.6.23,1986.71
2016.6.24,1925.24
2016.6.27,1926.85
2016.6.28,1936.22
2016.6.29,1956.36
2016.6.30,1970.35
2016.7.1,1987.32
2016.7.4,1995.3
2016.7.5,1989.85
2016.7.6,1953.12
2016.7.7,1974.08
2016.7.8,1963.1
2016.7.11,1988.54
2016.7.12,1991.23
2016.7.13,2005.55
2016.7.14,2008.77
2016.7.15,2017.26
2016.7.18,2021.11
2016.7.19,2016.89
2016.7.20,2015.46
2016.7.21,2012.22
2016.7.22,2010.34
2016.7.25,2012.32
2016.7.26,2027.34
2016.7.27,2025.05
2016.7.28,2021.1
2016.7.29,2016.19
2016.8.1,2029.61
2016.8.2,2019.03
2016.8.3,1994.79
2016.8.4,2000.03
2016.8.5,2017.94
2016.8.8,2031.12
2016.8.9,2043.78
2016.8.10,2044.64
2016.8.11,2048.8
2016.8.12,2050.47
2016.8.16,2047.76
2016.8.17,2043.75
2016.8.18,2055.47
2016.8.19,2056.24
2016.8.22,2042.16
2016.8.23,2049.93
2016.8.24,2043.76
2016.8.25,2042.92
2016.8.26,2037.5
2016.8.29,2032.35
2016.8.30,2039.74
2016.8.31,2034.65
2016.9.1,2032.72
2016.9.2,2038.31
2016.9.5,2060.08
2016.9.6,2066.53
2016.9.7,2061.88
2016.9.8,2063.73
2016.9.9,2037.87
2016.9.12,1991.48
2016.9.13,1999.36
2016.9.19,2015.78
2016.9.20,2025.71
2016.9.21,2035.99
2016.9.22,2049.7
2016.9.23,2054.07
2016.9.26,2047.11
2016.9.27,2062.82
2016.9.28,2053.06
2016.9.29,2068.72
2016.9.30,2043.63
2016.10.4,2054.86
2016.10.5,2053
2016.10.6,2065.3
2016.10.7,2053.8
2016.10.10,2056.82
2016.10.11,2031.93
2016.10.12,2033.73
2016.10.13,2015.44
2016.10.14,2022.66
2016.10.17,2027.61
2016.10.18,2040.43
2016.10.19,2040.94
2016.10.20,2040.6
2016.10.21,2033
2016.10.24,2047.74
2016.10.25,2037.17
2016.10.26,2013.89
2016.10.27,2024.12
2016.10.28,2019.42
2016.10.31,2008.19
2016.11.1,2007.39
2016.11.2,1978.94
2016.11.3,1983.8
2016.11.4,1982.02
2016.11.7,1997.58
2016.11.8,2003.38
2016.11.9,1958.38
2016.11.10,2002.6
2016.11.11,1984.43
2016.11.14,1974.4
2016.11.15,1967.53
2016.11.16,1979.65
2016.11.17,1980.55
2016.11.18,1974.58
2016.11.21,1966.05
2016.11.22,1983.47
2016.11.23,1987.95
2016.11.24,1971.26
2016.11.25,1974.46
2016.11.28,1978.13
2016.11.29,1978.39
2016.11.30,1983.48
2016.12.1,1983.75
2016.12.2,1970.61
