@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_Low_x numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute IDX_Now numeric
@attribute JPY_KRW_High numeric
@attribute NASDAQ_Open numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute S&P_TSX_Open numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute TA_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2013-1-2, 1.7050148969999999, 0.9149607670000001, 1.5194489469999999, 1.562911581, 0.815959033, 1.16039009, 1.603592046, 0.51726234, 1.620991223, 1.138645962, 0.070408123, 1.3726457930000002, 0.812656727, 1.841596521, 1.147930796, -0.296011036, 0.740642293, 1.6717416680000001, 2.2557040440000002, 0.6901121, -2.979136571, 4.256488776, 1.436949402, 1.526433673, 1.7433455230000001, 0.939313541, 0.730580844, 1.01604615, 1.432675045, 1.079940979, 0.57048163, 1.7558755119999998, 2.06844367, 0.753757875, 1.026495698, 1.087294282, 2.216965701, 2.6013772, 1.3728963680000001
2013-1-3, -0.575550194, 0.545146759, 0.082675257, 0.67145039, 0.1220013, 0.034940462, 0.186596982, 0.945059861, -0.165854936, 0.630993594, 2.35579161, 1.9382950630000002, 1.7076081369999998, 1.260478596, 0.111339599, 2.01752854, 0.444956164, -0.295942043, 0.574414423, 1.214315952, -0.325449323, 0.5551008789999999, 0.27113836399999997, 0.182316165, 0.076061518, 0.930572547, 0.725282072, 0.45881367700000003, 0.082303798, 0.8489907040000001, 2.5403347380000003, 2.057229401, -0.259470432, 0.74811887, 1.016065826, 1.075599352, -0.148531101, -0.607222755, 1.015727392
2013-1-4, -0.369910023, -0.128413663, 0.210790178, 0.083013683, 0.0708816, -0.124233464, -0.487758187, -0.272347925, 0.034074747999999995, -0.1347897, -0.16372164, 0.134223666, 0.185929478, 0.081575643, 0.636887941, 0.352679165, 0.438208955, 0.289696768, 0.628727068, 0.24458659, -0.468544655, -0.24481339800000002, 0.110658125, 0.062323417, -0.08352055900000001, 0.921992736, 0.7200596090000001, 0.111740761, 0.519944469, 0.024864577000000002, -0.208558417, 0.23771409699999999, -0.829562474, 0.5780512560000001, 0.550676167, 0.484592873, -0.118755085, -0.09646302300000001, -1.048762028
2013-1-7, -0.034295257, 0.505743185, 0.142126208, 0.28315648, 0.182649492, 0.074712278, 0.22243062600000002, 0.245705007, -0.15579067, -0.182852262, 0.336642758, -0.246033449, 0.562316065, 0.463095824, 0.027258516, 0.376447908, 0.268673395, 0.456966971, 0.233703364, -0.39999818600000003, -0.42072285600000003, -0.377634736, -0.461258446, 0.355437446, -0.073559529, -0.83363663, -0.118276892, 0.7122166409999999, 0.052781125, 0.332924945, 0.48651130299999995, -0.16244114099999998, 0.5478033179999999, 0.668806696, 0.198466664, 0.637011784, -0.11889628, 0.150198477, 0.9833916079999999
2013-1-8, -0.6617775020000001, -0.4747690120000001, -0.204371274, -0.444926131, -0.8043374640000001, -0.36970852200000004, -0.31830959999999997, -0.635437325, -0.169551532, -0.388154671, -0.4369561770000001, -0.376143269, -0.837992608, -0.343913274, -0.054502175, -0.11747721, -0.546577665, 0.09309889699999999, -0.375908545, 0.11770384199999999, 0.6745182009999999, 0.300728027, 0.222096052, -0.5809190439999999, -0.213312365, -0.858099011, -1.192385053, -0.728289838, -0.359601537, -0.5141001479999999, -0.312314606, -0.341887383, -0.10293332, -0.15617920300000002, 0.217725392, -0.04184872, -0.9292363459999999, 0.482056776, 0.27050422
2013-1-9, -0.306816021, 0.12854204800000002, -0.233232835, -0.063026414, 0.24385849, 0.044242672999999996, -0.089860596, 0.037221005, -0.252760375, 0.065985725, -0.355075941, 0.270440446, 1.117943051, 1.306658595, 0.39568475299999994, 0.0, 1.23506831, 1.4210867130000002, 1.321838394, -0.787256541, 0.274871359, 0.038406176, -0.503190763, 0.217244737, -0.099758568, 0.67100873, -0.619490932, -0.19492659199999998, -0.407666243, -0.47495375, -0.324237802, 0.37957069200000004, 0.142189543, 0.658595422, 0.904418829, 0.691147774, 0.301840981, -0.159914712, 0.010790979
2013-1-10, 0.752581823, 0.108407269, 0.447599498, 0.26086458, 0.045537340999999995, 0.44900398399999997, 0.44127508, 0.240744558, 0.503052446, -0.045132047, 0.464368878, 0.39920234600000004, 2.109341116, 1.1537334909999999, 0.09865401900000001, 0.610873146, 1.36013566, 0.407466741, 0.7424517409999999, -1.044481575, -1.483173567, 0.8384817640000001, -0.047726702, -0.248334745, -0.187129203, 0.700189156, 2.125668719, 0.276981259, 0.231247674, 0.573736796, 0.514017088, 0.265586933, 0.5102281479999999, 0.9201429740000001, 0.313870123, 0.624246823, 0.8621761659999999, 1.121195942, 0.43159257700000003
2013-1-11, -0.504783735, 0.11968880900000001, -0.167456646, -0.137240886, 0.152121314, -0.40138501600000004, -0.584849091, -0.080314117, -0.543371295, -0.015094182, 0.5946167139999999, 0.43101741200000004, 0.752713758, 0.596343825, 0.053609662999999995, 0.073227476, 0.356673986, 0.324881782, 0.369659819, -0.265208368, -1.087307568, -0.112616936, -0.290685498, 0.228137515, -0.112656163, 1.398057195, 1.20917356, 0.039838873999999996, 0.08928019, 0.11196019199999999, 0.510705702, 0.449001383, 0.23027454, 0.17045644899999998, 0.268149947, 0.224673775, 0.17424896199999998, -0.601900739, -0.46196819899999997
2013-1-14, 0.519364742, 0.10816041900000001, -0.008529027, -0.770177799, -0.206905625, -0.138980149, 0.100125861, 0.151179211, 0.7032316059999999, 0.239981676, 0.126044338, 0.147842592, 0.267608478, -0.36886127799999996, 0.205665858, 0.161277885, 0.7084973370000001, 0.503607071, 0.248251748, 1.778718087, -0.676467633, -0.271290021, 1.2224219920000001, 0.299891175, 0.362757971, 0.358790435, 0.48194744, 0.280530973, 0.511357615, 0.36568263700000003, -0.004755047, -0.128783439, 0.210381798, 0.51900052, 0.506509988, 0.450716115, 0.173945863, 0.16997769, 0.323799244
2013-1-15, -1.160913584, -1.501236814, -0.9439595120000001, -0.152922846, -0.531719399, -0.155124698, -0.118504355, -0.433725659, -0.650027871, -0.863112085, 0.14004595, -0.104310304, -1.386359434, 0.142555307, -0.274853811, -0.30614752100000003, -1.7196983630000002, -1.3025879759999999, -0.938230268, 0.418026241, 0.925520078, -0.404348594, 0.540334161, 0.523447465, 0.946806102, 0.357507732, 0.479635847, -0.059126168, -0.360259035, -0.4766621270000001, -0.093746816, -0.131678595, -0.4609021170000001, -0.122702449, 0.577255258, 0.18949486100000001, -0.24490330800000001, 0.159083678, 0.290478752
