@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute MOEX_Now numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Low numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2009-3-3, 6.76, -10.97, -6.41, -6.43, -204.3, -85.5, -134.9, 0.297, 0.381, 0.229, 5.29, 7.46, 3.21, -1948.62, -621.07, -1128.58, -133.67, -85.88, -71.91, -19.26, -89.05, -34.27, -21.7, -34.82, -0.018000000000000002, -0.023, 33.78, 8.91, -54.99, -20.43, -29.97, -50.29, 4.755, 2.01, 6.605, 2.88, -0.157, -0.157, -0.157, -0.157, 26.98, 34.55, 10.93, 0.0176, 0.0242, 0.0186, 0.0207, -2072.0, -1420.0, -880.0, -822.38, -318.35, -745.1, -252.4, -113.9, -170.55, -299.64, -188.13, -215.37, -5.9, -21.11, -4.43, -14.33, 16.21, 11.61, 64.83, 19.4, -0.0103, -21.22, -0.9, -8.63, -18.89, -0.3, -350.4, -272.0, -251.6, -0.0152, -920.0, -382.0, -29.37, -0.039, -0.039, -0.039, -0.039, -0.0013, -0.0072, 17.31, 37.2, 22.0, 51.8, 24.7, -14.245, -13.175, -10.905, -435.51, -65.7, -415.43, 0.4311, 0.2766, 0.4377, 0.3162, 0.23, 0.05, -86.02, -22.06, -49.87
2009-3-4, 33.69, -6.27, -3.28, -6.12, -113.7, -153.2, -128.5, -0.159, 0.043, 0.03, -2.65, -0.19, 1.66, 232.87, -1094.82, -474.03, -19.35, -66.09, -24.92, 7.35, -52.2, -4.49, -17.9, -7.4, 0.08800000000000001, 0.076, -26.38, 13.35, -1.84, -14.71, -25.12, -9.15, -2.46, 4.77, -0.12, 1.47, 0.022, 0.022, 0.022, 0.022, -16.63, -3.04, 9.58, 0.0025, 0.0144, 0.0057, 0.0081, 342.0, -450.0, -700.0, 163.45, -544.73, -118.95, -80.27, -57.01, -81.27, -37.27, -133.89, -74.95, 0.55, -14.96, -15.12, -12.71, -5.27, -24.63, -28.19, -12.09, 0.0103, -6.79, -18.53, -16.43, -7.18, 0.87, -51.1, -105.1, -71.4, 0.0027, -345.0, -863.0, 8.71, -0.005, -0.005, -0.005, -0.005, -0.0031, 0.001, -13.17, -18.75, 45.05, -0.85, 9.85, 3.25, 3.71, 0.61, -55.89, -325.35, -88.54, -0.3698, 0.4188, 0.0719, 0.0575, 1.43, 0.11, -44.29, -53.57, -42.91
2009-3-5, -1.08, 9.01, 0.54, 2.88, 133.8, -27.4, 14.8, -0.032, -0.105, -0.14, -0.16, -2.2, -2.14, 1934.68, 1469.22, 745.71, 200.22, 135.83, 54.05, 31.51, 22.8, 16.54, 12.45, 6.3, 0.08900000000000001, 0.107, 10.35, -30.64, 32.73, -1.04, 23.41, 20.9, -0.105, -2.48, -2.045, -1.87, 0.092, 0.092, 0.092, 0.092, 4.57, -20.35, -19.03, -0.0189, 0.0013, -0.0006, -0.0092, 1890.0, 1360.0, 1890.0, 731.71, 636.94, 356.95, 105.67, -49.37, -7.38, 149.82, 89.6, 53.37, 2.2, 25.92, 6.72, 2.02, 5.9, 15.99, -30.26, -21.11, 0.0124, 10.29, -6.09, 2.92, 2.15, 13.21, 138.1, 31.5, 58.3, 0.0, 346.0, -42.0, 24.56, 0.002, 0.002, 0.002, 0.002, 0.0099, -0.0027, -15.76, -0.65, -22.05, -15.75, -9.55, 14.54, 11.94, 14.45, 183.13, 68.36, 130.5, -0.1307, -0.3055, -0.3509, -0.1862, 0.5, 1.16, 17.92, -27.57, -3.81
2009-3-6, -3.15, -11.0, -2.04, -4.71, -116.0, -3.6, 14.3, 0.1385, -0.1435, -0.001, 2.52, -1.42, -0.05, -1033.31, -162.83, 505.71, -195.45, -27.53, -26.42, -13.74, -68.5, -30.32, -15.85, -20.67, -0.039, -0.012, 9.5, 20.83, -54.15, -8.0, -27.43, -35.55, 2.21, -0.07, -1.32, -0.04, -0.165, -0.165, -0.165, -0.165, 16.03, 6.94, 11.1, 0.0147, -0.0183, -0.0057, 0.0011, -1223.0, -360.0, -430.0, -459.94, -34.28, 96.45, -73.49, 33.24, 40.56, -281.4, -138.18, -183.83, 0.25, -21.25, -0.25, 0.72, -1.48, 19.75, 20.71, 23.15, -0.0119, -21.85, 3.03, -8.08, -13.33, 0.82, -331.6, -93.7, -231.5, 0.0053, -840.0, -14.0, -1.31, -0.141, -0.141, -0.141, -0.141, -0.0051, 0.0074, 7.65, 16.7, -27.9, -10.1, -5.1, -16.82, -2.71, -6.86, -185.58, -51.28, -41.78, 0.3493, -0.1316, -0.0259, -0.109, -0.88, -0.46, -32.01, 9.05, -11.29
2009-3-9, 16.7, -1.08, -5.35, -2.36, 0.8, -55.7, -34.3, -0.1715, 0.2505, 0.105, -3.18, 4.36, 2.19, -263.84, -82.78, -497.39, -29.08, -95.05, -57.49, 16.96, 43.45, 0.83, -9.18, -11.14, 0.035, -0.002, -15.21, 10.27, -5.74, -21.79, -22.35, -29.79, -2.775, 2.18, 3.895, 1.9, 0.06, 0.06, 0.06, 0.06, -8.8, 23.89, 19.93, -0.0014, 0.0141, -0.0001, 0.0038, -285.0, 210.0, -620.0, -321.58, -366.58, -287.74, -78.57, -84.49, -78.57, 32.5, -97.57, -88.01, -1.25, -1.53, -12.64, -2.72, 10.12, -40.01, 26.77, 0.47, 0.0012, 1.6, -15.53, -10.55, -6.29, -5.13, -89.0, -210.2, -142.6, 0.0002, -628.0, -840.0, -1.38, -0.066, -0.066, -0.066, -0.066, 0.0103, 0.0013, 13.49, -21.95, 66.35, 30.15, 15.45, -0.22, -7.035, -2.78, -37.7, -49.91, -109.88, -0.2905, 0.3124, 0.2424, 0.2538, -1.57, -1.15, -24.91, -18.54, -27.7
2009-3-10, 20.47, -0.25, -3.58, -3.23, 11.7, -25.4, -31.4, 0.008, -0.267, -0.042, 0.13, -4.93, -1.34, -363.74, -844.47, -83.8, 25.62, -62.81, -49.11, 30.66, -47.0, -6.85, -3.82, 6.09, -0.052000000000000005, -0.022, -3.61, -4.69, -25.21, -25.75, -4.36, -3.02, 0.11, -2.97, -4.3, -1.19, -0.012, -0.012, -0.012, -0.012, 3.05, -15.92, -5.88, 0.012, -0.0034, 0.0154, 0.0053, -201.0, -830.0, -160.0, -79.08, -162.39, -120.17, -3.94, -74.09, -76.65, -79.89, -18.0, -3.19, -1.1, 8.1, -1.57, -9.4, -15.87, -46.86, -49.35, -48.74, -0.0129, -7.79, -3.04, -1.82, -0.56, -2.34, -119.5, -116.8, -180.7, -0.0297, -274.0, -491.0, 6.76, 0.0, 0.0, 0.0, 0.0, -0.0144, -0.0067, -24.19, 1.0, -42.9, -34.0, -5.2, -0.22, -7.035, -2.78, -24.53, -69.52, 35.05, -0.0558, -0.2812, -0.3266, -0.13, 2.36, 1.36, 25.78, -12.08, 10.72
2009-3-11, 35.31, 11.19, 10.81, 3.73, 172.8, 161.5, 55.6, -0.338, -0.043, -0.3, -6.51, -0.58, -5.54, 2053.2, 1339.49, 352.79, 194.95, 201.82, 92.44, 30.66, 14.76666667, 43.07, 24.33, 6.4, 0.046, 0.008, -46.42, -45.11, 89.64, 4.11, 42.13, 23.43, -5.725, -0.38, -0.455, -4.8, 0.151, 0.151, 0.151, 0.151, -40.92, -3.44, -33.27, -0.0184, 0.0157, -0.0052, -0.0089, 1953.0, 1410.0, 1020.0, 579.16, 380.05, 162.22, 204.88, 186.7, 61.51, 379.44, 193.06, 106.93, -0.35, 35.06, 35.62, 15.89, -14.71, -64.41, -55.42, -64.31, 0.012, 24.49, -1.47, 12.7, 4.79, -3.88, 335.9, 183.3, 69.1, -0.0052, 882.0, 471.0, 6.76, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0107, 0.0031, -14.6, -44.38, -3.38, -3.37, -41.77, 7.12, 9.69, 8.16, 313.47, 191.5, 51.93, -0.4345, -0.0971, -0.1837, -0.4125, -0.14, 0.24, 63.46, 49.1, 28.13
2009-3-12, 0.88, -0.11, 2.82, 7.05, -21.4, 36.9, 135.7, -0.295, -0.399, -0.226, -5.18, -8.64, -5.12, 10.25, 506.69, 1493.45, 27.12, 86.63, 147.8, -11.24, 14.76666667, 1.76, 12.32, 34.57, -0.059, -0.019, -22.57, -37.85, 13.36, 75.85, 27.01, 63.65, -4.575, -5.15, -7.655, -4.59, -0.102, -0.102, -0.102, -0.102, -22.46, -50.92, -29.17, 0.004, -0.0201, -0.0109, 0.0025, -26.0, 520.0, 760.0, 247.17, 182.02, 558.46, 64.42, 94.86, 190.52, 3.91, 126.72, 257.54, 1.1, 15.98, 19.74, 33.47, -16.82, -33.35, -82.33, -47.03, 0.0024, -1.45, 20.68, 8.78, 16.46, -18.2, 51.4, 203.8, 291.6, -0.0035, 65.0, 522.0, 14.31, 0.006, 0.006, 0.006, 0.006, 0.0058, 0.0032, -29.61, -35.62, -72.72, -64.63, -36.13, 7.12, 9.69, 8.16, 130.61, 169.97, 291.47, -0.1447, -0.3894, -0.5502, -0.3335, -1.55, -1.12, 30.74, 41.77, 54.36
2009-3-13, -2.36, 0.98, -2.39, -1.56, 18.3, -37.6, -35.5, 0.2405, -0.0275, 0.098, 4.4, 0.36, 1.87, 347.06, -6.16, 48.01, 42.12, -23.52, -26.93, -10.72, 14.76666667, 29.38, 20.71, 0.91, 0.001, 0.01, 50.08, 20.4, 54.46, 2.98, 42.26, 2.45, 3.875, -4.5, 0.345, 0.53, -0.047, -0.047, -0.047, -0.047, -9.75, 5.82, -9.84, -0.0073, 0.0039, 0.0053, 0.0016, 413.0, -115.0, 20.0, 1074.18, 1043.81, 180.98, 68.81, 67.48, -4.73, 239.66, 120.03, 36.24, 3.5, 1.06, -1.32, 6.67, 10.64, 53.65, 21.48, 18.62, 0.0097, 23.82, -2.54, 14.41, -2.76, 25.78, 135.8, -16.6, -54.7, 0.0046, 353.0, -90.0, -4.11, -0.03, -0.03, -0.03, -0.03, 0.009000000000000001, 0.0093, -0.56, 29.7, 6.7, 7.7, 16.7, -2.35, -6.96, -2.43, 271.25, 275.74, 116.6, 0.2328, -0.1424, 0.4568, 0.2319, 0.08, -1.39, 23.79, 8.36, 25.79
2009-3-16, -0.57, 0.43, 4.3, 6.5, 41.6, 90.4, 95.6, -0.0845, -0.0855, -0.113, -1.55, -1.21, -1.41, -136.49, 403.1, 293.53, -2.62, 82.59, 134.61, 21.06, 101.8, 5.81, 5.66, 27.7, 0.042, -0.002, -11.43, 15.16, 5.4, 59.25, 6.43, 53.21, -1.36, 3.4, -0.96, -0.1, 0.033, 0.033, 0.033, 0.033, -8.02, -39.96, -14.3, -0.0059, -0.0068, -0.0113, -0.0142, -150.0, 705.0, 305.0, 572.14, 800.02, 1143.57, 80.96, 80.63, 201.47, 53.92, 43.73, 265.55, -0.15, -8.34, 15.52, 3.27, -1.71, -4.96, -3.31, 13.42, 0.012, 2.97, 25.78, 4.44, 26.24, -7.19, 87.3, 202.7, 367.4, 0.016, -117.0, 368.0, 17.03, 0.015, 0.015, 0.015, 0.015, 0.0066, 0.0115, 4.6, -10.7, -6.8, -8.9, -10.0, 11.515, 15.52, 11.335, 21.12, 19.32, 208.78, -0.1397, 0.2106, -0.3003, -0.0577, 1.33, 1.47, -9.28, 45.9, 15.18
2009-3-17, 38.42, 4.05, 0.7, 1.3, 110.3, 48.0, 41.6, -0.3925, -0.0415, -0.271, -7.31, -0.93, -4.64, -408.17, 5.34, -113.12, 90.94, 9.18, 46.59, 13.46, 58.0, -2.66, 16.24, 10.91, 0.081, 0.061, -57.59, -42.17, -27.48, 18.24, 11.29, -5.78, -6.44, -1.38, -0.94, -4.09, 0.061, 0.061, 0.061, 0.061, -41.26, -9.92, -30.04, -0.0002, -0.0051, -0.0057, 0.0009, -520.0, -320.0, -155.0, -55.98, -116.055, 91.575, 89.69, 48.65, 66.55, -7.01, 186.77, 65.07, 0.55, 16.58, -9.44, 7.58, -4.87, -61.91, -10.38, -30.22, -0.0041, -6.73, 3.93, 4.98, -1.71, -15.55, 209.1, 104.2, 155.6, 0.0039, 354.0, -6.0, -2.59, 0.081, 0.081, 0.081, 0.081, 0.0025, 0.0035, -10.18, -50.0, 5.95, -6.3, -35.7, 11.515, 15.52, 11.335, 83.32, 198.92, 95.14, -0.5469, -0.1739, -0.1897, -0.4377, -0.4, 0.84, 45.98, 1.64, 35.01
2009-3-18, 6.07, -4.92, -3.35, -2.96, -6.9, 0.0, 39.4, -0.1645, -0.4155, -0.266, -2.68, -7.74, -4.78, 903.52, -201.85, -386.25, -56.77, -16.6, -36.12, 9.69, -19.8, 24.23, 3.59, -3.44, -0.022, 0.008, -18.19, -33.01, 58.09, -35.6, 16.84, 2.84, -2.39, -5.94, -6.76, -4.25, 0.055, 0.055, 0.055, 0.055, -13.04, -38.84, -23.55, -0.0027, -0.0024, -0.0018, 0.0042, 1015.0, -200.0, -400.0, -55.98, -116.055, 91.575, -2.65, 2.99, -8.68, 178.73, -21.34, -41.81, 0.4, -11.84, -0.42, 1.6, -29.26, -27.57, -54.98, -49.65, 0.0011, 17.23, -8.88, 3.23, -1.35, -8.35, 8.4, 68.3, -1.2, 0.0064, -76.0, -135.0, -12.76, 0.064, 0.064, 0.064, 0.064, 0.0007, 0.0055, -35.61, -18.5, -56.2, -52.75, -32.35, 1.32, -4.36, 2.48, 172.89, 8.83, 25.64, -0.2476, -0.4874, -0.5552, -0.3652, 0.54, 0.22, -6.77, -1.98, -5.02
2009-3-19, -8.14, -1.53, 0.4, -2.12, -52.1, 37.6, -24.6, -0.0175, -0.0465, -0.052000000000000005, -0.14, -0.38, -1.2, 631.57, 1040.46, 769.24, 8.55, 20.27, 1.31, -29.39, 37.25, 16.23, 24.92, 15.71, -0.009000000000000001, -0.025, 70.4, -2.2, 29.11, 44.77, 45.29, 43.35, -0.195, -2.49, -0.475, -1.02, -0.465, -0.465, -0.465, -0.465, 42.01, 30.94, -3.09, -0.0232, -0.0012, -0.0018, -0.0247, 577.0, 970.0, 750.0, 295.43, 330.07, 35.86, -30.46, 45.03, -11.84, 90.88, 184.62, 88.64, 1.9, -1.29, 0.1, -6.1, 14.69, 35.55, 5.74, -3.26, 0.0172, 14.04, 16.41, 16.22, 14.7, 9.01, 16.3, 96.7, 22.3, -0.0119, 391.0, 370.0, 10.75, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 0.0146, -0.0015, 7.9, -1.5, -20.65, -3.25, -2.65, -1.36, 7.0, 0.69, 69.5, 110.19, -16.88, 0.3697, -0.2573, 0.1617, -0.0788, -2.37, -2.53, -2.54, 11.31, -6.16
2009-3-20, 9.13, 1.04, 0.94, 2.01, 11.9, 11.0, 25.2, -0.064, -0.157, -0.138, -3.46, -3.28, -2.76, 311.14, 585.43, 1296.46, 47.14, 71.11, 53.74, 41.89, 12.45, -10.31, 0.2, 16.18, 0.08900000000000001, 0.095, -2.72, 33.19, -7.74, 54.62, 1.66, 26.82, -2.105, -0.87, -2.145, -2.44, 0.064, 0.064, 0.064, 0.064, 4.55, 6.89, 21.37, -0.0063, -0.0231, -0.0248, -0.0239, 361.0, 530.0, 1600.0, -23.97, 58.16, 510.07, 11.31, 30.27, 35.64, -85.78, 32.42, 106.89, 3.05, 16.82, 14.39, 3.33, 8.78, 3.47, 13.88, -5.83, 0.0082, -4.37, 16.85, 2.2, 12.74, -9.53, 40.0, 33.2, 122.6, 0.0317, 276.0, 720.0, 18.76, -0.108, -0.108, -0.108, -0.108, 0.0122, 0.0138, 12.88, -16.5, -23.5, -24.5, -18.5, 2.27, 1.02, 1.87, 61.39, 176.05, 341.41, 0.0571, 0.3198, 0.125, 0.1689, -1.93, -2.12, -8.79, -2.08, 3.05
2009-3-23, 28.56, 2.33, -1.64, -0.5, 26.0, -57.7, -16.0, 0.1555, 0.2415, 0.14300000000000002, 1.52, 1.77, 2.13, -377.02, -83.46, -70.47, 25.28, -56.07, -7.24, 7.11, -0.1, -15.5, -14.33, -15.62, -0.01, 0.001, -9.17, 40.95, -26.21, -20.91, -7.28, -26.71, 0.255, -2.18, 0.625, 1.55, 0.022, 0.022, 0.022, 0.022, -2.39, 17.03, 32.77, 0.0015, -0.0067, -0.0057, 0.0101, -470.0, -50.0, -350.0, -233.21, -169.87, -271.72, -7.46, -59.42, -44.32, -122.42, -99.64, -109.36, 2.0, -17.99, -14.89, -1.81, 10.01, -3.2, 23.35, 56.79, 0.003, -13.15, -4.56, -5.29, -12.11, -3.42, 8.4, -135.6, -148.1, 0.0232, 199.0, -221.0, 19.29, -0.052000000000000005, -0.052000000000000005, -0.052000000000000005, -0.052000000000000005, 0.0058, 0.0149, 1.01, 1.8, 15.4, 12.3, 9.3, 9.65, 5.6, 8.225, -184.14, -108.01, -122.75, -0.1927, 0.0437, 0.1272, 0.2347, 1.77, 0.61, 19.02, -11.73, -5.62
2009-3-24, 22.2, 8.19, 7.97, 7.35, 109.9, 123.7, 65.2, 0.0735, 0.0895, 0.133, -2.25, -1.37, -0.71, 2362.14, 1455.81, 1.32, 107.63, 103.04, 107.25, 57.77, 132.85, 54.38, 34.46, 6.11, 0.044, 0.027000000000000003, -12.63, -19.18, 98.5, 3.11, 53.99, 33.37, -1.82, 0.6, -1.13, -0.37, 0.021, 0.021, 0.021, 0.021, -10.37, -13.86, -10.82, -0.0175, -0.0002, -0.0048, -0.0091, 2395.0, 1470.0, 850.0, 983.13, 680.27, 65.25, 143.9, 88.83, 108.51, 497.48, 264.43, 63.48, 1.3, 6.39, -4.57, -4.75, -1.13, -6.05, -22.16, -10.56, 0.0241, 33.61, -9.34, 17.0, 6.12, 0.83, 242.3, 262.4, 256.1, 0.0056, 863.0, 780.0, 45.76, 0.021, 0.021, 0.021, 0.021, 0.0081, 0.0055, -12.26, -14.15, 13.45, -8.95, -3.55, 9.65, 5.6, 8.225, 452.16, 220.68, 0.0, -0.3107, -0.1252, -0.3378, -0.3093, 0.83, 1.49, 45.36, 39.92, 38.36
2009-3-25, 7.32, 0.57, 3.91, 2.81, -41.3, 13.8, 35.5, 0.1, 0.044, 0.081, 0.05, -3.14, -1.48, -962.72, -70.27, 1398.81, 10.99, 54.97, 48.63, -34.03, -1.2, -16.8, 0.28, 33.17, -0.034, -0.036000000000000004, -23.91, -14.81, -39.25, 44.42, -9.56, 33.48, -0.065, -1.74, -2.735, -1.27, 0.056, 0.056, 0.056, 0.056, -8.12, -14.66, -3.73, 0.0063, -0.0154, -0.0074, 0.0002, -1103.0, -400.0, 400.0, -103.82, 120.08, 682.4, -7.41, 64.39, 57.15, -115.65, 47.87, 306.73, -0.75, -13.86, 7.9, -0.24, 3.66, 14.31, 5.8, 0.09, -0.0135, -17.33, 24.59, -3.32, 10.36, -1.14, 37.2, 133.7, 119.0, 0.0097, 26.0, 366.0, 29.47, 0.063, 0.063, 0.063, 0.063, -0.0075, 0.0002, -2.12, -0.5, -32.6, -21.1, -9.5, 1.93, 6.94, 5.27, -109.12, 0.0, 260.3, -0.1213, -0.3461, -0.3973, -0.1913, 1.23, 1.38, -4.73, 26.86, 19.89
2009-3-26, 14.78, 4.08, 0.97, 1.75, -11.2, -53.2, -25.4, -0.3215, -0.0665, -0.116, -4.32, -0.05, -2.29, 323.47, 184.22, -362.14, 35.93, 22.49, -11.38, 35.56, 45.65, 7.76, 3.13, -14.11, -0.001, -0.002, -23.94, -26.65, 12.43, -8.09, 8.04, -27.69, -3.775, -0.12, 0.015, -2.11, 0.083, 0.083, 0.083, 0.083, -14.0, -10.32, -16.21, 0.0021, 0.0063, 0.0032, 0.0017, 353.0, 450.0, -290.0, 30.16, 223.77, 32.49, 46.72, 11.46, 15.07, 89.6, 60.37, -46.44, -0.05, 11.64, -6.36, -6.03, -13.43, -61.37, -7.86, -29.56, 0.001, 10.13, -11.88, 1.85, -6.37, -9.91, 82.9, 15.6, 45.3, -0.0033, 426.0, 163.0, -16.15, -0.02, -0.02, -0.02, -0.02, 0.0054, -0.0054, -7.38, -29.23, 2.18, 0.08, -19.23, 21.36, 14.0, 2.62, -51.95, 23.29, -74.09, -0.2696, -0.1382, -0.0758, -0.1669, -0.56, -0.11, 7.67, 6.25, -1.37
2009-3-27, -6.29, -0.75, 0.59, 2.1, 24.9, -9.7, 24.8, -0.2245, -0.2685, -0.245, -3.83, -3.56, -4.44, 789.36, 57.07, 687.63, 36.08, 0.73, 71.39, -1.82, 97.9, 18.98, 6.2, 22.69, 0.052000000000000005, 0.055, -42.26, -36.47, 58.05, 21.81, 32.75, 57.27, -3.335, -3.4, -3.155, -3.88, -0.049, -0.049, -0.049, -0.049, -30.25, -11.47, -27.62, -0.0023, 0.0027, -0.0019, 0.0021, 880.0, 70.0, 890.0, 269.48, 37.53, 138.8, -3.64, -5.09, -4.16, 174.75, 71.52, 169.65, 0.65, 1.27, -5.01, 9.67, -15.76, -48.62, -53.59, -54.0, 0.0065, 18.78, 8.87, 13.05, 17.59, -14.76, 3.8, -11.8, 26.1, -0.0092, 220.0, 143.0, 21.385, -0.028, -0.028, -0.028, -0.028, 0.0092, 0.0126, -19.93, -25.87, -26.18, -24.48, -27.17, 26.58, 27.19, 33.43, 198.06, 36.7, 104.88, -0.4266, -0.2331, -0.2589, -0.4199, 0.95, 0.68, 26.2, -2.92, 25.2
2009-3-30, -40.05, -3.07, -1.6, -2.08, -26.3, 20.8, -0.2, 0.1625, -0.0825, -0.179, 1.99, -1.97, -3.04, -681.37, -91.32, -215.65, -55.82, 9.16, -55.44, -34.26, 26.4, -16.92, -4.3, -0.63, -0.016, -0.002, -11.73, -21.46, -41.8, 14.72, -17.79, -1.78, 1.73, -3.71, -1.74, -2.67, 0.019, 0.019, 0.019, 0.019, -5.38, -14.56, -14.23, 0.0124, -0.0037, 0.011, 0.0025, -744.0, -570.0, -450.0, -227.08, -189.66, 29.75, -94.41, -19.76, -30.99, -148.38, -46.43, -13.22, -1.5, -11.44, 1.9, -2.65, -8.48, 1.1, -28.95, -23.77, -0.0078, -16.3, 13.26, -4.75, 1.71, -4.72, -148.6, 3.5, -62.0, -0.0154, -140.0, 131.0, 21.385, -0.028, -0.028, -0.028, -0.028, -0.0109, -0.0008, -9.11, 13.45, -35.85, -13.45, -24.45, -11.415, -2.65, -4.605, -174.44, -23.0, 9.76, 0.2634, -0.4419, -0.1336, -0.1759, -1.62, -0.5, -31.6, 4.41, -11.84
2009-3-31, 8.8, -10.62, -8.66, -9.26, -136.0, -51.4, -114.7, 0.377, 0.317, 0.429, 7.43, 6.83, 6.49, -1254.16, -679.69, -1234.61, -214.32, -96.67, -168.15, -51.91, -130.5, -28.41, -19.61, -33.62, -0.07200000000000001, -0.03, 55.55, 8.24, -43.4, -47.33, -52.15, -58.45, 6.68, 2.21, 6.13, 5.03, -0.04, -0.04, -0.04, -0.04, 40.66, 17.74, 8.98, 0.0198, 0.0115, 0.0203, 0.0118, -1295.0, -1000.0, -1250.0, -785.02, -226.86, -791.93, -126.57, -143.67, -152.7, -254.16, -149.26, -289.12, -2.85, -22.5, -14.93, -23.49, 8.42, 65.61, 33.76, 23.84, -0.0137, -13.03, -16.71, -16.71, -20.18, 11.8, -326.5, -325.4, -322.6, -0.0159, -1074.0, -271.0, -43.65, 0.016, 0.016, 0.016, 0.016, -0.0053, -0.0084, 18.89, 51.75, 34.05, 47.45, 48.05, -11.415, -2.65, -4.605, -224.84, -174.44, -354.11, 0.6138, 0.2741, 0.6969, 0.4397, 0.32, -1.13, -51.12, -54.0, -48.71
