@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute MOEX_Now numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Low numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2007-10-25, 43.39, -3.03, -1.08, -2.58, -32.0, -11.8, 1.6, -0.0495, -0.0125, -0.04, 0.15, 0.08, 0.09, -72.33, 42.37, 234.11, -13.83, -15.35, -14.9, -7.31, 22.45, -3.71, -2.78, -14.05, -0.054000000000000006, -0.041, -0.09, 3.02, -24.5, -0.19, -17.3, -38.23, -0.035, 0.11, -0.165, 0.01, -0.066, -0.066, -0.066, -0.066, 0.41, -0.72, 1.29, 0.0023, -0.0121, -0.0051, 0.0018, -133.0, 100.0, -330.0, -181.26, -153.99, -308.55, -52.21, -20.88, -51.22, -0.98, -3.41, -71.21, -0.35, -16.56, 2.75, 8.98, 4.33, -1.66, -0.76, 13.11, 0.0045, -7.68, 0.73, -4.03, -10.39, 0.2, -198.3, -36.4, -176.2, 0.0122, -143.0, 48.0, -28.82, -0.041, -0.041, -0.041, -0.041, -0.0023, 0.0001, -2.28, -0.3, -1.4, -1.3, -0.1, -16.12, 1.94, -11.23, 1.02, 4.84, -44.22, 0.0327, -0.0117, 0.0206, 0.001, -0.63, -0.36, -67.96, 1.26, -62.6
2007-10-26, 51.31, 2.6, 1.07, 2.51, 94.3, 36.7, 21.1, 0.0165, -0.0325, -0.004, 0.01, 0.17, 0.2, -283.32, 390.47, 520.65, 103.48, 109.3, 53.4, 24.85, 72.8, -1.48, 6.01, 10.9, 0.029, 0.01, 3.64, 3.47, -23.9, 2.26, 5.33, 12.78, -0.145, -0.01, 0.055, -0.05, 0.038, 0.038, 0.038, 0.038, 2.87, 4.21, 2.28, -0.0017, 0.0022, -0.0036, -0.0032, -178.0, 620.0, 450.0, -162.08, -145.01, -103.55, 66.43, 4.25, 48.1, -3.33, 68.28, 48.13, -2.9, 13.65, -1.98, 3.98, 3.76, -0.95, 1.29, 0.26, 0.0032, -4.74, -3.15, 3.0, 4.47, 3.74, 154.7, -35.3, 136.0, 0.0028, 495.0, 369.0, 71.68, 0.016, 0.016, 0.016, 0.016, 0.0063, 0.0056, 2.28, -1.2, 0.1, 0.4, -0.2, 12.92, 3.18, 9.53, 36.43, 67.96, 125.82, -0.0077, 0.0418, -0.0016, 0.0188, 0.06, -0.04, 57.25, -12.01, 46.54
2007-10-29, 34.86, 1.22, -0.3, -1.88, 85.0, 96.5, 85.1, -0.043, -0.011, -0.028, -1.03, -0.11, -0.97, 1934.09, 1113.77, 377.13, 16.73, -0.21, 57.81, 37.57, 133.35, 20.88, 12.29, 19.72, 0.05, 0.063, -3.77, -2.39, 53.33, 28.93, 23.02, 43.45, -0.94, -0.18, -0.22, -0.94, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -5.11, -1.18, -1.34, -0.0053, -0.0026, -0.0031, -0.0023, 1837.0, 860.0, 500.0, 250.66, 63.67, 224.35, 45.47, 63.74, -25.08, 134.78, 66.17, 150.14, 0.85, 0.83, 0.9, -0.3, 2.1, -13.68, -3.7, -11.57, 0.0119, 15.28, 0.09, 3.92, 8.69, -0.8, 217.9, 244.9, 95.2, 0.0024, 245.0, 80.0, 27.77, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.0043, 0.0082, -3.46, -7.2, -1.3, -1.7, -7.2, 19.135, 15.575, 17.155, 171.49, 120.78, 65.39, -0.0599, -0.015, -0.0161, -0.0583, -0.03, 0.15, 5.52, -2.87, -27.27
2007-10-30, -10.55, 3.69, 3.4, 6.61, 44.7, 42.8, 94.2, 0.0005, 0.0015, -0.013, -0.16, -0.69, -0.24, 768.73, 1350.13, 1929.64, 60.5, 46.11, 67.51, 17.53, 203.6, 5.7, 9.14, 16.25, -0.017, -0.013, -1.23, 0.13, 13.25, 8.64, 15.06, 28.72, -0.33, -0.94, -0.73, -0.33, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, -2.24, -3.21, -3.44, -0.0078, -0.0045, -0.0039, -0.0074, 825.0, 1470.0, 2320.0, -36.0, 268.32, 246.19, 44.35, 26.77, 97.56, 63.56, 80.23, 126.32, 0.9, 3.31, 2.87, 14.19, 5.54, 4.63, -8.69, -0.45, 0.0047, 0.33, 11.49, 5.48, 9.31, 2.12, 134.2, 122.9, 262.0, 0.0052, 145.0, 299.0, 43.1, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 0.0034, 0.0064, 3.14, -2.65, -9.05, -5.65, -2.65, 19.135, 15.575, 17.155, 130.92, 134.94, 171.49, -0.0603, -0.0549, -0.0654, -0.0506, 0.53, 0.1, 10.27, 26.58, 56.3
2007-10-31, 12.48, -5.6, -1.9, -4.61, -47.0, -20.9, -7.5, -0.009000000000000001, -0.011, -0.016, 0.08, -0.1, -0.17, -661.18, -522.91, -10.86, -31.73, -11.88, -20.47, -16.37, -37.15, -9.96, -5.25, -6.88, -0.039, -0.048, 0.68, -1.7, -0.73, -7.84, 3.45, -1.58, 0.015, -0.32, -0.125, -0.28, 0.002, 0.002, 0.002, 0.002, 3.56, -0.51, -1.21, -0.0008, -0.0085, -0.0054, -0.0002, -636.0, -550.0, -120.0, -317.14, -453.99, -393.32, -68.06, -45.31, -38.23, -77.79, -35.27, -28.53, -0.45, -6.27, -6.91, -8.36, -1.4, 4.12, 5.66, -0.43, -0.0068, -5.57, -2.8, -5.05, -4.05, 1.71, 44.4, 16.7, -4.1, 0.0036, -2.0, -160.0, -4.61, 0.013, 0.013, 0.013, 0.013, -0.0057, -0.0043, 1.35, 0.15, -0.95, -0.95, -2.35, -2.58, -0.5, 2.6, -115.27, -4.02, -5.73, 0.0068, -0.0593, -0.0388, -0.0075, -0.07, 0.35, -25.48, -24.61, -21.38
2007-11-1, -1.71, 2.6, -1.94, -1.74, 62.6, 15.6, -16.9, -0.06, -0.042, -0.038, -0.85, -0.39, -0.64, 934.57, 801.78, 121.02, 41.28, 22.9, -5.76, 19.1, 31.9, 18.36, 13.34, -0.15, -0.006, 0.021, -4.31, -3.83, 42.41, 20.48, 32.69, 12.0, -0.795, 0.03, -0.395, -0.65, 0.086, 0.086, 0.086, 0.086, -4.65, 0.37, -1.12, -0.009000000000000001, 0.0003, -0.001, -0.0094, 873.0, 800.0, 200.0, -324.95, -173.31, -221.38, 80.36, 55.97, -9.74, 137.54, 59.74, -8.21, -0.55, 12.85, 7.05, -1.38, 2.0, -0.52, -1.49, -2.36, 0.0192, 11.87, -2.11, 8.53, 1.15, 0.67, 108.0, 105.0, 52.4, 0.0101, 349.0, 274.0, -19.43, 0.121, 0.121, 0.121, 0.121, 0.0089, 0.0008, 1.46, -6.2, 0.3, -3.1, -5.0, 8.08, 5.66, 4.88, 312.92, 197.65, 21.38, -0.1024, -0.0003, -0.0286, -0.08800000000000001, 0.67, 0.15, 57.82, 34.11, 5.28
2007-11-2, -43.8, -6.93, 1.93, -5.13, -135.5, 2.1, -87.2, 0.0255, -0.0035, 0.003, 0.57, -0.05, 0.13, -1267.62, -632.02, -611.7, -138.37, 10.92, -106.72, -8.24, -34.2, -40.94, -6.97, -22.74, -0.112, -0.05, -1.19, 3.22, -64.29, 7.2, -25.88, -22.5, 0.28, -0.81, -0.42, 0.12, -0.125, -0.125, -0.125, -0.125, 2.62, -1.5, 1.78, 0.0071, -0.01, -0.0044, 0.0003, -1571.0, -1100.0, -1100.0, -652.37, -379.89, -669.33, -128.1, 7.86, -64.64, -362.14, -66.49, -188.84, 1.25, -14.71, 3.47, -5.6, 2.12, 3.74, 10.06, 11.4, -0.0281, -32.84, 4.99, -7.51, -21.17, -1.61, -130.9, 31.0, -106.4, 0.0088, -800.0, 99.0, 61.17, -0.106, -0.106, -0.106, -0.106, -0.0142, -0.0065, 2.93, 2.8, -6.3, -2.8, 0.9, -13.13, 8.31, -8.63, -252.46, 0.0, 33.89, 0.0783, -0.1006, -0.0198, -0.0015, -0.76, -0.05, -80.53, -4.43, -45.46
2007-11-5, -3.58, -3.67, -9.83, -3.6, -55.5, -137.6, -66.3, 0.0045, 0.0225, 0.025, 0.57, 0.55, 0.59, -545.265, -633.915, -526.61, -31.36, -173.93, -61.39, 12.92, 65.95, 1.21, -32.64, -14.13, -0.039, -0.08800000000000001, 12.62, 0.98, 15.55, -22.21, -18.6, -19.35, 0.4, 0.27, 0.61, 0.3, -0.03, -0.03, -0.03, -0.03, 5.42, 7.26, 3.43, -0.0167, 0.0084, 0.0, -0.0097, -402.5, -660.0, -475.0, -324.305, -298.385, -455.465, -121.08, -150.17, -111.8, 27.23, -215.58, -141.11, -3.7, -15.27, -18.65, -8.64, -5.3, 16.28, 9.72, 4.4, 0.0149, 2.6, -23.39, -20.96, -6.35, 0.64, 64.1, -65.7, 29.5, 0.0007, -6.0, -751.0, 5.96, -0.004, -0.004, -0.004, -0.004, 0.0064, 0.0006, 13.73, 3.4, 2.8, 5.0, 3.2, 0.64, -11.245, -4.15, -8.66, -202.3, -129.25, 0.0093, 0.0776, 0.0462, 0.0628, 0.3, -0.1, -51.47, -98.93, -54.45
2007-11-6, 38.48, -3.23, -4.16, -2.82, -69.2, -55.5, -63.0, -0.0205, -0.0525, -0.022, 0.12, -0.05, 0.21, -545.265, -633.915, -526.61, -41.94, -33.56, -12.4, 14.11, -85.1, -7.48, -2.31, -2.58, -0.023, -0.041, -2.81, 8.98, -15.2, -29.99, -9.52, -1.91, 0.045, 0.4, -0.255, -0.04, 0.02, 0.02, 0.02, 0.02, 1.18, -0.43, 4.64, -0.0013, -0.016, -0.0149, -0.0022, -402.5, -660.0, -475.0, -324.305, -298.385, -455.465, -62.64, -125.44, -37.77, -51.7, -42.43, 12.03, 1.05, 4.33, -9.8, -5.03, -0.85, -6.26, 1.36, 10.76, -0.0039, -7.35, -1.72, -4.15, -3.58, -0.63, 2.2, -16.2, 33.4, 0.0019, -251.0, -154.0, -58.14, 0.003, 0.003, 0.003, 0.003, 0.0047, 0.0043, 3.23, 0.85, 3.15, -1.15, 0.65, 0.64, -11.245, -4.15, -90.51, -58.82, -57.88, 0.0327, 0.0133, 0.0237, 0.025, -0.38, -0.35, -25.61, -43.99, -34.58
2007-11-7, -11.05, -0.32, 0.7, 1.69, 13.5, -18.5, 36.0, 0.0455, 0.0375, -0.001, -0.01, 0.19, 0.34, 1543.88, 474.48, 246.67, 19.64, 29.03, 41.81, 14.11, -60.8, 18.1, 9.93, 9.12, 0.039, 0.02, 8.23, 1.27, 30.0, 27.01, 17.96, 8.31, -0.045, 0.05, 0.185, 0.34, 0.042, 0.042, 0.042, 0.042, 5.55, 5.97, 1.78, -0.0113, -0.0017, -0.0035, -0.0097, 1395.0, 870.0, 950.0, 272.81, -315.36, 325.06, 62.54, 26.7, 31.8, 117.54, 50.4, 67.06, 0.75, 5.66, 12.96, 13.84, 5.08, 6.48, 0.34, -0.49, 0.008, 11.34, -6.79, 4.49, 0.19, 4.66, 69.5, 120.0, 183.1, 0.0017, -29.0, 22.0, 29.42, 0.017, 0.017, 0.017, 0.017, 0.0098, 0.0072, 9.74, -0.05, 1.25, 1.55, 2.45, 9.54, 14.32, 17.24, 97.19, 27.83, 114.53, -0.0157, 0.0293, -0.0181, 0.0255, 0.22, 0.24, 17.94, 29.19, 39.11
2007-11-8, -63.63, -3.43, -0.56, -6.82, -89.8, 7.1, -75.1, -0.021, -0.009000000000000001, 0.015, -0.05, -0.2, -0.51, -1002.81, 79.41, 255.45, -27.57, -5.79, -81.86, -4.08, -4.15, -44.65, -5.31, -24.03, -0.08199999999999999, -0.044, 5.5, 2.94, -76.42, -11.36, -15.28, -31.91, -0.21, -0.03, -0.22, -0.55, -0.079, -0.079, -0.079, -0.079, 6.93, 10.03, 3.36, 0.0069, -0.0133, -0.0032, -0.015, -826.0, 80.0, -600.0, -848.29, -71.3, -583.95, -67.12, 32.71, -43.23, -360.92, -69.83, -191.27, -0.25, -12.83, -0.51, -13.97, 9.15, 10.13, 11.28, -0.47, -0.0036, -25.81, 5.02, -6.26, -8.71, -4.1, -53.5, -11.1, -228.4, 0.0063, -145.0, -35.0, 32.08, -0.068, -0.068, -0.068, -0.068, -0.0006, 0.008, 14.43, -1.7, -0.3, -2.0, -3.7, -7.71, -1.31, -5.66, -252.38, -21.15, -156.14, 0.1168, -0.0175, 0.0897, -0.0321, -1.86, -1.52, -55.3, 6.28, -61.22
2007-11-9, 10.91, -7.1, -9.34, -5.38, -3.2, -86.9, -91.0, -0.0005, 0.0045, -0.01, 0.55, 0.69, 0.57, 61.29, 679.63, -82.25, 19.85, -9.76, -38.05, 13.74, -83.6, -0.85, -32.96, -24.73, -0.054000000000000006, -0.057, 4.82, 8.64, -52.76, -50.05, -57.14, -100.28, 0.115, -0.19, 0.145, 0.42, -0.012, -0.012, -0.012, -0.012, 5.46, 2.55, 8.87, 0.0059, 0.0097, 0.01, 0.0179, -466.0, 670.0, 400.0, -292.49, -594.22, -760.56, -97.94, -154.41, -107.7, -33.73, -183.06, -267.53, 1.45, -4.89, -19.77, -14.71, -3.91, 7.9, 9.71, 14.1, -0.0041, 4.94, -17.52, -13.55, -13.17, 2.74, 103.8, 13.1, -27.6, 0.0111, -735.0, -412.0, -35.76, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -0.0018, -0.0106, -16.31, 1.4, -1.4, 1.6, 2.9, -6.71, -15.11, -21.0, 10.41, -156.42, -235.45, 0.0231, 0.1218, 0.0549, 0.1363, -0.18, -0.73, -139.05, -144.11, -156.68
2007-11-12, -67.05, -12.52, -1.39, -14.23, -77.0, 10.6, -21.4, -0.0015, -0.0135, 0.018000000000000002, 0.07, -0.09, 0.35, 758.65, -1.46, -861.26, -7.07, 74.52, 90.95, -26.02, -35.5, -21.07, -8.41, -1.8, -0.054000000000000006, -0.095, -1.09, 2.23, -68.06, -99.44, -84.26, -23.6, -0.31, 0.06, -0.27, -0.2, -0.079, -0.079, -0.079, -0.079, 2.62, 2.95, 4.89, 0.0088, 0.0046, 0.0037, 0.0017, 970.0, -950.0, -1600.0, -130.86, -534.66, -23.37, -188.08, -2.85, -209.73, -223.55, -141.85, -81.28, -0.15, -30.4, 1.26, -17.32, -3.99, -17.6, 0.0, -6.99, -0.0192, -8.52, 0.94, -2.97, 2.68, -1.18, -214.5, 72.0, 70.1, -0.0092, -701.0, -584.0, 29.45, -0.045, -0.045, -0.045, -0.045, -0.0132, -0.0038, -3.48, -0.8, 1.2, -1.8, -0.9, -12.66, -8.97, -5.185, -258.77, -85.55, -41.52, 0.1298, 0.0232, 0.1147, 0.0123, -1.86, -1.51, -59.19, -18.42, -46.02
2007-11-13, 9.47, -2.33, -16.17, -3.82, 33.0, -77.7, -0.3, 0.0045, 0.0205, 0.002, 0.58, 0.57, 0.3, -2793.69, -960.53, -827.4, -5.56, -108.32, -26.75, -1.26, -46.15, -14.52, -9.15, -9.98, -0.038, -0.026, -6.23, -2.98, -43.81, -29.55, -25.79, -41.43, 0.42, -0.26, 0.29, 0.07, 0.003, 0.003, 0.003, 0.003, -0.15, 1.72, 3.01, 0.0257, 0.011, 0.0263, 0.0181, -2814.0, -1100.0, -500.0, -972.96, -140.96, -622.41, 24.89, -188.48, -10.35, -55.19, -83.08, -10.25, 0.0, 10.91, -23.26, -7.8, -17.73, -23.61, -17.19, -21.57, -0.0385, -5.29, -7.65, 3.65, 0.51, -11.12, 43.5, -218.5, -34.3, -0.034, 342.0, -489.0, -35.77, 0.001, 0.001, 0.001, 0.001, -0.0171, -0.0191, -15.12, 4.6, -0.7, 3.9, 1.8, -12.66, -8.97, -5.185, -264.86, -258.77, -250.28, 0.1412, 0.1659, 0.1464, 0.1706, -1.32, -1.38, 6.73, -108.78, -18.94
2007-11-14, 39.69, -0.43, 0.48, 1.08, 24.5, 22.2, 11.1, 0.0645, 0.0545, 0.019, 0.65, 1.03, 0.61, 1400.16, -1387.88, -417.35, -29.28, -19.1, -13.83, -21.39, 78.3, 41.87, 16.43, 2.82, -0.003, 0.0, 17.22, -0.16, 89.52, -6.04, 30.65, 30.37, 1.055, 0.43, 1.105, 0.43, 0.056, 0.056, 0.056, 0.056, 7.83, 6.11, 0.25, -0.0093, 0.0231, 0.0019, 0.0089, 1224.0, -600.0, -480.0, 1298.88, 340.5, 10.0, 58.6, 50.98, 15.07, 319.54, 118.84, 64.71, 0.85, -5.71, -3.37, 1.61, -1.87, 30.47, 5.78, -1.32, 0.0199, 22.06, -0.99, 6.63, 5.21, 16.69, 40.1, 2.6, -14.0, -0.0018, 223.0, 221.0, -17.69, 0.059, 0.059, 0.059, 0.059, 0.0135, 0.0, -0.39, 7.45, 4.65, 9.15, 4.65, 14.31, 4.07, -5.29, 100.18, -116.74, -10.19, -0.0432, 0.1051, 0.0252, 0.0749, 1.46, 0.1, 37.68, 37.51, 16.79
2007-11-15, -24.84, 4.43, 6.16, 6.53, 69.7, 73.4, 82.7, -0.094, -0.024, -0.041, -0.56, -0.45, -0.4, 1703.84, 1963.23, 1884.39, 5.55, 74.51, 13.27, 9.38, 242.5, -10.47, 10.77, 25.12, 0.199, 0.15, -2.67, 8.71, -29.33, 84.66, 24.7, 22.95, -0.715, 1.05, -0.175, 0.07, -0.015, -0.015, -0.015, -0.015, -2.45, -1.37, 2.6, 0.0069, -0.0091, -0.0049, -0.0013, 2036.0, 2150.0, 1900.0, 170.9, 697.68, 1307.05, 130.4, 148.86, 203.86, -76.08, 107.63, 184.77, 1.6, 1.29, 12.62, 2.57, 3.85, -26.72, -0.51, 3.92, 0.0015, -6.68, 20.79, 4.49, 8.96, -0.26, -5.9, 119.1, 119.8, -0.0003, 176.0, 468.0, 37.66, -0.013, -0.013, -0.013, -0.013, 0.0048, 0.0144, -4.98, -5.2, 7.3, -1.8, -0.3, -1.92, 14.34, 14.13, 69.4, 124.98, 125.35, -0.0831, -0.0474, -0.0871, -0.1015, 0.48, 1.54, 49.63, 81.71, 99.47
2007-11-16, -21.54, -5.54, -2.67, -5.57, -72.5, 4.6, -26.9, -0.077, -0.069, -0.1, 0.32, -0.13, 0.47, -10.745, -47.105, 354.295, -116.08, -62.14, -129.82, -22.02, -25.8, -19.43, -19.47, -22.98, -0.219, -0.129, -0.48, 4.87, -25.81, -61.76, -45.7, -34.93, 0.355, -0.73, -0.205, 0.26, -0.114, -0.114, -0.114, -0.114, 2.9, 0.72, 3.0, 0.0181, 0.0079, 0.0188, 0.0097, -77.0, -55.0, 190.0, -484.78, -421.89, -471.32, -37.39, 0.53, -36.62, -120.96, -131.61, -151.93, 0.6, -18.99, -13.56, -13.54, -2.17, -4.1, -18.7, -5.34, -0.0099, -10.87, -9.46, -12.14, -13.94, -2.78, -83.1, -72.6, -93.2, -0.01, -138.0, -265.0, 13.95, -0.04, -0.04, -0.04, -0.04, -0.0096, -0.0043, -6.5, 1.95, -5.05, -1.35, 2.55, -7.68, -17.94, -7.19, -250.11, -103.52, -254.39, 0.0968, -0.0676, 0.0161, 0.0186, -1.03, -0.55, -35.74, -26.48, -46.57
2007-11-19, -32.73, -6.7, -9.58, -8.04, -68.4, -105.8, -51.6, 0.012, -0.055, -0.022, 0.21, 0.68, 0.3, -10.745, -47.105, 354.295, -54.77, -147.91, -71.03, -22.7, -5.25, 7.59, -10.49, 0.5, 0.07400000000000001, 0.02, 5.76, 0.22, 18.73, -4.46, -12.62, -4.8, 0.225, 0.34, 0.575, 0.32, 0.035, 0.035, 0.035, 0.035, 4.87, 4.45, 2.68, -0.0111, 0.0175, 0.0024, 0.0098, -77.0, -55.0, 190.0, 460.67, -143.43, 8.6, -114.85, -128.17, -94.43, 66.74, -40.15, -20.73, 0.1, -5.9, -22.06, -6.78, -5.74, 12.01, -4.0, -1.57, 0.0064, -2.1, -9.91, -8.67, -6.55, 3.57, 43.2, -44.8, -101.0, -0.0065, 87.0, 52.0, -37.12, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.0011, -0.0014, -8.1, 1.9, 1.6, 3.9, 1.6, -3.115, 1.035, -1.37, 5.93, -198.12, 0.02, -0.0259, 0.0848, 0.0696, 0.0516, 0.56, -0.44, -46.2, -63.41, -44.76
2007-11-20, -21.23, -8.99, 1.21, -6.83, -170.4, -27.9, -163.1, 0.0085, 0.0125, 0.052000000000000005, 0.19, -0.29, 0.01, -2273.36, -192.32, -1306.57, -100.29, -32.86, -65.76, -27.44, 0.8, -25.47, -5.48, -13.57, -0.175, -0.02, 3.56, 6.28, -43.86, -9.37, -11.88, -13.33, 0.345, 0.24, -0.205, 0.08, -0.098, -0.098, -0.098, -0.098, 3.42, 2.27, 4.77, 0.0112, -0.008, -0.0038, 0.0, -2208.0, -270.0, -1200.0, -290.525, -21.04, -79.62, -207.92, -40.49, -194.84, -218.35, -97.96, -116.08, -3.25, -30.95, 3.51, -28.19, 5.57, 0.02, 5.4, 12.56, -0.014, -19.17, -6.98, -8.22, -12.18, -5.11, -229.7, 109.1, -20.7, 0.0096, -923.0, -84.0, -21.89, -0.069, -0.069, -0.069, -0.069, -0.0028, 0.0004, 1.85, 1.8, 2.2, -1.7, 0.8, -3.115, 1.035, -1.37, -182.12, -39.58, -140.35, 0.1023, -0.0269, 0.001, 0.0153, -1.16, -0.03, -68.97, -2.85, -46.14
2007-11-21, -65.25, 2.75, -9.59, -5.17, 105.7, -104.0, -42.1, 0.0135, 0.0045, 0.004, 0.44, 1.04, 0.41, -877.24, -1137.135, -1237.04, 118.34, 11.36, 24.77, 10.16, -126.75, 6.43, -4.06, -11.14, 0.045, -0.1, 20.28, 3.81, 3.43, -18.91, 5.67, -28.94, 0.3, 0.34, 0.96, 0.43, 0.017, 0.017, 0.017, 0.017, 9.06, 9.89, 4.1, -0.0056, 0.0076, 0.0017, 0.0039, 0.0, -1535.0, -1250.0, -290.525, -21.04, -79.62, 68.07, -144.01, -78.77, 51.7, -16.25, -70.4, 2.7, 11.21, -13.62, -7.71, -2.95, 22.37, 17.64, 1.89, 0.0093, -1.0, -14.45, -7.94, -10.44, 2.82, 160.7, -235.3, -53.5, 0.0006, 326.0, -583.0, -21.95, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.0116, -0.0036, -0.41, 3.2, 1.7, 7.6, 3.1, 0.8, -10.16, -5.12, 111.53, 5.01, 2.13, 0.0161, 0.0991, 0.07400000000000001, 0.0857, 0.19, -0.24, 18.13, -68.68, -47.94
2007-11-22, -7.97, -10.31, -6.51, -4.05, -155.6, -1.2, -36.9, 0.012, 0.018000000000000002, 0.018000000000000002, 1.16, 0.51, 0.45, -877.24, -1137.135, -1237.04, -111.89, -64.6, -49.16, -30.61, -219.85, -22.93, -16.24, -3.64, -0.139, -0.033, 11.74, 19.54, -34.66, -33.0, -36.65, -11.62, 0.89, 0.28, 0.33, 0.35, -0.078, -0.078, -0.078, -0.078, 9.7, 9.19, 9.14, 0.0089, -0.0064, 0.0059, 0.0032, 0.0, -1535.0, -1250.0, -604.07, -531.56, -488.0, -213.53, -106.7, -90.77, -211.1, -123.64, -75.35, -0.9, -17.87, -15.94, 0.01, 3.18, 12.21, 15.98, 22.5, -0.0288, -9.03, -3.55, -8.53, -0.58, -0.32, -335.5, -131.8, -191.1, 0.0071, -580.0, -79.0, -61.24, -0.026, -0.026, -0.026, -0.026, -0.0156, -0.0034, 1.96, 6.6, 3.2, 2.6, 3.2, -28.62, -16.55, -22.7, -179.19, -82.08, -48.07, 0.1848, 0.0177, 0.1319, 0.0423, -1.66, -1.25, -127.5, -61.26, -64.47
