Date,KOSPI_Now
2014.1.2,-44.15
2014.1.3,-21.05
2014.1.6,7.14
2014.1.7,6.16
2014.1.8,-0.48
2014.1.9,-12.85
2014.1.10,-7.57
2014.1.13,10.38
2014.1.14,-2.85
2014.1.15,7.21
2014.1.16,4.04
2014.1.17,-12.84
2014.1.20,9.3
2014.1.21,10.11
2014.1.22,6.53
2014.1.23,-22.83
2014.1.24,-7.03
2014.1.27,-30.22
2014.1.28,6.59
2014.1.29,24.22
2014.2.3,-21.19
2014.2.4,-33.11
2014.2.5,4.47
2014.2.6,16.57
2014.2.7,14.61
2014.2.10,0.8
2014.2.11,8.76
2014.2.12,3.78
2014.2.13,-8.88
2014.2.14,13.32
2014.2.17,6.08
2014.2.18,0.55
2014.2.19,-3.98
2014.2.20,-12.36
2014.2.21,27.26
2014.2.24,-8.78
2014.2.25,15.81
2014.2.26,5.91
2014.2.27,7.66
2014.2.28,1.56
2014.3.3,-15.3
2014.3.4,-10.58
2014.3.5,17.13
2014.3.6,4.38
2014.3.7,-0.94
2014.3.10,-20.26
2014.3.11,9.45
2014.3.12,-31.33
2014.3.13,1.84
2014.3.14,-14.48
2014.3.17,7.63
2014.3.18,12.68
2014.3.19,-2.53
2014.3.20,-18.16
2014.3.21,15.42
2014.3.24,10.61
2014.3.25,-4.3
2014.3.26,23.06
2014.3.27,13.66
2014.3.28,3.03
2014.3.31,4.61
2014.4.1,6.37
2014.4.2,5.27
2014.4.3,-3.55
2014.4.4,-5.61
2014.4.7,1.61
2014.4.8,3.33
2014.4.9,5.92
2014.4.10,9.66
2014.4.11,-11.17
2014.4.14,-0.42
2014.4.15,-4.75
2014.4.16,-0.06
2014.4.17,-0.16
2014.4.18,12.23
2014.4.21,-5.06
2014.4.22,5.0
2014.4.23,-3.85
2014.4.24,-2.03
2014.4.25,-26.68
2014.4.28,-2.4
2014.4.29,-4.49
2014.4.30,-2.98
2014.5.2,-2.35
2014.5.7,-19.56
2014.5.8,10.72
2014.5.9,5.95
2014.5.12,8.39
2014.5.13,17.99
2014.5.14,27.9
2014.5.15,-0.63
2014.5.16,3.24
2014.5.19,1.7
2014.5.20,-3.88
2014.5.21,-2.93
2014.5.22,7.26
2014.5.23,1.58
2014.5.26,-6.82
2014.5.27,-12.72
2014.5.28,19.43
2014.5.29,-4.8
2014.5.30,-17.3
2014.6.2,7.04
2014.6.3,6.56
2014.6.5,-13.08
2014.6.9,-5.44
2014.6.10,21.76
2014.6.11,2.87
2014.6.12,-3.02
2014.6.13,-20.8
2014.6.16,2.74
2014.6.17,7.96
2014.6.18,-12.06
2014.6.19,2.54
2014.6.20,-23.96
2014.6.23,6.85
2014.6.24,19.43
2014.6.25,-12.58
2014.6.26,13.28
2014.6.27,-6.54
2014.6.30,13.7
2014.7.1,-3.21
2014.7.2,16.28
2014.7.3,-4.31
2014.7.4,-1.31
2014.7.7,-4.54
2014.7.8,1.54
2014.7.9,-6.16
2014.7.10,2.34
2014.7.11,-14.1
2014.7.14,5.14
2014.7.15,18.84
2014.7.16,0.76
2014.7.17,7.42
2014.7.18,-1.48
2014.7.21,-0.92
2014.7.22,10.43
2014.7.23,-0.61
2014.7.24,-1.7
2014.7.25,7.23
2014.7.28,14.96
2014.7.29,13.16
2014.7.30,20.64
2014.7.31,-6.49
2014.8.1,-3.02
2014.8.4,7.32
2014.8.5,-14.16
2014.8.6,-5.53
2014.8.7,-6.22
2014.8.8,-23.41
2014.8.11,8.27
2014.8.12,2.1
2014.8.13,20.89
2014.8.14,0.86
2014.8.18,-10.09
2014.8.19,18.01
2014.8.20,1.64
2014.8.21,-28.57
2014.8.22,12.49
2014.8.25,4.19
2014.8.26,7.16
2014.8.27,6.88
2014.8.28,0.83
2014.8.29,-7.22
2014.9.1,-0.68
2014.9.2,-16.28
2014.9.3,-0.38
2014.9.4,5.06
2014.9.5,-6.85
2014.9.11,-15.25
2014.9.12,7.7
2014.9.15,-6.04
2014.9.16,7.1
2014.9.17,19.69
2014.9.18,-14.87
2014.9.19,6.08
2014.9.22,-14.55
2014.9.23,-10.36
2014.9.24,6.73
2014.9.25,-1.53
2014.9.26,-2.47
2014.9.29,-5.04
2014.9.30,-6.51
2014.10.1,-28.55
2014.10.2,-15.38
2014.10.6,-7.77
2014.10.7,4.52
2014.10.8,-7.66
2014.10.10,-24.33
2014.10.13,-13.71
2014.10.14,2.04
2014.10.15,-3.34
2014.10.16,-7.08
2014.10.17,-18.17
2014.10.20,29.4
2014.10.21,-14.78
2014.10.22,21.69
2014.10.23,-5.32
2014.10.24,-5.96
2014.10.27,6.28
2014.10.28,-6.29
2014.10.29,35.49
2014.10.30,-2.24
2014.10.31,5.5
2014.11.3,-11.46
2014.11.4,-17.78
2014.11.5,-3.76
2014.11.6,5.05
2014.11.7,3.39
2014.11.10,18.36
2014.11.11,4.77
2014.11.12,4.27
2014.11.13,-6.76
2014.11.14,-15.37
2014.11.17,-1.51
2014.11.18,23.38
2014.11.19,-0.14
2014.11.20,-8.83
2014.11.21,6.8
2014.11.24,13.7
2014.11.25,1.67
2014.11.26,0.63
2014.11.27,1.25
2014.11.28,-1.31
2014.12.1,-15.56
2014.12.2,0.61
2014.12.3,4.08
2014.12.4,16.7
2014.12.5,0.01
2014.12.8,-7.67
2014.12.9,-8.0
2014.12.10,-25.39
2014.12.11,-28.97
