Date,KOSPI_Now
2018.1.2,12.16
2018.1.3,6.7
2018.1.4,-19.89
2018.1.5,31.06
2018.1.8,15.76
2018.1.9,-3.05
2018.1.10,-10.48
2018.1.11,-11.84
2018.1.12,8.51
2018.1.15,7.31
2018.1.16,18.01
2018.1.17,-6.31
2018.1.18,0.38
2018.1.19,4.45
2018.1.22,-18.15
2018.1.23,34.49
2018.1.24,1.4
2018.1.25,24.23
2018.1.26,12.53
2018.1.29,23.43
2018.1.30,-30.45
2018.1.31,-1.28
2018.2.1,2.08
2018.2.2,-43.15
2018.2.5,-33.64
2018.2.6,-38.44
2018.2.7,-56.75
2018.2.8,11.06
2018.2.9,-43.85
2018.2.12,21.61
2018.2.13,9.81
2018.2.14,26.64
2018.2.19,20.99
2018.2.20,-27.7
2018.2.21,14.53
2018.2.22,-15.37
2018.2.23,37.24
2018.2.26,6.13
2018.2.27,-1.51
2018.2.28,-28.78
2018.3.2,-25.2
2018.3.5,-27.1
2018.3.6,36.35
2018.3.7,-9.59
2018.3.8,31.26
2018.3.9,26.37
2018.3.12,24.67
2018.3.13,10.37
2018.3.14,-8.41
2018.3.15,6.3
2018.3.16,1.59
2018.3.19,-18.94
2018.3.20,10.49
2018.3.21,-0.55
2018.3.22,11.05
2018.3.23,-79.26
2018.3.26,20.32
2018.3.27,14.98
2018.3.28,-32.77
2018.3.29,17.08
2018.3.30,9.48
2018.4.2,-1.69
2018.4.3,-1.73
2018.4.4,-34.37
2018.4.5,29.46
2018.4.6,-7.94
2018.4.9,14.5
2018.4.10,6.66
2018.4.11,-6.52
2018.4.12,-1.51
2018.4.13,12.36
2018.4.16,2.42
2018.4.17,-3.72
2018.4.18,26.21
2018.4.19,6.12
2018.4.20,-9.77
2018.4.23,-2.22
2018.4.24,-9.97
2018.4.25,-15.33
2018.4.26,26.83
2018.4.27,16.76
2018.4.30,22.98
2018.5.2,-9.77
2018.5.3,-18.36
2018.5.4,-25.87
2018.5.8,-11.57
2018.5.9,-5.83
2018.5.10,20.18
2018.5.11,13.55
2018.5.14,-1.6
2018.5.15,-17.57
2018.5.16,1.28
2018.5.17,-11.37
2018.5.18,12.2
2018.5.21,4.92
2018.5.23,6.34
2018.5.24,-5.9
2018.5.25,-5.21
2018.5.28,18.16
2018.5.29,-21.71
2018.5.30,-48.22
2018.5.31,13.98
2018.6.1,15.95
2018.6.4,8.8
2018.6.5,6.0
2018.6.7,16.82
