@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute TA_Now numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2013-01-22, 1996.52, 353.07, 351.84, 353.36, 351.84, 6180.98, 6154.41, 6182.23, 6154.41, 7748.86, 7727.77, 7749.82, 7719.02, 1416.6, 1407.46, 1418.54, 1407.25, 45223.85, 45239.67, 45281.36, 45130.98, 1143.1, 1135.01, 8665.9, 8628.3, 8665.9, 8608.9, 17631.99, 17595.05, 17638.38, 17480.33, 1193.01, 12794.25, 12748.12, 12798.92, 12725.69, 2549.62, 2541.02
2013-01-23, 1980.41, 353.45, 352.79, 353.79, 351.34, 6179.17, 6180.98, 6188.58, 6149.18, 7696.21, 7741.88, 7746.91, 7634.26, 1416.8, 1416.2, 1423.49, 1410.81, 45320.3, 45218.11, 45347.66, 45052.68, 1139.15, 1135.33, 8632.1, 8655.0, 8675.4, 8588.5, 17715.9, 17632.13, 17764.69, 17394.24, 1198.83, 12824.63, 12774.71, 12824.63, 12758.64, 2552.18, 2532.17
2013-01-24, 1964.48, 353.01, 355.14, 355.54, 352.64, 6197.64, 6179.17, 6200.49, 6178.47, 7707.54, 7702.92, 7731.63, 7684.84, 1421.72, 1415.66, 1423.93, 1414.6, 45442.98, 45321.3, 45443.45, 45116.12, 1140.82, 1136.75, 8613.3, 8637.9, 8650.4, 8585.5, 17579.0, 17749.53, 17752.55, 17555.1, 1204.65, 12794.05, 12779.66, 12828.93, 12792.07, 2553.73, 2533.44
2013-01-25, 1946.69, 354.13, 353.27, 354.74, 352.25, 6264.91, 6197.64, 6271.4, 6186.48, 7748.13, 7700.53, 7753.3, 7661.96, 1429.89, 1421.06, 1431.14, 1418.61, 45428.7, 45453.14, 45547.78, 45285.09, 1146.93, 1137.84, 8665.6, 8597.2, 8673.0, 8576.4, 17756.63, 17530.64, 17765.65, 17456.35, 1196.34, 12823.62, 12802.32, 12863.47, 12794.05, 2556.34, 2531.21
2013-01-28, 1939.71, 355.74, 353.73, 356.21, 353.52, 6284.45, 6264.91, 6284.45, 6247.33, 7857.97, 7746.78, 7865.16, 7743.19, 1447.35, 1428.85, 1449.83, 1427.78, 45575.86, 45431.78, 45624.6, 45304.11, 1158.5, 1144.71, 8724.6, 8642.6, 8734.1, 8616.3, 17726.89, 17736.05, 17876.0, 17662.88, 1196.84, 12816.63, 12851.52, 12875.35, 12808.66, 2573.66, 2554.66
2013-01-29, 1955.96, 356.68, 356.45, 357.55, 356.17, 6294.41, 6284.45, 6311.26, 6277.04, 7833.0, 7859.83, 7871.79, 7831.72, 1469.07, 1446.86, 1473.06, 1446.32, 45912.51, 45584.18, 45959.93, 45422.43, 1160.25, 1157.66, 8672.5, 8755.9, 8755.9, 8672.5, 17897.41, 17801.79, 17924.92, 17756.1, 1197.34, 12815.91, 12860.36, 12859.93, 12812.06, 2584.97, 2562.57
2013-01-30, 1964.43, 358.08, 356.49, 358.11, 356.12, 6339.19, 6294.41, 6346.37, 6285.77, 7848.57, 7841.96, 7857.14, 7800.12, 1462.86, 1468.24, 1470.62, 1452.16, 45907.98, 45912.51, 46075.04, 45669.69, 1161.97, 1155.74, 8643.0, 8674.4, 8690.9, 8606.8, 17891.91, 17887.16, 17937.17, 17733.28, 1186.5, 12830.56, 12817.4, 12849.16, 12812.99, 2580.76, 2560.61
2013-01-31, 1961.94, 357.54, 358.45, 358.92, 356.68, 6323.11, 6339.19, 6354.46, 6316.29, 7811.31, 7855.68, 7863.35, 7775.03, 1473.62, 1462.16, 1476.98, 1454.65, 45753.18, 45910.78, 46051.89, 45751.79, 1173.38, 1162.97, 8571.9, 8647.1, 8689.2, 8556.1, 17289.91, 17968.6, 17983.63, 17252.3, 1176.67, 12794.44, 12846.29, 12895.28, 12773.62, 2579.82, 2554.59
2013-02-01, 1957.79, 354.35, 356.22, 357.23, 354.0, 6276.88, 6323.11, 6323.11, 6276.88, 7776.05, 7800.45, 7812.34, 7765.2, 1477.74, 1473.17, 1481.39, 1470.76, 45278.06, 45732.64, 45811.51, 45270.75, 1169.17, 1168.25, 8362.3, 8542.5, 8543.7, 8362.3, 17439.06, 17331.31, 17519.78, 17080.16, 1177.36, 12685.24, 12760.67, 12794.44, 12682.69, 2562.91, 2520.35
2013-02-04, 1953.21, 355.55, 354.42, 356.88, 354.38, 6347.24, 6276.88, 6353.95, 6275.5, 7833.39, 7792.59, 7853.37, 7784.97, 1494.88, 1476.38, 1501.67, 1475.59, 45768.49, 45278.72, 45775.16, 45278.72, 1176.11, 1167.53, 8229.7, 8233.4, 8301.3, 8159.5, 17318.94, 17411.8, 17558.21, 17130.8, 1186.4699999999998, 12768.83, 12741.18, 12783.13, 12691.92, 2563.08, 2524.01
2013-02-05, 1938.18, 349.69, 356.03, 356.23, 349.57, 6246.84, 6347.24, 6347.26, 6236.66, 7638.23, 7822.54, 7837.64, 7637.68, 1473.09, 1496.53, 1498.99, 1470.95, 45728.305, 45523.77, 45780.56, 45332.07, 1161.19, 1160.48, 7919.6, 8225.0, 8227.7, 7916.8, 16539.0, 17283.86, 17284.79, 16539.0, 1195.58, 12717.62, 12683.73, 12768.83, 12668.81, 2561.54, 2506.23
2013-02-06, 1936.19, 348.43, 350.13, 350.38, 347.99, 6282.76, 6246.84, 6296.47, 6244.07, 7664.66, 7643.54, 7677.14, 7622.3, 1475.91, 1472.15, 1477.7, 1460.86, 45688.12, 45768.82, 45785.96, 45385.42, 1175.54, 1156.82, 8093.6, 7901.5, 8126.8, 7895.5, 16712.26, 16484.76, 16802.86, 16416.77, 1205.01, 12745.65, 12740.35, 12786.79, 12717.62, 2524.82, 2494.72
2013-02-07, 1931.77, 345.86, 348.62, 349.53, 345.2, 6295.34, 6282.76, 6321.45, 6265.55, 7581.18, 7665.88, 7694.42, 7537.29, 1473.01, 1475.34, 1483.26, 1469.74, 45570.71, 45680.33, 45727.01, 45518.21, 1174.79, 1168.67, 8056.2, 8115.4, 8161.0, 8013.0, 16602.85, 16707.82, 16805.14, 16408.08, 1202.88, 12761.59, 12713.96, 12783.73, 12724.38, 2530.06, 2491.52
2013-02-08, 1950.9, 343.7, 346.7, 347.4, 343.7, 6228.42, 6295.34, 6313.0, 6216.72, 7590.85, 7581.37, 7661.31, 7565.32, 1460.86, 1472.22, 1478.45, 1457.42, 45019.21, 45571.95, 45574.33, 44815.54, 1165.71, 1163.65, 8014.6, 8081.5, 8160.1, 8005.6, 16400.56, 16635.69, 16828.15, 16395.74, 1210.46, 12755.92, 12762.49, 12790.11, 12737.22, 2515.67, 2492.04
