@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute TA_Now numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2014-10-24, 1925.69, 396.89, 392.37, 397.39, 389.42, 6419.15, 6399.73, 6430.32, 6313.32, 9047.31, 8873.54, 9068.12, 8820.89, 1340.0, 1331.48, 1342.83, 1329.62, 43691.06, 43456.55, 43869.18, 43456.55, 1361.88, 1336.11, 10333.7, 10202.7, 10359.0, 10127.0, 19434.98, 19139.18, 19490.41, 19037.25, 1445.83, 14486.83, 14407.83, 14529.13, 14384.53, 3080.97, 3031.26
2014-10-27, 1931.97, 396.12, 395.84, 396.49, 393.45, 6388.73, 6419.15, 6419.15, 6372.43, 8987.8, 9008.6, 9044.85, 8955.59, 1339.91, 1338.57, 1345.13, 1335.5, 43665.54, 43684.28, 43822.12, 43543.69, 1358.57, 1353.82, 10339.3, 10299.4, 10369.0, 10260.7, 19495.68, 19385.74, 19534.77, 19273.37, 1444.085, 14543.82, 14489.04, 14569.42, 14436.64, 3081.73, 3061.61
2014-10-28, 1925.68, 395.05, 400.21, 400.68, 392.69, 6363.46, 6388.73, 6443.76, 6336.06, 8902.61, 9080.8, 9085.64, 8837.66, 1334.87, 1339.75, 1342.96, 1331.81, 43810.51, 43663.25, 43813.47, 43393.05, 1360.33, 1348.79, 10195.2, 10469.4, 10474.8, 10093.4, 19028.67, 19770.28, 19773.57, 18915.61, 1442.34, 14469.0, 14525.95, 14525.95, 14385.32, 3100.46, 3046.81
2014-10-29, 1961.17, 401.26, 397.33, 401.98, 397.33, 6402.17, 6363.46, 6412.0, 6363.46, 9068.19, 8983.06, 9077.89, 8968.59, 1334.61, 1333.54, 1339.48, 1330.09, 44039.64, 43808.8, 44202.19, 43774.76, 1380.83, 1364.86, 10394.8, 10260.2, 10423.4, 10248.6, 19476.62, 19189.25, 19482.19, 19151.1, 1443.52, 14624.25, 14503.11, 14628.62, 14473.87, 3113.41, 3080.17
2014-10-30, 1958.93, 401.1, 403.28, 403.5, 400.4, 6453.87, 6402.17, 6475.35, 6402.17, 9082.81, 9139.0, 9157.63, 9072.64, 1331.7, 1333.17, 1337.66, 1324.39, 44238.94, 44033.73, 44308.06, 43938.27, 1389.95, 1383.48, 10247.8, 10406.0, 10441.1, 10204.8, 19157.41, 19470.16, 19561.17, 19134.43, 1434.03, 14527.57, 14634.25, 14641.33, 14471.6, 3133.39, 3110.1
2014-10-31, 1964.43, 403.71, 404.34, 405.01, 396.3, 6463.55, 6453.87, 6483.24, 6378.15, 9114.84, 9091.13, 9146.95, 8899.9, 1330.24, 1330.06, 1334.21, 1324.98, 44599.27, 44244.86, 44599.27, 44067.96, 1397.18, 1379.91, 10263.7, 10304.6, 10340.3, 9994.8, 19194.61, 19330.7, 19400.41, 18701.19, 1424.37, 14458.69, 14500.89, 14546.49, 14412.96, 3135.05, 3068.56
2014-11-03, 1952.97, 411.32, 408.73, 411.81, 407.25, 6546.47, 6463.55, 6553.37, 6463.55, 9326.87, 9283.4, 9339.33, 9217.0, 1344.63, 1328.88, 1348.25, 1326.67, 45027.52, 44599.06, 45159.49, 44598.68, 1412.84, 1404.19, 10477.8, 10448.4, 10513.3, 10324.8, 19783.99, 19557.7, 19783.99, 19304.85, 1432.56, 14613.32, 14510.38, 14626.98, 14507.55, 3165.72, 3120.35
2014-11-04, 1935.19, 409.04, 411.28, 412.81, 408.34, 6487.97, 6546.47, 6559.56, 6478.49, 9251.7, 9305.73, 9343.64, 9236.18, 1352.04, 1342.05, 1352.97, 1337.26, 45184.76, 45029.46, 45211.74, 44913.97, 1399.05, 1396.23, 10374.4, 10454.3, 10508.8, 10333.3, 19369.03, 19760.84, 19832.26, 19342.99, 1440.75, 14537.62, 14632.15, 14637.56, 14519.33, 3152.52, 3117.26
2014-11-05, 1931.43, 403.78, 408.49, 410.31, 403.15, 6453.97, 6487.97, 6510.31, 6444.89, 9166.47, 9244.09, 9317.92, 9148.78, 1352.82, 1350.78, 1356.99, 1345.89, 44884.43, 45181.72, 45202.02, 44855.29, 1399.87, 1397.34, 10154.4, 10361.0, 10455.2, 10140.5, 18934.63, 19433.47, 19601.74, 18902.51, 1441.36, 14390.43, 14522.84, 14522.84, 14327.02, 3152.2, 3107.95
2014-11-06, 1936.48, 410.66, 407.31, 411.16, 406.04, 6539.14, 6453.97, 6539.14, 6453.97, 9315.48, 9238.07, 9329.07, 9226.34, 1361.68, 1351.51, 1365.51, 1348.28, 45071.98, 44888.74, 45151.82, 44818.58, 1414.09, 1406.49, 10276.9, 10246.6, 10310.6, 10131.2, 19427.85, 19095.24, 19449.11, 18962.93, 1450.95, 14548.26, 14452.26, 14599.72, 14441.21, 3162.0, 3128.52
2014-11-07, 1939.87, 413.15, 409.14, 415.74, 408.76, 6551.15, 6539.14, 6580.21, 6503.81, 9377.41, 9284.97, 9467.36, 9268.63, 1350.12, 1360.33, 1370.88, 1342.32, 44849.86, 45080.76, 45199.14, 44849.57, 1415.3, 1406.31, 10261.8, 10242.7, 10463.3, 10175.3, 19285.76, 19333.43, 19771.93, 19120.22, 1451.11, 14563.38, 14576.46, 14640.92, 14488.11, 3193.46, 3140.36
2014-11-10, 1958.23, 411.43, 414.73, 414.97, 409.46, 6567.24, 6551.15, 6608.23, 6551.15, 9291.83, 9406.16, 9414.32, 9239.11, 1353.61, 1348.66, 1359.05, 1348.11, 44614.66, 44841.79, 44878.28, 44614.45, 1410.88, 1404.98, 10126.3, 10291.0, 10311.5, 10017.5, 19095.32, 19393.57, 19404.67, 18914.88, 1451.3449999999998, 14690.83, 14574.13, 14712.05, 14561.33, 3185.06, 3133.72
2014-11-11, 1963.0, 414.96, 410.77, 415.02, 410.77, 6611.25, 6567.24, 6611.25, 6566.78, 9351.87, 9233.87, 9351.87, 9222.57, 1354.25, 1352.12, 1357.1, 1350.5, 44523.0, 44615.27, 44727.56, 44450.59, 1417.82, 1406.71, 10273.0, 10103.9, 10282.4, 10052.2, 19258.54, 19070.25, 19271.95, 18987.6, 1451.58, 14709.8, 14729.13, 14768.98, 14671.74, 3166.13, 3140.57
2014-11-12, 1967.27, 415.18, 416.11, 417.41, 414.05, 6627.4, 6611.25, 6632.57, 6605.34, 9369.03, 9374.36, 9400.9, 9324.77, 1365.82, 1353.42, 1371.54, 1351.06, 44300.83, 44523.0, 44637.07, 44177.32, 1424.93, 1418.78, 10338.8, 10319.8, 10418.4, 10296.1, 19255.47, 19284.2, 19552.27, 19144.75, 1444.68, 14760.27, 14720.84, 14770.72, 14688.18, 3187.78, 3167.42
2014-11-13, 1960.51, 411.93, 413.93, 415.62, 411.14, 6611.04, 6627.4, 6629.33, 6588.93, 9210.96, 9339.68, 9359.37, 9189.63, 1362.76, 1364.38, 1374.62, 1358.97, 43744.57, 44300.54, 44363.73, 43606.0, 1408.86, 1408.86, 10157.3, 10307.0, 10342.6, 10136.4, 18702.24, 19165.32, 19215.21, 18654.59, 1444.95, 14856.2, 14736.25, 14856.2, 14696.92, 3169.88, 3135.39
2014-11-14, 1945.14, 411.41, 412.77, 413.83, 408.87, 6635.45, 6611.04, 6645.9, 6596.89, 9248.51, 9260.53, 9311.0, 9170.28, 1368.28, 1361.4, 1369.86, 1358.93, 43743.8, 43744.7, 43888.26, 43524.62, 1422.76, 1412.68, 10140.4, 10207.6, 10252.3, 10044.2, 18782.55, 18809.19, 18889.36, 18444.58, 1445.78, 14778.77, 14867.14, 14890.82, 14739.79, 3177.24, 3146.91
2014-11-17, 1943.63, 411.97, 412.56, 412.56, 408.99, 6654.37, 6635.45, 6654.37, 6610.13, 9252.94, 9272.36, 9284.13, 9184.46, 1378.64, 1366.85, 1382.22, 1365.81, 43372.01, 43759.67, 43762.13, 43296.64, 1415.6, 1411.58, 10148.0, 10192.3, 10195.1, 10056.8, 18965.41, 18821.69, 19009.02, 18662.69, 1446.565, 14843.1, 14778.99, 14843.1, 14748.1, 3169.61, 3146.15
2014-11-18, 1967.01, 414.07, 408.83, 414.8, 408.61, 6671.97, 6654.37, 6681.55, 6616.12, 9306.35, 9162.27, 9331.32, 9161.6, 1370.85, 1377.12, 1383.68, 1365.4, 43431.73, 43562.88, 43665.73, 43316.375, 1419.92, 1408.35, 10309.0, 10061.1, 10336.3, 10040.9, 19216.74, 18776.81, 19291.85, 18733.43, 1447.35, 14882.5, 14825.86, 14950.53, 14825.86, 3176.97, 3141.05
2014-11-19, 1966.87, 417.16, 414.39, 417.81, 413.81, 6709.13, 6671.97, 6714.12, 6671.75, 9456.53, 9323.75, 9461.53, 9323.52, 1380.3, 1369.49, 1380.88, 1366.83, 43491.45, 43366.09, 43569.33, 43336.11, 1432.38, 1419.31, 10432.9, 10320.1, 10466.3, 10296.3, 19352.95, 19223.91, 19437.38, 19214.89, 1450.43, 14972.97, 14911.93, 14989.96, 14911.93, 3202.56, 3164.33
2014-11-20, 1958.04, 417.79, 416.98, 419.44, 416.13, 6696.6, 6709.13, 6718.88, 6678.13, 9472.8, 9462.05, 9521.73, 9439.16, 1398.26, 1378.93, 1402.2, 1377.03, 44118.13, 43491.45, 44122.17, 43491.45, 1428.01, 1426.04, 10376.8, 10395.8, 10451.8, 10328.9, 19379.92, 19334.71, 19554.92, 19280.89, 1451.74, 14980.15, 14996.88, 15012.61, 14914.38, 3211.72, 3192.52
2014-11-21, 1964.84, 416.81, 417.99, 418.33, 414.37, 6678.9, 6696.6, 6696.82, 6641.14, 9483.97, 9460.4, 9487.69, 9382.23, 1394.56, 1396.9, 1402.7, 1391.26, 44209.42, 44114.9, 44209.93, 43955.79, 1423.71, 1418.61, 10209.2, 10351.5, 10351.5, 10132.2, 19209.22, 19402.99, 19417.7, 19036.34, 1453.26, 15075.18, 14966.41, 15075.18, 14948.2, 3210.32, 3178.86
2014-11-24, 1978.54, 423.46, 417.89, 424.73, 417.3, 6750.76, 6678.9, 6773.14, 6678.9, 9732.55, 9521.24, 9736.14, 9508.17, 1376.89, 1393.13, 1401.68, 1374.85, 44633.28, 44206.23, 44910.04, 44206.23, 1447.53, 1424.16, 10520.8, 10225.6, 10542.5, 10209.0, 19954.51, 19258.03, 19954.51, 19233.74, 1448.85, 15111.13, 15134.12, 15184.36, 15087.42, 3240.24, 3192.04
2014-11-25, 1980.21, 422.91, 423.61, 425.84, 422.32, 6729.79, 6750.76, 6763.97, 6720.09, 9785.54, 9722.31, 9832.41, 9711.77, 1386.12, 1373.98, 1389.33, 1372.21, 44621.07, 44638.66, 44755.73, 44563.15, 1456.59, 1445.15, 10642.5, 10558.7, 10715.1, 10528.8, 19925.82, 19931.48, 20126.97, 19802.35, 1444.44, 15015.41, 15121.42, 15132.64, 14980.16, 3260.32, 3237.49
2014-11-26, 1980.84, 423.18, 423.13, 425.75, 421.66, 6731.14, 6729.79, 6750.87, 6709.31, 9861.21, 9790.03, 9921.46, 9787.26, 1384.87, 1384.76, 1389.06, 1375.22, 44441.02, 44621.48, 44768.38, 44436.85, 1467.36, 1455.35, 10699.6, 10621.9, 10792.3, 10609.4, 20009.83, 19906.01, 20195.0, 19860.98, 1446.89, 15073.65, 15031.6, 15100.48, 15031.6, 3276.41, 3237.31
2014-11-27, 1982.09, 423.97, 424.02, 425.48, 423.5, 6729.17, 6731.14, 6765.01, 6718.53, 9915.56, 9894.6, 9942.67, 9868.35, 1380.38, 1383.57, 1386.02, 1377.08, 44672.2, 44438.06, 44713.42, 44422.83, 1457.81, 1455.5, 10647.0, 10723.2, 10736.4, 10610.1, 19938.42, 20104.11, 20131.82, 19894.57, 1470.36, 15038.41, 15055.82, 15060.38, 15003.86, 3271.04, 3253.45
2014-11-28, 1980.78, 425.75, 425.09, 426.99, 425.04, 6723.42, 6729.17, 6749.91, 6713.76, 9974.87, 9934.78, 9992.67, 9920.86, 1371.83, 1379.01, 1381.52, 1367.87, 44689.21, 44667.62, 44732.05, 44608.62, 1465.96, 1458.62, 10727.6, 10660.4, 10745.4, 10629.1, 20100.53, 19977.14, 20112.69, 19905.66, 1477.59, 14922.44, 15026.01, 15033.63, 14866.59, 3285.56, 3267.74
2014-12-01, 1965.22, 425.86, 425.56, 426.02, 422.97, 6722.62, 6723.42, 6734.71, 6667.08, 9980.85, 9990.7, 9990.7, 9902.4, 1386.12, 1370.47, 1388.12, 1368.75, 44190.47, 44688.96, 44725.65, 44138.28, 1461.34, 1453.77, 10770.7, 10722.3, 10772.2, 10656.5, 20014.82, 20108.79, 20114.56, 19889.17, 1476.31, 14744.7, 14871.81, 14871.81, 14743.85, 3293.53, 3266.8
2014-12-02, 1965.83, 423.47, 422.82, 424.45, 421.61, 6656.37, 6722.62, 6722.62, 6637.39, 9963.51, 9915.74, 9979.08, 9906.42, 1384.28, 1384.91, 1393.5, 1377.38, 43392.07, 44179.21, 44248.11, 43389.84, 1450.03, 1447.78, 10672.8, 10700.6, 10757.6, 10648.2, 19686.45, 19858.68, 19972.96, 19641.15, 1475.03, 14625.32, 14753.51, 14771.78, 14558.2, 3284.31, 3262.19
2014-12-03, 1969.91, 428.48, 424.86, 428.84, 424.64, 6742.1, 6656.37, 6744.31, 6656.37, 9934.08, 9983.79, 10038.21, 9910.21, 1381.1, 1382.69, 1384.64, 1375.51, 43008.07, 43403.89, 43550.24, 42902.46, 1450.07, 1447.97, 10749.2, 10701.1, 10763.0, 10653.2, 19780.58, 19788.88, 19930.56, 19604.17, 1474.73, 14620.07, 14610.06, 14707.65, 14570.67, 3297.9, 3268.36
2014-12-04, 1986.61, 428.61, 428.53, 429.93, 428.29, 6716.63, 6742.1, 6753.19, 6713.81, 9971.79, 9978.89, 9993.85, 9930.53, 1374.05, 1379.64, 1385.52, 1369.34, 43112.29, 43017.47, 43317.9, 42628.16, 1464.84, 1452.13, 10875.9, 10776.1, 10903.1, 10754.9, 19978.32, 19832.22, 20063.23, 19750.08, 1478.84, 14754.06, 14638.32, 14769.27, 14627.06, 3306.04, 3282.33
2014-12-05, 1986.62, 423.68, 430.25, 432.22, 422.86, 6679.37, 6716.63, 6733.96, 6672.67, 9851.35, 9998.85, 10083.74, 9835.42, 1377.03, 1372.66, 1385.5, 1369.0, 42816.15, 43112.56, 43142.21, 42728.05, 1447.82, 1447.18, 10619.9, 10902.7, 10928.3, 10587.0, 19424.38, 20017.25, 20076.58, 19424.38, 1485.23, 14469.95, 14789.02, 14789.02, 14433.59, 3318.37, 3264.1
2014-12-08, 1978.95, 431.06, 426.73, 431.22, 426.69, 6742.84, 6679.37, 6751.32, 6679.37, 10087.12, 9931.96, 10093.03, 9929.47, 1377.94, 1375.79, 1381.62, 1369.26, 43230.34, 42821.25, 43293.53, 42799.14, 1474.7, 1455.93, 10900.7, 10756.4, 10906.1, 10718.1, 20087.23, 19625.33, 20087.23, 19588.42, 1488.62, 14473.7, 14483.29, 14542.02, 14435.04, 3335.69, 3298.64
2014-12-09, 1970.95, 427.27, 429.65, 430.62, 427.27, 6672.15, 6742.84, 6742.84, 6672.15, 10014.99, 10060.91, 10084.95, 10014.99, 1369.72, 1375.7, 1380.01, 1364.69, 42941.83, 43253.18, 43399.44, 42746.67, 1467.88, 1466.19, 10805.2, 10864.6, 10919.3, 10805.2, 19951.15, 19939.63, 20142.18, 19929.52, 1492.01, 14144.17, 14410.05, 14410.05, 13983.71, 3335.79, 3316.65
2014-12-10, 1945.56, 418.43, 423.31, 424.37, 418.16, 6529.47, 6672.15, 6672.15, 6529.47, 9793.71, 9904.58, 9951.66, 9786.38, 1367.35, 1368.38, 1373.72, 1362.73, 42339.63, 42940.76, 42940.76, 42137.41, 1452.24, 1447.96, 10461.6, 10704.3, 10707.3, 10461.2, 19390.0, 19702.53, 19839.25, 19370.47, 1479.06, 14195.73, 14083.33, 14195.73, 14001.03, 3308.97, 3249.23
2014-12-11, 1916.59, 416.71, 419.31, 421.39, 415.64, 6500.04, 6529.47, 6565.77, 6500.04, 9799.73, 9859.78, 9909.39, 9775.39, 1371.3, 1366.0, 1374.31, 1362.21, 41372.66, 42339.89, 42379.8, 41295.27, 1452.8, 1450.49, 10396.9, 10536.3, 10593.3, 10347.2, 19217.69, 19464.71, 19599.39, 19144.17, 1481.05, 13852.95, 14167.27, 14167.27, 13779.54, 3286.82, 3244.23
2014-12-12, 1921.71, 416.77, 415.35, 418.52, 413.89, 6461.7, 6500.04, 6521.66, 6441.28, 9862.53, 9770.66, 9907.82, 9763.41, 1368.75, 1369.83, 1375.59, 1363.35, 41714.57, 41372.92, 42025.5, 41345.49, 1454.45, 1445.45, 10431.8, 10397.4, 10505.8, 10322.7, 19201.07, 19176.3, 19385.04, 19052.22, 1487.81, 13905.12, 13828.25, 14083.74, 13827.43, 3278.58, 3247.39
2014-12-15, 1920.36, 406.17, 413.66, 414.35, 405.63, 6300.63, 6461.7, 6461.7, 6297.44, 9594.73, 9794.2, 9799.65, 9586.22, 1376.24, 1367.29, 1378.01, 1363.73, 41024.58, 41545.625, 41871.995, 40735.51, 1425.86, 1425.86, 10145.0, 10358.2, 10407.5, 10127.5, 18600.83, 19019.03, 19133.52, 18600.83, 1483.1, 13731.05, 13847.33, 13889.07, 13713.17, 3245.0, 3174.03
2014-12-16, 1904.13, 396.09, 405.21, 408.89, 395.61, 6182.72, 6300.63, 6356.34, 6182.72, 9334.01, 9599.82, 9678.26, 9330.99, 1365.35, 1375.22, 1377.91, 1363.61, 40334.59, 41718.33, 41718.49, 40125.53, 1408.75, 1408.75, 9903.9, 10149.6, 10268.2, 9900.3, 18078.97, 18659.84, 18804.44, 18075.23, 1478.39, 13705.14, 13758.28, 13852.14, 13635.53, 3198.65, 3117.58
2014-12-17, 1900.16, 403.79, 397.66, 404.17, 389.31, 6331.83, 6182.72, 6331.83, 6144.72, 9563.89, 9366.56, 9567.09, 9219.05, 1352.51, 1363.94, 1368.41, 1348.62, 40225.08, 40337.27, 40844.36, 39580.78, 1413.58, 1386.61, 10081.9, 9954.2, 10095.1, 9661.0, 18670.05, 18182.04, 18670.05, 17729.07, 1463.51, 13861.52, 13677.33, 14056.85, 13670.78, 3178.31, 3088.45
2014-12-18, 1897.5, 403.46, 399.16, 404.53, 397.09, 6336.48, 6331.83, 6359.68, 6240.32, 9544.43, 9455.74, 9589.25, 9429.4, 1354.22, 1351.09, 1370.32, 1349.14, 41004.44, 40225.51, 41354.63, 40176.02, 1405.35, 1397.8, 10049.5, 9990.7, 10100.5, 9916.9, 18569.03, 18436.52, 18645.44, 18256.68, 1468.2, 14213.88, 13880.22, 14226.97, 13831.8, 3179.94, 3130.25
2014-12-19, 1929.98, 416.44, 410.09, 416.56, 407.97, 6466.0, 6336.48, 6466.0, 6336.48, 9811.06, 9711.61, 9811.06, 9671.18, 1351.14, 1352.77, 1365.96, 1343.48, 42475.67, 41011.7, 42721.34, 41011.7, 1441.85, 1419.99, 10391.3, 10218.0, 10391.3, 10167.2, 19060.99, 18912.0, 19060.99, 18768.17, 1481.88, 14346.75, 14356.09, 14439.06, 14193.22, 3248.62, 3200.57
2014-12-22, 1943.12, 418.37, 420.66, 421.35, 414.39, 6545.27, 6466.0, 6566.9, 6466.0, 9786.96, 9901.26, 9901.26, 9688.66, 1345.27, 1349.8, 1356.24, 1342.34, 42529.89, 42483.46, 42810.18, 42403.67, 1452.36, 1435.27, 10363.6, 10483.4, 10500.1, 10186.7, 18983.83, 19170.51, 19175.3, 18695.78, 1481.5100000000002, 14468.26, 14389.96, 14530.47, 14348.65, 3288.61, 3245.4
2014-12-23, 1939.02, 421.58, 419.76, 424.08, 419.76, 6576.74, 6545.27, 6620.95, 6545.27, 9865.76, 9827.26, 9924.01, 9826.55, 1345.5, 1343.53, 1348.09, 1338.18, 42873.01, 42537.69, 42873.01, 42536.96, 1461.75, 1453.66, 10371.0, 10387.5, 10458.0, 10294.9, 19074.04, 19086.0, 19243.29, 18965.02, 1481.14, 14432.38, 14494.62, 14547.02, 14395.44, 3295.12, 3273.68
2014-12-24, 1946.61, 426.77, 423.04, 426.77, 422.64, 6598.18, 6576.74, 6620.47, 6576.74, 9922.11, 9887.24, 9922.11, 9848.06, 1346.97, 1344.11, 1351.35, 1340.2, 43122.73, 42874.34, 43124.85, 42853.12, 1470.49, 1460.18, 10477.7, 10380.2, 10477.7, 10314.4, 19352.13, 19088.16, 19352.13, 19011.24, 1467.76, 14594.03, 14471.02, 14597.59, 14471.02, 3319.71, 3284.76
2014-12-26, 1948.16, 425.57, 425.97, 427.44, 425.33, 6609.93, 6598.18, 6618.09, 6586.05, 9923.783333333333, 9896.45, 9924.023333333334, 9823.856666666668, 1346.69, 1345.59, 1348.75, 1340.9, 43002.87, 43118.97, 43120.52, 42942.8, 1473.303333333333, 1463.6733333333334, 10481.8, 10456.1, 10495.9, 10437.8, 19352.13, 19352.13, 19352.13, 19352.13, 1460.03, 14609.25, 14595.35, 14645.07, 14516.23, 3315.78, 3306.53
2014-12-29, 1927.86, 426.23, 426.68, 427.88, 424.095, 6621.72, 6604.055, 6635.025, 6586.96, 9925.456666666667, 9905.66, 9925.936666666666, 9799.653333333334, 1339.17, 1345.46, 1348.19, 1335.16, 43002.17, 43009.14, 43161.55, 42948.99, 1476.1166666666668, 1467.166666666667, 10438.0, 10441.95, 10471.1, 10327.0, 19241.075, 19339.215, 19351.88, 19059.275, 1458.4299999999994, 14636.585, 14614.84, 14691.82, 14572.56, 3315.7700000000004, 3293.99
2014-12-30, 1915.59, 426.89, 427.39, 428.32, 422.86, 6633.51, 6609.93, 6651.96, 6587.87, 9927.13, 9914.87, 9927.85, 9775.45, 1337.09, 1338.57, 1342.66, 1334.36, 43187.64, 43005.67, 43320.13, 43004.06, 1478.93, 1470.66, 10394.2, 10427.8, 10446.3, 10216.2, 19130.02, 19326.3, 19351.63, 18766.42, 1456.83, 14663.92, 14634.33, 14738.57, 14628.89, 3315.76, 3281.45
2015-01-02, 1926.44, 421.59, 425.13, 425.13, 421.56, 6547.0, 6633.51, 6633.51, 6528.89, 9805.55, 9883.1, 9886.78, 9805.55, 1333.58, 1335.76, 1338.93, 1330.52, 43018.75, 43179.57, 43340.56, 42872.17, 1464.55, 1463.13, 10279.2, 10365.4, 10365.4, 10269.4, 19011.96, 19001.6, 19183.36, 18993.91, 1452.42, 14640.04, 14663.24, 14681.05, 14601.79, 3307.23, 3276.41
2015-01-05, 1915.75, 422.28, 425.89, 428.09, 420.35, 6547.8, 6566.09, 6607.89, 6510.6, 9764.73, 9869.13, 9879.53, 9687.26, 1328.58, 1320.98, 1334.14, 1319.22, 42115.47, 43146.52, 43325.43, 41989.65, 1463.78, 1460.67, 10350.8, 10386.7, 10440.3, 10232.3, 19130.26, 19156.72, 19246.76, 18919.65, 1454.9450000000006, 14753.65, 14637.34, 14756.3, 14631.35, 3302.9, 3266.76
2015-01-06, 1882.45, 410.94, 420.06, 424.58, 410.49, 6417.16, 6547.8, 6576.74, 6404.49, 9473.16, 9735.65, 9790.27, 9468.58, 1324.53, 1327.21, 1330.66, 1313.83, 41099.37, 42134.66, 42147.96, 40824.93, 1454.81, 1453.53, 9993.3, 10267.2, 10390.8, 9977.8, 18188.44, 18961.03, 19190.24, 18188.44, 1457.47, 14392.7, 14709.02, 14709.02, 14339.5, 3306.17, 3205.26
2015-01-07, 1883.83, 408.43, 411.67, 414.62, 406.3, 6366.51, 6417.16, 6452.66, 6328.59, 9469.66, 9484.25, 9624.65, 9382.82, 1306.6, 1323.06, 1325.35, 1304.77, 41329.41, 41101.01, 41456.62, 40723.66, 1438.0749999999994, 1437.435, 9871.1, 10040.7, 10060.8, 9871.1, 18143.26, 18298.26, 18523.74, 18041.32, 1458.66, 14246.77, 14368.11, 14370.4, 14161.98, 3226.41, 3189.48
2015-01-08, 1904.65, 411.21, 411.01, 413.96, 408.6, 6419.83, 6366.51, 6459.74, 6366.51, 9518.18, 9510.34, 9592.37, 9459.18, 1300.8, 1305.3, 1310.4, 1298.81, 41813.93, 41331.12, 41963.95, 41331.12, 1421.34, 1421.34, 9891.4, 9937.3, 10051.2, 9836.4, 18123.45, 18226.43, 18478.11, 17991.76, 1462.16, 14285.0, 14324.37, 14427.44, 14265.71, 3213.59, 3186.74
2015-01-09, 1924.7, 423.07, 416.6, 424.14, 415.44, 6569.96, 6419.83, 6580.82, 6419.83, 9837.61, 9643.77, 9855.43, 9607.9, 1291.88, 1299.39, 1304.48, 1287.18, 42402.31, 41819.04, 42554.41, 41814.21, 1456.72, 1428.54, 10115.0, 10053.2, 10143.0, 9970.3, 18791.83, 18393.0, 18857.66, 18247.95, 1469.58, 14457.72, 14368.58, 14506.14, 14368.58, 3283.22, 3231.27
2015-01-12, 1920.95, 415.59, 422.41, 424.23, 412.76, 6501.14, 6569.96, 6570.24, 6471.38, 9648.5, 9813.99, 9860.18, 9601.75, 1285.78, 1290.65, 1293.87, 1282.39, 42382.41, 42393.17, 42504.41, 41940.49, 1444.46, 1439.15, 9719.0, 10080.0, 10080.0, 9610.1, 18177.09, 18684.58, 18849.2, 18052.81, 1466.3049999999994, 14384.92, 14484.62, 14496.91, 14325.15, 3297.29, 3228.92
2015-01-13, 1917.14, 418.41, 417.05, 421.5, 413.63, 6501.42, 6501.14, 6542.43, 6447.91, 9781.9, 9697.46, 9815.96, 9622.32, 1281.18, 1284.1, 1289.83, 1277.58, 41780.78, 42373.81, 42408.65, 41773.38, 1453.64, 1444.55, 9797.5, 9805.5, 9882.1, 9682.1, 18349.15, 18310.17, 18429.68, 18031.76, 1463.03, 14265.01, 14378.32, 14378.32, 14122.38, 3285.7, 3231.7
2015-01-14, 1913.66, 423.79, 415.76, 424.92, 414.82, 6542.2, 6501.42, 6558.83, 6465.19, 9941.0, 9759.57, 9978.94, 9755.02, 1269.99, 1280.0, 1285.06, 1267.03, 41478.26, 41781.04, 42211.09, 41313.35, 1465.66, 1449.84, 9966.0, 9762.4, 9996.1, 9757.3, 18708.93, 18251.29, 18790.39, 18229.34, 1474.83, 14187.16, 14285.13, 14369.84, 14074.95, 3323.71, 3252.07
2015-01-15, 1914.14, 418.33, 418.44, 425.3, 416.87, 6388.46, 6542.2, 6542.2, 6353.65, 9817.08, 9810.7, 9962.98, 9768.1, 1276.62, 1268.76, 1283.51, 1266.32, 40984.22, 41478.38, 41479.78, 40907.48, 1434.79, 1434.79, 9846.0, 9801.7, 10013.8, 9778.9, 18410.68, 18451.36, 18849.02, 18400.66, 1465.44, 14084.43, 14119.75, 14119.75, 13892.57, 3309.71, 3258.45
