@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Low numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_High numeric
@attribute Gold_Now numeric
@attribute Gold_High numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_Open numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Open numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric

@data
2015-11-19, 1988.91, 1.673, 1.641, 1.0659, 1.064, 1.0694, 1.0617, 465.93, 462.95, 8.499, 8.5895, 8.443999999999999, 182.67, 183.17, 184.21, 182.47, 2.347, 2.41, 47435.58, 47241.44, 47950.71, 1.685, 1.679, 1.685, 10989.55, 10877.6, 876.56, 864.05, 864.05, 1787.11, 1820.34, 1785.11, 1.931, 7731.8, 7843.4, 7725.05, 2083.58, 2051.99, 2085.31, 2.0909999999999997, 2.075, 3568.47, 3605.06, 3558.7, 1243.22, 1240.38, 5004.6, 5078.8, 5001.67, 150.48, 150.79, 151.69, 150.35, 0.8340000000000001, 0.862, 0.82, 2.273, 2.273, 2.259, 1151.84, 1158.35, 1141.4, 1.3299, 1.3296, 0.508, 47355.0, 48325.0, 47295.0, 17.6624, 17.7039, 17.7962, 40.75, 41.11, 44505.59, 44118.98, 19649.18, 19840.0, 19643.97, 2.292, 8920.97, 8999.51, 8904.03, 17737.16, 17485.49, 17752.16, 114.95, 111.85, 1514.18, 1515.21, 829.3, 830.76, 835.21, 825.44, 0.6996, 0.6993, 0.7021, 0.6979, 44.14, 1777.58, 1772.94, 1.0105, 1.0119, 1.0058, 1172.05, 1150.85, 306.58, 311.21, 1108.5, 1108.5, 10261.1, 10307.4, 10226.5, 1.5237, 1.521, 1.5186, 361.75, 362.0, 364.25, 358.5, 22205.0, 22054.51, 4513.7, 4521.56, 4497.91, 1.7280000000000002, 0.6468, 0.6499, 0.6434, 6981.97, 6978.22, 0.302, 0.307, 877.39, 1166.3, 1169.52, 1175.75, 1166.18, 1569.26, 1555.94, 1552.23, 13317.89, 13317.89, 9.4334, 9.4235, 6953.47, 6954.79, 6906.53, 1374.97, 1.3804, 1.3814, 1.4028, 1.3632, 1.5590000000000002, 1.564, 123.64, 123.69, 123.19, 14.02, 14.02, 483.38, 487.38, 490.25, 2.9219999999999997, 2.891, 3683.38, 3674.62
2015-11-20, 1989.86, 1.651, 1.62, 1.0734, 1.0657, 1.0764, 1.0654, 469.0, 468.37, 8.445, 8.477, 8.378, 181.05, 182.48, 182.95, 180.86, 2.276, 2.376, 48138.89, 47437.26, 48226.83, 1.6680000000000001, 1.685, 1.685, 11150.74, 11045.53, 883.82, 885.43, 873.73, 1811.89, 1842.11, 1805.45, 1.889, 7842.75, 7854.9, 7765.45, 2081.24, 2083.7, 2086.74, 2.08, 2.072, 3617.06, 3573.78, 3561.04, 1240.49, 1238.33, 5078.68, 5092.46, 5067.27, 149.11, 150.36, 150.75, 148.96, 0.807, 0.84, 0.794, 2.247, 2.273, 2.2319999999999998, 1142.15, 1149.21, 1136.97, 1.3282, 1.3244, 0.48, 48300.0, 48745.0, 48020.0, 17.4862, 17.646, 17.6809, 40.54, 40.72, 44762.53, 44460.79, 19859.81, 19959.06, 19761.56, 2.265, 9016.24, 9080.56, 8987.23, 17732.75, 17739.83, 17772.97, 120.05, 112.5, 1512.77, 1530.91, 831.44, 828.63, 835.8, 827.24, 0.7020000000000001, 0.6992, 0.7028, 0.698, 44.18, 1775.56, 1764.51, 1.0167, 1.0103, 1.0087, 1166.45, 1164.05, 309.26, 312.14, 1117.2, 1117.2, 10354.7, 10408.4, 10325.7, 1.529, 1.5236, 1.5223, 364.25, 361.75, 365.5, 360.25, 22321.42, 22095.52, 4517.58, 4530.9, 4513.35, 1.67, 0.6565, 0.6597, 0.6469, 7020.18, 6988.78, 0.3, 0.303, 876.01, 1155.66, 1166.39, 1168.3, 1155.5, 1573.66, 1585.28, 1572.23, 13399.7, 13384.75, 9.4059, 9.3934, 7034.08, 7051.98, 6954.27, 1381.41, 1.3718, 1.3807, 1.3971, 1.3688, 1.506, 1.535, 122.86, 123.64, 122.6, 14.242, 14.242, 490.38, 483.0, 492.75, 2.918, 2.885, 3701.84, 3696.61
2015-11-23, 2003.7, 1.6340000000000001, 1.607, 1.0646, 1.0736, 1.0745, 1.0641, 468.69, 466.34, 8.381, 8.4745, 8.378, 180.83, 180.91, 181.94, 180.04, 2.145, 2.275, 48144.58, 47787.65, 48485.955, 1.64, 1.624, 1.64, 11164.3, 11049.35, 888.36, 881.76, 872.04, 1810.03, 1831.69, 1798.02, 1.871, 7856.55, 7906.95, 7817.8, 2089.17, 2082.82, 2097.06, 2.095, 2.041, 3630.5, 3620.79, 3607.92, 1229.21, 1225.28, 5096.96, 5112.46, 5094.31, 148.98, 148.97, 149.75, 148.36, 0.818, 0.8340000000000001, 0.797, 2.2640000000000002, 2.255, 2.231, 1139.51, 1145.14, 1128.68, 1.3343, 1.3268, 0.479, 48500.0, 48917.5, 48095.0, 17.4789, 17.469, 17.5687, 40.39, 40.54, 44997.69, 44587.65, 19879.81, 19879.81, 19715.74, 2.254, 9043.3, 9046.95, 8973.7, 17823.81, 17732.75, 17914.34, 123.95, 120.3, 1521.87, 1525.48, 836.0, 830.55, 836.29, 828.76, 0.7008, 0.7018, 0.7029, 0.6982, 44.66, 1765.36, 1748.48, 1.0231, 1.0162, 1.014, 1175.15, 1170.35, 310.31, 311.64, 1115.4, 1115.4, 10290.3, 10385.0, 10247.6, 1.5192, 1.5292, 1.5183, 363.25, 363.5, 366.5, 362.0, 22246.61, 21946.45, 4505.9, 4561.33, 4505.37, 1.6219999999999999, 0.6567, 0.6609, 0.6554, 7017.44, 7021.3, 0.301, 0.32, 869.15, 1154.62, 1155.86, 1160.62, 1150.8, 1573.67, 1580.735, 1570.285, 13504.47, 13413.66, 9.3941, 9.3589, 7091.8449999999975, 7118.504999999999, 7041.275, 1383.14, 1.3713, 1.3775, 1.3965, 1.3624, 1.505, 1.5090000000000001, 122.91, 123.07, 122.7, 14.106, 14.106, 489.13, 489.38, 494.88, 2.907, 2.845, 3702.62, 3706.18
2015-11-24, 2016.29, 1.662, 1.604, 1.0636, 1.0647, 1.0658, 1.0593, 466.18, 463.49, 8.445, 8.4775, 8.431000000000001, 181.38, 180.63, 181.86, 180.6, 2.21, 2.226, 48150.27, 48138.04, 48745.08, 1.651, 1.651, 1.651, 11126.34, 11049.99, 897.56, 887.08, 871.71, 1826.87, 1868.66, 1811.85, 1.879, 7849.25, 7877.5, 7825.2, 2086.59, 2089.41, 2095.61, 2.02, 2.005, 3610.31, 3630.87, 3598.87, 1232.57, 1226.31, 5106.72, 5128.08, 5084.85, 149.53, 148.83, 149.93, 148.8, 0.875, 0.892, 0.8240000000000001, 2.2430000000000003, 2.273, 2.239, 1132.11, 1140.73, 1130.35, 1.3365, 1.3325, 0.534, 48700.0, 49090.0, 48170.0, 17.4539, 17.461, 17.554000000000002, 41.75, 41.49, 44925.34, 44743.2, 19902.35, 19916.905, 19775.25, 2.291, 8957.77, 8957.81, 8901.11, 17792.68, 17823.61, 17868.18, 122.3, 118.85, 1515.8, 1521.87, 833.75, 833.95, 836.1, 829.61, 0.7032, 0.7006, 0.7038, 0.6989, 44.83, 1751.89, 1748.6, 1.0196, 1.0211, 1.0151, 1180.05, 1174.15, 311.22, 313.43, 1106.3, 1106.3, 10277.4, 10307.7, 10206.8, 1.5124, 1.5189, 1.5107, 367.25, 362.5, 367.5, 360.0, 22390.39, 21995.27, 4570.16, 4590.31, 4541.07, 1.645, 0.6521, 0.6583, 0.6498, 7055.84, 7025.55, 0.3085, 0.3235, 864.78, 1158.86, 1154.61, 1161.98, 1154.39, 1573.68, 1576.19, 1568.34, 13417.63, 13372.04, 9.4336, 9.3796, 7149.61, 7185.03, 7128.28, 1393.99, 1.3743, 1.3651, 1.4041, 1.3454, 1.499, 1.545, 122.84, 123.28, 122.73, 14.14, 14.14, 497.38, 487.25, 499.63, 2.9530000000000003, 2.89, 3692.64, 3697.44
2015-11-25, 2009.42, 1.621, 1.587, 1.0641, 1.0634, 1.0674, 1.062, 461.29, 455.32, 8.436, 8.4545, 8.355, 179.46, 181.21, 181.62, 179.22, 2.2, 2.218, 48284.19, 48142.66, 48320.34, 1.6380000000000001, 1.645, 1.645, 11064.96, 10869.2, 867.54, 894.46, 856.02, 1868.08, 1873.53, 1798.78, 1.8659999999999999, 7831.6, 7870.35, 7812.65, 2089.14, 2084.42, 2094.12, 2.0669999999999997, 2.023, 3616.11, 3602.89, 3563.1, 1220.22, 1218.53, 5070.66, 5110.75, 5050.14, 147.96, 149.39, 149.7, 147.79, 0.838, 0.8690000000000001, 0.8220000000000001, 2.239, 2.2430000000000003, 2.206, 1136.61, 1139.65, 1125.25, 1.3303, 1.3283, 0.513, 48005.0, 48700.0, 47685.0, 17.3058, 17.4362, 17.479, 42.87, 42.04, 44777.71, 44421.17, 19924.89, 19954.0, 19834.76, 2.2769999999999997, 8891.88, 8895.48, 8761.52, 17812.19, 17770.9, 17862.6, 123.0, 120.15, 1488.89, 1515.8, 832.12, 832.85, 835.21, 828.74, 0.7053, 0.7029, 0.7083, 0.7013, 46.12, 1750.92, 1727.17, 1.0235, 1.019, 1.0164, 1187.35, 1171.65, 310.04, 311.93, 1113.2, 1113.2, 10207.2, 10231.3, 10045.6, 1.5087, 1.5126, 1.5055, 364.25, 367.0, 367.25, 364.0, 22229.12, 21840.84, 4535.7, 4555.27, 4534.58, 1.619, 0.6555, 0.6562, 0.6504, 7009.99, 7056.83, 0.316, 0.327, 866.27, 1146.72, 1158.86, 1160.2, 1146.45, 1562.28, 1571.43, 1557.53, 13371.74, 13359.57, 9.3583, 9.3466, 7202.1, 7241.64, 7149.61, 1383.03, 1.3997, 1.3801, 1.4131, 1.3774, 1.508, 1.5219999999999998, 122.53, 122.97, 122.29, 14.275, 14.275, 488.13, 496.75, 497.13, 2.9419999999999997, 2.898, 3672.45, 3680.7
2015-11-26, 2030.68, 1.615, 1.578, 1.0627, 1.0642, 1.069, 1.0566, 468.07, 461.08, 8.357000000000001, 8.3975, 8.333, 179.09, 179.26, 179.77, 178.57, 2.206, 2.235, 46866.63, 48269.74, 48269.74, 1.618, 1.6380000000000001, 1.6380000000000001, 11186.68, 10921.71, 878.89, 870.82, 868.05, 1810.02, 1837.02, 1808.91, 1.8940000000000001, 7857.700000000003, 7883.725, 7822.325, 2088.87, 2089.3, 2093.0, 2.046, 2.039, 3647.93, 3614.07, 3607.52, 1215.91, 1209.4, 5106.87, 5124.09, 5101.18, 147.63, 147.82, 148.21, 147.25, 0.8079999999999999, 0.86, 0.794, 2.234, 2.246, 2.224, 1126.68, 1131.0, 1115.73, 1.3286, 1.3278, 0.47600000000000003, 48100.0, 48245.0, 46900.0, 17.2405, 17.2881, 17.3238, 43.04, 42.69, 44649.11, 44040.08, 19847.58, 19871.75, 19786.53, 2.254, 8830.88, 8982.77, 8804.75, 17813.39, 17820.81, 17854.92, 122.65, 120.6, 1506.52, 1508.38, 829.73, 830.99, 835.02, 826.24, 0.7025, 0.7051, 0.708, 0.7, 46.17, 1728.09, 1721.81, 1.0189, 1.0228, 1.0163, 1198.75, 1187.35, 309.53, 310.48, 1110.0, 1110.0, 10227.3, 10247.1, 10083.1, 1.5128, 1.5078, 1.5055, 366.0, 364.25, 366.5, 364.0, 22400.4, 21944.09, 4557.47, 4585.55, 4557.39, 1.564, 0.6579, 0.6587, 0.6551, 6986.68, 7029.645, 0.316, 0.318, 861.12, 1144.21, 1146.72, 1148.7, 1142.21, 1560.23, 1571.65, 1559.64, 13410.39, 13368.11, 9.3239, 9.304, 7208.36, 7229.18, 7188.31, 1377.88, 1.4027, 1.3967, 1.4079, 1.3743, 1.5090000000000001, 1.511, 122.72, 122.95, 122.23, 14.168, 14.168, 487.63, 488.38, 492.38, 2.935, 2.875, 3708.69, 3677.4
2015-11-27, 2028.99, 1.59, 1.561, 1.061, 1.0627, 1.0633, 1.06, 472.24, 467.61, 8.351, 8.3875, 8.32, 179.81, 178.89, 180.21, 178.53, 2.2430000000000003, 2.302, 47145.63, 46867.13, 47199.04, 1.617, 1.617, 1.617, 11366.37, 11176.56, 874.66, 881.46, 867.83, 1833.97, 1850.37, 1816.61, 1.835, 7883.8, 7897.1, 7832.0, 2089.49, 2089.0600000000004, 2093.145, 2.0845, 2.0385, 3635.55, 3659.57, 3629.86, 1218.96, 1212.04, 5114.4, 5129.22, 5104.845, 148.23, 147.5, 148.58, 147.21, 0.81, 0.82, 0.7909999999999999, 2.224, 2.22, 2.22, 1118.5, 1126.56, 1115.42, 1.3293, 1.3282, 0.473, 47145.0, 47450.0, 47075.0, 17.2595, 17.2227, 17.2959, 42.59, 43.08, 44377.59, 44053.23, 19944.41, 19992.44, 19926.1, 2.239, 8939.01, 8982.85, 8935.05, 17805.940000000002, 17813.425000000007, 17842.64, 121.8, 120.7, 1522.28, 1524.62, 830.12, 828.71, 832.75, 824.5, 0.7025, 0.7023, 0.7047, 0.7012, 45.46, 1729.46, 1725.47, 1.0175, 1.0183, 1.0141, 1201.5, 1191.3, 305.35, 307.72, 1070.8, 1074.2, 10332.3, 10352.9, 10174.8, 1.5102, 1.513, 1.5065, 362.625, 364.75, 366.125, 361.375, 22597.95, 22339.31, 4595.86, 4621.26, 4583.3, 1.554, 0.6571, 0.6602, 0.6566, 6963.37, 7002.46, 0.302, 0.305, 860.33, 1148.88, 1144.21, 1151.44, 1141.96, 1561.49, 1555.66, 1555.66, 13410.25, 13401.17, 9.3695, 9.2995, 7238.56, 7255.89, 7203.81, 1363.61, 1.3785, 1.4037, 1.4053, 1.3658, 1.4369999999999998, 1.4569999999999999, 122.62, 122.75, 122.47, 14.15, 14.105, 483.315, 488.005, 490.005, 2.877, 2.82, 3752.71, 3712.09
2015-11-30, 1991.97, 1.575, 1.547, 1.0593, 1.061, 1.064, 1.057, 472.17, 469.16, 8.357999999999999, 8.399, 8.347000000000001, 180.9, 179.63, 180.99, 179.5, 2.2119999999999997, 2.305, 45872.92, 47144.44, 47144.44, 1.595, 1.617, 1.617, 11354.01, 11247.14, 856.3, 873.67, 851.29, 1828.32, 1828.32, 1790.94, 1.815, 7942.7, 7959.3, 7879.45, 2090.11, 2088.82, 2093.29, 2.123, 2.0380000000000003, 3436.3, 3616.54, 3412.43, 1225.43, 1216.63, 5121.93, 5134.35, 5108.51, 149.255, 148.09, 149.335, 148.06, 0.767, 0.804, 0.752, 2.222, 2.222, 2.204, 1121.09, 1130.17, 1116.1, 1.3371, 1.3287, 0.455, 47000.0, 47170.0, 45850.0, 17.29, 17.2412, 17.3463, 41.71, 43.25, 44420.65, 43895.82, 19883.94, 19994.05, 19831.25, 2.272, 8942.31, 9030.02, 8903.74, 17798.49, 17806.04, 17830.36, 120.95, 120.8, 1522.01, 1527.62, 832.28, 829.34, 835.0, 827.68, 0.7045, 0.7021, 0.7057, 0.7015, 44.86, 1733.07, 1731.92, 1.017, 1.0171, 1.0137, 1204.25, 1195.25, 306.52, 310.8, 1096.5, 1096.5, 10310.7, 10390.7, 10264.5, 1.5038, 1.5103, 1.503, 359.25, 365.25, 365.75, 358.75, 22707.68, 22432.56, 4599.08, 4606.8, 4541.97, 1.508, 0.6534, 0.6582, 0.6523, 6961.41, 6964.3, 0.302, 0.311, 863.33, 1156.83, 1148.75, 1157.4, 1148.53, 1560.995, 1558.635, 1556.255, 13406.79, 13353.45, 9.4169, 9.3545, 7239.245000000001, 7256.620000000001, 7209.89, 1359.96, 1.3524, 1.4027, 1.403, 1.35, 1.425, 1.43, 122.84, 122.89, 122.28, 14.16, 13.905, 479.0, 487.63, 487.63, 2.8539999999999996, 2.8110000000000004, 3752.79, 3744.28
2015-12-01, 2023.93, 1.588, 1.565, 1.0564, 1.0591, 1.0596, 1.0558, 469.52, 469.23, 8.384, 8.419, 8.339, 181.4, 180.72, 181.62, 180.45, 2.235, 2.25, 45120.36, 45871.33, 45930.7, 1.595, 1.595, 1.595, 11430.87, 11253.37, 847.1, 851.78, 841.0, 1794.25, 1807.54, 1771.05, 1.83, 7935.25, 7966.0, 7922.8, 2080.41, 2090.95, 2093.81, 2.075, 2.033, 3445.4, 3433.86, 3327.81, 1226.13, 1220.48, 5139.58, 5141.36, 5098.7, 149.7, 149.11, 149.92, 148.75, 0.7959999999999999, 0.809, 0.7759999999999999, 2.208, 2.218, 2.206, 1120.69, 1130.13, 1119.55, 1.3363, 1.3308, 0.475, 45800.0, 46100.0, 45200.0, 17.4627, 17.2965, 17.464000000000002, 41.65, 41.77, 44412.07, 43382.13, 19747.47, 19867.95, 19707.67, 2.249, 8987.63, 9047.97, 8957.92, 17719.92, 17802.84, 17837.24, 120.6, 115.85, 1536.05, 1542.12, 838.94, 831.11, 839.72, 829.26, 0.7016, 0.7037, 0.7055, 0.701, 44.61, 1737.7, 1734.62, 1.0197, 1.0163, 1.0135, 1198.45, 1195.85, 300.37, 302.25, 1105.9, 1105.9, 10386.9, 10430.3, 10275.9, 1.5057, 1.5038, 1.4994, 365.0, 359.75, 366.0, 359.25, 22773.09, 22505.79, 4527.41, 4535.97, 4446.46, 1.508, 0.6584, 0.6594, 0.6517, 6909.15, 6954.29, 0.303, 0.309, 864.39, 1160.61, 1156.77, 1161.9, 1155.48, 1560.5, 1561.61, 1556.85, 13390.61, 13390.61, 9.4281, 9.3726, 7239.93, 7257.35, 7215.97, 1354.1, 1.3369, 1.356, 1.3869, 1.3217, 1.395, 1.429, 123.1, 123.36, 122.66, 14.02, 13.955, 475.63, 476.63, 480.38, 2.865, 2.8089999999999997, 3760.89, 3748.22
2015-12-02, 2009.29, 1.5930000000000002, 1.493, 1.0631, 1.0566, 1.0638, 1.0562, 467.32, 465.35, 8.379, 8.426, 8.357000000000001, 180.62, 181.24, 181.72, 180.39, 2.231, 2.259, 45046.75, 45121.1, 45482.2, 1.569, 1.569, 1.569, 11430.38, 11235.97, 839.14, 845.86, 833.9, 1771.05, 1785.29, 1763.05, 1.767, 7954.9, 7972.15, 7934.15, 2102.63, 2082.93, 2103.37, 2.0780000000000003, 2.04, 3456.31, 3442.44, 3417.55, 1228.67, 1221.31, 5129.64, 5156.31, 5120.17, 149.08, 149.55, 150.0, 148.9, 0.7879999999999999, 0.845, 0.775, 2.145, 2.217, 2.145, 1126.82, 1131.12, 1121.56, 1.3357, 1.3309, 0.469, 45445.0, 45615.0, 44820.0, 17.3961, 17.445, 17.4785, 41.85, 41.73, 43984.9, 43368.84, 20012.4, 20012.4, 19797.55, 2.271, 9010.95, 9029.41, 8936.7, 17888.35, 17719.72, 17895.5, 116.55, 115.75, 1530.52, 1546.53, 846.43, 837.93, 848.83, 836.87, 0.7049, 0.7014, 0.7054, 0.7004, 44.44, 1745.68, 1740.43, 1.0297, 1.019, 1.018, 1204.35, 1194.55, 299.6, 302.96, 1104.0, 1104.0, 10379.2, 10469.2, 10344.9, 1.5081, 1.5055, 1.5049, 367.0, 365.25, 368.75, 364.5, 22844.38, 22581.33, 4504.22, 4557.67, 4504.22, 1.4869999999999999, 0.6676, 0.6694, 0.6586, 6895.19, 6909.32, 0.305, 0.308, 867.78, 1155.69, 1160.59, 1162.6, 1155.33, 1572.9, 1571.48, 1569.43, 13488.41, 13482.35, 9.4058, 9.3795, 7293.79, 7300.43, 7239.93, 1353.08, 1.369, 1.3613, 1.3898, 1.3516, 1.444, 1.462, 122.87, 123.29, 122.62, 14.04, 14.04, 471.38, 474.63, 480.13, 2.862, 2.827, 3744.1, 3767.0
2015-12-03, 1994.07, 1.534, 1.4869999999999999, 1.0615, 1.0633, 1.0644, 1.0553, 467.06, 466.48, 8.376, 8.462, 8.365, 181.75, 180.45, 182.46, 180.19, 2.165, 2.225, 44914.53, 45046.39, 45338.44, 1.5130000000000001, 1.5130000000000001, 1.5130000000000001, 11329.79, 11188.03, 833.94, 839.64, 826.81, 1773.49, 1793.25, 1760.58, 1.749, 7931.35, 7979.3, 7910.8, 2079.51, 2101.71, 2104.27, 2.083, 2.029, 3536.91, 3450.28, 3427.66, 1234.53, 1224.87, 5158.82, 5176.77, 5117.15, 150.06, 148.94, 150.65, 148.74, 0.7809999999999999, 0.8059999999999999, 0.7659999999999999, 2.178, 2.154, 2.154, 1125.32, 1142.61, 1122.08, 1.3344, 1.331, 0.46799999999999997, 44900.0, 45545.0, 44710.0, 17.465, 17.3787, 17.541, 39.94, 41.69, 44024.95, 43386.18, 19938.13, 20002.12, 19926.22, 2.254, 9023.38, 9053.46, 8999.07, 17729.68, 17883.14, 17901.58, 117.6, 116.9, 1533.87, 1539.54, 850.1, 845.23, 855.37, 843.87, 0.71, 0.7047, 0.7115, 0.7027, 42.49, 1741.16, 1733.13, 1.032, 1.0288, 1.0269, 1193.75, 1190.25, 299.22, 304.15, 1094.4, 1094.4, 10342.0, 10447.0, 10323.5, 1.4951, 1.5083, 1.4897, 364.0, 367.0, 367.0, 363.5, 22730.25, 22515.11, 4559.15, 4568.41, 4541.67, 1.454, 0.664, 0.6683, 0.6614, 6862.79, 6891.22, 0.318, 0.327, 864.48, 1163.01, 1155.68, 1167.49, 1154.05, 1575.4, 1576.73, 1573.0, 13622.52, 13442.28, 9.4366, 9.3784, 7347.43, 7349.01, 7274.28, 1339.3, 1.3049, 1.3605, 1.3741, 1.3033, 1.416, 1.423, 123.25, 123.67, 122.8, 14.125, 13.89, 467.13, 471.25, 473.38, 2.8280000000000003, 2.793, 3732.94, 3743.44
