@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Open numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric

@data
2009-08-14, 1591.41, 3.5039999999999996, 3.5039999999999996, 1.4289, 1.4204, 1.433, 1.4202, 290.02, 293.25, 288.19, 4755.5, 4790.0, 12.443, 12.411, 12.386, 180.76, 3.557, 57047.98, 57366.78, 56532.89, 2.6, 2.6, 2.6, 2.6, 5401.11, 5357.77, 5357.77, 1068.42, 1025.03, 1100.57, 1118.96, 1079.57, 3.7739999999999996, 3.7739999999999996, 3.7739999999999996, 4458.55, 1012.73, 1000.82, 2.91, 2.9010000000000002, 3150.36, 3060.12, 1765.42, 1763.76, 2009.27, 2013.43, 1986.87, 158.74, 3.6489999999999996, 3.6489999999999996, 3.597, 3.597, 1154.55, 1153.2, 1157.47, 1.0885, 1.0793, 3.424, 3.424, 3.424, 57790.0, 58260.0, 25.7236, 25.8047, 25.5127, 72.21, 28155.49, 28216.53, 10508.09, 10489.12, 5986.72, 5968.85, 6014.11, 5965.04, 9398.19, 9362.29, 9448.97, 9269.26, 132.75, 136.3, 131.7, 888.87, 1042.12, 1028.92, 0.8609, 0.8627, 0.8573, 72.96, 2048.17, 2037.01, 1.2012, 575.19, 572.67, 677.85, 671.99, 668.39, 954.7, 10942.5, 11144.1, 10925.8, 1.6582, 1.6491, 1.6667, 1.6486, 324.5, 330.0, 338.5, 324.5, 21978.86, 21546.38, 2347.98, 2408.88, 3.907, 3.907, 3.907, 0.679, 0.6714, 0.6812, 2508.86, 2523.83, 1.405, 1141.51, 1127.86, 1235.25, 1237.05, 953.77, 965.44, 952.79, 10825.56, 10789.51, 10659.87, 12.9965, 12.7658, 5800.95, 5864.903333333333, 5865.03, 655.68, 643.59, 1.9054, 1.933, 1.89, 4.185, 4.185, 96.18, 14.98, 14.55, 14.98, 14.53, 487.0, 496.5, 5.745, 5.745, 2279.59, 2281.12, 2291.0
2009-08-17, 1547.06, 3.4760000000000004, 3.4760000000000004, 1.4205, 1.4283, 1.4309, 1.4161, 288.02, 292.39, 286.78, 4714.0, 4790.2, 12.4875, 12.441, 12.375, 181.44, 3.408, 56638.0, 57189.79, 55978.55, 2.6510000000000002, 2.6510000000000002, 2.6510000000000002, 2.6510000000000002, 5309.11, 5402.99, 5289.78, 1066.03, 1054.57, 1072.74, 1107.31, 1068.82, 3.688, 3.688, 3.688, 4559.35, 1004.09, 994.6, 2.9010000000000002, 2.8289999999999997, 3146.01, 3039.3, 1761.42, 1763.58, 2005.79, 2006.73, 1969.68, 158.68, 3.5660000000000003, 3.5660000000000003, 3.572, 3.572, 1156.72, 1153.56, 1158.88, 1.0875, 1.0814, 3.315, 3.315, 3.315, 57293.0, 57700.0, 25.7262, 25.8813, 25.5484, 71.6, 27855.43, 28201.86, 10551.33, 10539.43, 5985.3, 6002.9, 6040.13, 5955.88, 9321.4, 9398.04, 9425.17, 9214.47, 128.95, 133.45, 128.2, 876.74, 1032.49, 1025.44, 0.8615, 0.8655, 0.8577, 71.86, 2051.02, 2036.71, 1.1945, 563.9, 574.56, 670.43, 677.53, 666.76, 947.0, 11055.5, 11120.7, 10852.8, 1.6541, 1.6575, 1.661, 1.6486, 319.25, 325.0, 328.0, 318.0, 21994.08, 21453.04, 2397.62, 2411.9, 3.826, 3.826, 3.826, 0.6779999999999999, 0.6788, 0.6887, 2510.81, 2512.53, 1.37, 1143.0, 1124.16, 1240.0, 1236.5, 940.215, 946.6, 933.965, 10848.01, 10832.05, 10713.21, 13.1307, 12.9001, 5756.22, 5860.076666666668, 5860.14, 656.94, 650.91, 1.917, 1.9322, 1.8315, 4.131, 4.131, 95.29, 14.715, 15.1, 15.1, 15.1, 482.25, 486.5, 5.688, 5.688, 2274.24, 2286.63, 2290.82
2009-08-18, 1550.24, 3.41, 3.41, 1.4078, 1.4186, 1.4194, 1.4045, 282.01, 286.09, 281.11, 4645.0, 4714.0, 12.6785, 12.483, 12.47, 184.17, 3.281, 55218.37, 56635.66, 54881.36, 2.5869999999999997, 2.5869999999999997, 2.5869999999999997, 2.5869999999999997, 5201.61, 5296.33, 5173.84, 1058.14, 1004.75, 1035.4, 1057.45, 1030.94, 3.608, 3.608, 3.608, 4374.6, 979.73, 978.51, 2.7739999999999996, 2.74, 3020.26, 2867.39, 1771.8, 1758.23, 1949.23, 1949.23, 1929.64, 159.82, 3.533, 3.533, 3.472, 3.472, 1167.15, 1154.31, 1169.62, 1.0997, 1.0992, 3.292, 3.292, 3.292, 55735.0, 56350.0, 25.7886, 26.0637, 25.6823, 67.69, 27299.58, 27848.1, 10521.02, 10268.61, 5883.7, 5938.42, 5945.35, 5860.77, 9135.34, 9313.85, 9313.85, 9078.28, 125.45, 127.95, 124.25, 858.15, 1033.32, 1026.06, 0.8592, 0.8649, 0.8586, 69.21, 2056.95, 2040.34, 1.1811, 548.18, 556.77, 669.33, 670.49, 667.64, 934.3, 10857.4, 10857.4, 10537.9, 1.6345, 1.6507, 1.652, 1.6275, 314.25, 317.25, 318.0, 304.25, 21552.39, 20921.24, 2391.21, 2398.350000000001, 3.821, 3.821, 3.821, 0.6692, 0.6748, 0.6754, 2501.19, 2514.33, 1.34, 1140.76, 1125.15, 1259.0, 1240.7, 926.66, 927.76, 915.14, 10531.59, 10576.97, 10480.18, 13.3666, 13.0597, 5711.49, 5855.25, 5855.25, 645.96, 629.63, 1.8471, 1.8525, 1.784, 4.126, 4.126, 94.74, 13.970999999999998, 13.970999999999998, 13.970999999999998, 13.970999999999998, 481.25, 481.25, 5.505, 5.505, 2229.85, 2267.04, 2268.31
2009-08-19, 1545.96, 3.4219999999999997, 3.4219999999999997, 1.4133, 1.4074, 1.4156, 1.4067, 284.46, 284.46, 282.05, 4685.8, 4688.2, 12.5175, 12.681, 12.446, 182.62, 3.239, 55748.92, 55891.12, 55215.93, 2.63, 2.63, 2.63, 2.63, 5250.74, 5218.09, 5200.47, 1020.95, 1001.5, 1035.45, 1059.3, 1023.06, 3.654, 3.654, 3.654, 4372.65, 989.67, 980.62, 2.792, 2.742, 2920.64, 2827.11, 1763.99, 1770.96, 1940.55, 1958.71, 1935.33, 160.49, 3.552, 3.552, 3.517, 3.517, 1159.91, 1166.25, 1175.86, 1.1075, 1.1002, 3.301, 3.301, 3.301, 56376.0, 56065.0, 25.6132, 26.0053, 25.5179, 70.29, 27544.32, 27599.7, 10208.12, 10181.1, 5953.75, 5905.59, 5953.75, 5883.84, 9217.94, 9134.36, 9262.08, 9124.08, 124.75, 126.15, 123.0, 873.1, 1030.91, 1023.84, 0.8613, 0.8633, 0.852, 69.46, 2066.12, 2036.43, 1.188, 556.43, 550.22, 676.46, 668.7, 661.0, 937.7, 10626.5, 10708.3, 10599.2, 1.6557, 1.6336, 1.6587, 1.6324, 314.5, 313.5, 317.5, 311.0, 21247.8, 20962.38, 2384.8, 2384.8, 3.81, 3.81, 3.81, 0.6765, 0.6692, 0.6771, 2500.46, 2533.18, 1.325, 1143.66, 1124.66, 1248.0, 1260.4, 931.95, 940.21, 931.76, 10673.84, 10601.18, 10531.59, 13.3988, 13.0907, 5759.58, 5711.49, 5761.49, 640.25, 625.83, 1.8275, 1.8843, 1.7926, 4.121, 4.121, 94.47, 13.956, 13.956, 13.956, 13.956, 470.25, 479.0, 5.55, 5.55, 2260.64, 2231.43, 2260.64
2009-08-20, 1576.39, 3.408, 3.408, 1.4236, 1.4133, 1.4269, 1.4083, 284.05, 284.96, 280.15, 4689.7, 4698.5, 12.428, 12.444, 12.401, 183.12, 3.1860000000000004, 56156.28, 56211.58, 54917.8, 2.591, 2.591, 2.591, 2.591, 5231.98, 5210.47, 5158.6, 1002.57, 992.46, 1034.08, 1038.88, 1013.82, 3.5980000000000003, 3.5980000000000003, 3.5980000000000003, 4353.45, 996.46, 980.62, 2.74, 2.65, 2929.06, 2761.39, 1781.58, 1762.84, 1933.39, 1972.32, 1931.91, 160.21, 3.534, 3.534, 3.455, 3.455, 1174.95, 1159.49, 1180.3, 1.1019, 1.0938, 3.263, 3.263, 3.263, 56807.0, 55650.0, 25.7431, 25.9591, 25.4749, 72.8, 27598.37, 27655.23, 10269.97, 10195.11, 5980.79, 5920.55, 5988.98, 5897.73, 9279.16, 9208.68, 9333.34, 9099.14, 125.35, 125.5, 123.4, 869.24, 1038.18, 1026.88, 0.8533, 0.8633, 0.8527, 71.17, 2069.73, 2049.5, 1.1862, 561.65, 552.37, 680.42, 672.79, 670.96, 943.3, 10616.9, 10749.2, 10511.9, 1.6538, 1.6557, 1.6594, 1.6374, 320.0, 315.25, 321.75, 310.25, 21247.8, 20848.23, 2337.19, 2351.18, 3.775, 3.775, 3.775, 0.6754, 0.6764, 0.6767, 2530.68, 2541.95, 1.335, 1144.88, 1127.85, 1251.5, 1246.3, 934.32, 942.03, 926.63, 10686.83, 10536.35, 10519.0, 13.4318, 13.0864, 5623.06, 5759.58, 5759.58, 641.58, 629.55, 1.875, 1.9309, 1.8339, 4.096, 4.096, 94.88, 13.870999999999999, 13.61, 13.61, 13.61, 472.5, 480.75, 5.492000000000001, 5.492000000000001, 2263.26, 2258.39, 2269.04
2009-08-21, 1580.98, 3.388, 3.388, 1.425, 1.4234, 1.4278, 1.4201, 288.12, 288.87, 285.65, 4756.6, 4766.9, 12.4115, 12.390999999999998, 12.31, 182.31, 3.1689999999999996, 56831.48, 56896.8, 56142.75, 2.623, 2.623, 2.623, 2.623, 5311.06, 5261.66, 5261.66, 1021.36, 987.41, 1062.87, 1063.28, 1039.75, 3.596, 3.596, 3.596, 4394.35, 1007.37, 996.39, 2.748, 2.725, 2914.64, 2798.37, 1774.65, 1779.0, 1967.57, 1992.22, 1965.69, 160.07, 3.5210000000000004, 3.5210000000000004, 3.428, 3.428, 1171.13, 1173.16, 1175.75, 1.0949, 1.0863, 3.2560000000000002, 3.2560000000000002, 3.2560000000000002, 57406.0, 57200.0, 25.7176, 25.8753, 25.4808, 72.88, 27944.24, 27944.74, 10254.53, 10204.26, 6032.05, 6019.51, 6067.64, 6016.91, 9350.05, 9278.55, 9385.72, 9237.52, 122.7, 125.5, 122.45, 886.46, 1035.2, 1030.36, 0.8604, 0.8646, 0.8569, 73.1, 2055.57, 2051.56, 1.1949, 568.68, 561.07, 676.24, 678.88, 672.91, 940.3, 10804.8, 10918.0, 10795.1, 1.6506, 1.6538, 1.6608, 1.6449, 318.5, 320.0, 321.5, 316.5, 21500.4, 21132.22, 2279.2, 2330.7, 3.7760000000000002, 3.7760000000000002, 3.7760000000000002, 0.677, 0.6754, 0.6782, 2523.04, 2535.06, 1.34, 1147.42, 1133.56, 1245.5, 1250.0, 950.31, 953.91, 946.16, 10700.51, 10707.74, 10686.83, 13.3142, 13.1674, 5678.633333333332, 5745.556666666666, 5771.806666666666, 645.1, 637.49, 1.9187, 1.9266, 1.8808, 4.0680000000000005, 4.0680000000000005, 94.11, 13.876, 13.9, 13.9, 13.9, 467.0, 471.25, 5.55, 5.55, 2309.21, 2280.82, 2311.0
2009-08-24, 1612.22, 3.487, 3.487, 1.4323, 1.4249, 1.4378, 1.421, 294.49, 295.71, 286.79, 4850.9, 4858.5, 12.4385, 12.354, 12.313, 182.35, 2.9930000000000003, 57728.59, 57782.26, 56835.61, 2.569, 2.569, 2.569, 2.569, 5462.74, 5296.01, 5286.23, 1050.44, 1017.52, 1106.05, 1106.13, 1046.69, 3.63, 3.63, 3.63, 4400.9, 1026.13, 1009.06, 2.7319999999999998, 2.7319999999999998, 2969.52, 2883.27, 1784.22, 1772.91, 2000.15, 2021.86, 1994.33, 159.55, 3.569, 3.569, 3.569, 3.569, 1177.13, 1170.08, 1182.39, 1.088, 1.0764, 3.32, 3.32, 3.32, 58298.0, 57750.0, 25.7216, 25.8931, 25.5326, 74.72, 28308.96, 28390.19, 10375.22, 10142.22, 6139.8, 6036.07, 6149.57, 6034.81, 9505.96, 9347.86, 9549.19, 9347.86, 123.7, 125.6, 122.0, 913.84, 1039.97, 1028.19, 0.8631, 0.8703, 0.8627, 72.65, 2056.34, 2041.09, 1.1858, 581.51, 572.64, 680.49, 673.62, 671.34, 953.2, 10880.1, 11193.9, 10847.7, 1.6507, 1.6503, 1.6624, 1.642, 321.75, 318.25, 328.5, 317.75, 21896.49, 21352.91, 2328.43, 2346.84, 3.8160000000000003, 3.8160000000000003, 3.8160000000000003, 0.6824, 0.6772, 0.6868, 2524.62, 2538.75, 1.31, 1156.38, 1135.72, 1245.7, 1242.0, 969.195, 971.595, 963.75, 10831.18, 10825.6, 10700.51, 13.4383, 13.1162, 5734.206666666668, 5731.533333333334, 5784.033333333334, 645.56, 636.41, 1.89, 1.9282, 1.8734, 4.074, 4.074, 94.26, 14.16, 13.98, 14.26, 13.98, 468.0, 476.0, 5.465, 5.465, 2354.65, 2301.9, 2354.65
2009-08-25, 1601.38, 3.4339999999999997, 3.4339999999999997, 1.4303, 1.4344, 1.4362, 1.4281, 297.88, 298.81, 295.92, 4896.2, 4911.4, 12.416, 12.337, 12.337, 181.66, 2.9739999999999998, 57775.37, 58633.67, 57697.9, 2.699, 2.699, 2.699, 2.699, 5519.75, 5482.6, 5481.36, 1096.25, 1050.71, 1120.54, 1129.19, 1098.35, 3.625, 3.625, 3.625, 4536.95, 1025.57, 1022.48, 2.88, 2.873, 3004.9, 2944.92, 1774.94, 1785.02, 2026.11, 2036.03, 2012.0, 159.33, 3.554, 3.554, 3.4739999999999998, 3.4739999999999998, 1169.32, 1177.02, 1179.63, 1.0796, 1.0726, 3.301, 3.301, 3.301, 58392.0, 58450.0, 25.5744, 25.8451, 25.3854, 74.81, 28004.27, 28607.61, 10389.57, 10388.78, 6194.39, 6175.53, 6205.08, 6152.85, 9509.28, 9506.18, 9625.89, 9442.17, 121.0, 124.5, 121.0, 921.63, 1040.2, 1036.69, 0.8688, 0.873, 0.8655, 73.82, 2037.29, 2031.88, 1.2021, 580.24, 582.69, 673.91, 675.44, 671.69, 942.3, 11239.8, 11349.2, 11189.7, 1.6421, 1.6504, 1.6549, 1.6392, 329.5, 321.75, 330.0, 319.75, 22391.6, 21896.49, 2335.75, 2379.91, 3.8089999999999997, 3.8089999999999997, 3.8089999999999997, 0.6851, 0.6852, 0.6886, 2522.92, 2536.76, 1.315, 1159.06, 1141.93, 1241.0, 1237.8, 988.08, 989.28, 981.34, 10789.97, 10865.41, 10747.18, 13.2016, 13.0206, 5789.78, 5717.51, 5796.26, 657.98, 653.2, 1.9097, 1.9382, 1.8983, 4.1110000000000015, 4.1110000000000015, 94.58, 14.190999999999999, 14.155, 14.155, 14.155, 460.25, 472.5, 5.63, 5.63, 2395.26, 2364.16, 2397.62
2009-08-26, 1614.12, 3.404, 3.404, 1.4298, 1.4299, 1.4364, 1.4254, 300.03, 300.54, 294.67, 4916.8, 4923.3, 12.4995, 12.43, 12.359000000000002, 182.97, 2.9539999999999997, 57421.43, 58311.49, 57400.76, 2.63, 2.63, 2.63, 2.63, 5557.09, 5482.99, 5472.63, 1104.94, 1076.81, 1115.85, 1135.76, 1096.79, 3.555, 3.555, 3.555, 4582.5, 1028.0, 1026.21, 2.877, 2.852, 2980.1, 2823.64, 1787.24, 1772.7, 2025.59, 2040.59, 2019.17, 159.45, 3.529, 3.529, 3.438, 3.438, 1177.48, 1167.83, 1185.26, 1.0768, 1.072, 3.273, 3.273, 3.273, 58005.0, 58700.0, 25.6664, 25.9016, 25.4144, 75.0, 28005.46, 28257.9, 10515.57, 10469.69, 6200.85, 6153.35, 6222.27, 6145.69, 9539.29, 9509.21, 9646.53, 9485.7, 120.05, 122.15, 120.0, 916.06, 1042.59, 1034.57, 0.8708, 0.8766, 0.8702, 71.04, 2043.04, 2027.49, 1.2016, 583.22, 581.9, 671.39, 674.63, 669.69, 944.5, 11255.4, 11433.2, 11219.5, 1.6338, 1.6416, 1.6446, 1.6332, 321.5, 325.0, 331.75, 317.75, 22568.15, 22144.94, 2375.67, 2382.41, 3.761, 3.761, 3.761, 0.6832, 0.6849, 0.6897, 2530.46, 2557.88, 1.31, 1168.04, 1145.6, 1249.95, 1245.45, 974.97, 1002.7, 974.01, 10920.53, 10872.06, 10789.97, 13.3305, 13.0894, 5785.3, 5789.78, 5791.03, 657.05, 648.1, 1.9124, 1.9283, 1.8373, 4.061, 4.061, 94.4, 14.306, 14.195, 14.195, 14.195, 470.75, 489.0, 5.462999999999999, 5.462999999999999, 2414.8, 2393.88, 2424.11
2009-08-27, 1599.33, 3.395, 3.395, 1.425, 1.4303, 1.4351, 1.4206, 298.64, 302.26, 297.82, 4890.6, 4927.0, 12.379, 12.469, 12.363, 181.67, 2.915, 57765.69, 57791.23, 57105.6, 2.494, 2.494, 2.494, 2.494, 5521.97, 5548.77, 5500.1, 1103.02, 1072.05, 1099.77, 1123.3, 1083.5, 3.55, 3.55, 3.55, 4659.1, 1028.12, 1021.57, 2.87, 2.8369999999999997, 2995.8, 2872.26, 1767.93, 1783.8, 2021.3, 2034.31, 2013.52, 159.96, 3.491, 3.491, 3.435, 3.435, 1162.04, 1174.89, 1180.91, 1.0866, 1.0831, 3.235, 3.235, 3.235, 58332.0, 57940.0, 25.3758, 25.8364, 25.332, 72.64, 28212.85, 28216.19, 10554.44, 10526.51, 6176.97, 6187.76, 6216.91, 6162.48, 9543.52, 9538.61, 9613.65, 9446.71, 123.6, 123.6, 119.9, 902.79, 1026.8, 1023.5, 0.8748, 0.8811, 0.8739, 70.6, 2016.26, 2009.92, 1.1912, 584.02, 582.57, 666.76, 669.8, 660.63, 944.3, 11400.7, 11446.1, 11319.0, 1.6241, 1.6344, 1.6357, 1.6159, 320.5, 321.25, 324.0, 318.0, 22707.54, 22457.68, 2379.8, 2387.38, 3.735, 3.735, 3.735, 0.6804, 0.6834, 0.6895, 2547.44, 2573.93, 1.31, 1152.61, 1127.48, 1241.0, 1248.5, 1001.18, 1004.91, 992.85, 10912.17, 10861.15, 10838.46, 13.329, 13.1342, 5762.75, 5785.3, 5792.89, 661.04, 654.89, 1.85, 1.8697, 1.8168, 4.042, 4.042, 93.94, 14.251, 14.335, 14.335, 14.26, 471.0, 481.75, 5.445, 5.445, 2400.15, 2414.79, 2430.21
2009-08-28, 1607.94, 3.391, 3.391, 1.4351, 1.4244, 1.4405, 1.4218, 296.9, 300.82, 295.89, 4869.4, 4906.2, 12.3975, 12.433, 12.25, 182.64, 2.91, 57703.85, 57877.77, 56845.23, 2.592, 2.592, 2.592, 2.592, 5470.33, 5512.9, 5432.06, 1078.18, 1068.85, 1080.05, 1105.14, 1075.48, 3.552, 3.552, 3.552, 4645.15, 1030.98, 1016.2, 2.87, 2.855, 2988.03, 2909.89, 1790.35, 1766.13, 2021.31, 2029.27, 1993.03, 159.96, 3.511, 3.511, 3.4530000000000003, 3.4530000000000003, 1178.73, 1160.4, 1185.1, 1.0985, 1.0833, 3.2489999999999997, 3.2489999999999997, 3.2489999999999997, 58295.0, 58670.0, 25.5749, 25.7166, 25.3475, 72.95, 28437.26, 28572.4, 10570.78, 10400.83, 6169.19, 6165.67, 6189.01, 6131.37, 9580.63, 9541.63, 9629.98, 9440.43, 120.15, 124.2, 120.35, 901.95, 1048.15, 1024.86, 0.8774, 0.8842, 0.8764, 70.42, 2030.67, 2010.69, 1.1909999999999998, 583.77, 583.87, 668.52, 669.71, 659.25, 945.5, 11342.7, 11422.7, 11293.8, 1.6268, 1.6232, 1.6306, 1.6153, 323.0, 320.0, 324.5, 315.0, 22720.27, 22357.79, 2379.67, 2379.67, 3.733, 3.733, 3.733, 0.6882, 0.6808, 0.6896, 2553.03, 2592.94, 1.29, 1152.01, 1128.5, 1247.8, 1247.5, 976.16, 983.24, 972.42, 10933.96, 10986.44, 10807.94, 13.3863, 13.1481, 5728.796666666667, 5756.533333333334, 5761.593333333332, 659.29, 652.24, 1.856, 1.8677, 1.8124, 4.026, 4.026, 94.11, 14.216, 14.185, 14.185, 14.16, 479.0, 482.5, 5.35, 5.35, 2375.85, 2405.45, 2416.82
2009-08-31, 1591.85, 3.395, 3.395, 1.4299, 1.4346, 1.4391, 1.4282, 300.2, 302.76, 298.73, 4908.9, 4944.2, 12.41, 12.333, 12.292, 182.61, 3.22, 57700.57, 58135.87, 57343.97, 2.63, 2.63, 2.63, 2.63, 5517.35, 5512.17, 5502.46, 1092.66, 1070.49, 1111.33, 1120.01, 1080.48, 3.545, 3.545, 3.545, 4651.4, 1028.93, 1023.13, 2.865, 2.861, 2949.43, 2843.11, 1783.38, 1789.0, 2050.53, 2059.48, 2017.42, 159.89, 3.509, 3.509, 3.449, 3.449, 1176.94, 1177.59, 1182.97, 1.0878, 1.0792, 3.238, 3.238, 3.238, 58130.0, 58560.0, 25.6969, 25.7058, 25.3975, 73.52, 28599.92, 28708.44, 10546.88, 10471.63, 6211.58, 6203.49, 6262.29, 6188.16, 9544.2, 9582.74, 9666.71, 9476.63, 121.1, 122.0, 120.65, 919.91, 1050.33, 1041.84, 0.8815, 0.8832, 0.8771, 71.9, 2029.13, 2019.3, 1.2071, 579.86, 583.87, 662.96, 665.01, 659.15, 957.0, 11419.4, 11522.8, 11395.8, 1.6269, 1.6269, 1.6382, 1.6258, 321.0, 323.0, 326.0, 317.25, 22908.99, 22474.78, 2356.58, 2378.11, 3.766, 3.766, 3.766, 0.6842, 0.6884, 0.6894, 2588.04, 2615.06, 1.305, 1153.35, 1137.84, 1247.2, 1244.3, 960.73, 971.505, 957.71, 10977.97, 10979.75, 10893.57, 13.3786, 13.1963, 5694.843333333332, 5727.766666666666, 5730.296666666667, 656.98, 650.15, 1.8629, 1.8889, 1.8441, 4.038, 4.038, 93.65, 14.784, 14.27, 14.865, 14.265, 475.0, 481.25, 5.462999999999999, 5.462999999999999, 2393.66, 2384.7, 2405.45
