@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Open numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_Low numeric
@attribute RTSI_High numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute DOWJONES_Now numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_High numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute Corn_Low numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute HEATING_OIL_High numeric
@attribute USD_JPY_High numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_High numeric

@data
2011-1-3, 19.08, -0.009000000000000001, 0.0, 0.0059, 0.0109, 0.49, 0.057, -0.114, 0.45, -0.33, 0.054000000000000006, 352.39, 910.18, 487.41, -0.071, -0.071, -0.071, -81.28, 7.02, -84.57, -3.98, 10.31, 12.82, 9.5, 8.8, -0.08900000000000001, -0.08900000000000001, -0.08900000000000001, 41.5, 59.5, -1.9, -1.51, 0.047, 0.059, 0.022, 15.1, 3.06, 1.34, -3.95, -2.68, -1.67, -0.062, -2.83, 2.65, -0.0007, 0.0001, 0.0001, -0.063, 0.0947, -0.1335, -1.28, -0.29, -0.13, 72.62, -0.05, -0.05, -0.07, -15.67, -0.1, -0.31, -16.45, 12.65, -0.79, -11.36, 0.0084, 0.0081, 0.0015, -1.05, 0.04, -1.28, 0.0028, 0.0005, -0.52, 0.0, -2.38, 7.63, -0.18, -122.4, -14.2, -41.8, -0.0078, -6.5, -18.0, -137.0, -268.0, 38.85, 28.94, -0.071, 0.0047, 5.72, -3.37, -89.41, 0.011, -0.029, -14.69, 2.77, -9.37, -15.55, 2.85, -2.35, 18.87, -0.01, 14.47, 36.6, 43.83, 17.55, -0.1768, 0.0034, -0.0587, 21.72, 17.755, -1.83, 3.17, 0.26, 0.0026, -0.51, -14.38, -7.38, -0.08, -0.08, 4.97
2011-1-4, 15.06, -0.017, -0.018000000000000002, 0.0071, 0.0123, -0.16, -0.3, -0.11, -2.98, -1.5, 0.325, 657.51, 356.8, 943.8, -0.035, -0.035, -0.035, 75.55, -23.17, 72.61, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, -0.0075, -0.0075, -0.0075, 55.75, 84.85, 13.99, 15.08, 0.096, 0.065, 0.08, 43.635, 42.785, -5.04, 28.54, 14.51, -0.92, -0.029, -4.93, -2.92, -0.0065, -0.0058, -0.0084, -0.044, -0.3853, -0.1142, 1.71, 0.33, 1.18, 353.08, 0.1, 0.0, 0.05, 101.04, 0.2, 11.41, -7.53, -22.59, -12.79, 0.14, 0.0013, 0.0013, 0.0023, 1.75, 1.75, 2.16, -0.0056, -0.0064, 8.82, 1.2, 1.55, -8.2, 0.81, 29.2, -4.1, -8.3, 0.0061, 7.5, -325.0, 93.0, -60.0, 5.5, 15.41, 0.028, 0.0021, -11.05, 12.81, 105.77, -0.0185, 0.0015, 1.05, -18.61, -1.02, -6.3, -25.5, -14.6, 6.28, 9.14, 10.2, 40.29, 18.17, -37.005, -0.1008, -0.1347, -0.0507, 21.72, 17.755, 4.825, 3.785, 6.04, 0.0572, -0.11, 20.5, 25.75, -0.044, -0.044, 17.76
2011-1-5, -2.59, -0.017, -0.018000000000000002, -0.005, 0.001, 1.91, 0.07, 0.016, 0.61, -0.87, 0.018000000000000002, 355.47, 652.12, -153.18, -0.049, -0.049, -0.049, -14.39, 6.29, -17.81, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, -0.0075, -0.0075, -0.0075, -11.25, -22.8, -1.67, -2.05, -0.08800000000000001, -0.008, -0.065, 43.635, 42.785, 0.55, -10.27, -12.7, -0.13, -0.039, -17.26, -16.53, 0.0056, -0.0013, 0.0026, -0.014, 0.1328, -0.2471, -2.17, 0.19, -0.51, -81.77, 0.01, 0.06, 0.06, 20.43, 0.3, 4.56, -11.13, -0.84, -9.33, -16.57, -0.0088, -0.0011, -0.0016, -1.31, -0.43, -1.92, -0.0031, -0.0055, -12.73, 8.3, -5.25, 7.1, -1.08, 0.1, -19.4, -51.1, 0.0104, -16.75, 335.0, 122.0, 235.0, 23.36, 20.03, -0.055, -0.0059, 22.09, 44.22, 17.98, -0.0185, 0.0015, -5.15, 5.18, -7.04, 0.85, 4.95, -4.55, 2.04, -3.28, -0.44, 40.29, 18.17, -37.005, -0.0408, -0.1266, -0.1493, 21.69, 30.09, 4.825, 3.785, 6.04, -0.0158, 0.53, -17.25, -15.75, -0.044, -0.044, 25.92
2011-1-6, -4.94, 0.049, 0.03, -0.0152, -0.0054, -1.62, 0.004, 0.033, -0.5, 0.54, -0.067, 773.24, 349.33, 855.17, -0.015, -0.015, -0.015, -35.53, -13.6, -109.12, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, 0.086, 0.086, 0.086, -66.55, -62.05, 6.36, 3.51, 0.038, -0.079, -0.05, -4.91, 14.19, -18.71, 20.95, 8.25, 0.4, 0.053, -23.88, -22.55, -0.0027, 0.0048, 0.0018, 0.063, -0.2026, -0.0978, 0.92, -2.21, -1.23, -132.8, 0.05, 0.03, 0.02, 31.71, -4.9, -14.47, -8.64, -13.23, -9.85, -4.5, -0.0059, -0.0094, -0.0054, 1.97, 0.12, -0.21, -0.013, -0.0102, 9.26, -15.3, -6.33, -5.68, -3.69, -87.0, -91.8, -200.1, -0.0074, -3.0, 13.0, -120.0, -112.0, 32.17, 4.44, -0.083, -0.0094, 43.89, 63.12, 47.41, 0.047, 0.027000000000000003, 0.76, -5.96, 3.39, -2.0, -0.3, 2.3, -3.84, -3.56, -8.69, -165.02, -129.95, -25.55, -0.2251, -0.0292, -0.1442, 8.0, 2.18, 8.37, 1.89, 3.56, -0.0187, 1.1, 21.88, 1.13, 0.008, 0.008, -15.7
2011-1-7, 8.59, 0.093, 0.08, -0.0151, -0.0158, 0.34, -0.018000000000000002, -0.065, -0.62, -0.63, -0.017, -512.2, 781.07, -5.86, 0.07, 0.07, 0.07, 41.57, -16.6, 106.17, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, -0.022, -0.022, -0.022, -31.55, -40.05, -2.71, 0.54, -0.081, 0.061, 0.009000000000000001, 3.39, -7.35, -14.64, 7.69, 25.84, -0.68, -0.005, 0.66, -4.55, 0.0006, -0.0019, -0.0012, -0.03, -0.2326, -0.0316, -1.92, 1.18, -0.13, 194.16, 0.05, 0.08, 0.08, -25.58, -0.5, -1.065, -5.46, -8.18, -9.34, -7.26, -0.0068, -0.0056, -0.006999999999999999, -0.98, 0.26, 1.64, -0.0017, -0.0031, -3.67, 11.3, -4.92, -6.17, -7.32, -98.7, -49.8, 79.1, -0.0046, 0.0, 122.0, 337.0, 350.0, 23.02, -8.34, 0.095, -0.0026, 52.46, 45.44, 53.05, 0.032, 0.052000000000000005, -0.58, 0.14, -0.7, -0.3, -3.0, -4.6, 5.81, 6.66, 12.51, 42.23, 13.15, -10.26, -0.019, -0.2393, -0.023, 3.9, -5.773333332999999, 0.2, 10.74, 4.08, 0.005, 0.01, -21.75, -0.38, 0.045, 0.045, -6.34
2011-1-10, -5.39, -0.04, -0.046, -0.0082, -0.0141, -1.95, -0.019, -0.024, -0.04, -0.78, -0.173, -521.63, -512.6, -384.27, -0.023, -0.023, -0.023, -33.55, 42.07, -9.19, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, -143.65, -138.7, -2.35, -1.34, -0.049, -0.142, -0.059, 14.13, -9.08, -12.26, -6.72, -21.37, 0.11, -0.011, -3.14, 3.33, -0.0056, 0.0001, -0.0021, -0.062, 0.0603, -0.0229, -0.35, -2.29, -1.23, -169.92, 0.03, 0.03, 0.02, -22.55, -1.05, -1.065, 1.19, -5.14, -3.88, -2.55, -0.0112, -0.006, -0.0103, -1.19, -1.54, -1.42, -0.0039, 0.0, -3.59, -2.3, 0.36, -4.83, -2.79, -142.0, -133.2, -180.6, 0.0092, -5.25, 43.0, -157.0, -215.0, -48.62, -113.24, 0.087, 0.0041, 55.42, 82.51, 55.42, 0.011, 0.005, 3.7, 0.81, -0.54, -1.0, -0.1, 1.8, -3.105, -4.095, -6.815, -144.48, -83.54, -57.57, 0.0342, 0.0262, -0.0311, 3.9, -5.773333332999999, -14.53, -4.82, -4.95, -0.0353, 0.3, -16.0, -15.75, 0.043, 0.043, -12.29
2011-1-11, 7.51, -0.051, -0.016, 0.0025, -0.0122, -1.09, -0.044, -0.018000000000000002, -0.24, 0.86, 0.0, 69.84, -523.85, -649.44, -0.035, -0.035, -0.035, -90.78, -71.19, -104.14, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, -0.004, -0.004, -0.004, -141.75, -142.65, -1.75, -5.31, -0.017, -0.01, 0.003, -20.65, -21.01, -3.89, 4.63, 5.89, -0.05, 0.011, 4.57, -0.76, 0.0017, -0.0037, 0.0013, 0.012, -0.0876, -0.0138, 1.22, 0.82, 0.5, -162.28, -0.01, -0.01, 0.01, -37.31, -1.35, -4.54, 4.04, -2.23, 3.49, 2.08, 0.0015, -0.0088, -0.0013, 2.37, 1.3, 1.01, -0.001, 0.0003, 3.75, -9.3, 0.92, 0.71, 2.33, -122.9, -207.6, -109.9, 0.0014, 2.25, -255.0, -313.0, -302.82, -103.1, -157.75, 0.027000000000000003, 0.0034, 82.8, 54.93, 82.2, -0.0055, -0.0155, 4.6, 2.74, 4.57, 5.3, 1.8, 7.35, -3.105, -4.095, -6.815, 28.53, -34.27, -93.82, 0.118, 0.1287, 0.057, 3.9, -5.773333332999999, -18.42, -16.59, -15.84, 0.0402, -0.41, -5.5, -10.75, -0.073, -0.073, -25.12
2011-1-12, 6.63, 0.006, 0.018000000000000002, 0.0034, 0.0067, 0.08, 0.001, -0.052000000000000005, 0.28, -0.13, 0.054000000000000006, 296.4, 89.5, 514.05, -0.016, -0.016, -0.016, 84.51, -40.97, 24.78, 4.564285714, 3.711428571, 1.474285714, 3.742857143, 1.957142857, 0.04, 0.04, 0.04, -8.75, -42.75, 4.73, 5.73, 0.084, 0.071, 0.071, -36.6, -16.52, 8.47, 9.03, 24.33, 0.24, 0.022, -8.6, -6.8, -0.0029, 0.0002, -0.002, 0.058, 0.0264, 0.0797, 1.86, 0.31, 1.41, -178.14, 0.01, 0.02, 0.0, 34.43, 0.05, 14.61, -11.51, 5.75, -2.51, -9.32, 0.0, 0.0003, 0.0008, 1.91, 1.94, 1.48, 0.0052, -0.0018, 3.18, 11.4, 1.25, -0.25, -1.26, 144.3, 101.2, 16.8, 0.0043, 6.25, -249.0, -55.0, -53.18, -153.19, -15.31, 0.041, -0.004, 24.32, 39.65, 24.85, -0.0055, -0.0155, 1.58, 3.43, 1.77, -1.5, 2.8, -2.65, -2.21, 4.09, 6.39, 50.29, 126.44, 105.62, -0.0999, -0.0235, 0.0052, -21.94, 1.1, -4.64, -18.1, -16.9, 0.0495, 0.21, -8.0, -6.12, -0.1, -0.1, -13.56
2011-1-13, -5.47, 0.046, 0.05, 0.0159, 0.0022, 3.48, -0.002, -0.045, 0.3, -0.8, 0.05, 1209.46, 283.89, 985.46, 0.03, 0.03, 0.03, 127.21, 79.45, 97.98, 66.71, 45.49, 26.04, 45.9, 26.68, 0.095, 0.095, 0.095, 109.15, 13.1, 11.48, 9.62, 0.063, 0.02, 0.026, 17.71, 17.79, -7.31, 20.5, 15.74, -1.37, 0.075, -6.56, -7.38, -0.0041, -0.0031, -0.0046, 0.126, 0.156, -0.097, 0.75, 1.87, 1.0, -131.2, -0.07, -0.02, -0.07, 83.56, 5.15, 3.03, -4.53, -10.1, -9.2, -2.67, 0.0019, -0.0004, 0.0005, 0.51, 1.03, 2.2, -0.015, -0.0088, 6.6, 6.1, -4.54, 1.54, -1.43, 519.1, 513.2, 191.3, 0.0155, 2.0, 273.0, 751.0, 415.0, -22.67, 21.14, -0.119, 0.003, 75.86, 55.25, 75.93, 0.002, -0.002, -9.46, 2.42, -6.59, -14.5, -0.5, -4.9, 7.87, 6.55, 7.63, 125.53, 75.87, 157.15, -0.1356, -0.1129, -0.1376, 31.26, 38.97, 6.12, 6.48, 9.17, 0.0213, -0.03, 15.0, 13.0, 0.077, 0.077, 39.31
2011-1-14, 18.69, 0.028, 0.023, 0.0217, 0.0157, 2.99, -0.147, -0.022, -1.89, -0.89, -0.051, -911.46, 1201.69, 290.94, 0.005, 0.005, 0.005, 6.33, 116.7, 77.59, 18.65, -9.71, 45.42, 8.12, 29.68, -0.047, -0.047, -0.047, -111.35, 25.4, -2.2, -0.17, -0.035, 0.033, -0.009000000000000001, 9.06, 22.74, 9.16, -2.04, 4.82, -0.23, -0.019, 4.14, -3.0, 0.003, -0.0039, 0.0009, -0.011, -0.3378, -0.0989, -0.46, 0.82, -0.02, 21.76, 0.06, -0.04, 0.01, -23.54, 3.95, 1.78, 3.1, -5.16, 0.8, -1.01, 0.0105, 0.0104, 0.0014, -0.06, -0.18, 0.02, 0.0053, 0.0046, -0.71, 0.3, 0.79, -4.86, -1.24, 269.6, 304.0, 500.8, 0.0067, 27.75, 881.0, 219.0, 658.0, 99.92, 93.6, -0.017, 0.0096, 22.18, -12.27, -51.72, -0.01, 0.013, -2.7, -10.38, -0.74, 1.0, -17.0, -11.6, 3.22, -2.37, -2.36, 24.83, 7.76, -18.74, 0.0396, -0.0745, -0.0024, 20.62333333, 20.69333333, 15.57, 6.3, 7.16, -0.0083, -0.31, 7.75, -2.75, 0.051, 0.051, 12.58
2011-1-17, -8.32, -0.016, -0.024, 0.0023, 0.0234, -2.57, 0.006999999999999999, -0.006, 0.36, 0.85, -0.006999999999999999, 218.78, -908.17, -739.54, -0.049, -0.049, -0.049, 0.59, -20.12, -20.74, -2.75, -5.01, -9.71, -10.65, -11.86, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, -97.35, -97.05, 9.48, 6.54, 0.037000000000000005, -0.004, 0.038, -20.48, -30.43, 27.33, 20.01, 2.48, 0.23, -0.001, 2.16, 10.98, 0.0005, 0.0033, 0.0031, -0.014, 0.0829, -0.0014, 0.14, -1.01, -0.68, -54.95, -0.02, 0.06, 0.04, 55.48, -2.35, -5.37, -6.81, 3.55, -1.21, 0.05, -0.0006, 0.0058, 0.0076, 0.62, 0.53, 0.44, -0.0012, -0.0027, 6.92, -1.5, -3.61, 1.99, 0.64, 14.3, 12.8, 152.7, 0.0026, 3.0, 32.0, 162.0, 145.0, 9.32, -30.45, -0.083, -0.0058, 7.14, 8.39, 70.32, -0.012, -0.014, 2.08, -0.71, -2.24, 2.55, 3.0, 4.4, -2.81, -0.75, -0.23, -83.37, -41.38, -7.39, 0.0039, 0.0713, 0.0728, 20.62333333, 20.69333333, -2.82, 5.05, 0.36, 0.0204, -0.09, -7.5, -2.38, -0.056, -0.056, -7.18
2011-1-18, -3.37, 0.016, 0.018000000000000002, -0.0083, 0.002, 2.25, 0.025, 0.009000000000000001, 0.86, -0.1, 0.0245, -331.15, 216.62, -244.72, 0.015, 0.015, 0.015, 2.36, 17.33, 40.48, 21.99, 26.92, -4.6, 16.42, 13.29, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 0.2, -15.5, 0.89, 1.41, 0.006999999999999999, 0.015, -0.01, -36.11, -81.66, -1.51, 5.275, 7.32, 0.13, 0.012, -0.37, 1.39, -0.0025, -0.0013, -0.003, 0.006999999999999999, -0.0905, -0.0776, -0.08, 0.26, 0.105, 142.98, 0.0, -0.02, 0.0, 25.275, -3.2, 1.71, 5.13, -3.93, -0.81, -3.17, -0.0068, -0.0064, -0.0042, -1.25, -0.45, -0.34, -0.0053, -0.003, -0.005, 2.3, 2.43, -3.65, -3.47, -105.1, -68.1, -4.0, 0.0029, 13.38, 165.0, 25.0, 55.0, 4.12, -11.69, 0.017, 0.006, 10.57, 19.59, -3.25, 0.025, 0.033, 2.96, 4.05, 5.48, 0.45, 2.55, -0.3, -2.81, -0.75, -0.23, 18.22, 8.93, 48.24, 0.0477, 0.0168, -0.0456, 20.62333333, 20.69333333, -9.07, -0.02, -1.23, -0.001, -0.05, -0.5, -11.37, 0.031, 0.031, -5.59
2011-1-19, 19.21, 0.003, -0.01, 0.0087, -0.0091, 0.59, -0.006, 0.006, -0.02, 0.16, 0.0245, 310.68, -327.35, 154.39, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 65.39, 27.73, 43.29, 15.32, -6.36, 26.54, 14.76, 9.71, 0.032, 0.032, 0.032, 69.3, 47.1, 0.89, 1.41, 0.006999999999999999, 0.015, -0.01, -65.53, -15.41, -1.62, 5.275, 7.32, 0.07, 0.068, -0.68, -1.01, 0.0053, -0.001, -0.0023, 0.078, -0.0684, -0.023, -0.08, 0.26, 0.105, -30.69, -0.01, -0.02, -0.01, 25.275, 0.55, 4.41, 3.25, 3.35, 4.31, 7.55, 0.0025, -0.0029, -0.0015, 0.37, -0.38, -0.8, 0.0037, 0.002, -0.005, 2.3, 0.85, 2.43, 2.37, 303.4, 237.0, 59.1, 0.0065, -4.13, -35.0, 93.0, 165.0, -32.57, 1.1, 0.08, -0.0004, -24.54, 4.45, -14.5, 0.006999999999999999, 0.008, -7.53, 1.72, -5.33, -2.5, 1.95, 2.5, 3.43, 7.84, 4.44, 59.08, 92.63, 16.31, -0.0114, 0.0237, 0.0607, -26.17, -76.93, 1.35, -7.82, -4.44, 0.0163, -0.19, 20.0, 20.5, -0.02, -0.02, 31.64
2011-1-20, -9.03, 0.022, -0.009000000000000001, 0.0088, 0.0097, 2.08, -0.036000000000000004, -0.033, -0.34, -0.54, 0.04, -861.67, 309.04, 95.84, 0.053, 0.053, 0.053, -60.69, 62.89, -21.89, -4.0, -0.86, -6.39, -10.47, 5.37, -0.015, -0.015, -0.015, -33.0, -8.7, -13.1, -1.46, -0.058, 0.04, -0.019, 44.19, 17.44, 4.96, -40.49, -26.47, -0.41, -0.03, 9.99, -1.27, 0.0034, 0.0042, 0.0055, -0.004, -0.0314, -0.0338, -0.52, -0.17, 0.2, -187.68, 0.04, 0.02, 0.03, -12.64, 0.65, 1.97, 1.65, 2.69, 4.27, 0.47, 0.0031, 0.0047, 0.0046, 0.36, 0.23, 0.95, 0.0023, 0.0053, -20.67, 2.6, 1.23, -0.01, 0.43, -26.9, 26.1, 188.7, 0.0036, -8.25, 177.0, 235.0, 125.0, 12.45, 3.67, 0.024, -0.0068, 25.135, 65.47, 32.35, 0.023, 0.019, -4.91, -9.39, -2.37, -0.4, -5.5, -6.6, 2.31, -2.75, 0.13, 83.87, 6.7, -29.24, 0.0928, 0.0185, -0.0085, -53.48, -76.0, 10.26, 3.81, 5.03, 0.0142, -0.13, 5.25, 14.0, 0.105, 0.105, 11.36
