Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2010.12.30,2051,        992       0.9303       0.6528      -0.2774,        993       0.9303       1.2619       0.3316,        992       0.9303        0.633      -0.2973,        993       0.9303       0.8219      -0.1084,,,,
2011.1.3,2070.08,        993       0.7275       0.5813      -0.1462,        994       0.7275       0.3269      -0.4006,        993       0.7275        0.962       0.2345,        994       0.7275        1.045       0.3175,,,,
2011.1.4,2085.14,        994      -0.1242       0.5757       0.6999,        995      -0.1242       0.0169       0.1412,        994      -0.1242       0.2549       0.3791,        995      -0.1242      -0.6925      -0.5683,,,,
2011.1.5,2082.55,        995      -0.2372       0.1289       0.3661,        996      -0.2372       0.6403       0.8775,        995      -0.2372       0.1174       0.3546,        996      -0.2372       0.4057       0.6429,,,,
2011.1.6,2077.61,        996       0.4135      -0.2773      -0.6908,        997       0.4135      -0.1584      -0.5718,        996       0.4135       0.0235      -0.3899,        997       0.4135       0.1047      -0.3088,,,,
2011.1.7,2086.2,        997      -0.2584      -0.9508      -0.6925,        998      -0.2584      -0.7056      -0.4473,        997      -0.2584      -1.2198      -0.9615,        998      -0.2584      -0.8816      -0.6232,,,,
2011.1.10,2080.81,        998       0.3609      -0.2899      -0.6508,        999       0.3609       0.0758      -0.2851,        998       0.3609      -0.3272      -0.6881,        999       0.3609      -0.0486      -0.4095,,,,
2011.1.11,2088.32,        999       0.3175       0.2617      -0.0558,       1000       0.3175       0.2922      -0.0253,        999       0.3175       0.4903       0.1728,       1000       0.3175       0.4323       0.1149,,,,
2011.1.12,2094.95,       1000      -0.2611       1.2634       1.5245,       1001      -0.2611       1.3041       1.5652,       1000      -0.2611       1.4006       1.6617,       1001      -0.2611       1.6356       1.8967,,,,
2011.1.13,2089.48,       1001       0.8945      -0.5421      -1.4366,       1002       0.8945      -0.7698      -1.6642,       1001       0.8945      -0.4686       -1.363,       1002       0.8945      -1.1494      -2.0439,,,,
2011.1.14,2108.17,       1002      -0.3947       0.0018       0.3965,       1003      -0.3947       0.1136       0.5082,       1002      -0.3947      -0.1757       0.2189,       1003      -0.3947      -0.0923       0.3023,,,,
2011.1.17,2099.85,       1003      -0.1605       0.0122       0.1727,       1004      -0.1605       -0.084       0.0765,       1003      -0.1605       0.0804       0.2409,       1004      -0.1605       0.6407       0.8012,,,,
2011.1.18,2096.48,       1004       0.9163       0.6992      -0.2171,       1005       0.9163       0.8472      -0.0691,       1004       0.9163       0.3783       -0.538,       1005       0.9163       1.2164       0.3001,,,,
