Date,KOSPI_Now
2009.1.2,2.9284907560000004
2009.1.5,1.397096941
2009.1.6,1.76470087
2009.1.7,2.837693003
2009.1.8,-1.829551284
2009.1.9,-2.0519200459999998
2009.1.12,-2.050027097
2009.1.13,0.94748217
2009.1.14,1.2819963859999999
2009.1.15,-6.032062773
2009.1.16,2.1469577269999998
2009.1.19,1.3609936580000002
2009.1.20,-2.07187242
2009.1.21,-2.058909665
2009.1.22,1.143519903
2009.1.23,-2.045277407
2009.1.28,5.9063471739999995
2009.1.29,0.7409454390000001
2009.1.30,-0.381463448
2009.2.2,-1.304523668
2009.2.3,1.416801081
2009.2.4,2.7656464919999997
2009.2.5,-1.4631453019999998
2009.2.6,2.74900669
2009.2.9,-0.6254854329999999
2009.2.10,-0.317621332
2009.2.11,-0.7248492329999999
2009.2.12,-0.868776152
2009.2.13,1.067941416
2009.2.16,-1.423132401
2009.2.17,-4.107293253
2009.2.18,-1.242026633
2009.2.19,-0.54707642
2009.2.20,-3.7169180739999996
2009.2.23,3.152117829
2009.2.24,-3.244054386
2009.2.25,0.300785803
2009.2.26,-1.1517412
2009.2.27,0.781198153
2009.3.2,-4.159807343
2009.3.3,0.663519204
2009.3.4,3.285002486
2009.3.5,-0.101957971
2009.3.6,-0.29768092399999996
2009.3.9,1.582893377
2009.3.10,1.9099959880000001
2009.3.11,3.232924373
2009.3.12,0.078048088
2009.3.13,-0.209147547
2009.3.16,-0.050620320999999996
2009.3.17,3.4137152810000004
2009.3.18,0.5215314289999999
2009.3.19,-0.6957562290000001
2009.3.20,0.78584278
2009.3.23,2.439066049
2009.3.24,1.850771155
2009.3.25,0.599165098
2009.3.26,1.202584173
2009.3.27,-0.505708313
2009.3.30,-3.236337484
2009.3.31,0.734888848
2009.4.1,2.2466135
2009.4.2,3.535869495
2009.4.3,0.530944345
2009.4.6,1.098344693
2009.4.7,0.17336364
2009.4.8,-2.925159603
2009.4.9,4.3008707919999996
2009.4.10,1.4958027880000002
2009.4.13,0.16616269
2009.4.14,0.32654342199999997
2009.4.15,-0.71054572
2009.4.16,0.272299695
2009.4.17,-0.577533066
2009.4.20,0.556057186
2009.4.21,0.031427951
2009.4.22,1.437003015
2009.4.23,0.942463975
2009.4.24,-1.073933372
2009.4.27,-1.053836497
