@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IBEX_Open numeric
@attribute Nifty_Low numeric
@attribute NIKKEI_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute SMI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2013-1-2, 1.7050148969999999, 0.9149607670000001, 1.5194489469999999, 0.815959033, 1.16039009, 1.603592046, 0.51726234, 1.620991223, 1.138645962, 0.812656727, 1.147930796, -0.296011036, 0.740642293, 1.7433455230000001, 0.939313541, 1.01604615, 1.432675045, 1.079940979, 0.753757875, 2.6013772, 1.3728963680000001
2013-1-3, -0.575550194, 0.545146759, 0.082675257, 0.1220013, 0.034940462, 0.186596982, 0.945059861, -0.165854936, 0.630993594, 1.7076081369999998, 0.111339599, 2.01752854, 0.444956164, 0.076061518, 0.930572547, 0.45881367700000003, 0.082303798, 0.8489907040000001, 0.74811887, -0.607222755, 1.015727392
2013-1-4, -0.369910023, -0.128413663, 0.210790178, 0.0708816, -0.124233464, -0.487758187, -0.272347925, 0.034074747999999995, -0.1347897, 0.185929478, 0.636887941, 0.352679165, 0.438208955, -0.08352055900000001, 0.921992736, 0.111740761, 0.519944469, 0.024864577000000002, 0.5780512560000001, -0.09646302300000001, -1.048762028
2013-1-7, -0.034295257, 0.505743185, 0.142126208, 0.182649492, 0.074712278, 0.22243062600000002, 0.245705007, -0.15579067, -0.182852262, 0.562316065, 0.027258516, 0.376447908, 0.268673395, -0.073559529, -0.83363663, 0.7122166409999999, 0.052781125, 0.332924945, 0.668806696, 0.150198477, 0.9833916079999999
2013-1-8, -0.6617775020000001, -0.4747690120000001, -0.204371274, -0.8043374640000001, -0.36970852200000004, -0.31830959999999997, -0.635437325, -0.169551532, -0.388154671, -0.837992608, -0.054502175, -0.11747721, -0.546577665, -0.213312365, -0.858099011, -0.728289838, -0.359601537, -0.5141001479999999, -0.15617920300000002, 0.482056776, 0.27050422
2013-1-9, -0.306816021, 0.12854204800000002, -0.233232835, 0.24385849, 0.044242672999999996, -0.089860596, 0.037221005, -0.252760375, 0.065985725, 1.117943051, 0.39568475299999994, 0.0, 1.23506831, -0.099758568, 0.67100873, -0.19492659199999998, -0.407666243, -0.47495375, 0.658595422, -0.159914712, 0.010790979
2013-1-10, 0.752581823, 0.108407269, 0.447599498, 0.045537340999999995, 0.44900398399999997, 0.44127508, 0.240744558, 0.503052446, -0.045132047, 2.109341116, 0.09865401900000001, 0.610873146, 1.36013566, -0.187129203, 0.700189156, 0.276981259, 0.231247674, 0.573736796, 0.9201429740000001, 1.121195942, 0.43159257700000003
2013-1-11, -0.504783735, 0.11968880900000001, -0.167456646, 0.152121314, -0.40138501600000004, -0.584849091, -0.080314117, -0.543371295, -0.015094182, 0.752713758, 0.053609662999999995, 0.073227476, 0.356673986, -0.112656163, 1.398057195, 0.039838873999999996, 0.08928019, 0.11196019199999999, 0.17045644899999998, -0.601900739, -0.46196819899999997
2013-1-14, 0.519364742, 0.10816041900000001, -0.008529027, -0.206905625, -0.138980149, 0.100125861, 0.151179211, 0.7032316059999999, 0.239981676, 0.267608478, 0.205665858, 0.161277885, 0.7084973370000001, 0.362757971, 0.358790435, 0.280530973, 0.511357615, 0.36568263700000003, 0.51900052, 0.16997769, 0.323799244
2013-1-15, -1.160913584, -1.501236814, -0.9439595120000001, -0.531719399, -0.155124698, -0.118504355, -0.433725659, -0.650027871, -0.863112085, -1.386359434, -0.274853811, -0.30614752100000003, -1.7196983630000002, 0.946806102, 0.357507732, -0.059126168, -0.360259035, -0.4766621270000001, -0.122702449, 0.159083678, 0.290478752
