@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute AUD_SGD_Low numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute IDX_Now numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute NZD_USD_Low numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute USD_JPY_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric

@data
2007-1-11, 0.70217364, 0.323952217, 1.238365034, 0.46646161399999997, 0.067130989, 0.05939884700000001, 1.479999275, 0.501146943, 1.871424262, 1.632861365, -0.043874227, -0.11086620800000001, 0.28302672100000004, -0.049742995, 1.83871007, 0.18210118600000005, 1.558781551, 0.6176459329999999, 0.7923326159999999, 0.817915359, 0.29964719, 0.9334552279999999, 0.30557307100000003, 1.1264953659999999, 0.59714982, -0.19211983100000002, 0.116419276, -0.14075760699999998, -0.37578933299999995, 0.6278354429999999, 0.280824986, 1.799976159, 1.989700375, 1.708784597, -0.381788736, -0.868783874, -0.282334987, -0.547382389, -0.312963268, -0.6017938820000001, 1.900842766, 1.7423211969999999, 1.810511169, 1.267440141, 1.142467111, 1.461757074, 2.388125601, 1.05190506, -0.210844158, -0.6152020970000001, -0.8254348109999999, -0.528919007, 0.07293946, 1.57030505, 0.367614492, 1.690885371, 0.563931728, 1.148511908, 0.47951738899999996, 1.4818141000000002, 0.822619448, 0.435862852, 0.7860225000000001, 0.677425782, 0.395254771, 1.296787833, 1.774858831, -0.050075394, 0.9614274629999999, 0.326927183, 2.468381892, 2.7640734730000003, 2.87927122, 0.677549968, 1.279072388, 0.7984480290000001, 0.09192081699999999, 0.181611308, -0.33096509399999996, 0.302216253, 0.117289545, -0.138040881, -1.9351370719999998, -3.068862275
2007-1-12, 1.6889937080000001, 0.795156408, 0.597617525, 1.20838571, 0.746331237, 1.179114893, 0.42115605799999994, 1.200155034, 0.140303446, 1.395969435, 0.210156686, -0.19290990100000002, 0.074707396, 0.315195753, 0.267222945, 1.512576736, 0.140835815, 1.344575666, 0.23804, 0.149673104, 1.021539055, 0.407589264, 1.25967118, 0.14285485, 0.232629029, 1.208769698, 0.11213090199999999, 0.228017081, 0.839725873, 0.313354922, 1.330005955, 1.5690866509999999, 0.068854717, 1.632749645, -1.5142266880000002, -1.205480085, -4.184031457, 0.26300934, -0.434694189, 0.025708593, -0.512605725, -0.332050317, 1.5913602690000002, 0.68278909, 0.536662569, 0.7367895459999999, 2.7953579810000004, 2.682704713, 2.8941464939999997, 1.299666175, 0.605717736, 1.09156808, 0.247813411, 0.33418314600000004, 1.9443096069999999, -0.167720939, -0.148211234, 1.367764835, 1.104554201, 0.413400759, 1.0737652340000001, 0.634700744, 0.2879926, 0.547058325, 1.410824356, 0.1696037, 0.92920431, 0.8847070690000001, 0.8642148820000001, 0.536170425, 1.2671925720000001, 1.408979311, 2.5988971469999997, 0.814571797, 0.49955996399999997, 0.929546268, 0.890485093, 1.117178115, 1.5230673869999998, 0.552393706, 0.117152138, 0.244563773, -2.9599853830000002, -0.46332046299999996
2007-1-15, 0.186549695, 1.089219926, 0.55631718, 1.115829961, 0.316297653, 0.725111521, 0.037802896, 0.30303166, 0.658208234, 0.821460065, -0.229625697, -0.16945338, -0.116124751, -0.33901108, 0.3962613920000001, 0.43494962200000004, 0.6134072660000001, 0.894601311, 0.087943323, 0.231654642, 0.858573813, 0.5792284870000001, 0.549175044, 0.392691136, 0.513797298, 0.559289525, -0.153488758, -0.293679682, 0.7830908320000001, 0.570486374, 0.83328669, 0.760894628, 0.917431193, 1.047729919, 3.1244785580000003, 1.125519369, 4.079225439, -0.30198723, -0.18127505300000002, -0.048833772000000004, 3.7298849489999997, 3.1244346010000004, 0.643141719, 0.46016472399999997, 0.122062314, 0.24944187899999998, 0.640353366, 0.997745833, 2.734152185, 0.8964642690000001, 0.657371435, 1.198543921, 0.436236731, 1.006077671, 0.379194515, 2.9272525989999996, 2.4734845340000002, 0.27543755, 0.391442819, 0.316642955, 0.111693554, 0.242657077, 0.094324462, 0.21229034600000002, 0.291375691, 0.5649073920000001, 0.849553262, 1.189877407, 0.5783705020000001, 1.269259339, 1.641603816, 1.309215396, 0.978330296, 0.938850015, 0.886213703, 0.900355392, 0.882625445, 1.104835139, 1.500218055, -0.083236224, -0.164884847, -0.36595067600000003, 0.41423460700000003, -0.998836307
2007-1-16, -0.08986599199999999, 0.20995087899999998, 0.12052715800000001, -0.09905894, -0.240623963, -0.29569354600000003, 0.014893158, -0.400142015, -1.281539025, -1.07137451, -0.278047547, -0.08619660800000001, -0.27404085699999997, -0.132747034, -0.221636605, 0.24257649, 0.00489157, -0.213110143, 0.087866051, 0.231119243, 0.035469377999999996, 0.01888173, -0.049868205, -0.763151593, -0.211793557, -0.522519635, -0.35730607799999997, -0.157643642, 0.011100088000000001, 0.186085765, -0.675136519, -1.258581236, -1.5909090909999999, -1.4976958530000002, 1.3765046490000001, 1.4602969140000002, 2.539311517, -0.471038209, -0.304378965, -0.433290047, -0.57667961, 1.662502344, 2.80746731, 0.458056908, 0.121913503, 0.248821215, 0.051490781, 0.190260144, 0.38248938899999996, -0.043347092999999996, 0.083248522, 0.183208084, 0.419863906, 0.135980419, 0.796060235, 0.076748045, 1.602520795, 2.719008035, 0.38991651899999996, 0.31564349199999997, 0.111568938, 0.242069678, 0.094235575, 0.21184062899999997, 0.5905172320000001, 0.011742913, 0.078060215, -0.050964752, -0.126639742, 0.006151996999999999, -0.062470479, 0.599722971, 0.703497431, 0.44773632799999996, 0.024470912999999997, 0.20987344600000002, 0.682091604, 0.259571014, -0.07089456, 0.133288904, -0.31433138, -0.133077824, 0.412525783, -1.008913704
2007-1-17, -0.7361248029999999, -0.011859113999999999, -0.132222924, -0.35299950399999996, 0.0, -0.379744013, -0.403166659, -0.25131768, 0.033461017999999995, -0.385378169, 0.200112063, -0.126088341, 0.341410609, 0.141231204, -0.22510652399999997, -0.28444898399999996, -0.21225411800000002, -0.483952031, -0.19773275899999998, 0.488794946, -0.364023165, -0.358685136, -1.1522927059999999, -0.180188877, -0.62875016, -0.691221964, 0.10841012400000001, -0.099721611, -0.334353041, -0.513719912, -0.570047364, -0.115874855, 0.046189376, -0.350877193, 0.238843065, 0.323510315, 0.9262137490000001, 0.148299074, -0.08979654699999999, -0.082644628, -1.8613180930000002, -1.503204575, -2.3799773859999998, -0.665585971, -0.478291543, -0.725364085, -0.09925254300000001, -0.260502258, 0.08972688599999999, 0.342334759, 0.272270412, -1.008276155, -0.778546713, 0.20199619800000002, 0.160008214, -2.214265269, -1.16604428, -2.126830325, -0.562773833, -0.716877268, -0.138039335, 0.072690165, 0.09344947099999999, -0.003499881, 0.00188823, 0.466036953, 0.183719938, -0.019514973999999997, -0.071001911, -0.22256240100000002, -0.6754078370000001, -0.425171355, -0.324779778, -0.258349398, 0.04300560900000002, -0.036835662000000005, -1.158634817, 0.171533897, -0.608405891, 0.099833611, 0.144300144, -0.015990618999999998, -2.147525677, -0.494755591
2007-1-18, 0.270391742, 0.164070531, 0.511807134, 0.352259836, 0.44082175799999995, 0.140344751, 0.148396426, 0.013710083, 1.100117237, 0.36597066799999994, -0.021302658, 0.166115164, 0.041493776, 0.06636801099999999, -0.180252772, 0.065806419, 0.084220721, -0.175489603, 0.48266588899999996, -0.502352412, -0.597850585, -0.5139135579999999, 0.100949405, 0.093480538, 0.48498474399999997, 0.665206457, -0.108292724, -0.049910577000000005, -0.094656765, -0.171430158, -0.08431110800000001, 0.42923433899999996, 1.0618651890000002, 1.103286385, 1.093558073, 1.262049937, 0.6644726710000001, -0.5446749329999999, -0.163063017, -0.475599669, -0.199905635, -0.439235115, 0.510264774, -0.504845471, -0.846239182, -1.5235294830000001, 0.7997154390000001, 1.0618172940000001, 0.089646449, 0.634828678, 0.42451613899999996, 1.2806812109999999, 0.508573089, 0.07199607, -0.22638737, -0.185018474, -1.083458023, -0.043140160999999996, -0.21270938600000008, -0.677949015, -1.4799502880000002, -0.082415472, -0.160945327, -0.305200305, 0.288251695, -0.060163972, -1.020167584, 0.44649216799999997, 0.351183735, -0.171601969, 0.524966614, -0.408752469, -0.061478874, 0.400862074, 0.3526698620000001, 0.11871191, 1.200280641, -0.165922144, 0.8695276, 0.11635638300000001, -0.021346995, -0.031986352, 0.553435115, -0.7557677009999999
2007-1-19, -1.6374953909999999, -0.43614690799999994, -0.285073923, -0.295494209, -0.016561775, -0.546063337, -0.20388200199999998, -0.385402785, 0.058499271, 0.16577588699999998, -0.047941192, 0.022554196000000002, -0.11613438400000001, 0.348200962, 0.8602880279999999, -0.629064631, 0.24591939999999998, -0.140668513, -0.191491981, -0.203396888, -0.439151292, 0.411826319, -0.076836267, 0.433151378, -0.22214409, -0.427109356, 0.00833924, 0.216387167, -0.799074829, 0.102895679, -0.274242318, -1.409264179, -0.525354043, -0.9983747390000001, 1.004100781, 0.667731898, 0.211907622, -0.024599291000000002, -0.26492791600000004, 0.029867027, 0.59407542, -1.847828725, -0.607963323, -1.523029253, -0.889005574, -0.099667365, -0.459960331, -0.074874706, -0.413476639, -0.348225455, -0.174683576, 0.129787775, 0.20239988399999997, 0.060941031, 0.209776438, 0.31262449600000003, -1.2144889840000002, -0.233500066, -1.268826209, -0.34763191600000004, -0.21882683100000005, -0.29638121300000003, -0.09700201, 0.068810077, -1.671106231, -1.090785347, -0.663888974, -0.9697205240000001, -0.346516161, 0.062313633, 0.500847471, 0.71405685, 0.573643172, -0.434800254, 0.04316388, -0.225241109, 0.052796058, 0.155544192, 0.307715401, 0.514693674, -0.03202733, 0.30930034100000003, -1.214651737, 0.440881764
2007-1-22, 0.20947257, 0.7730426159999999, 0.356868235, -0.083540527, 0.27331456, 0.520518451, 0.26011780100000004, 0.507361136, 1.040443367, 1.661183301, 0.285120443, 0.009284928000000001, 0.431857819, -0.008261731999999999, -0.887186776, 1.12175672, 0.17795412, 0.463191254, -0.243875638, -0.584312939, 1.469495385, 0.348498139, 0.8842965279999999, -0.301417303, 0.442073903, 0.611848495, 0.496143423, 0.153635344, 1.241625349, 0.709111492, 1.1965872229999999, 2.9056824839999997, 1.5384615380000002, 1.9230769230000002, 1.216890552, 1.216890552, 1.8482919269999998, 0.150222096, -0.0077368440000000005, 0.10385429199999999, 2.322690759, 2.3574435990000002, 1.346828779, 0.6920656540000001, 0.035455357, -0.523878342, 0.300722467, -0.547478337, 0.285830448, 0.657060132, 0.6121459, 0.919515832, 0.11542346, 0.7249257729999999, 0.841621381, 1.601826877, 1.650243185, 0.935631648, 0.877745364, -0.052199376, 0.085142614, 0.28884916, -0.012573608, -0.33609553799999997, 0.38448473899999996, 0.4856201470000001, 0.395613783, 1.112853557, 0.305843973, 0.464093854, -0.463406111, 0.142404824, 0.007645728, 0.851474961, 0.2943708, 0.34094373, 0.052768197999999995, 0.155302627, 0.306771418, 0.090849025, 0.40580948299999997, 0.074428495, 2.670509126, 1.356743815
2007-1-23, -0.023470563, -0.89693155, -0.9292730840000001, -0.668883005, -0.041298422, -0.361089933, -0.706620138, -0.909941799, 0.828587759, 0.578705714, 0.540720074, 0.78649301, -0.016538493, 0.156985871, -0.125311971, -0.9017239359999999, -0.91937274, -0.816013193, -0.51984937, 0.631816157, -0.611888112, -0.238612739, -0.242955482, 0.147948025, -0.48158956399999997, -0.427941697, 0.016594756000000002, 0.20729684899999998, -0.427297069, -0.7323935890000001, -0.327487336, -0.500967779, 0.79149706, 0.207086977, -0.485856246, -0.314183371, -0.6689427370000001, -0.060774552, 0.150880134, 0.108933875, 0.575952618, 0.648723091, 1.6263782469999999, -1.069056834, -0.310837346, 0.12629389300000002, -0.886055893, -0.22846032300000002, -0.331699407, -0.08958814699999999, -0.243585923, -0.459907639, 0.56204064, -0.640767241, -0.70157006, 0.783400381, 0.746701347, 1.152791591, -0.938901345, 0.46494446100000003, 0.127605274, -0.5257013429999999, -0.00419173, 0.088707406, 0.836828065, 1.433362654, 1.448272525, -0.10806513300000001, 0.940299908, 0.075534531, -0.665526926, -1.3675627430000001, -1.0183330529999999, -0.546508376, -0.375623362, -0.156519155, 0.01598193, 0.084965377, -0.298373862, -0.090766565, 0.0053180169999999995, 0.122184445, 3.199850299, 3.169291339
2007-1-24, 1.465053665, 0.11908542400000001, 0.543359708, 0.8597711290000001, -1.189885969, -0.430614709, 0.234599633, 0.5067173460000001, 1.277737119, 1.4012557890000001, -0.943483489, -0.378992249, -0.38871888200000004, -0.313479624, 1.039687495, -0.002689445, 0.829161919, 0.810204045, 0.844230745, 0.176612694, 0.432622596, 0.852535108, 0.537236456, 1.4002183830000001, 1.285112247, 0.6204355970000001, -0.493612079, -0.24410426100000002, 0.45072659600000003, 1.153242278, 0.776667808, 2.3000343290000003, 0.942337895, 1.653272101, -0.159793871, 0.420047469, 0.502431118, 0.002587724, -0.081120754, -0.386035365, -0.114170342, 1.4415171340000001, 0.918223915, 0.607430835, 0.78666792, 0.611711556, 0.585327464, -0.166865606, 0.229264505, 0.5677088929999999, 0.6365669070000001, 1.022267972, -0.83118372, -0.136924936, 0.248308346, 0.272570567, 1.090236281, 0.909332884, 1.1574222920000001, 0.680875883, 1.257691615, 0.352085456, 0.615511447, 0.44314393, 1.441627261, 1.966534781, 1.493117511, 0.8637329309999999, 0.9237177670000001, 1.3380534990000001, 0.983465487, 0.865043942, 0.885147138, 0.339394472, 0.08942255800000001, 0.501161402, 0.7148107509999999, 0.8139140029999999, 0.980098758, -0.37165510399999996, -0.441371976, -0.291823632, 0.543970988, 2.3850410230000003
