Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2016.12.29,2026.46,        988      -0.0148       0.1676       0.1824,        988      -0.0148        0.446       0.4608,        988      -0.0148        0.235       0.2498,        988      -0.0148       0.4536       0.4684,        988      -0.0148      -0.1505      -0.1357,        988      -0.0148       1.1389       1.1537,        988      -0.0148       0.1598       0.1746,        988      -0.0148       0.2577       0.2725
2017.1.2,2026.16,        989        0.879       0.3064      -0.5726,        989        0.879        0.422       -0.457,        989        0.879       0.2232      -0.6559,        989        0.879       0.3283      -0.5507,        989        0.879       0.3794      -0.4996,        989        0.879       2.2847       1.4057,        989        0.879       0.3105      -0.5685,        989        0.879       0.2663      -0.6127
2017.1.3,2043.97,        990       0.0817       0.2376       0.1559,        990       0.0817       0.1122       0.0305,        990       0.0817       0.3428       0.2611,        990       0.0817        0.187       0.1053,        990       0.0817       0.2276       0.1459,        990       0.0817       1.2555       1.1738,        990       0.0817       0.1083       0.0266,        990       0.0817       0.2248       0.1431
2017.1.4,2045.64,        991      -0.1804      -0.1754        0.005,        991      -0.1804       -0.009       0.1714,        991      -0.1804      -0.2086      -0.0282,        991      -0.1804       0.0798       0.2602,        991      -0.1804       0.0156       0.1959,        991      -0.1804      -0.3679      -0.1875,        991      -0.1804       0.0104       0.1907,        991      -0.1804       0.2096         0.39
2017.1.5,2041.95,        992       0.3511      -0.0081      -0.3593,        992       0.3511       0.2891      -0.0621,        992       0.3511       0.0892      -0.2619,        992       0.3511       0.5339       0.1828,        992       0.3511       0.1076      -0.2435,        992       0.3511       0.2178      -0.1334,        992       0.3511       0.0291      -0.3221,        992       0.3511      -0.1358      -0.4869
2017.1.6,2049.12,        993      -0.0166      -0.2228      -0.2062,        993      -0.0166      -0.4251      -0.4085,        993      -0.0166      -0.1367      -0.1201,        993      -0.0166      -0.5388      -0.5222,        993      -0.0166      -0.1252      -0.1086,        993      -0.0166       0.1195       0.1361,        993      -0.0166      -0.0341      -0.0175,        993      -0.0166      -0.2592      -0.2426
2017.1.9,2048.78,        994      -0.1786      -0.2221      -0.0434,        994      -0.1786       0.1418       0.3205,        994      -0.1786      -0.1423       0.0364,        994      -0.1786       0.1391       0.3177,        994      -0.1786       0.1511       0.3297,        994      -0.1786       0.0951       0.2738,        994      -0.1786      -0.1101       0.0685,        994      -0.1786       0.0625       0.2412
2017.1.10,2045.12,        995       1.4694       0.0824      -1.3869,        995       1.4694       0.0216      -1.4477,        995       1.4694       0.0739      -1.3955,        995       1.4694       0.2021      -1.2673,        995       1.4694      -0.1783      -1.6476,        995       1.4694      -0.5805      -2.0499,        995       1.4694       0.0517      -1.4177,        995       1.4694       0.1893        -1.28
2017.1.11,2075.17,        996       0.5768      -0.1721      -0.7489,        996       0.5768        0.016      -0.5608,        996       0.5768      -0.0976      -0.6744,        996       0.5768        0.034      -0.5428,        996       0.5768      -0.9729      -1.5497,        996       0.5768       0.6928        0.116,        996       0.5768      -0.0929      -0.6697,        996       0.5768       0.1919      -0.3849
2017.1.12,2087.14,        997      -0.4959      -0.1387       0.3572,        997      -0.4959      -0.2802       0.2157,        997      -0.4959      -0.0137       0.4822,        997      -0.4959        0.003       0.4989,        997      -0.4959       0.2658       0.7617,        997      -0.4959       0.9391        1.435,        997      -0.4959        0.125       0.6209,        997      -0.4959       0.1377       0.6336
2017.1.13,2076.79,        998      -0.6077      -0.0121       0.5956,        998      -0.6077      -0.0155       0.5922,        998      -0.6077      -0.0887       0.5189,        998      -0.6077      -0.1953       0.4123,        998      -0.6077       0.2492       0.8569,        998      -0.6077      -0.2698       0.3379,        998      -0.6077      -0.0511       0.5566,        998      -0.6077      -0.1648       0.4429
2017.1.16,2064.17,        999        0.373      -0.2518      -0.6249,        999        0.373      -0.0914      -0.4645,        999        0.373      -0.3141      -0.6871,        999        0.373      -0.2649      -0.6379,        999        0.373       0.0793      -0.2937,        999        0.373      -1.9857      -2.3587,        999        0.373       -0.194      -0.5671,        999        0.373      -0.0435      -0.4166
2017.1.17,2071.87,       1000      -0.0642       0.1119        0.176,       1000      -0.0642       0.2095       0.2737,       1000      -0.0642       0.0938        0.158,       1000      -0.0642       0.3399       0.4041,       1000      -0.0642       0.0586       0.1228,       1000      -0.0642        1.518       1.5822,       1000      -0.0642       0.0462       0.1104,       1000      -0.0642       0.0178        0.082
2017.1.18,2070.54,       1001       0.1087      -0.0237      -0.1324,       1001       0.1087      -0.4844       -0.593,       1001       0.1087      -0.0647      -0.1733,       1001       0.1087      -0.4402      -0.5489,       1001       0.1087      -0.1281      -0.2367,       1001       0.1087       0.1412       0.0326,       1001       0.1087       0.0655      -0.0431,       1001       0.1087       -0.139      -0.2476
2017.1.19,2072.79,       1002      -0.3464      -0.2713       0.0751,       1002      -0.3464       0.0011       0.3475,       1002      -0.3464      -0.3044        0.042,       1002      -0.3464      -0.1069       0.2394,       1002      -0.3464      -0.0333       0.3131,       1002      -0.3464       0.1354       0.4818,       1002      -0.3464      -0.0562       0.2902,       1002      -0.3464       0.0359       0.3823
2017.1.20,2065.61,       1003       0.0184      -0.2615      -0.2799,       1003       0.0184       0.2655       0.2471,       1003       0.0184      -0.2549      -0.2732,       1003       0.0184       0.1539       0.1355,       1003       0.0184      -0.7309      -0.7493,       1003       0.0184      -0.7842      -0.8026,       1003       0.0184      -0.1557      -0.1741,       1003       0.0184      -0.0071      -0.0255
2017.1.23,2065.99,       1004      -0.0111       0.0248       0.0359,       1004      -0.0111       0.2519       0.2631,       1004      -0.0111       0.1152       0.1264,       1004      -0.0111       0.3653       0.3765,       1004      -0.0111       1.3028        1.314,       1004      -0.0111         0.64       0.6512,       1004      -0.0111       0.0425       0.0536,       1004      -0.0111       0.1527       0.1638
