Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2014.1.15,1953.28,       1006       0.2068        0.306       0.0992,       1006       0.2068       0.3448        0.138,       1006       0.2068       0.3791       0.1722,       1006       0.2068       0.2305       0.0237,       1006       0.2068       0.7018       0.4949,       1006       0.2068       1.2611       1.0542,       1006       0.2068       0.2449       0.0381,       1006       0.2068       0.1977      -0.0092
2014.1.16,1957.32,       1007       -0.656      -0.2832       0.3728,       1007       -0.656      -0.1197       0.5363,       1007       -0.656      -0.2651       0.3909,       1007       -0.656      -0.2239       0.4321,       1007       -0.656       0.4583       1.1143,       1007       -0.656       0.4195       1.0755,       1007       -0.656      -0.1854       0.4706,       1007       -0.656      -0.1577       0.4983
2014.1.17,1944.48,       1008       0.4783       0.0723       -0.406,       1008       0.4783        0.287      -0.1913,       1008       0.4783      -0.1569      -0.6352,       1008       0.4783      -0.0068       -0.485,       1008       0.4783       0.1214      -0.3569,       1008       0.4783       0.4683      -0.0099,       1008       0.4783      -0.1909      -0.6691,       1008       0.4783      -0.3014      -0.7797
2014.1.20,1953.78,       1009       0.5175       0.3672      -0.1502,       1009       0.5175       0.0004       -0.517,       1009       0.5175       0.3466      -0.1708,       1009       0.5175       0.3959      -0.1215,       1009       0.5175       0.1876      -0.3299,       1009       0.5175        0.946       0.4285,       1009       0.5175       0.1356      -0.3818,       1009       0.5175       0.1274      -0.3901
2014.1.21,1963.89,       1010       0.3325       0.0941      -0.2384,       1010       0.3325       0.5347       0.2022,       1010       0.3325        0.141      -0.1915,       1010       0.3325       0.5301       0.1976,       1010       0.3325      -0.1688      -0.5013,       1010       0.3325      -0.3334      -0.6659,       1010       0.3325      -0.1371      -0.4696,       1010       0.3325      -0.0761      -0.4086
2014.1.22,1970.42,       1011      -1.1586      -0.6342       0.5244,       1011      -1.1586      -1.1784      -0.0197,       1011      -1.1586      -0.5579       0.6007,       1011      -1.1586      -1.1992      -0.0406,       1011      -1.1586      -0.9656        0.193,       1011      -1.1586      -1.9861      -0.8275,       1011      -1.1586       -0.224       0.9346,       1011      -1.1586      -0.3605       0.7981
2014.1.23,1947.59,       1012       -0.361      -0.5117      -0.1507,       1012       -0.361      -0.2644       0.0966,       1012       -0.361       -0.671        -0.31,       1012       -0.361      -0.4272      -0.0662,       1012       -0.361      -0.4626      -0.1017,       1012       -0.361       1.4451        1.806,       1012       -0.361        -0.92       -0.559,       1012       -0.361      -0.9886      -0.6276
2014.1.24,1940.56,       1013      -1.5573      -1.5515       0.0058,       1013      -1.5573      -1.1701       0.3872,       1013      -1.5573      -1.7442      -0.1869,       1013      -1.5573      -1.5289       0.0284,       1013      -1.5573       -2.393      -0.8358,       1013      -1.5573       1.1021       2.6594,       1013      -1.5573      -1.4828       0.0745,       1013      -1.5573      -1.0573          0.5
2014.1.27,1910.34,       1014        0.345       -0.636       -0.981,       1014        0.345      -0.3317      -0.6766,       1014        0.345      -0.2659      -0.6109,       1014        0.345       -0.156      -0.5009,       1014        0.345      -0.3947      -0.7397,       1014        0.345      -1.8954      -2.2404,       1014        0.345       -0.038       -0.383,       1014        0.345       0.1129       -0.232
2014.1.28,1916.93,       1015       1.2635       0.6763      -0.5871,       1015       1.2635       0.4514      -0.8121,       1015       1.2635       0.3415       -0.922,       1015       1.2635       0.5895      -0.6739,       1015       1.2635       0.5801      -0.6833,       1015       1.2635       1.1216      -0.1418,       1015       1.2635       0.2541      -1.0094,       1015       1.2635         0.32      -0.9435
2014.1.29,1941.15,       1016      -1.0916      -1.6717      -0.5801,       1016      -1.0916      -1.1456       -0.054,       1016      -1.0916      -1.4392      -0.3476,       1016      -1.0916      -1.2323      -0.1407,       1016      -1.0916      -0.9342       0.1574,       1016      -1.0916      -6.5444      -5.4528,       1016      -1.0916      -1.1716        -0.08,       1016      -1.0916      -0.9211       0.1706
2014.2.3,1919.96,       1017      -1.7245      -1.1156       0.6089,       1017      -1.7245      -0.2516       1.4729,       1017      -1.7245      -1.3303       0.3942,       1017      -1.7245      -0.6028       1.1217,       1017      -1.7245      -1.1961       0.5284,       1017      -1.7245      -2.5022      -0.7777,       1017      -1.7245       -1.062       0.6625,       1017      -1.7245      -0.6385        1.086
2014.2.4,1886.85,       1018       0.2369       0.5766       0.3397,       1018       0.2369      -0.6283      -0.8652,       1018       0.2369       0.6513       0.4144,       1018       0.2369      -0.5357      -0.7726,       1018       0.2369       1.4113       1.1744,       1018       0.2369       2.1817       1.9448,       1018       0.2369       0.4859        0.249,       1018       0.2369       0.4597       0.2228
2014.2.5,1891.32,       1019       0.8761       0.4342      -0.4419,       1019       0.8761       1.2219       0.3458,       1019       0.8761       0.2192      -0.6569,       1019       0.8761        1.093       0.2169,       1019       0.8761       0.7013      -0.1748,       1019       0.8761      -0.7425      -1.6186,       1019       0.8761       0.5316      -0.3446,       1019       0.8761       0.4475      -0.4286
2014.2.6,1907.89,       1020       0.7658       1.0118       0.2461,       1020       0.7658       0.8503       0.0845,       1020       0.7658       1.2573       0.4915,       1020       0.7658        1.063       0.2972,       1020       0.7658       1.0762       0.3104,       1020       0.7658       2.1439       1.3781,       1020       0.7658       0.7669       0.0011,       1020       0.7658       0.6915      -0.0743
2014.2.7,1922.5,       1021       0.0416       0.4692       0.4276,       1021       0.0416       0.1467       0.1051,       1021       0.0416       0.4821       0.4405,       1021       0.0416        0.306       0.2644,       1021       0.0416       0.4293       0.3877,       1021       0.0416       0.6693       0.6277,       1021       0.0416        0.254       0.2124,       1021       0.0416       0.2578       0.2161
2014.2.10,1923.3,       1022       0.4555       0.2642      -0.1913,       1022       0.4555       0.2169      -0.2386,       1022       0.4555        0.236      -0.2194,       1022       0.4555       0.7827       0.3272,       1022       0.4555       0.5678       0.1124,       1022       0.4555      -2.1821      -2.6375,       1022       0.4555       0.2488      -0.2066,       1022       0.4555       0.1655      -0.2899
2014.2.11,1932.06,       1023       0.1956       0.6437       0.4481,       1023       0.1956       1.0043       0.8087,       1023       0.1956       0.8167        0.621,       1023       0.1956       1.0243       0.8287,       1023       0.1956       0.8578       0.6621,       1023       0.1956       2.8691       2.6734,       1023       0.1956       0.6968       0.5011,       1023       0.1956       0.8125       0.6168
2014.2.12,1935.84,       1024      -0.4587      -0.6002      -0.1415,       1024      -0.4587      -0.5921      -0.1334,       1024      -0.4587      -0.5876      -0.1288,       1024      -0.4587      -0.4969      -0.0382,       1024      -0.4587      -0.4902      -0.0315,       1024      -0.4587      -0.5696      -0.1108,       1024      -0.4587      -0.3576       0.1011,       1024      -0.4587        -0.48      -0.0213
2014.2.13,1926.96,       1025       0.6912       0.1619      -0.5293,       1025       0.6912       0.3644      -0.3269,       1025       0.6912        0.109      -0.5823,       1025       0.6912       0.0016      -0.6897,       1025       0.6912       0.8738       0.1826,       1025       0.6912       1.3202       0.6289,       1025       0.6912       0.2523      -0.4389,       1025       0.6912       0.2248      -0.4664
2014.2.14,1940.28,       1026       0.3134       1.0748       0.7615,       1026       0.3134       0.6515       0.3382,       1026       0.3134       0.7423       0.4289,       1026       0.3134       0.4505       0.1371,       1026       0.3134       0.6166       0.3032,       1026       0.3134       0.4888       0.1755,       1026       0.3134       0.3624        0.049,       1026       0.3134       0.2964       -0.017
2014.2.17,1946.36,       1027       0.0283       0.0305       0.0022,       1027       0.0283      -0.7376      -0.7659,       1027       0.0283       0.0526       0.0243,       1027       0.0283      -0.5024      -0.5306,       1027       0.0283       0.3324       0.3041,       1027       0.0283       0.0702       0.0419,       1027       0.0283       0.0881       0.0598,       1027       0.0283      -0.1046      -0.1329
2014.2.18,1946.91,       1028      -0.2044       -0.275      -0.0706,       1028      -0.2044       0.2864       0.4908,       1028      -0.2044      -0.2623      -0.0579,       1028      -0.2044       0.2646       0.4691,       1028      -0.2044       0.6131       0.8176,       1028      -0.2044      -0.4516      -0.2472,       1028      -0.2044       -0.231      -0.0266,       1028      -0.2044      -0.1071       0.0973
2014.2.19,1942.93,       1029      -0.6362      -1.1415      -0.5054,       1029      -0.6362      -0.8127      -0.1765,       1029      -0.6362      -1.2561      -0.6199,       1029      -0.6362      -1.1894      -0.5533,       1029      -0.6362      -0.2073       0.4289,       1029      -0.6362       1.3982       2.0343,       1029      -0.6362      -0.5837       0.0524,       1029      -0.6362      -0.5471        0.089
2014.2.20,1930.57,       1030        1.412       1.0441      -0.3679,       1030        1.412       0.7551      -0.6569,       1030        1.412       1.2041      -0.2079,       1030        1.412        0.723       -0.689,       1030        1.412       0.5451      -0.8669,       1030        1.412       1.2676      -0.1444,       1030        1.412       0.4347      -0.9773,       1030        1.412       0.2456      -1.1664
2014.2.21,1957.83,       1031      -0.4485      -0.3306       0.1179,       1031      -0.4485       0.4832       0.9316,       1031      -0.4485      -0.3891       0.0594,       1031      -0.4485       0.2806       0.7291,       1031      -0.4485       0.6546        1.103,       1031      -0.4485       0.3898       0.8383,       1031      -0.4485         0.01       0.4585,       1031      -0.4485       0.0137       0.4621
2014.2.24,1949.05,       1032       0.8112       0.3779      -0.4332,       1032       0.8112       0.2013      -0.6099,       1032       0.8112       0.2658      -0.5454,       1032       0.8112       0.2427      -0.5684,       1032       0.8112       0.9105       0.0993,       1032       0.8112       0.6613      -0.1499,       1032       0.8112        0.272      -0.5391,       1032       0.8112       0.1922       -0.619
2014.2.25,1964.86,       1033       0.3008      -0.1185      -0.4193,       1033       0.3008       0.0529      -0.2479,       1033       0.3008      -0.2114      -0.5122,       1033       0.3008      -0.2157      -0.5165,       1033       0.3008       0.2597       -0.041,       1033       0.3008      -0.9563      -1.2571,       1033       0.3008      -0.0471      -0.3479,       1033       0.3008       0.0857       -0.215
2014.2.26,1970.77,       1034       0.3887      -0.1082      -0.4969,       1034       0.3887      -0.3989      -0.7875,       1034       0.3887      -0.1993       -0.588,       1034       0.3887      -0.3998      -0.7884,       1034       0.3887      -0.2997      -0.6884,       1034       0.3887      -1.3254      -1.7141,       1034       0.3887      -0.1455      -0.5342,       1034       0.3887      -0.3587      -0.7473
2014.2.27,1978.43,       1035       0.0789      -0.3999      -0.4787,       1035       0.0789        -0.13      -0.2089,       1035       0.0789      -0.2574      -0.3362,       1035       0.0789      -0.4415      -0.5203,       1035       0.0789        0.304       0.2252,       1035       0.0789      -1.4332       -1.512,       1035       0.0789       0.2266       0.1478,       1035       0.0789       0.1847       0.1058
2014.2.28,1979.99,       1036      -0.7727      -0.2873       0.4855,       1036      -0.7727      -0.3626       0.4101,       1036      -0.7727       0.0772         0.85,       1036      -0.7727       0.0124       0.7851,       1036      -0.7727      -1.0846      -0.3119,       1036      -0.7727       1.9235       2.6962,       1036      -0.7727      -0.9831      -0.2104,       1036      -0.7727      -0.8169      -0.0442
2014.3.3,1964.69,       1037      -0.5385      -0.8912      -0.3527,       1037      -0.5385      -0.5722      -0.0337,       1037      -0.5385      -1.2764      -0.7379,       1037      -0.5385      -1.2981      -0.7596,       1037      -0.5385       0.0199       0.5584,       1037      -0.5385      -2.5437      -2.0052,       1037      -0.5385       0.2187       0.7572,       1037      -0.5385       0.0696       0.6081
2014.3.4,1954.11,       1038       0.8766       0.7709      -0.1057,       1038       0.8766       0.6338      -0.2428,       1038       0.8766       0.4937      -0.3829,       1038       0.8766       0.7747      -0.1019,       1038       0.8766       1.2528       0.3762,       1038       0.8766       2.3734       1.4968,       1038       0.8766          0.6      -0.2766,       1038       0.8766       0.4827      -0.3939
2014.3.5,1971.24,       1039       0.2222       0.9439       0.7217,       1039       0.2222       0.8656       0.6434,       1039       0.2222       0.9685       0.7463,       1039       0.2222       0.8055       0.5833,       1039       0.2222       0.3777       0.1555,       1039       0.2222      -0.4489      -0.6711,       1039       0.2222       0.3376       0.1154,       1039       0.2222       0.2628       0.0406
2014.3.6,1975.62,       1040      -0.0476       0.0726       0.1202,       1040      -0.0476      -0.7263      -0.6787,       1040      -0.0476      -0.3252      -0.2776,       1040      -0.0476       -0.847      -0.7995,       1040      -0.0476       0.0879       0.1354,       1040      -0.0476      -0.3518      -0.3043,       1040      -0.0476       0.1265       0.1741,       1040      -0.0476       0.0141       0.0616
2014.3.7,1974.68,       1041       -1.026      -0.8035       0.2225,       1041       -1.026      -0.8882       0.1378,       1041       -1.026      -1.1704      -0.1445,       1041       -1.026      -0.8546       0.1714,       1041       -1.026       0.6124       1.6383,       1041       -1.026      -0.1001       0.9259,       1041       -1.026      -0.6394       0.3866,       1041       -1.026      -0.6291       0.3968
2014.3.10,1954.42,       1042       0.4835       0.2233      -0.2602,       1042       0.4835       0.2389      -0.2447,       1042       0.4835        0.133      -0.3505,       1042       0.4835      -0.0066      -0.4901,       1042       0.4835       0.6821       0.1986,       1042       0.4835      -0.5429      -1.0264,       1042       0.4835       0.0724      -0.4111,       1042       0.4835       0.0322      -0.4514
2014.3.11,1963.87,       1043      -1.5953      -0.5257       1.0696,       1043      -1.5953      -0.5039       1.0915,       1043      -1.5953      -0.5536       1.0418,       1043      -1.5953      -0.3127       1.2826,       1043      -1.5953      -0.9322       0.6631,       1043      -1.5953       0.9263       2.5216,       1043      -1.5953      -0.6975       0.8978,       1043      -1.5953      -0.6893       0.9061
2014.3.12,1932.54,       1044       0.0952       0.2198       0.1245,       1044       0.0952      -0.1633      -0.2585,       1044       0.0952        0.092      -0.0032,       1044       0.0952      -0.3747        -0.47,       1044       0.0952      -0.3453      -0.4405,       1044       0.0952      -0.8761      -0.9713,       1044       0.0952      -0.0937      -0.1889,       1044       0.0952      -0.0884      -0.1836
2014.3.13,1934.38,       1045      -0.7486      -1.4576       -0.709,       1045      -0.7486      -1.0799      -0.3313,       1045      -0.7486      -1.6712      -0.9227,       1045      -0.7486      -1.3759      -0.6274,       1045      -0.7486      -1.0038      -0.2553,       1045      -0.7486       -0.185       0.5636,       1045      -0.7486       -1.052      -0.3034,       1045      -0.7486      -1.0074      -0.2589
2014.3.14,1919.9,       1046       0.3974       0.5369       0.1395,       1046       0.3974       0.4964        0.099,       1046       0.3974       0.8794       0.4819,       1046       0.3974       0.3552      -0.0422,       1046       0.3974       0.7498       0.3524,       1046       0.3974      -0.1162      -0.5137,       1046       0.3974       0.5353       0.1378,       1046       0.3974       0.4921       0.0947
2014.3.17,1927.53,       1047       0.6578       0.6285      -0.0293,       1047       0.6578       0.7579       0.1001,       1047       0.6578       0.7207       0.0629,       1047       0.6578       1.1038        0.446,       1047       0.6578       1.7096       1.0518,       1047       0.6578       2.6549       1.9971,       1047       0.6578       0.6787       0.0209,       1047       0.6578       0.5906      -0.0673
2014.3.18,1940.21,       1048      -0.1304        0.683       0.8134,       1048      -0.1304       0.7247       0.8551,       1048      -0.1304       1.0561       1.1865,       1048      -0.1304       0.6312       0.7615,       1048      -0.1304        0.842       0.9724,       1048      -0.1304       0.6353       0.7657,       1048      -0.1304        0.305       0.4354,       1048      -0.1304       0.4005       0.5309
2014.3.19,1937.68,       1049      -0.9372       -0.827       0.1102,       1049      -0.9372      -0.5402        0.397,       1049      -0.9372      -0.8008       0.1364,       1049      -0.9372      -0.5654       0.3718,       1049      -0.9372      -0.8322       0.1051,       1049      -0.9372      -1.3136      -0.3764,       1049      -0.9372      -0.5634       0.3738,       1049      -0.9372      -0.5318       0.4054
2014.3.20,1919.52,       1050       0.8033       0.2126      -0.5908,       1050       0.8033       0.0717      -0.7316,       1050       0.8033       0.6392      -0.1641,       1050       0.8033        0.189      -0.6143,       1050       0.8033       0.2273      -0.5761,       1050       0.8033       1.9202       1.1169,       1050       0.8033       0.1345      -0.6688,       1050       0.8033       0.0629      -0.7404
2014.3.21,1934.94,       1051       0.5483       0.4697      -0.0787,       1051       0.5483       0.2737      -0.2746,       1051       0.5483       0.4403       -0.108,       1051       0.5483       0.1106      -0.4377,       1051       0.5483       0.2763      -0.2721,       1051       0.5483      -1.2086      -1.7569,       1051       0.5483       0.0511      -0.4972,       1051       0.5483       0.0938      -0.4545
2014.3.24,1945.55,       1052       -0.221      -1.0531      -0.8321,       1052       -0.221      -1.0335      -0.8125,       1052       -0.221       -0.975       -0.754,       1052       -0.221       -0.691        -0.47,       1052       -0.221      -0.7221      -0.5011,       1052       -0.221      -0.4426      -0.2216,       1052       -0.221      -0.1582       0.0629,       1052       -0.221      -0.1386       0.0824
2014.3.25,1941.25,       1053       1.1879        0.811      -0.3769,       1053       1.1879       0.9836      -0.2043,       1053       1.1879        1.079      -0.1089,       1053       1.1879       0.7679        -0.42,       1053       1.1879       1.8839        0.696,       1053       1.1879       1.6629        0.475,       1053       1.1879       0.7449       -0.443,       1053       1.1879       0.6699       -0.518
2014.3.26,1964.31,       1054       0.6954       0.3774      -0.3181,       1054       0.6954      -0.2552      -0.9507,       1054       0.6954       0.5576      -0.1378,       1054       0.6954      -0.3068      -1.0022,       1054       0.6954      -0.4187      -1.1141,       1054       0.6954      -0.3683      -1.0637,       1054       0.6954       0.0196      -0.6758,       1054       0.6954      -0.0976       -0.793
2014.3.27,1977.97,       1055       0.1532       0.3367       0.1835,       1055       0.1532       0.8893       0.7361,       1055       0.1532       0.4208       0.2676,       1055       0.1532       0.6598       0.5066,       1055       0.1532       0.3827       0.2295,       1055       0.1532       2.4149       2.2617,       1055       0.1532       0.4991       0.3459,       1055       0.1532       0.4798       0.3266
2014.3.28,1981,       1056       0.2327          0.9       0.6673,       1056       0.2327       0.9943       0.7616,       1056       0.2327       1.0328       0.8001,       1056       0.2327       0.9963       0.7635,       1056       0.2327       0.7769       0.5442,       1056       0.2327        0.912       0.6793,       1056       0.2327       0.5797        0.347,       1056       0.2327       0.5378       0.3051
2014.3.31,1985.61,       1057       0.3208       0.7682       0.4473,       1057       0.3208        0.448       0.1272,       1057       0.3208       0.4365       0.1157,       1057       0.3208       0.4948        0.174,       1057       0.3208       1.3073       0.9865,       1057       0.3208       1.0174       0.6966,       1057       0.3208       0.4348        0.114,       1057       0.3208       0.5041       0.1833
2014.4.1,1991.98,       1058       0.2646       0.5783       0.3137,       1058       0.2646       0.7666        0.502,       1058       0.2646       0.6396        0.375,       1058       0.2646       0.8396       0.5751,       1058       0.2646       0.8487       0.5842,       1058       0.2646      -0.0012      -0.2658,       1058       0.2646       0.3719       0.1073,       1058       0.2646       0.3365       0.0719
2014.4.2,1997.25,       1059      -0.1777      -0.1615       0.0162,       1059      -0.1777        0.133       0.3107,       1059      -0.1777      -0.0235       0.1542,       1059      -0.1777       0.1133        0.291,       1059      -0.1777       0.3172       0.4949,       1059      -0.1777       1.4988       1.6765,       1059      -0.1777      -0.0158       0.1619,       1059      -0.1777       0.1043        0.282
2014.4.3,1993.7,       1060      -0.2814       0.2111       0.4924,       1060      -0.2814      -0.0147       0.2666,       1060      -0.2814       0.1341       0.4155,       1060      -0.2814      -0.3442      -0.0629,       1060      -0.2814        0.824       1.1054,       1060      -0.2814       0.4505       0.7319,       1060      -0.2814        0.086       0.3673,       1060      -0.2814       0.0972       0.3786
2014.4.4,1988.09,       1061        0.081      -0.5128      -0.5938,       1061        0.081       -0.576       -0.657,       1061        0.081      -0.6129      -0.6939,       1061        0.081      -0.4875      -0.5684,       1061        0.081      -0.4946      -0.5756,       1061        0.081      -0.3053      -0.3863,       1061        0.081      -0.5098      -0.5908,       1061        0.081      -0.4589      -0.5399
2014.4.7,1989.7,       1062       0.1674       0.1253      -0.0421,       1062       0.1674       0.2584       0.0911,       1062       0.1674        0.127      -0.0404,       1062       0.1674      -0.0483      -0.2157,       1062       0.1674      -1.1582      -1.3256,       1062       0.1674      -0.3532      -0.5206,       1062       0.1674      -0.1001      -0.2675,       1062       0.1674      -0.1089      -0.2763
2014.4.8,1993.03,       1063        0.297       0.0944      -0.2026,       1063        0.297        0.244      -0.0531,       1063        0.297      -0.0434      -0.3405,       1063        0.297       0.4389       0.1419,       1063        0.297       1.4589       1.1619,       1063        0.297       2.5224       2.2253,       1063        0.297       0.1487      -0.1484,       1063        0.297       0.3483       0.0512
2014.4.9,1998.95,       1064       0.4833       0.0107      -0.4726,       1064       0.4833      -0.6511      -1.1344,       1064       0.4833      -0.0012      -0.4845,       1064       0.4833      -0.8588       -1.342,       1064       0.4833       1.8999       1.4166,       1064       0.4833       0.0936      -0.3896,       1064       0.4833       0.1426      -0.3406,       1064       0.4833       0.1038      -0.3795
2014.4.10,2008.61,       1065      -0.5561      -0.6159      -0.0598,       1065      -0.5561      -0.7152       -0.159,       1065      -0.5561      -0.8009      -0.2448,       1065      -0.5561      -0.6605      -0.1044,       1065      -0.5561       -0.755      -0.1989,       1065      -0.5561       0.4481       1.0042,       1065      -0.5561      -0.8534      -0.2973,       1065      -0.5561      -0.5545       0.0016
2014.4.11,1997.44,       1066       -0.021      -0.1429      -0.1219,       1066       -0.021       0.0484       0.0694,       1066       -0.021       0.0625       0.0835,       1066       -0.021        0.422       0.4431,       1066       -0.021       -0.323       -0.302,       1066       -0.021      -0.4364      -0.4153,       1066       -0.021      -0.2452      -0.2242,       1066       -0.021      -0.1962      -0.1752
2014.4.14,1997.02,       1067      -0.2379      -0.1243       0.1136,       1067      -0.2379        0.006       0.2438,       1067      -0.2379       0.1013       0.3392,       1067      -0.2379      -0.4877      -0.2499,       1067      -0.2379        0.003       0.2409,       1067      -0.2379      -0.2325       0.0053,       1067      -0.2379      -0.0452       0.1927,       1067      -0.2379      -0.1273       0.1105
2014.4.15,1992.27,       1068       -0.003      -0.0516      -0.0486,       1068       -0.003      -0.2972      -0.2942,       1068       -0.003      -0.3759      -0.3729,       1068       -0.003      -0.3004      -0.2974,       1068       -0.003       0.5942       0.5972,       1068       -0.003       0.3211       0.3241,       1068       -0.003      -0.0606      -0.0576,       1068       -0.003      -0.0283      -0.0253
2014.4.16,1992.21,       1069       -0.008      -0.0024       0.0056,       1069       -0.008       0.4569        0.465,       1069       -0.008       0.1608       0.1688,       1069       -0.008        0.712         0.72,       1069       -0.008       0.2523       0.2604,       1069       -0.008        1.307        1.315,       1069       -0.008       0.4527       0.4608,       1069       -0.008       0.3285       0.3365
2014.4.17,1992.05,       1070       0.6139       0.3015      -0.3125,       1070       0.6139       0.4145      -0.1995,       1070       0.6139       0.5021      -0.1118,       1070       0.6139       0.4202      -0.1938,       1070       0.6139       0.8008       0.1868,       1070       0.6139       0.4057      -0.2083,       1070       0.6139       0.2579       -0.356,       1070       0.6139       0.2643      -0.3497
2014.4.18,2004.28,       1071      -0.2525       0.0278       0.2802,       1071      -0.2525        0.206       0.4585,       1071      -0.2525       0.1122       0.3646,       1071      -0.2525       0.1497       0.4021,       1071      -0.2525       0.3492       0.6017,       1071      -0.2525       2.3486        2.601,       1071      -0.2525       0.0875       0.3399,       1071      -0.2525       0.1009       0.3534
2014.4.21,1999.22,       1072       0.2501      -0.0657      -0.3158,       1072       0.2501       0.4121        0.162,       1072       0.2501       0.0936      -0.1565,       1072       0.2501       0.2994       0.0493,       1072       0.2501       0.0893      -0.1608,       1072       0.2501       1.0186       0.7685,       1072       0.2501       0.0608      -0.1893,       1072       0.2501       0.1443      -0.1058
2014.4.22,2004.22,       1073      -0.1921       0.4078       0.5999,       1073      -0.1921      -0.2984      -0.1063,       1073      -0.1921       0.5491       0.7412,       1073      -0.1921      -0.2521        -0.06,       1073      -0.1921       0.7011       0.8932,       1073      -0.1921       2.1462       2.3383,       1073      -0.1921        0.099       0.2911,       1073      -0.1921      -0.0903       0.1018
2014.4.23,2000.37,       1074      -0.1015       0.0536        0.155,       1074      -0.1015       0.1604       0.2619,       1074      -0.1015       0.1347       0.2362,       1074      -0.1015       0.3133       0.4148,       1074      -0.1015      -0.0477       0.0538,       1074      -0.1015      -0.0555        0.046,       1074      -0.1015      -0.1733      -0.0718,       1074      -0.1015       -0.187      -0.0855
2014.4.24,1998.34,       1075      -1.3351      -0.4886       0.8465,       1075      -1.3351      -0.4011        0.934,       1075      -1.3351      -0.6006       0.7345,       1075      -1.3351      -0.7803       0.5548,       1075      -1.3351      -0.1508       1.1843,       1075      -1.3351       0.9249         2.26,       1075      -1.3351      -0.4237       0.9114,       1075      -1.3351      -0.4126       0.9225
