@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute GAS_Now numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_High numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_High numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Now numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_High numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute USD_KRW_Now numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Open numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2012-09-04, 1907.13, 1.776, 1.776, 1.2594, 1.2567, 1.2611, 1.2556, 331.89, 328.03, 5758.41, 5711.48, 5758.41, 5701.06, 11.8695, 11.8985, 11.778, 178.53, 178.13, 2.8265, 2.783, 2.8480000000000003, 56954.47, 0.691, 0.691, 0.691, 0.691, 7014.83, 6946.61, 7016.31, 6944.25, 1386.66, 1407.91, 1386.66, 1443.47, 1.6540000000000001, 1.6540000000000001, 1.6540000000000001, 5253.75, 1405.76, 1397.76, 3.4615, 3.417, 2059.15, 2044.82, 2066.78, 2041.16, 1425.55, 1420.26, 3071.01, 3066.445, 146.09, 145.62, 2.204, 2.204, 1.561, 1.561, 1.561, 1186.66, 1186.96, 0.9881, 0.9851, 1.3530000000000002, 1.3530000000000002, 1.3530000000000002, 57500.0, 20.3796, 20.3656, 20.4322, 20.3478, 95.885, 95.565, 39807.38, 8836.61, 8893.39, 2.99, 3.0, 2.97, 6438.93, 13122.13, 12989.865, 164.72500000000005, 1049.52, 1040.42, 1039.99, 1159.12, 1166.28, 1157.14, 0.7904, 114.03, 1800.8, 1792.29, 1.2754, 819.28, 556.6, 557.86, 555.88, 1688.75, 1694.0, 1666.95, 7434.2, 7398.5, 7351.2, 816.0, 798.0, 15267.17, 15275.2, 4117.95, 4118.33, 4047.28, 6.881, 6.9239999999999995, 0.8016, 5250.99, 5186.35, 0.785, 0.7959999999999999, 0.784, 1131.98, 1119.69, 1113.75, 1120.33, 1113.63, 11945.48, 11955.134999999998, 11979.89, 14.465, 14.505, 14.4161, 1235.48, 1231.2, 3.1763, 5.789, 5.84, 5.7860000000000005, 78.37, 78.39, 78.18, 887.565, 904.88, 881.13, 2.9930000000000003, 2.9930000000000003, 2.9930000000000003, 2366.47, 2339.11, 2367.15, 2336.35
2012-09-05, 1874.03, 1.785, 1.735, 1.2567, 1.2593, 1.263, 1.2557, 328.66, 328.35, 5672.01, 5758.41, 5758.41, 5658.34, 11.8445, 11.8895, 11.793, 178.61, 178.36, 2.8539999999999996, 2.806, 2.888, 56202.5, 0.7070000000000001, 0.7070000000000001, 0.7070000000000001, 0.7070000000000001, 6932.58, 7012.99, 7015.71, 6920.0, 1406.04, 1419.2, 1403.37, 1444.12, 1.629, 1.629, 1.629, 5274.0, 1404.94, 1396.56, 3.469, 3.429, 2043.65, 2060.61, 2063.82, 2039.27, 1423.59, 1422.62, 3075.06, 3063.25, 145.83, 145.74, 2.207, 2.207, 1.574, 1.574, 1.574, 1186.18, 1185.47, 0.9876, 0.984, 1.374, 1.374, 1.374, 57400.0, 20.3835, 20.3669, 20.4451, 20.3344, 95.3, 96.38, 39803.47, 8787.97, 8804.44, 2.99, 3.01, 2.98, 6439.17, 13092.39, 12977.09, 164.9, 1035.74, 1050.25, 1032.53, 1158.91, 1158.44, 1156.5, 0.79, 113.93, 1803.61, 1795.53, 1.2747, 823.77, 554.94, 556.05, 554.2, 1692.9, 1698.0, 1687.7, 7488.2, 7460.6, 7444.2, 818.25, 800.0, 15222.63, 15383.41, 4105.25, 4128.16, 4098.31, 6.79, 6.82, 0.7996, 5327.22, 5256.51, 0.7879999999999999, 0.782, 0.78, 1133.63, 1113.52, 1119.38, 1121.21, 1112.34, 11941.7, 11977.96, 11974.69, 14.4449, 14.4855, 14.4081, 1236.31, 1240.73, 3.1815, 5.6679999999999975, 5.709, 5.638, 78.24, 78.46, 78.23, 886.5, 903.88, 881.13, 3.02, 3.02, 3.02, 2347.9, 2363.22, 2368.47, 2345.28
2012-09-06, 1881.24, 1.766, 1.7180000000000002, 1.2601, 1.2567, 1.2626, 1.2502, 328.83, 327.21, 5657.86, 5672.01, 5675.91, 5634.88, 11.8775, 11.8795, 11.816, 179.01, 178.83, 2.795, 2.85, 2.8689999999999998, 56236.32, 0.7170000000000001, 0.7170000000000001, 0.7170000000000001, 0.7170000000000001, 6964.69, 6941.66, 7003.53, 6892.86, 1405.71, 1407.02, 1385.27, 1437.93, 1.6469999999999998, 1.6469999999999998, 1.6469999999999998, 5225.7, 1403.44, 1401.25, 3.532, 3.45, 2037.68, 2038.87, 2048.32, 2029.05, 1423.79, 1419.37, 3069.27, 3072.57, 146.1, 146.09, 2.246, 2.246, 1.5959999999999999, 1.5959999999999999, 1.5959999999999999, 1189.47, 1185.39, 0.9921, 0.9855, 1.412, 1.412, 1.412, 56450.0, 20.3301, 20.3599, 20.4185, 20.2737, 95.36, 95.61, 39705.07, 8756.59, 8759.26, 3.0, 3.01, 2.98, 6435.63, 13095.91, 13018.74, 160.45, 1038.12, 1033.86, 1028.93, 1158.26, 1158.61, 1154.13, 0.7885, 112.73, 1811.38, 1796.51, 1.2715, 824.88, 557.36, 554.61, 554.61, 1690.8, 1693.3, 1690.4, 7494.0, 7468.7, 7421.6, 807.25, 789.0, 15128.08, 15311.08, 4075.35, 4105.73, 4065.7, 6.6270000000000024, 6.6370000000000005, 0.7957, 5372.13, 5335.47, 0.8029999999999999, 0.8109999999999999, 0.8029999999999999, 1136.66, 1113.67, 1111.67, 1116.24, 1106.28, 11990.14, 11934.09, 11994.0, 14.4471, 14.5167, 14.4324, 1233.84, 1231.28, 3.1514, 5.53, 5.688, 5.528, 78.39, 78.53, 78.29, 867.88, 887.13, 865.63, 2.9730000000000003, 2.9730000000000003, 2.9730000000000003, 2346.18, 2341.75, 2357.51, 2328.71
2012-09-07, 1929.58, 1.841, 1.755, 1.2631, 1.2603, 1.2652, 1.2562, 336.43, 329.0, 5777.34, 5657.86, 5785.98, 5657.86, 11.8575, 11.8725, 11.807, 178.81, 178.81, 2.7760000000000002, 2.799, 2.866, 56868.2, 0.733, 0.733, 0.733, 0.733, 7167.33, 6984.31, 7172.32, 6977.86, 1390.92, 1438.68, 1390.51, 1456.89, 1.714, 1.714, 1.714, 5238.4, 1432.12, 1403.44, 3.523, 3.4989999999999997, 2051.92, 2040.67, 2052.95, 2036.37, 1431.42, 1423.5, 3135.81, 3087.94, 146.45, 146.09, 2.256, 2.256, 1.676, 1.676, 1.676, 1189.21, 1188.49, 0.9916, 0.9808, 1.554, 1.554, 1.554, 57675.0, 20.3746, 20.3158, 20.3946, 20.2374, 95.53, 96.0, 40056.46, 8690.34, 8697.0, 2.98, 3.0, 2.97, 6532.59, 13294.13, 13045.08, 157.9, 1058.45, 1040.25, 1038.41, 1166.36, 1157.77, 1154.32, 0.7902, 112.55, 1808.17, 1799.92, 1.278, 839.23, 559.22, 556.95, 554.8, 1702.6, 1712.4, 1696.4, 7862.0, 7536.2, 7533.0, 800.25, 787.25, 15780.32, 15788.56, 4102.86, 4103.68, 4080.82, 6.3839999999999995, 6.402, 0.8031, 5388.92, 5375.87, 0.809, 0.8, 0.8, 1134.15, 1112.57, 1112.75, 1117.47, 1109.83, 12139.73, 12041.08, 12144.34, 14.4874, 14.499, 14.3348, 1243.92, 1237.79, 3.1326, 5.327000000000001, 5.494, 5.311, 78.36, 79.02, 78.36, 890.75, 894.38, 867.63, 3.0, 3.0, 3.0, 2397.79, 2350.98, 2400.45, 2347.92
2012-09-10, 1924.7, 1.895, 1.7990000000000002, 1.2816, 1.2631, 1.2818, 1.2626, 337.57, 337.08, 5794.8, 5777.34, 5807.57, 5772.87, 11.811, 11.837, 11.771, 178.2, 177.93, 2.682, 2.747, 2.765, 57596.41499999999, 0.759, 0.759, 0.759, 0.759, 7214.5, 7183.92, 7248.51, 7182.6, 1437.37, 1478.89, 1434.96, 1484.67, 1.686, 1.686, 1.686, 5342.1, 1437.92, 1431.45, 3.656, 3.5260000000000002, 2127.76, 2062.99, 2145.0, 2062.99, 1431.55, 1425.65, 3136.42, 3133.22, 146.12, 145.49, 2.217, 2.217, 1.6680000000000001, 1.6680000000000001, 1.6680000000000001, 1196.59, 1188.1, 0.9837, 0.9765, 1.527, 1.527, 1.527, 58717.5, 20.4154, 20.3602, 20.4487, 20.273, 96.42, 94.7, 40216.89, 8821.37, 8871.65, 3.05, 3.07, 3.03, 6561.56, 13320.27, 13266.22, 162.7, 1070.87, 1064.53, 1064.53, 1174.15, 1165.3, 1160.31, 0.7923, 112.34, 1812.38, 1797.86, 1.2838, 843.78, 557.32, 558.68, 556.29, 1737.5, 1738.2, 1696.7, 7882.8, 7882.1, 7834.4, 801.25, 790.0, 16110.27, 16195.24, 4143.68, 4154.97, 4126.19, 5.8729999999999976, 5.886, 0.8126, 5496.85, 5396.01, 0.8220000000000001, 0.812, 0.812, 1130.3, 1122.02, 1120.11, 1125.625, 1118.005, 12268.01, 12194.5, 12270.97, 14.3638, 14.4928, 14.2892, 1246.1, 1254.29, 3.1329, 5.077, 5.186, 5.04, 78.85, 79.01, 78.0, 905.5, 912.38, 884.88, 3.1180000000000003, 3.1180000000000003, 3.1180000000000003, 2416.73, 2406.78, 2438.27, 2406.23
2012-09-11, 1920.0, 1.8630000000000002, 1.825, 1.2759, 1.2807, 1.2813, 1.2755, 335.5, 335.3, 5793.2, 5794.8, 5806.79, 5777.07, 11.789, 11.799, 11.76, 178.13, 177.79, 2.812, 2.659, 2.847, 58324.63, 0.706, 0.706, 0.706, 0.706, 7213.7, 7207.96, 7233.92, 7203.65, 1471.8, 1477.58, 1462.77, 1479.61, 1.733, 1.733, 1.733, 5363.45, 1429.08, 1428.98, 3.7, 3.65, 2134.89, 2128.07, 2140.17, 2120.49, 1447.11, 1439.24, 3104.02, 3131.34, 145.67, 145.33, 2.251, 2.251, 1.6540000000000001, 1.6540000000000001, 1.6540000000000001, 1192.69, 1196.88, 0.9791, 0.9754, 1.548, 1.548, 1.548, 59760.0, 20.3625, 20.3666, 20.4324, 20.3379, 96.54, 96.24, 40168.53, 8853.19, 8874.54, 3.01, 3.05, 3.01, 6547.77, 13324.1, 13251.39, 173.4, 1067.57, 1067.59, 1066.89, 1166.54, 1171.2, 1165.23, 0.7974, 113.92, 1810.39, 1800.83, 1.2781, 844.3, 558.25, 555.85, 555.65, 1728.7, 1733.5, 1727.2, 7857.7, 7839.4, 7796.9, 800.75, 779.0, 16092.06, 16159.92, 4160.66, 4163.89, 4128.35, 5.685, 5.768, 0.8133, 5592.03, 5504.46, 0.804, 0.815, 0.802, 1129.0, 1131.47, 1127.47, 1133.78, 1126.18, 12215.43, 12257.18, 12303.78, 14.439, 14.454, 14.4003, 1250.93, 1249.73, 3.1506, 5.167999999999998, 5.127999999999999, 5.06, 78.22, 78.33, 78.15, 888.5, 917.38, 885.38, 3.057, 3.057, 3.057, 2411.84, 2407.03, 2421.83, 2406.51
2012-09-12, 1950.03, 1.86, 1.824, 1.2855, 1.2757, 1.2872, 1.2754, 336.11, 332.88, 5792.19, 5793.2, 5796.56, 5764.22, 11.781, 11.809, 11.76, 178.11, 178.05, 2.992, 2.842, 3.009, 58404.08, 0.7120000000000001, 0.7120000000000001, 0.7120000000000001, 0.7120000000000001, 7310.11, 7197.2, 7313.48, 7186.63, 1476.44, 1480.27, 1460.1, 1479.0, 1.739, 1.739, 1.739, 5390.0, 1433.56, 1429.13, 3.715, 3.668, 2120.55, 2127.52, 2127.52, 2107.22, 1439.92, 1438.61, 3104.53, 3105.01, 145.52, 145.42, 2.17, 2.17, 1.7, 1.7, 1.7, 1201.26, 1192.47, 0.9781, 0.9712, 1.5419999999999998, 1.5419999999999998, 1.5419999999999998, 58900.0, 20.4206, 20.3526, 20.4206, 20.3006, 97.17, 96.29, 40165.35, 8811.33, 8814.03, 3.02, 3.03, 3.0, 6505.62, 13354.34, 13253.21, 177.25, 1076.57, 1064.15, 1060.44, 1176.68, 1166.02, 1163.82, 0.7965, 114.37, 1814.94, 1803.54, 1.2822, 845.15, 559.51, 557.94, 555.28, 1731.8, 1736.0, 1735.8, 7930.4, 7820.1, 7730.0, 786.0, 778.25, 16226.66, 16243.23, 4155.36, 4157.28, 4127.76, 5.81, 5.8260000000000005, 0.8194, 5590.9, 5600.94, 0.8, 0.8009999999999999, 0.7979999999999999, 1128.34, 1130.71, 1124.89, 1131.16, 1122.82, 12220.45, 12239.16, 12264.13, 14.415, 14.5218, 14.4078, 1248.32, 1250.69, 3.1645, 5.088, 5.251, 5.064, 78.27, 78.28, 77.67, 883.88, 898.13, 882.38, 3.0469999999999997, 3.0469999999999997, 3.0469999999999997, 2417.83, 2402.2, 2417.95, 2392.13
2012-09-13, 1950.69, 1.925, 1.855, 1.29, 1.2855, 1.2937, 1.2816, 336.1, 334.92, 5782.08, 5792.19, 5821.24, 5757.58, 11.7795, 11.7835, 11.741, 178.19, 178.04, 3.063, 3.0010000000000003, 3.068, 59205.35, 0.743, 0.743, 0.743, 0.743, 7343.53, 7331.58, 7410.36, 7307.48, 1480.05, 1497.04, 1478.27, 1483.96, 1.831, 1.831, 1.831, 5431.0, 1436.56, 1432.99, 3.71, 3.688, 2126.55, 2129.69, 2137.89, 2109.14, 1449.4, 1443.44, 3114.31, 3115.33, 145.46, 145.08, 2.214, 2.214, 1.758, 1.758, 1.758, 1202.41, 1200.7, 0.9771, 0.9715, 1.643, 1.643, 1.643, 60110.0, 20.4122, 20.3783, 20.4531, 20.3159, 97.01, 96.85, 40299.68, 8827.21, 8959.96, 3.02, 3.04, 3.01, 6531.94, 13373.62, 13317.52, 177.15, 1085.76, 1078.58, 1073.46, 1179.44, 1176.33, 1174.25, 0.7966, 115.0, 1818.04, 1808.37, 1.2864, 845.17, 556.02, 559.13, 555.04, 1730.6, 1742.3, 1730.5, 7992.1, 7972.5, 7928.7, 786.25, 761.5, 16419.79, 16504.54, 4174.1, 4177.16, 4142.37, 5.64, 5.71, 0.8236, 5668.3, 5596.65, 0.8109999999999999, 0.8009999999999999, 0.8009999999999999, 1127.06, 1133.84, 1133.02, 1135.79, 1128.53, 12232.62, 12262.31, 12284.75, 14.4998, 14.5187, 14.4386, 1259.96, 1255.2, 3.1809, 5.019, 5.041, 5.0089999999999995, 77.76, 77.96, 77.71, 889.88, 893.38, 869.0, 3.0980000000000003, 3.0980000000000003, 3.0980000000000003, 2439.49, 2420.82, 2445.16, 2413.17
2012-09-14, 2007.58, 1.949, 1.855, 1.2989, 1.29, 1.3002, 1.2857, 334.6, 333.3, 5819.92, 5782.08, 5826.57, 5770.26, 11.7865, 11.7925, 11.751, 178.33, 178.04, 3.037, 3.063, 3.07, 59629.04, 0.77, 0.77, 0.77, 0.77, 7310.32, 7341.78, 7353.22, 7280.23, 1482.67, 1488.25, 1477.81, 1478.81, 1.8130000000000002, 1.8130000000000002, 1.8130000000000002, 5435.35, 1459.99, 1435.34, 3.727, 3.688, 2110.38, 2123.84, 2130.08, 2110.0, 1453.24, 1450.79, 3155.83, 3117.66, 145.27, 145.16, 2.1830000000000003, 2.1830000000000003, 1.7209999999999999, 1.7209999999999999, 1.7209999999999999, 1206.84, 1201.77, 0.9776, 0.9665, 1.56, 1.56, 1.56, 60150.0, 20.3961, 20.4009, 20.4545, 20.3314, 98.31, 96.93, 40675.14, 8950.01, 9022.2, 3.04, 3.11, 3.04, 6520.21, 13573.33, 13325.11, 178.5, 1086.3, 1082.47, 1080.81, 1190.39, 1178.92, 1176.37, 0.799, 115.45, 1826.09, 1813.1, 1.2918, 860.64, 558.49, 555.49, 555.13, 1769.1, 1767.5, 1728.7, 7935.9, 7957.6, 7865.1, 778.0, 766.25, 16244.28, 16467.07, 4170.64, 4185.02, 4162.15, 5.693, 5.73, 0.8322, 5777.22, 5674.22, 0.828, 0.82, 0.82, 1128.82, 1133.05, 1131.5, 1133.13, 1128.67, 12360.16, 12234.75, 12366.04, 14.4651, 14.6343, 14.4558, 1257.69, 1261.9, 3.2104, 5.016, 5.058, 5.0089999999999995, 77.83, 77.87, 77.11, 901.38, 904.88, 885.75, 3.1519999999999997, 3.1519999999999997, 3.1519999999999997, 2426.57, 2435.5, 2437.75, 2421.54
2012-09-17, 2002.35, 2.004, 1.8880000000000001, 1.3127, 1.2990000000000002, 1.3171, 1.298, 338.28, 336.93, 5915.55, 5819.92, 5932.62, 5819.92, 11.7525, 11.7815, 11.685, 176.89, 178.23, 2.943, 3.036, 3.062, 61823.43, 0.7959999999999999, 0.7959999999999999, 0.7959999999999999, 0.7959999999999999, 7412.13, 7397.98, 7446.47, 7388.79, 1484.98, 1594.63, 1484.98, 1541.68, 1.966, 1.966, 1.966, 5577.65, 1465.77, 1460.07, 3.852, 3.7489999999999997, 2123.85, 2127.39, 2136.23, 2111.12, 1464.99, 1453.85, 3183.95, 3166.24, 145.48, 143.95, 2.259, 2.259, 1.869, 1.869, 1.869, 1204.95, 1205.88, 0.9724, 0.9632, 1.71, 1.71, 1.71, 62800.0, 20.5699, 20.354, 20.5737, 20.2021, 99.0, 98.04, 41155.36, 9097.92, 9193.27, 3.09, 3.11, 3.06, 6581.04, 13653.24, 13533.94, 180.8, 1114.98, 1103.45, 1102.04, 1178.43, 1189.48, 1177.17, 0.8034, 115.58, 1823.57, 1806.46, 1.2867, 868.5, 555.24, 558.05, 551.95, 1769.8, 1774.5, 1766.0, 8154.5, 8101.9, 8087.5, 792.0, 775.5, 16624.45, 16694.79, 4257.0, 4269.05, 4205.42, 5.595, 5.852, 0.8354, 5926.9, 5789.4, 0.802, 0.825, 0.8, 1117.05, 1134.3125, 1133.99, 1135.6575, 1130.8000000000004, 12499.47, 12446.13, 12529.77, 14.5558, 14.5646, 14.2357, 1276.12, 1274.04, 3.2093, 5.025, 4.968999999999999, 4.947, 77.47, 78.39, 77.44, 925.88, 930.63, 898.75, 3.197, 3.197, 3.197, 2471.6, 2456.61, 2478.06, 2454.62
2012-09-18, 2004.96, 1.9809999999999999, 1.9409999999999998, 1.3117, 1.3127, 1.317, 1.3083, 337.15, 336.52, 5893.52, 5915.55, 5915.68, 5883.22, 11.7995, 11.8095, 11.622, 176.73, 176.56, 2.865, 2.929, 2.983, 61551.85, 0.8440000000000001, 0.8440000000000001, 0.8440000000000001, 0.8440000000000001, 7403.69, 7390.29, 7414.22, 7382.47, 1589.4, 1591.24, 1573.3, 1539.53, 1.921, 1.921, 1.921, 5610.0, 1461.19, 1457.55, 3.81, 3.762, 2078.5, 2120.62, 2121.58, 2077.48, 1465.71, 1459.65, 3178.67, 3183.4, 144.04, 143.56, 2.291, 2.291, 1.8430000000000002, 1.8430000000000002, 1.8430000000000002, 1203.84, 1204.59, 0.9761, 0.9691, 1.6880000000000002, 1.6880000000000002, 1.6880000000000002, 62120.0, 20.7201, 20.5312, 20.7874, 20.4916, 96.62, 99.15, 40831.22, 9126.705, 9186.855, 3.15, 3.15, 3.12, 6576.24, 13593.15, 13526.67, 175.05, 1108.53, 1108.49, 1106.19, 1169.2, 1178.51, 1166.49, 0.8058, 111.5, 1817.11, 1805.79, 1.2822, 864.68, 549.12, 554.91, 548.42, 1767.7, 1774.8, 1753.8, 8148.0, 8087.6, 8049.6, 781.0, 747.0, 16470.09, 16572.16, 4255.28, 4272.83, 4236.82, 5.831, 6.034, 0.8304, 5969.09, 5938.86, 0.8085, 0.8265, 0.8065, 1116.5, 1135.5749999999996, 1136.48, 1138.185, 1132.93, 12446.86, 12494.57, 12508.71, 14.2484, 14.2666, 14.1319, 1278.54, 1277.83, 3.2425, 5.16, 5.129, 5.102, 78.37, 78.92, 78.14, 883.63, 918.38, 876.38, 3.408, 3.408, 3.408, 2474.45, 2455.66, 2475.37, 2450.26
2012-09-19, 2007.88, 1.935, 1.893, 1.3048, 1.3118, 1.3122, 1.3028, 335.47, 334.56, 5868.16, 5893.52, 5893.52, 5837.52, 11.7745, 11.8355, 11.749, 177.07, 176.64, 2.773, 2.875, 2.9160000000000004, 61446.85, 0.828, 0.828, 0.828, 0.828, 7347.69, 7350.09, 7375.0, 7304.25, 1582.22, 1586.75, 1546.74, 1538.31, 1.8769999999999998, 1.8769999999999998, 1.8769999999999998, 5600.05, 1459.32, 1456.13, 3.803, 3.765, 2059.54, 2069.34, 2074.76, 2053.66, 1463.52, 1456.7, 3177.8, 3173.62, 143.95, 143.94, 2.255, 2.255, 1.8119999999999998, 1.8119999999999998, 1.8119999999999998, 1204.67, 1202.85, 0.9767, 0.9729, 1.63, 1.63, 1.63, 62130.0, 20.7569, 20.659, 20.7569, 20.5517, 95.29, 96.71, 40700.4, 9155.49, 9180.44, 3.13, 3.13, 3.08, 6549.47, 13582.12, 13517.81, 177.4, 1100.98, 1103.91, 1096.63, 1169.81, 1168.45, 1163.49, 0.8018, 111.61, 1819.71, 1811.94, 1.281, 858.89, 553.08, 548.54, 548.54, 1768.4, 1766.4, 1766.3, 8058.3, 8085.0, 7949.1, 754.0, 739.0, 16076.03, 16394.45, 4223.89, 4249.43, 4198.9, 6.028, 6.066, 0.8285, 5910.81, 5974.11, 0.815, 0.828, 0.813, 1118.9, 1136.8375, 1138.97, 1140.7125, 1135.06, 12422.71, 12422.82, 12450.04, 14.175, 14.252, 14.166, 1272.86, 1274.54, 3.1635, 5.118, 5.193, 5.1080000000000005, 78.7, 78.87, 78.49, 866.75, 887.63, 860.88, 3.358, 3.358, 3.358, 2449.4, 2461.6, 2463.92, 2438.7
2012-09-20, 1990.33, 1.932, 1.88, 1.3048, 1.3046, 1.3086, 1.2992, 335.71, 334.52, 5888.48, 5868.16, 5894.39, 5861.01, 11.7025, 11.7765, 11.67, 176.9, 176.97, 2.762, 2.7739999999999996, 2.855, 61518.9, 0.8540000000000001, 0.8540000000000001, 0.8540000000000001, 0.8540000000000001, 7390.76, 7387.18, 7396.12, 7326.24, 1547.79, 1564.73, 1508.6, 1527.82, 1.844, 1.844, 1.844, 5577.15, 1461.05, 1457.88, 3.8289999999999997, 3.804, 2067.83, 2061.06, 2069.95, 2055.2, 1458.82, 1448.77, 3182.62, 3179.04, 144.24, 143.75, 2.271, 2.271, 1.774, 1.774, 1.774, 1203.06, 1204.42, 0.9766, 0.9723, 1.599, 1.599, 1.599, 62245.0, 20.6597, 20.6978, 20.7145, 20.6269, 91.98, 95.49, 40945.03, 9166.52, 9288.53, 3.09, 3.12, 3.09, 6570.72, 13626.48, 13556.74, 174.4, 1106.43, 1102.98, 1101.67, 1168.93, 1169.07, 1162.61, 0.8014, 107.4, 1818.03, 1804.74, 1.2825, 859.25, 551.29, 552.66, 550.28, 1769.0, 1778.5, 1768.0, 8098.8, 8094.9, 8031.5, 759.25, 739.5, 16100.23, 16250.17, 4244.71, 4253.25, 4213.44, 5.852, 5.881, 0.8294, 5849.14, 5903.88, 0.8190000000000001, 0.818, 0.8, 1116.14, 1138.1, 1141.46, 1143.24, 1137.19, 12436.16, 12441.69, 12462.83, 14.1934, 14.2637, 14.0644, 1285.46, 1274.14, 3.1281, 4.996, 5.0969999999999995, 4.99, 78.8, 79.21, 78.24, 885.0, 885.88, 866.63, 3.37, 3.37, 3.37, 2452.08, 2456.33, 2462.22, 2440.55
