@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute FTSE_Now_x numeric
@attribute IDR_KRW_Open numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Open numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2011-06-20, 2019.65, 2.946, 2.946, 1.4311, 1.4342, 1.4127, 333.11, 5714.94, 12.671, 167.82, 168.58, 168.63, 167.31, 4.325, 61059.98, 61268.47, 2.44, 2.44, 1896.72, 1863.65, 1645.82, 1638.38, 3.198, 5366.4, 5412.5, 5421.15, 1271.5, 1268.58, 1279.82, 1267.4, 4.103, 4.149, 4.0969999999999995, 2642.82, 2661.41, 2675.03, 1554.1, 1557.47, 1533.31, 2646.29, 2648.54, 138.78, 3.45, 3.45, 2.944, 1279.09, 1286.28, 1287.67, 1275.31, 0.9818, 0.9869, 0.9773, 2.955, 2.955, 61859.0, 62455.0, 61515.0, 24.3263, 24.1277, 93.01, 95.1, 91.84, 35025.74, 35223.4, 9445.0, 9445.0, 9312.5, 4.25, 4.18, 6145.16, 6123.83, 6100.63, 12004.36, 11962.58, 12109.11, 11952.55, 1074.9, 1067.84, 1154.58, 1140.36, 0.8785, 0.8766, 114.21, 114.31, 111.05, 1764.61, 788.8, 790.1, 679.57, 680.74, 681.4, 675.59, 1538.6, 1523.0, 10135.2, 9862.1, 10159.4, 9803.8, 1.6197, 1.6174, 1.6202, 1.6094, 700.25, 714.5, 691.25, 20096.84, 19695.0, 19665.0, 3759.2, 3704.58, 5.706, 0.8056, 0.8138, 7050.03, 7015.83, 1.119, 1.121, 1111.15, 1085.95, 1088.95, 1205.42, 1192.0749999999996, 1206.765, 1186.39, 12789.95, 12852.48, 12948.75, 13.5294, 13.5753, 6484.636666666666, 6495.446666666668, 1026.5, 1015.5, 2.9833, 3.009, 2.9347, 4.823, 80.68, 35.73900000000001, 35.195, 671.88, 671.25, 664.13, 5.105, 5.105, 2542.72, 2525.54
2011-06-21, 2048.17, 2.966, 2.906, 1.4309, 1.4329, 1.4191, 331.64, 5693.39, 12.586, 167.38, 167.87, 168.0, 166.94, 4.317, 61168.24, 61571.37, 2.441, 2.441, 1878.55, 1847.18, 1626.14, 1623.21, 3.2260000000000004, 5257.9, 5372.2, 5377.4, 1278.36, 1271.5, 1280.42, 1267.56, 4.075, 4.059, 4.02, 2621.25, 2635.83, 2637.88, 1549.86, 1556.9, 1539.74, 2608.05, 2636.55, 138.53, 3.468, 3.468, 2.9560000000000004, 1280.69, 1278.16, 1292.44, 1270.47, 0.9809, 0.9851, 0.9779, 2.955, 2.955, 62126.0, 61600.0, 61420.0, 24.313, 24.0547, 93.26, 92.8, 91.14, 35109.97, 35025.13, 9382.0, 9419.5, 9339.5, 4.27, 4.22, 6113.7, 6073.06, 6070.37, 12080.38, 12004.28, 12129.54, 11942.07, 1071.22, 1064.23, 1146.08, 1139.22, 0.8826, 0.8787, 112.96, 113.38, 111.23, 1754.98, 778.5, 791.1, 678.74, 676.2, 682.0, 674.75, 1541.5, 1536.0, 10038.1, 10029.8, 10053.5, 9918.8, 1.6206, 1.6164, 1.6237, 1.6109, 700.5, 707.75, 695.5, 19704.29, 19649.0, 19497.0, 3751.75, 3710.82, 5.648, 0.8096, 0.8118, 7040.68, 7050.03, 1.12, 1.12, 1106.38, 1083.4, 1081.6, 1205.25, 1195.08, 1206.18, 1192.02, 12857.7, 12788.96, 12872.84, 13.5572, 13.5786, 6442.7, 6442.7, 1024.6, 1013.09, 2.932, 2.9833, 2.9248, 4.879, 80.36, 36.065, 35.8, 658.5, 673.88, 656.13, 5.102, 5.102, 2537.53, 2529.71
2011-06-22, 2063.9, 2.9810000000000003, 2.9619999999999997, 1.4407, 1.4423, 1.4304, 336.14, 5775.31, 12.56, 166.3, 167.24, 167.48, 166.18, 4.388, 61423.61, 61542.51, 2.421, 2.421, 1858.34, 1855.24, 1635.38, 1630.05, 3.2230000000000003, 5275.85, 5280.8, 5322.45, 1295.52, 1278.4, 1297.62, 1278.4, 4.09, 4.09, 4.09, 2646.48, 2628.02, 2648.02, 1549.38, 1558.53, 1543.44, 2640.33, 2688.5, 137.89, 3.495, 3.495, 2.98, 1278.79, 1279.48, 1286.98, 1274.25, 0.9796, 0.9806, 0.9706, 2.985, 2.985, 62339.0, 62300.0, 62155.0, 24.2317, 23.9594, 93.4, 93.49, 92.5, 35276.6, 35109.97, 9412.0, 9459.66, 9376.5, 4.27, 4.24, 6171.01, 6128.0, 6121.63, 12190.01, 12081.33, 12248.97, 12059.46, 1074.45, 1070.92, 1140.13, 1136.45, 0.8828, 0.8823, 111.54, 113.1, 109.92, 1754.3, 794.6, 806.8, 677.84, 678.09, 680.46, 673.94, 1546.0, 1540.1, 10231.9, 10078.5, 10233.1, 10075.2, 1.6242, 1.6204, 1.6254, 1.6166, 707.5, 719.25, 702.25, 20102.34, 19756.0, 19736.0, 3797.56, 3729.67, 5.6270000000000024, 0.8104, 0.8146, 6996.64, 7040.68, 1.126, 1.122, 1104.91, 1075.4, 1083.4, 1223.18, 1216.77, 1228.67, 1214.56, 13063.32, 12901.44, 13085.36, 13.4832, 13.5392, 6377.71, 6479.57, 1029.18, 1015.53, 2.89, 2.9302, 2.8638, 4.83, 80.33, 36.37300000000001, 36.07, 677.25, 658.38, 655.88, 5.0969999999999995, 5.0969999999999995, 2549.0, 2548.01
2011-06-23, 2055.86, 2.978, 2.949, 1.4354, 1.4442, 1.4339, 334.17, 5772.99, 12.5, 166.25, 166.25, 166.69, 165.9, 4.317, 61194.09, 61858.97, 2.4330000000000003, 2.4330000000000003, 1872.56, 1860.74, 1640.13, 1620.32, 3.193, 5278.3, 5304.65, 5310.5, 1287.14, 1295.48, 1298.61, 1286.79, 4.09, 4.133, 4.05, 2649.32, 2648.53, 2657.73, 1540.87, 1552.23, 1538.79, 2677.18, 2693.23, 137.72, 3.5010000000000003, 3.5010000000000003, 2.98, 1279.23, 1276.82, 1289.12, 1273.03, 0.9724, 0.9755, 0.9699, 2.9560000000000004, 2.9560000000000004, 62231.0, 62295.0, 61920.0, 24.1396, 23.9074, 95.41, 93.76, 93.24, 35399.44, 35276.6, 9538.0, 9653.5, 9533.0, 4.26, 4.23, 6113.44, 6171.56, 6112.66, 12109.67, 12189.63, 12242.31, 12082.43, 1094.74, 1072.78, 1135.86, 1133.83, 0.8865, 0.8845, 110.97, 114.48, 110.35, 1744.99, 801.8, 810.1, 675.07, 677.19, 679.23, 674.41, 1552.9, 1547.2, 10226.2, 10240.8, 10264.4, 10170.1, 1.6074, 1.6239, 1.6263, 1.6061, 677.5, 714.0, 677.5, 20014.11, 20132.0, 19952.0, 3822.42, 3795.31, 5.541, 0.8121, 0.8194, 6927.74, 6996.64, 1.123, 1.126, 1104.64, 1074.3, 1075.6, 1232.16, 1228.89, 1233.61, 1219.76, 13060.56, 13050.02, 13160.9, 13.3886, 13.4306, 6462.41, 6499.46, 1033.8, 1023.86, 2.9549, 2.8876, 2.8694, 4.891, 80.42, 36.734, 36.19, 636.88, 677.38, 617.38, 5.127999999999999, 5.127999999999999, 2584.28, 2558.12
2011-06-24, 2090.81, 2.9019999999999997, 2.877, 1.4259, 1.4341, 1.4127, 328.57, 5674.38, 12.522, 167.38, 166.13, 167.69, 166.12, 4.1930000000000005, 61105.405, 61658.885, 2.39, 2.39, 1878.38, 1822.38, 1607.91, 1601.12, 3.153, 5320.0, 5269.1, 5330.6, 1283.5, 1286.6, 1286.6, 1262.87, 4.041, 4.059, 4.032, 2688.25, 2640.66, 2693.42, 1540.95, 1544.33, 1520.7, 2638.6, 2688.07, 137.82, 3.4019999999999997, 3.4019999999999997, 2.9139999999999997, 1288.69, 1277.64, 1295.39, 1274.6, 0.974, 0.9825, 0.9712, 2.867, 2.867, 62097.0, 62172.5, 61860.0, 24.1602, 23.9176, 91.02, 94.4, 89.69, 35326.66, 35392.69, 9558.0, 9653.5, 9553.0, 4.25, 4.23, 5991.09, 6087.14, 5961.97, 12050.0, 12108.5, 12108.5, 11841.19, 1067.71, 1053.05, 1137.82, 1125.15, 0.8919, 0.8845, 113.19, 113.4, 105.72, 1724.95, 790.0, 803.8, 679.03, 675.86, 681.19, 674.98, 1520.1, 1547.2, 9942.6, 10170.7, 10171.3, 9910.5, 1.601, 1.6069, 1.6073, 1.5939, 680.5, 688.0, 639.0, 19468.31, 19869.0, 19417.0, 3829.63, 3801.7, 5.644, 0.8149, 0.8178, 6871.68, 6927.82, 1.11, 1.1179999999999999, 1102.03, 1080.5, 1076.6, 1211.08, 1225.71, 1226.13, 1211.08, 12979.58, 12928.22, 13060.56, 13.3615, 13.4768, 6478.92, 6507.75, 1020.09, 1013.38, 2.7817, 2.932, 2.757, 4.935, 80.79, 35.005, 35.565, 645.75, 636.75, 606.13, 5.122000000000001, 5.122000000000001, 2550.58, 2512.06
2011-06-27, 2070.29, 2.866, 2.866, 1.4193, 1.4312, 1.4142, 328.74, 5697.72, 12.537, 166.62, 166.94, 166.99, 166.33, 4.229, 61016.72, 61458.8, 2.353, 2.353, 1829.97, 1826.32, 1633.99, 1615.13, 3.1319999999999997, 5471.25, 5343.4, 5477.85, 1268.45, 1283.04, 1283.93, 1267.24, 4.098, 4.098, 4.083, 2746.21, 2678.05, 2759.71, 1531.22, 1544.05, 1525.17, 2681.1, 2682.41, 138.11, 3.387, 3.387, 2.8710000000000004, 1294.52, 1287.93, 1297.16, 1283.28, 0.9785, 0.9888, 0.9768, 2.8339999999999996, 2.8339999999999996, 61963.0, 62050.0, 61800.0, 24.0931, 23.9431, 91.16, 92.29, 89.82, 35347.85, 35326.69, 9623.0, 9693.5, 9608.5, 4.26, 4.22, 5998.02, 6043.58, 5975.67, 11934.58, 12049.24, 12082.65, 11892.95, 1058.79, 1050.76, 1132.63, 1130.59, 0.8904, 0.8856, 108.59, 108.7, 103.62, 1729.19, 805.1, 806.5, 672.43, 677.64, 678.32, 670.71, 1500.5, 1524.7, 9812.7, 10054.6, 10085.7, 9767.8, 1.596, 1.6016, 1.6048, 1.5951, 670.0, 697.75, 669.0, 19178.75, 19675.0, 19110.0, 3854.18, 3817.38, 5.7010000000000005, 0.8138, 0.8174, 6892.56, 6871.68, 1.111, 1.102, 1103.53, 1078.85, 1078.95, 1210.155, 1213.295, 1217.68, 1205.045, 12908.89, 13017.61, 13014.22, 13.417, 13.4654, 6495.4299999999985, 6516.04, 1022.94, 1012.61, 2.7503, 2.8334, 2.7327, 4.9860000000000015, 80.61, 34.641, 35.335, 631.63, 645.88, 631.63, 5.0969999999999995, 5.0969999999999995, 2541.84, 2513.53
2011-06-28, 2062.91, 2.908, 2.843, 1.4284, 1.4296, 1.4103, 328.51, 5722.34, 12.585, 167.16, 166.63, 168.29, 166.63, 4.256, 61216.98, 61456.22, 2.286, 2.286, 1856.77, 1831.45, 1626.95, 1616.81, 3.175, 5526.6, 5441.2, 5552.65, 1280.1, 1268.44, 1284.91, 1267.53, 4.051, 4.072, 4.048, 2758.23, 2746.79, 2769.04, 1547.87, 1552.52, 1525.71, 2653.07, 2697.34, 138.47, 3.444, 3.444, 2.932, 1297.57, 1291.86, 1306.34, 1290.31, 0.9873, 0.9914, 0.9856, 2.888, 2.888, 62206.0, 62050.0, 61690.0, 24.2792, 24.0217, 90.61, 91.16, 89.61, 35601.73, 35347.85, 9623.0, 9638.0, 9568.5, 4.26, 4.24, 5990.82, 5972.89, 5969.66, 12043.56, 11934.73, 12113.5, 11907.71, 1049.87, 1048.47, 1132.09, 1127.3, 0.8886, 0.8853, 105.36, 106.74, 102.28, 1721.71, 798.8, 806.5, 679.8, 674.75, 681.37, 674.43, 1496.0, 1503.5, 9872.2, 9791.1, 9918.1, 9758.5, 1.5989, 1.5962, 1.6012, 1.5913, 660.75, 669.5, 650.0, 19297.11, 19093.0, 19038.0, 3848.37, 3806.72, 5.782, 0.8027, 0.8068, 6894.26, 6897.02, 1.103, 1.1059999999999999, 1092.35, 1083.6, 1083.6, 1209.23, 1200.88, 1209.23, 1199.01, 12966.49, 12886.0, 12974.79, 13.4117, 13.491, 6511.94, 6524.33, 1016.11, 1008.1, 2.7649, 2.7572, 2.715, 5.016, 80.98, 33.58, 33.955, 657.63, 653.13, 642.63, 5.003, 5.003, 2511.08, 2495.47
2011-06-29, 2094.42, 2.989, 2.908, 1.4369, 1.4398, 1.4235, 329.9, 5766.88, 12.532, 167.05, 166.72, 167.59, 166.58, 4.357, 62303.37, 62308.77, 2.313, 2.313, 1842.2, 1839.4, 1651.5, 1628.4, 3.2710000000000004, 5545.3, 5548.85, 5558.3, 1296.67, 1280.21, 1296.8, 1280.21, 4.092, 4.078, 4.078, 2759.2, 2759.71, 2763.28, 1552.88, 1560.64, 1541.83, 2694.26, 2729.94, 138.68, 3.51, 3.51, 3.034, 1298.98, 1296.42, 1310.0, 1292.46, 0.9862, 0.9888, 0.9811, 2.931, 2.931, 63289.0, 61905.0, 61905.0, 24.1358, 23.9745, 92.89, 90.71, 90.44, 36188.91, 35601.99, 9671.0, 9708.5, 9633.5, 4.26, 4.25, 6002.4, 6002.07, 5983.64, 12188.69, 12042.28, 12225.89, 12042.28, 1072.17, 1068.31, 1138.84, 1129.24, 0.8934, 0.8925, 106.76, 109.05, 105.35, 1730.91, 807.6, 818.1, 685.45, 679.15, 686.66, 677.33, 1499.7, 1499.9, 9936.7, 9898.6, 10002.0, 9823.6, 1.5998, 1.5986, 1.6046, 1.5912, 683.0, 684.5, 661.0, 19454.68, 19348.0, 19086.0, 3838.59, 3813.52, 5.7170000000000005, 0.8044, 0.8126, 6862.83, 6895.3, 1.091, 1.11, 1097.83, 1080.75, 1081.6, 1224.81, 1213.96, 1224.81, 1209.42, 13104.98, 12996.86, 13112.04, 13.3824, 13.4378, 6507.21, 6552.9, 1016.84, 1011.63, 2.8257, 2.7689, 2.749, 4.989, 81.27, 33.633, 33.725, 680.75, 657.88, 653.38, 5.0680000000000005, 5.0680000000000005, 2501.67, 2481.47
2011-06-30, 2100.69, 3.0869999999999997, 2.98, 1.4436, 1.4449, 1.4327, 335.28, 5855.95, 12.489, 166.01, 166.92, 167.03, 165.89, 4.315, 62333.97, 62624.62, 2.387, 2.387, 1874.34, 1873.2, 1660.0, 1651.51, 3.3360000000000003, 5600.45, 5566.5, 5608.65, 1307.41, 1296.85, 1309.21, 1296.85, 4.21, 4.1, 4.098, 2728.48, 2757.4, 2759.23, 1549.04, 1556.79, 1542.37, 2736.76, 2746.62, 137.74, 3.497, 3.497, 3.1210000000000004, 1286.11, 1297.83, 1299.13, 1282.57, 0.9813, 0.9827, 0.9687, 2.989, 2.989, 63266.0, 63415.0, 62905.0, 24.0913, 23.8824, 94.77, 93.37, 92.66, 36579.59, 36182.82, 9778.0, 9797.26, 9733.5, 4.29, 4.27, 6101.55, 6042.49, 6030.46, 12261.42, 12187.63, 12311.03, 12148.88, 1079.35, 1077.89, 1145.59, 1134.21, 0.8976, 0.8942, 108.65, 112.67, 108.1, 1727.43, 819.5, 823.4, 684.57, 682.95, 687.12, 681.46, 1509.9, 1504.1, 10143.6, 10001.5, 10234.9, 9998.2, 1.6065, 1.5995, 1.6075, 1.597, 698.0, 714.5, 684.5, 19851.47, 19616.0, 19579.0, 3867.375, 3821.99, 5.687, 0.8117, 0.8292, 6878.16, 6862.83, 1.119, 1.117, 1100.52, 1073.0, 1077.5, 1229.18, 1228.81, 1240.74, 1227.62, 13188.94, 13155.68, 13233.76, 13.3208, 13.373, 6531.17, 6580.45, 1035.1, 1019.85, 2.9202, 2.8235, 2.815, 4.948, 81.19, 34.75, 33.905, 675.0, 680.63, 662.13, 5.172999999999999, 5.172999999999999, 2509.1, 2509.1
2011-07-01, 2125.74, 3.1260000000000003, 3.054, 1.4506, 1.4541, 1.4426, 339.65, 5945.71, 12.415, 165.0, 165.91, 166.03, 164.88, 4.374, 62403.64, 62574.33, 2.4219999999999997, 2.4219999999999997, 1894.58, 1893.76, 1666.59, 1653.79, 3.391, 5647.4, 5614.5, 5657.9, 1320.64, 1307.64, 1321.97, 1307.64, 4.272, 4.213, 4.194, 2762.08, 2729.99, 2774.37, 1547.79, 1554.24, 1542.0, 2749.37, 2776.56, 136.95, 3.508, 3.508, 3.16, 1269.71, 1283.88, 1290.39, 1260.93, 0.9697, 0.9701, 0.9623, 3.028, 3.028, 63157.0, 63400.0, 62785.0, 24.0259, 23.795, 95.42, 95.08, 93.88, 36558.07, 36579.59, 9853.0, 9853.0, 9788.5, 4.37, 4.31, 6187.07, 6113.18, 6089.04, 12414.34, 12262.1, 12464.63, 12262.1, 1105.27, 1102.04, 1144.09, 1140.83, 0.8983, 0.8981, 112.3, 113.24, 110.72, 1722.22, 823.9, 829.6, 682.79, 682.61, 686.15, 679.8, 1502.3, 1511.5, 10359.9, 10205.2, 10359.9, 10191.8, 1.6048, 1.6063, 1.6119, 1.5972, 629.0, 708.5, 615.0, 20174.97, 19962.0, 19797.0, 3896.16, 3830.46, 5.603, 0.8276, 0.8318, 6825.94, 6879.0, 1.135, 1.1420000000000001, 1105.24, 1067.0, 1071.1, 1223.91, 1232.54, 1232.94, 1223.8, 13300.87, 13219.51, 13301.68, 13.2678, 13.3213, 6574.17, 6607.0233333333335, 1041.92, 1036.48, 2.9327, 2.92, 2.8998, 4.879, 80.86, 34.812, 34.885, 600.38, 674.75, 596.0, 5.247000000000001, 5.247000000000001, 2568.2, 2545.66
2011-07-04, 2145.3, 3.1069999999999998, 3.037, 1.4525, 1.4554, 1.4437, 342.82, 5989.76, 12.434, 164.77, 164.96, 165.47, 164.39, 4.311, 63394.34, 63454.86, 2.4555, 2.4555, 1906.71, 1900.28, 1698.1, 1656.21, 3.3960000000000004, 5627.2, 5705.75, 5705.8, 1339.67, 1320.64, 1341.01, 1318.18, 4.292, 4.25, 4.24, 2759.36, 2767.83, 2778.67, 1547.28, 1553.05, 1539.24, 2775.08, 2818.19, 136.56, 3.515, 3.515, 3.182, 1256.41, 1266.99, 1270.78, 1250.18, 0.9641, 0.9653, 0.958, 3.054, 3.054, 64265.0, 63200.0, 62930.0, 23.9798, 23.8425, 94.94, 95.12, 93.45, 36800.72, 36556.4, 9883.0, 9898.5, 9853.5, 4.35, 4.3, 6237.81, 6194.16, 6189.1, 12582.77, 12412.07, 12614.56, 12375.55, 1117.35, 1104.13, 1148.13, 1137.3, 0.9033, 0.9012, 111.8, 112.48, 109.5, 1710.77, 827.7, 841.0, 683.73, 682.39, 687.21, 680.21, 1482.3, 1502.2, 10492.0, 10359.4, 10536.8, 10321.7, 1.6077, 1.6047, 1.6098, 1.599, 640.75, 652.75, 620.75, 20516.99, 20228.0, 20106.0, 3956.78, 3888.2, 5.46, 0.8262, 0.8286, 6844.71, 6826.15, 1.147, 1.143, 1106.12, 1065.25, 1067.5, 1236.615, 1242.345, 1243.455, 1236.135, 13343.68, 13267.465, 13357.82, 13.2361, 13.2489, 6617.17, 6633.596666666666, 1068.09, 1053.18, 2.9245, 2.9389, 2.8792, 4.872, 81.14, 33.694, 34.68, 611.63, 600.5, 592.88, 5.278, 5.278, 2583.05, 2565.53
2011-07-05, 2161.75, 3.088, 3.02, 1.4541, 1.4581, 1.4493, 343.5, 6017.54, 12.446, 164.54, 164.66, 164.78, 164.25, 4.337, 63891.31, 63891.31, 2.489, 2.489, 1936.96, 1934.46, 1706.12, 1695.74, 3.373, 5650.5, 5679.55, 5679.65, 1338.775, 1330.115, 1340.95, 1326.24, 4.3155, 4.2765, 4.26, 2812.82, 2770.94, 2813.27, 1546.31, 1552.38, 1540.62, 2796.475, 2823.36, 136.46, 3.502, 3.502, 3.2, 1254.44, 1256.11, 1258.14, 1249.91, 0.9591, 0.9619, 0.9578, 3.022, 3.022, 64678.0, 64000.0, 64000.0, 23.9894, 23.8105, 95.915, 95.05, 93.895, 36847.1, 36807.29, 9988.0, 10003.5, 9943.5, 4.38, 4.32, 6245.78, 6238.21, 6222.58, 12576.32, 12497.535, 12628.73, 12439.825, 1119.41, 1117.5, 1141.72, 1138.9, 0.9052, 0.8998, 111.3, 112.16, 111.02, 1709.88, 834.1500000000003, 841.75, 684.68, 682.95, 685.74, 681.38, 1497.3, 1496.3000000000006, 10468.0, 10524.2, 10524.2, 10428.4, 1.6088, 1.6065, 1.6143, 1.6054, 620.38, 621.38, 606.25, 20476.15, 20519.0, 20427.0, 3962.28, 3927.19, 5.442, 0.8290000000000001, 0.8332, 6816.74, 6844.71, 1.162, 1.163, 1109.37, 1063.45, 1064.05, 1249.32, 1252.15, 1253.97, 1248.47, 13386.49, 13315.42, 13413.96, 13.1768, 13.2056, 6660.17, 6660.17, 1094.26, 1069.88, 2.923, 2.935, 2.9112, 4.919, 80.87, 34.097, 34.15, 625.63, 611.13, 611.13, 5.242000000000001, 5.242000000000001, 2586.33, 2581.98
2011-07-06, 2171.19, 3.07, 3.0669999999999997, 1.4423, 1.4554, 1.4396, 343.1, 6024.03, 12.455, 164.95, 164.52, 165.26, 164.3, 4.363, 63038.81, 63886.43, 2.502, 2.502, 1948.48, 1938.25, 1709.99, 1697.55, 3.332, 5632.1, 5659.85, 5659.85, 1337.88, 1339.59, 1340.89, 1334.3, 4.3389999999999995, 4.303, 4.28, 2816.35, 2812.72, 2818.14, 1538.77, 1548.94, 1535.51, 2817.87, 2828.53, 136.48, 3.5069999999999997, 3.5069999999999997, 3.1189999999999998, 1268.25, 1253.74, 1271.94, 1250.94, 0.9606, 0.9646, 0.9594, 3.011, 3.011, 63797.0, 64575.0, 63690.0, 24.0675, 23.8929, 96.89, 94.98, 94.34, 36640.93, 36847.1, 9973.0, 9993.5, 9948.5, 4.33, 4.29, 6243.01, 6248.64, 6225.35, 12569.87, 12583.0, 12642.9, 12504.1, 1125.06, 1120.71, 1140.62, 1136.46, 0.9035, 0.8969, 111.55, 114.44, 110.45, 1710.74, 840.6, 842.5, 681.67, 684.59, 687.87, 679.77, 1512.3, 1490.4, 10330.1, 10442.8, 10443.3, 10307.8, 1.6062, 1.609, 1.6129, 1.599, 680.5, 684.25, 649.0, 20277.52, 20416.0, 20221.0, 3958.12, 3905.73, 5.4879999999999995, 0.8322, 0.8322, 6862.79, 6816.74, 1.169, 1.171, 1106.91, 1066.85, 1062.5, 1248.63, 1249.58, 1253.74, 1246.03, 13425.3, 13423.79, 13474.1, 13.1662, 13.1882, 6625.87, 6642.1, 1097.07, 1080.98, 2.9566, 2.9268, 2.895, 4.999, 81.19, 35.402, 33.83, 635.25, 625.38, 623.13, 5.233, 5.233, 2595.48, 2570.43
