@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Open numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_High numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute Corn_Now numeric
@attribute Corn_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Open numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_High numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2013-05-24, 1973.45, 1.9609999999999999, 1.944, 1.2857, 366.04, 11.403, 11.556, 11.403, 181.67, 4.261, 56423.39, 55379.26, 1.2690000000000001, 1.2229999999999999, 8351.98, 8410.06, 8412.25, 1400.84, 1463.84, 1395.63, 1449.62, 1393.21, 1.91, 1.841, 5967.05, 6050.4, 6081.45, 5955.7, 1650.51, 1655.5, 1635.53, 3.3160000000000003, 3.266, 2275.67, 2293.81, 2304.95, 1431.97, 1462.47, 3459.42, 3426.07, 3422.51, 143.51, 1.9480000000000002, 1.9480000000000002, 2.016, 2.016, 2.016, 1165.09, 1138.21, 1.0395, 1.405, 1.3869999999999998, 1.415, 1.34, 56389.0, 55615.0, 55380.0, 20.3259, 20.0081, 94.25, 94.18, 92.21, 40505.27, 40119.36, 39468.13, 14483.98, 15739.98, 15942.6, 2.93, 2.98, 15294.5, 15300.57, 130.05, 128.8, 1232.3, 1234.17, 1100.74, 1075.2, 0.8562, 0.8573, 102.44, 102.25, 102.68, 1.2278, 1.2159, 984.28, 970.63, 552.18, 552.94, 543.39, 1392.0, 1380.6, 1394.8, 8267.7, 8243.5, 1.5108, 662.0, 653.0, 5121.4, 5203.33, 5089.93, 4.3069999999999995, 4.226, 4.335, 4.213, 0.8074, 0.8004, 6461.0, 6515.76, 6461.0, 0.8370000000000001, 0.9840000000000001, 0.8220000000000001, 1074.11, 1097.47, 1129.3, 1114.3, 1218.76, 1211.42, 12658.09, 12598.87, 11.064, 10.7973, 11.1944, 7351.063333333333, 7359.876666666666, 7331.28, 1607.46, 1582.76, 2.873, 2.8225, 103.13, 103.56, 100.82, 22.05, 22.36, 22.035, 705.0, 708.88, 687.13, 3.365, 3.427, 2711.08, 2691.35
2013-05-27, 1979.97, 1.953, 1.955, 1.2938, 365.81, 11.544, 11.5825, 11.488, 183.04, 4.237, 56349.91, 55901.06, 1.258, 1.258, 8305.32, 8390.16, 8391.02, 1388.52, 1413.73, 1383.44, 1404.78, 1376.28, 1.915, 1.8630000000000002, 5983.55, 6010.7, 6015.3, 5936.8, 1649.6, 1649.78, 1636.88, 3.301, 3.281, 2288.53, 2281.45, 2292.6, 1459.52, 1464.96, 3459.14, 3438.28, 3429.31, 145.35, 1.9509999999999998, 1.97, 2.011, 2.011, 2.011, 1173.21, 1164.57, 1.0358, 1.431, 1.439, 1.474, 1.411, 56539.0, 56045.0, 55970.0, 20.3445, 20.1471, 94.15, 94.37, 93.04, 40521.27, 40505.61, 39979.98, 14612.45, 14731.75, 15007.5, 2.94, 2.96, 15303.1, 15290.74, 127.25, 130.65, 1229.81, 1231.29, 1088.45, 1086.0, 0.8548, 0.86, 102.64, 102.55, 102.79, 1.2317, 1.2179, 984.28, 973.88, 549.95, 553.95, 548.2, 1386.8, 1386.8, 1386.8, 8388.8, 8216.5, 1.5126, 657.25, 655.5, 5155.09, 5131.69, 5130.57, 4.444, 4.314, 4.4510000000000005, 4.2989999999999995, 0.8129, 0.8064, 6477.545, 6521.935, 6452.385, 0.838, 0.861, 0.8290000000000001, 1094.85, 1097.18, 1131.95, 1123.45, 1221.995, 1217.185, 12667.22, 12620.01, 11.1385, 11.0579, 11.2039, 7338.996666666668, 7345.473333333332, 7317.14, 1600.28, 1584.04, 2.8622, 2.8345, 102.01, 102.58, 100.68, 22.33, 22.33, 22.33, 696.38, 707.25, 696.38, 3.318, 3.3710000000000004, 2723.93, 2689.19
2013-05-28, 1986.22, 1.985, 1.959, 1.2928, 365.68, 11.535, 11.6225, 11.433, 182.91, 4.313, 56414.73, 56352.61, 1.329, 1.27, 8383.3, 8346.6, 8386.86, 1385.08, 1395.36, 1380.24, 1389.91, 1373.2, 1.921, 1.911, 6083.15, 5989.4, 6099.9, 5975.55, 1654.83, 1661.995, 1644.755, 3.3160000000000003, 3.2889999999999997, 2293.08, 2286.66, 2301.7, 1457.38, 1461.49, 3474.015, 3468.09, 3452.35, 145.23, 1.975, 1.9780000000000002, 2.089, 2.089, 2.089, 1165.55, 1171.62, 1.0345, 1.4580000000000002, 1.436, 1.4609999999999999, 1.4240000000000002, 56542.0, 56550.0, 56365.0, 20.2747, 20.1311, 93.83, 93.54, 93.25, 40144.65, 40521.94, 39972.84, 14142.65, 14373.82, 14381.28, 2.92, 2.91, 15356.245, 15299.035, 126.85, 129.1, 1221.93, 1231.68, 1081.4, 1078.72, 0.8562, 0.8577, 102.62, 102.52, 102.65, 1.2205, 1.212, 990.815, 979.065, 546.4, 550.53, 545.31, 1395.95, 1385.95, 1396.15, 8301.4, 8297.8, 1.5103, 661.875, 655.25, 5085.14, 5145.18, 5076.19, 4.331, 4.393, 4.394, 4.33, 0.809, 0.8059999999999999, 6494.09, 6528.11, 6443.77, 0.8370000000000001, 0.846, 0.8190000000000001, 1092.92, 1094.96, 1130.1, 1120.75, 1225.23, 1222.95, 12696.37, 12662.76, 11.1198, 11.0872, 11.1976, 7326.93, 7331.07, 7303.0, 1593.1, 1585.32, 2.8680000000000003, 2.8388, 101.3, 101.66, 100.72, 22.34, 22.708000000000002, 22.288, 694.94, 706.065, 692.13, 3.2889999999999997, 3.3569999999999998, 2716.89, 2702.6
2013-05-29, 2001.2, 2.079, 2.004, 1.2929, 368.17, 11.457, 11.522, 11.428, 182.87, 4.1739999999999995, 56399.27, 56008.52, 1.317, 1.2819999999999998, 8480.87, 8432.46, 8526.42, 1399.11, 1409.64, 1384.77, 1404.4, 1378.07, 1.9480000000000002, 1.909, 6111.25, 6086.35, 6127.65, 6055.4, 1660.06, 1674.21, 1652.63, 3.3310000000000004, 3.2969999999999997, 2321.32, 2293.4, 2322.1, 1450.96, 1458.72, 3488.89, 3497.9, 3475.39, 144.55, 2.008, 2.023, 2.167, 2.167, 2.167, 1154.95, 1165.01, 1.0411, 1.5090000000000001, 1.4780000000000002, 1.5130000000000001, 1.4509999999999998, 56015.0, 56850.0, 56120.0, 20.3013, 20.0903, 95.01, 93.89, 93.23, 40764.04, 40147.25, 40147.25, 14311.98, 13943.62, 14399.78, 2.94, 2.92, 15409.39, 15307.33, 126.45, 127.55, 1236.4, 1245.8, 1084.89, 1077.52, 0.8547, 0.8569, 104.23, 102.51, 104.69, 1.2139, 1.2119, 997.35, 984.25, 543.56, 550.23, 543.12, 1379.1, 1380.8, 1392.5, 8408.5, 8398.2, 1.5042, 666.5, 655.0, 5176.23, 5072.23, 5072.23, 4.294, 4.33, 4.334, 4.2589999999999995, 0.8079999999999999, 0.8058, 6447.39, 6463.88, 6429.43, 0.907, 0.828, 0.828, 1085.14, 1092.65, 1128.27, 1119.6, 1233.44, 1233.23, 12750.52, 12704.66, 11.0209, 11.1158, 11.1204, 7378.0, 7379.39, 7323.24, 1619.57, 1593.02, 2.9208, 2.8425, 100.93, 102.5, 100.9, 22.595, 22.595, 22.18, 693.5, 704.88, 687.88, 3.327, 3.3280000000000003, 2740.76, 2718.91
2013-05-30, 2000.1, 2.0669999999999997, 2.106, 1.2857, 369.14, 11.517, 11.5705, 11.489, 184.09, 4.148, 56032.13, 54634.69, 1.4709999999999999, 1.4709999999999999, 8336.58, 8437.21, 8445.46, 1360.06, 1402.57, 1359.58, 1397.54, 1360.92, 2.0, 1.982, 6104.3, 6120.45, 6125.05, 6069.8, 1648.36, 1656.57, 1640.05, 3.282, 3.272, 2324.02, 2323.54, 2334.33, 1450.02, 1470.91, 3467.52, 3471.67, 3450.4, 145.29, 2.06, 2.063, 2.119, 2.119, 2.119, 1177.13, 1154.63, 1.0421, 1.541, 1.5230000000000001, 1.5519999999999998, 1.506, 54658.0, 55620.0, 54665.0, 20.2128, 20.0824, 93.13, 95.05, 92.83, 40638.97, 40762.28, 40410.01, 14326.46, 14492.55, 14512.28, 3.04, 3.02, 15302.8, 15399.94, 127.6, 126.55, 1237.86, 1238.24, 1091.01, 1077.65, 0.8553, 0.8598, 102.43, 104.32, 104.37, 1.2211, 1.2096, 986.96, 980.52, 536.56, 547.48, 535.01, 1391.3, 1391.3, 1391.3, 8466.2, 8424.2, 1.5131, 665.0, 651.5, 5200.69, 5189.43, 5153.09, 4.404, 4.346, 4.415, 4.317, 0.8071, 0.8047, 6437.89, 6470.22, 6434.7, 0.935, 0.945, 0.905, 1084.68, 1094.79, 1134.03, 1128.39, 1240.61, 1231.21, 12732.61, 12658.57, 11.193, 11.0174, 11.2442, 7404.12, 7419.94, 7378.0, 1601.61, 1599.92, 2.9085, 2.865, 102.34, 102.52, 100.71, 22.37, 22.37, 22.37, 700.38, 703.88, 688.88, 3.467, 3.472, 2716.12, 2683.7
2013-05-31, 2001.05, 2.065, 2.07, 1.294, 365.33, 11.546, 11.5565, 11.473, 183.71, 4.023, 55332.33, 53788.455, 1.495, 1.495, 8400.2, 8314.2, 8416.36, 1350.42, 1369.5, 1346.37, 1373.35, 1355.46, 1.99, 1.9469999999999998, 6124.05, 6072.15, 6133.75, 6072.15, 1654.41, 1661.91, 1648.61, 3.323, 3.258, 2317.75, 2316.25, 2325.72, 1464.75, 1477.1, 3491.3, 3473.21, 3473.04, 145.81, 2.076, 2.09, 2.119, 2.119, 2.119, 1184.46, 1177.1, 1.039, 1.517, 1.517, 1.5330000000000001, 1.501, 54018.0, 54965.0, 53765.0, 20.1522, 19.9496, 93.61, 92.89, 91.65, 40984.5, 40648.36, 40648.36, 13589.03, 14072.9, 14098.16, 3.04, 3.04, 15324.53, 15306.02, 125.85, 128.0, 1217.7, 1229.04, 1090.81, 1079.83, 0.8567, 0.8601, 102.19, 102.4, 102.85, 1.2192, 1.2132, 994.43, 986.92, 535.02, 536.86, 533.44, 1411.5, 1392.1, 1417.5, 8404.4, 8395.2, 1.5233, 654.25, 649.5, 5129.65, 5178.64, 5111.15, 4.34, 4.436, 4.452, 4.3389999999999995, 0.8093, 0.8003, 6456.89, 6475.53, 6451.48, 0.89, 0.9259999999999999, 0.878, 1093.32, 1097.11, 1132.58, 1126.55, 1230.0, 1224.51, 12746.55, 12725.9, 11.208, 11.1893, 11.2387, 7455.16, 7470.503333333332, 7407.21, 1581.32, 1577.88, 2.872, 2.8274, 101.13, 101.8, 100.45, 22.335, 22.93, 22.335, 697.88, 702.25, 687.63, 3.4360000000000004, 3.467, 2700.9, 2678.86
2013-06-03, 1989.57, 2.068, 2.055, 1.3053, 367.38, 11.504, 11.5495, 11.453, 183.25, 3.984, 54632.53, 52942.22, 1.484, 1.484, 8348.84, 8385.38, 8401.63, 1331.43, 1362.81, 1321.84, 1372.24, 1340.53, 1.943, 1.912, 5985.95, 6098.7, 6106.25, 5975.55, 1630.74, 1658.99, 1630.74, 3.312, 3.265, 2300.59, 2320.74, 2325.53, 1472.68, 1475.24, 3455.91, 3478.22, 3455.84, 145.36, 2.077, 2.11, 2.1319999999999997, 2.1319999999999997, 2.1319999999999997, 1184.38, 1183.87, 1.0384, 1.511, 1.5019999999999998, 1.537, 1.454, 53378.0, 54310.0, 52865.0, 20.0541, 19.9163, 91.97, 93.64, 91.56, 41588.32, 40990.88, 40740.84, 13774.54, 13804.23, 13916.56, 3.1, 3.05, 15115.57, 15322.22, 127.05, 125.95, 1225.55, 1225.55, 1082.9, 1078.93, 0.8553, 0.8582, 100.39, 102.12, 102.38, 1.2141, 1.2068, 984.14, 983.79, 527.85, 536.19, 525.26, 1392.6, 1412.4, 1421.1, 8441.4, 8304.6, 1.52, 662.0, 652.25, 5068.63, 5135.25, 5068.63, 4.4319999999999995, 4.346, 4.4510000000000005, 4.341, 0.8069, 0.7934, 6458.33, 6474.72, 6446.01, 0.867, 0.8959999999999999, 0.86, 1095.82, 1098.24, 1131.3, 1124.25, 1226.495, 1222.225, 12650.42, 12620.08, 11.258, 11.2007, 11.2845, 7506.2, 7521.0666666666675, 7436.42, 1562.07, 1555.23, 2.8433, 2.7775, 100.71, 101.27, 100.23, 22.245, 22.28, 22.14, 706.63, 707.38, 692.88, 3.3760000000000003, 3.412, 2685.3, 2649.36
2013-06-04, 1989.51, 2.051, 2.085, 1.2983, 361.27, 11.536, 11.5495, 11.39, 182.21, 3.991, 53512.25, 53143.42, 1.544, 1.5319999999999998, 8285.8, 8291.49, 8395.56, 1319.01, 1337.08, 1302.97, 1353.47, 1324.92, 2.012, 1.9869999999999999, 5939.3, 5997.35, 6011.0, 5916.35, 1640.42, 1640.42, 1622.72, 3.333, 3.295, 2299.25, 2300.21, 2313.43, 1453.27, 1478.48, 3465.37, 3460.76, 3419.39, 145.62, 2.084, 2.125, 2.128, 2.128, 2.128, 1182.47, 1180.07, 1.0385, 1.521, 1.5030000000000001, 1.577, 1.5, 53918.0, 53595.0, 53055.0, 20.0114, 19.71, 93.45, 91.73, 91.26, 41094.82, 41587.63, 40849.92, 13261.82, 13551.36, 13562.87, 3.12, 3.1, 15254.03, 15123.55, 129.0, 127.05, 1207.63, 1222.66, 1094.61, 1082.08, 0.8535, 0.8555, 102.06, 100.15, 102.48, 1.2169, 1.2089, 990.53, 976.05, 527.27, 530.65, 522.8, 1411.7, 1389.1, 1416.3, 8266.6, 8191.9, 1.5322, 655.75, 643.75, 4971.35, 5053.55, 4958.81, 4.485, 4.457, 4.522, 4.447, 0.7962, 0.7941, 6458.86, 6474.92, 6436.89, 0.8109999999999999, 0.866, 0.7959999999999999, 1090.38, 1097.26, 1131.26, 1118.11, 1222.99, 1219.94, 12609.8, 12570.91, 11.2527, 11.2165, 11.4093, 7557.24, 7571.63, 7465.63, 1539.26, 1535.77, 2.8466, 2.764, 100.35, 100.72, 98.86, 22.335, 22.87, 22.305, 709.38, 714.38, 692.63, 3.4410000000000003, 3.46, 2655.44, 2615.77
2013-06-05, 1959.19, 2.0909999999999997, 2.062, 1.3077, 362.81, 11.41, 11.4685, 11.407, 182.48, 3.998, 53944.36, 53497.96, 1.46, 1.46, 8295.96, 8358.68, 8384.36, 1322.39, 1343.25, 1319.01, 1358.03, 1337.44, 2.035, 2.023, 5919.45, 5941.1, 5981.6, 5910.25, 1631.38, 1646.53, 1623.62, 3.362, 3.327, 2272.42, 2297.1, 2297.1, 1463.54, 1470.77, 3445.26, 3467.02, 3430.02, 144.2, 2.089, 2.117, 2.15, 2.15, 2.15, 1186.23, 1181.49, 1.0364, 1.551, 1.5490000000000002, 1.57, 1.538, 54024.0, 53800.0, 53440.0, 19.9053, 19.7449, 93.31, 93.35, 92.38, 40750.4, 41090.15, 40750.4, 13533.76, 13186.6, 13610.25, 3.11, 3.1, 15177.54, 15255.22, 127.65, 129.0, 1214.99, 1220.0, 1084.1, 1078.57, 0.8541, 0.8561, 103.24, 102.02, 103.58, 1.2232, 1.2042, 981.97, 975.43, 528.43, 531.93, 521.86, 1397.1, 1410.9, 1414.1, 8341.4, 8337.5, 1.5313, 660.5, 648.0, 5021.61, 4971.97, 4936.56, 4.415, 4.434, 4.449, 4.413, 0.8085, 0.7963, 6452.37, 6460.38, 6431.28, 0.8640000000000001, 0.813, 0.813, 1089.06, 1091.87, 1123.54, 1119.45, 1227.77, 1226.96, 12593.97, 12568.94, 11.2308, 11.244000000000002, 11.2888, 7576.63, 7620.52, 7556.43, 1555.61, 1524.58, 2.877, 2.8209, 99.52, 100.41, 99.3, 22.63, 22.63, 22.33, 709.63, 712.88, 700.13, 3.42, 3.4410000000000003, 2654.67, 2637.94
2013-06-07, 1923.85, 2.043, 2.077, 1.3081, 357.93, 11.453, 11.4815, 11.364, 181.89, 4.001, 54019.42, 52773.96, 1.619, 1.5959999999999999, 8196.18, 8229.23, 8293.28, 1301.08, 1328.79, 1299.66, 1343.45, 1321.14, 2.035, 2.01, 5923.85, 5908.3, 5935.2, 5883.7, 1608.9, 1629.31, 1607.09, 3.39, 3.3569999999999998, 2270.93, 2270.71, 2276.86, 1468.77, 1471.07, 3401.48, 3432.85, 3397.91, 144.7, 2.063, 2.095, 2.0909999999999997, 2.0909999999999997, 2.0909999999999997, 1187.46, 1185.63, 1.0381, 1.515, 1.54, 1.557, 1.5119999999999998, 52755.0, 53510.0, 52750.0, 19.9245, 19.6516, 93.74, 93.86, 93.41, 40226.33, 40750.4, 40090.8, 13014.87, 13566.75, 13711.42, 3.16, 3.16, 14960.59, 15168.1, 127.45, 127.8, 1201.29, 1205.17, 1067.64, 1063.63, 0.85, 0.8551, 103.04, 103.48, 104.07, 1.208, 1.1867, 968.16, 967.67, 525.66, 536.71, 520.18, 1398.4, 1397.5, 1410.0, 8308.4, 8283.3, 1.5406, 660.75, 658.5, 5001.22, 5002.74, 4952.76, 4.425, 4.428, 4.437, 4.4030000000000005, 0.8016, 0.7925, 6453.28, 6462.44, 6422.84, 0.86, 0.88, 0.841, 1085.67, 1087.18, 1125.5, 1115.25, 1226.65, 1225.06, 12443.65, 12422.39, 11.2956, 11.2235, 11.307, 7613.35, 7615.82, 7542.35, 1522.66, 1522.66, 2.8924, 2.8478, 100.0, 100.43, 98.95, 22.455, 22.665, 22.455, 701.38, 712.38, 701.13, 3.438, 3.4619999999999997, 2642.44, 2609.14
2013-06-10, 1932.7, 2.149, 2.032, 1.3246, 350.22, 11.423, 11.4335, 11.22, 180.34, 3.8280000000000003, 52876.77, 51427.73, 1.5130000000000001, 1.5130000000000001, 8254.68, 8124.88, 8279.03, 1314.41, 1314.41, 1286.86, 1347.79, 1315.42, 2.008, 1.97, 5881.0, 5900.05, 5972.7, 5871.3, 1643.38, 1644.4, 1625.27, 3.321, 3.255, 2210.9, 2242.26, 2250.63, 1481.98, 1484.76, 3469.22, 3437.84, 3429.43, 144.12, 2.126, 2.156, 2.1790000000000003, 2.1790000000000003, 2.1790000000000003, 1193.97, 1203.89, 1.029, 1.546, 1.52, 1.556, 1.485, 51563.0, 52400.0, 51370.0, 19.6975, 19.4961, 96.03, 94.72, 93.72, 40232.68, 40580.06, 40222.39, 12877.53, 12706.41, 13106.2, 3.13, 3.13, 15248.12, 15044.46, 126.95, 129.7, 1182.93, 1197.98, 1061.18, 1050.62, 0.8498, 0.8531, 104.56, 103.65, 105.01, 1.1927, 1.1746, 987.62, 979.44, 524.2, 526.32, 518.62, 1383.0, 1411.5, 1416.4, 8229.2, 8165.1, 1.5558, 666.25, 659.5, 4865.32, 4984.32, 4865.32, 4.559, 4.644, 4.709, 4.5489999999999995, 0.802, 0.7857, 6361.85, 6382.33, 6307.43, 0.847, 0.835, 0.804, 1090.12, 1099.53, 1119.35, 1107.05, 1229.62, 1228.0749999999996, 12373.3, 12310.27, 11.4575, 11.5339, 11.7587, 7624.55, 7637.27, 7584.23, 1516.24, 1483.75, 2.9157, 2.8536, 96.98, 97.75, 95.02, 22.705, 22.705, 21.58, 696.25, 703.13, 694.38, 3.26, 3.33, 2635.4, 2587.02
2013-06-11, 1920.68, 2.205, 2.14, 1.3207, 352.45, 11.388, 11.502, 11.388, 182.14, 3.8, 51618.63, 51159.85, 1.597, 1.597, 8307.69, 8246.04, 8355.79, 1300.54, 1321.37, 1294.45, 1357.17, 1328.4, 2.057, 2.055, 5878.0, 5907.9, 5931.65, 5857.4, 1642.81, 1648.69, 1639.26, 3.241, 3.219, 2195.265000000001, 2229.2200000000007, 2235.4975, 1475.33, 1497.3, 3473.77, 3475.68, 3465.54, 143.92, 2.1790000000000003, 2.187, 2.213, 2.213, 2.213, 1208.76, 1193.81, 1.0227, 1.588, 1.555, 1.5959999999999999, 1.5230000000000001, 51197.0, 51655.0, 51070.0, 19.7377, 19.3791, 95.77, 96.09, 95.19, 40721.35, 40238.36, 40236.11, 13514.2, 13141.85, 13514.2, 3.16, 3.16, 15238.59, 15247.81, 128.75, 126.5, 1191.69, 1197.17, 1067.67, 1049.02, 0.8514, 0.8519, 103.95, 104.56, 104.76, 1.1773, 1.1742, 992.67, 984.71, 525.63, 529.09, 521.74, 1386.2, 1378.8, 1386.9, 8270.8, 8184.6, 1.5572, 650.0, 648.5, 4777.36, 4894.42, 4750.95, 4.582, 4.547, 4.596, 4.51, 0.7849, 0.7812, 6308.13, 6353.12, 6294.04, 0.847, 0.851, 0.833, 1094.3, 1110.12, 1128.6, 1118.12, 1232.59, 1231.09, 12382.67, 12328.45, 11.4219, 11.4523, 11.4906, 7635.75, 7658.72, 7626.11, 1528.55, 1525.8, 2.9036, 2.8776, 97.5, 99.28, 97.4, 21.63, 21.78, 21.535, 690.25, 693.5, 680.63, 3.4, 3.4, 2628.16, 2608.94
2013-06-12, 1909.91, 2.176, 2.2030000000000003, 1.3257, 351.62, 11.484000000000002, 11.5965, 11.448, 183.77, 3.7239999999999998, 51314.33, 49708.5, 1.676, 1.608, 8222.46, 8256.19, 8260.86, 1263.66, 1310.0, 1258.47, 1340.78, 1298.25, 2.166, 2.1519999999999997, 5788.8, 5848.75, 5868.05, 5780.35, 1626.13, 1640.13, 1622.92, 3.2439999999999998, 3.177, 2179.63, 2216.1800000000007, 2220.365, 1494.2, 1510.2, 3436.95, 3436.62, 3426.57, 145.18, 2.217, 2.279, 2.19, 2.19, 2.19, 1225.07, 1206.84, 1.0252, 1.6059999999999999, 1.6019999999999999, 1.6569999999999998, 1.59, 49713.0, 50710.0, 49630.0, 19.6148, 19.2212, 95.38, 95.76, 94.04, 39890.24, 40722.29, 39889.87, 13317.62, 13504.77, 13584.31, 3.16, 3.16, 15122.02, 15231.38, 127.7, 128.75, 1189.63, 1190.97, 1067.97, 1055.73, 0.8508, 0.8552, 102.96, 103.89, 103.89, 1.1898, 1.1736, 981.45, 976.37, 531.29, 532.57, 522.33, 1377.0, 1384.2, 1384.4, 8179.6, 7980.1, 1.5648, 659.5, 647.25, 4609.95, 4774.48, 4573.29, 4.659, 4.668, 4.763999999999999, 4.644, 0.7899, 0.7758, 6344.84, 6371.0, 6303.59, 0.8759999999999999, 0.841, 0.841, 1105.85, 1116.12, 1138.15, 1127.64, 1234.75, 1225.72, 12223.57, 12217.73, 11.7991, 11.4111, 11.8496, 7583.28, 7639.23, 7576.85, 1452.63, 1447.65, 2.8858, 2.8378, 98.76, 99.04, 95.6, 21.58, 21.71, 21.58, 696.13, 699.63, 686.88, 3.41, 3.4130000000000003, 2603.72, 2565.56
