@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Open numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_High numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute Corn_Now numeric
@attribute Corn_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Open numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_High numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2016-10-05, 2053.0, 1.068, 1.0190000000000001, 1.1211, 453.49, 8.5035, 8.6105, 8.4825, 164.97, 2.964, 59461.22, 58891.86, 1.034, 1.008, 10619.61, 10492.97, 10646.72, 1000.84, 1005.53, 995.83, 1989.32, 1975.96, 0.7290000000000001, 0.713, 8769.15, 8770.0, 8783.65, 8736.1, 2150.49, 2165.46, 2144.01, 2.1790000000000003, 2.1590000000000003, 3013.388, 2999.492, 3017.008, 1236.5, 1253.18, 5289.66, 5313.49, 5271.7, 142.36, 0.16899999999999998, 0.174, 1.69, 1.692, 1.6119999999999999, 1140.59, 1132.93, 1.3216, -0.053, -0.09300000000000001, -0.043, -0.11199999999999999, 59470.0, 59605.0, 59020.0, 16.7836, 16.5537, 48.69, 48.65, 48.26, 47909.27, 47602.29, 47495.24, 16735.65, 16661.51, 16747.2, 1.455, 1.46, 18168.45, 18267.68, 147.45, 147.55, 1443.28, 1456.35, 851.0, 845.76, 0.8803, 0.8814, 50.87, 50.93, 51.55, 1.0469, 1.0423, 1239.78, 1235.75, 342.74, 346.11, 341.98, 1311.0, 1311.0, 1311.0, 8769.0, 8741.2, 1.2728, 348.25, 343.5, 5472.32, 5475.63, 5460.71, 1.006, 0.9229999999999999, 1.025, 0.912, 0.7271, 0.7195, 6575.99, 6595.21, 6574.39, -0.065, -0.055999999999999994, -0.066, 840.86, 847.27, 1117.8, 1102.15, 1438.87, 1434.78, 14521.01, 14468.03, 10.8515, 10.8604, 10.8865, 5525.7, 5528.33, 5414.68, 1509.78, 1494.37, 1.5674, 1.5368, 101.64, 102.97, 101.56, 18.5, 18.5, 18.0, 395.75, 398.25, 393.0, 2.093, 2.116, 3573.39, 3544.37
2016-10-06, 2065.3, 1.091, 1.063, 1.1205, 454.6, 8.6025, 8.6125, 8.5485, 166.38, 3.0410000000000004, 59340.04, 59340.04, 1.0590000000000002, 1.0490000000000002, 10585.78, 10535.62, 10622.44, 997.11, 998.49, 989.43, 1985.05, 1962.14, 0.779, 0.779, 8743.95, 8806.35, 8806.95, 8731.4, 2159.73, 2163.95, 2155.15, 2.17, 2.155, 3022.0759999999996, 3004.7340000000013, 3024.816, 1249.66, 1253.55, 5316.02, 5305.28, 5304.06, 143.94, 0.259, 0.326, 1.706, 1.73, 1.669, 1144.6, 1138.8, 1.3233, -0.003, -0.051, 0.0, -0.064, 60333.0, 59700.0, 59600.0, 16.7933, 16.6817, 49.83, 49.26, 49.1, 48141.42, 47909.17, 47904.94, 16819.24, 16787.89, 16844.35, 1.511, 1.506, 18281.03, 18205.5, 148.2, 148.0, 1453.22, 1455.22, 849.8, 846.62, 0.879, 0.8846, 51.86, 51.22, 52.09, 1.0442, 1.0402, 1248.37, 1240.52, 346.26, 346.52, 340.63, 1310.2, 1310.2, 1310.2, 8691.3, 8669.3, 1.2749, 347.75, 345.25, 5420.65, 5458.0, 5399.22, 1.065, 0.998, 1.069, 0.965, 0.7214, 0.7153, 6593.4, 6608.15, 6570.43, -0.059000000000000004, -0.057, -0.068, 845.51, 847.91, 1117.9, 1111.56, 1432.34, 1431.64, 14610.58, 14581.18, 10.7726, 10.8514, 10.8697, 5585.11, 5592.81, 5503.92, 1509.92, 1505.87, 1.5923, 1.565, 102.89, 103.67, 102.67, 17.85, 17.85, 17.605, 405.5, 408.25, 392.0, 2.131, 2.146, 3567.57, 3528.17
2016-10-07, 2053.8, 1.139, 1.094, 1.1205, 457.47, 8.5775, 8.6155, 8.5325, 166.1, 3.049, 60254.34, 60070.31, 1.064, 1.043, 10568.8, 10641.13, 10641.13, 1004.25, 1004.25, 993.41, 1983.88, 1967.75, 0.826, 0.7929999999999999, 8709.55, 8768.7, 8781.15, 8684.65, 2160.77, 2162.93, 2150.28, 2.149, 2.14, 3030.764, 3009.9759999999997, 3032.624000000001, 1247.91, 1251.0, 5306.85, 5306.59, 5281.47, 143.75, 0.307, 0.345, 1.739, 1.746, 1.692, 1137.36, 1143.28, 1.3249, -0.017, -0.012, 0.008, -0.049, 60782.0, 60165.0, 60075.0, 16.7543, 16.6374, 50.44, 49.65, 49.33, 47944.77, 48124.28, 47832.61, 16899.1, 16913.6, 16971.28, 1.5419999999999998, 1.526, 18268.5, 18280.42, 146.4, 148.5, 1453.17, 1461.51, 846.0, 842.78, 0.884, 0.8852, 52.51, 51.76, 52.75, 1.044, 1.0376, 1246.24, 1237.41, 345.29, 347.02, 344.08, 1294.4, 1294.4, 1294.4, 8820.8, 8742.3, 1.2616, 340.5, 338.5, 5409.34, 5428.45, 5390.09, 1.014, 1.038, 1.054, 0.988, 0.7178, 0.7140000000000001, 6580.17, 6584.67, 6561.19, -0.057, -0.055, -0.057999999999999996, 845.36, 847.72, 1118.83, 1109.68, 1443.31, 1434.52, 14595.5, 14564.44, 10.7308, 10.772, 10.7879, 5631.26, 5656.65, 5576.57, 1513.86, 1509.71, 1.6016, 1.5630000000000002, 103.5, 104.17, 103.33, 17.735, 17.765, 17.28, 395.25, 409.5, 393.5, 2.168, 2.1719999999999997, 3583.79, 3557.12
2016-10-10, 2056.82, 1.17, 1.135, 1.1151, 455.64, 8.589, 8.615, 8.552, 166.23, 3.193, 60645.41, 60478.95, 1.068, 1.043, 10490.86, 10549.69, 10579.09, 1002.07, 1008.88, 996.24, 1993.65, 1974.89, 0.924, 0.922, 8697.6, 8721.7, 8723.7, 8663.8, 2153.74, 2165.86, 2144.85, 2.167, 2.156, 3039.452, 3015.218, 3040.4320000000002, 1242.28, 1250.28, 5292.4, 5314.92, 5266.8, 143.785, 0.313, 0.341, 1.723, 1.771, 1.7180000000000002, 1141.55, 1135.35, 1.3314, 0.021, -0.006999999999999999, 0.031, -0.011000000000000001, 61171.0, 60500.0, 60440.0, 16.7875, 16.659000000000002, 49.81, 50.59, 49.4, 47596.6, 47946.3, 47460.34, 16860.09, 16883.12, 16895.13, 1.53, 1.541, 18240.49, 18295.35, 148.0, 146.25, 1458.05, 1458.05, 845.4, 842.59, 0.9008, 0.943, 51.93, 52.72, 52.84, 1.0407, 1.0377, 1236.56, 1231.35, 346.47, 348.81, 343.84, 1293.4, 1293.4, 1293.4, 8759.9, 8596.0, 1.2434, 339.75, 339.5, 5377.15, 5403.84, 5363.47, 1.018, 1.047, 1.057, 1.014, 0.7166, 0.7111, 6568.24, 6591.96, 6566.96, -0.062, -0.055, -0.064, 842.99, 845.69, 1118.69, 1110.52, 1440.685, 1435.295, 14566.26, 14496.2, 10.8415, 10.7303, 10.8511, 5602.74, 5615.77, 5514.155, 1504.34, 1501.0, 1.6058, 1.5636, 103.94, 104.05, 102.86, 17.245, 17.52, 17.195, 395.0, 401.0, 394.5, 2.1830000000000003, 2.214, 3564.21, 3520.91
2016-10-11, 2031.93, 1.1845, 1.1635, 1.1196, 450.71, 8.5935, 8.6045, 8.5345, 164.9, 3.275, 61130.24, 61130.24, 1.043, 1.043, 10624.08, 10496.01, 10639.41, 1017.88, 1018.98, 998.35, 2002.53, 1977.43, 0.975, 0.975, 8708.8, 8735.35, 8745.8, 8703.95, 2163.66, 2169.6, 2160.39, 2.193, 2.1719999999999997, 3048.14, 3020.46, 3048.24, 1247.86, 1250.65, 5328.67, 5318.46, 5317.73, 143.805, 0.35200000000000004, 0.35700000000000004, 1.765, 1.765, 1.723, 1128.38, 1138.8, 1.328, 0.057, 0.012, 0.065, 0.001, 61713.0, 61455.0, 61365.0, 16.7752, 16.6192, 51.35, 49.57, 49.15, 48264.96, 47597.91, 47555.22, 16942.425, 16909.715, 16984.795, 1.548, 1.5130000000000001, 18329.04, 18282.95, 152.85, 148.2, 1451.73, 1467.78, 843.28, 840.57, 0.9009, 0.9043, 53.14, 51.63, 53.73, 1.0411, 1.0406, 1250.76, 1239.21, 345.75, 347.09, 343.3, 1302.8, 1302.8, 1302.8, 8631.3, 8566.7, 1.2363, 343.25, 339.25, 5360.83, 5371.0, 5352.82, 1.026, 1.02, 1.033, 1.013, 0.716, 0.7122, 6581.69, 6585.31, 6561.06, -0.055, -0.0555, -0.06, 841.89, 844.24, 1117.26, 1107.49, 1438.06, 1436.07, 14557.93, 14512.9, 10.7006, 10.8133, 10.8449, 5574.22, 5574.89, 5451.74, 1457.02, 1450.87, 1.6264, 1.5673, 103.09, 103.81, 102.81, 17.685, 17.685, 17.655, 404.25, 405.38, 397.25, 2.189, 2.208, 3552.62, 3499.6
2016-10-12, 2033.73, 1.199, 1.192, 1.1136, 454.11, 8.5425, 8.6635, 8.5345, 164.9, 3.237, 61668.33, 60884.77, 1.068, 1.068, 10577.16, 10600.94, 10692.36, 1005.48, 1016.82, 1003.19, 2006.66, 1995.93, 0.993, 0.968, 8663.65, 8714.066666666668, 8724.383333333333, 8649.75, 2136.73, 2161.56, 2128.84, 2.191, 2.17, 3065.25, 3051.62, 3066.1, 1233.57, 1249.76, 5246.79, 5321.82, 5227.43, 142.905, 0.326, 0.3720000000000001, 1.767, 1.781, 1.745, 1137.79, 1126.79, 1.3274, 0.025, 0.055999999999999994, 0.057999999999999996, 0.023, 61037.0, 61855.0, 60910.0, 16.9132, 16.6357, 50.79, 51.1, 50.39, 48014.4, 48265.56, 47990.79, 17024.76, 16936.31, 17074.46, 1.6159999999999999, 1.595, 18128.66, 18308.43, 150.8, 152.85, 1467.06, 1468.16, 848.13, 841.47, 0.9119, 0.9143, 52.41, 53.11, 53.32, 1.0453, 1.0378, 1227.62, 1222.57, 352.07, 352.3, 345.05, 1298.4, 1298.7, 1298.7, 8690.4, 8657.5, 1.2123, 345.5, 341.0, 5382.0, 5372.69, 5345.07, 1.016, 1.011, 1.065, 1.005, 0.7134, 0.7045, 6561.74, 6563.05, 6538.28, -0.048, -0.055999999999999994, -0.055999999999999994, 841.46, 853.02, 1127.26, 1107.49, 1435.093333333333, 1428.08, 14549.6, 14529.6, 10.8679, 10.6995, 10.9184, 5655.61, 5679.56, 5568.6, 1442.21, 1431.7, 1.6118, 1.5756, 103.61, 104.08, 103.16, 17.65, 17.65, 17.65, 407.25, 408.75, 401.5, 2.261, 2.272, 3565.79, 3540.23
2016-10-13, 2015.44, 1.197, 1.203, 1.1053, 451.61, 8.6445, 8.6755, 8.6075, 166.62, 3.21, 61344.355, 60563.955, 1.0979999999999999, 1.0979999999999999, 10523.07, 10572.72, 10604.0, 995.96, 1010.02, 993.51, 2005.17, 1986.7, 1.0070000000000001, 0.992, 8618.5, 8692.783333333333, 8702.966666666665, 8595.550000000001, 2139.18, 2145.36, 2132.77, 2.1830000000000003, 2.168, 3058.5, 3057.32, 3060.51, 1242.35, 1245.36, 5239.02, 5247.91, 5228.77, 145.0, 0.365, 0.37, 1.771, 1.801, 1.764, 1136.08, 1136.03, 1.3289, 0.068, 0.047, 0.075, 0.028999999999999998, 61116.5, 61227.5, 60587.5, 16.8911, 16.7722, 50.18, 50.84, 49.89, 47915.12, 48015.07, 47740.03, 16840.0, 16850.73, 16951.54, 1.59, 1.597, 18144.2, 18132.63, 152.1, 151.3, 1454.56, 1459.7, 851.0, 847.05, 0.9018, 0.9133, 51.81, 52.48, 52.87, 1.0393, 1.0384, 1227.23, 1224.29, 351.45, 353.18, 350.31, 1296.6, 1296.6, 1296.6, 8714.5, 8677.1, 1.2208, 337.0, 336.5, 5364.61, 5364.35, 5350.39, 1.08, 1.024, 1.084, 1.097, 0.7056, 0.7044, 6537.97, 6545.64, 6508.29, -0.057, -0.045, -0.057999999999999996, 848.22, 852.3, 1129.39, 1121.49, 1432.1266666666668, 1420.09, 14618.97, 14529.06, 10.8004, 10.8673, 10.8892, 5692.66, 5721.78, 5637.95, 1406.18, 1343.13, 1.5957, 1.5582, 103.52, 104.5, 103.28, 17.5, 17.5, 17.5, 397.5, 414.0, 396.25, 2.292, 2.293, 3543.83, 3521.16
2016-10-14, 2022.66, 1.18, 1.176, 1.1004, 447.32, 8.6465, 8.7205, 8.6345, 167.14, 3.341, 61020.38, 60243.14, 1.062, 1.042, 10414.07, 10425.79, 10430.83, 987.99, 995.2, 978.81, 1990.39, 1970.86, 1.008, 0.981, 8573.35, 8671.5, 8681.55, 8541.35, 2132.55, 2138.19, 2114.72, 2.153, 2.114, 3061.35, 3057.97, 3065.0, 1237.41, 1254.82, 5213.33, 5200.3, 5169.76, 145.095, 0.324, 0.354, 1.746, 1.7690000000000001, 1.7269999999999999, 1145.5, 1134.84, 1.3308, 0.04, 0.033, 0.055999999999999994, 0.021, 61196.0, 60600.0, 60265.0, 17.0204, 16.805, 50.44, 50.0, 49.36, 47741.54, 47913.77, 47429.17, 16774.24, 16923.82, 16974.25, 1.5430000000000001, 1.575, 18098.94, 18088.32, 152.7, 152.3, 1442.5, 1442.5, 855.12, 846.96, 0.9022, 0.9074, 52.03, 51.6, 52.15, 1.0458, 1.04, 1215.75, 1209.32, 355.46, 355.71, 350.62, 1301.2, 1301.2, 1301.2, 8634.9, 8551.2, 1.2255, 349.5, 337.25, 5340.4, 5368.22, 5339.48, 1.121, 1.097, 1.13, 1.094, 0.7067, 0.7038, 6505.63, 6514.94, 6484.78, -0.059000000000000004, -0.057999999999999996, -0.063, 847.98, 859.42, 1138.61, 1124.3, 1429.16, 1412.1, 14643.71, 14472.78, 10.8944, 10.8011, 10.9986, 5693.96, 5754.31, 5681.84, 1412.82, 1356.79, 1.5887, 1.5537, 104.22, 104.64, 103.33, 17.44, 17.45, 17.435, 416.5, 417.0, 397.5, 2.246, 2.322, 3512.66, 3484.52
2016-10-17, 2027.61, 1.249, 1.1909999999999998, 1.1056, 446.68, 8.6385, 8.7135, 8.6305, 167.56, 3.285, 61120.45, 61120.45, 1.046, 1.046, 10580.38, 10450.06, 10615.3, 983.04, 989.75, 980.76, 1978.96, 1962.35, 1.051, 1.042, 8583.4, 8594.0, 8604.45, 8549.8, 2132.98, 2149.19, 2132.98, 2.12, 2.096, 3063.81, 3056.99, 3064.79, 1247.88, 1254.66, 5214.16, 5241.26, 5213.37, 145.63, 0.34, 0.353, 1.805, 1.805, 1.75, 1147.78, 1143.9, 1.3221, 0.059000000000000004, 0.037000000000000005, 0.068, 0.035, 63053.0, 62680.0, 62650.0, 17.0359, 16.8808, 50.35, 50.58, 49.9, 47701.45, 47746.34, 47645.49, 16856.37, 16751.04, 16866.56, 1.55, 1.544, 18138.38, 18177.35, 155.4, 153.4, 1430.31, 1447.58, 866.0, 854.35, 0.9002, 0.905, 51.95, 52.06, 52.55, 1.0451, 1.0416, 1212.41, 1212.26, 354.56, 358.16, 353.5, 1299.3, 1295.9, 1295.9, 8640.8, 8635.5, 1.2187, 354.25, 348.75, 5399.89, 5338.7, 5332.08, 1.135, 1.139, 1.14, 1.109, 0.7097, 0.7076, 6489.52, 6494.79, 6482.54, -0.054000000000000006, -0.055, -0.06, 856.41, 865.71, 1137.51, 1128.69, 1424.3633333333335, 1412.99, 14584.99, 14584.99, 10.9066, 10.8943, 10.9413, 5629.315000000001, 5695.205, 5619.08, 1477.61, 1448.19, 1.5923, 1.5551, 103.7, 104.48, 103.59, 17.345, 17.435, 17.33, 420.75, 428.25, 415.25, 2.275, 2.29, 3572.12, 3518.22
2016-10-18, 2040.43, 1.2209999999999999, 1.249, 1.0975, 448.85, 8.713, 8.765, 8.692, 168.38, 3.2439999999999998, 61767.58, 61718.83, 1.087, 1.077, 10503.57, 10544.69, 10583.7, 977.3, 985.4, 976.26, 1965.83, 1954.81, 1.159, 1.119, 8520.4, 8612.95, 8615.4, 8506.15, 2126.5, 2135.61, 2124.43, 2.105, 2.096, 3041.17, 3064.69, 3068.81, 1245.77, 1257.3, 5199.82, 5213.69, 5196.03, 146.475, 0.344, 0.386, 1.768, 1.814, 1.757, 1149.02, 1147.23, 1.3184, 0.055999999999999994, 0.067, 0.10300000000000001, 0.053, 63811.0, 62940.0, 62930.0, 17.1304, 16.9892, 49.94, 50.23, 49.47, 47657.33, 47699.75, 47637.43, 16900.12, 16871.84, 16954.44, 1.615, 1.604, 18086.4, 18135.85, 157.1, 154.9, 1445.58, 1447.24, 867.02, 863.16, 0.9028, 0.9062, 51.52, 51.93, 52.29, 1.057, 1.054, 1210.14, 1209.83, 354.93, 357.85, 353.0, 1300.7, 1300.7, 1300.7, 8721.0, 8714.5, 1.2184, 354.0, 350.25, 5410.3, 5390.96, 5386.22, 1.114, 1.148, 1.162, 1.1079999999999999, 0.7088, 0.7083, 6482.38, 6482.54, 6450.87, -0.055, -0.053, -0.055999999999999994, 864.91, 869.61, 1144.51, 1135.9, 1419.5666666666666, 1413.88, 14596.52, 14572.9, 10.9395, 10.9161, 10.9879, 5564.67, 5636.1, 5556.32, 1477.34, 1463.19, 1.5718, 1.5418, 104.06, 104.39, 103.77, 17.415, 17.415, 17.415, 424.25, 425.5, 416.25, 2.324, 2.329, 3564.02, 3537.58
2016-10-19, 2040.94, 1.194, 1.225, 1.1, 450.67, 8.697000000000001, 8.704, 8.625, 166.63, 3.263, 62701.39, 62701.39, 1.081, 1.046, 10631.55, 10560.14, 10657.34, 986.94, 989.64, 977.51, 1974.01, 1958.28, 1.122, 1.07, 8677.9, 8556.05, 8685.1, 8555.9, 2139.6, 2144.38, 2135.49, 2.108, 2.0980000000000003, 3083.88, 3037.4, 3084.19, 1248.76, 1252.15, 5243.84, 5255.32, 5239.44, 146.475, 0.32299999999999995, 0.36, 1.74, 1.787, 1.74, 1136.62, 1147.95, 1.3141, 0.037000000000000005, 0.059000000000000004, 0.068, 0.033, 65093.0, 64200.0, 63980.0, 17.0308, 16.8331, 50.29, 50.04, 49.76, 48106.12, 47661.47, 47661.47, 16963.61, 16862.31, 16966.9, 1.6159999999999999, 1.611, 18161.94, 18145.06, 158.75, 157.5, 1441.43, 1459.94, 862.48, 861.99, 0.8929, 0.9036, 51.68, 51.72, 52.15, 1.0596, 1.0581, 1217.3, 1211.3, 352.84, 355.5, 350.25, 1307.5, 1307.5, 1307.5, 8786.5, 8769.9, 1.2297, 353.75, 351.5, 5430.05, 5424.67, 5422.92, 1.099, 1.1059999999999999, 1.12, 1.0979999999999999, 0.7136, 0.7128, 6452.36, 6469.75, 6441.34, -0.05, -0.051, -0.057, 865.95, 867.62, 1137.47, 1124.04, 1414.77, 1414.77, 14752.25, 14654.23, 10.8326, 10.9405, 10.9566, 5460.94, 5567.7, 5423.39, 1477.54, 1467.61, 1.5831, 1.5514, 103.89, 104.22, 103.67, 17.65, 17.65, 17.495, 419.5, 425.5, 418.5, 2.349, 2.359, 3596.78, 3565.77
2016-10-20, 2040.6, 1.193, 1.195, 1.098, 454.11, 8.6345, 8.6565, 8.6105, 166.04, 3.17, 63783.66, 63308.54, 1.045, 1.045, 10645.68, 10626.99, 10672.22, 995.23, 996.99, 987.84, 1973.24, 1961.39, 1.091, 1.056, 8659.1, 8697.5, 8698.75, 8636.7, 2144.29, 2148.44, 2138.15, 2.1, 2.083, 3084.72, 3085.75, 3096.22, 1234.07, 1237.28, 5246.41, 5240.33, 5234.25, 145.0, 0.319, 0.353, 1.7469999999999999, 1.77, 1.729, 1132.99, 1134.91, 1.3142, 0.031, 0.039, 0.042, 0.016, 64614.0, 64995.0, 64450.0, 16.8837, 16.771, 51.6, 50.77, 50.69, 48492.61, 48107.66, 48006.09, 16998.91, 16952.91, 17016.66, 1.6130000000000002, 1.584, 18202.62, 18178.21, 157.85, 158.3, 1459.15, 1462.67, 865.14, 859.62, 0.8931, 0.8959, 52.67, 52.13, 53.14, 1.062, 1.0611, 1222.64, 1214.05, 353.46, 354.66, 350.87, 1314.3, 1314.3, 1314.3, 8890.3, 8842.5, 1.2286, 357.5, 351.0, 5409.29, 5436.28, 5402.15, 1.124, 1.1179999999999999, 1.125, 1.082, 0.7190000000000001, 0.7188, 6443.17, 6462.01, 6441.5, -0.055, -0.053, -0.055, 858.22, 862.72, 1126.43, 1119.94, 1428.78, 1425.1, 14840.49, 14747.91, 10.8305, 10.8326, 10.8857, 5522.57, 5523.28, 5455.27, 1486.28, 1470.51, 1.6077, 1.58, 103.84, 103.94, 103.16, 17.585, 17.71, 17.585, 420.0, 422.5, 414.0, 2.315, 2.334, 3602.84, 3575.66
2016-10-21, 2033.0, 1.1740000000000002, 1.196, 1.0974, 455.4, 8.613, 8.705, 8.6, 165.86, 3.141, 63494.68, 62728.75, 1.045, 1.045, 10701.39, 10665.75, 10748.41, 987.48, 995.23, 987.31, 1968.11, 1956.61, 1.099, 1.067, 8699.4, 8693.35, 8727.0, 8678.3, 2141.34, 2147.18, 2133.44, 2.0909999999999997, 2.08, 3084.46, 3084.91, 3089.68, 1228.15, 1245.0, 5241.83, 5238.2, 5216.05, 144.425, 0.28800000000000003, 0.355, 1.756, 1.768, 1.724, 1139.34, 1131.91, 1.3234, 0.0, 0.036000000000000004, 0.059000000000000004, -0.002, 64974.0, 64360.0, 63835.0, 16.9424, 16.7683, 50.43, 51.4, 50.25, 48274.25, 48479.66, 48188.06, 17235.5, 16999.36, 17235.5, 1.61, 1.6219999999999999, 18162.35, 18161.87, 155.9, 157.7, 1456.12, 1467.85, 862.72, 860.04, 0.8921, 0.9029, 51.38, 52.6, 52.72, 1.0703, 1.0602, 1219.79, 1213.16, 359.86, 360.94, 352.63, 1312.6, 1312.6, 1312.6, 8975.4, 8961.6, 1.2252, 351.0, 349.25, 5403.69, 5409.79, 5395.3, 1.1059999999999999, 1.13, 1.17, 1.105, 0.7235, 0.7187, 6444.36, 6453.36, 6440.85, -0.061, -0.055999999999999994, -0.063, 854.38, 858.67, 1132.38, 1118.69, 1429.85, 1427.27, 14847.92, 14794.52, 10.880999999999998, 10.8314, 10.8956, 5651.8, 5685.29, 5524.01, 1492.73, 1490.65, 1.5874, 1.5476, 103.44, 104.11, 103.33, 17.685, 17.685, 17.425, 417.0, 422.75, 415.5, 2.315, 2.377, 3617.31, 3582.19
