@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2008-3-11, 16.31, 0.001, 0.001, -0.001, -0.0024, -0.0001, -70.8, -47.6, -0.055, 0.014, 1.17, 1.06, 1.17, -1104.06, -1386.26, -0.044, -0.044, -25.01, -20.125, -1.79, 27.585, -16.355, 2.945, 28.8, -150.5, -20.0, -8.37, -18.23, -0.124, -0.057, -0.058, -154.22, -50.2, -75.69, 10.88, -43.15, -25.61, 0.895, 1.04, -0.026, -0.026, -0.026, -0.075, -0.075, -0.075, 7.65, -1145.0, 0.2142, 0.2129, 0.17, -405.46, -197.41, -307.77, -217.45, 0.1, 0.1, 0.1, -29.91, -76.59, -146.05, -3.9, -2.25, -12.53, -2.47, 6.31, 0.0021, -0.0007, -0.39, 0.47, 9.68, 22.41, -0.0143, -0.0075, -0.0116, 1.42, -8.51, -1.45, -0.83, -2.3, -36.3, -0.0059, 0.0061, 0.0002, -26.25, -11.5, -38.215, -66.29, -0.075, -0.075, -0.075, -0.0054, 1.59, 1.22, -0.01, 0.025, 0.79, 4.29, -2.79, 7.65, 8.05, 6.95, -11.97, -16.05, 51.75, -137.73, -167.28, 0.1625, -90.50666667, -68.13, -90.50666667, -11.73, 0.0069, 0.01, 0.01, -0.16, -0.72, -0.46, -0.675, 47.5, -26.75, -0.142, -0.142, -0.142, 11.19, -33.27
2008-3-12, 17.35, -0.039, -0.039, -0.0008, -0.0018, -0.003, 61.3, 64.6, 0.044, 0.009000000000000001, 0.73, 1.64, 1.97, -1862.82, 9.92, -0.027000000000000003, -0.027000000000000003, 66.61, -20.125, -1.79, 27.585, -16.355, 2.945, 65.5, 28.5, 47.28, -18.76, 25.64, -0.009000000000000001, -0.107, -0.005, 19.58, -143.96, -99.7, 6.8, 86.42, 38.87, 0.635, 0.93, -0.063, -0.063, -0.063, 0.134, 0.134, 0.134, 10.58, -2005.0, 0.213, 0.2142, 2.53, 1258.88, 755.82, -324.53, -174.28, 0.0, 0.0, 0.0, -50.33, 21.11, -151.71, 1.7, 2.4, 11.24, 17.26, -1.16, 0.0001, 0.0042, 1.91, 1.37, 7.3, 7.04, 0.0197, -0.0005, 0.0006, -12.98, 13.05, 7.76, 7.9, 4.3, 401.1, -0.0023, -0.0089, -0.009000000000000001, 26.0, 33.25, -71.06, -68.69, 0.046, 0.046, 0.046, 0.0157, -0.35, 0.02, 0.005, -0.02, 9.92, 0.15, 5.04, 4.75, 11.05, 11.85, -0.85, -1.71, -69.68, 62.81, 24.72, -0.0999, 133.56, 35.81, 0.0, -7.72, -0.0043, -0.038, -0.038, -0.76, 1.08, -0.022, 0.165, 100.0, 66.5, -0.09, -0.09, -0.09, -28.14, 37.85
2008-3-13, -43.21, 0.064, 0.064, 0.0238, -0.0009, 0.0051, 86.0, 29.3, 0.0455, -0.034, 0.23, -0.88, -1.04, 2372.29, 2016.4, 0.003, 0.003, 62.58, 50.27, 53.62, 2.94, 55.17, 53.32, 6.1, 73.45, -11.88, 46.73, 12.61, 0.053, 0.006999999999999999, -0.041, -95.76, 133.02, 107.07, 23.41, -11.89, 26.85, 0.205, 0.65, 0.029, 0.029, 0.029, -0.16, -0.16, -0.16, -8.27, 2300.0, 0.1894, 0.188, 0.48, -182.77, 419.91, 449.57, 446.63, 0.0, 0.0, 0.0, 181.15, 162.48, 407.28, 2.85, 1.25, 15.02, 2.08, 9.39, 0.003, -0.0007, 1.22, 0.63, 23.56, 8.66, 0.0009, 0.0058, 0.0136, 26.13, 7.4, 6.56, -4.85, 4.6, 75.2, 0.0206, -0.0007, 0.0061, 3.5, 1.25, 79.12, 96.13, 0.012, 0.012, 0.012, -0.0005, 4.05, 4.05, 0.0, 0.025, 3.19, 9.72, 3.05, 1.3, -6.8, -6.6, 15.14, 22.26, 151.98, 36.56, 232.28, 0.1866, 2.04, 2.04, 133.56, 20.34, 0.0286, 0.014, 0.014, 1.74, -0.08, 0.235, -0.1, 30.0, 54.0, 0.265, 0.265, 0.265, 131.96, 108.96
2008-3-14, -15.36, -0.056, -0.056, 0.0069, 0.0229, 0.0188, -84.0, -36.3, 0.0555, 0.13, 1.75, 1.37, 1.69, -203.44, -1854.26, -0.115, -0.115, -136.96, 18.46, -6.82, -29.89, -18.67, -24.28, -248.4, -1.05, 6.71, -15.87, -11.58, -0.012, 0.028, 0.017, -98.86, -221.35, -217.53, 25.0, 19.74, -10.06, 1.425, 0.18, -0.049, -0.049, -0.049, 0.086, 0.086, 0.086, 19.69, -240.0, -0.084, -0.0904, 1.67, 419.69, -128.08, -100.62, -447.7, 0.06, 0.06, 0.06, -88.54, -90.45, -52.12, -0.1, 3.3, -4.01, 23.67, 13.96, 0.002, 0.0015, 0.88, 1.43, 27.16, 22.42, 0.0133, 0.0097, 0.0037, -11.14, -0.27, 0.69, 4.04, 13.5, -58.1, 0.0068, 0.0202, 0.0196, -1.75, 2.25, -73.82, -109.53, -0.003, -0.003, -0.003, 0.0132, 5.55, -1.12, -0.057, -0.005, 16.3, 3.19, 15.0, 10.95, 9.55, 9.65, -37.73, -35.83, -177.85, 73.14, -114.0, 0.2094, -139.13, -73.56, -138.45, 0.35, 0.0615, -0.033, -0.033, -2.29, -1.81, 0.428, 0.755, -36.0, 52.75, -0.23, -0.23, -0.23, -59.8, -78.18
2008-3-17, -25.82, -0.015, -0.015, 0.0035, 0.0061, 0.001, -60.7, 5.6, 0.1635, -0.006999999999999999, 2.13, 1.44, 2.22, 105.09, 541.69, 0.004, 0.004, 93.8, -19.5, 5.78, 4.39, -8.28, 0.42, 122.2, -244.9, -27.34, 10.79, -0.21, 0.006999999999999999, -0.005, 0.041, -8.59, -76.57, -54.67, 27.34, -51.12, 4.56, 1.995, 1.45, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, -0.06, -0.06, -0.06, 15.27, 120.0, 0.2587, 0.2574, 0.08, -654.58, 25.75, -231.45, -184.63, 0.02, 0.02, 0.02, 82.08, -61.99, 49.9, 5.1, 0.95, 2.51, 5.5, 18.74, 0.006999999999999999, 0.0022, 0.33, 0.14, 16.18, 27.6, -0.0143, 0.0, 0.0006, 19.04, 1.0, 0.54, 4.93, 5.9, -51.8, -0.0152, 0.0054, -0.0077, 2.0, -12.25, -53.5, -51.0, -0.025, -0.025, -0.025, -0.0037, -6.55, -4.37, -0.005, -0.03, 10.23, 17.87, 14.16, 15.1, 8.8, 7.4, -30.09, -30.09, 315.0, 41.4, 36.99, 0.2967, -139.13, -73.56, -138.45, -7.24, 0.0958, 0.043, 0.043, -0.69, -0.56, 0.235, 0.365, -74.0, -34.75, 0.1, 0.1, 0.1, 12.61, 6.25
2008-3-18, 14.31, -0.025, -0.025, 0.0054, 0.0098, 0.0153, -217.3, -150.3, 0.233, 0.232, 3.95, 2.43, 4.69, -292.35, -1367.12, -0.138, -0.138, -261.4, 3.47, -89.26, -69.89, 4.39, -92.8, -242.7, 121.65, -11.54, -32.84, -33.97, -0.135, 0.07, -0.02, -142.62, -15.49, -59.52, 47.81, -35.48, -76.58, 3.81, 1.99, -0.013, -0.013, -0.013, -0.16899999999999998, -0.16899999999999998, -0.16899999999999998, 34.02, -2580.0, 0.2339, 0.2314, -5.61, 233.52, -105.34, -420.78, -476.09, 0.05, 0.05, 0.05, -330.99, -282.68, -199.94, -10.0, -10.0, -26.08, 9.11, 7.71, 0.0112, 0.0115, -0.64, -0.05, 34.02, 15.54, -0.0183, -0.0037, -0.0285, -26.87, -22.08, 12.21, 3.69, 3.2, -365.4, -0.0208, -0.0157, -0.0234, -0.75, -1.75, -163.01, -142.1, -0.031, -0.031, -0.031, -0.0131, -4.57, -22.85, 0.0, 0.07, 19.08, 10.12, 22.12, 27.0, 17.4, 18.8, -30.09, -30.09, -563.64, -242.79, -362.52, 0.4411, -139.13, -73.56, -138.45, -11.34, -0.1191, -0.066, -0.066, -1.85, -2.04, -0.35200000000000004, -0.525, -28.5, -33.75, -0.13, -0.13, -0.13, -122.09, -111.28
2008-3-19, 33.48, -0.085, -0.085, -0.0103, 0.0006, -0.0067, 191.4, -21.7, -0.099, 0.063, -2.01, 3.94, -0.01, -1947.54, 697.34, -0.029, -0.029, 55.93, -71.97, 13.1, 25.82, -69.89, 18.97, 29.9, -225.55, 54.14, -6.05, 43.24, 0.059, -0.14, -0.111, -151.15, -151.69, -78.49, -33.42, 91.25, 67.73, -2.105, 3.73, -0.016, -0.016, -0.016, 0.206, 0.206, 0.206, 32.53, 210.0, 0.9611, 0.9672, 2.45, 233.52, -105.34, -260.04, 102.6, -0.06, -0.06, -0.06, -35.2, 78.05, 29.47, -12.7, -12.45, -6.88, -7.47, -3.47, -0.0088, -0.0004, -3.69, -1.79, -20.39, 34.92, 0.0073, -0.0207, 0.0072, -3.93, 22.24, 4.63, -0.16, 1.8, 374.5, 0.01, -0.0183, 0.0015, -25.75, -11.25, 27.48, 2.87, 0.057, 0.057, 0.057, 0.0097, -22.63, 0.14, 0.019, -0.015, -10.97, 16.43, -3.46, -14.7, 26.8, 11.0, 21.42, 2.17, 145.59, -112.64, 154.31, -0.4168, 74.53, -122.18, 0.0, -6.09, 0.0526, -0.01, -0.01, -1.41, 0.93, -0.332, -0.345, 32.5, -54.25, -0.202, -0.202, -0.202, 29.76, 52.97
2008-3-20, 1.16, 0.081, 0.081, 0.0007, -0.0108, -0.0035, -60.2, 43.6, 0.034, -0.033, 0.26, -2.04, -1.38, 1896.37, -1234.42, 0.129, 0.129, 52.04, 29.7, 29.55, -5.32, 25.82, 25.09, 40.95, 14.85, -32.32, 53.81, 10.77, -0.112, 0.026, -0.003, 92.71, -43.52, -48.88, 1.01, -58.3, 12.64, -0.045, -2.05, 0.097, 0.097, 0.097, -0.173, -0.173, -0.173, -34.32, 1990.0, -0.4558, -0.4649, -2.73, -444.21, 15.77, 313.34, 348.73, 0.02, 0.02, 0.02, 222.28, 125.67, 415.6, 3.75, 4.65, 8.29, -15.65, -9.32, 0.0094, -0.0004, 2.62, -1.08, -23.79, -20.4, -0.011, 0.009000000000000001, -0.0003, 33.06, 7.39, -13.07, 3.65, -58.5, -65.8, -0.0241, 0.009000000000000001, -0.0152, 13.75, -0.75, 50.2, 59.12, -0.031, -0.031, -0.031, -0.0121, 7.97, -7.14, -0.019, -0.01, -21.08, -9.02, -7.59, -0.1, -14.7, -8.2, 15.33, 19.66, 51.48, 6.84, -256.92, 0.1248, -48.69, 0.0, 25.84, 12.79, -0.0534, 0.032, 0.032, 2.75, 0.4, -1.495, -1.4, -90.0, 34.5, 0.264, 0.264, 0.264, 103.64, 44.14
2008-3-21, 22.3, -0.044, -0.044, -0.0199, 0.0018, -0.0186, -50.4, -108.0, 0.0, 0.123, 0.29, 0.95, -0.09, -3118.07, -981.21, -0.18, -0.18, -93.75, -8.61, -70.39, -33.34, -5.32, -45.13, 11.96666667, 14.01666667, 31.09, -31.3, -10.84, -0.048, -0.142, -0.142, 42.44, -24.55, 43.73, -20.2, 48.15, -22.79, -0.02, -0.02, -0.06, -0.06, -0.06, 0.011, 0.011, 0.011, 7.26, -3350.0, 0.0565, 0.0658, -4.3, 187.6066667, 114.03, 94.655, 82.85, 0.02, 0.02, 0.02, -131.99, -28.07, -289.09, -5.25, -5.2, -19.93, -12.82, -16.25, -0.0108, -0.0012, -4.86, -4.29, 2.68, -25.63, -0.0194, -0.0175, -0.0227, -14.44, -7.35, -2.47, -9.15, -25.1, -0.5, 0.003, -0.0255, -0.0069, -22.0, -20.0, -16.90333333, -3.52, -0.022, -0.022, -0.022, -0.0066, -4.926666667, -3.38, 0.0025, -0.0475, -9.76, -31.53, -42.51, 0.0, 4.6, 8.1, -7.91, -2.12, -501.8, -313.42, -241.33, -0.0627, -52.56666667, -59.06, -52.56666667, -14.66, -0.0564, -0.042, -0.042, -1.39, -0.23, -1.59, -1.48, -86.5, -86.75, -0.09, -0.09, -0.09, -112.23, -66.0
2008-3-24, 9.61, 0.004, 0.004, -0.0002, -0.0208, 0.0009, 64.63333333, 52.9, -0.0705, -0.07200000000000001, -0.94, -0.88, -0.95, 87.77, 584.735, 0.059666667, 0.059666667, 54.74666667, -64.69, 4.9, 7.29, -33.34, 18.4, 11.96666667, 14.01666667, 10.185, 15.31, 14.505, 0.022, -0.011, 0.025, -7.47, 68.61, -19.56, -10.64, 34.32, 39.295, -0.855, -0.04, 0.0, 0.0, 0.0, 0.1085, 0.1085, 0.1085, -11.35, 475.0, 0.2453, 0.245, 0.65, 187.6066667, 114.03, 94.655, 82.85, -0.06, -0.06, -0.06, 88.94333333, 68.40666667, 129.77, -0.575, -0.4, 9.77, -2.73, -0.64, 0.0013, 0.0006, -0.16, 0.235, -17.13, 4.04, 0.0014, -0.0189, 0.0041, 6.565, 11.49, -3.76, 1.95, -0.65, 156.66666669999995, -0.0043, 0.004, 0.0076, -7.625, -2.0, -16.90333333, -3.52, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0003, -4.926666667, -3.38, 0.0025, -0.0475, -5.01, 0.0, 1.82, -6.5, -8.2, -7.0, 17.43, 17.555, 137.29, 139.955, 160.87, -0.0878, -52.56666667, -59.06, -52.56666667, 1.3, 0.0115, -0.000666667, -0.000666667, 0.71, -0.47, 0.131, 0.05, 16.25, -45.125, -0.006666666999999999, -0.006666666999999999, -0.006666666999999999, 40.53, 36.79
2008-3-25, 19.63, 0.004, 0.004, 0.0, -0.0011, -0.0064, 64.63333333, 52.9, -0.064, -0.081, -0.89, -1.3, -1.82, 87.77, 584.735, 0.059666667, 0.059666667, 54.74666667, 17.31, 6.93, 46.88, 7.29, -0.79, 11.96666667, 14.01666667, 10.185, 15.31, 14.505, 0.022, -0.011, 0.025, -170.39, 40.24, 2.42, -9.0, 34.32, 39.295, -0.745, -0.81, 0.0, 0.0, 0.0, 0.1085, 0.1085, 0.1085, -8.91, 475.0, -0.326, -0.3183, 0.65, 187.6066667, 114.03, 141.42, 130.17, 0.1, 0.1, 0.1, 88.94333333, 68.40666667, 129.77, -0.575, -0.4, 9.77, -1.14, -6.37, -0.0016, -0.0019, -0.16, 0.235, -8.1, -17.73, 0.008, 0.0075, -0.0017, 6.565, 11.49, -7.99, -8.61, -0.65, 156.66666669999995, 0.0041, -0.0049, -0.0052, -7.625, -2.0, -16.90333333, -3.52, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0066, -4.926666667, -3.38, -0.019, 0.045, -0.11, -6.91, -5.2, -5.9, -4.8, -5.3, 17.43, 17.555, 137.29, 139.955, 160.87, -0.1706, -52.56666667, -59.06, -52.56666667, 4.53, 0.0115, -0.000666667, -0.000666667, 0.04, 1.16, 0.131, 0.05, 16.25, -45.125, -0.006666666999999999, -0.006666666999999999, -0.006666666999999999, 40.53, 36.79
2008-3-26, 4.74, 0.077, 0.077, 0.0197, 0.0011, 0.0066, 64.63333333, 52.9, -0.2295, -0.206, -2.91, -0.78, -0.36, 826.36, 826.36, 0.059666667, 0.059666667, 54.74666667, 36.3, 36.33, -29.33, 46.88, 21.68, 267.65, 40.0, 3.11, 18.78, -2.21, 0.045, 0.068, 0.04, 3.43, -270.41, -181.27, -12.82, 14.3, 10.08, -2.725, -0.78, 0.002, 0.002, 0.002, -0.045, -0.045, -0.045, -13.87, 220.0, -0.1315, -0.1433, -0.82, 346.92, 213.58, 166.68, 134.57, 0.0, 0.0, 0.0, 88.94333333, 68.40666667, 185.37, -1.75, 0.55, 9.77, -8.24, -7.01, 0.0024, 0.0005, -0.78, -0.18, -22.72, -6.01, 0.0085, 0.0062, 0.0126, 18.88, 0.87, -8.67, -10.25, 16.3, 156.66666669999995, 0.019, 0.0058, 0.009000000000000001, 16.25, 21.5, 80.33, 70.43, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0082, -10.44, 0.03, 0.0, 0.01, -20.08, 2.27, -1.16, -21.05, -9.55, -20.35, 11.63, 14.65, 233.81, 210.54, 244.08, -0.1499, 126.51, 97.3, 0.0, 5.11, -0.0931, -0.000666667, -0.000666667, 1.28, 0.14, 0.695, 0.54, 47.5, 39.25, -0.006666666999999999, -0.006666666999999999, -0.006666666999999999, 40.53, 36.79
2008-3-27, -3.43, -0.044, -0.044, 0.0216, 0.0197, 0.0176, -28.7, -15.2, 0.121, -0.006999999999999999, 1.95, -1.55, 0.31, 1414.04, 938.63, 0.01, 0.01, -2.2, -7.0, 0.47, -0.29, -29.33, -2.66, -48.65, 261.9, -11.86, 3.38, -5.02, 0.051, 0.04, 0.046, -22.76, 84.19, 39.11, 37.12, -16.69, -15.6, 1.31, -2.73, 0.124, 0.124, 0.124, -0.049, -0.049, -0.049, -8.82, 1380.0, -0.5552, -0.5561, 2.3, 76.18, -86.61, 9.23, 18.24, -0.03, -0.03, -0.03, -13.35, -28.09, -15.55, 2.8, 1.6, -0.76, 12.93, 4.01, 0.0097, 0.0029, 1.93, 3.08, 22.83, -1.64, 0.0023, 0.0063, 0.0014, 2.89, -1.5, 8.32, 11.5, 14.4, -31.2, 0.002, 0.0179, 0.0076, 22.0, 16.75, 39.69, 41.42, 0.03, 0.03, 0.03, -0.0013, 19.92, 19.92, 0.014, -0.05, 9.33, -11.94, -11.33, 10.55, -15.45, -1.55, -7.35, -6.19, 203.3, 95.62, 257.95, 0.2084, -91.29, 0.0, 35.22, 10.08, 0.0636, 0.111, 0.111, -0.69, -0.71, 0.584, 0.54, -34.5, 57.25, 0.071, 0.071, 0.071, -37.22, -13.22
2008-3-28, 25.59, -0.022, -0.022, -0.0064, 0.0212, 0.0142, 57.1, 45.9, 0.01, -0.012, 0.51, 1.86, 0.66, 184.09, -79.87, 0.025, 0.025, 71.88, 1.24, 4.12, 24.88, -0.29, 5.07, 1.4, -49.9, -15.37, -12.11, -6.83, 0.153, 0.035, 0.15, -195.37, -102.85, -157.04, -4.22, -43.53, -15.27, 0.14, 1.29, -0.014, -0.014, -0.014, 0.06, 0.06, 0.06, 27.18, -100.0, 0.3117, 0.3078, 3.6, -70.21, 263.08, -30.55, -115.13, -0.12, -0.12, -0.12, -54.76, 41.29, -109.91, -0.05, -1.85, 19.41, -1.15, 4.45, -0.003, 0.0029, 3.32, 1.42, 2.16, 0.0, -0.002, 0.0024, 0.0035, -1.95, -0.66, -2.22, -7.44, -0.2, 134.9, 0.0007, 0.0021, 0.0098, 2.25, 5.0, -7.96, 2.14, 0.002, 0.002, 0.002, -0.0025, 3.57, 2.32, 0.005, 0.0, 0.93, 0.0, 11.42, 0.95, 14.05, 0.95, -9.37, -6.66, 73.55, 34.78, 72.35, -0.0485, -76.47333333, -106.9033333, -105.25, -4.17, 0.1254, 0.015, 0.015, -0.93, -0.16, 0.16699999999999998, 0.33, -19.0, -45.0, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, -15.33, 2.44
2008-3-31, 2.16, -0.01, -0.01, 0.0021, -0.0063, 0.0015, -24.6, 12.2, 0.0305, 0.051, 0.75, 0.09, 0.35, -656.0, -486.4, 0.118, 0.118, 6.29, 34.94, 34.94, 9.26, 24.88, 26.13, 111.75, 1.2, -10.54, -13.32, -10.75, -0.048, 0.13, 0.014, 168.66, -162.65, 49.47, 10.24, -19.65, -11.2, 0.69, 0.16, 0.061, 0.061, 0.061, -0.083, -0.083, -0.083, -3.41, -450.0, 0.1505, 0.1608, -0.32, 102.85, -139.39, -24.08, 31.8, 0.01, 0.01, 0.01, 108.86, 57.22, -117.96, 0.5, -0.2, -0.36, 4.26, 5.38, 0.0063, 0.005, 0.18, -0.18, -1.87, 0.83, -0.0001, -0.0011, -0.0001, -9.16, -8.51, 0.55, 0.11, -18.2, -95.5, -0.0135, -0.001, -0.014, 3.5, 0.75, 26.24, 42.94, 0.005, 0.005, 0.005, -0.006999999999999999, -1.21, 0.04, 0.0, 0.02, 0.64, 1.17, 0.78, 5.45, -2.05, 5.15, -12.915, -18.685, -1.19, -35.03, -125.2, 0.1024, -76.47333333, -106.9033333, -105.25, 8.37, 0.0416, 0.014, 0.014, 0.64, 0.23, -0.613, -0.57, -25.0, -26.5, -0.047, -0.047, -0.047, 46.51, 21.19
2008-4-1, -1.74, -0.019, -0.019, -0.0028, 0.0033, 0.0019, 9.2, -32.1, -0.0305, -0.029, -0.4, 0.33, -0.66, -313.14, -275.74, -0.041, -0.041, -75.33, 19.08, 4.58, 0.56, 15.84, -10.38, -207.5, 112.15, 7.48, -11.1, -6.35, 0.008, -0.051, -0.045, -107.44, 87.28, -34.93, -7.17, 17.92, -15.01, -0.38, 0.68, -0.016, -0.016, -0.016, -0.02, -0.02, -0.02, 5.94, -350.0, 0.0371, 0.0384, -4.46, 823.09, 927.58, 114.94, -77.05, 0.0, 0.0, 0.0, -111.53, -152.01, -88.0, -3.15, -1.8, -1.08, -7.47, -13.44, 0.0033, 0.0039, -1.04, -0.1, -17.23, 1.5, -0.0104, -0.0091, -0.0094, -9.87, -1.46, -5.36, -5.05, -14.4, -173.4, -0.0118, -0.0096, -0.006999999999999999, 7.5, 9.75, -1.01, -18.06, -0.044, -0.044, -0.044, -0.0106, 16.51, 2.12, 0.005, 0.005, -5.2, 1.3, -8.79, -2.75, 2.45, 6.95, -12.915, -18.685, -120.84, -69.31, -93.74, -0.1027, -76.47333333, -106.9033333, -105.25, 0.64, -0.0925, -0.032, -0.032, -0.74, -0.2, -0.625, -0.47, -60.0, -14.5, 0.125, 0.125, 0.125, -41.33, -26.53
2008-4-2, 39.94, 0.136, 0.136, -0.0164, -0.0048, -0.02, 150.5, 150.7, -0.091, 0.006999999999999999, -0.91, -0.07, -0.17, 516.06, 1048.43, -0.002, -0.002, 193.38, 4.76, 1.14, 12.32, -6.02, 7.59, 5.05, -206.5, 47.48, 10.49, 41.66, -0.038, -0.005, -0.048, -143.55, -4.82, -62.69, -26.39, 83.65, 73.05, -0.915, -0.37, 0.047, 0.047, 0.047, 0.13699999999999998, 0.13699999999999998, 0.13699999999999998, -4.43, 200.0, 0.0181, 0.0193, -0.7, 874.69, 970.72, -169.48, 91.21, -0.05, -0.05, -0.05, 59.25, 150.04, 50.72, -3.0, -1.25, 32.41, -11.73, -4.59, -0.0055, -0.0028, -2.86, -3.85, -20.07, -18.56, -0.0069, -0.0055, -0.0098, 8.51, 16.79, 1.61, -0.24, -33.3, 430.1, -0.0072, -0.0135, -0.0084, 9.25, 4.25, -10.76, -86.91, 0.056, 0.056, 0.056, 0.0015, -14.39, 0.0, 0.071, 0.025, -3.66, -6.03, -1.84, -6.5, -0.5, -7.1, 12.09, 10.19, 56.51, 90.59, 122.96, -0.254, -11.98, 0.0, 74.35, -5.78, -0.14300000000000002, 0.006999999999999999, 0.006999999999999999, 0.96, 1.96, -0.42, -0.785, -34.0, -69.0, -0.105, -0.105, -0.105, 28.11, 38.91
