@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2007-6-18, 34.62, 0.006999999999999999, 0.006999999999999999, 0.0076, -0.0008, 0.0025, 82.5, 79.9, 0.012, 0.013, -0.21, -0.03, 0.07, 712.52, 714.45, 0.016, 0.016, 182.24, 63.87, 54.81, 9.58, 51.14, 40.17, 1.45, 73.2, 9.94, 7.39, 12.26, 0.026, 0.03, 0.001, 17.66, -76.55, -27.19, 4.97, 27.3, 25.75, -0.2, -0.21, 0.012, 0.012, 0.012, -0.056, -0.056, -0.056, -2.46, 780.0, -0.0353, -0.0369, 1.29, 14.88, 347.74, 111.06, 115.04, 0.0, 0.0, 0.0, 74.69, 85.56, 74.22, 0.8, -0.15, 10.53, 4.98, 0.62, 0.0016, 0.0008, 1.41, 0.55, 2.85, -5.93, 0.0081, -0.0002, 0.0006, 9.74, 10.17, 3.03, 2.87, 2.9, 173.7, 0.0063, -0.0029, 0.0031, 5.0, 6.5, 9.5, 11.41, 0.008, 0.008, 0.008, 0.0047, -10.2, -2.59, -0.019, 0.025, -0.92, -2.55, 2.3, -1.5, -0.7, -1.0, 9.53, 11.78, 153.03, 143.04, 142.47, -0.0455, -60.94666667, -59.15666667, -59.28333333, 5.49, 0.0429, 0.027000000000000003, 0.027000000000000003, 0.33, 0.53, 0.099, 0.084, 0.0, 14.5, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 20.56, 19.06
2007-6-19, 0.97, -0.07400000000000001, -0.07400000000000001, 0.0027, 0.0071, 0.0072, -28.9, 17.1, 0.1665, 0.004, -0.08, -0.23, -0.26, 795.57, 631.74, -0.08, -0.08, 62.79, 15.36, 24.42, 9.93, 9.58, 21.29, -24.35, -9.4, -1.86, 9.93, -3.27, -0.002, 0.034, 0.065, 120.48, 109.73, 115.2, 2.71, -0.11, 0.94, 0.0, -0.25, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.029, -0.029, -0.029, 0.95, 1260.0, 0.0053, 0.0008, 0.16, 89.2, -182.0, 181.57, 182.59, 0.0, 0.0, 0.0, 118.46, 42.67, 82.35, -0.4, 1.0, 8.3, 0.46, 4.29, -0.0011, -0.0002, 0.23, 0.37, 6.49, 2.21, 0.0016, 0.0036, 0.0048, 6.04, -1.91, 1.78, 1.91, 1.3, -148.5, 0.0073, 0.0061, 0.006999999999999999, 15.25, 5.0, 14.56, 5.27, -0.011, -0.011, -0.011, -0.0006, 12.36, 8.5, -0.042, 0.0, -2.6, -1.52, -3.95, -0.05, -2.15, -1.25, 9.53, 11.78, 138.15, 63.31, 135.42, -0.0129, -60.94666667, -59.15666667, -59.28333333, 19.72, -0.0051, -0.014, -0.014, 0.53, 0.11, -0.023, 0.066, -5.5, 2.75, -0.008, -0.008, -0.008, 43.47, 23.49
2007-6-20, -24.06, 0.033, 0.033, 0.0012, 0.0037, 0.0006, -53.3, -29.9, -0.0365, 0.124, 0.13, -0.01, 0.01, 211.28, 95.28, -0.0345, -0.0345, -21.65, 10.16, -0.19, -11.86, 9.93, -6.51, 67.2, -33.15, 2.65, -1.88, 0.41, -0.021, -0.059, -0.09, 16.17, 52.35, 13.11, 0.01, 0.16, -0.15, -0.085, 0.06, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, -0.052000000000000005, -0.052000000000000005, -0.052000000000000005, 0.16, -295.0, -0.0294, -0.0177, 1.0, -153.18, -225.74, 4.18, -9.37, 0.01, 0.01, 0.01, -28.8, -31.37, -27.32, 0.1, -1.75, 2.47, 2.61, 0.77, -0.001, -0.0009, 0.51, 0.0, 3.35, 7.35, 0.0034, 0.0023, 0.0021, -3.17, 0.24, -1.13, -1.11, 4.9, -103.4, 0.0049, 0.0072, 0.0067, -7.75, -18.0, 4.74, 3.25, -0.06, -0.06, -0.06, 0.0047, -8.47, 0.0, 0.033, -0.115, 6.48, -2.24, 2.26, -0.65, 0.55, -0.35, -1.63, -5.73, 5.46, -33.0, -56.49, 0.0124, 30.55, 25.18, 0.0, 8.92, 0.0201, 0.015, 0.015, 0.15, -0.04, 0.092, 0.003, -20.0, -3.0, -0.02, -0.02, -0.02, -14.14, -13.01
2007-6-21, 10.45, -0.03, -0.03, -0.0022, 0.001, 0.0014, -0.9, -28.8, -0.0225, -0.01, 0.01, 0.17, 0.03, -86.19, -420.84, -0.0345, -0.0345, 57.62, -9.21, 0.99, 30.73, -11.85, 4.58, 34.35, 70.45, -20.86, 2.66, 1.47, 0.047, 0.025, 0.045, -88.2, 21.71, 31.15, -1.63, -26.8, 3.3, 0.045, -0.1, -0.045, -0.045, -0.045, 0.048, 0.048, 0.048, 0.42, 55.0, -0.1085, -0.1156, -1.11, -514.23, 99.83, 41.48, 38.39, 0.02, 0.02, 0.02, -23.15, 24.43, 24.88, -1.35, 0.45, -4.48, -2.29, 1.84, -0.0027, -0.0018, -0.4, -0.29, 4.93, 3.08, -0.0048, -0.0009, 0.002, 3.84, 1.32, -4.98, -5.01, -4.6, 35.5, 0.0051, 0.005, 0.0045, -24.5, -8.0, 18.88, 23.24, 0.055, 0.055, 0.055, 0.0006, 11.67, 11.67, -0.042, 0.05, -3.13, 6.44, -0.02, 0.1, -3.0, -1.8, 1.56, 5.46, -21.82, -2.31, -102.76, -0.0071, 75.63, 75.63, 30.55, -0.74, -0.0225, -0.056, -0.056, -0.27, -0.04, -0.075, -0.075, 24.0, -23.0, -0.035, -0.035, -0.035, -6.47, 13.95
2007-6-22, -23.26, 0.029, 0.029, -0.0009, -0.0021, -0.0023, -53.3, -43.3, -0.0895, -0.086, -0.14, 0.04, 0.1, -613.95, -118.46, 0.085, 0.085, -71.09, 28.25, 6.47, -27.5, 30.58, 1.4, 18.75, 34.35, 9.35, -21.18, -14.42, -0.041, -0.003, -0.017, 49.5, -98.56, -55.46, -2.38, 17.0, -16.06, -0.07, 0.06, 0.039, 0.039, 0.039, 0.05, 0.05, 0.05, 1.95, -605.0, 0.109, 0.109, 0.99, 280.08, -424.92, -55.77, -34.14, 0.14, 0.14, 0.14, -72.99, -144.63, -149.9, 1.65, 0.0, -7.56, 2.35, -0.55, -0.0007, -0.001, -1.21, -0.36, -1.6, 4.74, 0.0041, 0.0012, -0.0006, -14.78, -10.78, 1.26, 1.23, -5.5, -153.3, 0.0, 0.0048, 0.0018, 5.0, -5.5, 1.24, 1.19, 0.013, 0.013, 0.013, 0.0044, 14.26, 0.53, 0.037000000000000005, 0.015, -7.6, -2.93, -2.34, -0.85, 2.45, 1.45, -7.21, -14.01, -97.37, -66.83, -36.52, -0.0211, 28.72666667, 36.82, 53.93666667, 9.12, 0.0273, 0.045, 0.045, 0.14, 0.09, -0.153, -0.153, 1.0, 24.25, 0.045, 0.045, 0.045, -22.37, -44.33
2007-6-25, -13.25, 0.026, 0.026, 0.0073, -0.0017, 0.0008, -28.6, -37.0, 0.024, -0.009000000000000001, 0.05, -0.26, -0.01, 613.84, 41.21, 0.022, 0.022, -47.04, -21.89, -3.91, 2.06, -27.34, -3.78, -15.35, 18.9, -19.63, 9.69, -0.71, -0.021, -0.017, -0.031, -139.37, 60.08, -7.11, 8.44, -28.0, -5.79, 0.12, -0.08, 0.021, 0.021, 0.021, -0.05, -0.05, -0.05, -3.28, 605.0, -0.0434, -0.0415, -0.11, -188.58, 42.34, 60.59, -15.45, -0.04, -0.04, -0.04, -41.71, -30.69, 58.37, -0.05, 0.1, -12.82, 1.44, 2.3, 0.0017, 0.0004, -0.39, -0.1, 7.76, -2.92, 0.0036, 0.0041, 0.0051, 4.45, -0.85, -4.79, -4.71, 2.9, -97.5, 0.0059, -0.001, 0.0024, -11.0, -16.5, -5.34, -5.53, -0.006, -0.006, -0.006, 0.0014, -8.68, -18.01, -0.023, 0.0, 7.1, -7.57, -1.74, 1.15, -1.05, -0.65, 0.71, 2.185, 35.08, -11.55, -27.75, 0.0001, 28.72666667, 36.82, 53.93666667, 3.73, -0.0182, 0.006999999999999999, 0.006999999999999999, 0.2, 0.38, -0.067, -0.067, -13.75, -2.5, -0.002, -0.002, -0.002, 4.36, 18.39
2007-6-26, -8.18, -0.025, -0.025, -0.0005, 0.008, 0.0058, 21.0, -20.9, -0.0515, -0.017, -0.12, 0.0, -0.24, -373.44, -346.88, -0.053, -0.053, -70.66, 1.4, -14.3, -20.72, 1.99, -13.15, 7.35, -16.15, -4.82, -19.63, -7.9, 0.017, -0.01, -0.012, -150.37, -128.18, -118.3, -2.84, -11.88, -6.88, -0.18, 0.12, -0.034, -0.034, -0.034, -0.05, -0.05, -0.05, 8.81, -600.0, -0.067, -0.0688, -0.62, -346.25, -218.32, -70.21, -12.51, -0.04, -0.04, -0.04, -133.52, -78.1, -184.94, -1.45, -1.95, -12.82, -1.92, -0.15, 0.0001, 0.0005, 0.65, 0.0, -4.45, 8.7, -0.0016, 0.0004, 0.0004, -4.91, -1.22, -2.74, -2.58, -2.2, 63.4, -0.0013, 0.0069, 0.0046, -20.0, -9.0, -4.77, 3.29, -0.045, -0.045, -0.045, 0.0003, -22.9, -24.25, -0.005, -0.055, -3.8, 5.56, -1.07, -1.6, 0.6, 0.3, 0.71, 2.185, -145.02, -106.8, -75.06, -0.0004, 28.72666667, 36.82, 53.93666667, -6.9, -0.0055, -0.019, -0.019, 0.08, -0.2, -0.142, -0.142, -2.75, -11.0, 0.002, 0.002, 0.002, -45.74, -47.43
2007-6-27, -16.45, -0.032, -0.032, -0.0011, -0.0004, -0.0007, -29.1, 2.1, -0.0565, -0.053, 0.03, 0.0, -0.04, -225.3, 236.54, -0.001, -0.001, -38.41, -19.11, 0.54, 17.75, -20.67, -5.32, 26.3, 8.0, -4.85, -4.88, -8.17, -0.084, -0.014, -0.014, 32.29, -239.54, -154.94, -0.94, -2.92, -14.98, -0.035, -0.19, -0.022, -0.022, -0.022, -0.002, -0.002, -0.002, -1.04, -50.0, -0.0726, -0.067, 0.05, -551.3, -260.92, -9.35, -71.25, -0.01, -0.01, -0.01, -32.13, -31.97, -7.72, -3.5, -2.65, -2.72, -1.5, -0.94, -0.0007, 0.0005, 0.15, -0.27, 0.2, -4.02, -0.0014, 0.0012, -0.0014, -5.47, -5.74, -0.63, -0.59, -9.2, -93.1, 0.001, -0.0012, 0.0, -7.25, -1.0, 15.25, 4.84, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 0.0004, -23.86, 0.37, -0.009000000000000001, -0.005, 0.32, -2.54, -0.55, -0.25, -0.75, -0.15, -1.38, -1.66, -70.33, -106.49, -192.0, 0.024, 3.71, -20.57, 0.0, -5.31, -0.0051, -0.018000000000000002, -0.018000000000000002, -0.13, -0.25, -0.596, -0.596, 19.0, -3.5, -0.015, -0.015, -0.015, 23.67, 4.95
2007-6-28, 18.65, -0.002, -0.002, -0.0001, -0.0005, -0.0017, -31.7, -34.2, -0.0395, -0.057, 0.16, 0.24, 0.24, -193.19, -640.03, 0.006999999999999999, 0.006999999999999999, -82.18, 21.32, -0.44, -17.79, 17.74, 0.09, -21.75, 26.8, 13.45, -5.06, 0.68, 0.039, -0.068, -0.011, 105.23, 122.47, 114.53, 1.81, 31.19, 15.03, 0.15, -0.01, -0.003, -0.003, -0.003, 0.003, 0.003, 0.003, 0.33, -450.0, -0.0394, -0.0381, -0.53, 59.5, -502.18, -116.56, -160.55, -0.03, -0.03, -0.03, -40.3, -54.35, -15.44, -0.1, -0.4, -4.15, -5.55, -7.89, -0.0004, -0.0002, -0.77, -0.2, 3.93, 0.25, -0.0111, -0.0068, -0.0138, -4.67, 6.39, 3.02, 2.77, -0.4, -73.5, 0.0009, 0.0006, -0.003, -2.75, -15.25, -20.69, -36.49, -0.026, -0.026, -0.026, -0.0048, 7.28, 4.84, -0.028, 0.0, 0.52, -0.18, -0.39, 1.55, 1.55, 1.05, -11.27, -7.5, -243.12, -140.52, -111.56, 0.0377, -92.72, 0.0, -89.01, 0.32, -0.016, -0.01, -0.01, -0.46, -0.5, -0.06, -0.06, -2.5, 20.0, 0.015, 0.015, 0.015, -47.34, -45.59
2007-6-29, -8.15, 0.006, 0.006, -0.0006, -0.0006, 0.0008, 43.7, 16.2, 0.051, 0.002, -0.07, -0.16, -0.14, 302.11, 944.97, 0.006, 0.006, 101.24, -17.09, 4.67, 14.39, -17.77, 5.29, 18.05, -22.3, -0.63, 13.7, 8.04, 0.07200000000000001, 0.062, 0.096, -164.4, 94.47, 22.56, -1.95, 3.02, 18.68, -0.135, 0.13, -0.037000000000000005, -0.037000000000000005, -0.037000000000000005, 0.023, 0.023, 0.023, 0.22, 430.0, 0.1466, 0.1399, 1.85, 275.03, 219.91, -66.14, 45.32, -0.06, -0.06, -0.06, 63.85, 100.77, 90.55, 0.6, 0.5, 12.37, 6.84, 2.51, -0.0012, -0.0016, 0.36, 0.12, 0.97, 3.54, 0.0087, -0.0013, 0.0039, 14.54, 6.9, 5.12, 5.16, 5.8, 138.2, 0.0031, 0.0009, 0.0046, -12.0, -2.75, -13.56, -18.82, 0.01, 0.01, 0.01, 0.0087, -1.8, -6.31, 0.051, -0.025, 8.18, 1.47, 8.69, -1.0, -1.1, -0.6, 5.05, 2.62, 166.18, 82.3, 173.69, -0.0283, -18.40333333, -49.31, -32.68, 5.84, 0.041, -0.041, -0.041, -0.41, 0.16, 0.16899999999999998, 0.055, 3.0, -1.75, -0.062, -0.062, -0.062, 22.97, 45.63
2007-7-2, 27.75, 0.004, 0.004, 0.0096, -0.0004, 0.0007, 36.6, 32.4, 0.016, 0.059, -0.37, -0.04, 0.02, -3.9, -188.44, -0.013, -0.013, 84.15, 14.72, 7.67, -3.32, 14.8, 1.84, 36.3, 18.5, -2.36, -0.62, 2.69, 0.025, 0.054000000000000006, 0.014, -93.5, -255.9, -193.94, 4.97, -5.14, 1.96, -0.39, -0.11, 0.014, 0.014, 0.014, -0.083, -0.083, -0.083, -1.89, 30.0, 0.0737, 0.0733, 0.54, 71.81, 265.43, 94.87, 80.13, 0.04, 0.04, 0.04, 58.21, 10.54, -4.87, 0.0, 0.15, 3.08, -0.51, 5.32, 0.0026, -0.0001, -0.08, 0.45, -0.64, 1.26, 0.0012, 0.0044, 0.0075, 2.21, 0.17, -3.53, -3.57, 0.6, 72.1, 0.0064, 0.0034, 0.0034, -4.0, -15.0, 6.38, 21.38, -0.006, -0.006, -0.006, 0.0022, -3.63, -0.6, -0.046, 0.06, -7.57, 8.14, 5.77, -2.9, -0.5, -2.5, 4.225, 1.3, 59.13, 82.35, 6.71, -0.0245, -18.40333333, -49.31, -32.68, 7.0, -0.0013, 0.01, 0.01, 0.39, 0.21, -0.026, 0.035, -27.0, 1.5, 0.064, 0.064, 0.064, 23.08, -2.21
2007-7-3, 34.15, -0.0385, -0.0385, 0.0084, 0.0095, 0.0099, -17.3, 4.9, -0.003, 0.008, -0.16, -0.42, -0.39, 246.34, 438.08, -0.029, -0.029, -26.38, 3.67, 6.81, 16.73, -3.74, 8.55, -4.55, 36.0, 16.08, -1.04, 1.92, 0.081, 0.03, 0.066, 15.59, -24.06, -59.48, 4.77, 29.07, 5.74, -0.27, -0.41, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, -0.038, -0.038, -0.038, 3.7, 340.0, -0.0236, -0.0233, 0.11, 269.64, 56.62, 128.54, 88.99, 0.01, 0.01, 0.01, 30.66, 71.32, -13.01, 0.7, 0.05, -4.97, 7.26, 1.02, 0.0013, 0.0025, 0.81, 1.17, 3.87, -0.46, 0.0078, 0.0053, 0.0028, -4.65, -0.61, 2.3, 2.35, 8.4, -87.3, 0.0079, 0.006, 0.0064, -10.0, 2.0, 28.24, 30.75, -0.073, -0.073, -0.073, 0.0103, 5.36, -1.18, 0.023, -0.055, 5.63, -6.03, -6.23, -2.3, -3.3, -2.2, 4.225, 1.3, 78.82, 79.085, 95.45, 0.0294, -18.40333333, -49.31, -32.68, 0.21, 0.0147, 0.009000000000000001, 0.009000000000000001, -0.16, -0.29, 0.269, 0.105, -12.5, -25.75, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 0.79, -1.41
2007-7-4, 32.91, -0.0385, -0.0385, -0.0014, 0.009000000000000001, 0.0054, 49.2, 32.5, -0.0345, -0.035, -0.3, -0.32, -0.36, 974.31, 862.39, -0.029, -0.029, 85.47, 13.64, 17.55, 22.8, 16.73, 17.41, 43.8, -3.35, 5.44, 14.46, 6.56, 0.028, 0.076, 0.029, 63.43, 54.49, 46.9, -6.54, 12.65, 12.65, -0.405, -0.26, -0.056, -0.056, -0.056, 0.056, 0.056, 0.056, 4.93, 940.0, -0.0541, -0.0544, 1.13, 697.14, 683.45, 67.45, 84.25, 0.01, 0.01, 0.01, 42.07, 43.25, 147.27, -2.05, -1.9, 18.6, -7.17, 0.03, -0.0005, 0.0011, 1.47, 0.33, -8.29, 4.33, -0.0062, -0.0011, 0.0007, 9.37, 4.1, -0.61, -0.58, -3.6, 64.7, -0.0006, 0.0093, 0.0061, 0.75, -7.75, 24.16, 27.88, 0.075, 0.075, 0.075, -0.0008, -8.91, -4.93, -0.004, -0.005, -8.05, 3.84, -1.95, -3.65, -3.75, -4.55, 16.63, 18.6, 78.82, 79.085, 95.45, -0.0293, 25.05, 25.05, 42.83, 17.2, 0.0227, -0.063, -0.063, -0.64, -0.61, -0.053, 0.065, 2.0, -13.25, -0.057, -0.057, -0.057, -13.9, 21.71
2007-7-5, 9.38, 0.0, 0.0, 0.0, -0.0023, 0.0022, 33.3, 37.6, 0.024, -0.01, 0.23, 0.12, 0.26, 327.55, 339.09, 0.006, 0.006, 23.39, 28.6, 27.74, -3.45, 22.86, 16.81, 1.75, 43.2, 0.265, 2.87, 0.28, 0.0225, 0.025, 0.0225, -83.56, 51.29, 9.71, 2.81, 5.85, 6.53, 0.23, -0.41, 0.07400000000000001, 0.07400000000000001, 0.07400000000000001, 0.021, 0.021, 0.021, -6.34, 180.0, -0.0846, -0.0833, 0.05, 83.8, 289.32, -47.72, -3.16, -0.01, -0.01, -0.01, 7.72, 13.87, 9.685, 0.175, 0.1, 7.27, 4.62, 0.28, 0.0001, -0.0001, 0.16, 0.02, 3.75, -8.46, 0.0034, -0.0014, 0.0006, 1.41, 0.805, 0.93, 0.92, -2.25, 120.3, 0.0003, -0.0012, 0.0016, -3.0, 1.625, 5.07, 15.6, 0.056, 0.056, 0.056, 0.0002, -4.05, -10.81, 0.025, 0.045, 4.86, -7.99, -2.64, 1.9, -0.4, 1.1, 3.76, 8.14, 48.79, 27.27, 133.23, -0.0007, 172.01, 172.01, 25.05, 17.48, -0.0009, 0.063, 0.063, 0.03, 0.03, -0.05, -0.02, 9.75, 5.0, -0.021, -0.021, -0.021, 25.48, 24.9
2007-7-6, 13.22, 0.031, 0.031, -0.0014, 0.0004, -0.0026, -37.9, 8.9, 0.0215, 0.033, 0.23, -0.02, 0.32, -1.62, -252.77, 0.063, 0.063, 24.84, 3.17, 4.03, 27.22, -3.35, 2.54, -5.35, 0.95, 0.265, 2.87, 0.28, 0.0225, 0.025, 0.0225, -200.29, -136.37, -138.07, 1.73, 5.85, 6.53, 0.225, 0.23, 0.045, 0.045, 0.045, 0.078, 0.078, 0.078, 0.75, -50.0, 0.0921, 0.092, 0.05, -23.8, -95.82, 33.12, 48.31, 0.06, 0.06, 0.06, 78.64, -29.21, 9.685, 0.175, 0.1, 1.09, 0.22, 2.24, 0.001, 0.0006, 0.0, 1.81, -0.08, 3.83, -0.0028, 0.0, -0.0001, 1.41, 0.805, 0.2, 0.17, -2.25, -82.3, -0.0054, 0.0001, -0.0061, -3.0, 1.625, 23.88, 15.5, 0.041, 0.041, 0.041, 0.0, -5.12, -8.07, -0.004, -0.01, 3.23, 4.49, 2.26, 2.25, 0.05, 0.15, -2.05, -2.06, 43.0, 1.65, -87.1, -0.001, 52.16333333, 55.17333333, 109.5, 13.34, -0.0009, 0.035, 0.035, 0.22, 0.3, -0.05, -0.02, 9.75, 5.0, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, 18.12, -3.21
2007-7-9, 22.58, 0.059, 0.059, 0.003, -0.0016, -0.0011, 54.9, -1.4, -0.067, -0.034, -0.38, 0.27, 0.0, 235.17, 586.7, 0.055, 0.055, -66.62, 29.28, 20.76, 5.37, 27.06, 16.93, 30.9, -6.1, 5.04, 0.1, 5.83, 0.003, 0.025, -0.001, 165.48, -169.82, 6.95, -0.64, 9.86, 9.96, -0.325, 0.22, 0.053, 0.053, 0.053, 0.043, 0.043, 0.043, 1.44, 210.0, 0.1439, 0.1453, 0.76, 234.01, 244.01, -7.25, -105.88, -0.02, -0.02, -0.02, -108.57, 0.59, -17.23, 0.0, 0.0, -3.88, 0.11, -0.42, 0.002, 0.0008, 1.74, 1.08, -5.86, -0.54, 0.0025, -0.0008, -0.0005, 1.4, 2.75, 1.47, 1.47, 4.3, 150.9, -0.0009, -0.0054, -0.003, -1.5, 2.75, 6.12, 16.24, 0.029, 0.029, 0.029, 0.0007, -14.91, -20.53, 0.037000000000000005, 0.05, 3.42, 3.31, 5.33, -2.5, 2.4, 0.5, 2.79, 1.955, -37.21, 34.78, 82.05, -0.0432, 52.16333333, 55.17333333, 109.5, -4.57, 0.0242, 0.052000000000000005, 0.052000000000000005, 0.29, 0.57, 0.179, -0.01, 9.5, 12.0, 0.042, 0.042, 0.042, -18.8, -3.31
2007-7-10, 10.94, 0.067, 0.067, 0.0001, 0.0036, 0.0041, 22.6, 35.5, 0.0435, 0.003, 0.19, -0.18, -0.4, 256.045, -127.07, 0.04, 0.04, 71.36, 1.92, 10.44, 19.12, 5.37, 15.66, 34.55, 32.35, 1.41, 5.47, 1.86, 0.037000000000000005, 0.015, 0.069, 101.87, 209.85, 115.55, 1.89, 3.51, 4.62, 0.2, -0.32, 0.03, 0.03, 0.03, -0.053, -0.053, -0.053, -2.2, 235.0, -0.0935, -0.0962, 0.25, -323.59, -17.27, 41.43, 127.58, -0.02, -0.02, -0.02, 92.96, 64.61, 53.65, -2.3, -1.5, 13.69, 2.95, 2.4, -0.0016, -0.0003, 0.87, 0.33, 6.76, -5.04, 0.0021, 0.0021, 0.0011, 3.54, 0.98, 2.24, 2.21, 7.8, -83.6, 0.0045, 0.0001, 0.0039, 10.75, 2.0, 45.67, 19.68, -0.019, -0.019, -0.019, -0.001, -15.25, -6.3, 0.009000000000000001, 0.025, 0.79, 3.84, 2.99, 1.35, -0.85, 0.85, 2.79, 1.955, 103.41, 82.84, 83.95, 0.0076, 52.16333333, 55.17333333, 109.5, 18.13, -0.002, 0.031, 0.031, 0.52, 0.08, 0.066, 0.24, -12.0, 9.75, 0.023, 0.023, 0.023, 33.93, 22.52
