@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_High numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute OMXS_Low numeric
@attribute Russell_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2015-07-17, 2076.79, 501.01, 499.65, 503.61, 498.96, 6796.45, 6753.75, 6805.14, 6752.09, 53069.75, 52902.28, 53416.98, 52713.87, 11716.76, 11624.48, 11787.58, 11607.14, 1247.19, 1258.03, 53509.0, 53695.0, 53920.0, 53130.0, 45344.9, 45111.73, 45461.94, 45111.73, 1611.19, 1270.15, 14731.08, 14713.68, 14748.0, 14693.99, 3845.43, 3799.5
2015-07-20, 2073.31, 500.43, 501.54, 502.35, 499.76, 6775.08, 6796.45, 6799.78, 6764.8, 52341.8, 53069.75, 53310.2, 52221.13, 11673.42, 11747.47, 11753.18, 11649.94, 1245.47, 1251.06, 52703.0, 53650.0, 53760.0, 52590.0, 45325.38, 45347.81, 45387.69, 45087.49, 1630.02, 1262.85, 14642.84, 14738.3, 14738.3, 14597.56, 3851.01, 3828.23
2015-07-21, 2083.62, 502.08, 502.57, 506.05, 500.52, 6788.69, 6775.08, 6813.41, 6772.09, 51600.07, 52341.41, 52423.68, 51525.45, 11735.72, 11679.47, 11802.37, 11678.13, 1252.36, 1258.58, 51985.0, 52735.0, 52870.0, 51885.0, 45567.99, 45325.58, 45655.73, 45228.19, 1641.48, 1256.85, 14425.55, 14630.51, 14630.51, 14405.06, 3867.21, 3840.43
2015-07-22, 2064.73, 498.76, 504.15, 504.23, 497.97, 6769.07, 6788.69, 6800.13, 6758.75, 51474.28, 51603.32, 51997.68, 51244.04, 11604.8, 11760.0, 11773.49, 11583.88, 1256.49, 1260.64, 51758.0, 51985.0, 52380.0, 51570.0, 45401.23, 45568.62, 45664.77, 45387.81, 1634.87, 1251.65, 14376.24, 14452.45, 14511.99, 14335.76, 3859.7, 3816.97
2015-07-23, 2065.07, 496.12, 494.72, 498.05, 494.5, 6667.34, 6769.07, 6769.07, 6653.39, 50915.78, 51473.92, 51473.92, 50592.46, 11520.67, 11511.19, 11589.64, 11486.31, 1265.05, 1265.05, 51254.0, 51350.0, 51570.0, 50900.0, 44670.42, 45394.2, 45447.08, 44660.36, 1621.27, 1249.35, 14307.12, 14334.96, 14361.01, 14231.1, 3830.62, 3799.85
2015-07-24, 2045.96, 496.35, 501.04, 501.04, 493.97, 6655.01, 6667.34, 6711.49, 6644.85, 49806.62, 50915.78, 51063.47, 49668.22, 11512.11, 11611.42, 11614.76, 11453.62, 1276.31, 1279.6, 50054.0, 51060.0, 51390.0, 49720.0, 44836.33, 44671.29, 44894.74, 44599.53, 1617.4, 1243.15, 14265.37, 14339.29, 14339.29, 14168.9, 3827.11, 3788.09
2015-07-27, 2038.81, 490.04, 494.67, 498.59, 489.26, 6579.81, 6655.01, 6684.81, 6573.96, 49245.84, 49804.29, 49831.46, 48624.14, 11347.45, 11467.83, 11542.9, 11334.77, 1285.51, 1289.32, 49445.0, 49670.0, 50055.0, 48850.0, 44249.49, 44840.25, 44898.13, 44209.53, 1611.19, 1224.85, 14186.24, 14260.13, 14275.47, 14145.27, 3809.18, 3769.09
2015-07-28, 2039.1, 481.52, 488.22, 489.09, 480.81, 6505.13, 6579.81, 6589.48, 6495.67, 48735.54, 49245.85, 49298.39, 48639.95, 11056.4, 11287.77, 11297.5, 11052.86, 1295.23, 1300.78, 48996.0, 49080.0, 49550.0, 48825.0, 43713.72, 44243.0, 44246.9, 43713.72, 1581.07, 1212.25, 14001.37, 14101.04, 14112.13, 13956.05, 3757.06, 3699.59
2015-07-29, 2037.62, 485.77, 484.73, 487.51, 482.31, 6555.28, 6505.13, 6569.45, 6505.13, 49601.6, 48740.26, 49871.17, 48740.26, 11173.91, 11129.91, 11242.43, 11068.31, 1283.47, 1299.49, 49835.0, 49345.0, 50125.0, 48965.0, 44222.97, 43715.62, 44241.52, 43715.62, 1578.39, 1203.25, 14077.36, 14031.16, 14104.3, 13938.9, 3726.25, 3684.34
2015-07-30, 2019.03, 489.29, 488.05, 490.46, 484.92, 6631.0, 6555.28, 6634.04, 6555.28, 50245.15, 49601.91, 50332.57, 49421.69, 11211.85, 11249.3, 11253.56, 11123.25, 1276.62, 1285.55, 50379.0, 49920.0, 50550.0, 49540.0, 44471.29, 44215.4, 44566.88, 44058.89, 1583.08, 1218.85, 14301.8, 14079.38, 14303.81, 14059.28, 3734.42, 3701.26
2015-07-31, 2030.16, 495.17, 493.48, 495.56, 491.35, 6668.87, 6631.0, 6697.4, 6631.0, 49897.4, 50245.14, 50644.62, 49612.04, 11257.15, 11305.46, 11313.27, 11140.65, 1282.63, 1287.91, 49992.0, 50555.0, 50830.0, 49760.0, 44373.31, 44470.66, 44470.66, 44177.87, 1592.19, 1219.95, 14382.78, 14308.68, 14386.75, 14226.57, 3732.87, 3704.45
2015-08-03, 2008.49, 495.23, 496.31, 496.64, 491.84, 6696.28, 6668.87, 6705.42, 6646.26, 50864.77, 49897.4, 50894.51, 49892.29, 11308.99, 11271.31, 11308.99, 11173.17, 1281.93, 1296.66, 50907.0, 50020.0, 51145.0, 49960.0, 44752.93, 44374.46, 44793.18, 44322.79, 1600.45, 1232.25, 14468.44, 14420.6, 14501.58, 14391.6, 3762.64, 3736.28
2015-08-04, 2027.99, 500.43, 495.4, 501.52, 495.4, 6688.62, 6696.28, 6710.79, 6668.18, 50138.05, 50866.92, 50866.92, 50053.82, 11443.72, 11295.5, 11460.4, 11248.27, 1282.35, 1284.7, 50277.0, 50800.0, 50800.0, 50165.0, 44903.95, 44737.51, 44913.63, 44436.12, 1610.49, 1223.95, 14479.745, 14443.215, 14508.685, 14408.245, 3802.88, 3766.9
2015-08-05, 2029.76, 500.02, 500.14, 500.84, 496.98, 6686.57, 6688.62, 6715.51, 6644.65, 50058.49, 50137.62, 50574.01, 49826.74, 11456.07, 11408.23, 11476.9, 11380.81, 1272.51, 1284.58, 50170.0, 50690.0, 50720.0, 49920.0, 45177.98, 44901.22, 45206.88, 44869.1, 1606.54, 1224.95, 14491.05, 14465.83, 14515.79, 14424.89, 3804.0, 3778.11
2015-08-06, 2013.29, 503.48, 501.73, 504.0, 499.78, 6752.41, 6686.57, 6764.82, 6686.57, 50287.27, 50066.85, 50852.53, 50066.85, 11636.3, 11503.21, 11655.74, 11497.92, 1280.26, 1282.78, 50341.0, 50590.0, 50990.0, 50235.0, 44937.61, 45180.36, 45388.64, 44863.92, 1615.63, 1227.45, 14502.99, 14538.38, 14622.35, 14484.69, 3843.07, 3811.26
2015-08-07, 2010.23, 501.23, 501.72, 503.22, 500.49, 6747.09, 6752.41, 6763.34, 6717.49, 50011.32, 50279.64, 50534.17, 49623.61, 11585.1, 11605.59, 11669.86, 11574.97, 1271.33, 1281.46, 50024.0, 50030.0, 50630.0, 49630.0, 44921.22, 44938.5, 45062.34, 44824.47, 1619.42, 1206.55, 14405.91, 14499.43, 14499.43, 14378.62, 3853.21, 3834.91
2015-08-10, 2003.17, 496.61, 499.29, 500.09, 496.39, 6718.49, 6747.09, 6754.77, 6718.49, 48577.32, 50013.41, 50013.41, 48511.68, 11490.83, 11561.37, 11582.9, 11484.85, 1277.51, 1280.16, 48583.0, 49895.0, 50070.0, 48415.0, 44862.14, 44919.12, 44919.12, 44661.21, 1612.28, 1199.35, 14302.7, 14397.92, 14458.11, 14265.03, 3835.61, 3796.49
2015-08-11, 1986.65, 500.04, 499.24, 500.12, 492.18, 6736.22, 6718.49, 6751.49, 6653.65, 49353.0, 48578.05, 49511.63, 48578.05, 11604.78, 11545.63, 11618.3, 11431.76, 1277.38, 1281.59, 49355.0, 48465.0, 49570.0, 48465.0, 45320.69, 44856.19, 45320.75, 44785.09, 1608.27, 1212.65, 14466.39, 14346.69, 14471.13, 14343.09, 3815.66, 3776.19
2015-08-12, 1975.47, 494.36, 499.32, 499.55, 493.85, 6664.54, 6736.22, 6736.22, 6663.98, 49072.34, 49339.86, 49339.86, 48305.66, 11293.65, 11548.0, 11561.0, 11278.71, 1301.93, 1309.14, 49097.0, 48985.0, 50100.0, 48255.0, 44379.79, 45321.58, 45333.35, 44376.53, 1611.61, 1207.15, 14414.67, 14408.48, 14414.67, 14264.32, 3797.0, 3749.09
2015-08-13, 1983.46, 477.42, 488.41, 488.41, 475.31, 6571.19, 6664.54, 6664.54, 6536.41, 48388.05, 49063.87, 49063.87, 48027.56, 10924.61, 11151.72, 11153.64, 10892.88, 1309.31, 1324.62, 48434.0, 49380.0, 49380.0, 48010.0, 44032.38, 44379.03, 44402.58, 43640.06, 1573.12, 1190.65, 14339.53, 14359.62, 14359.62, 14182.46, 3726.41, 3628.93
2015-08-17, 1968.52, 476.99, 483.56, 484.14, 475.77, 6568.33, 6571.19, 6634.71, 6553.45, 48009.57, 48389.64, 48605.89, 47721.75, 11014.63, 11098.17, 11153.96, 10980.86, 1313.92, 1315.91, 48794.0, 49430.0, 49730.0, 48610.0, 43870.53, 44083.48, 44287.12, 43785.43, 1586.29, 1202.75, 14238.4, 14322.23, 14340.57, 14223.62, 3705.31, 3664.88
2015-08-18, 1956.26, 474.3, 477.42, 479.21, 469.4, 6550.3, 6550.74, 6585.88, 6507.76, 47217.43, 47508.83, 47787.95, 47217.43, 10940.33, 11044.75, 11113.79, 10818.71, 1310.88, 1318.1, 48050.0, 48390.0, 48650.0, 47995.0, 43953.48, 43762.9, 43990.05, 43574.12, 1578.41, 1204.55, 14251.53, 14267.24, 14267.24, 14184.58, 3680.8, 3620.46
2015-08-19, 1939.38, 479.01, 474.05, 480.85, 473.15, 6526.29, 6550.3, 6564.55, 6505.69, 47450.58, 47220.49, 48084.31, 46675.92, 10915.92, 10916.71, 10976.04, 10883.11, 1307.17, 1315.85, 48232.0, 48000.0, 48970.0, 47440.0, 43872.12, 43958.08, 43960.88, 43730.56, 1580.39, 1213.75, 14193.87, 14217.69, 14227.44, 14125.54, 3664.03, 3638.87
2015-08-20, 1914.55, 469.24, 476.2, 476.87, 468.68, 6403.45, 6526.29, 6526.52, 6403.45, 46588.39, 47450.58, 47450.58, 45977.38, 10682.15, 10819.85, 10848.84, 10681.36, 1316.72, 1319.16, 47275.0, 48000.0, 48025.0, 46720.0, 43473.74, 43868.6, 43906.56, 43307.53, 1553.27, 1196.05, 14036.63, 14187.62, 14187.62, 14013.99, 3647.06, 3597.43
2015-08-21, 1876.07, 459.17, 468.0, 468.8, 458.17, 6367.89, 6403.45, 6408.61, 6359.71, 46649.23, 46587.51, 46780.81, 46029.56, 10432.19, 10593.28, 10654.55, 10400.99, 1332.04, 1333.94, 47380.0, 46810.0, 47575.0, 46530.0, 43036.59, 43470.49, 43470.49, 42995.27, 1532.96, 1167.05, 13737.0, 14022.14, 14022.14, 13736.96, 3605.17, 3537.73
2015-08-24, 1829.81, 442.87, 451.18, 456.84, 442.87, 6187.65, 6367.89, 6367.89, 6187.65, 45719.64, 46649.35, 46649.35, 45676.76, 10124.52, 10228.7, 10437.28, 10124.52, 1362.01, 1362.49, 46327.0, 46800.0, 46985.0, 46070.0, 42163.82, 43033.01, 43033.01, 42098.73, 1495.36, 1152.25, 13473.67, 13664.84, 13697.53, 13468.72, 3535.81, 3437.23
2015-08-25, 1846.63, 419.68, 427.22, 431.75, 401.87, 5898.87, 6187.65, 6187.65, 5768.22, 44336.47, 45714.92, 45714.92, 42749.23, 9648.43, 9805.72, 9935.53, 9338.2, 1384.11, 1410.64, 44906.0, 44100.0, 45950.0, 43215.0, 41471.47, 42139.18, 42139.18, 39256.58, 1405.01, 1079.15, 13052.74, 13350.97, 13396.76, 12705.17, 3352.83, 3175.25
2015-08-26, 1894.09, 436.68, 425.66, 440.73, 423.16, 6081.34, 5898.87, 6115.74, 5898.87, 44544.85, 44337.54, 45587.89, 44337.54, 10128.12, 9816.59, 10185.88, 9748.92, 1371.68, 1387.91, 45118.0, 46500.0, 46645.0, 44700.0, 42010.89, 41484.5, 42393.79, 41484.5, 1440.98, 1102.55, 13150.93, 13314.57, 13445.63, 13134.33, 3405.54, 3296.09
2015-08-27, 1908.0, 428.73, 430.46, 438.85, 422.76, 5979.2, 6081.34, 6095.05, 5949.94, 46038.08, 44545.67, 46039.43, 44540.18, 9997.43, 9956.85, 10159.99, 9853.12, 1338.79, 1378.42, 46749.0, 45245.0, 46875.0, 45135.0, 42323.04, 42012.15, 42427.49, 41669.21, 1444.63, 1101.65, 13381.59, 13318.99, 13393.22, 13061.9, 3406.63, 3311.58
2015-08-28, 1937.67, 443.36, 440.21, 445.85, 437.2, 6192.03, 5979.2, 6212.48, 5979.2, 47715.27, 46038.08, 47996.65, 46038.08, 10315.62, 10271.33, 10382.95, 10222.04, 1320.37, 1348.02, 48427.0, 46950.0, 48680.0, 46885.0, 43452.36, 42324.32, 43480.84, 42324.32, 1485.67, 1131.05, 13766.67, 13465.57, 13845.66, 13465.57, 3458.42, 3404.45
2015-08-31, 1941.49, 445.96, 445.29, 446.06, 440.4, 6247.94, 6192.03, 6247.94, 6152.01, 47153.87, 47696.83, 47872.39, 46847.37, 10298.53, 10335.92, 10336.92, 10186.07, 1319.03, 1331.35, 47784.0, 48080.0, 48490.0, 47400.0, 43290.86, 43459.4, 43534.83, 43161.37, 1490.46, 1149.65, 13865.07, 13734.67, 13866.27, 13710.09, 3461.33, 3419.03
2015-09-01, 1914.23, 445.03, 442.39, 446.03, 440.39, 6153.24, 6219.985, 6247.94, 6090.360000000002, 46625.52, 47151.43, 47151.43, 45569.94, 10259.46, 10200.98, 10273.5, 10132.15, 1326.47, 1334.28, 47173.0, 47110.0, 47300.0, 46115.0, 43721.96, 43288.42, 43722.23, 42775.28, 1486.61, 1155.65, 13859.12, 13832.85, 13888.19, 13653.87, 3467.77, 3436.11
2015-09-02, 1915.22, 433.53, 439.95, 441.55, 430.03, 6058.54, 6247.94, 6247.94, 6028.71, 45477.06, 46625.08, 46625.08, 45278.27, 10015.57, 10073.74, 10119.53, 9928.65, 1335.16, 1336.24, 45982.0, 46000.0, 46545.0, 45645.0, 42911.51, 43707.02, 43707.02, 42839.14, 1460.67, 1124.05, 13481.9, 13691.8, 13691.8, 13419.12, 3439.5, 3364.99
2015-09-03, 1915.53, 433.56, 434.63, 438.26, 429.68, 6083.31, 6058.54, 6161.68, 6021.36, 46463.96, 45484.22, 46473.75, 45445.07, 10048.05, 10060.31, 10122.27, 9962.25, 1329.37, 1338.22, 47060.0, 46280.0, 47245.0, 45660.0, 42969.93, 42908.24, 43194.97, 42772.06, 1464.41, 1128.35, 13545.25, 13553.31, 13626.94, 13419.99, 3437.6, 3381.35
2015-09-04, 1886.04, 444.55, 438.52, 447.98, 437.35, 6194.1, 6083.31, 6215.74, 6083.31, 47365.87, 46467.97, 47532.37, 46279.41, 10317.84, 10161.36, 10380.36, 10145.73, 1324.85, 1340.39, 47855.0, 47160.0, 48090.0, 46750.0, 43283.47, 42971.12, 43663.8, 42971.12, 1479.13, 1143.45, 13596.41, 13567.01, 13706.76, 13538.81, 3473.83, 3421.66
2015-09-07, 1883.22, 432.94, 440.8, 440.86, 430.46, 6042.92, 6194.1, 6194.1, 6040.49, 46497.72, 47365.51, 47377.23, 46320.43, 10038.04, 10216.17, 10216.17, 9996.16, 1339.12, 1340.35, 46887.0, 47125.0, 47800.0, 46745.0, 42742.86, 43283.32, 43283.32, 42555.86, 1459.49, 1129.65, 13478.31, 13469.25, 13509.95, 13414.58, 3442.17, 3386.7
2015-09-08, 1878.68, 435.5, 437.17, 439.34, 434.32, 6074.52, 6042.92, 6125.67, 6042.92, 46629.895, 46933.205, 47310.23, 46408.61, 10108.61, 10148.8, 10184.57, 10055.14, 1343.89, 1347.21, 47064.0, 47065.0, 47820.0, 46875.0, 42756.26, 42729.27, 42853.9, 42326.1, 1466.2, 1139.1, 13554.49, 13552.685, 13596.76, 13504.03, 3437.85, 3394.95
2015-09-09, 1934.2, 439.48, 438.08, 445.35, 437.6, 6146.1, 6074.52, 6196.47, 6074.52, 46762.07, 46500.9, 47243.23, 46496.79, 10271.36, 10198.6, 10371.9, 10198.45, 1338.3, 1350.58, 47241.0, 47005.0, 47840.0, 47005.0, 43083.94, 42755.17, 43180.17, 42755.17, 1480.67, 1148.55, 13630.67, 13636.12, 13683.57, 13593.48, 3488.07, 3427.81
2015-09-10, 1962.11, 444.26, 449.49, 451.41, 443.9, 6229.01, 6146.1, 6284.17, 6146.1, 46657.1, 46762.07, 47839.78, 46614.14, 10303.12, 10489.29, 10512.61, 10301.18, 1335.09, 1340.69, 47098.0, 48000.0, 48355.0, 46970.0, 42754.68, 43085.72, 43523.53, 42754.05, 1505.99, 1146.45, 13531.85, 13706.57, 13766.65, 13516.99, 3538.99, 3490.06
2015-09-11, 1941.37, 436.21, 439.8, 443.19, 433.75, 6155.81, 6229.01, 6229.01, 6127.52, 46503.99, 46655.83, 46819.09, 45592.08, 10210.44, 10216.02, 10326.53, 10157.37, 1334.28, 1348.2, 46965.0, 45500.0, 47295.0, 45360.0, 42888.51, 42749.79, 42926.54, 42621.44, 1487.91, 1143.95, 13569.89, 13504.08, 13643.54, 13504.08, 3497.18, 3449.75
2015-09-14, 1931.46, 430.23, 437.84, 437.84, 429.68, 6117.76, 6155.81, 6174.28, 6113.1, 46400.51, 46508.91, 46558.06, 46175.88, 10123.56, 10243.4, 10243.4, 10079.03, 1341.11, 1342.98, 46800.0, 46800.0, 47210.0, 46545.0, 42780.73, 42888.51, 42991.8, 42761.75, 1484.18, 1143.25, 13461.47, 13522.76, 13523.46, 13404.63, 3472.01, 3423.32
2015-09-15, 1937.56, 427.88, 430.79, 435.55, 426.68, 6084.59, 6117.76, 6191.82, 6065.43, 47281.52, 46399.98, 47385.76, 46217.71, 10131.74, 10112.9, 10225.37, 10084.87, 1339.03, 1344.91, 47783.0, 46850.0, 48925.0, 46610.0, 42827.35, 42775.61, 42909.04, 42661.83, 1462.76, 1150.65, 13353.34, 13459.99, 13459.99, 13353.34, 3469.36, 3406.91
2015-09-16, 1975.45, 432.15, 428.74, 434.25, 425.27, 6137.6, 6084.59, 6158.08, 6019.92, 47364.07, 47281.03, 47688.88, 46745.85, 10188.13, 10154.76, 10244.86, 10070.16, 1328.47, 1344.2, 47792.0, 48205.0, 48250.0, 47105.0, 43269.62, 42829.67, 43273.07, 42813.09, 1450.57, 1153.95, 13462.71, 13370.24, 13478.67, 13365.31, 3434.47, 3383.11
2015-09-17, 1976.49, 438.5, 435.83, 439.11, 435.22, 6229.21, 6137.6, 6244.94, 6137.6, 48553.1, 47364.07, 48680.97, 47364.07, 10227.21, 10288.39, 10336.2, 10173.96, 1321.12, 1334.68, 48896.0, 47805.0, 49120.0, 47755.0, 43530.275, 43054.405, 43674.295, 43038.255, 1477.59, 1164.05, 13763.78, 13501.27, 13776.69, 13501.27, 3504.95, 3448.78
2015-09-18, 1995.95, 437.63, 440.66, 441.57, 436.66, 6186.99, 6229.21, 6239.86, 6182.63, 48551.08, 48552.71, 49395.62, 48081.62, 10229.58, 10269.32, 10273.27, 10208.51, 1334.51, 1335.09, 48898.0, 48475.0, 49790.0, 48210.0, 43790.93, 43279.14, 44075.52, 43263.42, 1480.37, 1172.85, 13787.16, 13762.98, 13876.0, 13704.56, 3491.12, 3464.21
2015-09-21, 1964.68, 427.32, 434.98, 434.98, 422.89, 6104.11, 6186.99, 6188.74, 6053.87, 47264.08, 48549.5, 48549.5, 46927.83, 9916.16, 10177.58, 10180.55, 9861.51, 1326.18, 1337.64, 47453.0, 48490.0, 48640.0, 47185.0, 43565.05, 43788.54, 43788.54, 43177.09, 1446.98, 1160.05, 13646.9, 13692.58, 13692.58, 13587.44, 3464.7, 3387.32
2015-09-22, 1982.06, 432.8, 426.68, 435.13, 426.68, 6108.71, 6104.11, 6168.74, 6083.64, 46590.2, 47263.27, 47390.54, 46424.6, 9948.51, 9837.13, 10000.62, 9785.11, 1318.63, 1333.05, 46836.0, 47700.0, 47825.0, 46680.0, 43618.14, 43568.47, 43722.08, 43458.59, 1443.73, 1156.15, 13779.44, 13701.7, 13847.41, 13687.09, 3462.99, 3411.28
2015-09-23, 1944.64, 419.98, 432.73, 432.87, 419.3, 5935.84, 6108.71, 6111.57, 5935.84, 46264.61, 46585.35, 46585.35, 45276.23, 9570.66, 9974.41, 9974.8, 9558.96, 1318.35, 1326.12, 46529.0, 46430.0, 46790.0, 45520.0, 43232.06, 43621.22, 43621.22, 43047.87, 1424.53, 1136.35, 13491.09, 13646.13, 13646.13, 13452.51, 3449.93, 3341.11
2015-09-24, 1947.1, 419.12, 419.51, 425.39, 417.48, 6032.24, 5935.84, 6067.56, 5933.23, 45340.11, 46262.51, 46480.08, 45340.11, 9612.62, 9578.1, 9712.46, 9492.86, 1336.72, 1340.43, 45443.0, 46785.0, 46885.0, 45250.0, 43042.36, 43236.41, 43285.4, 43042.36, 1416.92, 1136.15, 13383.69, 13537.07, 13560.07, 13378.01, 3381.28, 3322.51
2015-09-25, 1942.85, 409.86, 418.75, 420.78, 406.64, 5961.49, 6032.24, 6055.64, 5947.19, 45291.97, 45339.7, 45571.86, 44182.73, 9427.64, 9599.91, 9707.69, 9362.28, 1337.65, 1353.47, 45475.0, 44720.0, 45845.0, 44135.0, 42596.56, 43042.31, 43085.03, 42459.76, 1378.94, 1124.65, 13338.67, 13334.25, 13384.51, 13237.43, 3363.88, 3280.65
2015-09-30, 1962.81, 422.8, 416.82, 425.04, 415.99, 6109.01, 5961.49, 6120.67, 5961.49, 44831.46, 45300.34, 45968.66, 44697.01, 9688.53, 9594.53, 9745.77, 9585.33, 1335.58, 1340.98, 44893.0, 46300.0, 46300.0, 44740.0, 42435.23, 42595.2, 42912.22, 42326.42, 1401.05, 1118.35, 13378.57, 13450.98, 13468.75, 13350.66, 3393.75, 3337.79
2015-10-01, 1979.32, 421.14, 419.64, 422.96, 418.25, 6061.61, 5909.24, 6061.61, 5909.24, 45059.34, 44131.76, 45294.37, 44131.76, 9660.44, 9674.61, 9732.54, 9596.95, 1324.8, 1347.6, 45234.0, 45300.0, 45645.0, 44525.0, 42632.54, 42113.85, 42703.07, 42113.85, 1407.34, 1087.65, 13306.96, 13135.19, 13310.55, 13135.19, 3358.71, 3324.26
2015-10-02, 1969.68, 418.83, 426.77, 428.11, 416.83, 6072.47, 6061.61, 6172.78, 6053.26, 45313.27, 45064.26, 45547.33, 44788.93, 9509.25, 9757.04, 9788.27, 9471.36, 1319.68, 1325.8, 45592.0, 45055.0, 45725.0, 44880.0, 42695.74, 42627.42, 42752.01, 42418.54, 1399.34, 1082.65, 13241.89, 13362.53, 13379.85, 13152.09, 3397.44, 3316.86
2015-10-05, 1978.25, 422.58, 423.18, 428.97, 415.52, 6129.98, 6072.47, 6176.2, 6051.62, 47033.46, 45313.39, 47033.46, 44973.4, 9553.07, 9606.59, 9667.54, 9396.34, 1314.99, 1340.0, 47240.0, 45800.0, 47370.0, 45080.0, 42735.15, 42695.14, 42769.23, 42203.82, 1396.2, 1079.15, 13339.74, 13179.52, 13341.68, 13086.39, 3384.09, 3291.95
2015-10-06, 1990.65, 436.9, 430.49, 438.03, 428.98, 6298.92, 6129.98, 6301.05, 6129.98, 47598.07, 47033.28, 48081.44, 47018.61, 9814.79, 9691.65, 9854.77, 9647.17, 1298.64, 1320.03, 47723.0, 47500.0, 48150.0, 47425.0, 43566.32, 42740.86, 43614.17, 42740.86, 1429.65, 1123.65, 13552.2, 13416.25, 13590.73, 13416.25, 3445.84, 3379.49
2015-10-07, 2005.84, 440.72, 437.57, 443.26, 434.43, 6326.16, 6298.92, 6343.71, 6255.1, 47735.11, 47598.49, 48091.62, 47388.54, 9902.83, 9804.42, 9957.92, 9730.41, 1309.28, 1313.55, 47748.0, 47450.0, 48180.0, 47450.0, 43561.42, 43566.39, 43743.84, 43435.04, 1441.35, 1125.75, 13647.26, 13582.12, 13690.86, 13582.12, 3465.06, 3418.66
2015-10-08, 2019.53, 440.59, 443.31, 446.47, 439.35, 6336.35, 6326.16, 6396.34, 6319.77, 48914.32, 47735.32, 49290.26, 47714.69, 9970.4, 9968.56, 10093.1, 9932.42, 1301.98, 1317.2, 49004.0, 48040.0, 49395.0, 48010.0, 43832.03, 43562.91, 44166.4, 43562.91, 1452.01, 1134.35, 13868.35, 13735.38, 13873.84, 13735.38, 3487.3, 3434.72
2015-10-12, 2021.63, 442.08, 440.39, 442.18, 438.77, 6374.82, 6336.35, 6380.3, 6303.46, 49106.56, 48915.37, 49247.28, 48657.64, 9993.07, 9942.78, 10027.42, 9911.05, 1300.45, 1315.7, 49083.0, 48570.0, 49320.0, 48545.0, 44076.94, 43838.55, 44172.33, 43654.76, 1447.36, 1147.55, 13978.66, 13860.99, 13994.52, 13839.52, 3452.6, 3419.63
2015-10-13, 2019.05, 440.05, 442.57, 443.36, 438.61, 6371.18, 6416.16, 6416.16, 6351.34, 49338.41, 49338.41, 49338.41, 49338.41, 10119.83, 10128.49, 10187.09, 10057.59, 1299.25, 1308.29, 48207.0, 48660.0, 49055.0, 47835.0, 44314.25, 44370.72, 44619.61, 44142.17, 1472.52, 1158.95, 13911.695, 13894.095, 13973.615, 13834.16, 3457.64, 3408.49
2015-10-14, 2009.55, 438.25, 438.99, 439.19, 433.09, 6342.28, 6371.18, 6371.18, 6303.02, 47362.64, 49339.14, 49339.14, 47134.9, 10032.82, 10106.67, 10107.86, 9939.96, 1309.14, 1312.52, 47331.0, 48750.0, 48790.0, 47125.0, 44318.19, 44318.48, 44442.54, 44125.14, 1452.78, 1146.95, 13844.73, 13927.2, 13952.71, 13828.8, 3421.03, 3372.72
2015-10-15, 2033.27, 434.32, 433.57, 438.24, 431.23, 6269.61, 6342.28, 6342.28, 6268.29, 46710.44, 47349.43, 47714.78, 46700.73, 9915.85, 9948.49, 10036.23, 9890.46, 1304.55, 1316.53, 47070.0, 47255.0, 47710.0, 46760.0, 44064.43, 44313.63, 44416.14, 44058.87, 1441.29, 1134.85, 13875.33, 13861.41, 13958.46, 13850.88, 3408.19, 3363.22
2015-10-16, 2030.26, 443.7, 440.31, 445.03, 439.08, 6338.67, 6269.61, 6351.43, 6269.61, 47161.15, 46730.26, 47187.58, 46321.48, 10064.8, 9999.64, 10088.47, 9957.39, 1278.36, 1308.14, 47859.0, 47750.0, 48015.0, 47035.0, 44087.59, 44065.06, 44255.38, 43811.49, 1441.76, 1134.35, 13828.97, 13822.35, 13873.2, 13761.18, 3404.42, 3383.73
2015-10-19, 2030.27, 447.86, 446.81, 448.34, 445.49, 6378.04, 6338.67, 6398.23, 6338.67, 47236.1, 47161.02, 47727.44, 46516.85, 10104.43, 10128.81, 10166.79, 10058.53, 1283.79, 1289.4, 47815.0, 47850.0, 48475.0, 47165.0, 44364.16, 44090.46, 44432.37, 44062.56, 1444.88, 1151.95, 13838.1, 13888.11, 13925.5, 13838.1, 3435.99, 3409.14
