@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Open numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute GAS_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_Open numeric
@attribute MOEX_High numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Low numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Open numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute WTI_Open numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Now numeric
@attribute GBP_KRW_Now numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute BRL_KRW_Open numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_High numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Open numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric

@data
2011-06-13, 2048.74, 3.01, 1.4509999999999998, 337.46, 5847.0, 5868.3, 12.7325, 12.695, 12.7325, 167.36, 166.27, 4.757, 4.6610000000000005, 4.782, 4.6610000000000005, 62697.16, 63478.36, 62495.24, 2.403, 2.403, 1940.98, 1699.01, 3.2260000000000004, 3.2260000000000004, 5485.8, 5457.45, 1288.6, 1268.28, 4.052, 4.056, 4.025, 2696.13, 1567.01, 1552.29, 2643.73, 2676.72, 2641.64, 139.32, 139.36, 138.46, 3.411, 2.9730000000000003, 2.9730000000000003, 1289.3, 1281.93, 0.9733, 0.9801, 0.9709, 2.966, 2.966, 2.966, 62690.0, 63395.0, 63435.0, 24.2455, 24.1819, 24.2592, 101.84, 34834.93, 9624.5, 9491.5, 4.22, 4.28, 6197.25, 6272.47, 11951.91, 12124.17, 12124.17, 11912.03, 267.2, 268.8, 1113.58, 1142.58, 1152.8, 1140.8, 0.8838, 0.8861, 0.8922, 118.78, 1760.74, 1.3038, 1.3114, 1.3008, 682.23, 1528.6, 1543.7, 10129.9, 9910.8, 1.6235, 1.622, 785.0, 777.0, 20117.49, 20355.0, 20410.0, 3821.84, 3779.28, 5.4860000000000015, 5.4620000000000015, 5.51, 5.435, 0.8281, 7231.92, 7279.62, 7227.6, 1.1340000000000001, 1.135, 1109.66, 1115.22, 1082.4, 1078.1, 1215.22, 1218.28, 13084.0, 13179.58, 13008.75, 13.5006, 13.4376, 13.4179, 6569.9366666666665, 6570.99, 6603.363333333333, 1019.87, 1017.44, 3.1051, 3.1377, 3.1486, 4.801, 80.33, 79.97, 36.326, 748.5, 738.13, 5.188, 5.188, 2607.34, 2614.26
2011-06-14, 2076.83, 3.0010000000000003, 1.4329, 334.04, 5769.6, 5794.8, 12.7285, 12.759, 12.7705, 167.67, 167.27, 4.646, 4.79, 4.811, 4.595, 62022.92, 62967.84, 62021.6, 2.396, 2.396, 1930.805, 1697.77, 3.253, 3.253, 5482.8, 5436.95, 1277.04, 1265.64, 4.03, 4.029, 4.022, 2687.65, 1553.16, 1552.18, 2639.69, 2657.77, 2629.61, 139.6, 139.73, 139.24, 3.4730000000000003, 2.984, 2.984, 1300.92, 1281.11, 0.979, 0.9799, 0.9749, 2.9730000000000003, 2.9730000000000003, 2.9730000000000003, 62014.0, 62810.0, 62995.0, 24.2271, 24.2937, 24.3755, 98.77, 34854.22, 9461.5, 9386.0, 4.26, 4.27, 6226.465, 6271.125, 11952.97, 11945.33, 12066.46, 11883.15, 269.9, 270.65, 1098.38, 1152.55, 1155.34, 1140.15, 0.8801, 0.8825, 0.8844, 119.1, 1780.59, 1.3104, 1.3135, 1.3002, 678.86, 1515.0, 1528.1, 9999.9, 9903.6, 1.638, 1.6214, 786.0, 777.25, 20081.12, 20107.0, 20190.0, 3787.37, 3728.4, 5.49, 5.528, 5.557, 5.479, 0.8219, 7186.86, 7231.92, 7181.79, 1.14, 1.119, 1106.57, 1114.19, 1087.6, 1085.2, 1210.99, 1211.77, 12939.72, 13050.24, 12906.38, 13.5462, 13.491, 13.4531, 6584.58, 6549.42, 6597.98, 1013.66, 1007.04, 3.1058, 3.0979, 3.1356, 4.792, 80.2, 80.09, 34.736, 766.38, 740.38, 5.1905, 5.1905, 2576.7, 2580.58
2011-06-15, 2086.53, 3.068, 1.442, 335.93, 5805.9, 5823.3, 12.67, 12.701, 12.727, 166.75, 166.64, 4.581, 4.6110000000000015, 4.654, 4.558, 62204.83, 62697.43, 62023.41, 2.375, 2.375, 1920.63, 1696.53, 3.295, 3.295, 5500.5, 5484.2, 1292.5, 1272.22, 4.154, 4.062, 4.062, 2696.22, 1566.05, 1558.77, 2678.72, 2685.65, 2662.73, 138.89, 139.62, 138.71, 3.4610000000000003, 3.0989999999999998, 3.0989999999999998, 1300.56, 1276.64, 0.9758, 0.9772, 0.9672, 3.0180000000000002, 3.0180000000000002, 3.0180000000000002, 62212.0, 62470.0, 62725.0, 24.1642, 24.176, 24.2995, 97.09, 34997.81, 9561.5, 9436.0, 4.24, 4.27, 6255.68, 6269.78, 12076.11, 11951.38, 12156.52, 11951.38, 268.65, 269.7, 1111.53, 1154.51, 1160.7, 1146.3, 0.8821, 0.8803, 0.8844, 120.16, 1770.28, 1.314, 1.3173, 1.3054, 685.89, 1523.8, 1517.2, 10166.3, 9991.9, 1.6378, 1.6355, 779.25, 752.5, 20358.91, 20200.0, 20415.0, 3775.25, 3738.07, 5.478, 5.5, 5.546, 5.45, 0.8215, 7083.05, 7186.86, 7074.35, 1.148, 1.138, 1113.08, 1119.77, 1085.6, 1080.5, 1222.67, 1222.67, 13097.82, 13004.29, 12947.65, 13.4308, 13.5426, 13.4113, 6568.51, 6584.58, 6626.44, 1020.61, 1017.84, 3.1258, 3.1014, 3.1536, 4.782, 80.51, 80.11, 35.41, 745.88, 714.5, 5.193, 5.193, 2583.84, 2592.25
2011-06-16, 2046.63, 2.952, 1.4442, 336.89, 5787.6, 5799.8, 12.725, 12.664, 12.748, 168.07, 166.68, 4.577, 4.573, 4.605, 4.522, 61603.74, 62198.11, 61448.14, 2.428, 2.428, 1925.56, 1704.54, 3.236, 3.236, 5447.5, 5438.95, 1287.87, 1261.9, 4.122, 4.13, 4.1080000000000005, 2717.68, 1560.31, 1532.88, 2631.46, 2669.75, 2625.86, 139.615, 139.865, 138.74, 3.444, 2.967, 2.967, 1284.37, 1265.78, 0.969, 0.9831, 0.967, 2.98, 2.98, 2.98, 61607.0, 62090.0, 62200.0, 24.2942, 24.1869, 24.3479, 99.68, 35143.56, 9591.0, 9516.5, 4.28, 4.29, 6198.17, 6260.81, 11897.27, 12075.2, 12075.2, 11841.87, 267.7, 270.0, 1104.81, 1148.07, 1161.12, 1140.51, 0.8756, 0.8817, 0.883, 117.1, 1759.71, 1.3072, 1.3206, 1.3042, 682.69, 1525.6, 1525.0, 10118.1, 9919.4, 1.6178, 1.6168, 760.25, 725.5, 19918.52, 20282.0, 20282.0, 3809.7, 3773.36, 5.565, 5.473, 5.5729999999999995, 5.452000000000001, 0.8182, 7049.38, 7134.955, 7028.49, 1.16, 1.1640000000000001, 1115.12, 1120.56, 1081.6, 1080.7, 1189.53, 1221.81, 12972.03, 13012.12, 12938.38, 13.422, 13.418, 13.3555, 6546.06, 6568.51, 6600.94, 1035.43, 1029.24, 2.9848, 3.1339, 3.1339, 4.843, 80.85, 80.39, 35.406, 732.0, 701.25, 5.235, 5.235, 2585.67, 2592.58
2011-06-17, 2031.93, 2.926, 1.4164, 332.0, 5701.0, 5717.5, 12.7135, 12.724, 12.7465, 168.66, 167.66, 4.412, 4.585, 4.595, 4.408, 60880.62, 62040.31, 60489.27, 2.347, 2.347, 1919.05, 1673.34, 3.181, 3.181, 5396.75, 5389.8, 1274.11, 1258.07, 4.117, 4.1110000000000015, 4.055, 2685.63, 1539.12, 1532.89, 2623.7, 2642.65, 2599.86, 139.965, 140.145, 139.47, 3.489, 2.926, 2.926, 1289.0, 1271.73, 0.9791, 0.9899, 0.977, 2.937, 2.937, 2.937, 61815.0, 62050.0, 63100.0, 24.3147, 24.2943, 24.4239, 95.29, 35212.86, 9490.5, 9407.0, 4.24, 4.26, 6157.67, 6164.17, 11961.52, 11896.13, 12023.39, 11821.96, 263.0, 264.3, 1081.74, 1152.51, 1153.82, 1140.93, 0.879, 0.8752, 0.8802, 114.02, 1765.08, 1.3094, 1.3119, 1.3024, 679.05, 1529.3, 1526.0, 9928.9, 9808.2, 1.6162, 1.6078, 725.75, 698.75, 19852.44, 19793.0, 19853.0, 3793.97, 3720.79, 5.6610000000000005, 5.546, 5.765, 5.513, 0.8072, 7015.71, 7083.05, 6982.63, 1.121, 1.153, 1109.81, 1114.09, 1088.6, 1087.3, 1205.59, 1207.35, 12853.13, 12964.0, 12834.64, 13.5449, 13.4191, 13.4092, 6489.943333333334, 6526.573333333334, 6548.193333333333, 1022.19, 1017.36, 3.0038, 3.014, 3.0359, 4.875, 80.58, 80.49, 35.55300000000001, 711.0, 666.25, 5.102, 5.102, 2546.58, 2548.5
2011-06-20, 2019.65, 2.946, 1.4213, 331.6, 5668.4, 5732.8, 12.652, 12.671, 12.681, 167.82, 167.31, 4.325, 4.44, 4.449, 4.317, 61059.98, 61268.47, 60565.54, 2.44, 2.44, 1896.72, 1670.16, 3.198, 3.198, 5366.4, 5355.85, 1279.82, 1267.4, 4.103, 4.149, 4.0969999999999995, 2661.41, 1550.63, 1533.31, 2616.48, 2648.54, 2608.99, 139.4, 139.87, 138.78, 3.45, 2.944, 2.944, 1287.67, 1275.31, 0.9818, 0.9869, 0.9773, 2.955, 2.955, 2.955, 61859.0, 62455.0, 62505.0, 24.24, 24.2413, 24.3263, 95.1, 34998.01, 9445.0, 9312.5, 4.21, 4.25, 6145.16, 6181.96, 12004.36, 11962.58, 12109.11, 11952.55, 258.25, 260.95, 1093.77, 1154.58, 1155.45, 1140.36, 0.8836, 0.8785, 0.8859, 113.21, 1758.86, 1.3119, 1.3132, 1.3012, 680.74, 1538.6, 1523.0, 10159.4, 9803.8, 1.6197, 1.6094, 700.5, 691.25, 20096.84, 19695.0, 20185.0, 3759.2, 3704.58, 5.597, 5.68, 5.706, 5.5729999999999995, 0.8138, 7050.03, 7015.83, 7015.83, 1.119, 1.121, 1111.15, 1112.61, 1088.95, 1083.05, 1205.42, 1206.765, 12789.95, 12852.48, 12789.95, 13.565, 13.5294, 13.4238, 6433.826666666668, 6484.636666666666, 6495.446666666668, 1023.69, 1015.5, 2.9833, 3.009, 3.015, 4.823, 80.05, 80.01, 35.73900000000001, 671.25, 664.13, 5.105, 5.105, 2542.72, 2578.74
2011-06-21, 2048.17, 2.966, 1.4274, 329.05, 5665.6, 5705.3, 12.5755, 12.586, 12.6585, 167.38, 166.94, 4.317, 4.301, 4.376, 4.279, 61168.24, 61571.37, 60783.78, 2.441, 2.441, 1878.55, 1641.85, 3.2260000000000004, 3.2260000000000004, 5257.9, 5195.9, 1280.42, 1267.56, 4.075, 4.059, 4.02, 2635.83, 1549.65, 1539.74, 2629.66, 2636.55, 2607.74, 139.05, 139.47, 138.53, 3.468, 2.9560000000000004, 2.9560000000000004, 1292.44, 1270.47, 0.9809, 0.9851, 0.9779, 2.955, 2.955, 2.955, 62126.0, 61600.0, 62625.0, 24.0756, 24.1218, 24.313, 92.8, 34920.38, 9419.5, 9339.5, 4.26, 4.27, 6113.7, 6126.87, 12080.38, 12004.28, 12129.54, 11942.07, 250.2, 250.35, 1075.73, 1146.08, 1153.69, 1139.22, 0.8831, 0.8826, 0.8844, 111.69, 1755.11, 1.3075, 1.311, 1.2986, 676.2, 1541.5, 1536.0, 10053.5, 9918.8, 1.6206, 1.6109, 704.5, 695.5, 19704.29, 19649.0, 19732.0, 3751.75, 3710.82, 5.593, 5.646, 5.648, 5.5470000000000015, 0.8118, 7040.68, 7050.03, 7039.46, 1.12, 1.12, 1106.38, 1110.82, 1081.6, 1080.5, 1205.25, 1206.18, 12857.7, 12788.96, 12763.54, 13.4977, 13.5572, 13.4651, 6377.71, 6442.7, 6442.7, 1022.63, 1013.09, 2.932, 2.9833, 2.9854, 4.879, 80.21, 80.03, 36.065, 673.88, 656.13, 5.102, 5.102, 2537.53, 2549.0
2011-06-22, 2063.9, 2.9810000000000003, 1.4306, 333.57, 5717.5, 5779.3, 12.509, 12.56, 12.625, 166.3, 166.18, 4.388, 4.309, 4.414, 4.305, 61423.61, 61542.51, 61178.94, 2.421, 2.421, 1858.34, 1642.05, 3.2230000000000003, 3.2230000000000003, 5275.85, 5257.0, 1297.62, 1278.4, 4.09, 4.09, 4.09, 2628.02, 1548.91, 1543.44, 2687.26, 2688.5, 2634.04, 138.045, 139.265, 137.89, 3.495, 2.98, 2.98, 1286.98, 1274.25, 0.9796, 0.9806, 0.9706, 2.985, 2.985, 2.985, 62339.0, 62300.0, 62560.0, 23.9804, 24.0547, 24.2317, 93.49, 35109.97, 9459.66, 9376.5, 4.26, 4.27, 6171.01, 6172.1, 12190.01, 12081.33, 12248.97, 12059.46, 245.0, 246.85, 1092.32, 1140.13, 1150.36, 1136.45, 0.8871, 0.8828, 0.8882, 110.95, 1746.66, 1.3067, 1.3112, 1.301, 678.09, 1546.0, 1540.1, 10233.1, 10075.2, 1.6242, 1.6166, 703.0, 702.25, 20102.34, 19756.0, 20102.34, 3797.56, 3729.67, 5.504, 5.602, 5.6270000000000024, 5.496, 0.8146, 6996.64, 7040.68, 6991.64, 1.126, 1.122, 1104.91, 1111.2, 1083.4, 1075.15, 1223.18, 1228.67, 13063.32, 12901.44, 12860.65, 13.4006, 13.4832, 13.3819, 6462.41, 6377.71, 6479.57, 1018.52, 1015.53, 2.89, 2.9302, 2.962, 4.83, 80.25, 80.06, 36.37300000000001, 658.38, 655.88, 5.0969999999999995, 5.0969999999999995, 2549.0, 2581.62
2011-06-23, 2055.86, 2.978, 1.4396, 335.26, 5767.3, 5789.8, 12.507, 12.5, 12.536, 166.25, 165.9, 4.317, 4.415, 4.444, 4.298, 61194.09, 61858.97, 61194.09, 2.4330000000000003, 2.4330000000000003, 1872.56, 1643.77, 3.193, 3.193, 5278.3, 5262.5, 1298.61, 1286.79, 4.09, 4.133, 4.05, 2648.53, 1547.14, 1538.79, 2669.19, 2693.23, 2668.35, 137.97, 138.35, 137.72, 3.5010000000000003, 2.98, 2.98, 1289.12, 1273.03, 0.9724, 0.9755, 0.9699, 2.9560000000000004, 2.9560000000000004, 2.9560000000000004, 62231.0, 62295.0, 62855.0, 23.9292, 23.9639, 24.1396, 93.76, 35226.95, 9653.5, 9533.0, 4.26, 4.26, 6113.44, 6171.7, 12109.67, 12189.63, 12242.31, 12082.43, 244.9, 245.85, 1095.27, 1135.86, 1144.45, 1133.83, 0.8928, 0.8865, 0.8956, 114.21, 1726.19, 1.3036, 1.3109, 1.3016, 677.19, 1552.9, 1547.2, 10264.4, 10170.1, 1.6074, 1.6061, 709.0, 677.5, 20014.11, 20132.0, 20134.0, 3822.42, 3795.31, 5.539, 5.526, 5.541, 5.484, 0.8194, 6927.74, 6996.64, 6924.37, 1.123, 1.126, 1104.64, 1108.3, 1075.6, 1073.5, 1232.16, 1233.61, 13060.56, 13050.02, 13041.74, 13.3727, 13.3886, 13.3516, 6449.49, 6462.41, 6499.46, 1033.42, 1023.86, 2.9549, 2.8876, 2.9716, 4.891, 80.37, 80.02, 36.734, 677.38, 617.38, 5.127999999999999, 5.127999999999999, 2584.28, 2586.53
2011-06-24, 2090.81, 2.9019999999999997, 1.4335, 332.73, 5744.7, 5750.0, 12.564, 12.522, 12.611, 167.38, 166.12, 4.1930000000000005, 4.301, 4.335, 4.154, 61105.405, 61658.885, 61057.445, 2.39, 2.39, 1878.38, 1638.73, 3.153, 3.153, 5320.0, 5252.25, 1286.6, 1262.87, 4.041, 4.059, 4.032, 2640.66, 1538.79, 1520.7, 2686.75, 2688.07, 2627.47, 138.685, 139.195, 137.82, 3.4019999999999997, 2.9139999999999997, 2.9139999999999997, 1295.39, 1274.6, 0.974, 0.9825, 0.9712, 2.867, 2.867, 2.867, 62097.0, 62172.5, 62652.5, 24.0352, 23.9595, 24.1602, 94.4, 35026.98, 9653.5, 9553.0, 4.23, 4.25, 5991.09, 6107.81, 12050.0, 12108.5, 12108.5, 11841.19, 244.15, 250.7, 1069.82, 1137.82, 1138.58, 1125.15, 0.8906, 0.8919, 0.8934, 107.26, 1730.26, 1.3011, 1.3045, 1.2945, 675.86, 1520.1, 1547.2, 10171.3, 9910.5, 1.601, 1.5939, 675.0, 639.0, 19468.31, 19869.0, 19887.0, 3829.63, 3801.7, 5.64, 5.544, 5.644, 5.541, 0.8178, 6871.68, 6927.82, 6861.18, 1.11, 1.1179999999999999, 1102.03, 1109.01, 1076.6, 1075.2, 1211.08, 1226.13, 12979.58, 12928.22, 12838.81, 13.4166, 13.3615, 13.3193, 6468.73, 6478.92, 6507.75, 1020.05, 1013.38, 2.7817, 2.932, 2.9355, 4.935, 80.5, 80.34, 35.005, 636.75, 606.13, 5.122000000000001, 5.122000000000001, 2550.58, 2551.6
2011-06-27, 2070.29, 2.866, 1.4264, 332.05, 5743.1, 5768.0, 12.545, 12.537, 12.553, 166.62, 166.33, 4.229, 4.212, 4.248, 4.171, 61016.72, 61458.8, 60920.8, 2.353, 2.353, 1829.97, 1642.51, 3.1319999999999997, 3.1319999999999997, 5471.25, 5343.4, 1283.93, 1267.24, 4.098, 4.098, 4.083, 2678.05, 1539.9, 1525.17, 2652.89, 2682.41, 2647.46, 138.49, 138.64, 138.11, 3.387, 2.8710000000000004, 2.8710000000000004, 1297.16, 1283.28, 0.9785, 0.9888, 0.9768, 2.8339999999999996, 2.8339999999999996, 2.8339999999999996, 61963.0, 62050.0, 62450.0, 23.9771, 23.992, 24.0931, 92.29, 35307.29, 9693.5, 9608.5, 4.22, 4.26, 5998.02, 6060.82, 11934.58, 12049.24, 12082.65, 11892.95, 249.55, 251.0, 1069.5749999999996, 1132.63, 1144.17, 1130.59, 0.8892, 0.8904, 0.8931, 105.12, 1721.9, 1.3005, 1.3094, 1.2969, 677.64, 1500.5, 1524.7, 10085.7, 9767.8, 1.596, 1.5951, 687.0, 669.0, 19178.75, 19675.0, 19775.0, 3854.18, 3817.38, 5.694, 5.67, 5.7010000000000005, 5.569, 0.8174, 6892.56, 6871.68, 6870.82, 1.111, 1.102, 1103.53, 1104.97, 1078.95, 1076.05, 1210.155, 1217.68, 12908.89, 13017.61, 12893.8, 13.4135, 13.417, 13.3619, 6487.97, 6495.4299999999985, 6516.04, 1016.92, 1012.61, 2.7503, 2.8334, 2.8359, 4.9860000000000015, 80.43, 80.13, 34.641, 645.88, 631.63, 5.0969999999999995, 5.0969999999999995, 2541.84, 2551.83
2011-06-28, 2062.91, 2.908, 1.4193, 327.68, 5677.8, 5728.0, 12.5705, 12.585, 12.6665, 167.16, 166.63, 4.256, 4.228, 4.276, 4.176, 61216.98, 61456.22, 60771.93, 2.286, 2.286, 1856.77, 1634.64, 3.175, 3.175, 5526.6, 5434.25, 1284.91, 1267.53, 4.051, 4.072, 4.048, 2746.79, 1530.35, 1525.71, 2688.28, 2697.34, 2647.55, 139.155, 139.845, 138.47, 3.444, 2.932, 2.932, 1306.34, 1290.31, 0.9873, 0.9914, 0.9856, 2.888, 2.888, 2.888, 62206.0, 62050.0, 62440.0, 24.0613, 24.0644, 24.2792, 91.16, 35308.47, 9638.0, 9568.5, 4.25, 4.26, 5990.82, 6013.58, 12043.56, 11934.73, 12113.5, 11907.71, 250.2, 250.9, 1069.33, 1132.09, 1136.98, 1127.3, 0.8935, 0.8886, 0.8945, 105.99, 1732.51, 1.2976, 1.2998, 1.2915, 674.75, 1496.0, 1503.5, 9918.1, 9758.5, 1.5989, 1.5913, 669.0, 650.0, 19297.11, 19093.0, 19366.0, 3848.37, 3806.72, 5.705, 5.72, 5.782, 5.6770000000000005, 0.8068, 6894.26, 6897.02, 6886.43, 1.103, 1.1059999999999999, 1092.35, 1101.8, 1083.6, 1083.1, 1209.23, 1209.23, 12966.49, 12886.0, 12858.37, 13.3952, 13.4117, 13.3724, 6507.21, 6511.94, 6524.33, 1015.36, 1008.1, 2.7649, 2.7572, 2.7876, 5.016, 80.77, 80.47, 33.58, 653.13, 642.63, 5.003, 5.003, 2511.08, 2515.83
2011-06-29, 2094.42, 2.989, 1.4284, 329.09, 5747.3, 5796.8, 12.542, 12.532, 12.578, 167.05, 166.58, 4.357, 4.274, 4.38, 4.251, 62303.37, 62308.77, 61216.26, 2.313, 2.313, 1842.2, 1651.83, 3.2710000000000004, 3.2710000000000004, 5545.3, 5496.35, 1296.8, 1280.21, 4.092, 4.078, 4.078, 2759.71, 1546.81, 1541.83, 2729.31, 2729.94, 2692.45, 138.815, 139.245, 138.68, 3.51, 3.034, 3.034, 1310.0, 1292.46, 0.9862, 0.9888, 0.9811, 2.931, 2.931, 2.931, 63289.0, 61905.0, 63330.0, 23.9954, 23.996, 24.1358, 90.71, 35595.67, 9708.5, 9633.5, 4.26, 4.26, 6002.4, 6044.98, 12188.69, 12042.28, 12225.89, 12042.28, 250.8, 258.2, 1082.91, 1138.84, 1141.73, 1129.24, 0.8982, 0.8934, 0.8986, 108.78, 1728.99, 1.3049, 1.3067, 1.2956, 679.15, 1499.7, 1499.9, 10002.0, 9823.6, 1.5998, 1.5912, 667.75, 661.0, 19454.68, 19348.0, 19556.0, 3838.59, 3813.52, 5.638, 5.705, 5.7170000000000005, 5.619, 0.8126, 6862.83, 6895.3, 6862.81, 1.091, 1.11, 1097.83, 1103.21, 1081.6, 1080.7, 1224.81, 1224.81, 13104.98, 12996.86, 12966.49, 13.3245, 13.3824, 13.2878, 6531.17, 6507.21, 6552.9, 1014.02, 1011.63, 2.8257, 2.7689, 2.8358, 4.989, 81.05, 80.66, 33.633, 657.88, 653.38, 5.0680000000000005, 5.0680000000000005, 2501.67, 2507.13
2011-06-30, 2100.69, 3.0869999999999997, 1.4364, 331.66, 5802.0, 5866.8, 12.452, 12.489, 12.539, 166.01, 165.89, 4.315, 4.372, 4.378, 4.276, 62333.97, 62624.62, 62032.74, 2.387, 2.387, 1874.34, 1666.6, 3.3360000000000003, 3.3360000000000003, 5600.45, 5566.5, 1309.21, 1296.85, 4.21, 4.1, 4.098, 2757.4, 1551.28, 1542.37, 2740.49, 2746.62, 2722.26, 137.86, 138.82, 137.74, 3.497, 3.1210000000000004, 3.1210000000000004, 1299.13, 1282.57, 0.9813, 0.9827, 0.9687, 2.989, 2.989, 2.989, 63266.0, 63415.0, 63615.0, 23.9162, 23.9023, 24.0913, 93.37, 36182.31, 9797.26, 9733.5, 4.28, 4.29, 6101.55, 6106.45, 12261.42, 12187.63, 12311.03, 12148.88, 258.9, 260.15, 1103.68, 1145.59, 1150.61, 1134.21, 0.8986, 0.8976, 0.9016, 112.4, 1723.88, 1.3167, 1.3181, 1.3023, 682.95, 1509.9, 1504.1, 10234.9, 9998.2, 1.6065, 1.597, 689.5, 684.5, 19851.47, 19616.0, 20030.0, 3867.375, 3821.99, 5.5820000000000025, 5.684, 5.687, 5.541, 0.8292, 6878.16, 6862.83, 6842.07, 1.119, 1.117, 1100.52, 1112.22, 1077.5, 1073.0, 1229.18, 1240.74, 13188.94, 13155.68, 13069.45, 13.2871, 13.3208, 13.2481, 6576.0, 6531.17, 6580.45, 1019.85, 1019.85, 2.9202, 2.8235, 2.9314, 4.948, 80.75, 80.58, 34.75, 680.63, 662.13, 5.172999999999999, 5.172999999999999, 2509.1, 2547.93
