@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute RTSI_Now numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_Low numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Open numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute Tadawul_High numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Open numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Open numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric

@data
2013-06-10, 1932.7, 2.1519999999999997, 2.008, 1.3223, 1.3246, 352.69, 350.22, 353.51, 347.24, 6411.99, 6421.37, 11.423, 11.4335, 11.22, 182.34, 180.34, 3.8280000000000003, 3.8689999999999998, 51618.63, 52876.77, 52876.77, 51427.73, 1.515, 1.5130000000000001, 1.515, 1.5130000000000001, 8254.68, 8279.03, 1314.41, 1343.9, 1316.32, 2.075, 5972.7, 5871.3, 1625.27, 1625.27, 3.321, 3.321, 2242.26, 2250.63, 2205.07, 1481.98, 1484.76, 1465.25, 3437.84, 3471.73, 143.975, 144.12, 2.126, 2.1790000000000003, 2.1790000000000003, 2.1790000000000003, 2.1790000000000003, 1193.97, 1203.89, 1190.15, 1.0196, 1.0261, 1.52, 1.556, 1.485, 19.6782, 19.4961, 93.72, 40232.68, 40580.06, 12877.53, 12548.2, 3.13, 3.14, 7784.84, 7624.31, 7790.05, 7599.53, 15255.58, 126.95, 129.7, 126.3, 1175.53, 1061.18, 1073.58, 1074.69, 1050.62, 104.56, 103.65, 102.89, 1.1951, 1.1746, 979.44, 989.05, 979.44, 524.2, 526.32, 518.62, 1416.4, 1377.9, 8229.2, 8165.1, 1.5558, 1.5619, 1.5488, 674.0, 659.5, 16691.06, 16590.01, 16747.26, 16417.1, 4984.32, 4985.57, 4.559, 4.644, 4.709, 4.5489999999999995, 0.802, 0.8029, 0.7857, 6361.85, 6382.33, 6307.43, 0.847, 0.835, 0.8740000000000001, 1096.08, 1076.77, 1119.35, 1231.76, 1233.3200000000004, 1228.0749999999996, 12373.3, 12388.49, 12412.96, 7637.27, 1483.86, 1516.69, 1483.75, 2.8726, 4.205, 4.3180000000000005, 97.75, 22.705, 696.88, 703.13, 694.38, 3.26, 2623.07
2013-06-11, 1920.68, 2.231, 2.126, 1.3257, 1.3207, 352.86, 352.45, 353.86, 351.19, 6400.45, 6421.24, 11.388, 11.502, 11.388, 182.14, 182.14, 3.8, 3.8680000000000003, 51316.65, 51618.63, 51835.51, 51159.85, 1.608, 1.597, 1.608, 1.597, 8307.69, 8355.79, 1300.54, 1335.25, 1343.9, 2.141, 5931.65, 5857.4, 1644.67, 1639.26, 3.219, 3.241, 2229.2200000000007, 2235.4975, 2185.3575, 1475.33, 1497.3, 1472.43, 3475.68, 3484.81, 145.305, 143.92, 2.1790000000000003, 2.213, 2.213, 2.213, 2.213, 1208.76, 1193.81, 1190.76, 1.0194, 1.0198, 1.555, 1.5959999999999999, 1.5230000000000001, 19.572, 19.3791, 95.19, 40721.35, 40238.36, 13514.2, 13141.37, 3.16, 3.2, 7790.55, 7758.8, 7835.05, 7754.07, 15300.64, 128.75, 126.5, 125.9, 1188.91, 1067.67, 1053.49, 1069.88, 1049.02, 103.95, 104.56, 103.66, 1.1939, 1.1742, 987.6, 992.69, 984.71, 525.63, 529.09, 521.74, 1386.9, 1375.6, 8270.8, 8184.6, 1.5572, 1.5587, 1.5494, 664.5, 648.5, 16556.34, 16679.65, 16768.31, 16458.08, 4894.42, 4915.93, 4.582, 4.547, 4.596, 4.51, 0.7849, 0.7924, 0.7812, 6308.13, 6353.12, 6294.04, 0.847, 0.851, 0.853, 1106.67, 1092.27, 1118.12, 1237.21, 1237.21, 1231.09, 12382.67, 12375.64, 12400.68, 7658.72, 1533.43, 1539.35, 1525.8, 2.8947, 4.28, 4.197, 99.28, 21.63, 693.25, 693.5, 680.63, 3.4, 2611.8
2013-06-12, 1909.91, 2.2840000000000003, 2.167, 1.3315, 1.3257, 350.3, 351.62, 351.62, 346.11, 6340.08, 6401.18, 11.484000000000002, 11.5965, 11.448, 183.77, 183.77, 3.7239999999999998, 3.803, 49769.93, 51314.33, 51314.33, 49708.5, 1.716, 1.676, 1.716, 1.608, 8222.46, 8260.86, 1263.66, 1301.31, 1335.25, 2.241, 5868.05, 5780.35, 1638.64, 1622.92, 3.236, 3.2439999999999998, 2216.1800000000007, 2220.365, 2165.645, 1494.2, 1510.2, 1493.3, 3436.62, 3466.57, 145.93, 145.18, 2.217, 2.19, 2.19, 2.19, 2.19, 1225.07, 1206.84, 1205.55, 1.0185, 1.0191, 1.6019999999999999, 1.6569999999999998, 1.59, 19.3808, 19.2212, 94.04, 39890.24, 40722.29, 13317.62, 13296.31, 3.16, 3.17, 7673.01, 7751.19, 7755.14, 7618.41, 15251.07, 127.7, 128.75, 126.0, 1178.54, 1067.97, 1066.55, 1071.72, 1055.73, 102.96, 103.89, 101.82, 1.1921, 1.1736, 992.64, 992.64, 976.37, 531.29, 532.57, 522.33, 1384.4, 1366.0, 8179.6, 7980.1, 1.5648, 1.5655, 1.5522, 661.25, 647.25, 16286.6, 16506.56, 16506.56, 16113.93, 4774.48, 4781.24, 4.659, 4.668, 4.763999999999999, 4.644, 0.7899, 0.7909999999999999, 0.7758, 6344.84, 6371.0, 6303.59, 0.8759999999999999, 0.841, 0.889, 1112.38, 1103.79, 1127.64, 1228.17, 1235.45, 1225.72, 12223.57, 12301.05, 12375.81, 7639.23, 1518.73, 1519.16, 1447.65, 2.8846, 4.35, 4.354, 99.04, 21.58, 690.13, 699.63, 686.88, 3.41, 2582.05
2013-06-13, 1882.73, 2.218, 2.17, 1.3337, 1.3314, 347.68, 349.43, 351.89, 347.31, 6299.45, 6364.26, 11.521, 11.5315, 11.428, 184.65, 183.71, 3.7769999999999997, 3.7889999999999997, 49180.58, 49777.4, 50380.13, 48746.14, 1.7075, 1.6735, 1.7075, 1.6395, 8143.27, 8246.08, 1262.645, 1291.6, 1318.885, 2.199, 5792.9, 5738.6, 1629.94, 1610.92, 3.181, 3.22, 2203.14, 2205.2325, 2145.9325, 1507.66, 1511.91, 1496.23, 3458.14, 3459.18, 145.31, 145.86, 2.204, 2.228, 2.228, 2.228, 2.228, 1225.5, 1224.52, 1213.99, 1.0209, 1.0186, 1.607, 1.621, 1.584, 19.4098, 19.3179, 94.46, 39480.35, 39888.78, 13289.32, 12994.08, 3.29, 3.29, 7656.83, 7658.28, 7735.14, 7652.05, 15241.28, 122.75, 127.7, 121.1, 1176.53, 1069.76, 1067.32, 1083.47, 1064.85, 103.49, 102.56, 102.23, 1.2009, 1.1806, 981.26, 987.96, 971.41, 523.4, 532.34, 522.38, 1393.5, 1373.7, 8068.0, 8054.5, 1.5679, 1.5701, 1.5634, 662.0, 646.25, 16024.03, 16252.44, 16377.92, 15992.28, 4578.4, 4697.88, 4.617, 4.68, 4.68, 4.525, 0.7871, 0.8023, 0.7793, 6304.23, 6313.65, 6279.84, 0.882, 0.894, 0.915, 1105.05, 1103.42, 1133.01, 1227.86, 1230.52, 1224.99, 12109.89, 12246.13, 12245.19, 7622.86, 1434.07, 1457.68, 1422.0, 2.8543, 4.364, 4.387, 97.02, 21.76, 694.25, 696.63, 679.13, 3.489, 2570.39
2013-06-14, 1889.24, 2.211, 2.127, 1.3375, 1.3336, 347.23, 343.39, 347.94, 341.97, 6304.63, 6310.95, 11.432, 11.5185, 11.364, 183.87, 183.87, 3.8139999999999996, 3.85, 50414.89, 49758.4, 50444.11, 48968.03, 1.699, 1.671, 1.699, 1.671, 8095.39, 8110.38, 1261.63, 1281.89, 1302.52, 2.1630000000000003, 5729.85, 5683.1, 1612.15, 1608.07, 3.217, 3.227, 2190.1, 2190.1, 2126.22, 1503.93, 1520.1, 1499.68, 3398.54, 3451.03, 145.565, 145.25, 2.168, 2.149, 2.149, 2.149, 2.149, 1226.07, 1224.55, 1219.13, 1.0158, 1.0212, 1.5719999999999998, 1.5859999999999999, 1.551, 19.4954, 19.3833, 95.02, 39481.47, 39483.42, 12445.38, 12415.85, 3.27, 3.35, 7627.53, 7546.1, 7636.07, 7525.51, 15202.27, 123.7, 122.7, 121.35, 1155.94, 1089.45, 1069.16, 1091.82, 1066.34, 104.25, 103.33, 102.75, 1.2059, 1.1857, 972.26, 990.87, 969.79, 532.97, 534.08, 522.86, 1390.9, 1373.4, 8039.5, 7958.6, 1.5719999999999998, 1.5736, 1.5644, 653.0, 640.5, 16116.34, 15786.91, 16119.87, 15764.8, 4637.91, 4670.73, 4.614, 4.687, 4.707, 4.546, 0.799, 0.8111, 0.7892, 6285.29, 6296.53, 6204.67, 0.866, 0.883, 0.883, 1112.72, 1103.75, 1128.76, 1222.13, 1222.91, 1212.7, 12277.13, 12064.4, 12291.16, 7569.756666666666, 1382.29, 1411.87, 1351.95, 2.8895, 4.355, 4.452, 96.08, 21.805, 683.38, 686.63, 675.13, 3.4530000000000003, 2578.0
2013-06-17, 1883.1, 2.145, 2.097, 1.3347, 1.3375, 347.98, 349.51, 350.01, 347.09, 6308.26, 6343.51, 11.424, 11.45, 11.379, 184.08, 183.35, 3.733, 3.8310000000000004, 49332.34, 50415.23, 50655.93, 49329.71, 1.6540000000000001, 1.66, 1.66, 1.6540000000000001, 8127.96, 8188.0, 1293.88, 1299.61, 1282.46, 2.102, 5819.4, 5739.4, 1635.52, 1623.96, 3.2110000000000003, 3.2110000000000003, 2150.06, 2163.85, 2142.78, 1510.33, 1511.22, 1496.77, 3442.31, 3448.4, 145.3, 145.44, 2.093, 2.13, 2.13, 2.13, 2.13, 1223.97, 1224.31, 1214.13, 1.017, 1.0159, 1.5419999999999998, 1.5430000000000001, 1.5090000000000001, 19.464, 19.3864, 96.42, 39269.3, 39487.08, 12686.52, 12629.31, 3.2, 3.23, 7635.96, 7655.01, 7678.07, 7617.73, 15205.92, 122.25, 124.15, 121.85, 1174.42, 1079.04, 1088.19, 1092.12, 1077.94, 105.93, 104.95, 104.46, 1.2087, 1.1961, 989.66, 990.35, 979.82, 523.82, 533.88, 523.06, 1389.6, 1377.8, 8101.8, 8053.0, 1.5705, 1.5727, 1.5615, 658.0, 643.75, 16152.91, 16181.13, 16227.87, 16020.11, 4647.74, 4777.09, 4.5760000000000005, 4.501, 4.578, 4.492, 0.8097, 0.8136, 0.8036, 6205.52, 6263.26, 6198.28, 0.823, 0.87, 0.884, 1108.91, 1104.96, 1129.8, 1225.555, 1227.745, 1220.1750000000004, 12187.36, 12271.0, 12298.31, 7516.653333333334, 1442.02, 1465.65, 1439.73, 2.9381, 4.283, 4.232, 95.81, 22.06, 685.5, 685.5, 676.63, 3.406, 2599.33
2013-06-18, 1900.62, 2.158, 2.102, 1.3369, 1.3342, 350.81, 349.64, 353.24, 349.23, 6330.49, 6370.75, 11.415, 11.4485, 11.384, 183.85, 183.6, 3.875, 3.9130000000000003, 49088.65, 49336.66, 50123.3, 49074.42, 1.66, 1.66, 1.66, 1.66, 8215.73, 8265.49, 1314.01, 1325.27, 1300.02, 2.0980000000000003, 5854.9, 5770.25, 1630.64, 1630.34, 3.234, 3.234, 2165.99, 2169.36, 2147.03, 1503.68, 1509.51, 1499.41, 3449.97, 3468.56, 145.365, 145.24, 2.0909999999999997, 2.178, 2.178, 2.178, 2.178, 1222.4, 1219.65, 1215.06, 1.0185, 1.0166, 1.541, 1.547, 1.506, 19.5967, 19.393, 97.38, 39549.46, 39264.43, 13033.12, 12549.82, 3.25, 3.25, 7729.71, 7685.46, 7759.86, 7677.23, 15261.71, 122.35, 122.25, 121.9, 1180.23, 1076.93, 1075.01, 1086.81, 1071.55, 105.47, 105.77, 105.28, 1.2094, 1.1931, 987.4, 991.62, 981.38, 519.68, 525.84, 517.26, 1390.5, 1380.0, 8132.7, 8072.4, 1.5721, 1.5754, 1.5683, 672.0, 651.5, 16194.14, 16151.39, 16301.45, 15955.77, 4755.57, 4804.5, 4.577, 4.558, 4.596, 4.541, 0.8041, 0.8099, 0.7962, 6217.12, 6243.83, 6214.53, 0.845, 0.815, 0.863, 1107.54, 1104.05, 1127.85, 1228.98, 1232.58, 1227.65, 12288.9, 12249.33, 12325.81, 7463.55, 1470.13, 1474.75, 1448.13, 2.9685, 4.263, 4.24, 95.21, 21.87, 677.88, 688.63, 674.75, 3.41, 2623.13
2013-06-19, 1888.31, 2.174, 2.151, 1.3394, 1.3368, 351.09, 349.86, 351.96, 348.92, 6374.21, 6397.33, 11.399, 11.4595, 11.328, 184.05, 183.99, 3.905, 3.952, 49464.94, 49088.98, 49550.32, 48414.03, 1.6880000000000002, 1.666, 1.6880000000000002, 1.666, 8229.51, 8241.6, 1314.06, 1335.14, 1325.09, 2.151, 5863.4, 5804.3, 1639.77, 1639.77, 3.1630000000000003, 3.1630000000000003, 2158.55, 2161.68, 2138.35, 1506.89, 1522.3, 1505.58, 3456.29, 3488.31, 146.25, 145.27, 2.137, 2.185, 2.185, 2.185, 2.185, 1232.82, 1221.63, 1220.17, 1.0211, 1.0184, 1.541, 1.581, 1.5319999999999998, 19.3964, 19.2254, 97.41, 39459.98, 39559.66, 13007.28, 12919.03, 3.21, 3.31, 7699.74, 7719.42, 7737.54, 7695.08, 15340.09, 122.0, 122.4, 120.9, 1183.4, 1076.43, 1075.8, 1080.39, 1067.08, 106.02, 105.66, 105.11, 1.2021, 1.189, 987.82, 1001.49, 987.82, 520.19, 525.52, 517.05, 1383.5, 1363.0, 8134.4, 8099.3, 1.5644, 1.5724, 1.5564, 677.25, 662.5, 16197.94, 16141.35, 16320.83, 16107.35, 4794.9, 4862.01, 4.555, 4.583, 4.6080000000000005, 4.543, 0.7993, 0.8021, 0.7946, 6219.87, 6233.45, 6190.93, 0.828, 0.845, 0.855, 1111.3, 1105.65, 1127.77, 1228.22, 1229.53, 1226.59, 12367.46, 12299.18, 12389.07, 7527.23, 1469.19, 1492.28, 1427.4, 2.9504, 4.291, 4.271, 95.76, 21.676, 681.5, 689.38, 680.88, 3.415, 2619.32
2013-06-20, 1850.49, 2.265, 2.14, 1.3295, 1.3392, 351.08, 352.34, 352.99, 349.69, 6348.82, 6383.61, 11.445, 11.4685, 11.401, 185.07, 184.31, 3.963, 3.983, 47893.06, 49456.96, 49698.2, 47838.39, 1.6769999999999998, 1.6769999999999998, 1.683, 1.666, 8197.08, 8285.9, 1291.72, 1323.57, 1334.66, 2.134, 5828.4, 5777.9, 1651.83, 1628.91, 3.1639999999999997, 3.165, 2150.82, 2150.82, 2115.79, 1518.97, 1522.55, 1498.65, 3483.59, 3485.45, 145.785, 146.19, 2.114, 2.354, 2.354, 2.354, 2.354, 1218.24, 1231.8, 1212.27, 1.0273, 1.0211, 1.564, 1.571, 1.5330000000000001, 19.2701, 19.1793, 97.57, 39044.95, 39460.01, 13245.22, 13107.65, 3.22, 3.22, 7731.82, 7714.67, 7751.57, 7661.29, 15322.07, 122.75, 122.9, 121.9, 1174.16, 1051.16, 1075.49, 1080.82, 1048.94, 106.12, 106.1, 105.45, 1.2003, 1.1757, 999.96, 999.96, 986.47, 508.3, 522.05, 505.21, 1372.7, 1348.1, 8178.7, 8079.1, 1.5486, 1.5678, 1.5451, 683.75, 665.25, 16045.52, 16259.0, 16303.63, 16045.52, 4847.94, 4880.4, 4.521, 4.5489999999999995, 4.588, 4.51, 0.7983, 0.8053, 0.7849, 6199.81, 6235.92, 6193.0, 0.816, 0.8420000000000001, 0.845, 1100.84, 1098.35, 1134.99, 1223.83, 1231.42, 1222.32, 12268.29, 12347.74, 12365.48, 7536.63, 1443.33, 1449.12, 1415.0, 2.9627, 4.257, 4.288, 97.01, 21.625, 684.5, 710.63, 682.63, 3.4339999999999997, 2618.4
2013-06-21, 1822.83, 2.363, 2.2569999999999997, 1.3219999999999998, 1.3296, 341.88, 346.5, 347.47, 340.96, 6159.51, 6348.82, 11.405, 11.5505, 11.405, 184.45, 184.45, 3.877, 3.964, 48214.43, 47884.37, 48214.43, 45929.82, 1.931, 1.683, 1.96, 1.6769999999999998, 7928.48, 8085.67, 1243.32, 1297.01, 1323.55, 2.322, 5755.0, 5645.65, 1624.62, 1584.32, 3.12, 3.12, 2132.81, 2132.81, 2082.82, 1502.49, 1521.05, 1500.11, 3405.14, 3412.94, 147.75, 145.69, 2.263, 2.421, 2.421, 2.421, 2.421, 1236.15, 1217.49, 1214.62, 1.0389, 1.0272, 1.6680000000000001, 1.679, 1.6269999999999998, 19.2424, 19.1015, 94.89, 37517.23, 39035.28, 13014.58, 12966.41, 3.39, 3.45, 7496.05, 7653.26, 7682.04, 7488.83, 15105.51, 117.65, 122.1, 116.9, 1137.12, 1054.12, 1049.96, 1064.97, 1046.45, 102.15, 105.62, 101.75, 1.1818, 1.1685, 986.48, 986.48, 957.51, 507.44, 515.63, 502.92, 1348.1, 1275.4, 7973.5, 7786.9, 1.5509, 1.5518, 1.5414, 679.75, 667.5, 15549.23, 15811.52, 15952.08, 15505.35, 4743.09, 4743.09, 4.872, 4.7010000000000005, 4.8839999999999995, 4.672, 0.7896, 0.7898, 0.7709999999999999, 6209.39, 6231.0, 6194.08, 0.845, 0.8540000000000001, 0.871, 1103.18, 1098.56, 1130.4, 1211.77, 1216.23, 1210.47, 11968.57, 12100.09, 12268.29, 7545.016666666666, 1396.7, 1413.39, 1390.33, 2.9635, 4.561, 4.405, 98.28, 21.17, 703.88, 707.63, 695.13, 3.65, 2538.93
2013-06-24, 1799.01, 2.458, 2.312, 1.3123, 1.3219, 337.64, 342.57, 345.33, 337.64, 6116.17, 6244.17, 11.623, 11.6895, 11.577, 188.33, 187.62, 3.7710000000000004, 3.904, 47056.04, 48209.44, 48209.44, 46917.82, 1.99, 1.99, 2.025, 1.9780000000000002, 7789.24, 7987.04, 1245.72, 1298.89, 1297.01, 2.424, 5686.15, 5616.85, 1588.62, 1577.7, 3.045, 3.103, 2058.98, 2085.86, 2042.88, 1514.65, 1533.89, 1512.86, 3367.81, 3377.3, 149.08, 147.72, 2.322, 2.542, 2.542, 2.542, 2.542, 1237.68, 1235.61, 1231.05, 1.0457, 1.0389, 1.673, 1.742, 1.6680000000000001, 19.3723, 19.3007, 93.12, 38036.46, 37518.26, 13230.13, 12702.67, 3.52, 3.55, 7421.06, 7475.05, 7607.64, 7421.06, 14858.56, 118.7, 119.2, 118.65, 1123.04, 1066.28, 1053.77, 1070.56, 1052.51, 100.91, 102.1, 100.04, 1.1803, 1.1695, 960.46, 965.23, 951.45, 515.87, 517.49, 507.04, 1300.0, 1268.9, 7859.7, 7700.1, 1.5419, 1.5532, 1.5368, 673.75, 660.25, 15254.82, 15539.39, 15692.53, 15254.82, 4550.24, 4561.9, 4.882, 4.895, 4.902, 4.7669999999999995, 0.7755, 0.7807, 0.7698, 6211.4, 6214.89, 6151.31, 0.884, 0.86, 0.9, 1106.01, 1099.17, 1155.12, 1205.335, 1213.605, 1204.085, 11995.66, 12019.06, 12067.54, 7553.403333333334, 1377.15, 1406.37, 1354.62, 2.874, 4.585, 4.6, 98.13, 19.78, 700.38, 704.38, 696.13, 3.734, 2511.54
2013-06-25, 1780.63, 2.5610000000000004, 2.441, 1.3119, 1.3117, 332.25, 337.22, 338.42, 330.98, 6029.1, 6136.11, 11.638, 11.717, 11.616, 188.41, 187.92, 3.739, 3.822, 45965.05, 47038.97, 47038.97, 45405.94, 2.204, 2.18, 2.228, 2.18, 7692.45, 7823.84, 1233.04, 1290.26, 1298.41, 2.597, 5640.0, 5566.25, 1588.77, 1560.33, 3.0180000000000002, 3.049, 2068.86, 2068.86, 1958.4, 1515.69, 1527.53, 1512.05, 3326.38, 3344.66, 149.79, 148.97, 2.46, 2.544, 2.544, 2.544, 2.544, 1245.33, 1234.97, 1231.35, 1.0498, 1.0448, 1.775, 1.855, 1.761, 19.4954, 19.3834, 92.67, 37517.36, 38037.84, 13062.78, 13026.23, 3.69, 3.69, 7249.47, 7361.24, 7395.11, 7247.25, 14795.79, 119.45, 118.85, 118.65, 1108.96, 1074.75, 1064.39, 1080.67, 1061.62, 101.16, 100.61, 99.67, 1.1854, 1.1712, 956.93, 963.68, 942.79, 522.03, 524.69, 512.48, 1297.3, 1275.7, 7682.1, 7508.4, 1.5433, 1.5468, 1.5345, 660.25, 650.5, 15112.38, 15133.47, 15267.84, 14901.46, 4524.24, 4561.55, 5.052, 4.998, 5.084, 4.888999999999999, 0.7759999999999999, 0.779, 0.7682, 6156.03, 6170.05, 6145.38, 0.888, 0.885, 0.903, 1106.53, 1099.77, 1156.62, 1198.9, 1210.98, 1197.7, 11836.86, 11909.0, 11994.65, 7561.79, 1389.49, 1404.85, 1363.8, 2.8415, 4.803999999999999, 4.72, 98.7, 20.055, 700.88, 701.75, 685.13, 4.004, 2453.11
2013-06-26, 1783.45, 2.543, 2.423, 1.3085, 1.3118, 335.4, 335.51, 336.15, 332.87, 6101.91, 6114.61, 11.687, 11.7085, 11.608, 188.91, 187.45, 3.647, 3.76, 46893.04, 45966.75, 47119.15, 45966.75, 2.127, 2.133, 2.1390000000000002, 2.127, 7811.3, 7842.48, 1243.2, 1297.59, 1289.76, 2.572, 5666.25, 5570.25, 1577.52, 1577.09, 3.025, 3.085, 1948.32, 1963.57, 1849.65, 1523.0, 1526.51, 1505.88, 3350.59, 3358.31, 148.695, 149.66, 2.459, 2.612, 2.612, 2.612, 2.612, 1229.69, 1243.8, 1224.54, 1.0512, 1.0498, 1.791, 1.8319999999999999, 1.76, 19.4065, 19.307, 94.59, 37901.77, 37517.36, 12969.34, 12758.22, 3.57, 3.63, 7397.39, 7296.96, 7404.91, 7275.93, 14812.03, 120.25, 120.2, 118.7, 1117.88, 1068.38, 1073.66, 1078.77, 1062.4, 101.26, 101.0, 100.7, 1.1835, 1.1697, 950.99, 962.1, 950.99, 521.07, 525.89, 517.64, 1286.0, 1273.2, 7646.0, 7581.3, 1.5423, 1.5478, 1.5396, 661.0, 652.0, 15056.57, 15274.92, 15309.36, 15003.54, 4463.32, 4496.55, 5.1, 5.013999999999999, 5.136, 4.95, 0.7749, 0.7795, 0.7695, 6152.55, 6163.41, 6086.22, 0.872, 0.8859999999999999, 0.9, 1097.23, 1092.68, 1162.04, 1195.75, 1205.67, 1195.75, 12005.42, 11893.72, 12007.72, 7527.57, 1373.35, 1393.03, 1338.81, 2.8548, 4.877, 4.735, 98.05, 19.66, 687.88, 694.63, 684.88, 3.839, 2477.7
