@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_High numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute GAS_Low numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute Gold_High numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Open numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2009-07-14, 1385.56, 3.325, 3.325, 3.325, 1.3979, 1.4002, 1.3897, 242.61, 249.79, 4202.1, 4127.2, 4209.3, 12.838, 12.589, 192.66, 3.3369999999999997, 3.3560000000000003, 3.225, 49221.29, 48261.84, 2.5469999999999997, 2.5469999999999997, 2.5469999999999997, 4722.34, 4564.94, 4722.34, 4524.01, 835.01, 818.87, 881.15, 862.7, 893.87, 3.653, 3.653, 3.653, 3974.05, 4003.4, 4003.4, 901.05, 879.57, 875.32, 2.213, 2.22, 2.2230000000000003, 2.18, 3080.56, 3112.88, 3076.3, 1830.74, 1838.05, 1781.37, 1793.21, 1761.03, 1793.21, 1736.95, 168.95, 164.85, 164.84, 3.7289999999999996, 3.36, 3.36, 1208.97, 1177.17, 1215.58, 1176.52, 1.1515, 1.1673, 1.1503, 3.2739999999999996, 3.2739999999999996, 3.2739999999999996, 49663.0, 49500.0, 26.2858, 26.7627, 26.1353, 60.67, 58.32, 23656.26, 23952.77, 9242.13, 9050.33, 5.04, 5315.29, 5222.54, 5315.78, 5204.78, 8331.68, 8146.82, 8106.16, 112.3, 774.0, 789.76, 995.84, 1026.45, 0.8612, 0.8702, 0.8608, 61.59, 2126.49, 1.1434, 1.145, 1.1289, 493.31, 475.28, 661.61, 644.4, 920.5, 9567.4, 9579.3, 9241.2, 1.6231, 1.6193, 1.624, 1.6033, 17836.99, 18217.47, 2062.68, 2063.95, 4.0760000000000005, 4.0760000000000005, 4.0760000000000005, 0.6335, 0.6344, 0.6194, 2368.87, 2395.34, 2362.5, 1.31, 1.32, 1.29, 1137.16, 1138.55, 1098.53, 1309.5, 851.6, 829.25, 9891.93, 14.083, 13.8204, 14.3183, 5459.81, 5390.82, 560.77, 564.63, 556.11, 1.5038, 1.5238, 4.45, 4.45, 92.46, 91.74, 12.785, 515.75, 493.75, 517.0, 491.25, 5.332000000000002, 1965.94, 1951.87
2009-07-15, 1420.86, 3.4389999999999996, 3.4389999999999996, 3.4389999999999996, 1.3969999999999998, 1.4017, 1.3911, 250.8, 252.51, 4237.7, 4202.1, 4256.4, 12.7215, 12.595999999999998, 191.66, 3.32, 3.472, 3.304, 49185.91, 48573.38, 2.574, 2.574, 2.574, 4781.69, 4734.2, 4802.98, 4705.91, 836.61, 836.61, 891.41, 899.66, 917.63, 3.734, 3.734, 3.734, 4111.4, 3974.1, 4128.9, 905.84, 900.77, 896.5, 2.29, 2.249, 2.293, 2.249, 3145.16, 3147.59, 3088.58, 1810.1, 1834.2, 1801.49, 1799.73, 1790.7, 1800.73, 1782.85, 167.18, 168.88, 166.34, 3.745, 3.4739999999999998, 3.4739999999999998, 1190.35, 1208.57, 1212.26, 1183.48, 1.1333, 1.1534, 1.1323, 3.3, 3.3, 3.3, 49223.0, 50100.0, 26.6244, 26.7302, 26.3536, 61.46, 59.15, 23953.78, 24410.86, 9173.14, 9166.63, 5.1, 5365.05, 5355.79, 5396.89, 5330.16, 8359.49, 8331.37, 8255.27, 112.9, 786.59, 795.86, 1025.34, 1030.07, 0.861, 0.8618, 0.8548, 62.26, 2132.78, 1.1593, 1.1603, 1.1403, 496.52, 490.81, 660.87, 658.08, 926.2, 9634.0, 9676.1, 9551.7, 1.6321, 1.6233, 1.6347, 1.6230000000000002, 18895.0, 19177.23, 2020.64, 2059.84, 4.093999999999999, 4.093999999999999, 4.093999999999999, 0.6407, 0.6416, 0.6316, 2369.11, 2375.28, 2366.61, 1.345, 1.345, 1.295, 1143.65, 1144.46, 1119.87, 1295.7, 858.28, 855.06, 9993.78, 13.843, 14.0768, 14.0973, 5588.83, 5448.07, 570.0, 579.22, 569.29, 1.5119, 1.5109, 4.475, 4.475, 93.1, 92.71, 12.855, 501.75, 515.25, 516.0, 505.25, 5.4, 2007.59, 1998.95
2009-07-16, 1432.22, 3.4960000000000004, 3.4960000000000004, 3.4960000000000004, 1.4106, 1.4135, 1.3962, 253.68, 260.82, 4346.5, 4237.7, 4346.5, 12.5715, 12.534, 189.19, 3.446, 3.5269999999999997, 3.259, 48875.63, 48875.63, 2.4330000000000003, 2.4330000000000003, 2.4330000000000003, 4928.44, 4799.25, 4928.45, 4798.69, 866.42, 866.42, 941.21, 902.17, 941.21, 3.7939999999999996, 3.7939999999999996, 3.7939999999999996, 4233.5, 4120.8, 4249.55, 932.68, 910.15, 910.15, 2.3819999999999997, 2.305, 2.39, 2.294, 3188.55, 3188.91, 3156.62, 1794.99, 1813.5, 1787.15, 1862.9, 1827.61, 1863.29, 1824.31, 164.19, 167.11, 163.93, 3.8139999999999996, 3.614, 3.614, 1183.28, 1190.0, 1192.43, 1174.39, 1.1127, 1.1351, 1.1118, 3.3760000000000003, 3.3760000000000003, 3.3760000000000003, 51693.0, 50200.0, 26.5519, 26.6754, 26.1433, 62.0, 59.65, 24340.79, 25336.39, 9307.45, 9250.73, 5.15, 5473.33, 5389.0, 5473.79, 5387.69, 8616.21, 8363.95, 8363.95, 115.65, 795.02, 820.93, 1028.91, 1031.27, 0.8558, 0.8607, 0.8547, 63.83, 2119.41, 1.1661, 1.1693, 1.1525, 515.64, 500.87, 657.78, 655.19, 941.0, 9905.3, 9905.3, 9670.8, 1.6427, 1.6319, 1.6471, 1.6302, 18450.54, 19130.0, 2056.99, 2123.46, 4.121, 4.121, 4.121, 0.6473, 0.6509999999999999, 0.6386, 2373.04, 2377.58, 2364.76, 1.34, 1.348, 1.33, 1142.53, 1144.89, 1125.4, 1272.5, 872.64, 861.6, 10244.3, 13.5007, 13.8361, 13.8895, 5674.28, 5576.61, 581.68, 588.56, 579.71, 1.5821, 1.52, 4.482, 4.482, 93.63, 93.26, 13.203, 534.75, 530.0, 549.0, 527.75, 5.54, 2030.68, 2030.68
2009-07-17, 1440.1, 3.431, 3.431, 3.431, 1.4148, 1.4167, 1.4055, 260.88, 265.54, 4361.8, 4346.5, 4385.1, 12.546, 12.41, 185.97, 3.2960000000000003, 3.68, 3.25, 51291.7, 50702.65, 2.637, 2.637, 2.637, 4957.19, 4920.77, 4998.68, 4904.24, 887.9, 887.9, 938.73, 949.32, 952.51, 3.752, 3.752, 3.752, 4231.4, 4223.5, 4305.0, 940.74, 930.17, 927.45, 2.38, 2.375, 2.39, 2.372, 3183.74, 3221.07, 3175.96, 1790.83, 1794.0, 1777.77, 1885.03, 1856.05, 1887.89, 1854.7, 163.42, 163.94, 162.63, 3.737, 3.573, 3.573, 1180.06, 1181.73, 1183.02, 1171.03, 1.1176, 1.1227, 1.1126, 3.319, 3.319, 3.319, 52285.0, 51500.0, 26.0267, 26.2836, 25.9077, 62.25, 60.29, 25336.46, 25737.59, 9393.98, 9317.11, 5.16, 5538.57, 5484.23, 5560.89, 5473.66, 8711.82, 8612.66, 8543.97, 113.5, 821.05, 827.77, 1020.67, 1022.38, 0.8587, 0.8615, 0.8573, 63.3, 2089.18, 1.1692, 1.1712, 1.1563, 522.02, 512.11, 656.01, 653.76, 938.4, 9997.6, 10069.3, 9855.1, 1.6442, 1.6421, 1.6479, 1.6355, 19130.0, 19365.19, 2123.79, 2154.88, 4.091, 4.091, 4.091, 0.6468, 0.6499, 0.6386, 2370.55, 2383.5, 2369.62, 1.335, 1.3430000000000002, 1.335, 1133.49, 1142.41, 1125.55, 1266.5, 874.57, 868.77, 10335.5, 13.5007, 13.4797, 13.5574, 5688.793333333332, 5598.466666666666, 597.15, 597.92, 582.74, 1.5994, 1.5905, 4.404, 4.404, 94.17, 93.26, 13.23, 533.25, 534.0, 549.0, 528.0, 5.595, 2083.67, 2071.61
2009-07-20, 1478.51, 3.4930000000000003, 3.4930000000000003, 3.4930000000000003, 1.4099, 1.415, 1.4063, 265.32, 267.69, 4388.8, 4361.8, 4411.9, 12.383, 12.321, 185.4, 3.616, 3.785, 3.5439999999999996, 51918.2, 51736.11, 2.59, 2.59, 2.59, 4978.4, 4980.01, 5017.6, 4960.65, 903.24, 902.8, 966.18, 941.36, 968.9, 3.818, 3.818, 3.818, 4374.95, 4231.45, 4390.4, 940.38, 940.56, 934.65, 2.414, 2.3680000000000003, 2.425, 2.3680000000000003, 3189.74, 3197.23, 3158.57, 1772.95, 1791.71, 1768.72, 1886.61, 1880.31, 1887.34, 1873.81, 162.255, 163.35, 161.86, 3.812, 3.6489999999999996, 3.6489999999999996, 1167.97, 1179.32, 1180.49, 1162.65, 1.1134, 1.12, 1.1128, 3.409, 3.409, 3.409, 52320.0, 52200.0, 25.9046, 26.1621, 25.7703, 63.99, 61.04, 25733.7, 25881.17, 9413.86, 9360.59, 5.27, 5594.14, 5578.4, 5601.66, 5551.05, 8743.94, 8711.89, 8638.81, 116.25, 824.18, 844.13, 1019.51, 1020.22, 0.8597, 0.8662, 0.8591, 65.93, 2082.94, 1.1643, 1.1693, 1.1557, 519.22, 517.62, 653.04, 652.48, 937.8, 10041.9, 10125.8, 9962.9, 1.633, 1.6439, 1.6446, 1.6267, 19232.95, 19356.25, 2117.12, 2126.51, 4.14, 4.14, 4.14, 0.6451, 0.6476, 0.6419, 2395.02, 2403.93, 2370.55, 1.325, 1.34, 1.31, 1129.37, 1133.38, 1121.49, 1257.5, 883.85, 879.6800000000003, 10404.27, 13.3506, 13.4968, 13.5312, 5703.306666666666, 5620.323333333334, 587.91, 597.54, 584.55, 1.641, 1.5995, 4.407, 4.407, 93.7, 93.47, 13.398, 541.75, 533.0, 547.5, 528.0, 5.565, 2092.3, 2077.85
2009-07-21, 1488.99, 3.4360000000000004, 3.4360000000000004, 3.4360000000000004, 1.4228, 1.4251, 1.4109, 268.74, 270.46, 4443.6, 4388.8, 4464.8, 12.255, 12.232, 184.36, 3.7, 3.7739999999999996, 3.516, 52072.88, 52072.88, 2.6639999999999997, 2.6639999999999997, 2.6639999999999997, 5030.15, 5014.5, 5063.6, 5007.95, 925.0, 925.0, 985.81, 971.22, 1000.6, 3.824, 3.824, 3.824, 4502.25, 4377.9, 4510.3, 951.13, 942.07, 940.99, 2.46, 2.439, 2.48, 2.417, 3266.92, 3269.18, 3192.9, 1771.36, 1779.77, 1765.75, 1909.29, 1896.99, 1909.89, 1890.0, 160.58, 162.18, 160.5, 3.7939999999999996, 3.612, 3.612, 1165.92, 1167.57, 1171.21, 1160.32, 1.1069, 1.1155, 1.1019, 3.418, 3.418, 3.418, 53463.0, 53050.0, 25.8131, 25.9603, 25.7172, 64.9, 63.19, 25758.29, 26407.19, 9463.19, 9434.755, 5.38, 5627.93, 5615.87, 5660.51, 5604.37, 8848.15, 8746.05, 8717.26, 119.75, 842.15, 852.31, 1008.37, 1018.43, 0.8635, 0.8653, 0.8592, 66.76, 2063.15, 1.1753, 1.1784, 1.1635, 526.96, 521.48, 656.17, 651.19, 954.5, 10142.8, 10163.7, 10078.7, 1.6545, 1.6343, 1.6559, 1.6328, 19282.58, 19634.67, 2112.0950000000007, 2142.0, 4.073, 4.073, 4.073, 0.6566, 0.6587, 0.6465, 2422.92, 2428.89, 2395.02, 1.345, 1.355, 1.31, 1125.08, 1134.42, 1121.12, 1244.5, 893.13, 890.59, 10561.66, 13.2105, 13.3298, 13.3529, 5717.82, 5642.18, 603.78, 613.67, 602.6, 1.6894, 1.6375, 4.363, 4.363, 94.36, 93.95, 13.62, 542.25, 541.75, 553.75, 531.75, 5.755, 2097.99, 2085.54
2009-07-22, 1494.04, 3.424, 3.424, 3.424, 1.4213, 1.4278, 1.4162, 269.5, 273.32, 4481.2, 4443.6, 4502.1, 12.462, 12.191, 184.29, 3.676, 3.745, 3.6060000000000003, 53154.83, 52519.67, 2.609, 2.609, 2.609, 5093.97, 5041.19, 5141.36, 5027.3, 972.31, 965.38, 1002.88, 986.45, 1018.32, 3.775, 3.775, 3.775, 4469.1, 4501.5, 4524.0, 954.58, 951.97, 943.22, 2.443, 2.455, 2.481, 2.44, 3213.21, 3279.59, 3207.5, 1780.16, 1789.14, 1761.63, 1916.2, 1917.39, 1917.46, 1892.17, 161.595, 160.51, 159.96, 3.716, 3.484, 3.484, 1173.76, 1164.47, 1178.14, 1159.34, 1.104, 1.1117, 1.0965, 3.362, 3.362, 3.362, 53600.0, 53800.0, 25.806, 26.2238, 25.6143, 65.53, 63.51, 26282.06, 26450.33, 9512.52, 9508.92, 5.37, 5636.19, 5632.57, 5677.31, 5622.48, 8915.94, 8848.15, 8780.82, 119.95, 843.72, 854.26, 1014.48, 1025.47, 0.8594, 0.8674, 0.8592, 67.92, 2079.2, 1.1773, 1.18, 1.1673, 525.22, 518.59, 660.38, 655.74, 948.6, 10122.2, 10222.7, 10095.8, 1.6446, 1.6549, 1.6555, 1.6385, 19516.72, 20007.24, 2107.07, 2157.49, 4.032, 4.032, 4.032, 0.6562, 0.6607, 0.6498, 2473.57, 2485.71, 2422.92, 1.365, 1.37, 1.31, 1134.11, 1141.7, 1119.16, 1252.4, 911.92, 891.34, 10597.68, 13.3568, 13.1947, 13.4324, 5751.15, 5681.53, 611.06, 618.22, 609.83, 1.6984, 1.693, 4.303999999999999, 4.303999999999999, 94.14, 93.28, 13.472999999999999, 534.75, 542.25, 544.25, 530.25, 5.622000000000001, 2108.58, 2096.73
2009-07-23, 1496.49, 3.448, 3.448, 3.448, 1.4211, 1.426, 1.4155, 270.89, 271.3, 4493.7, 4481.2, 4498.0, 12.429, 12.269, 183.61, 3.681, 3.904, 3.63, 53232.03, 52543.47, 2.415, 2.415, 2.415, 5121.56, 5098.84, 5137.51, 5050.4, 987.69, 962.39, 980.71, 1002.67, 1013.48, 3.8539999999999996, 3.8539999999999996, 3.8539999999999996, 4398.9, 4469.3, 4557.95, 954.07, 953.4, 947.75, 2.5180000000000002, 2.431, 2.524, 2.431, 3296.61, 3301.43, 3207.26, 1779.34, 1784.59, 1762.45, 1926.38, 1908.83, 1934.61, 1907.25, 161.49, 160.96, 160.37, 3.739, 3.5439999999999996, 3.5439999999999996, 1172.95, 1169.6, 1178.02, 1162.22, 1.0998, 1.1093, 1.0952, 3.384, 3.384, 3.384, 53319.0, 53400.0, 25.8549, 26.1013, 25.6157, 65.77, 63.76, 26004.08, 26378.74, 9642.79, 9608.77, 5.32, 5637.02, 5640.34, 5649.34, 5604.23, 8881.26, 8912.39, 8802.13, 120.1, 851.3, 853.38, 1019.46, 1028.12, 0.8640000000000001, 0.8697, 0.8615, 67.48, 2065.96, 1.1769, 1.1839, 1.1694, 528.7, 522.43, 656.97, 657.62, 952.2, 10153.4, 10153.4, 10046.6, 1.646, 1.6458, 1.6507, 1.6311, 19830.29, 19963.44, 2146.86, 2156.41, 4.003, 4.003, 4.003, 0.6583, 0.6628, 0.6527, 2485.28, 2505.18, 2473.57, 1.375, 1.39, 1.31, 1138.07, 1142.95, 1124.58, 1251.6, 907.77, 904.33, 10545.27, 13.3726, 13.3152, 13.4239, 5756.58, 5667.64, 613.68, 618.96, 597.64, 1.7112, 1.6893, 4.306, 4.306, 93.55, 93.09, 13.695, 522.0, 531.0, 532.5, 513.25, 5.685, 2109.28, 2099.01
2009-07-24, 1502.59, 3.528, 3.528, 3.528, 1.416, 1.4292, 1.4119, 271.85, 276.56, 4559.8, 4493.7, 4566.8, 12.436, 12.351, 183.93, 3.82, 3.891, 3.523, 53073.53, 53064.85, 2.548, 2.548, 2.548, 5247.28, 5129.22, 5258.84, 5101.26, 963.58, 963.58, 1031.37, 988.88, 1032.12, 3.966, 3.966, 3.966, 4523.75, 4409.7, 4532.4, 976.29, 954.07, 953.27, 2.519, 2.495, 2.523, 2.471, 3328.49, 3331.06, 3289.22, 1766.99, 1787.53, 1757.41, 1973.6, 1924.96, 1979.34, 1924.77, 160.99, 161.42, 160.46, 3.7689999999999997, 3.658, 3.658, 1161.84, 1172.43, 1179.25, 1155.16, 1.0901, 1.1012, 1.084, 3.463, 3.463, 3.463, 54420.0, 53550.0, 25.801, 26.0771, 25.6433, 67.49, 64.4, 26287.45, 26896.77, 9712.1, 9703.84, 5.31, 5765.51, 5666.55, 5765.51, 5637.2, 9069.29, 8882.31, 8837.95, 124.55, 852.54, 874.48, 1020.15, 1027.19, 0.8632, 0.8652, 0.8558, 69.78, 2070.19, 1.173, 1.1839, 1.1682, 545.85, 528.11, 656.91, 656.57, 954.2, 10369.8, 10403.0, 10170.8, 1.6482, 1.6457, 1.6588, 1.6435, 19925.71, 20242.31, 2125.72, 2162.75, 4.045, 4.045, 4.045, 0.6552, 0.6627, 0.6515, 2480.56, 2492.65, 2475.91, 1.385, 1.4, 1.34, 1144.52, 1151.31, 1130.64, 1247.7, 915.44, 911.35, 10675.68, 13.1434, 13.3665, 13.414, 5797.3166666666675, 5717.096666666667, 606.48, 612.19, 605.03, 1.7644, 1.717, 4.343, 4.343, 93.6, 93.58, 13.765, 531.75, 522.75, 538.75, 520.0, 5.66, 2126.24, 2107.36
2009-07-27, 1524.05, 3.552, 3.552, 3.552, 1.4205, 1.4256, 1.4136, 275.34, 278.7, 4576.6, 4559.8, 4603.2, 12.4725, 12.361, 183.33, 3.529, 3.705, 3.5239999999999996, 54249.36, 54036.54, 2.6239999999999997, 2.6239999999999997, 2.6239999999999997, 5229.36, 5233.85, 5301.91, 5202.02, 976.4, 976.4, 1026.95, 1032.95, 1044.84, 3.9610000000000003, 3.9610000000000003, 3.9610000000000003, 4568.55, 4524.8, 4578.75, 979.26, 972.16, 965.95, 2.517, 2.49, 2.529, 2.49, 3372.6, 3398.05, 3306.91, 1769.95, 1778.66, 1754.46, 1965.96, 1943.23, 1966.26, 1937.64, 160.77, 160.61, 160.02, 3.7880000000000003, 3.66, 3.66, 1162.42, 1158.28, 1169.61, 1153.94, 1.0867, 1.0924, 1.0793, 3.483, 3.483, 3.483, 54774.0, 54435.0, 25.8541, 25.9975, 25.7214, 68.2, 66.46, 26805.77, 26851.15, 9909.4, 9863.87, 5.27, 5760.9, 5734.39, 5788.1, 5723.14, 9093.24, 9066.11, 8955.77, 123.95, 867.56, 874.42, 1011.77, 1021.76, 0.8583, 0.8678, 0.857, 70.46, 2067.97, 1.1771, 1.18, 1.171, 548.46, 539.9, 657.24, 656.52, 952.8, 10438.6, 10496.8, 10343.0, 1.6431, 1.6494, 1.6544, 1.6391, 20242.31, 20366.14, 2161.13, 2199.22, 4.048, 4.048, 4.048, 0.6556, 0.6587, 0.6535, 2491.75, 2501.07, 2480.04, 1.38, 1.44, 1.375, 1146.53, 1154.18, 1135.79, 1246.0, 927.58, 923.485, 10717.75, 13.1441, 13.0921, 13.2155, 5838.053333333332, 5766.553333333332, 616.93, 618.36, 610.27, 1.7813, 1.7625, 4.372, 4.372, 94.96, 94.59, 13.87, 516.25, 531.0, 535.5, 515.5, 5.8020000000000005, 2136.58, 2122.9
2009-07-28, 1526.03, 3.5789999999999997, 3.5789999999999997, 3.5789999999999997, 1.4245, 1.4301, 1.4171, 279.14, 279.68, 4586.1, 4576.6, 4615.1, 12.4725, 12.390999999999998, 183.04, 3.6660000000000004, 3.668, 3.555, 54457.64, 53942.98, 2.613, 2.613, 2.613, 5251.55, 5269.15, 5309.62, 5216.49, 1012.77, 1012.77, 1036.27, 1042.07, 1057.41, 3.97, 3.97, 3.97, 4572.3, 4568.65, 4596.75, 982.18, 978.63, 972.29, 2.54, 2.55, 2.5639999999999996, 2.5340000000000003, 3435.21, 3435.93, 3376.29, 1770.57, 1780.86, 1763.16, 1967.89, 1964.62, 1971.38, 1946.95, 160.37, 160.63, 159.39, 3.786, 3.725, 3.725, 1161.59, 1163.12, 1169.6, 1156.8, 1.0808, 1.088, 1.0777, 3.486, 3.486, 3.486, 54736.0, 54860.0, 25.8815, 26.1006, 25.644, 68.99, 67.6, 26647.56, 26855.7, 10020.87, 10015.11, 5.29, 5774.89, 5803.02, 5807.84, 5749.63, 9108.51, 9093.09, 8996.58, 124.45, 871.82, 877.4, 1018.91, 1027.89, 0.8645, 0.8688, 0.861, 71.28, 2055.0, 1.1849, 1.1891, 1.173, 550.88, 544.9, 663.2, 656.54, 957.1, 10591.7, 10638.7, 10488.2, 1.6493, 1.6448, 1.6526, 1.6383, 20161.18, 20446.73, 2186.07, 2213.62, 4.059, 4.059, 4.059, 0.6557, 0.6613, 0.6528, 2520.14, 2540.09, 2491.75, 1.395, 1.4, 1.37, 1149.61, 1152.99, 1143.41, 1242.9, 939.72, 935.62, 10806.5, 13.0557, 13.1371, 13.202, 5878.79, 5816.01, 621.03, 625.12, 615.52, 1.7966, 1.783, 4.338, 4.338, 94.71, 94.67, 13.985, 520.5, 516.25, 523.75, 512.0, 5.8320000000000025, 2144.52, 2123.75
