@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute GAS_Now numeric
@attribute GAS_Open numeric
@attribute GAS_Low numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Low numeric
@attribute MOEX_Open numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Open numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_Low numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Low numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute HEATING_OIL_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute US_WHEAT_Now numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_High numeric

@data
2012-01-06, 1843.14, 1.9469999999999998, 1.278, 1.2944, 311.92, 315.59, 315.62, 310.86, 5624.26, 5668.45, 5689.33, 5614.38, 12.669, 12.512, 12.677, 183.45, 182.27, 183.52, 2.98, 3.122, 2.947, 59353.52, 1.591, 1.591, 1.591, 6121.34, 6130.1, 6040.94, 1413.06, 1447.59, 2.0469999999999997, 2.0469999999999997, 2.0469999999999997, 4749.95, 4749.0, 1277.3, 3.4219999999999997, 3.41, 3.425, 3.397, 2183.4, 1484.9, 1491.58, 1475.41, 2642.57, 2673.56, 2631.23, 3.384, 3.384, 1.996, 1.996, 1.996, 1212.87, 1217.99, 1210.71, 1.8559999999999999, 1.8559999999999999, 59038.0, 59880.0, 58450.0, 21.7013, 21.6869, 101.81, 37017.95, 37376.74, 8515.66, 8519.16, 8481.83, 3.79, 6026.57, 6072.88, 12283.9, 219.55, 225.45, 225.8, 217.55, 1005.32, 998.28, 0.8254, 0.8286, 0.8245, 113.5, 114.64, 112.1, 1790.61, 1785.9, 1.3361, 1.3212, 754.9, 735.1, 626.25, 624.55, 1619.4, 1597.8, 8329.6, 8598.7, 8598.7, 1.5467, 643.5, 14767.22, 15345.63, 15377.98, 5.644, 5.468999999999999, 5.7010000000000005, 5.466, 0.7808, 0.7864, 0.7876, 5976.43, 5938.3, 0.987, 0.9940000000000001, 1132.85, 1140.11, 1128.95, 1156.05, 1147.4, 1117.32, 1103.34, 12237.4, 12253.13, 14.9708, 15.065, 6419.12, 6437.610000000002, 3.0914, 6.938, 77.17, 76.72, 77.25, 29.265, 627.38, 3.9019999999999997, 3.9019999999999997, 3.9019999999999997, 3.9019999999999997, 2128.66
2012-01-09, 1826.49, 1.9340000000000002, 1.2721, 1.2788, 311.11, 312.5, 313.85, 309.68, 5649.68, 5624.26, 5682.78, 5623.36, 12.7595, 12.636, 12.7895, 183.94, 183.37, 184.41, 3.062, 2.96, 2.955, 59260.95, 1.574, 1.574, 1.574, 6114.64, 6152.56, 6012.64, 1406.17, 1434.9, 2.029, 2.029, 2.029, 4754.1, 4724.15, 1280.93, 3.431, 3.4339999999999997, 3.438, 3.3930000000000002, 2164.32, 1477.6, 1490.35, 1473.78, 2671.17, 2682.12, 2658.83, 3.3930000000000002, 3.3930000000000002, 1.9580000000000002, 1.9580000000000002, 1.9580000000000002, 1214.93, 1212.92, 1210.92, 1.85, 1.85, 59071.0, 59830.0, 58820.0, 21.84, 21.8116, 101.56, 36804.05, 37019.7, 8488.98, 8488.98, 8349.33, 3.78, 6013.83, 6053.98, 12332.41, 221.75, 219.0, 222.4, 216.6, 1003.31, 996.23, 0.8244, 0.8253, 0.8235, 112.85, 113.68, 112.03, 1790.83, 1785.94, 1.3287, 1.32, 755.3, 744.1, 626.23, 624.02, 1616.1, 1618.6, 8289.1, 8369.7, 8445.9, 1.5375, 643.5, 14645.64, 14801.78, 15024.11, 5.747000000000001, 5.702000000000001, 5.773, 5.684, 0.7807, 0.7808, 0.7839, 5943.45, 5928.75, 0.9840000000000001, 0.995, 1133.11, 1143.75, 1127.53, 1160.5, 1153.9, 1118.195, 1106.955, 12188.64, 12245.99, 15.0733, 15.1045, 6430.37, 6454.29, 3.044, 7.103, 76.96, 77.17, 77.34, 28.653000000000002, 624.63, 3.932, 3.932, 3.932, 3.932, 2123.37
2012-01-10, 1853.22, 1.9169999999999998, 1.2767, 1.2693, 311.76, 311.29, 313.74, 311.12, 5612.26, 5649.68, 5673.82, 5604.62, 12.6565, 12.747, 12.8395, 183.39, 183.84, 184.99, 3.011, 3.011, 2.977, 59220.07, 1.5519999999999998, 1.5519999999999998, 1.5519999999999998, 6061.26, 6076.59, 5987.75, 1411.34, 1440.6, 2.015, 2.015, 2.015, 4742.8, 4747.55, 1277.83, 3.4130000000000003, 3.4010000000000002, 3.417, 3.3960000000000004, 2226.22, 1472.16, 1485.09, 1469.02, 2682.98, 2683.78, 2662.96, 3.31, 3.31, 1.956, 1.956, 1.956, 1219.64, 1210.86, 1207.96, 1.86, 1.86, 59594.0, 59790.0, 59100.0, 22.0156, 21.9928, 101.31, 36785.34, 36809.35, 8455.985, 8469.785, 8377.255000000001, 3.79, 5987.54, 6026.82, 12333.85, 221.85, 220.75, 224.5, 217.6, 1001.3, 994.18, 0.8258, 0.8229, 0.8218, 113.42, 113.88, 111.8, 1789.83, 1785.37, 1.3287, 1.3174, 754.8, 745.8, 624.19, 623.55, 1607.5, 1607.8, 8278.9, 8314.5, 8404.4, 1.5394, 652.0, 14401.55, 14702.07, 14742.97, 5.5870000000000015, 5.721, 5.74, 5.5420000000000025, 0.7884, 0.7799, 0.7887, 5934.73, 5870.5, 0.9815, 0.9925, 1127.86, 1133.09, 1125.3, 1158.05, 1158.05, 1119.07, 1110.57, 12196.72, 12210.58, 15.0719, 15.1674, 6441.62, 6470.97, 3.092, 7.07, 76.88, 76.94, 77.01, 28.749000000000002, 642.38, 3.872, 3.872, 3.872, 3.872, 2104.2
2012-01-11, 1845.55, 1.9480000000000002, 1.2772, 1.2766, 315.5, 313.27, 317.13, 312.93, 5696.7, 5612.26, 5711.89, 5612.26, 12.6115, 12.632, 12.6815, 182.83, 183.23, 183.67, 2.9410000000000003, 3.014, 2.903, 60111.75, 1.608, 1.608, 1.608, 6090.87, 6191.29, 6069.36, 1425.13, 1448.36, 2.06, 2.06, 2.06, 4849.55, 4771.85, 1280.77, 3.51, 3.406, 3.509, 3.406, 2288.63, 1476.97, 1481.65, 1471.75, 2704.42, 2712.5, 2694.33, 3.2710000000000004, 3.2710000000000004, 1.963, 1.963, 1.963, 1216.4, 1218.59, 1212.65, 1.867, 1.867, 60329.0, 60660.0, 60030.0, 22.0769, 22.0149, 102.24, 37190.9, 36805.68, 8422.99, 8450.59, 8405.18, 3.79, 6050.78, 6054.67, 12394.51, 225.95, 221.5, 226.1, 221.15, 1013.88, 1002.16, 0.8251, 0.8256, 0.8244, 112.5, 114.01, 112.43, 1787.65, 1782.23, 1.334, 1.324, 766.0, 761.7, 631.13, 629.25, 1631.0, 1619.9, 8472.9, 8341.1, 8486.1, 1.5447, 652.0, 14844.81, 14541.64, 14905.05, 5.495, 5.599, 5.604, 5.495, 0.7942, 0.7884, 0.7965, 5885.36, 5855.68, 0.9790000000000001, 0.99, 1130.37, 1137.09, 1129.38, 1154.55, 1153.55, 1134.07, 1122.83, 12270.66, 12346.82, 15.0254, 15.0865, 6476.6, 6479.59, 3.0705, 7.122000000000001, 76.86, 76.88, 76.91, 29.783, 639.63, 3.91, 3.91, 3.91, 3.91, 2133.33
2012-01-12, 1864.57, 1.925, 1.2704, 1.2774, 311.65, 314.67, 315.19, 310.67, 5670.82, 5696.7, 5700.75, 5644.75, 12.659, 12.58, 12.695, 184.0, 182.65, 184.12, 2.7739999999999996, 2.923, 2.741, 60093.91, 1.53, 1.53, 1.53, 6148.45, 6181.61, 6106.03, 1445.44, 1476.86, 2.023, 2.023, 2.023, 4860.95, 4863.15, 1292.02, 3.542, 3.5039999999999996, 3.549, 3.487, 2290.64, 1473.43, 1482.56, 1469.84, 2695.77, 2714.29, 2690.73, 3.173, 3.173, 1.905, 1.905, 1.905, 1215.14, 1214.9, 1211.97, 1.819, 1.819, 60504.0, 60635.0, 59850.0, 22.3297, 22.3168, 100.87, 37307.64, 37178.55, 8440.96, 8463.72, 8426.03, 3.8, 6008.04, 6058.64, 12399.01, 234.9, 225.25, 235.2, 224.15, 1015.42, 1005.67, 0.8291, 0.8249, 0.8237, 113.12, 113.76, 112.11, 1777.07, 1774.09, 1.3339, 1.3263, 768.6, 760.6, 640.86, 639.6, 1639.2, 1633.8, 8426.8, 8463.1, 8521.2, 1.5309, 651.5, 14882.44, 14830.82, 15010.6, 5.348, 5.482, 5.501, 5.278, 0.7979999999999999, 0.7942, 0.7979999999999999, 5860.58, 5860.58, 0.97, 0.98, 1134.6, 1144.89, 1133.38, 1159.55, 1154.55, 1132.77, 1117.85, 12260.94, 12284.74, 15.0816, 15.1219, 6486.41, 6497.92, 3.112, 6.952000000000001, 76.87, 76.86, 77.04, 29.858, 643.25, 3.92, 3.92, 3.92, 3.92, 2140.32
2012-01-13, 1875.68, 1.925, 1.2826, 1.2706, 310.3, 311.21, 314.31, 309.36, 5662.42, 5670.82, 5699.57, 5640.3, 12.5815, 12.634, 12.6745, 182.41, 183.44, 183.97, 2.697, 2.761, 2.6630000000000003, 60503.93, 1.541, 1.541, 1.541, 6160.09, 6256.95, 6148.85, 1446.85, 1465.46, 2.0180000000000002, 2.0180000000000002, 2.0180000000000002, 4831.25, 4840.95, 1292.48, 3.6439999999999997, 3.616, 3.645, 3.53, 2295.22, 1472.17, 1484.57, 1468.73, 2716.87, 2726.43, 2697.32, 3.048, 3.048, 1.926, 1.926, 1.926, 1220.95, 1213.9, 1212.53, 1.824, 1.824, 60359.0, 60985.0, 60000.0, 22.3701, 22.3108, 99.1, 37320.97, 37308.61, 8423.1, 8426.83, 8360.33, 3.78, 6018.07, 6058.07, 12385.08, 233.9, 233.8, 238.5, 231.85, 1025.23, 1010.66, 0.836, 0.8290000000000001, 0.8285, 112.84, 115.12, 110.31, 1768.03, 1763.6, 1.338, 1.3272, 771.0, 761.2, 642.39, 640.13, 1647.3, 1645.2, 8427.0, 8455.9, 8575.9, 1.5279, 611.5, 15192.79, 14950.29, 15401.12, 5.164, 5.332000000000002, 5.3610000000000015, 5.103, 0.7936, 0.7979999999999999, 0.7981, 5955.27, 5860.58, 0.958, 0.9690000000000001, 1136.84, 1140.55, 1128.01, 1152.45, 1152.25, 1133.96, 1122.27, 12274.32, 12307.45, 15.0137, 15.1099, 6464.57, 6496.08, 3.0646, 6.5489999999999995, 76.79, 76.87, 76.98, 30.092, 605.88, 3.88, 3.88, 3.88, 3.88, 2156.12
2012-01-16, 1859.27, 1.8980000000000001, 1.2677, 1.2822, 309.28, 312.53, 313.03, 305.55, 5636.64, 5662.42, 5709.22, 5583.45, 12.68, 12.557, 12.684, 182.56, 182.23, 182.69, 2.67, 2.705, 2.6210000000000004, 59917.89, 1.541, 1.541, 1.541, 6242.49, 6245.38, 6063.66, 1443.86, 1464.52, 1.9709999999999999, 1.9709999999999999, 1.9709999999999999, 4866.0, 4861.95, 1294.82, 3.6319999999999997, 3.6039999999999996, 3.647, 3.5780000000000003, 2281.53, 1476.39, 1479.56, 1451.33, 2707.41, 2712.93, 2689.58, 3.13, 3.13, 1.871, 1.871, 1.871, 1208.07, 1219.89, 1200.53, 1.764, 1.764, 59514.0, 60375.0, 59260.0, 22.3452, 22.2502, 98.7, 36548.56, 37297.0, 8471.1, 8509.76, 8458.68, 3.8, 5996.34, 6042.01, 12311.79, 225.25, 233.6, 236.4, 224.5, 1023.5, 1000.56, 0.8269, 0.8359, 0.8267, 111.21, 112.5, 109.71, 1764.51, 1751.41, 1.3354, 1.3242, 766.5, 757.8, 647.43, 635.71, 1630.4, 1632.4, 8450.6, 8501.1, 8548.2, 1.5235, 599.5, 15011.09, 15381.0, 15429.28, 5.22, 5.088, 5.275, 5.079, 0.7947, 0.7936, 0.7954, 5993.2, 5929.34, 0.9540000000000001, 0.96, 1130.42, 1133.38, 1117.56, 1151.35, 1147.0, 1126.52, 1114.61, 12231.06, 12268.12, 14.9672, 15.0354, 6442.730000000001, 6494.24, 3.0525, 6.459, 76.96, 76.79, 77.01, 29.493000000000002, 601.63, 3.94, 3.94, 3.94, 3.94, 2160.44
2012-01-17, 1892.74, 1.899, 1.2664, 1.2639, 313.23, 307.91, 313.56, 307.32, 5657.44, 5636.64, 5662.88, 5609.87, 12.6175, 12.662, 12.7335, 182.38, 182.39, 183.22, 2.579, 2.637, 2.53, 59981.82, 1.508, 1.508, 1.508, 6120.4, 6232.21, 6104.11, 1427.51, 1463.44, 1.97, 1.97, 1.97, 4873.9, 4844.0, 1292.52, 3.679, 3.617, 3.6975, 3.6039999999999996, 2241.26, 1453.7, 1461.91, 1453.12, 2721.875, 2727.83, 2705.3050000000007, 3.052, 3.052, 1.86, 1.86, 1.86, 1206.79, 1204.05, 1203.42, 1.7730000000000001, 1.7730000000000001, 60388.0, 60450.0, 59510.0, 22.3586, 22.2681, 99.705, 36916.16, 36560.54, 8409.79, 8409.79, 8352.23, 3.78, 6031.24, 6031.24, 12367.455000000002, 225.2, 229.525, 232.825, 222.8, 1014.27, 1000.06, 0.8266, 0.8269, 0.8252, 110.7, 111.67, 110.49, 1764.8, 1757.27, 1.3345, 1.3259, 770.55, 760.5, 644.31, 643.65, 1642.8000000000006, 1637.25, 8449.6, 8368.4, 8483.6, 1.5278, 601.75, 15220.98, 14889.62, 15247.28, 5.183, 5.318, 5.349, 5.1560000000000015, 0.794, 0.7932, 0.7967, 6017.03, 5926.975, 0.943, 0.9490000000000001, 1122.73, 1133.36, 1121.53, 1152.0, 1150.6, 1119.08, 1106.95, 12258.6, 12272.46, 14.9991, 15.0402, 6420.89, 6492.4, 3.0441, 6.598, 76.83, 76.93, 76.94, 29.93, 603.255, 3.803, 3.803, 3.803, 3.803, 2131.64
2012-01-18, 1892.39, 1.9080000000000001, 1.274, 1.2664, 315.64, 316.33, 318.32, 314.14, 5693.95, 5657.44, 5724.41, 5657.44, 12.5895, 12.601, 12.6325, 181.17, 182.33, 182.5, 2.488, 2.569, 2.439, 60890.75, 1.48, 1.48, 1.48, 6301.91, 6343.04, 6270.97, 1455.32, 1464.7, 1.9569999999999999, 1.9569999999999999, 1.9569999999999999, 4967.3, 4904.5, 1290.22, 3.7260000000000004, 3.63, 3.748, 3.63, 2298.38, 1458.35, 1465.13, 1453.01, 2736.34, 2742.73, 2721.03, 3.088, 3.088, 1.858, 1.858, 1.858, 1204.96, 1206.4, 1200.53, 1.791, 1.791, 60995.0, 61385.0, 60620.0, 22.4207, 22.3285, 100.71, 36601.2, 36917.78, 8420.12, 8475.66, 8413.22, 3.79, 6056.17, 6072.8, 12423.12, 225.15, 225.45, 229.25, 221.1, 1026.27, 1016.16, 0.8308, 0.8262, 0.8258, 111.42, 112.76, 110.56, 1753.65, 1750.46, 1.3403, 1.3294, 774.6, 763.2, 644.7, 638.83, 1655.2, 1642.1, 8535.3, 8551.3, 8575.0, 1.5311, 604.0, 15325.98, 15407.78, 15505.51, 5.131, 5.183, 5.19, 5.09, 0.8007, 0.794, 0.8032, 6040.86, 5924.61, 0.966, 0.9670000000000001, 1131.27, 1132.92, 1123.43, 1143.75, 1143.6, 1137.47, 1129.3, 12232.83, 12316.96, 14.8878, 15.0244, 6370.16, 6429.39, 3.0419, 6.4570000000000025, 76.82, 76.83, 76.88, 30.105999999999998, 604.88, 3.912, 3.912, 3.912, 3.912, 2168.22
2012-01-19, 1914.97, 1.895, 1.2854, 1.2736, 315.52, 315.49, 317.6, 312.64, 5702.37, 5693.95, 5709.87, 5647.92, 12.615, 12.558, 12.663, 180.47, 180.98, 181.64, 2.472, 2.485, 2.452, 61722.86, 1.413, 1.413, 1.413, 6330.43, 6399.43, 6280.52, 1469.91, 1486.36, 1.9509999999999998, 1.9509999999999998, 1.9509999999999998, 4955.8, 4977.75, 1293.65, 3.747, 3.7439999999999998, 3.748, 3.7430000000000003, 2311.58, 1455.29, 1466.67, 1454.75, 2731.16, 2769.71, 2730.05, 3.148, 3.148, 1.8980000000000001, 1.8980000000000001, 1.8980000000000001, 1212.45, 1203.4, 1202.38, 1.7790000000000001, 1.7790000000000001, 62087.0, 61920.0, 60610.0, 22.4907, 22.4275, 100.59, 37506.76, 36601.32, 8458.29, 8595.78, 8446.09, 3.79, 6116.23, 6119.71, 12453.2, 224.85, 225.95, 227.0, 222.25, 1029.65, 1013.88, 0.8333, 0.8304, 0.83, 111.46, 112.2, 110.33, 1758.14, 1747.91, 1.3353, 1.3258, 779.26, 763.6, 638.94, 637.16, 1659.5, 1654.0, 8420.7, 8539.4, 8581.8, 1.5328, 593.5, 15278.0, 15327.77, 15476.41, 5.159, 5.142, 5.202000000000001, 5.093999999999999, 0.8033, 0.8007, 0.8082, 5940.77, 5846.41, 0.972, 0.978, 1124.75, 1129.99, 1119.24, 1139.1, 1139.1, 1141.8, 1125.76, 12327.52, 12346.74, 14.834, 14.9329, 6377.99, 6384.71, 3.0375, 6.388, 76.79, 76.82, 76.87, 30.514, 592.13, 3.8819999999999997, 3.8819999999999997, 3.8819999999999997, 3.8819999999999997, 2168.15
2012-01-20, 1949.89, 1.9469999999999998, 1.2965, 1.2858, 320.48, 316.69, 320.48, 315.86, 5741.15, 5702.37, 5743.93, 5693.16, 12.6465, 12.576, 12.6935, 179.58, 180.28, 180.45, 2.322, 2.4819999999999998, 2.293, 62181.26, 1.413, 1.413, 1.413, 6377.24, 6420.35, 6333.7, 1487.27, 1493.66, 2.049, 2.049, 2.049, 5018.4, 4995.0, 1308.07, 3.7969999999999997, 3.784, 3.8110000000000004, 3.784, 2305.71, 1463.26, 1471.49, 1458.56, 2779.74, 2793.35, 2777.17, 3.1519999999999997, 3.1519999999999997, 1.982, 1.982, 1.982, 1216.65, 1210.74, 1206.93, 1.829, 1.829, 62154.0, 62595.0, 61925.0, 22.6172, 22.5189, 100.39, 37680.06, 37524.2, 8596.68, 8668.94, 8596.68, 3.79, 6194.45, 6194.59, 12563.58, 226.65, 224.25, 227.8, 223.35, 1041.54, 1029.25, 0.8370000000000001, 0.8329, 0.8322, 111.1, 111.75, 110.37, 1756.57, 1750.92, 1.3333, 1.3226, 784.7, 778.0, 644.01, 638.29, 1654.1, 1653.5, 8603.8, 8464.6, 8603.8, 1.5414, 606.0, 15651.99, 15353.43, 15654.32, 5.24, 5.175, 5.292000000000002, 5.1579999999999995, 0.8026, 0.8033, 0.8044, 5860.63, 5786.6, 0.973, 0.982, 1125.16, 1128.73, 1119.57, 1134.4, 1134.4, 1140.96, 1131.85, 12380.69, 12417.69, 14.7048, 14.8451, 6410.946666666668, 6416.74, 3.032, 6.372000000000001, 77.08, 76.79, 77.32, 30.482, 606.13, 3.862, 3.862, 3.862, 3.862, 2199.46
2012-01-25, 1952.23, 1.993, 1.2938, 1.2967, 320.31, 320.9, 321.22, 318.63, 5728.55, 5741.15, 5749.77, 5721.61, 12.672, 12.626, 12.704, 178.95, 179.48, 180.1, 2.343, 2.306, 2.283, 62312.13, 1.4409999999999998, 1.4409999999999998, 1.4409999999999998, 6410.75, 6431.26, 6371.69, 1492.39, 1503.71, 2.12, 2.12, 2.12, 5048.6, 5044.85, 1314.49, 3.741, 3.767, 3.767, 3.734, 2322.89, 1469.57, 1474.84, 1461.4, 2776.04, 2787.2, 2775.87, 3.116, 3.116, 2.025, 2.025, 2.025, 1213.27, 1215.83, 1209.71, 1.936, 1.936, 62688.0, 61900.0, 61900.0, 22.5328, 22.4619, 98.46, 37384.21, 37673.14, 8751.18, 8791.39, 8725.32, 3.8, 6122.67, 6213.32, 12620.76, 225.4, 225.5, 228.65, 224.1, 1040.15, 1030.44, 0.8306, 0.8369, 0.8302, 111.53, 112.06, 109.42, 1765.2, 1751.96, 1.3349, 1.3223, 786.2, 780.6, 642.02, 639.54, 1663.7, 1652.8, 8561.9, 8610.4, 8612.4, 1.5449, 611.5, 15632.06, 15636.83, 15758.59, 5.84, 5.505, 5.568, 5.49, 0.8064, 0.8026, 0.8064, 5818.97, 5781.13, 0.987, 0.9890000000000001, 1120.62, 1122.55, 1115.6, 1133.5, 1133.4, 1135.04, 1122.795, 12397.1, 12397.1, 14.7303, 14.7549, 6443.903333333333, 6448.77, 3.04, 6.268, 77.02, 77.08, 77.3, 31.647, 610.63, 3.94, 3.94, 3.94, 3.94, 2208.88
2012-01-26, 1957.18, 1.979, 1.311, 1.3028, 319.44, 321.96, 322.62, 317.6, 5723.0, 5751.9, 5777.69, 5694.05, 12.6835, 12.538, 12.7115, 178.41, 178.22, 178.41, 2.7289999999999996, 2.572, 2.571, 63058.43, 1.4274999999999998, 1.4274999999999998, 1.4274999999999998, 6448.87, 6456.57, 6366.65, 1514.85, 1498.8, 2.166, 2.166, 2.166, 5158.3, 5151.5, 1314.4, 3.825, 3.764, 3.8360000000000003, 3.764, 2323.29, 1470.81, 1479.57, 1459.43, 2803.23, 2822.79, 2788.95, 3.2030000000000003, 3.2030000000000003, 2.002, 2.002, 2.002, 1223.4, 1216.39, 1208.05, 1.969, 1.969, 62966.5, 62995.0, 62587.5, 22.5765, 22.4546, 99.4, 37212.86, 36853.9, 8842.01, 8911.62, 8816.09, 3.81, 6073.36, 6117.65, 12580.12, 217.2, 220.25, 221.9, 216.8, 1031.27, 1018.78, 0.8369, 0.8338, 0.8306, 110.22, 110.89, 108.91, 1766.08, 1752.07, 1.3397, 1.3218, 797.2, 783.5, 641.87, 639.23, 1699.8, 1658.3, 8555.4, 8618.5, 8638.7, 1.5533, 634.5, 15840.24, 16020.4, 16078.66, 5.72, 5.466, 5.499, 5.392, 0.8174, 0.8112, 0.8194, 5589.02, 5504.42, 1.013, 1.015, 1118.42, 1124.35, 1111.59, 1127.55, 1125.4, 1129.12, 1113.74, 12539.21, 12539.63, 14.5013, 14.5597, 6476.86, 6480.8, 3.0376, 6.186, 77.78, 77.69, 78.28, 33.092, 641.63, 4.105, 4.105, 4.105, 4.105, 2209.93
2012-01-27, 1964.83, 1.992, 1.31, 1.3104, 322.82, 320.45, 323.38, 319.24, 5795.2, 5723.0, 5806.24, 5722.83, 12.5205, 12.665, 12.6775, 177.07, 177.83, 178.02, 2.605, 2.76, 2.553, 63804.73, 1.4140000000000001, 1.4140000000000001, 1.4140000000000001, 6453.62, 6559.07, 6430.37, 1532.91, 1498.8, 2.099, 2.099, 2.099, 5181.5, 5184.125, 1326.28, 3.897, 3.891, 3.897, 3.8810000000000002, 2323.69, 1476.01, 1479.09, 1467.14, 2828.78, 2834.3, 2794.78, 3.127, 3.127, 1.94, 1.94, 1.94, 1219.31, 1221.99, 1213.98, 1.88, 1.88, 63245.0, 64090.0, 63275.0, 22.522, 22.389, 99.7, 37240.78, 37216.49, 8890.49, 8894.6, 8834.93, 3.81, 6100.43, 6102.82, 12695.16, 219.7, 218.5, 221.5, 217.25, 1050.88, 1028.11, 0.8353, 0.8369, 0.8346, 110.45, 111.89, 110.27, 1760.59, 1752.87, 1.3421, 1.3318, 800.5, 789.2, 639.72, 635.95, 1726.3, 1721.0, 8713.8, 8594.9, 8721.6, 1.5648, 634.5, 16111.04, 15947.08, 16192.83, 5.55, 5.386, 5.386, 5.186, 0.8206, 0.8174, 0.8236, 5621.69, 5556.2, 0.988, 1.015, 1121.39, 1123.99, 1114.33, 1122.5, 1120.3, 1130.89, 1123.05, 12464.32, 12615.99, 14.496, 14.5132, 6504.656666666668, 6510.196666666668, 3.0460000000000003, 5.974, 77.47, 77.79, 77.81, 33.702, 653.13, 4.025, 4.025, 4.025, 4.025, 2252.03
