@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Open numeric
@attribute GAS_Low numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_Open numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute FTSE_Now_y numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric

@data
2012-8-14, 24.52, 0.021, -0.006999999999999999, 0.028, -0.004, 0.0021, -15.23, -5.77, -14.08, -0.0305, 0.018000000000000002, 0.018000000000000002, -0.35, 0.27, 0.43, -0.161, -0.045, 472.76, -0.005, -0.005, 8.02, 15.08, 10.83, 11.86, 0.021, 0.021, 0.021, 27.5, 8.15, 3.29, -0.11, 1.7, -0.016, -30.73, 2.03, 3.14, 2.76, 1.66, 2.17, -4.26, 0.37, 0.027000000000000003, 0.027000000000000003, 0.006999999999999999, 2.46, 0.0004, -190.0, 200.0, 515.0, -0.0586, -0.0064, 0.0206, -483.73, 175.32, 77.65, -185.22, -6.29, -60.24, 10.4, 0.01, -38.52, 41.78, -3.21, -0.8, -2.25, -2.95, -8.52, 1.54, 0.0029, -0.0002, 0.65, 1.78, 9.71, -0.0027, -0.0016, -0.0017, -2.06, -1.41, -6.38, 2.27, -2.07, -10.1, 6.2, -0.4, 2.3, 29.7, 0.0034, 0.0083, -17.25, -18.5, -15.77, -30.9, 0.052000000000000005, -0.036000000000000004, -0.064, -0.0006, -0.009000000000000001, -0.008, -0.01, 0.31, 1.31, -2.02, 4.02, 3.13, -11.7, -6.54, -52.56, 56.32, 22.24, -0.0323, 0.0794, 11.35333333, 6.546666667, 3.725, 3.73, -0.0239, -0.0034, 0.001, -0.014, -0.295, 0.095, -25.88, 0.035, -6.78, 4.32
2012-8-16, 0.95, 0.059, 0.042, 0.042, 0.039, 0.0056, 32.9, 23.43, 18.25, 0.018000000000000002, -0.018000000000000002, -0.019, 0.31, -0.15, -0.21, -0.023, 0.015, -696.69, 0.026, 0.026, -4.82, 6.79, 10.15, 8.38, 0.041, 0.041, 0.041, 32.45, 26.9, -1.51, 4.16, 3.28, 0.0, -15.3, 0.38, 2.48, 4.83, -5.54, 11.13, 10.81, -0.2, 0.012, 0.012, 0.067, 2.08, 0.0013, -1130.0, -35.0, -900.0, -0.071, -0.0302, -0.1249, 278.7, -484.24, -201.98, 7.62, 44.73, 42.02, 30.24, 0.02, 2.71, -36.82, 18.0, -1.3, 2.19, 3.84, -1.34, -6.08, -0.0005, 0.0027, 0.43, 0.13, -0.83, -0.0027, -0.0026, -0.0007, -2.61, -2.03, 3.1, -2.55, 0.9, -10.2, -9.2, -8.1, -16.1, 82.4, 0.0012, 0.0014, -3.0, -14.25, 124.0, -0.92, -0.075, -0.023, -0.092, -0.0033, 0.004, -0.005, 0.006999999999999999, -1.42, 0.48, 1.46, -0.55, -0.7, 7.56, -6.64, 15.28, -32.82, -13.68, -0.0611, -0.0912, -29.74, -21.99, 3.725, 3.73, -0.0138, -0.0122, -0.06, 0.022, -0.004, -0.16, -16.25, 0.012, 13.23, 6.5
2012-8-17, -11.37, 0.101, 0.157, 0.136, 0.138, -0.006, -30.27, -29.52, -20.57, 0.023, 0.003, 0.024, 0.27, 0.28, 0.52, 0.018000000000000002, -0.045, 286.2, 0.111, 0.111, -12.03, -11.16, -10.7, -7.44, 0.08800000000000001, 0.08800000000000001, 0.08800000000000001, -17.4, 42.7, 2.25, 7.41, 3.55, -0.015, -9.59, 7.67, -3.26, -3.03, 45.41, 33.28, 23.35, 0.42, 0.034, 0.034, 0.102, -2.87, -0.0034, 2115.0, 650.0, 890.0, 0.0485, -0.0772, -0.0051, 69.9, 428.72, 132.34, 116.8, 162.88, 53.41, 65.1, 0.1, 77.97, -4.87, 46.34, -3.1, -1.42, -5.05, 5.07, -0.37, -0.0007, -0.0042, 2.87, 2.28, 3.84, 0.002, 0.0019, 0.0036, 16.2, 4.76, 5.98, 0.01, 1.61, 16.7, -12.6, 0.1, 9.0, 49.0, 0.0, -0.0035, 18.0, 8.75, 273.43, 48.22, -0.181, -0.212, -0.179, 0.0011, 0.068, 0.068, 0.053, 8.8, 5.94, 3.0, 0.01, 2.48, 8.24, 11.22, 178.97, 73.48, 133.13, -0.0753, -0.0357, 17.31625, 19.99375, -2.42, 4.43, 0.0738, 0.0824, -0.052000000000000005, -0.07, 0.449, 0.235, 2.38, 0.231, 19.78, 9.98
2012-8-20, -0.23, -0.017, -0.006999999999999999, -0.017, -0.008, 0.0032, 17.91, 8.02, 23.08, 0.019, 0.038, 0.013, 0.5, 0.43, -0.01, -0.055, 0.003, 753.7, -0.022, -0.022, 3.49, -5.21, -7.6, 1.21, -0.02, -0.02, -0.02, 3.35, -17.35, 9.23, 1.27, 10.52, 0.041, -8.87, -0.01, 11.6, 6.33, 14.2, 9.28, 26.87, 0.08, -0.003, -0.003, -0.021, 9.48, -0.0027, -305.0, 285.0, 900.0, -0.0075, 0.0404, 0.0871, -167.38, -90.84, -52.63, 62.05, 69.74, 153.11, 134.03, 0.01, 25.09, 87.96, 11.97, -2.65, 13.41, 14.26, -7.61, 4.6, 0.0007, 0.0023, -3.19, -2.8, 6.61, 0.0011, 0.0007, -0.0057, 6.81, 8.85, 10.68, 2.86, 1.68, 0.2, 17.6, 2.1, 11.2, 329.2, 0.005, 0.0035, 0.75, 2.5, 194.39, 8.65, -0.136, -0.14400000000000002, -0.097, 0.0006, -0.028, 0.003, -0.008, 0.88, 3.39, 1.83, 3.28, 0.89, 2.605, 3.12, 57.31, 115.85, 57.31, -0.0138, -0.0168, 17.31625, 19.99375, -0.49, 1.97, 0.0176, -0.013, 0.019, -0.041, -0.21, 0.11, 22.0, -0.056, 19.49, 19.38
2012-8-21, -3.09, -0.011, 0.02, 0.002, -0.008, 0.0006, -28.05, 2.78, -31.48, 0.0035, 0.012, 0.034, 0.03, 0.02, 0.71, 0.005, -0.002, -314.71, 0.0, 0.0, -20.38, -19.39, -15.52, -22.31, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 27.35, 0.05, 2.01, -0.58, -2.55, -0.046, -11.77, 1.88, 0.18, 1.21, -0.38, -0.51, -0.25, 0.44, -0.011, -0.011, -0.004, 0.5, 0.0024, 163.0, -415.0, -350.0, 0.0905, 0.049, 0.0509, -197.49, -156.6, -191.22, -199.61, 8.66, 82.14, 53.79, 0.01, -3.56, 23.38, -5.17, 1.5, -7.39, 1.14, 3.18, -7.69, 0.0002, -0.0002, -0.01, 0.17, 0.17, -0.0065, -0.0036, 0.0008, -3.38, 6.82, 0.82, 1.6, 0.93, 3.8, -3.8, 3.6, 0.2, -65.1, -0.0039, 0.0005, 16.75, 3.0, -152.81, 8.65, -0.192, -0.201, -0.28800000000000003, -0.0013, 0.006999999999999999, -0.025, -0.004, -0.41, 0.79, 0.33, 1.58, 3.25, 2.605, 3.12, -13.86, 34.06, 10.15, 0.0312, -0.006999999999999999, 17.31625, 19.99375, 5.09, -8.23, -0.0104, 0.0034, -0.032, -0.035, 0.591, 0.355, 4.0, -0.01, -9.28, 16.63
2012-8-22, -8.03, -0.004, -0.049, 0.009000000000000001, 0.006999999999999999, 0.0048, 33.15, 15.09, 21.46, -0.0485, 0.006999999999999999, -0.045, -0.63, -0.13, -0.65, 0.052000000000000005, 0.014, 54.98, -0.01, -0.01, 21.92, 5.83, 25.73, -1.62, 0.042, 0.042, 0.042, 27.35, 0.05, 0.28, 8.55, -1.26, 0.087, 14.05, 8.23, 0.8, 1.46, -8.95, 24.33, -1.16, -0.57, 0.03, 0.03, -0.008, 0.41, -0.0007, -489.0, 715.0, 0.0, -0.0326, -0.0116, -0.0432, -253.36, -211.02, 21.52, -382.77, -14.24, -37.21, -4.72, -0.03, -68.06, -2.48, 54.61, 1.1, 1.01, -7.45, -0.7, 2.1, 0.0043, 0.0021, 0.94, 0.78, -0.97, 0.002, 0.0034, 0.0021, -1.15, -3.4, 1.4, -0.14, -2.39, 19.8, 6.0, 17.6, 8.4, 43.0, 0.0014, 0.0026, 16.0, 15.75, 358.58, 8.65, -0.064, -0.029, 0.029, 0.0033, -0.016, 0.005, -0.006999999999999999, -0.8, -4.03, -4.56, 0.13, -4.45, 13.86, 10.23, 40.89, 45.34, 96.73, -0.0323, -0.0349, 17.31625, 19.99375, 3.29, 5.43, -0.0052, 0.0233, -0.113, -0.039, 0.835, 0.285, 11.12, -0.02, 8.45, -7.94
2012-8-23, 7.35, -0.094, -0.022, -0.066, -0.09, 0.0089, -83.32, -15.07, -53.15, 0.051, -0.047, 0.0, 0.87, 0.27, 0.0, 0.063, 0.07200000000000001, -241.62, -0.022, -0.022, -2.61, 18.36, -7.64, 16.49, -0.075, -0.075, -0.075, -8.15, 27.05, -5.04, -10.56, -4.08, 0.006999999999999999, -5.47, 12.2, 8.69, 11.93, 6.41, -19.81, -5.31, 0.0, -0.026, -0.026, -0.107, 7.28, 0.0011, 476.0, -625.0, -220.0, 0.0382, 0.06, 0.0563, -69.51, -241.99, -405.82, -205.75, -25.18, -14.46, -70.99, -0.02, -30.82, -73.79, -125.7, -1.3, -23.27, -9.2, 7.22, -0.31, -0.0015, 0.0022, 0.27, -0.12, 5.64, 0.0021, -0.0028, -0.0037, -2.8, -1.13, -4.09, -1.94, 0.0, -2.5, 18.4, 14.1, 15.0, -104.0, 0.0073, 0.0064, -1.0, 15.5, -169.28, -11.325, -0.073, -0.047, -0.032, -0.0004, -0.001, -0.018000000000000002, -0.006, -0.38, -0.51, 4.77, -4.61, 0.69, -3.66, 0.34, 2.07, -32.14, -70.93, 0.1804, 0.0, 17.31625, 19.99375, 1.85, 2.82, 0.037000000000000005, -0.0038, -0.025, -0.07400000000000001, 0.128, 0.67, 11.38, -0.052000000000000005, -19.53, -8.73
2012-8-24, -22.73, -0.011, -0.061, -0.071, -0.034, 0.0093, 2.4, -48.26, -7.2, -0.046, 0.008, -0.011, -0.66, -0.41, 0.02, 0.014, -0.09, -297.11, -0.063, -0.063, 19.68, 7.76, 6.66, 9.68, -0.064, -0.064, -0.064, 2.5, 30.4, 0.4, -2.63, -6.28, 0.041, -0.52, -0.73, 12.9, 6.74, -20.27, -10.39, -7.91, -0.08, -0.064, -0.064, -0.02, 10.82, 0.002, -954.0, -330.0, -330.0, 0.0168, -0.0082, -0.0086, -148.12, -69.8, -123.5, -6.16, 46.38, -70.02, -12.54, -0.02, -115.3, -26.94, -33.69, -0.95, -6.63, -4.24, -11.32, 8.17, 0.0035, 0.0007, 0.1, 0.8, 9.58, 0.0003, -0.0008, -0.0022, -6.56, -3.63, -5.37, 2.33, -0.65, 32.2, 21.5, 19.6, 23.0, -149.5, 0.01, 0.009000000000000001, -21.5, -0.75, -207.42, -11.325, 0.086, 0.155, 0.13, 0.0047, 0.004, 0.003, -0.014, -1.98, -4.21, -3.88, 0.96, -1.39, -5.65, 3.16, -56.48, 26.72, 0.14, -0.0264, 0.1453, 17.31625, 19.99375, 3.5, 6.08, 0.0059, 0.0232, 0.04, 0.058, 0.898, 1.11, -18.0, -0.06, -20.63, -4.38
2012-8-27, -1.94, 0.004, -0.046, -0.021, -0.014, -0.0041, 0.0, -17.87, -24.61, 0.014, -0.002, 0.016, 0.39, 0.25, 0.32, -0.011, 0.013, -312.37, -0.042, -0.042, -17.5, -3.93, 0.58, -6.35, -0.041, -0.041, -0.041, -28.65, -33.55, -11.5, -0.03, -2.46, -0.013, -7.86, -2.26, -1.26, 0.03, 16.39, 6.46, -3.3, 0.3, -0.02, -0.02, 0.012, -0.8, 0.0025, -51.0, -485.0, -335.0, -0.0405, 0.0529, 0.0467, 332.4, -149.04, 129.04, 13.69, -107.36, -10.72, -16.75, -0.03, 100.51, -118.55, 4.14, 0.85, 3.41, -13.73, -0.9, -11.98, -0.0008, 0.0006, -1.42, -1.33, -0.45, -0.0089, -0.0068, -0.0041, 3.19, -6.96, -0.99, -4.3, -0.9, 0.2, 5.9, -3.1, 4.2, 6.1, -0.0021, -0.0054, -6.5, -21.0, -73.08, -12.6, 0.059, 0.046, 0.07200000000000001, -0.0043, -0.02, -0.012, 0.006, -1.31, 0.57, 2.67, 0.13, 2.4, 3.17, -2.155, 19.72, -89.82, 4.49, 0.0037, 0.035, 17.31625, 19.99375, -0.45, -4.92, -0.0051, -0.0119, 0.097, 0.071, 0.159, -0.1, -5.5, -0.045, 1.92, -28.96
2012-8-28, -1.54, -0.024, 0.031, -0.001, -0.001, 0.0006, -0.445, -5.95, 5.17, -0.006, 0.026, -0.004, 0.03, 0.34, 0.24, -0.065, -0.055, 19.68, 0.021, 0.021, 1.62, 0.74, -5.51, 1.82, 0.009000000000000001, 0.01, -0.013, -36.45, -4.75, 9.14, 2.71, 11.07, 0.0, -33.84, -0.74, -2.89, 1.83, 3.4, 9.01, 25.91, 0.27, 0.015, 0.015, -0.035, -3.26, -0.0019, -352.0, -495.0, 10.0, -0.059, -0.0241, -0.0578, -238.56, 338.97, 78.02, 184.87, 14.63, 70.46, 39.08, -0.02, -33.3, 104.92, 0.66, 4.65, 6.97, 6.43, -4.61, 0.74, 0.0, 0.0011, -1.33, -1.44, -0.73, 0.0005, -0.002, -0.0004, 1.21, 4.42, 4.78, 1.02, 0.27, 2.6, 9.1, 5.8, 1.7, 33.8, -0.0048, -0.0012, -7.75, -2.25, 132.19, 13.68, 0.012, -0.081, 0.022, 0.0001, 0.002, -0.004, -0.002, 2.2, 4.64, 0.6, 2.67, 2.0, 3.17, -2.155, -33.41, 58.89, -30.31, -0.0054, 0.0006, 17.31625, 19.99375, -3.46, 8.96, 0.0212, 0.0369, -0.075, -0.08900000000000001, 0.433, 0.55, 12.62, -0.05, 21.29, 16.02
2012-8-29, 12.21, -0.008, -0.034, -0.016, -0.004, -0.0025, -0.445, -5.95, 5.17, -0.0255, -0.014, -0.006999999999999999, 0.07, 0.05, 0.29, -0.105, -0.037000000000000005, 123.43, -0.026, -0.026, -12.44, -5.86, 2.24, 2.37, -0.049, -0.05, -0.027000000000000003, -15.65, -39.8, -0.69, -2.54, -3.52, -0.012, -2.89, 7.37, -0.4, 0.24, 3.95, -2.62, -4.48, 0.13, 0.004, 0.004, -0.015, 0.37, -0.0015, 366.0, 370.0, 145.0, 0.0106, -0.0855, -0.0152, -21.95, -251.11, -272.03, -214.69, -52.1, -1.9, -95.88, -0.02, -21.68, -35.0, -28.85, 1.5, -24.72, -5.87, 0.68, -6.31, 0.0028, 0.0005, 0.32, 0.15, -2.0, -0.0048, -0.0015, 0.0002, 3.88, 0.55, 1.47, -2.25, -4.89, -5.9, -15.0, -4.4, -4.7, 67.4, -0.0017, -0.0036, -5.0, -11.25, -19.86, -17.91, 0.015, 0.085, 0.001, -0.0048, 0.0, -0.002, -0.002, 6.18, 2.66, -0.3, 0.59, 1.05, -7.53, -3.59, -38.92, -36.9, -19.65, 0.0394, 0.0061, 33.67, 17.05, -0.57, -5.82, -0.0307, -0.048, 0.103, 0.093, -0.17, -0.09, -7.25, -0.02, -19.86, -5.05
2012-8-30, -22.16, 0.004, 0.003, 0.015, 0.001, 0.0053, -32.18, -3.73, -10.52, -0.017, -0.029, -0.06, 0.08, -0.04, -0.21, -0.047, -0.028, -915.22, 0.01, 0.01, 1.25, -10.47, -13.67, -7.02, 0.017, 0.017, 0.017, -46.8, -4.2, -1.12, 0.32, 0.98, -0.03, -0.72, -4.03, 7.37, 2.59, 4.05, 4.05, 3.97, -0.18, 0.066, 0.066, 0.015, 6.29, -0.0021, -1188.0, -90.0, -1000.0, -0.0169, -0.0353, -0.0261, -42.0, -15.2, 85.22, 156.63, 36.52, -92.78, 44.84, -0.01, 4.49, -19.28, -2.51, 1.0, 4.9, -9.1, -2.24, -0.12, -0.0028, 0.0, -0.04, -0.21, 1.68, -0.0007, 0.0015, -0.0008, 3.56, 4.48, 3.49, -2.59, -0.28, -6.7, 7.3, -3.7, 6.0, -9.9, 0.0022, 0.0048, 20.75, -5.25, -49.44, -48.18, 0.165, 0.079, 0.078, -0.0033, -0.011, -0.009000000000000001, -0.005, -0.12, -0.22, 0.3, -0.01, -1.45, 12.52, 8.28, -0.11, -35.74, -46.52, -0.0375, -0.0003, -0.05, -15.12, -13.0, -0.89, 0.0012, -0.009000000000000001, -0.044, 0.059, -0.038, -0.11, 2.63, -0.006999999999999999, -0.33, -9.66
2012-8-31, -1.26, -0.034, 0.001, -0.011, -0.032, -0.0029, -24.08, -32.23, -33.58, -0.0005, -0.024, 0.002, -0.03, -0.16, 0.05, 0.076, 0.062, -160.1, 0.011, 0.011, -22.45, -25.36, -7.32, -11.88, -0.052000000000000005, -0.052000000000000005, -0.052000000000000005, 27.25, -75.25, 0.76, -3.87, -9.56, -0.004, -19.23, -3.01, -3.68, -4.12, -32.48, -19.7, -21.7, -0.02, 0.015, 0.015, -0.024, -3.36, 0.0011, -143.0, -1190.0, -125.0, 0.0199, 0.0106, 0.0295, -23.51, -40.48, -159.09, -153.57, -86.03, 16.34, -73.59, -0.02, -106.77, -2.17, -43.44, -2.0, -7.35, -6.35, -6.86, -1.5, 0.0009, -0.0004, 0.11, 0.75, -2.42, 0.0007, -0.0048, -0.0082, -9.2, 3.56, -4.76, -1.72, -0.92, -6.3, -11.8, -5.3, -14.5, -95.5, 0.0014, -0.0031, 1.25, 21.0, -163.02, -68.71, -0.03, 0.047, 0.07, -0.0031, 0.005, -0.002, -0.002, -5.86, -3.1, -0.47, -0.03, -0.05, -0.17, -0.23, -123.14, -38.35, -26.08, 0.0107, -0.0013, -15.63666667, -11.84333333, -5.61, -17.54, 0.0036, 0.0121, 0.03, -0.047, -0.464, -0.505, 23.25, -0.061, -24.23, -8.25
2012-9-3, 7.59, 0.008, -0.03, -0.018000000000000002, -0.001, 0.0005, -7.97, 20.24, 2.34, 0.001, 0.004, 0.011, -0.13, 0.17, 0.0, 0.068, 0.07, -181.49, -0.017, -0.017, -15.42, -2.78, -6.91, -7.42, 0.021, 0.021, 0.021, -56.55, 29.6, -10.01, 3.01, 1.95, 0.003, 12.11, 6.86, -3.7, 0.86, 18.25, 10.98, -5.33, 0.02, 0.01, 0.01, -0.08, -2.66, 0.003, -20.0, 330.0, -270.0, 0.0207, 0.0051, -0.0216, -463.74, -24.78, 195.19, -349.47, -143.87, -170.32, -120.33, 0.0, 90.13, -98.57, 50.5, -1.75, 5.55, 4.04, 2.45, -6.67, 0.0004, 0.0014, 1.92, 0.11, -0.47, -0.0091, -0.0058, -0.0035, 3.45, -9.16, -2.47, 0.21, 1.06, 31.1, 3.2, 28.0, -4.5, -17.4, -0.0047, 0.0005, -8.75, 0.25, 319.93, -26.06, 0.08, 0.204, 0.071, 0.0004, -0.009000000000000001, 0.002, -0.003, 2.92, 0.03, -1.09, -0.52, 0.0, -0.445, -1.77, 62.61, -54.56, -22.82, 0.033, 0.0149, -15.63666667, -11.84333333, 12.93, -3.05, 0.0149, 0.0341, 0.056, 0.028, 1.003, 0.06, -16.25, -0.02, 18.18, 6.48
2012-9-4, -5.58, 0.0, 0.004, -0.027000000000000003, 0.025, 0.0063, 46.93, -5.36, -6.93, -0.021, -0.022, -0.067, -0.06, -0.33, -0.36, 0.023, 0.0275, 235.11, -0.026, -0.026, 9.99, 5.65, 16.4, 3.28, 0.18, 0.18, 0.18, -4.75, -21.7, 3.235, -1.89, -1.2, 0.002, -3.49, -1.4, 7.48, 3.26, 4.05, 1.87, -0.175, -0.45, 0.034, 0.034, 0.013, 6.02, -0.0054, -28.0, -400.0, 275.0, -0.0398, -0.0046, 0.0214, 381.29, -475.96, -359.21, 18.85, -56.02, -55.14, -66.51, -0.04, -27.45, 44.715, -29.74, 0.35, 5.59, 4.48, -11.29, -1.13, -0.0003, -0.0009, 1.21, 1.67, 4.27, -0.0042, -0.0064, -0.0105, 5.025, 1.735, 0.805, 4.38, 3.57, 4.15, 15.25, 4.0, 20.75, 189.8, 0.0083, 0.0073, 2.125, -3.0, 166.69, 69.2, 0.261, 0.091, 0.21, -0.0006, -0.013, -0.011, -0.013, -1.17, 3.34, -1.81, -0.99, -3.45, -0.445, -1.77, -3.78, 22.825, -5.2, -0.01, 0.008, -15.63666667, -11.84333333, 8.0, 18.03, 0.0383, 0.0314, -0.053, -0.012, 0.815, 1.3230000000000002, 0.0, -0.044, 20.78, 11.28
2012-9-5, -33.1, -0.041, -0.009000000000000001, 0.009000000000000001, -0.041, 0.0001, -86.4, 0.0, -42.72, -0.025, 0.0, 0.015, 0.08, 0.06, 0.3, 0.023, 0.0275, -751.97, 0.016, 0.016, 11.29, 16.71, -2.79, 13.03, -0.025, -0.025, -0.025, 20.25, -27.35, 3.235, -1.89, -1.2, 0.002, -1.89, -0.39, -1.96, 2.36, 4.05, 1.87, -0.175, 0.12, 0.003, 0.003, 0.013, -1.49, -0.0013, -1052.0, -350.0, -845.0, 0.0039, 0.0129, -0.0134, -253.51, 394.04, -3.91, 78.1, -8.38, -48.64, -44.18, 0.01, -27.45, 44.715, -29.74, 0.35, -13.78, -2.5, -0.21, -7.84, -0.0009, -0.0004, -1.6, -0.1, 3.24, -0.0093, -0.0061, -0.0014, 5.025, 1.735, 0.805, -1.81, -1.68, 4.15, 15.25, 4.0, 20.75, 93.0, 0.0017, 0.0009, 2.125, -3.0, -44.54, 51.03, -0.091, -0.104, -0.239, -0.0048, 0.003, -0.006999999999999999, -0.004, 1.5, 1.39, 1.65, -2.21, 0.7, -6.17, 0.88, -3.78, 22.825, -5.2, -0.0003, -0.008, -12.37, -27.6, 0.83, 9.53, 0.0052, 0.0099, -0.121, -0.095, 0.163, -0.058, 0.0, 0.027000000000000003, -18.57, 1.32
2012-9-6, 7.21, 0.021, -0.034, -0.019, -0.017, -0.0055, -14.15, -82.5, -23.46, 0.033, -0.006999999999999999, 0.023, 0.4, 0.28, 0.11, 0.044, 0.018000000000000002, 33.82, 0.01, 0.01, -12.18, -18.1, -14.9, -13.77, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -48.3, -5.25, -1.6, -0.5, 4.69, 0.027000000000000003, -10.22, 8.07, 0.2, -3.25, -5.79, 0.49, 22.3, 0.35, 0.039, 0.039, 0.022, -0.08, 0.0002, 639.0, -240.0, -55.0, -0.0534, -0.0266, -0.0607, 24.49, -253.38, -98.4, 36.92, -95.69, -31.38, -49.4, 0.0, 11.54, -56.06, 3.52, 0.05, 2.38, -9.51, -0.65, 0.17, 0.0008, -0.0015, -1.09, -1.2, 0.98, -0.0012, -0.0047, -0.0036, -0.91, 10.03, 12.3, -1.44, 0.41, -2.1, 1.3, -4.7, 2.7, -22.6, -0.0014, -0.0031, -17.25, 0.5, -94.55, -32.61, -0.163, -0.183, -0.149, -0.0006, 0.015, 0.02, 0.023, 1.23, -1.36, 3.03, 4.22, 3.3, 0.15, -4.97, 48.44, -43.87, 19.31, 0.0441, 0.0243, -28.19, -23.51, -2.47, -9.45, -0.0301, -0.0619, -0.138, -0.022, -0.076, 0.515, -15.5, -0.047, -1.72, -10.96
