@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Open numeric
@attribute GAS_Low numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_Open numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute FTSE_Now_y numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric

@data
2011-9-27, 83.0, 0.07, 0.01, 0.065, 0.01, -0.0053, 22.56, 43.43, 45.89, -0.228, -0.117, -0.047, 2.31, 0.59, 0.21, -0.01, -0.013, -355.17, 0.016, 0.016, -44.36, -25.88, 19.67, -12.64, 0.066, 0.066, 0.066, -32.35, 4.85, 8.09, 22.47, 9.71, -0.156, -15.5, 26.47, -14.33, 8.39, 33.46, 28.19, 7.84, 0.08, 0.039, 0.039, 0.07400000000000001, -11.19, -0.0009, 426.0, 320.0, 335.0, 0.2859, 0.0526, 0.2478, 797.51, 219.91, 871.07, 460.08, -93.065, -47.7, -92.88, -0.01, 272.38, 39.01, 249.0, -6.9, 10.63, 10.86, 23.7, -12.22, -0.0029, -0.006, -0.03, -1.77, 8.74, -0.006999999999999999, -0.0012, -0.0045, 13.19, 15.7, 2.0, 19.63, 29.46, -45.0, -90.9, -75.5, -73.9, 203.1, 0.0127, 0.0096, 9.5, -7.0, 454.07, -40.42, -0.07200000000000001, -0.071, -0.073, -0.0086, -0.003, 0.0, 0.004, -6.72, 4.47, 16.5, -6.6, 3.5, 11.84, 4.285, 244.32, 113.93, 149.61, 0.2578, 0.0415, -20.3, -12.43, -54.1, -24.13, -0.0518, -0.0384, 0.033, 0.033, -0.124, -3.69, -9.25, 0.0, 40.54, 45.77
2011-9-28, -12.62, 0.048, 0.108, 0.08800000000000001, 0.09, 0.0114, 204.68, 145.24, 115.34, 0.0895, -0.35700000000000004, 0.018000000000000002, -1.92, -2.11, -1.2, 0.085, 0.093, 1352.6, 0.048, 0.048, 34.9, 43.42, 33.56, 79.48, 0.111, 0.111, 0.111, 135.85, 26.55, 26.41, 31.67, 32.25, 0.209, 10.52, -10.13, 24.11, 5.17, 30.14, 72.03, 86.53, -0.65, 0.097, 0.097, 0.076, 22.13, -0.002, 240.0, 795.0, 1505.0, 0.0121, -0.1114, 0.0768, 397.74, 791.26, 963.93, 822.49, 235.82, -51.29, 119.35, 0.04, 146.83, 273.45, 311.81, 5.4, 54.29, 42.75, -4.58, 21.52, -0.0008, 0.0021, 3.2, 2.84, 13.6, 0.0039, 0.0009, 0.0063, 14.61, 20.2, 30.4, 7.56, 6.04, 58.1, 7.4, 3.6, 91.3, 490.8, 0.009000000000000001, 0.0093, 4.25, 7.25, 692.18, 98.74, -0.086, -0.087, -0.069, 0.0131, 0.022, 0.01, 0.011, -1.79, 8.35, -12.2, 4.5, -9.1, 15.2, 25.51, 113.9, 453.2, 350.76, -0.2424, -0.0986, 20.41, 37.5, 42.56, -19.48, 0.0151, 0.0466, -0.058, -0.058, 1.57, 3.795, 25.5, 0.135, 91.6, 79.94
2011-9-29, 46.2, 0.0, 0.031, 0.056, 0.038, 0.0055, -76.42, 20.24, 101.99, 0.0825, 0.132, 0.022, 0.68, -0.53, 0.55, 0.019, -0.032, -493.73, -0.031, -0.031, 7.31, 44.84, -2.55, -0.1, 0.017, 0.017, 0.017, -25.35, 100.35, 12.07, -11.15, -12.92, -0.092, -11.76, 0.9, -8.7, 4.5, -55.25, -21.15, -41.58, 0.38, 0.004, 0.004, 0.006999999999999999, -5.45, -0.0051, -883.0, -190.0, -875.0, 0.0202, 0.0337, 0.0396, -345.52, 392.91, -413.24, -52.97, 5.7, 111.59, 116.8, 0.04, -179.79, 143.87, -52.22, 2.65, -22.92, 0.44, -11.85, -1.32, 0.0001, -0.0002, -3.33, -1.27, 4.42, 0.001, -0.0024, 0.001, -28.26, -0.5, -22.73, 0.75, -3.81, -34.3, -3.8, -15.4, -3.7, 31.4, 0.0078, 0.0038, -21.5, -3.0, -69.94, 136.29, -0.081, -0.041, -0.031, -0.0055, 0.004, 0.006, 0.011, -4.63, -3.77, 5.3, -8.8, 2.8, -14.2175, -14.7775, -235.22, -71.89, -191.13, 0.1169, 0.1096, 24.69, -12.17, -15.02, 11.19, 0.0604, 0.0055, 0.052000000000000005, 0.052000000000000005, -1.412, 0.195, -17.63, 0.1, -13.91, 20.19
2011-9-30, 0.36, 0.025, 0.002, -0.046, -0.08, -0.0013, -20.79, -64.11, -30.59, 0.046, 0.168, 0.073, 0.09, 0.42, 1.13, -0.012, -0.056, -409.02, -0.002, -0.002, 14.76, -2.25, 29.84, 4.85, -0.028, -0.028, -0.028, 69.55, -81.3, -23.65, -8.84, -10.47, -0.203, -24.83, 6.25, -0.23, 6.78, -10.82, -30.82, -57.49, 1.07, -0.006999999999999999, -0.006999999999999999, 0.015, -1.0, 0.0137, 294.0, -640.0, -200.0, 0.0474, 0.1514, 0.0861, 248.0, -313.12, 105.25, 132.76, 85.58, -80.28, -94.43, 0.04, 143.08, -176.31, -45.94, -7.65, 26.01, 4.01, 1.0, -12.91, 0.0011, 0.0003, 0.14, -0.88, 7.0, -0.0046, 0.0017, -0.0047, 10.83, -10.9, -7.17, -4.56, -4.54, -0.8, -46.0, -16.2, -65.0, 55.4, -0.0069, -0.0021, 1.75, -19.0, 304.8, 13.65, 0.049, 0.036000000000000004, 0.047, -0.0062, -0.001, 0.001, -0.001, -5.9, -6.42, -0.55, 13.25, 8.25, -14.2175, -14.7775, 100.45, -147.03, -112.2, -0.0521, 0.0177, -34.69333333, -36.58666667, -5.39, -20.06, -0.0616, -0.0171, -0.069, -0.069, 0.387, -1.31, -5.37, -0.02, 23.53, 0.95
2011-10-4, -63.46, -0.063, 0.003, -0.045, 0.029, -0.0137, -68.36, -52.85, -92.14, 0.172, -0.041, 0.151, 1.46, -0.1, 0.61, -0.038, -0.034, -951.39, -0.002, -0.002, -9.01, -25.99, -41.17, -21.96, -0.098, -0.098, -0.098, -72.2, 65.95, 8.19, -15.94, -8.59, 0.028, -10.35, -15.72, 5.49, -7.39, -65.36, -69.99, -18.51, 0.46, -0.084, -0.084, -0.085, 3.75, 0.0025, -1285.0, -1170.0, -985.0, 0.1117, -0.0647, 0.0576, -182.88, 215.15, -423.4, -575.04, -0.94, 186.27, 152.2, 0.02, -240.6, 139.53, -118.75, -2.55, -20.19, -2.77, -6.71, 0.51, -0.0113, -0.0094, -1.19, -0.57, 4.04, 0.0001, -0.0061, -0.0004, -18.64, -16.2, -3.0, -5.65, -8.16, 4.9, 16.8, 5.6, 24.4, 7.0, 0.0045, -0.0011, -40.0, 3.25, -209.69, 56.54, 0.001, 0.03, -0.024, -0.0044, 0.027000000000000003, 0.023, 0.001, -8.59, -4.0, 6.55, -7.75, 3.15, -14.2175, -14.7775, -62.48, -155.57, -69.54, 0.0325, 0.0469, -34.69333333, -36.58666667, -10.0, 10.94, 0.0234, -0.0354, -0.028, -0.028, -0.431, 0.42, -22.0, 0.005, -31.85, -16.77
2011-10-5, -39.67, -0.052000000000000005, -0.124, -0.11, -0.057, -0.0237, -184.04, -121.83, -200.03, 0.027000000000000003, 0.237, 0.009000000000000001, 3.0, 4.19, 2.86, -0.14800000000000002, -0.06, -2464.46, -0.08900000000000001, -0.08900000000000001, -92.91, -123.14, -98.77, -98.75, -0.179, -0.179, -0.179, -171.1, -166.65, -62.51, -34.81, -56.57, -0.095, -1.906, 19.87, -38.86, -25.75, -10.58, -62.31, -116.18, 0.9, -0.056, -0.056, -0.1, -25.96, 0.0169, -1503.0, -2300.0, -2515.0, 0.1725, 0.4465, 0.1778, -537.05, -553.66, -626.92, -637.58, -244.17, -287.52, -294.38, -0.1, -104.67, -500.88, -326.95, -6.6, -43.15, -38.67, 8.45, -22.54, 0.0035, -0.0045, -2.97, -2.67, -10.32, -0.0123, -0.014, -0.0234, 4.47, -48.0, -40.2, -13.68, 0.15, -5.7, 40.2, 38.7, -12.8, -362.2, -0.0184, -0.0191, -4.75, -41.75, -592.36, -266.73, 0.041, -0.011, 0.033, -0.0138, -0.039, -0.013, -0.006999999999999999, 7.88, -5.75, 17.8, 26.1, 14.3, -14.2175, -14.7775, -445.93, -516.04, -442.94, 0.2663, 0.1212, -34.69333333, -36.58666667, -60.76, -57.89, -0.1002, -0.0597, -0.056, -0.056, -0.246, -0.255, -8.38, -0.23, -92.44, -86.54
2011-10-6, 43.8, 0.039, 0.042, 0.037000000000000005, -0.006999999999999999, 0.0113, 157.73, 45.9, 75.84, -0.141, -0.14300000000000002, -0.002, -1.87, -2.03, -0.43, 0.047, -0.038, 776.53, 0.0225, 0.0225, -44.22, 3.53, -2.1, 5.09, 0.105, 0.105, 0.105, -20.85, -32.2, 26.61, 20.95, 40.91, 0.028, -1.906, -16.6, 44.26, 20.71, 55.69, 59.83, 82.07, 0.76, 0.108, 0.108, 0.07400000000000001, 25.08, -0.0024, 232.0, 410.0, 805.0, -0.2117, -0.313, -0.0812, 34.06, -108.67, 156.35, 562.39, -73.14, 65.04, -16.23, -0.02, 131.24, 149.03, 125.45, 3.75, 32.74, 9.48, -3.46, 21.24, 0.0004, 0.006, 2.94, 1.55, 6.19, -0.0051, 0.0025, 0.0077, 9.48, 44.5, 38.8, 16.92, 12.96, 25.6, -31.7, -33.4, 3.0, 230.6, 0.0049, 0.0053, 17.75, -0.25, 561.51, 13.1, -0.023, -0.009000000000000001, 0.001, 0.0084, -0.022, -0.024, -0.022, -4.45, 7.57, -11.9, -10.8, -2.75, 17.58, 4.07, 279.31, 166.09, 267.08, -0.1316, 0.0062, -59.26, -13.91, 7.2, -9.8, 0.0403, 0.0018, 0.04, 0.04, 0.522, -1.02, 10.38, 0.065, 71.06, 38.34
2011-10-7, 49.45, 0.078, 0.028, 0.094, 0.055, -0.0018, 189.09, 169.86, 157.73, -0.0275, -0.087, -0.026, -0.59, -0.38, -0.67, -0.08900000000000001, -0.041, 806.46, 0.0225, 0.0225, 18.01, 10.36, 52.62, 21.47, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 68.375, 46.175, 20.08, 19.48, 19.27, 0.115, -1.906, 5.82, -15.17, -5.45, 46.31, 40.94, 65.76, -0.56, 0.086, 0.086, 0.101, -21.51, -0.011, 1285.0, 1525.0, 775.0, 0.0334, -0.0279, -0.0905, 279.43, -23.54, 144.4, -66.1, 139.04, -27.6, 120.82, -0.01, 183.38, 139.4, 181.71, 1.0, 20.74, 20.74, 5.64, 0.85, 0.0072, 0.0025, 3.0, 0.87, -18.47, 0.0076, 0.009000000000000001, 0.009000000000000001, 15.69, 7.0, 12.5, 6.85, 7.36, 11.6, 13.3, 10.0, 38.0, 205.5, -0.0009, -0.0122, 0.0, 13.25, 526.05, 23.97, -0.051, -0.064, -0.123, 0.0071, 0.006, -0.01, -0.005, 3.39, 4.45, -3.05, -7.7, -4.25, 11.42, 16.42, 322.85, 314.8, 273.46, -0.0226, -0.0194, 44.88, 42.16333333, 51.07, 25.11, -0.0031, 0.0849, -0.07400000000000001, -0.07400000000000001, 1.653, 1.93, 6.12, 0.07200000000000001, 45.48, 48.74
2011-10-10, 6.67, 0.018000000000000002, 0.079, 0.066, 0.09, 0.0121, 12.14, 79.63, 159.26, -0.134, -0.015, -0.11, -1.91, -1.24, -1.62, 0.03, -0.042, -114.05, 0.055, 0.055, 48.71, 56.24, 33.13, 52.56, 0.077, 0.077, 0.077, 68.375, 46.175, 20.92, 5.85, 15.31, 0.08199999999999999, -1.906, -23.6, 4.81, -6.0, -27.47, 4.7, 21.88, -1.32, 0.019, 0.019, 0.083, -0.11, -0.0028, -1134.0, 375.0, -250.0, -0.21, -0.149, -0.0734, -274.63, 295.86, 184.52, 56.67, 83.6, 129.39, 125.53, 0.06, -20.21, 183.54, 99.45, 6.65, -2.22, 13.08, -7.75, 6.05, -0.0103, -0.0028, 0.15, 2.84, 6.18, 0.0073, 0.0052, 0.0092, -17.59, 19.3, 0.8, 15.42, 11.25, -17.4, 14.4, 10.3, -11.4, 172.9, -0.0033, 0.0151, -5.5, 0.0, 197.47, 124.63, -0.066, -0.028, 0.022, 0.0051, 0.011, 0.013, 0.014, 3.81, -6.44, -12.95, -1.4, -10.3, 13.935, 9.055, -191.71, 285.86, 36.87, -0.1769, -0.1562, 44.88, 42.16333333, -4.55, 45.31, 0.0864, 0.0161, 0.07200000000000001, 0.07200000000000001, -1.012, 0.425, -7.12, 0.136, -8.96, -0.82
2011-10-11, 28.58, 0.03, 0.045, 0.0095, 0.015, 0.0015, 95.6, 42.54, 41.97, -0.027000000000000003, -0.033, -0.103, 0.29, -1.06, -0.28, -0.109, -0.015, 341.79, 0.08199999999999999, 0.08199999999999999, 45.15, 26.26, 29.44, 15.04, 0.112, 0.112, 0.112, 91.55, 3.2, -6.88, 23.51, 7.89, 0.053, -1.906, 26.92, -21.26, 1.99, 86.7, 53.91, 51.18, -0.39, 0.114, 0.114, -0.005, -20.63, 0.0005, 2222.0, 260.0, 830.0, -0.0306, -0.127, -0.0767, 542.15, -260.47, 117.31, 215.62, 84.03, 70.16, 68.13, -0.02, 330.06, -18.85, 201.28, -9.65, 30.01, 14.71, 22.48, -10.04, 0.0114, 0.0014, 3.07, 1.28, 3.86, 0.0015, 0.0035, 0.0013, 28.69, -4.0, 15.0, 0.53, 1.97, 35.1, -11.4, 11.8, 19.4, 116.5, 0.0122, 0.0105, 5.0, -6.25, 569.16, -4.87, -0.003, -0.023, -0.005, 0.003, 0.005, 0.006, 0.005, -9.75, 2.71, -3.05, -4.9, -3.05, 13.935, 9.055, 143.595, 14.97, 35.325, -0.0249, -0.012, 44.88, 42.16333333, 14.0, -30.9, 0.0004, 0.0442, 0.048, 0.048, 0.986, 1.435, 4.25, 0.032, 33.32, 22.98
2011-10-12, 14.48, 0.03, 0.045, 0.0095, 0.015, 0.0188, -3.3, -14.43, 27.02, 0.0105, -0.172, -0.016, -0.22, -0.66, -0.68, 0.076, 0.058, 1576.19, -0.071, -0.071, 4.14, 38.7, -16.8, 10.16, 0.0, 0.0, 0.0, -5.25, 133.05, 36.45, 4.33, 29.15, -0.102, -15.28, 5.14, 24.41, 14.7, 16.98, 21.23, 32.16, -0.91, 0.018000000000000002, 0.018000000000000002, 0.08900000000000001, 27.51, -0.0113, 447.0, 725.0, 1290.0, -0.1045, -0.0784, -0.0937, 134.56, 511.69, 157.37, 337.92, 84.03, 70.16, 68.13, 0.04, -16.88, 328.24, 14.53, 0.3, -1.51, 3.92, -0.44, 24.81, 0.0042, 0.0082, 1.78, 1.8, -2.77, 0.0088, 0.0049, 0.0074, 4.07, 7.6, 8.4, -1.3, -0.48, -9.9, 39.4, 8.2, 12.0, -58.4, 0.0102, 0.0046, 40.0, 7.5, -62.02, 38.36, -0.021, -0.002, -0.006, 0.0056, 0.005, 0.006, 0.005, 1.51, 1.52, 3.55, -16.0, -7.55, 6.94, 8.17, 143.595, 14.97, 35.325, 0.0454, -0.0826, 37.2, 15.86, 21.63, 35.58, 0.0451, -0.0081, 0.048, 0.048, 0.019, -0.155, 1.87, 0.02, -14.93, -1.7
2011-10-13, 13.6, 0.056, -0.009000000000000001, 0.103, 0.042, 0.0016, 46.1, 59.02, 17.74, -0.095, 0.08199999999999999, 0.012, -0.57, 0.57, -0.13, 0.047, -0.033, 244.315, 0.07200000000000001, 0.07200000000000001, 39.35, 15.46, 32.45, 7.86, 0.059, 0.059, 0.059, 125.05, -8.7, 1.59, 21.01, 8.89, 0.036000000000000004, -4.78, 7.67, 5.77, 7.05, 21.7, 42.21, 50.37, 0.56, 0.096, 0.096, 0.053, -2.34, 0.0017, 286.5, 167.5, 222.5, 0.054000000000000006, 0.0613, -0.0449, 788.56, 138.31, 693.12, 319.52, -34.78, -13.87, -36.24, -0.01, 102.55, -15.44, 177.44, -2.3, 10.96, 8.49, 16.43, -0.2, 0.0002, 0.0045, 0.63, 2.44, 0.6, 0.0034, 0.0168, 0.002, 11.41, 16.3, 16.1, -3.32, -1.0, 21.6, -17.9, 6.0, 8.3, -1.7, -0.0068, -0.0031, -4.25, 39.5, 469.84, 64.99, 0.037000000000000005, 0.079, 0.047, -0.002, 0.003, -0.006, -0.001, 8.86, 4.98, -6.5, 10.0, 4.6, 10.7575, 14.6975, 154.41, 110.28, 204.45, -0.2029, -0.0967, -18.35, -34.09, 7.97, 6.53, -0.0027, 0.0387, 0.11, 0.11, 0.7909999999999999, 0.7090000000000001, 7.63, -0.022, 27.52, 13.23
2011-10-14, 12.3, -0.063, 0.046, -0.073, -0.079, 0.0104, -38.42, -1.93, 20.21, 0.014, -0.16699999999999998, -0.058, -1.65, -1.46, -1.74, -0.127, -0.034, 244.315, 0.004, 0.004, 12.51, 37.23, -7.74, 26.1, -0.084, -0.084, -0.084, -21.55, 119.6, 10.77, -12.79, -5.61, 0.0, 87.65, -10.06, 6.85, -2.03, 15.51, -4.27, -13.6, -1.44, -0.016, -0.016, -0.03, 11.45, -0.0102, 286.5, 167.5, 222.5, -0.2097, -0.1547, -0.1308, 114.39, 763.56, 62.79, 467.94, 84.35, 113.14, 119.35, -0.05, -40.72, 100.73, -107.21, 7.5, -21.52, 4.75, -2.3, 12.39, -0.0015, -0.0025, -0.25, -0.82, -0.49, 0.0134, 0.0088, 0.0188, -1.56, -0.7, -7.2, -7.32, -6.53, -14.0, 9.0, -12.2, -9.7, 127.2, 0.0153, 0.0124, -2.5, -5.5, -611.59, 119.95, 0.104, 0.104, 0.104, 0.0148, 0.021, 0.023, 0.019, -3.75, -5.54, -6.25, -12.5, -11.1, 10.7575, 14.6975, -118.07, 33.81, -64.74, -0.0018, -0.0744, 5.5, 12.51, -15.95, 15.05, 0.0264, 0.0267, 0.081, 0.081, -1.121, -1.019, -14.63, 0.145, -12.1, 11.85
2011-10-17, 29.78, 0.11, -0.065, 0.05, 0.07400000000000001, 0.0037, 62.98, 45.3, 27.2, 0.0055, 0.11, 0.095, -0.3, -0.84, 0.32, 0.057, 0.066, 1138.79, -0.024, -0.024, 31.34, 6.22, 43.15, 5.12, 0.043, 0.043, 0.043, 54.45, -73.45, -1.31, 17.15, 15.07, 0.09, 3.01, 8.14, -10.57, 3.31, 47.61, 42.63, 47.29, 0.36, 0.172, 0.172, 0.069, -11.57, 0.0028, 1320.0, 1405.0, 1755.0, -0.0034, -0.0848, -0.024, 263.67, 135.81, 399.06, 432.7, -75.29, -49.9, -75.02, -0.04, 166.36, -39.12, 128.74, 5.95, 20.17, -5.78, 15.52, 0.11, 0.0031, 0.0013, 3.57, 1.89, 5.12, 0.0095, 0.0007, 0.0008, 13.64, 11.7, 13.3, 10.15, 10.42, 14.5, -10.3, 4.5, 9.6, -16.8, 0.0013, 0.0055, 1.75, -2.75, 395.26, 2.77, 0.097, 0.086, 0.095, 0.002, -0.003, -0.006, 0.003, -0.73, 3.31, -2.65, 1.1, 1.7, 10.7575, 14.6975, 169.84, 41.05, 51.82, -0.1066, -0.0275, 5.5, 12.51, 18.99, -23.31, 0.0484, 0.0854, -0.02, -0.02, 0.507, -0.175, 7.0, -0.033, 22.81, 8.69
2011-10-18, -26.28, -0.113, -0.002, -0.026, 0.004, 0.0004, -29.66, 42.33, 9.63, -0.0435, -0.062, -0.174, -0.95, -1.3, -2.58, 0.191, 0.129, -911.54, 0.08199999999999999, 0.08199999999999999, 24.82, 29.42, -28.87, 10.35, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, -14.05, 98.85, 18.82, -0.14, -7.1, 0.064, 15.44, -26.05, 10.53, -16.41, -52.93, -9.6, -29.09, -2.22, -0.08800000000000001, -0.08800000000000001, -0.096, 7.0, -0.0109, 26.0, -330.0, -930.0, -0.124, -0.0779, -0.2004, -722.72, 263.37, -198.56, -528.66, 131.64, 98.53, 122.87, 0.06, -247.49, 164.38, -3.48, 2.6, -16.99, 9.93, -29.57, 14.41, -0.0042, -0.0006, -4.52, -1.24, -23.89, 0.0046, -0.0004, -0.0007, -23.86, -0.5, -12.0, 5.54, -13.91, -6.3, 17.8, 10.2, 1.5, -15.6, 0.006, 0.0007, 0.5, 3.75, -375.05, 25.98, 0.021, 0.026, 0.0, -0.0001, 0.006999999999999999, 0.012, 0.011, 0.66, -10.29, -7.6, -8.6, -17.2, 10.7575, 14.6975, -158.69, 36.12, 2.32, -0.018000000000000002, -0.2355, 5.5, 12.51, 15.82, 27.92, 0.0925, 0.0283, 0.01, 0.01, -0.349, 0.43, 7.63, 0.14, -33.26, 19.13
2011-10-19, 17.02, 0.026, -0.017, 0.006, -0.065, -0.0073, -26.35, -107.02, -56.56, 0.014, 0.064, 0.038, -0.1, -0.16, 0.59, -0.042, -0.109, -347.32, -0.07200000000000001, -0.07200000000000001, -45.65, -31.06, 22.19, -15.66, -0.092, -0.092, -0.092, -80.75, -106.75, -23.72, 8.63, -7.07, -0.141, -46.06, 1.26, -28.67, -7.69, 42.51, 9.32, -20.6, 0.62, 0.066, 0.066, 0.02, -19.7, 0.0134, 0.0, -40.0, -380.0, -0.1364, -0.09, -0.0889, 886.01, -721.84, 203.54, -44.14, -137.69, -122.7, -129.19, 0.02, 180.05, -247.18, 9.39, -7.25, 6.13, -20.15, 13.17, -27.67, 0.0019, -0.0023, 0.99, -1.27, -1.29, -0.0115, -0.0025, -0.0033, 20.74, -13.0, -7.6, -17.99, -4.66, -23.8, -17.6, -27.5, -39.8, -110.2, -0.0079, -0.0098, 3.5, -2.0, 55.54, -84.55, 0.096, 0.069, 0.104, -0.0047, 0.0, 0.001, -0.006999999999999999, -8.82, -4.55, 1.25, 1.75, 4.65, -5.14, -17.87, 130.07, -200.19, -17.87, 0.0133, 0.1822, -3.32, -5.6, -18.88, -12.4, -0.057, -0.0536, 0.066, 0.066, 0.01, -1.34, -7.0, -0.083, -32.73, -87.11
2011-10-20, -50.83, 0.005, 0.044, -0.001, 0.08800000000000001, 0.0072, 40.14, 47.09, 61.71, -0.1535, -0.068, -0.146, -2.38, -1.2, -2.31, -0.138, 0.004, 1294.79, 0.045, 0.045, 22.05, 27.48, -4.74, 22.5, 0.03, 0.03, 0.03, 101.65, 31.0, 22.71, -3.46, 14.83, -0.023, -4.25, -19.65, 2.98, -8.29, -53.39, -15.69, 11.46, -1.93, 0.104, 0.104, -0.018000000000000002, 1.81, -0.0079, -87.0, 365.0, 1320.0, -0.2563, -0.2767, -0.2555, -488.44, 885.79, 36.84, 395.32, 30.63, 49.51, 17.97, 0.01, -72.43, 181.37, -19.04, -1.55, -3.31, 3.26, -19.45, 13.48, -0.0026, 0.0023, -2.76, -0.33, -18.72, 0.0069, -0.0015, 0.0052, -14.97, 13.8, 11.8, 6.48, -4.14, -5.7, -6.7, -6.7, 13.5, 85.4, -0.0032, 0.0068, -5.5, 5.25, 323.05, 41.81, 0.033, 0.043, 0.043, 0.0038, -0.002, -0.004, 0.002, -3.79, -6.9, -15.75, -5.75, -14.65, 4.5825, 4.82, -203.61, 147.67, -15.16, -0.2021, -0.1696, 18.84, -0.03, -14.56, 7.59, 0.0232, 0.0194, 0.034, 0.034, -0.5489999999999999, 0.38, 3.62, -0.009000000000000001, -2.83, 17.05
