@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2010-9-20, 5.28, -0.051, -0.051, -0.0028, 0.0069, 0.0043, -31.69, 52.8, -0.0335, 0.005, -0.27, 0.9, 0.16, -438.09, -514.01, 0.125, 0.125, 40.1, -20.62, -2.23, -13.44, -4.93, -10.65, 56.25, -32.4, 0.93, 2.5, 6.03, 0.031, 0.053, 0.038, -3.78, -39.37, -38.19, -5.94, 12.36, 15.42, -0.235, 0.47, 0.0265, 0.0265, 0.0265, -0.025, -0.025, -0.025, -11.1, -13.01, 60.0, 0.1193, 0.0954, -1.36, 75.61333333, 76.18, -30.0, 75.0, 0.05, -0.03, -0.01, 32.19, -35.5, 23.69, -1.1, -2.15, 5.51, -1.96, 1.74, -0.0022, 0.0019, -0.67, -0.17, -2.18, 4.54, -0.0015, 0.0066, 0.0015, 1.5, 1.3, -4.78, 1.16, 3.7, -128.2, 0.0008, -0.0006, 0.0059, 2.0, 7.0, 32.44, 23.64, 0.001, 0.001, 0.001, 0.0015, 105.25, 105.25, 0.019, -0.014, -8.74, 2.63, 0.27, -1.83, 2.86, 0.57, 14.775, 8.055, 116.34, 70.59, 34.37, -0.034, 21.54, 10.54333333, 3.503333333, -4.73, -0.0139, 0.023, 0.023, 0.2, 0.0, 0.045, 0.135, 13.37, -4.5, 0.06, 0.06, 0.06, 3.16, -17.48
2010-9-24, 13.97, 0.021, 0.021, 0.0018, -0.0028, 0.0007, 94.09, -10.8, 0.03, -0.008, 0.49, -0.24, -0.22, -577.28, 16.49, 0.027000000000000003, 0.027000000000000003, -19.57, 0.3, -2.37, 9.19, -13.37, -4.19, 95.5, 56.35, 17.12, 0.18, 13.39, -0.018000000000000002, 0.03, -0.001, -9.98, -6.07, -7.73, 4.04, 40.22, 38.53, 0.24, -0.21, -0.043, -0.043, -0.043, -0.035, -0.035, -0.035, 4.34, 7.21, -630.0, 0.1167, 0.085, 0.57, 75.61333333, 76.18, -90.0, -70.25, 0.04, 0.05, 0.05, -44.43, 29.29, 12.64, -6.65, -7.6, 2.81, 14.93, 0.26, 0.0053, 0.0004, -0.26, 0.45, -6.72, 1.78, 0.0132, 0.003, 0.0014, 0.2, 15.9, -3.43, -4.67, 3.4, 154.5, -0.0078, 0.004, -0.0059, 16.25, 11.0, 1.5, 3.46, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 0.0034, 113.54, 113.54, -0.036000000000000004, -0.018000000000000002, 6.74, -9.39, -4.69, 1.53, -1.86, 0.43, 14.775, 8.055, -71.83, 30.58, 25.85, 0.0439, 21.54, 10.54333333, 3.503333333, 8.38, 0.0205, 0.054000000000000006, 0.054000000000000006, -0.06, -0.13, -0.013, 0.105, -11.12, 19.37, 0.04, 0.04, 0.04, -25.22, 14.57
2010-9-27, 14.23, -0.078, -0.078, 0.0425, 0.0262, 0.0261, -4.06, 5.3, -0.0465, -0.03, -0.84, -0.47, -0.55, 1712.87, 1011.86, -0.094, -0.094, 8.65, 12.95, 9.97, 9.22, 12.4, 6.01, 37.85, 74.4, 5.96, 5.12, 4.04, 0.118, 0.065, 0.08800000000000001, 19.63, -0.47, 10.85, 39.56, 25.39, 22.32, -0.81, -1.13, -0.043, -0.043, -0.043, -0.094, -0.094, -0.094, 19.04, 21.67, 2270.0, 0.1728, 0.101, 1.34, 7.22, 151.09, -90.0, -70.25, -0.05, 0.03, -0.02, -120.92, -140.45, 56.31, -2.55, -0.8, 3.24, 5.99, 3.77, 0.0125, 0.015, -0.2, -0.52, 19.95, -12.22, 0.0037, 0.0057, 0.006999999999999999, 5.6, 1.2, 4.18, -1.17, 17.0, -15.5, 0.027000000000000003, 0.0023, 0.0103, -14.5, -11.0, 8.5, -13.04, -0.08800000000000001, -0.08800000000000001, -0.08800000000000001, 0.0052, 315.15, 310.86, -0.036000000000000004, -0.018000000000000002, -2.63, -10.56, -3.44, -7.34, -6.03, -7.93, 10.715, 17.105, -22.42, -62.16, -63.04, 0.1522, 16.32, 27.195, 42.77, 23.29, 0.0112, -0.045, -0.045, -1.18, -0.41, 0.606, 0.615, -7.25, -46.37, -0.095, -0.095, -0.095, -15.97, -15.97
2010-9-28, -4.86, -0.064, -0.064, -0.0034, 0.0167, 0.0139, -25.06, 2.7, -0.0905, -0.059, -0.98, 0.1, -0.71, -602.95, -9.95, 0.06, 0.06, 13.81, 11.39, 17.77, -17.39, 5.95, -0.9, 17.35, 58.85, -6.51, 16.95, 1.02, -0.02, 0.009000000000000001, -0.016, 19.63, -0.47, 10.85, -15.93, -11.45, 4.79, -1.145, 0.52, -0.077, -0.077, -0.077, -0.079, -0.079, -0.079, 6.22, -6.78, -1000.0, -0.1356, 0.243, 0.86, -158.31, -134.14, 138.0, 125.0, -0.03, -0.02, -0.01, 76.33, 67.15, 195.64, -1.25, 1.3, 3.59, -6.14, 9.94, -0.0028, 0.0008, 1.01, -0.2, -12.96, 21.96, 0.001, 0.0016, 0.0077, 11.5, 0.4, -4.55, -0.78, 0.7, -114.6, 0.0008, 0.014, 0.0147, 23.25, 14.5, 71.47, 65.96, -0.005, -0.005, -0.005, -0.0014, 116.53, 58.64, -0.01, -0.015, -14.13, 14.54, -1.68, -8.66, -6.47, -6.47, 10.715, 17.105, 43.06, 27.17, 85.98, -0.1158, 16.32, 27.195, 42.77, 10.8, -0.006999999999999999, -0.034, -0.034, -0.24, -1.02, 0.07200000000000001, 0.045, -18.5, 30.75, 0.075, 0.075, 0.075, 49.39, 31.48
2010-9-29, 10.48, -0.061, -0.061, 0.0125, -0.0037, -0.0044, 5.02, -31.7, -0.0115, -0.009000000000000001, -0.1, -0.85, -0.25, 619.78, 443.51, -0.066, -0.066, -12.17, -0.66, -14.6, -8.56, -17.4, -12.52, -6.15, 17.75, 5.54, -6.33, 0.08, 0.04, -0.039, 0.01, -16.62, 24.79, -3.72, 13.88, 9.82, -2.34, -0.075, -1.08, -0.017, -0.017, -0.017, -0.064, -0.064, -0.064, -11.17, 3.19, 150.0, 0.0002, -0.1052, 0.01, 136.09, -29.91, -42.0, -68.5, -4.21, -0.08, -0.04, -67.68, -79.88, -50.18, 0.85, 5.9, -4.65, 6.62, -2.65, 0.0097, -0.0024, -0.68, 0.33, -4.11, -14.7, 0.0059, 0.0033, -0.001, -0.2, 4.7, 0.45, 0.87, 9.9, -22.3, -0.0029, -0.0014, -0.0067, -10.0, -11.5, 52.29, 57.68, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.0058, -7.42, -28.35, -0.035, -0.013, -0.96, -14.52, -10.53, -0.5, -1.9, -0.55, -0.01, -10.11, -32.16, 33.3, -65.81, 0.0573, -47.51, -21.75, -39.69, 3.14, 0.0018, 0.044, 0.044, -0.06, -0.03, 0.233, -0.09, -15.63, -26.63, -0.065, -0.065, -0.065, -25.52, -22.58
2010-9-30, 6.36, -0.002, -0.002, 0.0047, 0.0134, 0.0183, -9.17, 42.0, -0.0455, -0.048, -0.84, -0.1, 0.43, 407.62, 503.18, -0.07400000000000001, -0.07400000000000001, 14.42, -4.18, 11.65, 9.07, -8.56, 4.66, -38.2, -6.9, -2.97, 4.44, -1.37, 0.022, 0.077, 0.047, -0.67, -16.41, 8.79, -3.35, -3.03, -1.52, -0.84, -0.06, 0.008, 0.008, 0.008, 0.038, 0.038, 0.038, 10.79, -1.75, 570.0, 0.0114, -0.0204, 0.07, -71.77, 59.42, 15.0, 30.0, 4.2, 0.01, -0.04, 51.35, 45.23, 48.13, 7.4, -1.45, -1.93, -4.63, 5.87, 0.0036, 0.0104, 0.55, 1.4, -11.3, -1.59, 0.0018, 0.0037, 0.0081, 4.1, 3.2, -0.86, -3.68, 1.9, -103.9, -0.0011, -0.0008, 0.0042, -12.0, -13.5, -10.96, 17.79, 0.02, 0.02, 0.02, -0.0022, -35.77, 46.31, -0.075, -0.029, -9.48, -0.59, -2.91, -6.5, 0.5, -6.35, -0.755, 1.5225, 76.55, 103.15, 113.48, -0.0451, -11.54, -27.07, -19.49, 2.48, 0.0242, -0.022, -0.022, -0.33, -0.25, 0.241, 0.4, -2.5, -16.62, -0.01, -0.01, -0.01, 27.08, 26.25
2010-10-1, 3.92, 0.019, 0.019, 0.0004, 0.0047, -0.0004, -20.65, 27.7, 0.022, -0.006999999999999999, 0.0, -0.84, -1.5, 4.93, -33.62, 0.008, 0.008, 13.02, 11.09, 7.55, 21.12, 9.07, 7.83, 38.65, -37.8, -3.53, -0.78, 8.53, -0.01, -0.017, -0.006999999999999999, 44.98, -9.21, 21.88, 1.48, -7.94, 17.91, 0.08, -0.85, 0.038, 0.038, 0.038, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, -7.61, -1.38, -200.0, 0.0997, -0.0375, 1.95, 143.58, 195.95, 30.0, -130.15, -0.08, -0.06, -0.04, -69.11, -27.86, -22.02, -3.2, -2.0, 7.99, -1.33, -4.91, 0.0045, -0.0009, 1.91, 1.47, -7.59, -11.3, -0.0053, -0.0017, -0.0057, 8.0, 6.0, 5.56, 2.56, -0.7, 27.7, -0.0076, -0.001, -0.0093, 5.0, -7.75, 1.41, 14.42, -0.06, -0.06, -0.06, -0.0012, 84.13, 85.16, 0.05, -0.029, 4.27, -8.56, -0.12, 0.75, -8.65, -1.35, -0.755, 1.5225, 148.71, 23.54, 20.57, 0.0457, 1.033333333, -1.223333333, 0.936666667, 6.17, 0.0651, -0.047, -0.047, -0.17, -0.29, -0.131, 0.005, -7.12, -2.75, -0.08800000000000001, -0.08800000000000001, -0.08800000000000001, -18.59, -21.14
2010-10-4, 2.56, 0.037000000000000005, 0.037000000000000005, 0.0159, 0.0006, 0.0059, 44.28, -36.0, -0.1, -0.076, -1.33, -0.48, -0.52, 208.52, 303.53, 0.0105, 0.0105, -46.27, 12.51, 10.97, 15.33, 21.12, 18.38, 113.45, 38.95, 5.04, -2.48, -6.86, 0.037000000000000005, 0.048, 0.039, 13.84666667, 13.59, 15.3, 5.37, 2.13, -10.61, -1.17, 0.12, -0.023, -0.023, -0.023, 0.001, 0.001, 0.001, -5.87, -11.69, 470.0, -0.0961, 0.0644, 2.15, 477.14, 281.48, -105.0, -14.85, -0.11, -0.01, -0.03, 10.79, -12.48, -46.24, -2.1, -1.25, -8.59, -3.23, -6.42, 0.0043, 0.0098, 1.42, 1.41, -2.73, -7.83, 0.0048, 0.0001, 0.0009, -0.4, -3.0, -6.31, 1.91, 8.3, -64.4, 0.0104, -0.008, 0.0036, -10.25, -12.5, 35.26, 13.49, -0.041, -0.041, -0.041, 0.0094, 67.32, 67.32, 0.025, 0.023, 1.36, 4.29, -4.02, -9.25, 1.15, -7.45, -0.755, 1.5225, -4.1, 40.49, 105.23, -0.0693, 1.033333333, -1.223333333, 0.936666667, 6.96, 0.0745, -0.028, -0.028, -0.26, -0.24, 0.239, 0.245, -21.75, -8.0, 0.091, 0.091, 0.091, 2.95, -5.97
2010-10-5, -0.35, -0.042, 0.0, -0.011, 0.016, 0.0046, -36.93, -10.2, -0.101, -0.129, -1.31, -2.06, -0.2, 791.84, 861.05, 0.0105, 0.0105, -82.84, 24.75, 25.93, 9.46, 15.33, 18.8, 16.05, 114.4, -9.21, 1.47, -2.14, -0.025, -0.003, -0.021, 13.84666667, 13.59, 15.3, -24.08, -26.23, -18.58, -1.07, -1.27, -0.01, -0.01, -0.01, -0.034, -0.034, -0.034, -0.73, -3.6, 310.0, -0.3078, -0.2164, 1.07, 232.69, 344.45, -50.0, 5.0, 0.0, -0.13, -0.1, -12.02, -21.55, 39.13, -2.8, -5.1, -8.21, -12.8, -7.61, -0.0074, -0.0028, 1.6, 0.6, -12.59, -4.91, -0.0039, -0.0028, 0.0008, -4.0, -1.5, -8.16, -10.22, -0.7, -67.1, 0.0006, 0.0094, 0.0046, -34.25, -11.5, 44.34, 46.11, -0.042, -0.042, -0.042, -0.0059, 150.55, 80.65, -0.035, -0.008, -12.96, 0.95, -1.29, -8.5, -16.2, -8.95, -0.755, 1.5225, -32.07, -71.7, -100.39, -0.128, 1.033333333, -1.223333333, 0.936666667, 6.17, 0.0138, -0.043, -0.043, -0.16, 0.3, -0.024, 0.04, -6.13, -21.13, -0.053, -0.053, -0.053, -12.45, -15.12
2010-10-6, 25.01, 0.016, -0.047, 0.0152, -0.0113, -0.003, 79.79, 40.0, -0.0005, 0.035, 1.24, -0.12, 1.8, 159.7, 300.76, -0.012, -0.012, 23.2, 10.35, 9.55, 8.94, 9.46, 0.89, -13.65, 14.75, 23.72, -4.28, 14.6, 0.061, -0.027000000000000003, 0.057, 13.84666667, 13.59, 15.3, 18.67, 55.31, 31.55, 0.15, -1.0, 0.023, 0.023, 0.023, -0.005, -0.005, -0.005, -3.23, 12.82, 480.0, 0.0876, -0.1206, 0.38, 217.23, 207.69, -65.0, -25.5, -0.04, 0.01, 0.0, -45.57, -14.02, -76.22, -7.6, -3.3, 9.94, 4.96, -4.14, 0.0062, -0.0004, -0.62, 0.52, 8.66, -10.28, -0.0005, -0.0016, -0.0124, -0.4, 9.2, 14.15, 2.75, 23.5, 268.2, 0.0063, 0.0021, 0.0021, 10.75, 10.5, -2.28, 5.78, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 0.0093, -58.08, -119.1, -0.032, -0.019, 9.83, -11.82, 4.12, 1.0, -0.7, 0.85, 13.93, 2.22, 26.34, 134.68, 65.08, 0.037000000000000005, 0.92, -1.59, -3.21, -18.9, 0.0057, 0.029, 0.029, 0.23, 0.13, 0.701, 0.33, 18.38, -5.5, 0.048, 0.048, 0.048, -21.82, 0.11
2010-10-7, -3.1, -0.024, 0.018000000000000002, 0.0103, 0.0157, 0.0162, 45.63, 47.0, -0.041, -0.057, -1.87, -0.06, -3.91, 894.31, -46.9, 0.029, 0.029, 56.11, 26.48, 29.96, 1.09, 9.06, 9.69, 40.65, -8.5, -0.78, 19.13, -0.43, 0.027000000000000003, 0.08199999999999999, 0.042, 13.84666667, 13.59, 15.3, 4.25, -19.17, -3.29, -0.65, 0.15, -0.076, -0.076, -0.076, -0.073, -0.073, -0.073, 5.57, -6.8, 840.0, 0.021, 0.1023, 1.14, 113.24, 51.35, 255.0, 235.5, 0.02, -0.04, -0.02, 101.96, 103.83, 184.16, 3.5, -0.1, 3.01, 2.05, 6.01, 0.0061, 0.0062, 1.59, 0.95, -7.65, 8.65, 0.0074, 0.0062, 0.0137, 10.7, 0.2, -9.05, 0.21, 7.5, 49.0, 0.0008, 0.0063, 0.0062, 19.75, 22.5, 38.3, 29.16, -0.06, -0.06, -0.06, 0.0052, -98.63, -97.48, -0.062, -0.041, 0.12, 9.07, -1.58, -5.13, 0.36, -4.73, -9.63, 3.86, 117.38, 1.82, 119.29, -0.0131, 21.27, 19.58, 17.59, 7.74, 0.0019, -0.055, -0.055, -0.41, -0.75, 0.306, 0.695, -6.25, 18.5, -0.053, -0.053, -0.053, 45.72, 42.01
2010-10-8, -3.78, 0.0, -0.025, -0.001, 0.0093, 0.0057, -19.26, 14.2, -0.02, -0.032, -0.27, -1.24, -0.14, -739.02, -1029.3, -0.006, -0.006, 32.23, 8.69, 8.75, -6.81, 1.04, 0.15, -66.15, 35.9, -1.91, 1.76, 1.54, -0.07200000000000001, 0.02, -0.018000000000000002, 13.84666667, 13.59, 15.3, -3.77, 3.01, -6.39, -0.245, -0.72, 0.062, 0.062, 0.062, -0.016, -0.016, -0.016, 0.82, 3.68, -870.0, -0.0279, -0.0971, -1.29, -112.83, 27.17, 55.0, 79.5, -0.01, 0.0, -0.01, 19.06, -8.36, 31.62, -0.65, 0.5, -4.93, 3.31, 1.78, 0.0002, 0.0044, 0.52, 0.14, -4.76, -9.12, 0.0049, 0.0135, 0.0067, 1.2, -1.1, -1.86, -1.77, -12.5, 40.1, -0.0016, -0.0002, -0.0005, -2.75, 0.5, -24.86, -41.64, 0.035, 0.047, 0.006999999999999999, -0.0026, -128.39, -162.97, 0.042, -0.044, -8.68, -0.61, -0.96, -1.87, -6.56, -2.02, -10.82, -10.82, -2.46, 11.31, -72.04, 0.0716, -16.61333333, -2.486666667, -14.11666667, 4.31, -0.0415, 0.024, 0.024, -0.19, -0.21, -0.455, -0.46, 1.37, -6.25, 0.058, 0.058, 0.058, 3.9, 0.9
2010-10-11, -7.16, -0.052000000000000005, 0.009000000000000001, 0.0016, -0.0008, -0.0019, -4.52, -44.7, 0.042, 0.006, 1.24, 0.1, 0.33, -624.17, 384.46, 0.008, 0.008, -26.7, 6.74, -20.93, -3.64, -6.94, -12.47, -16.85, -65.45, 7.09, -3.21, 3.86, 0.093, -0.09, 0.022, 13.84666667, 13.59, 15.3, 8.76, 18.24, 13.93, 0.595, -0.44, -0.044, -0.044, -0.044, 0.011, 0.011, 0.011, -9.05, 0.46, -1050.0, -0.0097, 0.0478, -0.7, 207.01, 29.86, -5.0, -60.12, 0.01, 0.03, 0.02, 2.34, -2.17, -19.91, -2.35, 4.75, -4.55, 7.94, 1.24, -0.0038, -0.0022, -2.27, -1.43, 17.92, -7.29, 0.0033, -0.0054, -0.0062, -5.3, 5.9, 8.74, 2.94, 10.3, -19.5, 0.0088, -0.0017, -0.0006, 9.5, 8.25, -19.64, -8.6, -0.039, 0.012, -0.02, 0.0052, -91.93, -37.56, -0.018000000000000002, 0.035, 11.72, -11.15, 0.51, 5.0, 4.4, 0.25, 13.06, 7.985, -42.35, 17.99, 70.91, 0.1306, -16.61333333, -2.486666667, -14.11666667, -5.82, -0.0158, -0.07200000000000001, -0.07200000000000001, -0.62, -0.47, 0.522, 0.68, 57.63, 1.63, -0.055, -0.055, -0.055, -10.59, 1.03
2010-10-12, -21.87, 0.019, -0.034, -0.0069, 0.0073, 0.003, 14.79, 22.0, -0.0295, -0.06, -0.5, 1.47, 0.17, 889.33, 1112.19, 0.011, 0.011, 30.22, -17.94, 10.88, 17.44, -3.58, 11.29, 32.4, -15.45, 0.17, 6.96, 0.95, 0.013, 0.114, 0.0, 68.2, 73.78, 75.8, -13.03, 0.42, 6.36, -0.495, 0.79, 0.006, 0.006, 0.006, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, 13.36, 0.4, 1110.0, -0.0811, -0.2455, 1.52, 0.59, 177.76, -1.0, -102.44, 0.05, 0.01, 0.09, 25.56, 40.46, 58.43, 7.75, -0.55, 6.72, -5.69, 8.85, 0.0005, 0.0016, 1.3, 0.09, -15.48, 20.51, -0.0019, 0.0045, 0.0129, 8.3, 1.8, -4.16, 3.99, 9.1, -20.0, -0.0086, 0.0091, 0.0045, 75.5, 59.0, -10.65, 4.5, -0.019, -0.012, -0.023, -0.0055, 62.99, 166.04, -0.0025, -0.0055, -6.7, 14.76, 0.32, -3.85, -9.95, -5.35, 13.06, 7.985, 31.54, 20.45, 16.82, -0.0753, -16.61333333, -2.486666667, -14.11666667, -5.02, 0.0404, -0.023, -0.023, -0.53, -0.22, 0.244, 0.105, -10.5, 63.12, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 23.57, 22.7
2010-10-13, 8.11, 0.019, -0.034, 0.0051, -0.012, -0.0093, -10.81, -8.0, 0.1265, 0.091, 1.91, -0.55, 1.39, 69.865, 69.865, -0.001, -0.001, -8.54, 21.93, -5.71, -4.33, 17.4, 2.06, -44.95, 30.0, 4.45, -1.04, 3.9, 0.001, -0.046, 0.019, 34.47, 40.73, 19.83, 24.58, 15.59, 8.76, 1.735, -0.49, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, 0.044, 0.044, 0.044, -8.89, 13.88, 440.0, 0.2406, 0.2097, -0.94, -28.02, -186.42, -1.0, -102.44, 0.04, 0.06, -0.02, -46.04, -49.53, 3.86, -1.95, 5.6, -3.05, 16.64, -1.23, 0.0072, -0.0032, -0.92, -0.68, 13.04, -15.34, 0.0022, -0.0049, -0.0044, -1.9, -0.3, 8.03, 2.29, -7.6, -52.6, -0.0072, -0.0083, -0.011, -18.25, -0.5, -9.83, -0.73, 0.017, -0.033, -0.019, 0.0059, 0.88, -308.89, -0.0025, -0.0055, 17.27, -7.36, 9.81, 13.47, 6.82, 6.92, -4.43, -0.69, 31.54, 20.45, 16.82, 0.2189, -23.98, -63.39, -43.15, 9.96, -0.0186, 0.066, 0.066, 0.49, -0.02, -0.202, -0.31, 3.12, -16.25, -0.014, -0.014, -0.014, -0.67, -20.18
2010-10-14, 23.61, 0.008, 0.049, 0.0038, 0.0041, 0.0137, 85.76, 83.5, -0.1065, -0.015, -1.51, 1.95, -0.38, 69.865, 69.865, 0.016, 0.016, 139.5, -14.08, 13.57, 15.43, -4.27, 11.07, 143.0, -44.5, 8.33, 7.04, 11.8, 0.033, 0.1, 0.028, 19.95, 46.38, 18.6, -12.1, 23.31, 30.75, -1.52, 1.73, 0.025, 0.025, 0.025, -0.004, -0.004, -0.004, 22.37, -2.36, 440.0, -0.1761, -0.0042, 0.8, 361.26, 438.77, -168.0, 5.5, -0.01, 0.0, 0.0, 62.99, 83.85, 12.03, 6.85, 2.45, 17.45, -6.93, 5.79, -0.0027, 0.0082, 0.05, 0.98, -8.37, 13.0, 0.0027, 0.0056, 0.0044, 8.5, 13.3, 0.54, -0.06, 23.8, 217.9, 0.009000000000000001, -0.0074, 0.0016, 23.0, 11.0, 46.57, 12.2, 0.034, 0.076, 0.073, 0.003, -301.01, -358.58, 0.025, -0.003, -4.0, 17.68, -1.35, -11.62, 4.73, -0.17, 17.45, 16.15, 108.05, 128.34, 97.13, -0.1447, -41.34, -23.98, -44.27, 5.87, 0.0136, -0.03, -0.03, -0.52, -0.32, 0.785, 0.8740000000000001, -6.12, 3.75, 0.012, 0.012, 0.012, 10.3, 33.12
2010-10-15, 2.53, 0.025, -0.001, 0.0118, 0.0043, 0.0045, -20.14, 9.5, -0.0775, -0.095, -0.73, -1.44, -1.14, 725.7, 313.92, -0.029, -0.029, 29.44, 14.63, 7.42, -4.15, 15.41, 5.47, -56.55, 142.85, -4.29, 6.5, -5.49, -0.005, 0.021, 0.021, 18.28, 39.41, 57.38, 3.35, -5.85, -6.69, -0.865, -1.46, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 0.08, 0.08, 0.08, -12.49, -6.18, 1490.0, -0.01, -0.1548, 0.53, 37.85, 89.58, 35.0, 90.0, -0.12, 0.04, 0.03, 55.48, 29.7, 74.1, -0.05, -1.35, 0.79, -2.31, -2.59, 0.0013, -0.0008, 1.29, 0.48, 1.29, -7.67, -0.0026, -0.0001, -0.0017, 6.2, -2.0, -7.6, -2.03, 7.2, -16.4, 0.0112, 0.0089, 0.0114, -9.0, 0.25, 33.63, 55.02, -0.042, -0.04, -0.037000000000000005, -0.0033, 95.23, 455.9, -0.01, 0.033, -7.63, -3.98, -1.42, -7.0, -9.0, -8.1, 1.46, 2.81, 32.84, -1.82, 11.78, -0.0305, -5.76, -10.27333333, -3.35, 14.29, 0.0123, -0.027000000000000003, -0.027000000000000003, -0.08, -0.27, 0.503, 0.503, -1.13, -5.87, 0.03, 0.03, 0.03, 34.7, 26.71
