@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2009-9-1, 31.21, -0.024, -0.024, 0.0032, -0.004, -0.0027, -44.6, -11.5, -0.014, 0.034, 0.25, 0.34, 0.31, -6.31, -1174.1, -0.07200000000000001, -0.07200000000000001, -78.33, 18.97, -5.76, -19.35, 22.57, 5.73, -70.25, 42.45, -8.31, -6.41, -14.26, -0.115, 0.081, -0.003, -192.95, -120.79, -131.8, 7.28, -19.71, -45.83, 0.315, -0.31, 0.025, 0.025, 0.025, -0.048, -0.048, -0.048, -3.25, 0.82, -1040.0, -0.0346, 0.1722, -2.65, -469.97, -107.87, 61.28, -47.73, 0.04, 0.04, 0.04, -30.2, -23.05, -39.83, -0.4, -1.0, -3.61, 4.93, -2.34, 0.001, 0.0003, -0.17, -0.4, 5.62, -4.44, 0.0028, -0.0009, -0.004, -6.85, -12.77, 1.58, -4.52, -5.3, -77.6, 0.0007, -0.0003, -0.0075, -3.0, -2.25, 0.18, -22.66, 0.025, 0.025, 0.025, 0.0012, 13.46, 11.19, -0.01, 0.01, 0.02, -6.28, -9.17, 2.3, 1.1, 6.1, -13.26, -14.71, -113.55, -32.98, -120.82, 0.1006, -33.95333333, -31.29666667, -32.00333333, 0.07, -0.0831, 0.036000000000000004, 0.036000000000000004, -0.26, -0.63, 0.114, 0.27, 4.0, -8.0, 0.034, 0.034, 0.034, -6.09, -23.58
2009-9-2, -9.9, -0.022, -0.022, -0.011, 0.0026, -0.0078, -44.6, -11.5, -0.014, -0.077, -0.21, 0.58, 0.09, -1208.28, -405.77, -0.11, -0.11, 11.92, -22.93, 1.8, 13.0, -8.4, 3.63, -36.75, -68.65, -22.58, -5.69, 3.24, -0.012, -0.13, -0.078, 15.98, -168.46, -90.55, -16.84, -40.17, 21.13, -0.265, 0.42, 0.002, 0.002, 0.002, -0.031, -0.031, -0.031, 3.46, -1.55, -990.0, -0.2834, 0.0053, -1.13, -380.79, 42.58, -154.79, 14.61, -0.05, -0.05, -0.05, 76.47, -41.75, -50.59, -0.15, -0.1, -8.49, -24.33, -12.83, -0.0001, -0.0006, -3.14, -1.9, -18.6, 6.7, -0.0239, -0.0005, -0.0122, -6.78, 2.88, -12.68, -5.06, 3.0, -192.1, -0.0117, 0.0013, -0.006999999999999999, 5.0, -4.0, -22.48, -7.84, 0.057, 0.057, 0.057, -0.0102, 6.15, 2.37, -0.01, 0.005, -12.73, 0.43, -0.3, -2.0, 4.6, -8.53, 14.69, 0.53, -25.31, -50.99, -106.89, 0.006, -27.1, -27.64, -66.92, 1.05, -0.0034, 0.01, 0.01, -0.5, -0.02, 0.13699999999999998, 0.115, -11.75, 4.0, -0.062, -0.062, -0.062, -13.03, -31.07
2009-9-3, 0.37, -0.021, -0.021, 0.0043, -0.0115, 0.0014, -2.2, -99.3, -0.16, -0.066, -0.42, -0.37, 0.37, -676.3, -378.38, 0.084, 0.084, -169.64, 7.09, -13.55, -28.29, -3.12, -20.01, -17.0, -38.2, -3.29, -23.45, -28.11, 0.006999999999999999, -0.066, -0.068, 31.25, 32.16, 2.63, 1.77, -1.82, -58.43, -0.355, -0.33, 0.022, 0.022, 0.022, -0.061, -0.061, -0.061, -9.63, -3.19, -170.0, 0.0382, -0.301, -0.95, 204.18, -616.68, -75.29, -222.91, -0.04, -0.04, -0.04, -143.38, -87.26, -186.11, -1.5, -0.2, -21.88, 7.29, 0.87, -0.0032, -0.0023, -1.66, -2.5, 10.01, -19.01, 0.0095, -0.01, -0.0004, -13.38, -20.85, 8.69, -3.34, 21.9, -173.3, 0.0112, -0.012, 0.0, -12.5, -1.5, -29.93, -52.71, -0.008, -0.008, -0.008, -0.0008, -4.28, 1.77, 0.015, -0.02, -3.42, -12.6, -7.76, -2.7, -3.5, 4.33, -11.1, 2.42, -184.81, -190.0, -31.03, 0.0654, -16.48, -37.57, -48.89, -6.09, -0.0209, 0.021, 0.021, -0.18, -0.37, 0.305, 0.2, -2.25, -14.0, 0.022, 0.022, 0.022, -52.42, -48.75
2009-9-4, -4.63, 0.013, 0.013, -0.001, 0.0048, 0.0045, -20.7, 19.6, 0.0975, -0.008, 0.11, -0.4, -0.67, -423.79, -46.8, -0.021, -0.021, 26.19, -20.45, 0.19, 17.03, -14.18, 7.52, -14.8, -15.25, 8.49, 0.05, 3.09, 0.041, 0.045, 0.033, 130.05, 40.97, 124.45, 0.05, 16.13, 7.02, 0.09, -0.23, 0.02, 0.02, 0.02, 0.039, 0.039, 0.039, 3.57, 1.14, -160.0, 0.0924, 0.0431, 0.61, 196.75, 262.42, -138.06, -30.22, -0.06, -0.06, -0.06, -10.76, 12.51, -24.18, 2.8, 1.3, -1.11, 8.56, 8.33, -0.0037, -0.003, -0.48, 0.15, 7.62, 11.18, 0.0072, 0.0045, 0.0083, 0.45, 3.44, 8.86, 12.08, 19.2, 18.4, 0.0061, 0.011, 0.0124, 0.25, -2.5, 3.4, 12.17, 0.057, 0.057, 0.057, 0.0042, 23.63, 8.89, 0.0, 0.01, 4.02, -2.55, -1.33, 0.7, -2.2, -0.3, 20.16, 11.31, 112.76, 185.02, 66.49, -0.0544, 24.75, 20.56, 43.74, 8.62, -0.0056, 0.037000000000000005, 0.037000000000000005, -0.47, -0.28, 0.928, 0.53, -5.75, -0.5, -0.019, -0.019, -0.019, -9.6, 20.67
2009-9-7, -0.33, 0.036000000000000004, 0.036000000000000004, 0.0039, -0.0005, -0.0045, 54.9, 32.3, -0.09, 0.029, -1.15, 0.17, -0.25, 317.79, 317.1, -0.002, -0.002, 40.27, 20.88, 9.07, -8.14, 20.21, -0.11, 86.85, -0.05, 13.16, 7.72, 13.05, 0.0, 0.053, 0.022, 16.59, 118.87, 21.82, -7.59, 35.58, 35.55, -1.08, 0.03, 0.019, 0.019, 0.019, 0.097, 0.097, 0.097, -0.7, -3.9, 315.0, -0.1481, 0.0973, -0.54, 159.46, 37.15, 16.47, -42.12, 0.0, 0.0, 0.0, 3.91, 38.26, 63.33, -2.5, -1.6, 5.29, 5.6, 1.37, -0.001, -0.0014, -0.11, -1.03, -5.9, 8.17, 0.013, 0.0144, 0.0077, 5.19, 8.01, 1.6, 3.47, -0.9, 204.6, 0.0061, 0.0065, 0.0051, -1.75, -7.0, 4.67, 31.12, -0.025, -0.025, -0.025, 0.0088, 1.885, 9.255, 0.02, 0.005, 6.31, 3.14, 10.21, -8.5, 1.7, -6.4, -1.835, -0.515, 132.31, 95.47, 171.19, -0.1449, 24.75, 20.56, 43.74, 10.53, -0.0293, 0.017, 0.017, 0.47, 0.47, -0.005, 0.445, -7.25, -6.5, 0.085, 0.085, 0.085, 39.58, 38.35
2009-9-8, 11.12, 0.0155, 0.0155, 0.0042, 0.005, 0.011, 81.5, 67.9, 0.031, -0.08800000000000001, -0.59, -1.43, -1.12, 473.935, 499.475, 0.047, 0.047, 72.83, -10.48, 1.33, 26.34, -3.12, 13.85, 102.5, 73.7, 4.495, 7.415, 4.795, 0.045, 0.0295, 0.0415, 19.51, 36.45, 43.37, 0.1, 9.495, 9.855, -0.465, -1.28, -0.014, -0.014, -0.014, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -7.77, -5.25, 547.5, 0.0244, -0.1788, 0.21, 275.7, 273.33, 32.07, 131.12, 0.03, 0.03, 0.03, 71.29, 68.88, 47.385, 3.1, 2.65, 10.27, 2.65, 10.91, 0.0052, 0.0015, -0.71, 0.38, -11.51, -9.18, 0.0034, 0.0015, 0.0109, 5.255, 2.94, -1.97, 5.19, 1.5, 165.9, -0.0046, 0.0057, 0.0038, -5.125, -1.625, 8.21, 7.11, 0.032, 0.032, 0.032, 0.005, 1.885, 9.255, 0.03, 0.045, 7.17, 6.99, 4.57, -3.63, -9.54, -3.63, -1.835, -0.515, 123.36, 79.44, 72.48, -0.039, 24.75, 20.56, 43.74, 7.11, 0.0033, -0.015, -0.015, 0.45, 0.05, 0.1125, 0.2425, -6.25, -3.875, 0.054000000000000006, 0.054000000000000006, 0.054000000000000006, 40.38, 41.12
2009-9-9, -11.92, 0.0155, 0.0155, 0.015, 0.0025, 0.0028, 14.1, 30.3, -0.0085, 0.042, -1.33, -0.46, -0.66, 473.935, 499.475, -0.004, -0.004, 25.64, 29.47, 29.47, 37.89, 18.03, 21.38, 22.35, 100.45, 4.495, 7.415, 4.795, 0.045, 0.0295, 0.0415, 49.35, -11.92, 11.88, 4.45, 9.495, 9.855, -1.205, -0.39, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -2.04, 7.42, 547.5, -0.0573, 0.0588, 0.21, 605.57, 591.45, 64.95, 26.12, 0.0, 0.0, 0.0, 31.78, 8.6, 47.385, 3.1, 2.65, 5.11, -0.43, 1.32, 0.0012, 0.0012, 0.1, 2.05, 2.01, -10.86, 0.0023, 0.0064, 0.0026, 5.255, 2.94, 0.18, -1.46, 1.5, -22.0, 0.0142, -0.0047, -0.0004, -5.125, -1.625, 29.24, 10.71, 0.026, 0.026, 0.026, 0.0052, 43.78, 43.78, -0.025, 0.0, -9.84, 6.5, 3.66, -9.37, -3.66, -9.37, 8.08, 9.56, 123.36, 79.44, 72.48, -0.0067, 63.3, 59.39, 11.38, 13.02, 0.0033, 0.025, 0.025, -0.23, -0.3, 0.1125, 0.2425, -6.25, -3.875, -0.054000000000000006, -0.054000000000000006, -0.054000000000000006, 17.63, 10.55
2009-9-10, 36.91, 0.006, 0.006, 0.0076, 0.0153, 0.0136, 57.0, 32.3, 0.0805, 0.029, -0.03, -1.1, -0.73, 1189.35, 878.74, -0.015, -0.015, 75.38, 42.9, 42.9, 10.14, 36.53, 28.99, 9.0, 22.05, 7.98, 6.69, 10.27, -0.028, 0.03, -0.018000000000000002, 15.79, 78.47, 31.06, 9.66, 22.62, 27.71, -0.01, -1.02, 0.064, 0.064, 0.064, -0.006, -0.006, -0.006, 6.76, -0.55, 780.0, -0.0679, -0.051, 3.12, -90.77, 146.54, -9.71, -51.39, -0.01, -0.01, -0.01, -31.64, -11.75, 56.46, -3.0, -2.45, 12.89, 1.65, 0.28, 0.0022, 0.0027, 2.66, 0.78, 6.24, 4.94, 0.0003, -0.001, 0.0011, 3.49, 12.32, -1.43, 3.56, -2.6, 95.4, 0.0053, 0.0146, 0.0132, 2.0, 4.0, 18.39, 30.78, 0.025, 0.025, 0.025, 0.0, 49.74, 49.67, -0.005, -0.03, 0.2, -9.53, -11.94, 0.0, -7.8, -2.0, 1.84, 0.96, -65.92, -62.54, -51.24, 0.0396, -41.91, 0.6, 25.25, 7.21, 0.0657, -0.01, -0.01, -0.61, -0.4, -0.045, -0.085, -2.5, -11.75, -0.066, -0.066, -0.066, 16.42, 11.27
2009-9-11, 7.02, -0.084, -0.084, 0.0018, 0.0083, 0.0036, -16.6, 31.0, 0.0005, 0.091, -0.26, -0.17, -0.14, 64.06, 81.21, 0.043, 0.043, 48.82, 23.86, 23.38, -5.83, 13.83, 2.46, 5.15, 9.45, 10.77, 7.63, 7.8, -0.046, -0.009000000000000001, -0.009000000000000001, -21.38, -9.21, -3.34, 2.87, 23.63, 17.68, 0.125, -0.13, -0.084, -0.084, -0.084, -0.121, -0.121, -0.121, 6.22, 4.74, -140.0, 0.0415, -0.0832, 0.2, 218.37, 12.68, 41.55, 133.88, 0.14, 0.14, 0.14, 62.57, 22.25, 49.95, 0.5, -0.05, 4.93, 1.91, -5.25, -0.0055, -0.0028, 0.61, -0.18, 15.62, 5.44, 0.0008, -0.0016, -0.0032, 10.07, 6.2, 8.43, -6.64, 0.1, -121.2, 0.011, 0.0058, 0.0026, 2.5, 4.25, 32.79, 19.1, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, 0.0056, 55.5, 40.52, 0.0, 0.0, 3.04, -0.4, -1.95, 1.0, -1.0, -0.2, -11.22, -4.89, -70.26, 41.19, 33.94, 0.058, 36.04333333, 22.99, 23.61333333, 9.74, -0.0081, -0.045, -0.045, -0.17, -0.35, 0.207, -0.11, 3.75, -1.0, 0.066, 0.066, 0.066, 32.89, 25.71
2009-9-14, -16.79, -0.011, -0.011, -0.0009, 0.0006, 0.0054, 23.8, 3.5, -0.0135, 0.0, -0.1, 0.14, -0.69, 628.33, 529.95, -0.048, -0.048, 26.18, 3.96, 4.44, 21.03, -2.69, 9.84, 10.15, 5.05, -1.41, 10.93, 4.04, -0.032, -0.065, -0.035, 64.91, -17.77, 40.38, -5.41, -3.12, 4.91, -0.44, 0.12, -0.073, -0.073, -0.073, -0.005, -0.005, -0.005, 2.88, -0.91, 910.0, -0.0723, 0.0362, -2.04, 130.37, 166.73, 133.98, 24.98, -0.06, -0.06, -0.06, -5.84, 28.58, 78.9, 1.35, 2.4, -5.53, -3.21, 6.08, -0.0006, -0.0006, -0.11, 0.07, -4.79, 14.86, -0.0021, 0.0006, 0.0057, 8.26, 3.08, -9.28, 3.69, 9.5, 111.8, 0.0011, 0.011, 0.0163, 3.75, -5.0, 2.81, 24.66, -0.101, -0.101, -0.101, 0.0042, 11.65, 26.53, -0.02, -0.02, -2.83, 2.71, 0.65, -3.5, -0.5, -2.03, -12.485, -13.71, 204.59, 128.31, 154.83, 0.1137, 36.04333333, 22.99, 23.61333333, 2.81, -0.0492, -0.083, -0.083, -0.44, -0.54, 0.026, 0.11, 9.0, 3.25, -0.163, -0.163, -0.163, 6.29, 23.07
2009-9-15, 18.49, 0.049, 0.049, 0.0054, 0.0019, -0.004, 7.4, -17.9, 0.0045, -0.013, 0.5, 0.01, 0.46, -173.47, -391.63, -0.006999999999999999, -0.006999999999999999, -29.41, 32.79, 9.25, -0.2, 11.15, -5.76, -20.95, 10.95, 6.61, -3.77, 1.56, -0.041, -0.063, -0.093, 36.95, 73.74, 33.75, 11.36, 10.88, 2.85, 0.455, -0.57, 0.026, 0.026, 0.026, 0.07400000000000001, 0.07400000000000001, 0.07400000000000001, -1.73, 3.84, -910.0, -0.0655, 0.0, -0.8, -65.6, -51.96, -131.01, -237.23, 0.01, 0.01, 0.01, -40.94, -44.08, -27.36, 0.15, 6.1, -3.93, 0.69, -5.49, 0.0085, 0.0017, -2.27, -2.77, -5.32, -4.2, -0.0018, -0.0048, -0.0062, -3.48, 2.05, 9.48, -1.33, -5.0, 40.0, -0.0092, 0.0026, -0.0123, 3.0, 5.0, -10.28, -31.38, 0.055, 0.055, 0.055, -0.006, 48.89, 49.06, -0.01, -0.005, -3.05, -3.65, -5.35, 3.5, 0.5, -0.87, -12.485, -13.71, -41.62, 48.73, 12.35, 0.0082, 36.04333333, 22.99, 23.61333333, -5.59, -0.0097, 0.015, 0.015, -1.29, -0.58, -0.075, 0.17, -10.75, -1.75, 0.0, 0.0, 0.0, -24.21, -33.86
2009-9-16, 29.93, -0.004, -0.004, 0.0037, 0.0033, 0.0046, 23.2, 41.8, -0.0075, -0.023, -0.96, 0.13, -0.46, 504.31, 938.16, -0.064, -0.064, 25.92, -2.34, 20.81, 29.02, 6.98, 27.19, 83.5, -22.0, 3.29, 8.88, 6.3, 0.042, 0.006, 0.039, 6.99, 38.17, 17.35, -5.09, 10.86, 15.15, -0.855, 0.71, 0.012, 0.012, 0.012, 0.024, 0.024, 0.024, 7.94, 1.31, 1115.0, -0.0219, -0.1091, 0.46, 241.83, 221.19, -132.59, 12.56, 0.0, 0.0, 0.0, 39.62, 33.58, 28.34, 8.9, 1.9, 2.77, -3.86, -6.16, 0.0062, 0.0031, -0.13, -0.07, -21.23, -3.68, -0.0012, 0.0001, 0.001, 8.14, 5.57, -0.38, 2.61, 5.1, 100.7, -0.008, -0.0107, -0.0118, 5.0, 11.0, 5.71, 5.94, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.0038, 21.92, -21.75, 0.015, -0.01, 4.5, -1.5, 2.94, -6.6, 1.0, -1.95, 11.27, -0.64, 185.49, 163.79, 164.69, -0.0918, 35.91, 38.47, 49.68, -3.06, 0.0229, 0.008, 0.008, 0.44, 0.51, 0.377, 0.135, 39.5, 22.25, 0.0, 0.0, 0.0, 17.17, 25.85
2009-9-17, 12.14, 0.004, 0.004, 0.0051, 0.0029, 0.0081, 82.0, 68.6, 0.1295, -0.067, -1.72, -1.99, -1.47, 397.11, 573.26, 0.136, 0.136, 63.83, 30.12, 30.51, 13.7, 31.49, 34.27, 66.3, 86.3, 16.13, 4.96, 12.72, 0.092, 0.043, 0.096, -34.02, -1.59, -21.87, -11.36, 30.51, 26.22, -1.6, -0.85, 0.033, 0.033, 0.033, 0.028, 0.028, 0.028, -7.18, -7.93, 530.0, -0.093, -0.1685, 1.66, 196.35, 270.57, 32.99, 63.94, -0.05, -0.05, -0.05, -2.18, 31.26, 57.29, -0.1, 1.15, 5.28, 1.23, 4.59, 0.0033, 0.0108, 2.01, 3.79, -20.33, -22.38, 0.0079, 0.0078, 0.0041, 7.11, 11.78, -6.47, 0.63, 13.9, 153.6, -0.0002, -0.0093, 0.0029, 27.25, 8.0, 21.32, 37.35, 0.003, 0.003, 0.003, 0.0084, -24.26, 10.12, 0.01, 0.02, -5.08, 4.69, -0.9, -12.4, -13.7, -10.95, 23.92, 20.68, 191.65, 96.56, 163.79, -0.1135, 90.78, 96.12, 37.83, 10.99, 0.0234, 0.013, 0.013, 0.04, -0.28, 0.43, 0.0, -3.25, 16.25, 0.02, 0.02, 0.02, 30.25, 37.48
2009-9-18, 4.24, -0.008, -0.008, 0.0027, 0.0049, 0.0044, 39.9, 41.8, 0.0035, 0.236, 0.11, -0.69, -0.71, 1144.0, 851.15, 0.025, 0.025, 34.75, 22.58, 5.48, -12.55, 18.61, -10.09, 7.15, 63.9, -3.27, 13.88, 6.01, -0.041, 0.068, -0.011, 60.55, -11.92, 35.67, 4.25, -6.4, 7.45, 0.125, -1.6, 0.028, 0.028, 0.028, -0.09, -0.09, -0.09, -8.71, -3.75, 705.0, 0.0389, 0.0455, 1.52, 196.35, 270.57, 84.53, 92.9, -0.04, -0.04, -0.04, 121.4, 75.33, 106.11, 2.0, 0.75, 4.32, 0.4, 2.51, 0.0038, 0.0016, 2.07, 0.48, -3.23, -20.32, 0.0011, 0.0028, 0.0061, 10.44, 4.24, -0.96, -6.74, -6.6, 24.1, -0.0043, 0.0002, -0.0005, -9.0, -1.25, 32.65, 19.86, 0.03, 0.03, 0.03, -0.0036, 46.8, 56.09, 0.025, 0.01, 2.9, -5.14, 2.7, 1.0, -5.3, -1.37, -1.37, 17.38, -15.41, 21.44, -48.8, -0.0102, 34.9125, 33.835, 31.64625, 9.07, 0.0617, 0.006, 0.006, 0.14, 0.26, -0.165, 0.765, -5.5, -2.0, 0.06, 0.06, 0.06, 37.38, 5.33
2009-9-21, -4.21, 0.035, 0.035, -0.0029, 0.0037, -0.0038, 8.9, 10.8, -0.001, -0.068, 0.03, 0.12, 0.24, -172.53, 42.43, -0.062, -0.062, 12.59, -15.5, -6.43, 3.23, -31.47, -12.21, 10.5, 5.4, 2.81, -1.27, -3.25, -0.109, -0.037000000000000005, -0.044, -97.59, 47.72, 3.8, -2.64, 6.11, -1.78, 0.055, 0.12, 0.02, 0.02, 0.02, 0.084, 0.084, 0.084, 5.28, 1.9, 50.0, 0.0627, 0.0467, -0.39, -75.72, -90.48, 5.96, -47.64, -0.01, -0.01, -0.01, -35.02, 5.05, -5.07, -1.4, -1.4, -6.12, -5.84, -1.82, 0.0079, 0.006, -0.1, -0.41, -20.62, -2.93, -0.0063, -0.004, -0.0049, -0.45, -2.45, -1.21, 3.49, -3.1, 6.3, -0.0175, -0.004, -0.0197, -7.25, -6.0, 1.612, 2.9360000000000004, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.0006, 59.26, 42.0, -0.005, 0.01, -4.4, 2.0, -3.3, 0.5, 1.0, 0.82, -2.815, -1.98, -4.4, -73.64, -1.08, -0.0301, 34.9125, 33.835, 31.64625, -9.28, 0.0027, 0.015, 0.015, 0.17, -0.08, -0.2, -0.245, -4.5, -6.0, -0.045, -0.045, -0.045, -24.56, -1.92
2009-9-22, 23.38, 0.023, 0.023, -0.0035, -0.0055, -0.0041, -38.5, -1.7, 0.005, 0.014, 0.06, 0.01, -0.44, 466.9, -143.81, 0.068, 0.068, -62.3, 14.15, -15.18, -43.24, 10.86, -22.08, 22.075, 6.575, -3.64, 0.54, -4.24, 0.021, -0.125, -0.069, 4.34, -125.38, -99.33, -3.8, 5.18, 3.59, 0.07, -0.19, -0.002, -0.002, -0.002, 0.013, 0.013, 0.013, -4.75, -3.15, -325.0, 0.0288, 0.0731, -2.31, -334.84, -184.03, 6.58, 23.595, 0.02, 0.02, 0.02, 9.77, -31.2, 33.86, 1.5, 4.2, -3.21, -5.06, -11.63, 0.0011, 0.0082, -0.36, -0.34, -6.0, -30.05, -0.0037, -0.0052, -0.0073, -2.08, -1.34, -5.12, -5.96, -5.5, -49.9, -0.0059, -0.0228, -0.0095, -12.0, -6.75, 1.612, 2.9360000000000004, 0.016, 0.016, 0.016, 0.0044, -2.305, -9.035, -0.00375, -0.0025, -9.69, -5.73, -5.02, 0.5, 0.5, -4.55, -2.815, -1.98, -183.86, -94.24, -116.45, -0.0981, 34.9125, 33.835, 31.64625, 4.76, -0.0757, -0.002, -0.002, 0.15, 1.0, -0.185, -0.4, -1.25, -4.5, 0.04, 0.04, 0.04, 9.45, -13.8
2009-9-23, -7.41, -0.001, -0.001, 0.0115, -0.001, 0.006999999999999999, 8.2, 7.7, -0.108, -0.04, -1.49, 0.07, 0.11, 234.87, 923.47, 0.001, 0.001, 54.17, -34.99, 2.37, 37.81, -38.11, 4.57, 22.075, 6.575, 7.0, -0.79, 6.53, 0.061, 0.055, 0.063, -69.46, 18.2, 14.19, -1.52, 8.26, 8.27, -1.355, 0.32, 0.016, 0.016, 0.016, -0.039, -0.039, -0.039, 0.5, 6.96, 1305.0, -0.2189, 0.0104, 0.65, -93.48, -90.06, 6.58, 23.595, 0.05, 0.05, 0.05, 2.28, 48.68, -39.0, 0.4, -0.05, 3.47, 3.93, 8.1, -0.0008, -0.0011, -2.33, -0.7, -0.33, 2.6, 0.0096, 0.0075, 0.0062, 4.33, 4.59, 5.61, -0.69, 10.5, 89.3, 0.0143, -0.0012, 0.0072, 0.25, 5.25, 1.612, 2.9360000000000004, -0.006, -0.006, -0.006, 0.0144, -2.305, -9.035, -0.00375, -0.0025, 0.33, -6.24, -1.68, -10.5, 1.0, -3.4, 17.4, 7.31, 185.59, 156.32, 95.11, 0.0094, 34.9125, 33.835, 31.64625, -0.74, 0.0127, 0.019, 0.019, 0.6, -0.5, 0.235, 0.05, -0.25, -0.75, -0.01, -0.01, -0.01, -2.49, 6.9
