@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2007-05-07, 1584.46, 6603.7, 6537.8, 6614.7, 6537.8, 50597.79, 50218.22, 50898.32, 50218.22, 7516.76, 7476.68, 7526.51, 7460.02, 1930.05, 1920.9, 1931.51, 1920.9, 1698.33, 1693.73, 1705.12, 1691.56, 4117.35, 4168.9, 4180.9, 4109.7, 1505.62, 1502.35, 1510.34, 1501.8, 3.7510000000000003, 3.7119999999999997, 3.795, 3.701, 2572.15, 2574.5, 2577.96, 2561.73, 118.61, 118.48, 118.73, 118.43, 1.1073, 1.1076, 1.1085, 1.1031, 50955.0, 50670.0, 51410.0, 50670.0, 22.8044, 22.7858, 22.8044, 22.7858, 61.93, 63.25, 63.44, 61.56, 30013.85, 29752.95, 30053.92, 29741.01, 13264.62, 13243.08, 13340.6, 13176.61, 103.0, 102.55, 102.55, 102.55, 1264.19, 1256.75, 1266.05, 1250.66, 65.31, 66.02, 66.82, 64.95, 1847.73, 1841.63, 1850.14, 1839.9, 1.2488, 1.2529, 1.255, 1.2411, 832.88, 830.23, 832.88, 827.82, 687.2, 687.2, 687.2, 687.2, 381.25, 380.0, 382.75, 376.25, 2033.37, 2037.79, 2042.47, 2024.54, 4.251, 4.251, 4.251, 4.251, 0.7361, 0.7353, 0.7382, 0.7329, 2787.3, 2800.97, 2805.97, 2780.24, 927.6, 926.6, 928.5, 926.6, 1087.185, 1093.53, 1096.645, 1083.325, 13769.89, 13729.5, 13808.81, 13687.0, 716.44, 712.41, 716.44, 710.13, 1.8309, 1.85, 1.8721, 1.8162, 13.415, 13.42, 13.585, 13.415, 4721.78, 4689.24
2007-05-08, 1582.65, 6577.049999999997, 6570.75, 6609.2, 6537.65, 50281.73, 50590.88, 50618.4, 50153.83, 7525.69, 7523.95, 7538.59, 7508.1, 1927.58, 1930.33, 1937.33, 1927.53, 1697.67, 1698.33, 1707.23, 1694.36, 4111.15, 4117.5, 4157.65, 4103.6, 1509.48, 1505.57, 1511.0, 1505.54, 3.7110000000000003, 3.75, 3.75, 3.705, 2570.95, 2572.64, 2580.06, 2569.22, 117.95, 118.55, 118.6, 117.91, 1.102, 1.1071, 1.1077, 1.1008, 50711.0, 51035.0, 51090.0, 50550.0, 22.8698, 22.8568, 22.8698, 22.8568, 61.47, 61.71, 62.06, 60.85, 29776.57, 30013.85, 30159.13, 29776.57, 13312.97, 13264.13, 13385.06, 13218.87, 101.9, 101.45, 102.5, 101.35, 1272.62, 1264.19, 1272.8, 1263.7, 64.44, 65.18, 65.5, 63.8, 1838.06, 1848.76, 1849.62, 1837.19, 1.2505, 1.2464, 1.2517, 1.2437, 831.87, 833.28, 835.13, 830.85, 688.0, 688.0, 688.0, 688.0, 369.5, 382.0, 390.0, 367.5, 2037.04, 2040.76, 2042.1, 2027.98, 4.26, 4.26, 4.26, 4.26, 0.7372, 0.736, 0.7401, 0.7341, 2753.32, 2787.3, 2796.81, 2753.32, 922.35, 924.95, 925.95, 922.35, 1095.13, 1102.25, 1106.86, 1093.65, 13865.51, 13844.16, 13896.94, 13769.89, 714.655, 714.825, 717.185, 711.5, 1.8029, 1.8315, 1.8365, 1.788, 13.527000000000001, 13.52, 13.545, 13.5, 4739.58, 4694.34
2007-05-09, 1593.42, 6550.4, 6603.7, 6603.7, 6537.5, 50277.69, 50275.9, 50368.59, 49525.93, 7442.2, 7515.01, 7515.47, 7413.01, 1913.57, 1927.65, 1929.6, 1912.84, 1684.11, 1697.67, 1702.67, 1681.29, 4077.0, 4111.25, 4136.05, 4066.4, 1507.72, 1509.36, 1509.36, 1500.66, 3.716, 3.7289999999999996, 3.735, 3.696, 2571.75, 2563.18, 2571.75, 2551.15, 118.045, 117.92, 118.175, 117.91, 1.1048, 1.102, 1.1061, 1.1006, 50694.0, 50775.0, 50800.0, 49960.0, 22.69, 22.6783, 22.69, 22.6783, 62.26, 61.64, 62.58, 61.21, 29572.4, 29759.41, 29759.41, 29296.1, 13309.07, 13309.4, 13359.05, 13192.45, 102.25, 101.5, 101.5, 101.5, 1240.59, 1272.62, 1272.92, 1238.6, 65.54, 64.56, 65.89, 64.46, 1835.61, 1837.56, 1844.34, 1833.85, 1.2575, 1.2488, 1.259, 1.2473, 830.9, 830.33, 830.9, 821.74, 685.1, 685.1, 685.1, 685.1, 353.75, 365.25, 365.25, 352.0, 2022.79, 2033.4, 2033.54, 2014.55, 4.258, 4.258, 4.258, 4.258, 0.7372, 0.7363, 0.7415, 0.7355, 2707.47, 2753.32, 2765.13, 2691.21, 922.95, 922.65, 923.95, 922.45, 1084.73, 1097.24, 1098.78, 1083.16, 13915.36, 13856.94, 13915.36, 13793.17, 712.87, 717.24, 717.93, 712.87, 1.8299, 1.8072, 1.8442, 1.7983, 13.489, 13.435, 13.56, 13.33, 4727.66, 4693.93
2007-05-10, 1599.68, 6549.6, 6550.4, 6592.4, 6529.0, 51300.13, 50277.13, 51369.18, 50148.63, 7475.99, 7471.95, 7489.86, 7427.25, 1902.86, 1920.61, 1929.21, 1901.77, 1674.5, 1690.89, 1703.58, 1670.185, 4079.3, 4077.25, 4087.8, 4030.55, 1512.58, 1507.32, 1513.8, 1503.77, 3.675, 3.7, 3.7, 3.638, 2576.34, 2557.63, 2579.98, 2555.71, 118.11, 117.99, 118.44, 117.98, 1.1059, 1.1067, 1.1097, 1.1044, 51739.0, 50600.0, 51820.0, 50350.0, 22.6825, 22.6627, 22.6825, 22.6627, 61.55, 62.18, 62.48, 60.68, 29992.83, 29572.7, 29992.87, 29551.76, 13362.87, 13300.62, 13410.17, 13229.92, 103.25, 102.7, 103.55, 102.7, 1239.7, 1240.59, 1249.74, 1227.77, 65.2, 65.6, 66.14, 64.14, 1841.97, 1835.33, 1847.53, 1834.5, 1.254, 1.2561, 1.2586, 1.2519, 834.77, 828.28, 836.99, 826.68, 680.3, 680.3, 680.3, 680.3, 357.25, 352.0, 358.0, 351.75, 2037.98, 2015.13, 2039.57, 2011.2, 4.282, 4.282, 4.282, 4.282, 0.7335, 0.7358, 0.7378, 0.7329, 2705.65, 2707.47, 2711.32, 2684.99, 923.55, 924.85, 925.95, 923.15, 1094.11, 1093.34, 1095.71, 1088.21, 13895.16, 13890.7, 13950.89, 13847.46, 706.29, 715.55, 716.04, 704.79, 1.8158, 1.8295, 1.845, 1.7849, 13.360999999999999, 13.35, 13.355, 13.19, 4721.72, 4698.88
2007-05-11, 1603.56, 6524.1, 6549.6, 6565.1, 6515.0, 50234.68, 51298.03, 51298.03, 50205.24, 7415.33, 7477.44, 7494.18, 7400.42, 1892.15, 1913.57, 1928.82, 1890.7, 1664.89, 1684.11, 1704.49, 1659.08, 4066.8, 4079.6, 4134.2, 4057.55, 1491.47, 1512.33, 1512.33, 1491.42, 3.5639999999999996, 3.622, 3.622, 3.5639999999999996, 2533.74, 2564.8, 2570.73, 2533.12, 118.27, 118.06, 118.4, 118.04, 1.1115, 1.1056, 1.1132, 1.1052, 50553.0, 51740.0, 51740.0, 50380.0, 22.4299, 22.4102, 22.4299, 22.4102, 61.81, 61.57, 62.5, 61.38, 29653.82, 29992.08, 29993.15, 29637.6, 13215.13, 13359.05, 13376.2, 13161.08, 103.6, 102.25, 103.6, 103.6, 1221.69, 1239.7, 1243.19, 1221.69, 65.79, 65.34, 66.34, 65.19, 1831.61, 1840.69, 1847.27, 1828.24, 1.2551, 1.2533, 1.2648, 1.253, 818.63, 832.71, 832.71, 818.56, 665.1, 665.1, 665.1, 665.1, 345.75, 359.25, 360.0, 345.0, 2047.03, 2044.43, 2049.53, 2035.45, 4.254, 4.254, 4.254, 4.254, 0.7269, 0.733, 0.7365, 0.7261, 2700.19, 2705.65, 2709.17, 2697.75, 925.1, 924.4, 925.9, 924.1, 1106.82, 1096.6, 1107.87, 1095.22, 13853.13, 13875.08, 13925.48, 13819.91, 707.19, 706.84, 710.01, 705.83, 1.8625, 1.8185, 1.8705, 1.8161, 13.04, 13.295, 13.295, 13.04, 4713.81, 4668.99
2007-05-14, 1605.77, 6565.7, 6524.1, 6577.0, 6451.9, 50902.38, 50234.97, 51083.25, 50234.97, 7479.34, 7386.8, 7482.36, 7304.61, 1845.44, 1891.48, 1891.48, 1843.79, 1625.69, 1664.89, 1664.89, 1621.04, 4076.65, 4070.2, 4094.65, 3981.15, 1505.85, 1491.47, 1506.24, 1491.47, 3.6010000000000004, 3.56, 3.63, 3.54, 2562.22, 2541.66, 2562.45, 2539.67, 118.535, 118.24, 118.595, 118.22, 1.1106, 1.1119, 1.1171, 1.1091, 51256.0, 50500.0, 51410.0, 50410.0, 22.7019, 22.6889, 22.7019, 22.6889, 62.37, 61.89, 62.56, 61.68, 30058.75, 29653.82, 30125.3, 29653.82, 13326.22, 13212.2, 13373.35, 13192.62, 102.8, 102.0, 102.75, 102.0, 1240.39, 1221.69, 1244.31, 1208.34, 66.83, 65.68, 66.98, 65.68, 1835.85, 1829.07, 1838.88, 1828.33, 1.2641, 1.2511, 1.2651, 1.2489, 829.54, 818.7, 829.54, 818.7, 670.6, 670.6, 670.6, 670.6, 361.0, 345.25, 361.75, 343.5, 2022.3, 2016.7, 2028.47, 2012.82, 4.218999999999999, 4.218999999999999, 4.218999999999999, 4.218999999999999, 0.7347, 0.7259, 0.7349, 0.7247, 2675.34, 2700.19, 2701.03, 2669.37, 926.75, 925.65, 927.65, 925.65, 1110.535, 1108.945, 1114.5949999999998, 1103.325, 14003.82, 13852.21, 14009.3, 13851.87, 706.9, 705.28, 708.19, 703.11, 1.8823, 1.87, 1.8981, 1.8554, 13.21, 12.97, 13.215, 12.97, 4667.12, 4590.47
2007-05-15, 1589.37, 6555.5, 6565.7, 6596.3, 6530.3, 50510.76, 50909.78, 51066.06, 50298.46, 7459.61, 7505.0, 7527.96, 7446.11, 1851.22, 1845.44, 1868.12, 1836.37, 1632.46, 1625.85, 1649.71, 1606.33, 4134.3, 4078.8, 4151.3, 4072.45, 1503.15, 1505.76, 1510.9, 1498.34, 3.492, 3.603, 3.603, 3.478, 2546.44, 2564.05, 2568.93, 2537.92, 118.32, 118.47, 118.54, 118.18, 1.1057, 1.1107, 1.1128, 1.1056, 50652.0, 51000.0, 51400.0, 50500.0, 22.8207, 22.8009, 22.8207, 22.8009, 62.46, 62.42, 63.07, 62.14, 29766.33, 30058.75, 30172.81, 29665.99, 13346.78, 13325.81, 13432.84, 13265.02, 104.2, 105.0, 105.0, 105.0, 1254.45, 1240.39, 1254.96, 1240.39, 66.83, 66.65, 67.51, 66.51, 1829.22, 1836.31, 1838.81, 1826.8, 1.2608, 1.262, 1.2679, 1.2594, 822.33, 828.93, 831.15, 820.65, 668.5, 668.5, 668.5, 668.5, 358.0, 361.0, 363.0, 357.0, 2044.21, 2046.68, 2048.8, 2031.16, 4.3210000000000015, 4.3210000000000015, 4.3210000000000015, 4.3210000000000015, 0.7373, 0.7335, 0.7403, 0.7325, 2665.56, 2675.34, 2686.14, 2652.59, 924.2, 926.2, 926.5, 924.0, 1114.25, 1121.29, 1121.32, 1111.43, 13903.28, 13980.01, 14003.82, 13893.55, 712.18, 710.38, 714.53, 710.38, 1.8668, 1.8815, 1.9002, 1.8597, 13.142000000000001, 13.225, 13.225, 13.075, 4682.41, 4648.14
2007-05-16, 1600.6, 6568.6, 6555.5, 6579.0, 6532.9, 50518.21, 50510.76, 51041.78, 50370.07, 7505.35, 7432.66, 7520.53, 7418.26, 1826.39, 1851.16, 1851.16, 1826.23, 1605.46, 1632.44, 1632.46, 1600.53, 4120.3, 4134.3, 4150.45, 4102.45, 1501.19, 1503.11, 1514.83, 1500.43, 3.534, 3.47, 3.5389999999999997, 3.47, 2525.29, 2544.67, 2557.78, 2523.83, 118.29, 118.24, 118.52, 118.12, 1.0983, 1.1061, 1.1073, 1.0964, 50809.0, 50700.0, 51370.0, 50190.0, 22.7972, 22.7761, 22.7972, 22.7761, 63.17, 62.54, 63.3, 62.07, 29619.91, 29766.86, 29927.35, 29619.23, 13383.84, 13346.05, 13518.33, 13302.65, 104.65, 104.75, 105.0, 103.45, 1257.6, 1254.45, 1261.25, 1246.92, 68.11, 66.78, 68.18, 65.93, 1835.85, 1828.48, 1837.05, 1824.93, 1.2638, 1.2604, 1.2662, 1.2584, 814.18, 822.33, 827.6, 813.69, 673.0, 673.0, 673.0, 673.0, 371.5, 358.5, 374.5, 355.25, 2037.78, 2048.23, 2049.63, 2030.7, 4.353, 4.353, 4.353, 4.353, 0.7387, 0.7371, 0.7409, 0.7344, 2587.85, 2665.59, 2666.97, 2574.6, 924.35, 923.25, 925.85, 923.15, 1119.75, 1110.38, 1121.58, 1108.19, 13934.64, 13913.73, 13979.1, 13883.62, 713.27, 713.6, 714.6, 711.04, 1.8902, 1.8702, 1.8985, 1.8433, 13.225999999999999, 13.145, 13.15, 13.14, 4671.74, 4628.64
2007-05-17, 1615.58, 6559.5, 6568.6, 6578.6, 6539.4, 51737.56, 50518.46, 51737.56, 50518.46, 7481.25, 7483.43, 7523.0, 7460.29, 1856.57, 1827.88, 1856.57, 1827.88, 1635.36, 1605.51, 1635.98, 1603.04, 4170.95, 4125.4, 4181.0, 4113.05, 1514.14, 1500.75, 1514.15, 1500.75, 3.424, 3.49, 3.4939999999999998, 3.42, 2547.42, 2532.71, 2547.42, 2519.35, 118.185, 118.25, 118.355, 118.1, 1.1035, 1.0985, 1.1063, 1.0968, 52005.0, 50740.0, 52120.0, 50740.0, 22.7673, 22.7499, 22.7673, 22.7499, 62.55, 63.15, 63.3, 61.9, 30341.25, 29618.58, 30341.25, 29611.31, 13487.53, 13374.13, 13526.54, 13325.49, 107.25, 105.25, 107.05, 105.25, 1259.27, 1256.64, 1261.55, 1253.59, 68.01, 67.95, 68.54, 67.46, 1827.01, 1834.99, 1836.97, 1824.37, 1.2547, 1.2641, 1.2651, 1.2517, 820.2, 814.72, 820.21, 810.61, 660.2, 660.2, 660.2, 660.2, 376.0, 370.5, 377.75, 368.5, 2063.76, 2037.38, 2063.76, 2034.1, 4.356, 4.356, 4.356, 4.356, 0.7328, 0.7385, 0.7395, 0.7315, 2525.89, 2587.85, 2600.67, 2504.5, 923.95, 923.85, 924.75, 923.35, 1124.77, 1122.13, 1128.42, 1118.07, 14025.03, 13927.54, 14026.58, 13923.08, 721.66, 715.01, 723.84, 714.91, 1.867, 1.885, 1.895, 1.835, 12.843, 12.9, 12.95, 12.85, 4684.72, 4655.64
2007-05-18, 1612.25, 6579.3, 6559.5, 6588.7, 6553.6, 51631.47, 51740.76, 51958.63, 51374.11, 7499.5, 7502.12, 7528.62, 7483.66, 1843.24, 1857.72, 1872.08, 1843.24, 1618.91, 1635.36, 1648.96, 1616.07, 4219.55, 4172.1, 4232.45, 4172.1, 1512.75, 1514.01, 1517.14, 1509.29, 3.3089999999999997, 3.4, 3.4, 3.26, 2539.38, 2544.32, 2547.71, 2535.47, 118.68, 118.11, 118.72, 118.1, 1.0997, 1.1043, 1.1058, 1.0969, 51996.0, 52050.0, 52260.0, 51650.0, 22.7574, 22.7407, 22.7574, 22.7407, 64.86, 62.62, 65.09, 62.48, 30478.37, 30341.25, 30535.89, 30102.84, 13476.72, 13486.96, 13558.24, 13384.89, 110.35, 108.7, 109.0, 107.0, 1264.365, 1257.955, 1266.695, 1256.4299999999996, 70.27, 68.1, 70.35, 68.08, 1832.9, 1825.76, 1837.29, 1824.74, 1.2557, 1.2522, 1.26, 1.2507, 815.64, 819.45, 819.45, 813.23, 656.2, 656.2, 656.2, 656.2, 373.0, 376.5, 378.75, 371.0, 2066.2633333333333, 2048.7433333333333, 2066.390000000001, 2041.3633333333328, 4.373, 4.373, 4.373, 4.373, 0.7306, 0.7325, 0.7347, 0.7277, 2493.87, 2525.89, 2531.85, 2455.19, 928.1, 925.2, 928.3, 923.7, 1114.75, 1126.22, 1129.18, 1113.53, 14100.71, 14011.05, 14100.71, 13946.25, 724.37, 725.78, 726.78, 720.57, 1.9367, 1.8708, 1.94, 1.8708, 12.806, 12.85, 12.865, 12.785, 4700.16, 4682.73
2007-05-21, 1628.2, 6640.9, 6579.3, 6656.3, 6579.1, 52077.68, 51633.26, 52088.08, 51498.84, 7607.54, 7498.57, 7613.62, 7490.51, 1859.7, 1842.84, 1863.36, 1842.84, 1645.72, 1619.13, 1648.09, 1618.91, 4214.5, 4216.5, 4228.45, 4177.0, 1522.75, 1512.74, 1522.75, 1512.74, 3.3289999999999997, 3.263, 3.333, 3.26, 2558.45, 2548.07, 2559.03, 2540.67, 119.465, 118.65, 119.595, 118.63, 1.0884, 1.0995, 1.1002, 1.0875, 52143.0, 51850.0, 52300.0, 51630.0, 23.0298, 23.0134, 23.0298, 23.0134, 64.94, 64.92, 65.64, 64.57, 30676.34, 30490.31, 30879.14, 30490.31, 13556.53, 13476.4, 13611.95, 13454.46, 109.5, 108.7, 109.0, 107.0, 1269.46, 1259.27, 1271.84, 1259.27, 69.42, 70.35, 70.35, 69.27, 1844.24, 1832.6, 1847.9, 1831.77, 1.2548, 1.2546, 1.2607, 1.2491, 823.66, 818.2, 825.25, 814.65, 661.0, 661.0, 661.0, 661.0, 371.25, 377.25, 381.25, 370.0, 2068.766666666667, 2060.1066666666666, 2069.02, 2048.6266666666666, 4.357, 4.357, 4.357, 4.357, 0.7311, 0.73, 0.732, 0.7262, 2571.46, 2493.87, 2577.2, 2493.87, 934.05, 930.75, 935.45, 930.15, 1107.65, 1114.6750000000004, 1118.6950000000004, 1105.5549999999996, 14105.34, 14112.95, 14111.49, 14055.36, 728.76, 729.13, 733.1, 727.81, 1.9152, 1.9313, 1.9345, 1.9115, 12.925999999999998, 12.955, 12.98, 12.87, 4749.45, 4688.38
2007-05-22, 1642.88, 6636.8, 6640.9, 6675.0, 6619.4, 52423.45, 52077.94, 52691.17, 52077.94, 7619.31, 7614.04, 7644.44, 7599.49, 1866.72, 1860.49, 1869.29, 1860.49, 1651.34, 1645.96, 1662.25, 1645.53, 4260.9, 4217.65, 4269.35, 4217.55, 1525.1, 1522.75, 1529.87, 1522.71, 3.406, 3.341, 3.41, 3.3339999999999996, 2578.79, 2560.93, 2587.87, 2560.85, 118.925, 119.39, 119.465, 118.83, 1.0846, 1.0896, 1.0901, 1.0825, 52537.0, 52350.0, 52950.0, 52300.0, 23.1058, 23.0885, 23.1058, 23.0885, 66.27, 64.95, 66.38, 64.45, 30708.73, 30677.18, 30894.27, 30677.18, 13542.88, 13556.53, 13636.98, 13473.31, 112.0, 111.5, 113.15, 111.2, 1263.3, 1269.46, 1278.42, 1262.69, 70.49, 69.44, 70.83, 69.1, 1833.38, 1844.15, 1845.54, 1829.67, 1.2546, 1.257, 1.2583, 1.2482, 833.65, 823.39, 837.19, 823.22, 662.9, 660.7, 661.4, 660.0, 381.0, 370.25, 382.75, 368.25, 2071.27, 2071.47, 2071.65, 2055.89, 4.363, 4.363, 4.363, 4.363, 0.7299, 0.7311, 0.732, 0.7271, 2612.56, 2571.46, 2629.69, 2571.46, 930.2, 932.4, 932.5, 929.9, 1100.55, 1103.13, 1108.21, 1097.58, 14108.765, 14121.075, 14136.715, 14076.96, 728.22, 732.15, 733.78, 725.72, 1.9509, 1.9102, 1.96, 1.9035, 13.057, 12.88, 13.06, 12.88, 4749.74, 4722.5
2007-05-23, 1646.59, 6606.6, 6636.8, 6641.9, 6594.6, 52208.09, 52423.91, 52560.5, 52039.04, 7659.39, 7623.64, 7676.87, 7608.76, 1860.83, 1867.45, 1869.02, 1857.14, 1645.86, 1651.34, 1657.95, 1633.98, 4278.1, 4263.1, 4281.6, 4234.1, 1524.12, 1525.1, 1529.24, 1522.05, 3.3080000000000003, 3.404, 3.404, 3.305, 2588.02, 2580.04, 2593.03, 2573.95, 118.905, 118.88, 119.015, 118.67, 1.0865, 1.0844, 1.088, 1.0827, 52327.0, 52520.0, 52760.0, 52160.0, 23.1163, 23.0949, 23.1163, 23.0949, 64.97, 66.27, 66.35, 64.8, 30802.25, 30707.27, 30802.44, 30566.23, 13539.95, 13544.99, 13632.03, 13466.57, 111.55, 112.0, 113.05, 111.15, 1255.48, 1263.3, 1270.9, 1253.05, 69.52, 70.43, 70.6, 69.46, 1837.34, 1832.08, 1839.4, 1829.67, 1.2562, 1.2541, 1.2618, 1.2525, 839.92, 833.56, 841.38, 832.16, 659.1, 659.1, 659.1, 659.1, 369.5, 377.0, 380.5, 367.75, 2078.75, 2071.46, 2078.75, 2065.78, 4.4030000000000005, 4.4030000000000005, 4.4030000000000005, 4.4030000000000005, 0.7265, 0.7295, 0.7311, 0.7255, 2591.32, 2612.56, 2613.98, 2583.78, 930.3, 930.2, 930.9, 928.5, 1106.8725, 1104.92, 1112.8225, 1100.7575, 14112.19, 14129.2, 14161.94, 14098.56, 732.77, 729.99, 737.15, 729.99, 1.9072, 1.95, 1.951, 1.905, 12.919, 13.085, 13.085, 12.94, 4737.68, 4717.82
2007-05-25, 1644.56, 6616.4, 6606.6, 6643.8, 6602.5, 51812.5, 52209.6, 52505.37, 51670.09, 7735.88, 7665.05, 7739.06, 7659.8, 1815.64, 1860.73, 1860.73, 1815.11, 1597.42, 1645.83, 1645.86, 1595.0, 4246.2, 4279.6, 4291.4, 4231.05, 1522.28, 1524.09, 1532.43, 1521.9, 3.304, 3.3110000000000004, 3.321, 3.28, 2577.05, 2592.62, 2600.94, 2576.23, 119.055, 118.87, 119.215, 118.84, 1.0823, 1.0871, 1.0892, 1.0813, 51855.0, 52180.0, 52610.0, 51700.0, 23.0987, 23.0827, 23.0987, 23.0827, 65.77, 65.61, 66.2, 65.05, 30869.84, 30801.03, 31171.6, 30691.26, 13525.65, 13540.84, 13648.69, 13476.72, 112.05, 111.65, 112.4, 110.7, 1279.17, 1255.49, 1279.17, 1255.18, 70.6, 69.69, 70.84, 69.45, 1850.28, 1836.38, 1853.3, 1835.62, 1.2592, 1.2551, 1.265, 1.252, 836.54, 840.75, 845.94, 835.58, 661.9, 661.9, 661.9, 661.9, 368.5, 369.25, 374.75, 367.25, 2104.25, 2083.22, 2111.83, 2083.22, 4.418, 4.418, 4.418, 4.418, 0.7297, 0.7261, 0.7318, 0.7243, 2567.0, 2591.32, 2598.13, 2563.4, 931.4, 931.3, 932.6, 930.2, 1113.195, 1106.71, 1117.435, 1103.935, 14142.51, 14173.76, 14216.21, 14112.19, 731.22, 734.83, 736.18, 730.04, 1.9323, 1.9085, 1.9384, 1.902, 13.035, 13.03, 13.11, 13.0, 4759.01, 4733.05
