@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2011-11-17, 1876.67, 5509.02, 5517.44, 5562.91, 5450.24, 58559.99, 58255.72, 58877.13, 57784.04, 5913.36, 5873.29, 6028.23, 5852.04, 1520.75, 1526.98, 1538.01, 1497.83, 1483.24, 1487.84, 1500.07, 1466.31, 5030.45, 5059.1, 5065.2, 4989.5, 1236.91, 1257.81, 1259.61, 1235.67, 3.4819999999999998, 3.4989999999999997, 3.4989999999999997, 3.429, 2639.61, 2661.09, 2688.86, 2637.91, 146.02, 144.98, 146.27, 144.98, 1.0236, 1.0208, 1.0288, 1.017, 58883.0, 58345.0, 59290.0, 58020.0, 22.3971, 22.2716, 22.4994, 22.2716, 102.59, 99.32, 102.89, 98.39, 36708.41, 37291.79, 37291.79, 36678.88, 11905.59, 12084.74, 12109.03, 11890.57, 235.75, 237.55, 238.5, 235.1, 961.17, 957.3, 970.24, 951.82, 111.88, 112.2, 112.5, 110.14, 1787.66, 1785.4, 1795.66, 1782.8, 1.3064, 1.3141, 1.3161, 1.3039, 729.86, 734.7, 749.4, 729.8, 1773.8, 1777.5, 1777.5, 1757.7, 642.75, 644.25, 648.0, 636.75, 3814.09, 3813.93, 3817.2, 3768.53, 6.433, 6.309, 6.439, 6.245, 0.7632, 0.7691, 0.7724, 0.7625, 6022.88, 6092.29, 6134.19, 6011.85, 1136.65, 1129.5, 1138.8, 1129.5, 1112.21, 1110.46, 1124.67, 1106.79, 12174.36, 12189.27, 12295.32, 12163.35, 997.11, 983.84, 997.11, 983.2, 3.1346, 3.1785, 3.1798, 3.1083, 33.814, 34.235, 34.46, 34.235, 2088.54, 2051.11
2011-11-18, 1839.17, 5423.14, 5509.02, 5509.02, 5366.12, 56988.9, 58549.51, 58555.43, 56663.29, 5850.17, 5875.86, 5921.25, 5778.1, 1512.67, 1520.75, 1533.86, 1481.71, 1475.32, 1483.24, 1494.92, 1447.0, 4934.75, 5027.1, 5036.8, 4919.45, 1216.13, 1236.56, 1237.73, 1209.43, 3.3819999999999997, 3.4619999999999997, 3.4619999999999997, 3.361, 2587.99, 2637.37, 2637.48, 2576.22, 145.57, 145.89, 147.05, 144.88, 1.0292, 1.0238, 1.0296, 1.0206, 57255.0, 58055.0, 58905.0, 56895.0, 22.2481, 22.3773, 22.6222, 22.2037, 98.82, 101.76, 103.37, 98.28, 36110.68, 36708.41, 36954.25, 36082.51, 11770.73, 11905.67, 11948.43, 11676.35, 232.15, 235.0, 236.25, 231.3, 947.46, 953.62, 959.86, 938.79, 108.22, 110.85, 111.98, 107.76, 1785.78, 1785.92, 1796.82, 1777.57, 1.2967, 1.3056, 1.3077, 1.2935, 718.89, 730.2, 734.6, 715.6, 1719.8, 1755.3, 1755.3, 1714.0, 614.5, 641.0, 641.75, 610.25, 3792.25, 3813.73, 3813.73, 3781.39, 6.527, 6.416, 6.81, 6.415, 0.7585, 0.7632, 0.7686, 0.7566, 6092.56, 6022.88, 6113.56, 6019.73, 1133.65, 1136.15, 1144.8, 1128.4, 1103.68, 1109.22, 1113.97, 1098.81, 11915.43, 12152.86, 12162.72, 11878.68, 993.38, 993.9, 999.5, 992.34, 3.0832, 3.115, 3.1475, 3.0746, 31.493000000000002, 31.56, 31.61, 31.38, 2061.4, 2016.95
2011-11-21, 1820.03, 5362.94, 5423.14, 5423.14, 5347.89, 56731.34, 56988.55, 57477.15, 56417.99, 5800.24, 5800.79, 5897.99, 5769.69, 1495.87, 1512.67, 1514.36, 1478.95, 1460.56, 1475.31, 1475.31, 1442.81, 4905.8, 4899.15, 4915.9, 4837.95, 1215.65, 1216.19, 1223.51, 1211.36, 3.4019999999999997, 3.3810000000000002, 3.405, 3.38, 2572.5, 2595.02, 2595.84, 2567.15, 146.26, 145.49, 146.55, 145.21, 1.0269, 1.0283, 1.0303, 1.0197, 57059.0, 57660.0, 57865.0, 56665.0, 22.2358, 22.2667, 22.4607, 22.1371, 97.41, 98.61, 100.15, 96.64, 36284.2, 36116.92, 36556.34, 36016.3, 11796.16, 11768.98, 11854.81, 11755.82, 234.2, 231.75, 236.0, 231.6, 941.25, 940.09, 949.31, 935.96, 107.56, 107.53, 109.99, 106.97, 1799.62, 1785.05, 1810.64, 1783.88, 1.2994, 1.2966, 1.3067, 1.2919999999999998, 719.42, 723.0, 724.2, 714.2, 1724.7, 1725.0, 1736.0, 1719.0, 610.25, 614.5, 617.25, 601.5, 3754.5, 3792.16, 3792.16, 3745.14, 6.397, 6.443, 6.5420000000000025, 6.397, 0.7565, 0.7585, 0.765, 0.7554, 6140.52, 6092.52, 6173.56, 6092.51, 1139.25, 1138.55, 1141.35, 1131.65, 1075.785, 1092.9450000000004, 1096.325, 1073.35, 11892.44, 11982.36, 11994.41, 11876.49, 984.16, 987.68, 990.12, 983.16, 3.0325, 3.0809, 3.1286, 3.03, 32.413000000000004, 32.413000000000004, 32.413000000000004, 32.413000000000004, 2044.68, 2012.0
2011-11-22, 1826.28, 5222.6, 5362.94, 5362.94, 5221.69, 56284.59, 56721.91, 56721.91, 55504.98, 5606.0, 5767.09, 5771.7, 5598.05, 1424.97, 1495.87, 1498.65, 1422.6, 1390.56, 1460.54, 1460.54, 1389.13, 4778.35, 4873.8, 4873.8, 4764.8, 1192.98, 1215.62, 1215.62, 1183.16, 3.299, 3.3689999999999998, 3.3689999999999998, 3.292, 2523.14, 2535.34, 2539.87, 2500.89, 146.825, 146.16, 146.895, 145.71, 1.0381, 1.0276, 1.0419, 1.0269, 56605.0, 56200.0, 56440.0, 55715.0, 21.9677, 22.219, 22.337, 21.8897, 96.92, 97.54, 97.86, 95.24, 36126.905, 36201.87, 36421.58, 35808.885, 11547.31, 11795.55, 11795.7, 11454.07, 232.2, 233.7, 234.5, 231.95, 907.4, 934.75, 934.94, 905.99, 106.88, 107.46, 107.74, 105.65, 1789.17, 1797.58, 1799.77, 1784.69, 1.2844, 1.2963, 1.3008, 1.2783, 701.9, 705.0, 707.8, 695.8, 1678.3, 1704.6, 1704.6, 1674.4, 597.75, 610.0, 611.25, 593.25, 3679.83, 3754.23, 3754.23, 3668.11, 6.5710000000000015, 6.4170000000000025, 6.6129999999999995, 6.371, 0.7494, 0.7558, 0.7572, 0.745, 6119.86, 6140.49, 6172.21, 6118.12, 1143.75, 1139.25, 1144.05, 1135.65, 1047.89, 1076.67, 1078.68, 1047.89, 11784.72, 11751.31, 11892.44, 11636.12, 965.07, 977.64, 983.58, 965.07, 2.9943, 3.0491, 3.059, 2.9683, 31.113000000000003, 31.175, 31.175, 31.04, 2006.03, 1953.98
2011-11-23, 1783.1, 5206.82, 5222.6, 5281.95, 5206.82, 55878.44, 56289.66, 56570.18, 55608.61, 5537.39, 5648.5, 5681.74, 5537.39, 1431.13, 1424.97, 1455.19, 1405.67, 1401.91, 1390.55, 1419.99, 1390.1, 4812.35, 4794.85, 4854.0, 4782.55, 1188.04, 1192.98, 1196.81, 1181.65, 3.33, 3.345, 3.345, 3.3139999999999996, 2521.28, 2517.64, 2534.4, 2499.19, 146.89, 146.72, 147.85, 146.63, 1.0379, 1.0391, 1.0412, 1.0343, 56130.0, 56980.0, 57000.0, 55780.0, 21.807, 21.9091, 22.0605, 21.7218, 98.01, 97.2, 98.7, 96.55, 35969.61, 36286.82, 36286.82, 35601.47, 11493.72, 11542.39, 11571.75, 11433.97, 232.9, 233.5, 233.8, 230.85, 905.76, 912.97, 917.46, 899.09, 109.03, 106.62, 109.45, 106.62, 1790.07, 1787.88, 1799.7, 1785.71, 1.2801, 1.2832, 1.287, 1.2769, 696.27, 701.1, 705.8, 692.6, 1702.2, 1675.4, 1679.8, 1675.4, 599.0, 598.25, 601.5, 594.25, 3735.53, 3679.74, 3736.02, 3671.4, 6.638999999999999, 6.59, 6.662999999999999, 6.568, 0.7486, 0.7494, 0.7514, 0.7442, 6060.95, 6120.16, 6138.41, 6051.04, 1144.65, 1144.0, 1151.7, 1143.4, 1031.81, 1050.97, 1055.83, 1029.44, 11795.19, 11801.71, 11842.37, 11730.64, 977.36, 970.07, 979.2, 965.23, 3.0346, 2.9843, 3.0380000000000003, 2.974, 32.948, 31.88, 33.0, 31.88, 1976.72, 1946.26
2011-11-24, 1795.06, 5139.78, 5206.82, 5206.82, 5139.78, 54972.08, 55878.64, 55878.64, 54812.93, 5457.77, 5485.67, 5588.11, 5457.77, 1422.0, 1431.13, 1444.88, 1403.44, 1404.26, 1401.91, 1420.79, 1379.5, 4706.45, 4779.5, 4779.5, 4640.95, 1161.79, 1187.48, 1187.48, 1161.79, 3.2769999999999997, 3.252, 3.332, 3.252, 2460.08, 2501.18, 2503.38, 2460.08, 148.935, 146.75, 148.965, 146.74, 1.0476, 1.0386, 1.05, 1.0374, 55227.0, 55865.0, 55920.0, 54945.0, 22.2186, 21.7838, 22.2186, 21.7838, 96.17, 97.79, 97.87, 95.35, 35375.61, 35969.61, 35969.61, 35287.79, 11257.55, 11492.74, 11492.82, 11257.55, 231.6, 231.2, 236.6, 230.25, 888.81, 896.32, 913.96, 886.99, 107.02, 108.61, 108.85, 106.82, 1801.12, 1787.75, 1803.66, 1787.3, 1.27, 1.2789, 1.2819999999999998, 1.2653, 674.34, 688.8, 690.5, 673.3, 1695.7, 1691.2, 1700.0, 1681.6, 588.75, 600.0, 601.25, 584.25, 3687.01, 3734.62, 3734.62, 3665.5, 6.647, 6.61, 6.769, 6.61, 0.7395, 0.7486, 0.7504, 0.7386, 6035.36, 6060.84, 6075.51, 6035.36, 1160.7, 1144.65, 1160.7, 1144.65, 1029.13, 1028.44, 1040.86, 1025.18, 11571.71, 11689.64, 11780.85, 11540.23, 976.87, 972.94, 978.13, 971.6, 2.9591, 3.03, 3.03, 2.9547, 31.881999999999998, 31.62, 31.63, 31.62, 1959.78, 1923.32
2011-11-25, 1776.4, 5127.57, 5139.78, 5184.26, 5098.99, 55279.88, 54978.33, 55519.29, 54537.4, 5428.11, 5512.76, 5563.82, 5399.85, 1402.83, 1422.0, 1428.79, 1399.85, 1392.75, 1404.25, 1417.74, 1391.7, 4756.45, 4707.55, 4771.1, 4639.1, 1160.23, 1174.4450000000004, 1180.0700000000004, 1160.225, 3.2725, 3.262, 3.303, 3.262, 2450.795, 2477.105, 2490.205, 2450.78, 148.225, 148.79, 148.935, 147.65, 1.0468, 1.0473, 1.0491, 1.0436, 55439.0, 55650.0, 55720.0, 54675.0, 22.1942, 22.1444, 22.2691, 22.063, 96.47, 96.79, 97.71, 95.17, 35323.6, 35375.52, 35649.37, 35280.59, 11244.665, 11372.31, 11427.145, 11244.555, 230.6, 231.1, 234.025, 229.875, 886.51, 894.1, 905.05, 875.81, 107.78, 107.2, 108.09, 107.04, 1790.39, 1800.43, 1805.37, 1785.32, 1.2718, 1.2694, 1.2777, 1.2679, 670.25, 679.3499999999998, 685.2, 669.55, 1690.6, 1690.65, 1696.75, 1678.4499999999994, 585.625, 594.125, 597.875, 582.375, 3696.03, 3686.37, 3696.89, 3659.43, 6.665, 6.702000000000001, 6.763, 6.565, 0.7412, 0.7395, 0.7455, 0.7393, 5866.75, 6035.36, 6052.81, 5863.12, 1155.65, 1160.2, 1160.9, 1151.65, 1017.64, 1021.28, 1033.11, 1016.33, 11485.32, 11595.95, 11604.63, 11470.28, 980.5, 978.95, 982.44, 975.72, 2.9683, 2.9573, 2.9938, 2.9564, 31.663, 31.752, 32.195, 31.498, 1955.83, 1911.62
2011-11-28, 1815.28, 5164.65, 5127.57, 5200.31, 5075.22, 54894.49, 55270.66, 55609.85, 54741.62, 5492.87, 5433.3, 5528.64, 5366.5, 1413.18, 1402.83, 1413.73, 1368.54, 1410.84, 1392.65, 1411.54, 1363.26, 4710.05, 4731.3, 4767.3, 4693.1, 1158.67, 1161.41, 1172.66, 1158.66, 3.2680000000000002, 3.272, 3.2739999999999996, 3.272, 2441.51, 2453.03, 2477.03, 2441.48, 149.105, 148.15, 149.485, 148.13, 1.0488, 1.0469, 1.0524, 1.0438, 55126.0, 55050.0, 55825.0, 54805.0, 22.2957, 22.1824, 22.3518, 22.1824, 96.77, 95.79, 97.55, 94.99, 34573.04, 35335.75, 35688.87, 34573.04, 11231.78, 11251.88, 11361.47, 11231.56, 229.6, 231.0, 231.45, 229.5, 889.22, 886.73, 895.59, 872.93, 106.4, 107.5, 107.79, 105.85, 1795.89, 1789.33, 1808.33, 1786.9, 1.2744, 1.2709, 1.2814, 1.2674, 666.16, 669.9, 679.9, 665.8, 1685.5, 1690.1, 1693.5, 1675.3, 582.5, 588.25, 594.5, 580.5, 3637.19, 3696.12, 3696.12, 3628.76, 6.733, 6.695, 6.777, 6.67, 0.7408, 0.7412, 0.7440000000000001, 0.7371, 5805.76, 5866.28, 5882.41, 5686.14, 1162.5, 1158.4, 1165.2, 1155.9, 1041.475, 1031.28, 1050.71, 1027.49, 11462.06, 11465.4, 11536.77, 11420.78, 967.18, 977.17, 978.24, 966.2, 2.9273, 2.9565, 2.9932, 2.9175, 31.011999999999997, 31.19, 31.235, 31.02, 1932.23, 1894.58
2011-11-29, 1856.52, 5312.76, 5164.65, 5327.76, 5164.65, 56017.35, 54899.23, 56443.93, 54899.23, 5745.33, 5577.19, 5754.51, 5573.0, 1475.25, 1413.18, 1476.65, 1402.49, 1466.22, 1411.03, 1469.36, 1411.03, 4851.3, 4769.3, 4859.1, 4766.4, 1192.55, 1158.67, 1197.35, 1158.67, 3.358, 3.358, 3.3680000000000003, 3.3680000000000003, 2527.34, 2509.63, 2531.32, 2507.72, 147.905, 149.03, 149.135, 147.66, 1.0356, 1.0436, 1.045, 1.0301, 56217.0, 56590.0, 56660.0, 56030.0, 22.1902, 22.2819, 22.2957, 22.1122, 98.21, 97.5, 100.74, 97.13, 35558.18, 34574.54, 35960.72, 34574.54, 11523.01, 11232.47, 11562.1, 11232.16, 224.7, 231.2, 234.0, 224.4, 927.16, 899.52, 927.47, 899.36, 109.0, 106.73, 109.49, 106.63, 1786.98, 1798.54, 1802.05, 1784.47, 1.2887, 1.2876, 1.2953, 1.2769, 697.9, 690.7, 699.0, 688.8, 1710.8, 1710.8, 1710.8, 1710.8, 591.75, 586.0, 596.25, 586.0, 3647.05, 3637.92, 3676.4, 3618.97, 6.5829999999999975, 6.85, 6.857, 6.575, 0.755, 0.75, 0.7574, 0.7488, 6022.24, 5807.15, 6046.3, 5806.65, 1153.0, 1162.5, 1162.5, 1151.5, 1065.31, 1041.28, 1068.31, 1038.65, 11640.21, 11672.01, 11741.29, 11462.06, 984.18, 974.77, 984.49, 974.77, 2.9699, 2.9495, 2.9966, 2.9422, 32.16, 32.06, 32.06, 32.06, 2008.9, 1949.5
2011-11-30, 1847.51, 5337.0, 5312.76, 5344.18, 5272.44, 55299.76, 56027.74, 56363.52, 55299.76, 5799.91, 5725.68, 5826.35, 5690.57, 1466.36, 1475.23, 1492.19, 1459.52, 1454.67, 1466.22, 1480.92, 1448.86, 4805.1, 4864.2, 4866.1, 4787.1, 1195.19, 1192.56, 1203.67, 1191.8, 3.3760000000000003, 3.3539999999999996, 3.4019999999999997, 3.3339999999999996, 2515.51, 2529.11, 2542.46, 2508.27, 146.37, 147.84, 148.31, 146.22, 1.0303, 1.0347, 1.0364, 1.0257, 55459.0, 56520.0, 56600.0, 55420.0, 21.9611, 22.1784, 22.286, 21.9405, 99.79, 97.75, 100.15, 97.23, 35708.71, 35558.32, 36260.15, 35457.05, 11555.63, 11523.01, 11624.01, 11517.04, 225.25, 226.0, 228.5, 224.2, 931.44, 926.4, 933.0, 916.01, 110.82, 108.52, 111.0, 108.39, 1779.31, 1786.61, 1792.0, 1774.71, 1.2997, 1.2866, 1.3047, 1.2841, 696.1, 697.7, 700.8, 690.8, 1713.4, 1711.3, 1718.4, 1704.0, 598.0, 591.75, 605.5, 588.25, 3687.77, 3647.23, 3710.75, 3646.86, 6.4510000000000005, 6.621, 6.627999999999999, 6.419, 0.7632, 0.755, 0.7652, 0.7512, 6020.08, 6022.24, 6178.24, 6020.08, 1140.0, 1153.0, 1156.2, 1140.0, 1040.96, 1063.13, 1067.93, 1040.71, 11732.5, 11654.43, 11766.54, 11638.48, 988.06, 984.28, 994.18, 981.49, 3.0211, 2.963, 3.0344, 2.9606, 31.853, 32.0, 32.145, 31.44, 2017.81, 1982.93
2011-12-01, 1916.18, 5505.42, 5337.0, 5538.96, 5274.95, 56874.98, 55307.29, 57591.9, 55307.29, 6088.84, 5741.21, 6130.68, 5725.98, 1540.81, 1467.89, 1541.59, 1454.46, 1499.62, 1454.66, 1502.82, 1447.73, 4832.05, 4766.15, 4851.55, 4754.8, 1246.96, 1196.72, 1247.11, 1196.72, 3.563, 3.38, 3.62, 3.2960000000000003, 2620.34, 2586.39, 2620.34, 2582.49, 146.83, 146.27, 147.2, 145.93, 1.0194, 1.0316, 1.0364, 1.0121, 56935.0, 55850.0, 57820.0, 55650.0, 21.879, 21.9008, 22.065, 21.7994, 100.36, 99.48, 101.75, 98.92, 36829.15, 35741.87, 36843.56, 35741.87, 12045.68, 11559.27, 12045.68, 11559.27, 233.8, 225.0, 232.9, 225.0, 979.36, 921.04, 981.74, 917.39, 110.52, 110.8, 112.03, 109.65, 1789.93, 1777.62, 1799.84, 1774.75, 1.3173, 1.2973, 1.3285, 1.2903, 737.42, 725.6, 737.42, 721.2, 1745.5, 1714.0, 1749.2, 1699.9, 601.25, 597.75, 609.75, 588.25, 3715.08, 3688.13, 3719.95, 3679.21, 6.267, 6.385, 6.53, 6.255, 0.7789, 0.7632, 0.7822, 0.7577, 6087.4, 6020.08, 6106.94, 5975.51, 1140.55, 1140.0, 1146.3, 1137.3, 1082.36, 1038.84, 1083.0, 1034.36, 12204.11, 11966.42, 12204.17, 11798.64, 995.33, 991.75, 997.71, 988.99, 3.0214, 3.004, 3.0536, 2.9983, 32.731, 31.895, 32.915, 31.135, 2076.91, 1984.02
2011-12-02, 1916.04, 5489.34, 5505.42, 5553.89, 5486.87, 58143.42, 56876.07, 58302.07, 56876.07, 6035.88, 6080.48, 6111.97, 6017.38, 1546.7, 1541.67, 1561.8, 1536.65, 1505.27, 1499.62, 1522.76, 1498.25, 4936.85, 4970.85, 5011.9, 4916.7, 1244.58, 1246.91, 1251.09, 1239.73, 3.522, 3.5580000000000003, 3.582, 3.5060000000000002, 2626.2, 2615.67, 2636.08, 2611.48, 145.08, 146.75, 146.84, 144.27, 1.0141, 1.0189, 1.0225, 1.0135, 58319.0, 57365.0, 58900.0, 57080.0, 21.9398, 21.8778, 21.9398, 21.4882, 100.2, 100.51, 101.17, 98.87, 36567.63, 36828.95, 37148.11, 36546.47, 12020.03, 12046.21, 12062.64, 11974.62, 233.2, 233.2, 235.7, 231.55, 967.31, 978.47, 981.36, 964.19, 108.99, 110.75, 111.24, 108.18, 1768.45, 1789.42, 1791.69, 1760.93, 1.3122, 1.3165, 1.3195, 1.3056, 730.75, 733.6, 740.3, 729.6, 1735.3, 1747.0, 1753.3, 1734.5, 594.75, 602.0, 606.0, 590.75, 3781.1, 3715.44, 3811.54, 3715.44, 5.7410000000000005, 6.2810000000000015, 6.314, 5.718999999999999, 0.7793, 0.7789, 0.7814, 0.7724, 6144.67, 6087.45, 6158.54, 6087.36, 1127.05, 1140.55, 1140.55, 1122.4, 1085.2, 1085.57, 1094.57, 1077.64, 12113.29, 12174.09, 12215.21, 12088.23, 1019.15, 1019.71, 1024.88, 1014.7, 2.9695, 3.0251, 3.0401, 2.962, 32.695, 32.715, 33.38, 32.49, 2082.07, 2051.78
2011-12-05, 1922.9, 5552.29, 5489.34, 5595.54, 5489.07, 57885.85, 58146.93, 58979.52, 57618.32, 6080.68, 6117.73, 6169.64, 6055.48, 1545.57, 1546.85, 1567.21, 1536.61, 1505.77, 1505.35, 1523.86, 1495.76, 5050.15, 4940.85, 5062.55, 4918.4, 1244.28, 1246.03, 1260.08, 1243.35, 3.572, 3.531, 3.608, 3.52, 2626.93, 2650.8, 2659.23, 2625.07, 145.28, 144.99, 145.72, 144.84, 1.0181, 1.0141, 1.0196, 1.0078, 57965.0, 59350.0, 59350.0, 57700.0, 22.0798, 21.8875, 22.1444, 21.8738, 100.96, 100.0, 101.56, 99.76, 36756.06, 36614.77, 36978.33, 36614.77, 12019.42, 12022.37, 12146.68, 12007.12, 227.15, 234.0, 234.0, 223.9, 974.48, 974.22, 980.56, 971.32, 109.94, 109.09, 110.41, 108.62, 1760.97, 1766.99, 1779.58, 1756.86, 1.3125, 1.3121, 1.3219, 1.3092, 735.02, 739.7, 745.2, 732.8, 1747.0, 1744.8, 1762.9, 1741.6, 586.5, 595.5, 598.25, 585.25, 3779.84, 3781.47, 3781.47, 3757.45, 5.6160000000000005, 5.776, 5.8, 5.515, 0.7773, 0.7793, 0.7839, 0.7763, 6087.86, 6144.67, 6167.17, 6083.23, 1128.5, 1126.4, 1131.9, 1126.0, 1097.0700000000004, 1089.98, 1103.05, 1085.66, 12075.09, 12225.42, 12229.9, 12061.68, 1029.37, 1021.63, 1030.03, 1016.54, 2.99, 3.0, 3.0286, 2.9679, 32.621, 32.815, 33.555, 32.38, 2092.21, 2066.98
2011-12-06, 1902.82, 5567.96, 5552.29, 5602.8, 5545.93, 58910.48, 57893.71, 59244.99, 57893.71, 6106.09, 6137.87, 6170.04, 6086.42, 1559.28, 1547.13, 1561.96, 1537.7, 1517.89, 1505.77, 1521.3, 1499.36, 5039.15, 5036.5, 5055.4, 5002.55, 1257.08, 1244.33, 1266.73, 1244.33, 3.6039999999999996, 3.6, 3.6189999999999998, 3.5380000000000003, 2655.76, 2666.47, 2674.53, 2641.59, 144.78, 145.23, 145.86, 144.7, 1.0171, 1.0162, 1.0195, 1.012, 59102.0, 58475.0, 59430.0, 58310.0, 21.947, 22.0657, 22.2471, 21.9059, 100.99, 101.23, 102.44, 100.24, 37103.17, 36756.11, 37248.73, 36565.3, 12097.83, 12021.54, 12186.53, 12021.46, 233.95, 229.4, 235.2, 228.5, 988.71, 983.2, 992.03, 976.04, 109.81, 110.36, 111.62, 109.2, 1760.68, 1763.18, 1771.84, 1757.03, 1.3157, 1.3151, 1.3195, 1.3092, 747.03, 748.0, 752.8, 740.3, 1730.7, 1748.9, 1752.6, 1718.7, 580.25, 588.25, 593.75, 580.0, 3780.79, 3780.56, 3791.54, 3762.63, 5.1739999999999995, 5.7120000000000015, 5.727, 5.101, 0.78, 0.7801, 0.7836, 0.7762, 5995.92, 6087.86, 6088.77, 5985.05, 1125.0, 1128.5, 1133.5, 1125.0, 1108.94, 1094.39, 1111.53, 1093.68, 12119.33, 12152.06, 12268.91, 12076.17, 1030.07, 1027.85, 1033.12, 1020.51, 2.9924, 2.9905, 3.0807, 2.9833, 32.306, 32.735, 32.96, 31.85, 2128.41, 2100.59
