@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute RTSI_Now numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_Low numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Open numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Open numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute Tadawul_High numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Open numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Open numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric

@data
2014-01-20, 1953.78, 2.5380000000000003, 2.5, 1.3541, 1.362, 408.26, 404.85, 408.55, 404.85, 6829.3, 6840.5, 8.753, 8.7825, 8.731, 175.18, 174.94, 4.3260000000000005, 4.385, 49181.86, 49696.28, 49868.22, 49174.03, 2.36, 2.404, 2.404, 2.36, 9742.96, 9789.89, 1395.79, 1486.88, 1480.63, 2.846, 6327.1, 6246.35, 1844.23, 1835.23, 3.385, 3.407, 2017.52, 2017.87, 2001.33, 1447.7, 1449.47, 1433.67, 4207.82, 4217.24, 136.91, 137.07, 2.416, 2.821, 2.845, 2.86, 2.818, 1166.49, 1174.2, 1162.78, 1.0962, 1.093, 1.778, 1.78, 1.751, 17.2378, 17.2207, 93.94, 41911.31, 42172.86, 15734.46, 15621.8, 3.64, 3.64, 8478.89, 8473.87, 8485.96, 8457.14, 16495.26, 117.15, 118.0, 116.3, 1341.12, 932.52, 937.57, 939.66, 929.15, 106.48, 105.55, 105.44, 1.1231, 1.1167, 1172.09, 1173.37, 1166.76, 453.27, 453.91, 448.13, 1417.1, 1417.1, 10453.7, 10393.5, 1.6424, 1.6461, 1.6312, 428.0, 422.25, 19969.33, 19880.51, 20027.08, 19796.27, 4408.37, 4429.57, 3.705, 3.721, 3.722, 3.673, 0.835, 0.8356, 0.8244, 6168.2, 6178.19, 6131.05, 0.675, 0.6729999999999999, 0.685, 968.62, 965.48, 1061.9, 1338.58, 1348.875, 1335.885, 13888.21, 13831.58, 13910.38, 8764.744999999999, 1305.07, 1306.82, 1287.2, 2.99, 3.8160000000000003, 3.8289999999999997, 104.5, 20.09, 572.88, 574.25, 562.88, 4.113, 2969.15
2014-01-21, 1963.89, 2.508, 2.469, 1.3552, 1.3543, 408.0, 407.18, 408.03, 406.54, 6836.73, 6837.53, 8.779, 8.8145, 8.764, 175.49, 175.49, 4.293, 4.3, 48708.41, 49180.62, 49292.2, 48673.05, 2.339, 2.342, 2.372, 2.339, 9715.9, 9733.4, 1394.49, 1495.36, 1485.75, 2.839, 6307.45, 6243.35, 1842.64, 1833.805, 3.3775, 3.3960000000000004, 2001.89, 2005.94, 1984.82, 1436.43, 1443.59, 1434.52, 4215.4, 4222.585, 137.145, 136.76, 2.397, 2.8289999999999997, 2.8289999999999997, 2.8289999999999997, 2.827, 1168.85, 1164.05, 1163.29, 1.0948, 1.0963, 1.7519999999999998, 1.76, 1.729, 17.250999999999998, 17.2434, 93.66, 41976.37, 41911.31, 15641.68, 15574.23, 3.65, 3.65, 8480.95, 8472.4, 8500.94, 8464.86, 16507.93, 116.675, 117.575, 115.5, 1346.8, 937.29, 930.32, 938.63, 929.47, 106.35, 106.28, 105.81, 1.1258, 1.1165, 1173.57, 1175.2399999999998, 1167.52, 453.78, 456.95, 453.02, 1257.9, 1253.1, 10440.0, 10403.5, 1.6431, 1.6454, 1.6397, 426.875, 421.625, 19973.45, 19943.67, 19999.47, 19883.8, 4408.03, 4435.97, 3.687, 3.6910000000000003, 3.702, 3.645, 0.8257, 0.8327, 0.821, 6132.76, 6177.33, 6131.05, 0.667, 0.6729999999999999, 0.6729999999999999, 971.65, 966.47, 1062.05, 1328.21, 1345.76, 1325.51, 13990.29, 13888.21, 13990.29, 8749.61, 1290.95, 1297.93, 1287.84, 3.0309, 3.7939999999999996, 3.795, 104.34, 20.335, 569.005, 570.94, 561.88, 4.084, 2964.32
2014-01-22, 1970.42, 2.532, 2.484, 1.3561, 1.3552, 405.19, 408.43, 408.81, 404.26, 6834.26, 6867.42, 8.777999999999999, 8.7945, 8.76, 175.68, 175.56, 4.431, 4.475, 48542.07, 48728.2, 49123.53, 48440.05, 2.208, 2.354, 2.39, 2.208, 9730.12, 9794.05, 1395.87, 1504.68, 1495.92, 2.866, 6330.3, 6297.9, 1841.05, 1832.38, 3.37, 3.385, 1992.02, 2014.15, 1992.02, 1441.07, 1445.78, 1439.42, 4222.98, 4227.93, 137.33, 137.11, 2.415, 2.832, 2.827, 2.867, 2.819, 1170.47, 1168.32, 1162.85, 1.0966, 1.0949, 1.75, 1.7730000000000001, 1.739, 17.2546, 17.1921, 93.43, 41838.63, 41976.63, 15795.96, 15705.84, 3.66, 3.66, 8486.37, 8478.87, 8544.12, 8472.93, 16520.6, 116.2, 117.15, 114.7, 1348.66, 938.05, 936.85, 940.28, 934.26, 106.73, 106.35, 106.28, 1.1275, 1.1221, 1175.05, 1177.11, 1168.28, 451.87, 455.05, 449.58, 1405.1, 1405.1, 10469.8, 10344.2, 1.6476, 1.6486, 1.6399, 425.75, 421.0, 19995.75, 20063.54, 20167.48, 19992.7, 4442.35, 4457.52, 3.7289999999999996, 3.694, 3.741, 3.6830000000000003, 0.8323, 0.8339, 0.8294, 6156.77, 6175.98, 6153.54, 0.6809999999999999, 0.667, 0.6920000000000001, 971.41, 966.29, 1063.65, 1332.87, 1334.73, 1327.01, 13951.77, 13990.24, 13999.6, 8743.73, 1294.68, 1304.28, 1285.17, 3.0281, 3.827, 3.798, 104.76, 20.3, 565.13, 567.63, 560.88, 4.106, 2958.83
2014-01-23, 1947.59, 2.5269999999999997, 2.483, 1.3548, 1.3559, 407.45, 406.92, 408.37, 405.47, 6826.33, 6864.87, 8.806000000000003, 8.8195, 8.767999999999999, 176.67, 176.15, 4.689, 4.725, 49299.66, 48542.99, 49487.04, 48542.99, 2.378, 2.369, 2.378, 2.369, 9720.11, 9765.63, 1391.75, 1498.73, 1503.6, 2.905, 6349.95, 6287.45, 1844.71, 1840.88, 3.385, 3.388, 2009.97, 2052.34, 2008.93, 1443.99, 1451.18, 1443.57, 4234.58, 4246.55, 137.605, 137.3, 2.439, 2.867, 2.83, 2.867, 2.8289999999999997, 1171.27, 1169.74, 1168.75, 1.1086, 1.097, 1.75, 1.768, 1.7380000000000002, 17.2726, 17.2117, 95.12, 42062.82, 41849.02, 15820.96, 15631.41, 3.68, 3.68, 8466.7, 8488.54, 8505.28, 8429.18, 16453.49, 114.85, 115.9, 114.25, 1349.76, 944.94, 937.46, 948.42, 936.71, 108.27, 106.9, 106.78, 1.1356, 1.1225, 1177.3, 1182.04, 1175.29, 449.86, 453.53, 448.95, 1403.6, 1403.6, 10399.5, 10241.5, 1.6575, 1.6586, 1.6449, 429.0, 424.5, 19958.38, 20115.38, 20174.84, 19820.49, 4445.26, 4477.49, 3.7260000000000004, 3.73, 3.7310000000000003, 3.674, 0.8315, 0.8346, 0.8291, 6154.12, 6220.23, 6153.54, 0.684, 0.6829999999999999, 0.6890000000000001, 962.93, 961.96, 1069.25, 1331.49, 1337.19, 1329.85, 13988.2, 13951.77, 13999.58, 8789.35, 1282.2, 1296.03, 1280.09, 3.0269, 3.822, 3.82, 104.58, 19.809, 562.63, 566.63, 560.88, 4.188, 2952.36
2014-01-24, 1940.56, 2.484, 2.395, 1.3695, 1.3547, 403.89, 405.93, 408.1, 403.14, 6773.28, 6837.21, 8.788, 8.836, 8.788, 176.36, 176.36, 4.73, 4.947, 48320.64, 49293.58, 49598.35, 48320.64, 2.4019999999999997, 2.414, 2.42, 2.4019999999999997, 9631.04, 9728.78, 1381.59, 1496.9, 1498.73, 2.891, 6355.6, 6316.4, 1842.29, 1820.06, 3.361, 3.361, 2048.33, 2052.53, 2039.05, 1445.76, 1470.66, 1444.91, 4224.36, 4224.44, 138.365, 137.57, 2.427, 2.779, 2.8710000000000004, 2.873, 2.759, 1196.22, 1170.67, 1169.26, 1.1101, 1.1084, 1.75, 1.765, 1.704, 17.2632, 17.2632, 96.41, 41531.8, 42058.17, 15695.89, 15690.45, 3.65, 3.69, 8404.98, 8447.54, 8501.88, 8383.39, 16372.96, 115.2, 114.95, 114.6, 1337.52, 941.29, 944.67, 947.76, 936.82, 107.58, 108.14, 107.37, 1.1335, 1.116, 1181.34, 1181.34, 1166.67, 448.09, 453.27, 445.92, 1426.1, 1426.1, 10254.1, 10215.8, 1.6637, 1.6644, 1.6555, 431.25, 425.75, 19814.55, 19936.56, 20102.64, 19769.96, 4495.48, 4510.22, 3.7569999999999997, 3.741, 3.759, 3.713, 0.8307, 0.8338, 0.8259, 6213.15, 6233.6, 6201.18, 0.637, 0.685, 0.69, 967.04, 960.61, 1067.75, 1322.02, 1336.23, 1321.19, 13932.97, 13988.2, 14002.39, 8803.73, 1292.72, 1312.18, 1288.71, 3.0367, 3.863, 3.835, 104.84, 19.92, 561.63, 577.63, 561.63, 4.185, 2951.95
2014-01-27, 1910.34, 2.424, 2.342, 1.3678, 1.3697, 393.85, 404.17, 404.98, 393.54, 6663.74, 6784.42, 8.832, 8.874, 8.818, 177.61, 177.46, 5.182, 5.246, 47787.38, 48325.32, 48327.15, 47493.97, 2.351, 2.414, 2.414, 2.351, 9392.02, 9664.24, 1364.11, 1494.58, 1496.9, 2.8, 6331.45, 6263.9, 1826.96, 1790.29, 3.33, 3.33, 2037.67, 2060.99, 2034.45, 1469.5, 1484.56, 1468.54, 4194.97, 4197.93, 139.17, 138.31, 2.378, 2.719, 2.781, 2.7880000000000003, 2.7060000000000004, 1207.63, 1195.12, 1194.19, 1.1088, 1.1101, 1.683, 1.695, 1.6380000000000001, 17.3546, 17.2155, 96.25, 40979.8, 41532.78, 15391.56, 15288.32, 3.59, 3.62, 8201.5, 8375.47, 8380.68, 8198.1, 16203.29, 114.4, 115.1, 113.65, 1318.48, 938.12, 940.79, 944.74, 935.15, 107.88, 107.58, 106.23, 1.1219, 1.1092, 1165.19, 1165.19, 1141.8, 450.48, 451.37, 443.85, 1426.0, 1426.0, 10214.7, 9835.5, 1.6483, 1.6669999999999998, 1.648, 430.25, 425.5, 19358.99, 19829.25, 19874.84, 19358.99, 4479.39, 4480.62, 3.782, 3.7739999999999996, 3.8289999999999997, 3.759, 0.8299, 0.8315, 0.8211, 6226.88, 6280.61, 6226.14, 0.633, 0.636, 0.6459999999999999, 974.3, 964.93, 1075.15, 1315.845, 1324.85, 1310.66, 13717.76, 13932.97, 13932.97, 8775.0, 1314.54, 1320.65, 1307.16, 3.0808, 3.8930000000000002, 3.885, 103.59, 20.16, 571.13, 573.13, 562.63, 4.104, 2889.93
2014-01-28, 1916.93, 2.444, 2.3890000000000002, 1.3672, 1.3677, 390.79, 392.77, 393.89, 389.82, 6550.66, 6665.39, 8.904, 8.9285, 8.818, 179.35, 178.79, 4.8469999999999995, 5.442, 47701.05, 47781.54, 48146.88, 47492.69, 2.3280000000000003, 2.314, 2.3280000000000003, 2.314, 9349.22, 9402.72, 1346.51, 1478.23, 1494.18, 2.8080000000000003, 6188.55, 6130.25, 1791.03, 1772.88, 3.29, 3.3080000000000003, 2044.27, 2044.85, 2029.63, 1477.04, 1488.89, 1476.28, 4132.22, 4136.46, 139.555, 139.13, 2.365, 2.75, 2.715, 2.7680000000000002, 2.71, 1209.13, 1207.49, 1205.47, 1.1115, 1.1082, 1.662, 1.683, 1.6569999999999998, 17.3003, 17.1133, 95.21, 40863.41, 40980.34, 15005.73, 14933.55, 3.6, 3.61, 8132.16, 8179.25, 8182.14, 8105.56, 15942.77, 113.85, 114.2, 113.15, 1307.83, 947.08, 938.5, 949.68, 937.85, 106.69, 107.91, 106.45, 1.1182, 1.1087, 1147.54, 1147.54, 1121.12, 447.57, 453.47, 445.97, 1425.1, 1421.0, 9877.0, 9725.7, 1.6585, 1.6589, 1.6473, 432.75, 427.0, 19273.58, 19356.67, 19420.04, 19087.43, 4357.73, 4360.35, 3.763, 3.7939999999999996, 3.824, 3.739, 0.8226, 0.8261, 0.8194, 6258.98, 6285.98, 6225.13, 0.629, 0.621, 0.642, 974.9, 974.29, 1085.0, 1309.67, 1313.47, 1300.13, 13582.29, 13717.76, 13717.76, 8746.27, 1296.47, 1298.06, 1287.35, 3.1731, 3.907, 3.912, 102.94, 19.8, 567.13, 572.13, 563.13, 4.046, 2878.64
2014-01-29, 1941.15, 2.452, 2.404, 1.3669, 1.3673, 392.23, 391.88, 393.14, 390.22, 6572.33, 6590.66, 8.818, 8.8565, 8.742, 178.38, 178.05, 5.033, 5.115, 47840.93, 47749.85, 48487.51, 47749.85, 2.349, 2.3280000000000003, 2.349, 2.3280000000000003, 9406.91, 9427.59, 1332.51, 1469.57, 1477.91, 2.823, 6163.6, 6085.95, 1783.0, 1779.49, 3.2939999999999996, 3.2939999999999996, 2036.4, 2047.13, 2026.99, 1481.63, 1482.68, 1470.65, 4067.86, 4099.81, 139.03, 139.54, 2.365, 2.752, 2.753, 2.785, 2.739, 1203.22, 1209.22, 1197.32, 1.115, 1.1118, 1.6780000000000002, 1.696, 1.67, 17.0955, 17.0676, 95.63, 40660.93, 40873.53, 14980.16, 14952.83, 3.6, 3.62, 8186.62, 8131.87, 8222.74, 8130.69, 15945.89, 114.65, 113.5, 113.3, 1309.22, 947.71, 946.61, 952.46, 941.55, 107.41, 106.86, 106.76, 1.1234, 1.1132, 1128.86, 1138.24, 1127.73, 444.95, 449.1, 443.82, 1412.0, 1412.0, 9838.7, 9802.5, 1.6579, 1.6626, 1.6536, 433.75, 430.75, 19448.32, 19368.5, 19488.05, 19303.71, 4311.63, 4353.86, 3.697, 3.7260000000000004, 3.734, 3.688, 0.823, 0.8304, 0.8217, 6246.83, 6256.27, 6218.83, 0.635, 0.628, 0.638, 968.25, 965.24, 1079.35, 1314.47, 1315.29, 1306.62, 13687.66, 13583.0, 13706.45, 8700.42, 1286.73, 1287.81, 1268.07, 3.0924, 3.859, 3.8689999999999998, 103.27, 19.755, 564.13, 568.88, 564.13, 4.061, 2902.57
2014-02-03, 1919.96, 2.448, 2.359, 1.3663, 1.3668, 389.33, 395.35, 396.51, 384.68, 6544.28, 6645.23, 8.797, 8.849, 8.775, 177.29, 176.28, 5.557, 5.725, 47556.78, 47839.04, 47884.07, 47153.97, 2.355, 2.349, 2.355, 2.349, 9336.73, 9537.63, 1308.0, 1462.99, 1468.35, 2.839, 6170.45, 6109.8, 1790.15, 1770.45, 3.275, 3.275, 2042.18, 2051.58, 2039.77, 1474.86, 1475.85, 1455.14, 4060.61, 4091.27, 137.82, 138.97, 2.351, 2.679, 2.775, 2.79, 2.662, 1196.52, 1202.38, 1185.37, 1.1173, 1.1154, 1.689, 1.699, 1.6369999999999998, 17.1401, 17.0908, 96.32, 40689.9, 40656.28, 15383.91, 15159.92, 3.62, 3.63, 8135.81, 8230.34, 8249.04, 8080.47, 15927.08, 117.1, 114.7, 113.7, 1295.61, 935.28, 946.95, 950.99, 933.08, 107.85, 107.36, 106.93, 1.1241, 1.1127, 1130.13, 1134.16, 1119.82, 439.41, 445.51, 436.39, 1422.2, 1422.2, 9986.1, 9716.5, 1.6562, 1.6609, 1.6527, 431.75, 427.0, 19337.42, 19579.75, 19739.5, 19090.0, 4355.93, 4432.35, 3.715, 3.68, 3.739, 3.673, 0.8255, 0.8297, 0.8170000000000001, 6218.59, 6260.57, 6218.13, 0.619, 0.639, 0.653, 957.71, 956.03, 1073.05, 1307.89, 1325.38, 1306.11, 13643.22, 13687.66, 13687.66, 8742.63, 1274.65, 1279.32, 1267.82, 3.1299, 3.867, 3.825, 103.46, 19.533, 566.63, 566.88, 550.75, 4.12, 2880.93
2014-02-04, 1886.85, 2.378, 2.294, 1.3525, 1.3493, 383.63, 385.86, 388.54, 383.28, 6465.66, 6538.3, 8.841000000000003, 8.8875, 8.792, 178.15, 177.82, 4.905, 4.9860000000000015, 46147.52, 47622.76, 47622.76, 46109.45, 2.2969999999999997, 2.2969999999999997, 2.2969999999999997, 2.2969999999999997, 9186.52, 9357.58, 1293.2, 1442.84, 1453.55, 2.761, 6074.85, 5994.45, 1782.68, 1739.66, 3.216, 3.217, 2038.2079999999999, 2050.21, 2034.756, 1457.62, 1468.48, 1453.68, 4105.06, 4113.55, 139.66, 139.15, 2.224, 2.577, 2.6660000000000004, 2.68, 2.57, 1204.14, 1191.53, 1187.12, 1.1118, 1.1129, 1.659, 1.681, 1.6440000000000001, 17.226, 17.1941, 96.26, 40387.71, 40768.7, 14619.13, 14615.05, 3.6, 3.62, 8107.02, 8201.94, 8244.54, 8096.03, 15708.54, 135.95, 125.0, 125.0, 1285.21, 949.37, 945.32, 958.58, 943.8, 106.04, 106.4, 105.4, 1.1262, 1.1141, 1130.01, 1130.75, 1091.22, 444.53, 451.79, 444.17, 1417.1, 1417.1, 9911.5, 9712.5, 1.6305, 1.6446, 1.6288, 438.75, 433.25, 18907.16, 19411.54, 19520.05, 18907.16, 4407.0, 4410.78, 3.636, 3.659, 3.68, 3.6289999999999996, 0.8089, 0.8137, 0.807, 6241.97, 6249.23, 6219.34, 0.61, 0.621, 0.624, 975.67, 968.74, 1080.4, 1295.48, 1303.18, 1294.27, 13486.2, 13694.94, 13694.94, 8848.96, 1282.3, 1295.13, 1280.9, 2.9981, 3.76, 3.763, 102.42, 19.13, 554.88, 564.13, 554.13, 4.0089999999999995, 2844.21
2014-02-05, 1891.32, 2.351, 2.2969999999999997, 1.3519, 1.3525, 382.98, 380.57, 384.26, 379.51, 6449.27, 6478.16, 8.876, 8.9075, 8.853, 179.3, 178.38, 5.375, 5.397, 46964.22, 46147.52, 47131.61, 46145.89, 2.209, 2.2030000000000003, 2.2159999999999997, 2.2030000000000003, 9127.91, 9166.98, 1291.82, 1441.16, 1442.52, 2.716, 6017.8, 5933.3, 1743.82, 1743.82, 3.217, 3.22, 2034.236, 2048.84, 2029.7420000000002, 1466.23, 1474.3, 1461.05, 4019.44, 4044.2, 139.62, 139.59, 2.227, 2.6310000000000002, 2.5860000000000003, 2.635, 2.575, 1199.51, 1203.25, 1195.61, 1.1084, 1.112, 1.633, 1.659, 1.63, 17.3709, 17.2566, 96.37, 40085.52, 40881.12, 14008.47, 14008.47, 3.54, 3.58, 8092.53, 8076.17, 8121.89, 8053.74, 15481.85, 136.25, 135.95, 133.05, 1275.77, 967.63, 948.94, 969.66, 947.53, 105.78, 105.85, 105.49, 1.1344, 1.1118, 1099.69, 1107.62, 1094.47, 450.63, 450.75, 443.03, 1407.3, 1407.3, 9684.7, 9654.8, 1.6326, 1.6345, 1.6256, 442.0, 434.5, 19019.71, 18810.11, 19074.68, 18788.6, 4335.28, 4367.3, 3.7560000000000002, 3.742, 3.763, 3.734, 0.8083, 0.8256, 0.8048, 6219.34, 6219.34, 6219.34, 0.619, 0.61, 0.622, 977.99, 973.94, 1087.4, 1301.08, 1301.74, 1278.86, 13504.48, 13486.2, 13506.93, 8806.92, 1281.34, 1283.18, 1273.94, 3.006, 3.7880000000000003, 3.805, 101.68, 19.402, 563.63, 585.63, 562.13, 4.0, 2847.75
2014-02-06, 1907.89, 2.395, 2.314, 1.3533, 1.3519, 382.65, 381.75, 384.61, 380.96, 6457.89, 6483.73, 8.812000000000003, 8.8865, 8.802999999999997, 177.49, 177.32, 5.03, 5.737, 46624.39, 46964.22, 47148.43, 46224.19, 2.224, 2.227, 2.227, 2.2230000000000003, 9116.32, 9154.72, 1317.5, 1456.0, 1442.02, 2.701, 6028.05, 5962.05, 1753.38, 1737.92, 3.233, 3.233, 2030.264, 2047.47, 2024.7279999999998, 1464.68, 1465.62, 1452.73, 4015.5, 4026.28, 138.89, 139.56, 2.222, 2.6689999999999996, 2.6289999999999996, 2.675, 2.5989999999999998, 1193.27, 1198.56, 1188.65, 1.1083, 1.1081, 1.6469999999999998, 1.652, 1.599, 17.2048, 17.1888, 96.8, 39880.87, 40099.39, 14180.38, 13995.86, 3.54, 3.55, 8112.96, 8096.82, 8137.41, 8078.81, 15478.21, 143.1, 136.25, 134.25, 1283.96, 960.39, 966.92, 968.55, 956.98, 106.25, 106.09, 105.58, 1.1341, 1.1261, 1098.93, 1098.93, 1082.73, 449.43, 450.62, 445.07, 1413.0, 1413.0, 9752.4, 9700.4, 1.6309, 1.6343, 1.6252, 444.0, 439.0, 19069.62, 19018.79, 19177.71, 18930.27, 4378.05, 4391.89, 3.7260000000000004, 3.7510000000000003, 3.753, 3.7110000000000003, 0.8239, 0.8251, 0.8184, 6221.08, 6225.22, 6175.63, 0.614, 0.618, 0.62, 972.66, 968.8, 1076.4, 1303.25, 1305.64, 1298.21, 13559.69, 13504.48, 13569.78, 8799.8, 1283.22, 1287.05, 1272.04, 2.9963, 3.763, 3.786, 101.77, 19.745, 584.38, 588.63, 579.13, 4.013999999999999, 2847.32
2014-02-07, 1922.5, 2.4419999999999997, 2.3819999999999997, 1.359, 1.3533, 388.41, 384.8, 389.67, 383.51, 6558.28, 6566.01, 8.821, 8.8745, 8.801, 177.49, 177.07, 4.931, 5.396, 47738.09, 46987.52, 48033.74, 46632.17, 2.2680000000000002, 2.258, 2.2680000000000002, 2.224, 9256.58, 9274.46, 1330.28, 1466.7, 1456.0, 2.7539999999999996, 6048.35, 5965.4, 1752.99, 1752.99, 3.2289999999999996, 3.265, 2026.2920000000001, 2046.1, 2019.714, 1458.07, 1469.78, 1452.63, 4022.66, 4064.06, 139.06, 138.82, 2.283, 2.702, 2.6689999999999996, 2.7089999999999996, 2.658, 1197.55, 1192.32, 1187.11, 1.1069, 1.1084, 1.649, 1.705, 1.6380000000000001, 17.1842, 17.1442, 97.25, 40288.78, 39881.52, 14155.12, 14155.12, 3.55, 3.57, 8218.44, 8133.41, 8236.29, 8110.97, 15632.09, 135.75, 142.6, 134.8, 1298.03, 966.45, 959.84, 969.14, 958.24, 107.19, 106.28, 106.15, 1.1392, 1.1285, 1095.96, 1107.44, 1093.59, 452.91, 453.94, 446.8, 1410.2, 1410.2, 9840.7, 9807.2, 1.6322, 1.6351, 1.6273, 447.25, 441.25, 19504.24, 19188.57, 19504.24, 19119.43, 4386.54, 4424.71, 3.667, 3.7230000000000003, 3.7310000000000003, 3.658, 0.8211, 0.8282, 0.8206, 6175.17, 6182.36, 6160.89, 0.624, 0.615, 0.627, 974.8, 969.14, 1076.15, 1307.98, 1313.57, 1303.23, 13713.4, 13560.33, 13732.74, 8825.07, 1289.35, 1295.38, 1285.39, 2.9918, 3.762, 3.766, 102.19, 19.908, 586.75, 592.88, 579.63, 4.093999999999999, 2894.73
