@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Open numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_High numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_High numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric

@data
2007-12-17, 1839.82, 4.148, 4.148, 4.148, 1.4419, 1.4661, 1.4411, 510.43, 506.33, 6397.0, 6426.2, 9.971, 9.924, 9.982, 126.17, 125.43, 126.23, 125.43, 7.2070000000000025, 62444.97, 63454.75, 3.362, 3.362, 3.362, 7948.36, 7873.27, 2269.53, 2325.11, 2263.72, 1895.25, 1928.99, 1936.8, 1880.74, 4.827, 4.827, 4.827, 6047.7, 6078.55, 1486.67, 1467.78, 2.937, 2.957, 5007.91, 4860.16, 1352.64, 1339.65, 2635.74, 2647.68, 118.57, 118.54, 4.4, 4.242, 4.242, 806.5, 804.78, 1.0172, 1.0249, 4.303999999999999, 4.303999999999999, 4.303999999999999, 63167.0, 23.5241, 23.5241, 23.5003, 91.27, 90.6, 29994.9, 30084.97, 30164.65, 15433.77, 5.83, 5.83, 8701.71, 8707.94, 13339.85, 13557.54, 130.75, 1102.12, 1109.76, 800.63, 818.29, 799.92, 0.7153, 0.718, 92.5, 93.66, 91.38, 1875.03, 1886.9, 1902.49, 1872.68, 1.2498, 1.2691, 1.2467, 753.93, 769.7, 753.59, 517.16, 517.16, 800.3, 803.5, 789.6, 15575.7, 15564.1, 15596.2, 15429.5, 2.0156, 2.045, 420.0, 417.5, 416.25, 39004.0, 39004.0, 38608.0, 2753.05, 4.434, 4.434, 0.7857, 0.7651, 2507.02, 2512.98, 2517.23, 2507.02, 1.52, 1.52, 914.41, 905.48, 918.29, 904.78, 930.05, 924.75, 924.75, 1196.335, 13674.23, 13689.28, 13747.25, 13636.89, 8.2004, 8.2854, 10847.64, 836.4, 834.16, 843.99, 834.12, 2.6079, 2.6646, 2.6025, 4.601, 4.601, 113.41, 112.18, 113.61, 13.995, 14.0, 13.75, 937.0, 948.5, 6.285, 6.285, 4109.46
2007-12-18, 1861.47, 4.144, 4.144, 4.144, 1.44, 1.4455, 1.4331, 505.66, 502.38, 6277.8, 6397.0, 9.916, 9.958, 9.987, 126.51, 126.09, 126.77, 126.09, 7.1, 59828.21, 62444.64, 3.4130000000000003, 3.4130000000000003, 3.4130000000000003, 7825.44, 7812.02, 2251.07, 2269.53, 2233.37, 1887.61, 1895.25, 1899.01, 1867.98, 4.851, 4.851, 4.851, 5777.0, 6039.95, 1465.05, 1445.43, 2.873, 2.951, 4876.76, 4874.62, 1337.42, 1337.32, 2574.46, 2623.23, 119.19, 119.16, 4.419, 4.151, 4.151, 813.17, 803.74, 1.006, 1.0229, 4.3389999999999995, 4.3389999999999995, 4.3389999999999995, 60437.0, 23.5188, 23.5188, 23.4951, 90.63, 89.49, 28968.2, 29994.16, 29994.16, 15219.07, 5.77, 5.77, 8617.27, 8617.27, 13167.2, 13378.38, 130.2, 1097.69, 1097.69, 800.33, 807.05, 798.61, 0.7119, 0.7158, 91.69, 92.42, 90.12, 1888.62, 1872.77, 1888.62, 1872.4, 1.2526, 1.2571, 1.2441, 739.06, 751.47, 739.06, 513.85, 513.85, 793.5, 794.5, 788.4, 15318.5, 15404.4, 15444.5, 15302.7, 2.0217, 2.0227, 438.75, 437.75, 431.5, 38472.0, 38870.0, 38200.0, 2731.78, 4.3919999999999995, 4.3919999999999995, 0.7695, 0.7521, 2499.95, 2507.02, 2512.69, 2499.95, 1.57, 1.545, 928.4, 913.16, 931.27, 911.91, 933.6, 929.8, 929.8, 1173.89, 13387.11, 13587.97, 13674.23, 13376.26, 8.2722, 8.2768, 10957.43, 817.62, 834.18, 834.18, 817.62, 2.5979, 2.6386, 2.5783, 4.629, 4.629, 112.86, 113.47, 113.5, 13.6, 13.6, 13.6, 984.0, 1009.5, 6.285, 6.285, 4039.16
2007-12-20, 1844.37, 4.051, 4.051, 4.051, 1.4409, 1.4438, 1.4367, 502.05, 501.79, 6279.3, 6344.3, 9.9995, 9.908, 10.0165, 127.21, 126.45, 127.64, 126.45, 7.185, 61096.28, 61421.47, 3.397, 3.397, 3.397, 7850.74, 7796.1, 2269.09, 2270.94, 2249.97, 1908.63, 1887.61, 1913.4, 1883.53, 4.816, 4.816, 4.816, 5742.3, 5874.6, 1460.16, 1435.65, 2.87, 2.86, 4836.17, 4812.16, 1344.0, 1343.67, 2596.03, 2597.59, 119.73, 119.66, 4.388999999999999, 4.122, 4.122, 814.99, 811.42, 1.0055, 1.0143, 4.317, 4.317, 4.317, 61620.0, 23.6414, 23.6414, 23.6304, 90.49, 88.88, 29254.98, 28993.48, 29424.98, 15004.41, 5.83, 5.83, 8485.89, 8565.17, 13232.47, 13346.84, 131.35, 1067.85, 1078.63, 808.31, 812.33, 799.09, 0.7155, 0.716, 91.58, 92.89, 89.33, 1891.95, 1886.21, 1903.71, 1885.08, 1.2552, 1.2618, 1.2478, 754.06, 754.73, 735.85, 519.27, 519.27, 793.0, 804.8, 793.0, 15282.1, 15282.9, 15441.4, 15276.1, 2.0145, 2.0227, 432.0, 438.0, 431.25, 38179.0, 38637.0, 38179.0, 2674.15, 4.385, 4.385, 0.7592, 0.7503, 2502.37, 2499.95, 2518.97, 2499.95, 1.545, 1.53, 934.31, 928.2, 938.33, 925.78, 939.45, 933.65, 933.65, 1183.32, 13358.07, 13534.46, 13535.93, 13295.59, 8.2818, 8.3306, 11031.6675, 813.9, 815.08, 824.62, 813.36, 2.5554, 2.6477, 2.5332, 4.603, 4.603, 113.38, 112.91, 113.53, 14.025, 14.045, 14.01, 969.25, 977.0, 6.295, 6.295, 4057.55
2007-12-21, 1878.32, 3.9789999999999996, 3.9789999999999996, 3.9789999999999996, 1.432, 1.4392, 1.4309, 504.13, 503.93, 6345.6, 6367.7, 10.007, 9.953, 10.014, 128.06, 127.29, 128.16, 127.03, 7.25, 61716.2, 62466.67, 3.301, 3.301, 3.301, 7869.19, 7842.17, 2283.28, 2283.95, 2265.33, 1926.45, 1899.42, 1927.84, 1899.42, 4.726, 4.726, 4.726, 5766.5, 5799.5, 1461.53, 1447.22, 2.958, 2.9739999999999998, 5043.53, 4923.3, 1350.1, 1347.79, 2640.86, 2628.12, 120.4, 120.14, 4.385, 4.053999999999999, 4.053999999999999, 814.05, 811.43, 1.0008, 1.005, 4.292, 4.292, 4.292, 62130.0, 23.7878, 23.7878, 23.7652, 91.06, 90.57, 29148.45, 29074.12, 29200.92, 15017.97, 5.78, 5.78, 8402.25, 8483.82, 13245.64, 13354.0, 133.7, 1064.47, 1074.64, 809.93, 812.0, 804.21, 0.7222, 0.7242, 91.91, 92.48, 90.66, 1871.16, 1876.15, 1884.55, 1868.49, 1.2526, 1.2581, 1.2507, 767.54, 767.54, 750.65, 522.0, 522.0, 799.5, 800.0, 794.2, 15140.2, 15213.5, 15271.8, 15107.4, 1.9827, 1.9985, 437.5, 434.25, 431.75, 38114.0, 38196.0, 37858.0, 2684.25, 4.36, 4.36, 0.7595, 0.753, 2510.03, 2506.28, 2522.45, 2506.28, 1.48, 1.48, 943.46, 936.48, 948.39, 934.77, 943.65, 939.45, 937.55, 1188.1, 13407.01, 13456.73, 13468.36, 13350.24, 8.3443, 8.3666, 11105.905, 791.71, 805.86, 807.38, 790.87, 2.5895, 2.6334, 2.5842, 4.584, 4.584, 113.09, 113.39, 113.46, 14.196, 14.196, 14.196, 977.0, 983.0, 6.28, 6.28, 4057.92
2007-12-24, 1919.47, 3.9989999999999997, 3.9989999999999997, 3.9989999999999997, 1.4367, 1.4411, 1.4316, 512.03, 510.44, 6434.1, 6451.8, 9.977, 10.0, 10.04, 127.7, 128.02, 128.63, 127.6, 7.25, 63097.71, 63397.61, 3.3569999999999998, 3.3569999999999998, 3.3569999999999998, 8002.67, 7913.38, 2296.09, 2297.64, 2283.54, 1931.2, 1926.45, 1939.51, 1917.95, 4.636, 4.636, 4.636, 5875.8, 5900.275, 1485.4, 1463.19, 3.094, 3.0639999999999996, 5101.78, 5013.76, 1350.99, 1348.81, 2691.99, 2676.85, 120.89, 120.47, 4.369, 4.172, 4.172, 813.63, 812.13, 0.9914, 1.0021, 4.268, 4.268, 4.268, 63787.0, 23.9809, 23.9809, 23.966, 93.31, 90.83, 29638.4, 29148.45, 29736.11, 14998.01, 5.78, 5.78, 8463.94, 8506.03, 13450.65, 13518.2, 134.2, 1059.99, 1080.58, 815.46, 818.1, 808.54, 0.7244, 0.7257, 91.0, 92.95, 90.61, 1865.16, 1870.56, 1881.87, 1861.95, 1.2611, 1.2676, 1.2517, 785.6, 785.61, 774.33, 525.66, 525.66, 800.0, 812.5, 800.0, 15289.3, 15299.2, 15348.3, 15233.8, 1.9838, 1.9897, 443.5, 437.0, 436.5, 38129.0, 38408.0, 37866.0, 2694.350000000001, 4.423, 4.423, 0.768, 0.7588, 2517.92, 2508.155, 2527.43, 2508.155, 1.54, 1.52, 947.46, 941.98, 948.9, 940.68, 940.6, 943.8, 940.1, 1203.185, 13596.09, 13348.68, 13603.31, 13348.36, 8.2389, 8.3836, 11180.1425, 813.6, 795.62, 813.6, 795.16, 2.6091, 2.6439, 2.5821, 4.563, 4.563, 114.16, 113.1, 114.22, 14.37, 14.385, 14.37, 954.75, 960.0, 6.25, 6.25, 4114.59
2007-12-26, 1906.72, 4.077, 4.077, 4.077, 1.4399, 1.4414, 1.4359, 515.29, 514.79, 6479.3, 6485.6, 9.991, 9.97, 9.994, 127.88, 127.6, 127.92, 127.18, 7.17, 63692.985, 63851.0, 3.435, 3.435, 3.435, 8014.6466666666665, 7950.51, 2303.28, 2307.62, 2296.51, 1929.31, 1931.2, 1943.82, 1927.55, 4.712, 4.712, 4.712, 5985.1, 6001.05, 1497.63, 1484.55, 3.147, 3.1830000000000003, 5234.26, 5104.65, 1351.35, 1346.89, 2713.5, 2694.35, 120.51, 120.05, 4.431, 4.2139999999999995, 4.2139999999999995, 812.25, 810.34, 0.9862, 0.9937, 4.288, 4.288, 4.288, 64278.5, 23.8762, 23.8762, 23.8534, 94.13, 92.5, 29853.77, 29639.17, 29871.47, 15278.74, 5.78, 5.78, 8475.266666666666, 8524.6, 13550.04, 13562.72, 133.925, 1066.3033333333333, 1083.0066666666667, 818.39, 819.79, 812.91, 0.7284, 0.7291, 92.29, 92.82, 91.35, 1857.73, 1864.42, 1866.76, 1855.2, 1.2646, 1.2683, 1.2598, 794.39, 794.39, 785.88, 523.96, 523.96, 811.5, 814.1, 809.8, 15278.266666666665, 15314.2, 15364.833333333332, 15215.433333333332, 1.9769, 1.9847, 444.0, 442.75, 440.25, 38212.333333333336, 38418.333333333336, 37976.333333333336, 2704.4500000000007, 4.422, 4.428, 0.7676, 0.7619, 2525.81, 2510.03, 2532.41, 2510.03, 1.5550000000000002, 1.535, 952.89, 947.78, 954.83, 943.6, 939.6, 940.4, 937.2, 1218.27, 13694.84, 13608.46, 13694.84, 13596.09, 8.2158, 8.2527, 11254.38, 827.4000000000003, 821.04, 831.2, 816.0, 2.5947, 2.6264, 2.5658, 4.5760000000000005, 4.5760000000000005, 114.37, 114.09, 114.5, 14.52, 14.52, 14.52, 944.0, 947.0, 6.25, 6.25, 4136.91
2007-12-27, 1908.62, 4.0855, 4.0855, 4.0855, 1.4493, 1.4507, 1.439, 516.62, 515.155, 6488.55, 6495.15, 9.9825, 9.983, 10.0015, 127.83, 128.15, 128.32, 127.78, 7.068, 64288.26, 64304.39, 3.4755000000000003, 3.4755000000000003, 3.4755000000000003, 8026.623333333334, 7987.64, 2283.08, 2293.03, 2277.36, 1904.27, 1918.75, 1919.66, 1901.02, 4.68, 4.68, 4.68, 6070.75, 6085.25, 1498.85, 1488.2, 3.155, 3.1839999999999997, 5233.35, 5158.76, 1352.54, 1349.35, 2724.41, 2702.82, 120.31, 120.11, 4.431, 4.285, 4.285, 815.73, 808.64, 0.9807, 0.9867, 4.308, 4.308, 4.308, 64770.0, 23.8447, 23.8447, 23.8194, 95.97, 93.99, 30002.46, 29857.6, 30041.45, 15559.47, 5.78, 5.78, 8486.593333333334, 8543.17, 13551.69, 13614.53, 133.65, 1072.6166666666668, 1085.4333333333334, 820.41, 821.44, 815.99, 0.7306, 0.7317, 93.0, 95.06, 92.8, 1862.73, 1860.09, 1864.16, 1853.94, 1.2693, 1.2702, 1.2609, 797.03, 799.57, 788.6, 530.58, 530.58, 815.7, 826.9, 815.7, 15267.233333333335, 15329.2, 15381.366666666667, 15197.066666666668, 1.9836, 1.985, 452.25, 446.75, 446.75, 38295.66666666666, 38428.66666666666, 38086.66666666666, 2714.55, 4.4369999999999985, 4.44, 0.7696, 0.7636, 2522.79, 2525.81, 2532.67, 2522.79, 1.57, 1.55, 957.18, 952.92, 958.07, 950.46, 938.9, 939.7, 938.0, 1223.58, 13685.205, 13647.505, 13716.7, 13631.235, 8.2137, 8.2406, 11252.77, 841.2, 846.46, 848.8, 836.84, 2.6412, 2.6801, 2.594, 4.589, 4.589, 114.31, 114.09, 114.41, 14.53, 14.7, 14.53, 939.0, 952.5, 6.3, 6.3, 4137.6399999999985
2007-12-28, 1897.13, 4.093999999999999, 4.093999999999999, 4.093999999999999, 1.4613, 1.464, 1.4469, 517.95, 515.52, 6497.8, 6504.7, 9.988, 9.978, 9.996, 128.53, 127.82, 128.56, 127.69, 7.301, 63774.38, 64583.78, 3.516, 3.516, 3.516, 8038.6, 8024.77, 2291.46, 2293.85, 2280.32, 1907.39, 1904.27, 1917.75, 1896.14, 4.648, 4.648, 4.648, 6081.5, 6110.85, 1495.05, 1475.86, 3.105, 3.167, 5308.89, 5203.5, 1359.75, 1357.57, 2676.79, 2715.02, 120.21, 120.13, 4.437, 4.203, 4.203, 824.8, 813.81, 0.9808, 0.9857, 4.328, 4.328, 4.328, 64163.0, 23.8148, 23.8148, 23.7921, 96.62, 95.22, 29642.12, 29969.25, 29969.25, 15535.51, 5.74, 5.74, 8497.92, 8561.74, 13359.61, 13551.53, 131.8, 1078.93, 1087.86, 824.76, 827.12, 818.64, 0.7327, 0.7341, 94.0, 95.87, 93.27, 1876.68, 1861.81, 1878.1, 1860.59, 1.2721, 1.2744, 1.2633, 773.51, 795.66, 773.51, 532.64, 532.64, 824.8, 832.5, 824.8, 15256.2, 15344.2, 15397.9, 15178.7, 1.9951, 1.9966, 454.75, 451.75, 450.5, 38379.0, 38439.0, 38197.0, 2739.7, 4.452, 4.452, 0.7726, 0.7657, 2537.89, 2522.79, 2548.02, 2522.79, 1.585, 1.537, 957.25, 956.29, 961.56, 953.64, 940.6, 939.5, 938.5, 1217.22, 13675.57, 13686.55, 13738.56, 13666.38, 8.2698, 8.2821, 11074.476666666667, 852.06, 844.57, 852.22, 837.47, 2.6803, 2.699, 2.635, 4.602, 4.602, 113.72, 114.29, 114.68, 14.61, 14.61, 14.61, 940.75, 946.0, 6.35, 6.35, 4138.37
2008-01-02, 1853.45, 4.087, 4.087, 4.087, 1.4717, 1.4729, 1.4592, 514.07, 514.07, 6476.9, 6497.8, 9.9625, 9.979, 9.9935, 128.16, 128.45, 128.59, 127.95, 7.41, 63886.1, 64123.55, 3.537, 3.537, 3.537, 8067.32, 7991.81, 2290.51, 2292.96, 2271.95, 1888.86, 1907.39, 1907.39, 1883.75, 4.704, 4.704, 4.704, 6079.7, 6098.6, 1488.01, 1471.7, 3.0580000000000003, 3.102, 5261.56, 5248.69, 1374.47, 1366.4, 2674.46, 2693.36, 120.45, 119.86, 4.466, 4.077, 4.077, 830.34, 820.18, 0.9808, 0.985, 4.368, 4.368, 4.368, 64361.0, 23.864, 23.864, 23.8337, 96.0, 95.87, 29700.19, 29642.86, 29820.31, 15240.96, 5.74, 5.74, 8467.58, 8571.76, 13365.87, 13494.3, 133.1, 1073.66, 1082.89, 819.04, 826.28, 815.68, 0.7383, 0.7391, 94.96, 95.86, 93.8, 1865.78, 1875.39, 1877.61, 1862.42, 1.265, 1.2739, 1.2602, 771.76, 782.35, 771.32, 525.14, 525.14, 826.6, 840.2, 826.6, 15182.3, 15202.0, 15251.7, 15124.9, 1.9931, 2.0025, 452.0, 453.5, 451.75, 38239.0, 38563.0, 38204.0, 2745.83, 4.408, 4.408, 0.7751, 0.7684, 2538.29, 2537.89, 2550.22, 2537.89, 1.55, 1.5, 954.57, 958.21, 959.66, 949.23, 936.0, 940.3, 935.1, 1217.135, 13821.34, 13695.31, 13822.3, 13675.57, 8.3123, 8.3218, 10896.183333333332, 858.1, 847.32, 859.8, 846.45, 2.637, 2.701, 2.633, 4.615, 4.615, 112.56, 113.67, 114.03, 14.745, 14.825, 14.725, 914.0, 920.25, 6.415, 6.415, 4147.19
2008-01-03, 1852.73, 3.99, 3.99, 3.99, 1.4727, 1.4752, 1.4589, 514.68, 509.12, 6416.7, 6512.3, 9.989, 9.924, 9.99, 128.46, 127.65, 128.5, 127.51, 7.875, 62815.13, 63906.07, 3.4560000000000004, 3.4560000000000004, 3.4560000000000004, 7949.11, 7925.11, 2291.518333333333, 2296.1933333333336, 2275.09, 1891.86, 1904.301666666667, 1909.67, 1884.601666666667, 4.566, 4.566, 4.566, 6179.4, 6197.0, 1471.77, 1442.07, 3.05, 3.05, 5272.81, 5201.89, 1365.15, 1359.94, 2609.63, 2653.91, 119.97, 119.32, 4.425, 3.905, 3.905, 837.61, 822.07, 0.9936, 0.9972, 4.324, 4.324, 4.324, 63270.0, 23.8103, 23.8103, 23.7935, 99.62, 96.05, 28699.12, 29536.83, 29733.56, 15008.166666666664, 5.74, 5.74, 8438.86, 8496.380000000001, 13043.96, 13338.23, 134.0, 1081.44, 1081.44, 827.8, 828.08, 817.12, 0.7433, 0.745, 94.47, 98.0, 94.15, 1856.47, 1858.69, 1864.8, 1848.11, 1.2702, 1.2715, 1.2594, 753.55, 768.46, 749.95, 531.04, 531.04, 848.7, 857.8, 846.4, 15002.5, 15101.9, 15186.0, 14971.4, 1.9814, 1.9898, 462.5, 456.25, 456.0, 38447.0, 38554.0, 38014.0, 2740.32, 4.279, 4.279, 0.7759999999999999, 0.7667, 2560.1, 2540.99, 2585.9, 2540.99, 1.5033333333333334, 1.47, 943.93, 942.68, 950.25, 937.12, 936.95, 932.65, 931.65, 1217.05, 13926.76, 13907.73, 13945.35, 13833.06, 8.5496, 8.5801, 10717.89, 842.97, 858.74, 860.69, 842.97, 2.7404, 2.7465, 2.6537, 4.628, 4.628, 109.59, 111.63, 112.06, 15.167, 15.167, 15.167, 892.5, 915.0, 6.327000000000001, 6.327000000000001, 4114.46
2008-01-04, 1863.9, 3.91, 3.91, 3.91, 1.4748, 1.4783, 1.4687, 509.7, 504.81, 6479.4, 6487.8, 9.9445, 10.015, 10.0355, 128.78, 128.86, 129.15, 128.67, 7.98, 62891.97, 63129.16, 3.258, 3.258, 3.258, 7908.41, 7858.39, 2292.5266666666666, 2299.4266666666667, 2278.23, 1894.86, 1901.2133333333331, 1911.95, 1885.4533333333331, 4.49, 4.49, 4.49, 6178.55, 6230.15, 1456.8, 1443.73, 3.173, 3.05, 5319.86, 5211.05, 1379.01, 1375.1, 2602.68, 2611.96, 119.9, 119.77, 4.303, 3.8939999999999997, 3.8939999999999997, 842.71, 836.0, 0.9892, 0.9969, 4.213, 4.213, 4.213, 63118.0, 23.8866, 23.8866, 23.865, 99.18, 98.45, 28860.78, 28687.85, 29046.61, 14775.373333333333, 5.88, 5.88, 8410.14, 8421.0, 13056.72, 13197.43, 135.2, 1058.37, 1061.97, 824.54, 832.07, 822.63, 0.7482, 0.7483, 97.45, 98.5, 97.04, 1845.61, 1855.88, 1865.51, 1844.5, 1.2629, 1.2734, 1.2587, 745.01, 758.89, 744.43, 534.64, 534.64, 863.0, 865.5, 856.3, 14856.5, 14966.1, 15016.4, 14769.6, 1.9708, 1.9841, 466.0, 462.5, 460.75, 38061.0, 38142.0, 37806.0, 2717.83, 4.269, 4.269, 0.7791, 0.7688, 2529.96, 2560.1, 2563.22, 2560.1, 1.4566666666666666, 1.44, 946.49, 943.4, 948.69, 939.22, 936.5, 940.2, 936.3, 1201.55, 13978.2, 13906.78, 14037.67, 13877.33, 8.568999999999999, 8.6522, 10978.393333333332, 832.63, 835.01, 836.43, 829.06, 2.7191, 2.7475, 2.702, 4.519, 4.519, 109.26, 109.57, 109.78, 15.34, 15.34, 15.085, 920.0, 945.0, 6.335, 6.335, 4117.49
2008-01-07, 1831.14, 3.926, 3.926, 3.926, 1.4745, 1.4825, 1.4695, 507.7, 498.95, 6348.5, 6534.7, 9.952, 9.937, 9.972, 129.04, 128.73, 129.07, 128.57, 7.859, 61036.61, 63436.15, 3.305, 3.305, 3.305, 7808.69, 7780.27, 2293.535, 2302.66, 2281.37, 1897.86, 1898.125, 1914.23, 1886.305, 4.516, 4.516, 4.516, 6274.3, 6300.05, 1444.01, 1411.19, 3.142, 3.1919999999999997, 5361.57, 5318.46, 1380.52, 1378.62, 2504.65, 2571.08, 119.92, 119.78, 4.275, 3.875, 3.875, 847.01, 840.17, 1.0036, 1.0037, 4.1930000000000005, 4.1930000000000005, 4.1930000000000005, 61028.0, 23.8175, 23.8175, 23.7977, 97.91, 97.1, 28317.92, 28860.78, 28860.78, 14542.58, 5.84, 5.84, 8306.68, 8344.29, 12800.18, 13049.65, 132.7, 1050.61, 1051.63, 817.53, 829.35, 815.96, 0.748, 0.7493, 97.77, 98.0, 96.18, 1849.92, 1845.44, 1862.86, 1844.59, 1.249, 1.2667, 1.2468, 721.6, 741.3, 720.39, 533.83, 533.83, 861.4, 865.5, 860.2, 14602.3, 14794.3, 14867.1, 14511.0, 1.9714, 1.9851, 466.75, 466.0, 459.0, 38002.0, 38238.0, 37355.0, 2769.43, 4.2410000000000005, 4.2410000000000005, 0.7753, 0.7648, 2510.4, 2529.96, 2529.96, 2510.4, 1.41, 1.41, 937.05, 945.66, 953.7, 934.46, 938.45, 936.55, 935.35, 1189.08, 13778.58, 13874.97, 13978.2, 13769.06, 8.6445, 8.6982, 11238.896666666666, 821.71, 830.66, 839.58, 821.71, 2.6835, 2.727, 2.665, 4.522, 4.522, 108.54, 109.3, 109.61, 15.18, 15.18, 15.18, 947.0, 958.0, 6.132999999999999, 6.132999999999999, 4094.38
