@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Open numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute Gold_Now numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Open numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute TA_Open numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_High numeric
@attribute US_WHEAT_Now numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2015-05-13, 2114.16, 1.7990000000000002, 1.83, 1.915, 1.791, 1.1155, 488.97, 490.74, 490.8, 486.02, 7029.85, 6887.52, 8.3505, 176.08, 175.74, 2.818, 57193.39, 57423.61, 56752.57, 1.835, 1.7930000000000001, 11472.41, 11565.2, 11377.35, 1070.19, 1058.21, 1049.77, 1704.62, 1708.42, 1719.97, 1.9969999999999999, 2.05, 1.974, 8126.95, 8326.65, 2099.12, 2102.87, 2085.57, 2.95, 2.917, 4401.22, 4342.37, 1237.22, 1219.37, 4976.19, 4966.44, 4995.5, 4931.6, 141.035, 141.39, 140.77, 0.9520000000000001, 2.366, 2.234, 1176.41, 1.2105, 1.1976, 0.74, 0.642, 57295.0, 58050.0, 57150.0, 17.1226, 17.1591, 16.9804, 61.36, 59.12, 44950.49, 45180.24, 19624.84, 19467.65, 2.593, 2.595, 9044.98, 9065.82, 9070.56, 132.95, 132.95, 1609.89, 871.91, 864.53, 876.88, 0.7155, 0.7148, 66.86, 67.46, 64.68, 1708.22, 1.0682, 1.0536, 1233.95, 1230.75, 1238.05, 361.93, 357.89, 1256.0, 1256.0, 1256.0, 11322.6, 11221.5, 1.5591, 358.25, 355.25, 23104.87, 23181.83, 5205.61, 5175.95, 1.8230000000000002, 1.889, 1.786, 0.7362, 0.7333, 0.741, 7210.58, 7210.58, 0.47700000000000004, 0.415, 909.82, 905.68, 914.84, 903.95, 1097.14, 1098.8, 1641.58, 15127.02, 15127.02, 9.0967, 9630.95, 9538.75, 1501.12, 1478.9, 1.9989, 1.9425, 2.0126, 1.9408, 1.865, 1.815, 1.815, 119.86, 120.28, 481.38, 3670.56, 3685.05, 3694.29, 3650.84
2015-05-14, 2120.33, 1.828, 1.796, 1.839, 1.739, 1.1214, 486.69, 490.08, 492.58, 484.85, 6989.91, 6920.65, 8.3705, 176.16, 175.37, 2.8960000000000004, 56790.23, 56899.73, 56199.12, 1.764, 1.77, 11351.46, 11596.47, 11301.63, 1082.21, 1072.6, 1072.6, 1682.26, 1704.5, 1707.91, 2.012, 2.015, 1.916, 8235.45, 8254.95, 2098.48, 2099.62, 2096.04, 2.95, 2.947, 4375.76, 4402.38, 1242.58, 1222.53, 4981.69, 4991.42, 5012.97, 4977.49, 140.995, 140.89, 140.46, 0.873, 2.298, 2.189, 1192.22, 1.2016, 1.1928, 0.7240000000000001, 0.599, 56929.0, 57610.0, 56680.0, 17.0247, 17.1767, 16.9527, 61.85, 60.02, 45038.14, 44939.57, 19764.72, 19494.7, 2.545, 2.5780000000000003, 9050.66, 9077.22, 9092.18, 134.75, 134.75, 1622.03, 886.67, 870.62, 887.24, 0.7156, 0.7120000000000001, 66.81, 68.17, 66.41, 1710.88, 1.0763, 1.0605, 1231.95, 1235.85, 1240.75, 359.49, 361.55, 1281.2, 1281.2, 1281.2, 11324.6, 11282.4, 1.5667, 356.25, 352.75, 23210.97, 23170.53, 5246.13, 5217.15, 1.825, 1.9180000000000001, 1.7209999999999999, 0.7483, 0.736, 0.7507, 7262.68, 7243.69, 0.469, 0.44299999999999995, 914.12, 908.76, 918.37, 906.98, 1093.22, 1101.2, 1645.79, 15053.53, 15095.54, 9.0891, 9672.83, 9613.89, 1497.02, 1487.46, 2.0051, 2.0105, 2.0296, 1.9965, 1.869, 1.858, 1.754, 119.16, 119.99, 481.63, 3657.91, 3680.41, 3696.98, 3650.28
2015-05-15, 2106.5, 1.804, 1.814, 1.8330000000000002, 1.788, 1.1359, 490.69, 484.31, 491.94, 481.06, 6977.93, 6884.63, 8.36, 175.54, 175.34, 2.94, 56376.28, 56920.94, 56104.78, 1.7830000000000001, 1.7930000000000001, 11559.82, 11579.8, 11218.54, 1054.9, 1077.56, 1052.09, 1677.57, 1682.26, 1694.7, 1.99, 2.046, 1.9669999999999999, 8224.2, 8236.25, 2121.1, 2100.43, 2100.43, 2.946, 2.938, 4378.31, 4372.82, 1248.14, 1235.81, 5050.8, 5016.68, 5051.72, 4999.65, 140.45, 140.86, 140.29, 0.946, 2.292, 2.2230000000000003, 1192.61, 1.1957, 1.1919, 0.774, 0.68, 57204.0, 57490.0, 56580.0, 17.0557, 17.1962, 17.0156, 60.84, 59.36, 45271.46, 45048.94, 19570.24, 19546.82, 2.502, 2.592, 9080.29, 9107.61, 9141.04, 135.5, 135.5, 1629.57, 879.65, 885.59, 894.08, 0.7212, 0.7201, 66.59, 67.29, 66.25, 1718.98, 1.0807, 1.0639, 1245.15, 1238.55, 1245.65, 363.66, 359.0, 1288.0, 1288.0, 1288.0, 11398.7, 11203.9, 1.5745, 356.75, 356.0, 23548.59, 23207.45, 5236.615, 5234.79, 1.841, 1.92, 1.81, 0.7497, 0.7482, 0.7564, 7244.15, 7234.86, 0.47600000000000003, 0.452, 908.46, 913.02, 918.61, 906.07, 1092.97, 1098.3, 1660.46, 14999.61, 15036.82, 9.1204, 9777.19, 9668.12, 1500.38, 1484.95, 2.0056, 1.9992, 2.0294, 1.9855, 1.8559999999999999, 1.865, 1.831, 119.17, 119.38, 514.63, 3679.9, 3648.98, 3687.02, 3634.28
2015-05-18, 2113.72, 1.714, 1.794, 1.794, 1.7109999999999999, 1.141, 490.96, 492.38, 495.44, 489.08, 7009.41, 6937.12, 8.37, 174.62, 174.39, 3.017, 56655.82, 57287.7, 56422.19, 1.7380000000000002, 1.7409999999999999, 11447.03, 11632.36, 11383.23, 1074.73, 1057.24, 1056.18, 1691.46, 1677.77, 1694.9, 1.9, 1.9769999999999999, 1.9, 8262.35, 8279.2, 2122.73, 2122.07, 2116.79, 2.949, 2.94, 4308.69, 4366.82, 1249.05, 1231.91, 5048.29, 5059.15, 5062.65, 5034.84, 139.815, 140.39, 139.64, 0.905, 2.234, 2.1319999999999997, 1183.17, 1.1984, 1.1978, 0.6920000000000001, 0.632, 57712.0, 57880.0, 56890.0, 17.1513, 17.2636, 17.0499, 59.97, 58.42, 45332.8, 45272.39, 19732.92, 19633.75, 2.542, 2.5610000000000004, 9109.92, 9138.0, 9189.9, 137.95, 137.95, 1637.11, 870.66, 878.14, 884.07, 0.723, 0.7203, 66.81, 67.0, 65.37, 1715.6, 1.0692, 1.0593, 1243.35, 1242.95, 1244.55, 361.58, 363.45, 1287.9, 1287.9, 1287.9, 11317.3, 11265.9, 1.5776, 367.75, 362.0, 23473.46, 23615.27, 5227.1, 5252.43, 1.7409999999999999, 1.845, 1.735, 0.7474, 0.7494, 0.7504, 7240.45, 7236.87, 0.44, 0.397, 902.16, 907.48, 913.73, 898.95, 1089.16, 1095.8, 1663.24, 15020.34, 15108.12, 9.0607, 9803.475, 9726.17, 1512.19, 1494.79, 2.0048, 2.004, 2.0149, 1.9648, 1.79, 1.834, 1.77, 119.29, 119.95, 510.75, 3674.05, 3690.16, 3704.78, 3660.49
2015-05-19, 2120.85, 1.7719999999999998, 1.791, 1.8325, 1.749, 1.1441, 490.15, 491.13, 492.83, 484.24, 7015.49, 6931.64, 8.3075, 175.75, 174.41, 2.983, 57249.93, 57605.86, 55926.47, 1.7069999999999999, 1.7009999999999998, 11594.28, 11594.96, 11378.86, 1075.47, 1075.16, 1074.41, 1678.55, 1691.53, 1696.49, 1.9580000000000002, 1.963, 1.87, 8373.65, 8384.6, 2129.2, 2121.3, 2120.01, 2.93, 2.955, 4283.49, 4277.89, 1243.29, 1230.68, 5078.44, 5040.92, 5084.5, 5037.54, 140.69, 139.72, 139.66, 0.907, 2.2430000000000003, 2.1390000000000002, 1176.83, 1.2012, 1.1999, 0.6709999999999999, 0.624, 56608.0, 58280.0, 56335.0, 17.0693, 17.1487, 17.0204, 60.88, 59.06, 45408.34, 45330.1, 19890.27, 19741.22, 2.513, 2.528, 9196.55, 9141.55, 9202.92, 137.6, 137.6, 1626.79, 871.16, 868.79, 873.82, 0.7282, 0.7214, 66.27, 67.88, 65.92, 1702.59, 1.0641, 1.0556, 1258.85, 1240.55, 1259.55, 362.57, 361.25, 1290.2, 1290.2, 1290.2, 11345.0, 11203.1, 1.5736, 365.25, 364.0, 23198.1, 23217.23, 5237.81, 5222.44, 1.849, 1.8840000000000001, 1.7719999999999998, 0.7389, 0.7443, 0.746, 7260.84, 7246.53, 0.39, 0.377, 896.75, 901.36, 904.05, 893.99, 1084.1, 1091.35, 1666.02, 15068.09, 15133.6, 9.0526, 9829.76, 9784.22, 1515.65, 1505.67, 1.9868, 2.0048, 2.0291, 1.9816, 1.9080000000000001, 1.829, 1.8130000000000002, 119.99, 120.04, 521.88, 3685.78, 3676.27, 3693.59, 3640.84
2015-05-20, 2139.54, 1.83, 1.788, 1.871, 1.787, 1.1317, 499.18, 493.13, 499.7, 492.94, 7011.35, 6968.87, 8.3575, 176.49, 175.23, 3.02, 56204.23, 56211.95, 55027.09, 1.7380000000000002, 1.7069999999999999, 11853.33, 11873.28, 11706.85, 1057.6, 1076.33, 1045.99, 1659.36, 1678.31, 1681.23, 1.964, 2.01, 1.87, 8365.65, 8427.8, 2127.83, 2129.45, 2124.5, 2.861, 2.923, 4417.55, 4285.78, 1236.61, 1214.38, 5070.03, 5080.44, 5087.35, 5062.8, 141.3, 140.56, 140.25, 0.826, 2.303, 2.1830000000000003, 1169.14, 1.2161, 1.2127, 0.652, 0.555, 55955.0, 56870.0, 55445.0, 17.0979, 17.1964, 17.0683, 59.63, 57.09, 45311.75, 45410.23, 20026.38, 19946.75, 2.556, 2.57, 9295.62, 9220.44, 9306.89, 143.85, 138.2, 1637.05, 866.88, 869.82, 873.77, 0.7226, 0.7147, 64.02, 66.39, 63.95, 1704.66, 1.0636, 1.0547, 1257.35, 1255.15, 1258.65, 360.38, 362.08, 1270.4, 1270.4, 1270.4, 11497.7, 11404.0, 1.5649, 367.25, 360.25, 23713.26, 23350.11, 5269.37, 5236.9, 1.797, 1.798, 1.6869999999999998, 0.7345, 0.7388, 0.745, 7293.96, 7261.25, 0.40700000000000003, 0.387, 895.46, 895.78, 900.32, 891.79, 1090.45, 1096.15, 1692.0, 15115.84, 15159.08, 9.0517, 9820.79, 9782.72, 1527.6, 1513.13, 1.9292, 1.9876, 1.9919, 1.9249, 1.8330000000000002, 1.829, 1.7409999999999999, 120.69, 120.73, 510.63, 3741.68, 3698.71, 3745.12, 3697.5
2015-05-21, 2122.81, 1.794, 1.8019999999999998, 1.828, 1.787, 1.115, 501.9, 499.84, 503.02, 498.47, 7018.7, 6962.06, 8.363999999999999, 176.72, 176.11, 2.9610000000000003, 55497.12, 55644.97, 54819.8, 1.766, 1.7830000000000001, 11848.47, 11871.49, 11780.02, 1031.97, 1056.41, 1027.17, 1636.86, 1659.18, 1662.19, 1.974, 2.0069999999999997, 1.933, 8423.25, 8440.35, 2125.85, 2127.79, 2122.59, 2.852, 2.85, 4446.29, 4434.98, 1222.93, 1212.12, 5071.74, 5072.44, 5097.52, 5050.21, 141.415, 141.16, 140.95, 0.851, 2.285, 2.228, 1169.55, 1.2232, 1.2167, 0.63, 0.5710000000000001, 55291.0, 56125.0, 55190.0, 17.1606, 17.2608, 17.134, 59.04, 58.1, 45283.47, 45313.67, 20196.56, 20148.51, 2.485, 2.551, 9319.9, 9296.96, 9335.65, 141.4, 135.55, 1637.7, 863.15, 866.08, 869.79, 0.7187, 0.7125, 65.03, 65.18, 64.1, 1697.04, 1.06, 1.0513, 1259.15, 1259.05, 1262.35, 365.09, 359.93, 1272.5, 1272.5, 1272.5, 11574.1, 11460.6, 1.5509, 362.25, 358.5, 23772.61, 23668.82, 5292.75, 5288.21, 1.797, 1.804, 1.734, 0.7307, 0.7338, 0.7373, 7267.81, 7266.2, 0.402, 0.386, 898.0, 894.39, 902.11, 893.43, 1095.39, 1099.15, 1713.18, 15146.7, 15187.02, 9.0153, 9811.12, 9716.45, 1530.85, 1518.38, 1.946, 1.9375, 1.9572, 1.932, 1.8459999999999999, 1.8030000000000002, 1.786, 121.36, 121.48, 512.5, 3752.09, 3746.77, 3759.1, 3732.95
2015-05-22, 2146.1, 1.7480000000000002, 1.7819999999999998, 1.8090000000000002, 1.746, 1.1092, 502.05, 500.75, 502.48, 499.51, 7026.01, 6994.26, 8.35, 176.43, 176.07, 2.9389999999999996, 54900.29, 55112.05, 54526.08, 1.739, 1.735, 11864.59, 11868.7, 11758.81, 1047.47, 1035.14, 1030.32, 1659.33, 1637.14, 1663.15, 1.97, 2.012, 1.949, 8421.0, 8446.35, 2130.82, 2125.55, 2122.95, 2.8710000000000004, 2.853, 4529.42, 4456.43, 1224.59, 1212.11, 5090.79, 5065.94, 5098.23, 5062.51, 141.015, 141.27, 140.78, 0.851, 2.2569999999999997, 2.1830000000000003, 1167.08, 1.2207, 1.2168, 0.6809999999999999, 0.603, 55545.0, 55720.0, 54840.0, 17.2173, 17.2544, 17.141, 60.94, 58.69, 45097.39, 45284.61, 20202.87, 20175.78, 2.503, 2.51, 9365.35, 9319.07, 9372.3, 136.75, 127.85, 1642.19, 863.12, 861.99, 866.55, 0.7138, 0.7088, 66.54, 66.88, 64.83, 1701.33, 1.0572, 1.0506, 1256.15, 1256.95, 1261.85, 359.89, 364.64, 1267.1, 1267.1, 1269.9, 11595.4, 11515.7, 1.5533, 360.0, 359.75, 23739.69, 23719.78, 5313.21, 5309.99, 1.771, 1.821, 1.744, 0.7353, 0.7302, 0.7354, 7292.61, 7273.69, 0.413, 0.391, 896.27, 896.89, 899.65, 893.11, 1096.16, 1097.92, 1704.9, 15092.25, 15230.72, 9.0157, 9768.64, 9695.0, 1529.94, 1522.59, 1.9859, 1.9425, 1.996, 1.9385, 1.87, 1.839, 1.8119999999999998, 121.04, 121.4, 520.5, 3762.08, 3746.2, 3762.08, 3739.37
2015-05-26, 2143.5, 1.771, 1.74, 1.795, 1.7209999999999999, 1.1115, 501.89, 502.1, 503.21, 500.03, 7061.66, 7013.47, 8.3365, 176.96, 175.57, 2.9619999999999997, 55112.05, 55223.01, 54037.59, 1.689, 1.7069999999999999, 11815.01, 11881.81, 11792.31, 1051.21, 1044.73, 1041.43, 1665.66, 1659.47, 1667.88, 1.919, 1.9669999999999999, 1.902, 8458.95, 8489.55, 2126.06, 2130.36, 2126.06, 2.833, 2.853, 4657.6, 4584.98, 1222.37, 1203.06, 5089.36, 5085.39, 5103.84, 5085.19, 141.475, 140.88, 140.33, 0.873, 2.241, 2.1630000000000003, 1161.62, 1.2195, 1.217, 0.639, 0.589, 54724.0, 55820.0, 54380.0, 17.1776, 17.2772, 17.0999, 60.8, 59.35, 44874.04, 45097.39, 20264.41, 20130.84, 2.49, 2.501, 9353.3, 9348.59, 9383.93, 129.7, 125.8, 1653.71, 858.64, 862.06, 865.88, 0.7094, 0.7086, 65.37, 66.64, 65.1, 1710.57, 1.0563, 1.0431, 1250.35, 1255.65, 1259.15, 354.35, 359.53, 1268.7, 1283.0, 1267.2, 11554.2, 11533.7, 1.5662, 364.0, 359.5, 23781.78, 23701.39, 5315.15, 5319.97, 1.79, 1.791, 1.7169999999999999, 0.7313, 0.7349, 0.7397, 7276.04, 7273.57, 0.42100000000000004, 0.405, 893.13, 895.34, 897.64, 886.81, 1093.32, 1096.75, 1707.305, 15196.8, 15218.02, 8.9779, 9785.02, 9710.84, 1536.3, 1522.06, 1.9525, 1.983, 1.9843, 1.9477, 1.845, 1.806, 1.7930000000000001, 121.55, 121.58, 515.0, 3765.9, 3763.48, 3778.34, 3757.02
2015-05-27, 2107.5, 1.706, 1.765, 1.776, 1.7, 1.0978, 496.35, 500.09, 502.69, 495.0, 7039.55, 6930.28, 8.39, 178.58, 176.58, 2.878, 54609.25, 54609.25, 53548.19, 1.7069999999999999, 1.694, 11625.13, 11920.31, 11586.35, 1025.16, 1044.84, 1023.61, 1651.66, 1655.85, 1666.83, 1.8780000000000001, 1.922, 1.855, 8339.35, 8378.9, 2104.2, 2125.34, 2099.18, 2.853, 2.8289999999999997, 4910.9, 4854.85, 1209.71, 1198.27, 5032.75, 5076.91, 5081.17, 5016.73, 142.915, 141.36, 141.33, 0.831, 2.213, 2.1319999999999997, 1162.19, 1.2317, 1.2303, 0.603, 0.53, 53940.0, 54955.0, 53780.0, 17.2585, 17.3389, 17.2008, 60.25, 57.71, 44401.4, 44855.0, 20437.48, 20378.77, 2.484, 2.5, 9272.68, 9354.79, 9377.26, 128.6, 123.65, 1656.98, 857.09, 856.82, 863.4, 0.7092, 0.7058, 63.72, 65.7, 63.29, 1694.9, 1.0556, 1.0416, 1240.05, 1245.85, 1246.85, 351.32, 353.72, 1251.2, 1251.2, 1251.2, 11240.3, 11169.4, 1.5469, 361.0, 354.0, 23326.95, 23328.63, 5320.9, 5285.07, 1.871, 1.8880000000000001, 1.8259999999999998, 0.7233, 0.7308, 0.7325, 7293.59, 7261.78, 0.446, 0.42100000000000004, 891.04, 889.51, 897.09, 888.17, 1097.02, 1108.35, 1709.71, 15181.02, 15188.65, 8.964, 9801.4, 9726.68, 1513.02, 1497.98, 1.9002, 1.9585, 1.9781, 1.897, 1.942, 1.9280000000000002, 1.883, 123.11, 123.34, 492.63, 3714.72, 3741.39, 3755.21, 3706.53
2015-05-28, 2110.89, 1.6669999999999998, 1.7209999999999999, 1.7309999999999999, 1.665, 1.0873, 503.52, 496.93, 504.77, 496.68, 7054.14, 6948.62, 8.4245, 178.91, 177.87, 2.827, 53630.62, 54292.52, 53135.88, 1.672, 1.7069999999999999, 11771.13, 11790.35, 11595.12, 1012.21, 1022.71, 1000.41, 1660.98, 1651.73, 1664.2, 1.879, 1.9080000000000001, 1.858, 8334.6, 8342.85, 2123.48, 2105.13, 2105.13, 2.8160000000000003, 2.841, 4941.71, 4932.85, 1212.16, 1199.44, 5106.59, 5047.86, 5111.54, 5039.37, 143.0, 142.76, 142.3, 0.823, 2.176, 2.125, 1168.56, 1.2433, 1.2393, 0.579, 0.516, 54498.0, 54625.0, 53410.0, 17.2978, 17.4017, 17.2257, 58.95, 57.36, 44682.59, 44397.08, 20472.58, 20363.21, 2.4419999999999997, 2.47, 9396.24, 9298.0, 9405.07, 126.75, 123.55, 1664.16, 857.37, 856.09, 860.35, 0.7064, 0.7053, 62.06, 64.67, 61.96, 1702.78, 1.0481, 1.0402, 1255.55, 1241.35, 1256.15, 353.22, 350.94, 1249.6, 1249.6, 1249.5, 11431.1, 11247.2, 1.5385, 355.0, 348.75, 23861.07, 23443.27, 5253.39, 5296.24, 1.81, 1.893, 1.791, 0.7266, 0.7224, 0.727, 7266.11, 7253.5, 0.415, 0.38799999999999996, 890.96, 890.02, 892.85, 886.27, 1107.75, 1112.21, 1688.63, 15066.7, 15144.4, 8.9362, 9816.18, 9750.73, 1501.61, 1486.63, 1.8566, 1.9043, 1.9148, 1.8543, 1.841, 1.906, 1.838, 123.67, 124.08, 488.25, 3761.09, 3722.76, 3766.13, 3712.51
2015-05-29, 2114.8, 1.6740000000000002, 1.6669999999999998, 1.68, 1.64, 1.0905, 502.24, 503.06, 504.8, 499.86, 7049.62, 7005.88, 8.4165, 178.78, 177.96, 2.8369999999999997, 54230.4, 54230.4, 53363.07, 1.632, 1.64, 11677.57, 11773.79, 11605.99, 990.87, 1008.39, 989.53, 1657.62, 1660.65, 1678.64, 1.835, 1.8780000000000001, 1.814, 8319.0, 8364.5, 2120.79, 2122.27, 2112.86, 2.793, 2.783, 4620.27, 4943.74, 1215.28, 1204.96, 5097.98, 5096.34, 5106.65, 5080.25, 142.99, 142.84, 142.32, 0.818, 2.153, 2.116, 1174.88, 1.2452, 1.2418, 0.546, 0.512, 54208.0, 54300.0, 53605.0, 17.3617, 17.4152, 17.2768, 58.07, 56.51, 44807.31, 44668.98, 20551.46, 20473.27, 2.411, 2.454, 9394.25, 9399.71, 9426.45, 127.05, 123.8, 1668.48, 848.03, 856.37, 860.3, 0.7099, 0.7094, 62.58, 62.95, 61.24, 1701.88, 1.0483, 1.0289, 1254.35, 1251.85, 1254.55, 350.58, 352.69, 1251.5, 1251.5, 1251.5, 11382.8, 11291.9, 1.5356, 349.5, 348.25, 23744.13, 23761.96, 5237.4, 5263.31, 1.851, 1.857, 1.801, 0.7177, 0.7263, 0.7274, 7255.76, 7253.36, 0.41200000000000003, 0.387, 891.55, 890.16, 892.52, 884.55, 1109.43, 1111.62, 1683.68, 15110.59, 15161.29, 8.9046, 9784.97, 9721.42, 1503.38, 1487.15, 1.8704, 1.859, 1.8805, 1.8429, 1.8730000000000002, 1.868, 1.835, 123.95, 124.47, 487.38, 3753.62, 3743.53, 3761.4, 3733.59
2015-06-01, 2102.37, 1.6219999999999999, 1.666, 1.671, 1.6, 1.0948, 493.56, 502.5, 503.01, 493.49, 7069.93, 6967.92, 8.4365, 179.57, 178.31, 2.716, 53974.25, 53974.25, 52760.47, 1.617, 1.6230000000000002, 11413.82, 11704.39, 11403.82, 968.81, 992.51, 968.81, 1609.19, 1657.67, 1680.01, 1.804, 1.828, 1.7919999999999998, 8433.65, 8443.9, 2107.39, 2120.66, 2104.89, 2.76, 2.793, 4611.74, 4603.47, 1226.53, 1210.69, 5070.02, 5093.1, 5099.4, 5057.59, 143.56, 142.85, 142.63, 0.8029999999999999, 2.141, 2.09, 1183.68, 1.2439, 1.2409, 0.526, 0.484, 53060.0, 54350.0, 52920.0, 17.3691, 17.4933, 17.3035, 60.7, 57.72, 44703.62, 44801.36, 20563.15, 20508.4, 2.313, 2.387, 9237.79, 9402.53, 9403.5, 127.05, 124.55, 1669.13, 850.45, 846.6, 854.35, 0.7145, 0.7137, 65.56, 65.83, 62.68, 1696.3, 1.0347, 1.0287, 1247.25, 1253.05, 1254.25, 350.03, 350.22, 1251.7, 1251.7, 1251.0, 11217.6, 11192.1, 1.5317, 353.25, 350.0, 23495.68, 23789.29, 5216.38, 5230.31, 1.84, 1.868, 1.821, 0.7107, 0.7175, 0.7201, 7255.88, 7220.29, 0.41200000000000003, 0.392, 894.16, 890.7, 896.46, 887.89, 1108.68, 1115.64, 1688.235, 15096.97, 15118.57, 8.9255, 9744.155, 9671.115, 1500.5, 1491.57, 1.9553, 1.8776, 1.9618, 1.8767, 1.8530000000000002, 1.8619999999999999, 1.8330000000000002, 124.14, 124.22, 477.88, 3708.66, 3754.59, 3757.95, 3707.97
