@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Low numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute GAS_Open numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_Open numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_High numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Low numeric
@attribute IBEX_High numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_High numeric
@attribute Corn_Now numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute CSE_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Open numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute Tadawul_Open numeric
@attribute SET_Now numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric

@data
2015-7-9, 11.6, -0.106, 0.0065, -0.0044, 0.0033, 0.0057, -1.46, 0.005, 0.14, 1.32, -0.029, -0.044, -561.97, 79.71, 444.34, -0.032, 70.52, -219.73, -11.2, -9.14, -4.96, -19.14, -7.21, -32.42, -0.213, -0.086, -86.3, -142.45, -34.66, 8.14, -0.083, -0.026, 0.006999999999999999, -219.93, -187.38, -151.32, -163.87, 4.64, 2.98, -87.7, -39.78, 0.275, 0.84, -0.04, -0.009000000000000001, 3.06, 0.6, 0.0043, 0.0055, -0.0009, -0.094, -0.016, -95.0, 0.0395, 0.042, 0.16, 0.33, -520.01, 211.92, -71.74, -117.11, -0.015, 0.023, -0.002, 0.002, -49.77, 43.0, -261.49, -34.44, 0.25, 0.1, -13.1, 0.004, 0.0085, 0.0044, 0.2, -0.08, 0.77, -2.4, -9.73, -0.003, -19.1, -11.7, -7.2, -5.04, -4.73, 9.1, 9.1, -109.8, -0.01, -0.0143, 0.5, 4.5, 4.0, 553.91, -694.64, -301.52, -21.14, -14.91, -0.029, -0.055, -0.075, -43.99, -0.023, -2.3, -1.88, 1.19, 8.35, -14.64, -17.96, -9.18, 0.1465, 0.0733, -49.63, -13.52, -9.14, 0.0039, -0.0072, 0.0142, -0.102, -0.04, -0.31, -1.6, 0.197, -0.55, -0.465, -9.13, -5.5, -5.25, -0.052000000000000005, -0.104, 22.24, -66.58, -30.95
2015-7-10, 3.36, 0.045, -0.0039, 0.0066, 0.0032, 0.0018, 4.72, 0.005, -0.52, 0.28, -0.042, -0.018000000000000002, 404.49, 159.0, 104.07, -0.053, 249.11, 84.82, 131.68, -14.4, 1.4, 19.59, -19.06, 21.1, 0.104, 0.043, -74.35, -18.4, 4.63, -27.93, 0.038, 0.076, 0.103, 202.14, -34.95, 149.23, -47.99, 8.18, 3.53, 12.64, 22.17, 0.145, -0.31, -0.059, 0.005, -1.91, -3.94, -0.0041, 0.004, -0.002, 0.049, 0.064, 185.0, 0.0035, -0.0093, -1.08, 0.57, 66.58, -505.03, -859.71, -455.39, 0.004, -0.046, -0.006, -0.022, 6.61, 34.24, 33.2, 5.84, -0.4, 0.3, 23.43, 0.0092, 0.0, 0.0053, 1.56, 1.52, 1.14, -10.1, -1.04, -0.0014, 2.4, 4.3, 2.6, 0.53, -0.84, -3.5, -3.5, 282.4, 0.0018, -0.0044, 5.0, 4.25, 4.75, 756.12, 532.78, 779.73, 581.94, -57.51, -0.051, -0.041, -0.051, 23.26, -0.025, 0.23, 1.1, -0.19, 1.59, 17.01, 3.32, -104.38, -0.0769, 0.1478, -23.84, 2.32, -5.17, 0.0208, 0.0303, 0.0294, -0.024, -1.81, -1.0, 0.06, 0.198, 0.095, 0.31, -7.37, -1.5, 2.25, -0.08199999999999999, -0.058, 86.12, 31.74, 78.33
2015-7-13, 30.35, 0.096, 0.0126, -0.0041, 0.0092, 0.0039, 17.83, -0.0435, -0.18, -0.68, 0.045, 0.069, 404.49, 159.0, 104.07, 0.12, 319.22, 375.6, 364.8, 14.65, 10.25, 9.4, 20.03, 20.03, 0.14, 0.131, 0.85, -7.6, 25.31, 3.01, 0.06, -0.035, 0.036000000000000004, 168.47, 275.01, 210.74, 303.89, -8.19, 1.73, 75.3, 5.09, -0.855, -0.41, 0.153, 0.153, 1.8, 2.43, -0.0048, -0.0041, 0.0005, 0.12, 0.124, 185.0, -0.0593, -0.0345, 0.65, 0.48, 351.66, 58.36, 407.15, 122.74, 0.019, 0.073, 0.036000000000000004, 0.06, 257.52, 200.68, 211.79, 32.64, 0.2, -0.25, 38.5, -0.0038, 0.0001, 0.001, 0.12, 0.39, 0.85, -3.15, -2.26, 0.0009, 16.9, 5.4, 7.8, 6.55, 0.39, 1.5, 1.5, 308.7, 0.0146, 0.0128, 6.0, 6.0, 1.5, 668.89, 1055.52, 611.65, 1035.49, 27.51, -0.05, -0.083, -0.12, 37.07, 0.035, 2.43, -1.98, -3.2, -4.14, 11.465, 8.55, 62.52, -0.1155, -0.0768, 97.76, 12.33, 15.34, 0.0039, 0.0013, 0.0046, -0.012, 0.62, 1.31, 0.81, 0.123, 0.19, 0.145, 0.25, 1.25, -5.38, 0.189, 0.191, 85.38, 138.14, 83.56
2015-7-14, -2.29, 0.04, -0.016, 0.006999999999999999, -0.0021, -0.0036, 8.17, 0.0465, 0.89, -0.05, 0.084, 0.076, 528.75, 378.05, 808.46, 0.002, 168.75, 318.46, 272.55, 12.16, 8.94, 18.98, 3.12, 3.1, 0.104, 0.071, 31.55, 40.0, 22.98, 27.29, -0.013, 0.0, -0.029, 92.59, 211.53, 70.97, 181.21, 6.22, 1.08, 73.81, 56.03, 0.41, 0.23, 0.038, 0.041, -0.74, 0.94, 0.0084, -0.0033, 0.0036, 0.054000000000000006, 0.048, 355.0, 0.0373, 0.0152, -0.33, -0.7, 74.41, 375.76, 99.99, 141.91, 0.009000000000000001, -0.003, 0.017, 0.017, 83.33, 144.29, 217.27, 190.08, 3.65, 2.7, 26.02, -0.0027, -0.0023, -0.0084, -0.88, -0.83, -1.02, 10.4, 17.08, 0.0008, 15.9, 10.4, 13.1, 4.44, 6.99, -1.6, -1.6, 183.7, -0.0038, 0.004, 6.25, 3.25, 6.0, 229.64, 473.32, 391.34, 315.89, 15.5, -0.027000000000000003, 0.045, 0.047, 0.0, -0.003, -1.62, 0.47, 2.48, -0.39, 11.465, 8.55, 115.2, -0.0075, -0.0619, 97.76, 5.75, 3.73, -0.0212, -0.015, -0.0423, -0.051, 0.67, 0.66, 0.75, -0.032, 0.165, -0.09, -2.38, -10.75, -3.0, 0.08900000000000001, 0.07, 74.27, 54.51, 72.22
2015-7-15, 13.68, -0.049, 0.0008, -0.0103, -0.0113, -0.0029, 3.72, 0.036000000000000004, 1.05, 0.79, 0.052000000000000005, 0.051, 119.7, 252.3, 62.03, 0.043, 32.52, -32.63, -7.43, 11.37, 4.32, 4.04, 24.77, 7.97, -0.055, 0.002, 73.35, 68.7, 9.35, 19.69, 0.004, -0.009000000000000001, 0.02, -45.9, 39.38, 5.24, -3.08, -5.26, 0.09, 33.38, 39.85, 1.015, 0.95, 0.059, 0.013, 7.1, 3.59, -0.0018, 0.0069, 0.0015, -0.011, -0.034, 235.0, 0.162, 0.1046, -0.15, -0.38, 146.3, 56.6, 425.41, 315.38, -0.006, 0.006999999999999999, -0.015, -0.01, 80.06, 42.84, 75.9, 85.25, 3.25, 4.45, 0.0, -0.0045, -0.0061, -0.0052, 0.66, -0.01, -0.41, 8.57, 6.92, 0.0019, 7.8, 7.5, 9.1, 1.51, 5.88, -2.6, -2.6, 4.8, 0.0148, 0.0053, -9.5, 2.0, -0.75, -69.53, 27.16, -200.01, 15.59, 29.23, -0.012, -0.07200000000000001, 0.025, 42.88, 0.006, 6.42, 4.89, 4.09, 4.77, 0.42, 14.88, 0.42, 0.0582, -0.0621, 16.37, -2.25, 6.37, 0.0066, -0.0134, 0.0058, -0.036000000000000004, 1.42, 0.2, 0.91, -0.141, -0.135, -0.115, 0.75, 5.75, 2.5, -0.006, 0.07200000000000001, 7.38, 39.81, 3.9
2015-7-16, 14.98, -0.008, -0.0063, 0.0006, -0.0049, -0.0036, 3.88, 0.025, 0.69, 0.99, -0.023, -0.005, -336.89, -82.06, 137.7, -0.032, 22.76, 51.8, 61.57, -4.77, -4.88, -5.79, -4.7, 1.07, 0.052000000000000005, -0.01, -7.2, 38.85, -1.55, 9.29, 0.019, 0.019, -0.016, -118.79, -83.4, -121.16, -114.31, 8.2, -1.8, -5.95, 33.99, 0.55, 0.5, -0.057, -0.043, -3.72, 6.19, 0.019, -0.0014, 0.0154, -0.019, -0.04, -80.0, 0.0124, 0.0946, 1.4, 0.33, -29.56, 145.7, 123.52, 61.07, -0.008, -0.037000000000000005, -0.006999999999999999, -0.018000000000000002, 30.42, 48.12, -3.41, 17.57, -1.85, -0.1, -4.01, -0.0063, -0.0072, -0.0043, -1.46, -0.01, 0.43, 27.04, 23.87, 0.0014, -5.6, 7.6, -0.3, 1.48, -0.1, -6.1, -6.1, 102.1, 0.0001, 0.0032, 5.5, -4.5, -2.25, 295.24, 14.13, 252.65, 226.97, -29.51, -0.076, -0.058, -0.086, 39.19, 0.001, -9.95, -0.5, -5.94, 6.25, 4.0, 3.42, 88.06, 0.0048, 0.0546, 5.42, -1.66, -0.27, -0.056, -0.0012, -0.0194, -0.056, -0.06, 0.24, 0.32, -0.267, -0.315, -0.335, -6.12, -13.0, -10.62, -0.006999999999999999, -0.052000000000000005, 31.35, 7.88, 33.93
2015-7-17, -11.1, -0.097, -0.0074, -0.0063, -0.0071, -0.0074, 5.78, 0.015, -0.12, 0.71, 0.069, 0.001, 167.47, 83.17, -76.58, -0.011, 177.1, 116.14, 131.18, -1.91, 5.1, 11.37, 2.51, 10.05, -0.02, -0.002, 82.75, 79.95, 16.89, 1.54, -0.047, -0.021, 0.009000000000000001, 17.48, -116.47, -36.76, -52.81, -2.42, -5.8, 64.24, 27.07, 0.285, 0.46, -0.016, -0.006999999999999999, -3.19, -5.59, 0.004, 0.0183, 0.001, -0.07200000000000001, -0.019, 50.0, 0.025, 0.0355, -1.78, -0.37, 237.77, -24.43, 110.13, 115.9, -0.018000000000000002, 0.011, -0.019, -0.015, 32.39, 46.91, 70.08, 41.22, -0.55, -2.2, 26.63, -0.0041, -0.0058, -0.0032, 0.46, -0.6, 0.09, 7.3, -0.68, 0.0007, 5.6, -1.0, 2.7, -2.52, 0.47, -3.1, -3.1, 175.9, -0.0027, -0.0022, 0.5, 7.0, 7.25, 390.39, 375.72, 391.79, 371.61, 1.766, -0.032, -0.042, -0.029, 57.95, -0.008, -3.23, -8.72, -1.13, 4.61, 8.66, 4.01, 152.25, -0.0338, 0.0106, 12.532, -5.48, -10.31, -0.0031, -0.0467, 0.0001, -0.025, 0.4, 0.2, 0.48, -0.064, -0.055, -0.055, -2.0, 4.37, 3.0, -0.06, -0.04, 48.87, 49.3, 55.25
2015-7-20, -3.48, -0.001, -0.0046, -0.0072, -0.0057, -0.0029, 0.8, 0.001, 0.54, -0.09, -0.051, -0.033, -727.95, -106.78, -492.74, 0.01, -43.34, 122.99, 42.8, 8.74, -0.08, -2.51, 11.71, 9.1, -0.057, -0.053, 77.5, 50.25, 2.35, 16.25, 0.012, -0.012, -0.025, 134.17, 72.92, 116.97, 125.71, -9.22, -6.97, 46.96, 57.93, -0.01, 0.32, -0.013, -0.006, -6.87, -1.95, 0.0017, 0.0042, 0.0037, 0.063, 0.035, -160.0, 0.0136, 0.0189, -0.71, -0.7, -19.52, 236.08, 57.65, 46.45, -0.008, -0.01, -0.011, -0.002, 90.26, 91.54, -33.8, -10.49, -0.45, -1.0, 9.63, -0.0034, -0.0023, -0.0024, -0.41, -0.86, -0.55, -4.79, 4.13, 0.0018, -6.2, 1.8, -4.4, -2.25, -4.37, -12.5, -12.5, 14.7, -0.0001, 0.0018, -9.75, -9.25, -10.0, -17.73, 335.58, 91.1, 205.93, 1.766, -0.054000000000000006, -0.044, -0.043, 37.82, -0.005, 1.38, -3.13, -1.3, -0.66, 9.15, 8.6, -96.43, 0.0332, -0.0349, 12.532, -1.95, 0.47, -0.0021, -0.0042, -0.0107, -0.048, 0.39, 0.04, 0.18, -0.14400000000000002, -0.055, -0.045, -6.13, -12.5, -15.63, 0.002, 0.014, -2.12, 41.59, 5.58
2015-7-21, 10.31, 0.012, -0.0002, -0.0042, -0.0035, -0.0017, 0.76, 0.058, 1.04, 0.53, -0.02, -0.023, -741.73, -886.52, -695.68, -0.013, 62.3, -68.0, 28.19, -3.66, -4.08, -23.32, -2.43, -26.93, 0.032, 0.002, 0.25, -34.15, 1.64, 0.05, -0.045, -0.043, -0.02, 34.76, 117.0, 26.85, 112.97, -1.22, 7.52, 8.72, 27.07, 1.01, 0.58, -0.001, 0.01, 4.25, 1.09, 0.0024, 0.002, 0.0019, -0.037000000000000005, -0.048, -890.0, 0.0662, 0.0631, -0.15, -0.29, 242.61, -22.23, 58.34, 95.525, -0.003, -0.013, 0.002, -0.002, 48.52, 36.07, 13.96, 16.0, -1.15, -0.5, 7.01, -0.0029, -0.001, 0.0001, -0.45, 0.09, -0.07, 5.41, 8.06, -0.0017, -4.7, -7.6, -6.1, 0.89, 0.84, -25.2, -25.2, 61.6, -0.0043, -0.0043, -15.25, -11.0, -13.75, 265.78, -53.4, 281.75, 107.04, 1.766, 0.009000000000000001, -0.027000000000000003, -0.061, -14.1, -0.01, 3.46, 6.09, 2.69, 3.44, 9.15, 8.6, -192.5, 0.0384, 0.0305, 12.532, -12.6, -10.26, -0.0057, -0.008, -0.0116, -0.04, -0.09, 0.16, 0.07, -0.075, -0.22, -0.04, -9.75, -10.25, -15.62, -0.04, -0.065, 14.77, -1.3, 16.2
2015-7-22, -18.89, 0.002, 0.011, -0.0008, 0.0098, 0.0001, -2.55, 0.012, -1.26, 1.05, -0.003, 0.02, -125.79, -426.0, -281.41, 0.045, -130.92, 80.53, -94.25, -13.37, -6.44, 8.93, -22.9, -0.89, -0.032, 0.014, -22.4, -41.1, -9.07, 0.7, 0.021, 0.017, 0.003, 25.56, -8.52, 20.49, -14.32, 6.33, 2.06, -10.74, -3.98, 0.205, -0.25, 0.012, -0.015, -0.42, 2.24, -0.0047, 0.0019, -0.0012, -0.029, -0.005, -490.0, 0.0292, -0.0396, -0.81, -0.08, -166.76, 243.04, 58.34, 95.525, -0.012, -0.005, -0.014, -0.02, 6.54, -87.93, -181.12, -40.45, -2.0, -2.65, 3.11, 0.0018, 0.0068, 0.001, 0.39, 0.0, 0.0, 4.85, -8.45, 0.0002, -6.5, -3.8, 1.5, 0.52, 0.93, -6.0, -6.0, -32.9, -0.0008, -0.0038, 1.5, -8.25, -2.0, -318.29, 272.79, -36.36, -97.86, 1.766, 0.071, 0.077, 0.038, -2.27, -0.01, -2.81, 0.01, 0.63, 6.46, -1.47, 9.47, -69.3, -0.0353, 0.0411, 12.532, -19.27, -23.85, 0.02, 0.0114, 0.0046, 0.085, 0.2, 0.11, -0.23, 0.024, -0.1, -0.07, -17.5, -13.37, -6.75, 0.031, 0.032, -26.5, 7.84, -7.51
2015-7-23, 0.34, -0.027000000000000003, -0.0003, 0.0111, -0.0004, 0.0058, -3.47, -0.037000000000000005, 1.32, -1.25, 0.05, 0.021, -558.5, -523.76, -651.58, 0.0, -84.13, -248.81, -97.57, 5.04, -4.86, -0.06, 7.7, 1.92, 0.002, -0.037000000000000005, -89.25, -19.25, -5.06, -9.34, -0.061, -0.061, -0.046, 8.38, 56.53, 0.52, 48.06, 4.23, 4.41, -36.35, -73.17, -0.245, 0.07, -0.041, -0.025, 1.79, -0.12, 0.0086, -0.0042, 0.004, -0.002, 0.005, -810.0, -0.0263, 0.0048, 0.76, -0.73, -730.81, -174.42, -105.51, -172.16, -0.023, -0.027000000000000003, -0.017, -0.016, -126.81, -94.63, -68.25, -177.32, 1.2, 4.15, -25.58, 0.0076, -0.0008, 0.0016, -0.91, -0.54, -0.41, -12.58, 0.89, 0.0002, 3.9, -8.4, -7.8, -3.32, -2.12, -11.9, -11.9, -54.3, 0.0056, 0.0055, -3.75, -2.75, -2.75, -31.79, -485.69, -318.43, -163.79, 1.766, -0.015, 0.016, 0.08199999999999999, 54.04, -0.004, 0.44, -1.45, -2.16, -7.85, -9.71, -9.12, -104.66, 0.0606, -0.0357, 12.532, 0.4, -10.21, -0.0067, 0.0023, 0.0154, -0.042, -0.41, -0.33, -0.19, -0.055, 0.099, -0.121, -9.25, -9.5, -8.5, -0.044, -0.053, -16.53, -43.76, -29.08
2015-7-24, -19.11, -0.028, 0.0049, -0.0008, 0.0053, 0.0053, -0.53, 0.044, 0.83, 1.3, 0.004, 0.036000000000000004, -1109.16, -410.45, -924.24, 0.0, -8.56, 100.23, -32.69, -8.51, -7.91, -19.49, -0.1, -5.51, -0.04, -0.043, 131.7, 75.15, -12.0, -4.05, -0.04, -0.02, -0.07, 97.87, 25.84, 90.27, 58.18, 8.04, 14.55, -25.36, 34.3, 1.07, 1.04, -0.006, -0.034, 13.82, 7.81, 0.0001, 0.0082, -0.0007, -0.012, -0.012, -180.0, 0.1082, 0.0964, -1.48, -0.83, 165.91, -722.91, 35.77, 30.39, -0.071, -0.029, -0.039, -0.07200000000000001, 12.64, 65.75, -119.12, -58.4, -3.5, -1.65, 3.14, -0.0028, 0.0065, 0.0026, -0.86, -0.37, -0.82, 19.35, 11.11, -0.0003, -14.0, 7.7, 3.5, -5.23, -6.26, 2.5, 2.5, 28.2, -0.01, 0.0027, 0.5, -2.25, -1.25, -48.06, 238.78, 82.92, 74.28, 6.35, -0.047, -0.078, -0.048, 12.99, -0.002, 3.8, 4.66, 3.75, 8.01, 0.86, -2.12, -62.2, 0.0448, 0.0581, 43.15, -3.18, 11.63, -0.0171, -0.0059, -0.0131, -0.04, 0.09, 0.03, 0.11, -0.031, -0.079, -0.079, -7.62, -1.5, 1.25, -0.037000000000000005, -0.026, -3.71, 18.75, -3.51
2015-7-27, -7.15, -0.031, 0.0001, 0.0055, -0.0022, 0.0004, -4.71, 0.0355, 1.31, 0.83, -0.087, -0.136, -560.78, -1232.01, -1044.08, -0.001, -164.66, -143.59, -118.85, -14.04, -14.64, -20.53, -19.1, -21.88, -0.046, -0.058, -55.8, -60.3, -22.5, -11.92, -0.044, -0.044, 0.004, -53.01, 102.48, 51.84, 25.79, 11.84, 9.72, -57.78, -13.42, 1.025, 0.43, -0.05, -0.013, 5.61, 3.88, 0.0014, 0.0003, 0.0056, -0.02, -0.033, -1335.0, 0.0164, -0.0045, -0.44, -0.49, -586.84, 168.96, -89.94, -76.69, -0.032, -0.063, -0.059, -0.045, 33.87, -22.03, -163.39, -104.41, 0.7, -1.75, -9.77, 0.0076, -0.001, 0.0065, -0.65, -0.93, -0.8, -4.01, 2.5, -0.0084, -18.0, -14.3, -17.5, -4.88, -2.94, -10.1, -10.1, -93.3, 0.0, -0.0146, -10.75, -1.75, -6.5, -125.35, -224.94, -71.67, -118.84, -20.63, -0.046, -0.032, -0.046, 56.43, -0.009000000000000001, 5.37, 3.88, 3.31, 5.26, -2.065, -2.96, -23.63, 0.0735, 0.0462, -39.675, -6.58, -11.2, -0.0244, -0.0168, -0.0216, -0.034, -0.04, -0.08, -0.08, -0.206, -0.04, -0.005, 3.87, -3.25, -7.0, -0.063, -0.053, -29.76, -39.21, -17.93
2015-7-28, 0.29, -0.024, 0.011, -0.0009, 0.0133, 0.0044, -8.45, -0.0095, -0.45, 1.4, -0.062, 0.005, -510.3, -533.07, 15.81, -0.14400000000000002, -291.05, -180.06, -281.91, -22.77, -21.58, -10.69, -20.19, -22.65, -0.053, -0.043, -96.05, -161.95, -12.01, -24.05, 0.018000000000000002, -0.002, -0.024, -345.35, -139.18, -133.29, -324.39, 7.85, 11.46, -48.85, -110.99, -0.07, 0.61, -0.013, -0.045, -0.78, 3.78, -0.001, 0.0, -0.0055, -0.037000000000000005, -0.028, -505.0, -0.0157, 0.0164, -0.79, -0.81, -535.77, -597.25, -229.58, -144.61, 0.014, -0.018000000000000002, -0.003, 0.01, -71.29, -141.82, -127.94, -194.76, -1.85, -2.3, -18.66, 0.0006, 0.0071, 0.0011, -1.15, -0.71, -1.47, 12.4, 7.91, -0.0029, -12.0, -25.2, -24.0, -1.71, -2.86, 10.6, 10.6, -196.1, 0.0044, 0.0069, -19.5, -14.25, -19.5, -698.4, -212.76, -417.2, -682.29, -43.71, 0.029, 0.014, -0.002, -21.82, -0.002, -1.28, 0.55, 3.84, 8.62, -2.065, -2.96, -189.22, 0.0215, 0.08, -39.675, -25.53, -22.29, -0.0346, -0.0297, -0.0436, 0.021, -0.19, -0.26, -0.59, 0.117, 0.015, 0.02, -9.87, -11.75, -8.25, -0.025, -0.046, -71.24, -35.79, -52.12
2015-7-29, -1.48, 0.027000000000000003, -0.0035, 0.0115, -0.0029, 0.0052, 1.5, -0.027000000000000003, -1.13, -0.55, 0.051, 0.032, 866.06, 572.78, 100.31, -0.022, 117.51, -157.86, 15.45, -20.91, -14.96, 19.58, -10.58, 7.6, 0.025, 0.052000000000000005, -121.0, -29.8, 25.61, -7.44, -0.036000000000000004, 0.025, 0.006, -62.56, -412.43, -288.63, -183.08, 10.94, -1.29, 49.43, 7.52, -0.385, -0.64, -0.041, 0.009000000000000001, -6.3, -8.49, -0.0118, 0.0003, -0.0005, -0.002, 0.023, 575.0, -0.0552, -0.0223, -0.98, -0.23, 509.25, -527.38, -185.48, -63.35, 0.048, 0.009000000000000001, 0.039, 0.016, -104.31, 16.66, 189.68, 88.29, -0.15, 0.3, -13.2, 0.0044, -0.0032, 0.0005, -0.17, -0.81, -0.55, 1.02, 1.72, -0.0019, 10.3, -4.2, 4.6, -1.45, -7.85, 0.0, 0.0, 29.8, 0.0053, 0.0033, 2.0, -13.25, -2.5, 518.72, -407.48, -68.63, 141.71, -98.95, -0.02, -0.011, 0.015, 13.84, -0.002, 2.48, -1.19, -1.59, -3.35, 12.4, 8.44, -17.15, -0.0817, 0.0134, -221.64, -4.48, -9.59, 0.0088, -0.0096, -0.014, -0.01, -0.46, -0.05, 0.06, 0.037000000000000005, 0.03, -0.01, -7.75, 0.75, 0.5, -0.037000000000000005, -0.065, 18.02, -47.5, -30.81
2015-7-30, -18.59, 0.065, -0.0073, -0.0028, -0.0015, -0.0055, 2.61, -0.066, 0.27, -1.12, 0.045, 0.043, 643.55, 461.4, 681.43, 0.017, 37.94, 119.39, 54.94, 4.68, 22.28, 17.82, 19.64, 22.48, 0.005, -0.006999999999999999, -5.5, 16.7, 15.32, 23.95, 0.062, 0.001, 0.055, 126.17, 116.68, 29.54, 74.7, -11.58, -13.94, 22.52, 34.42, -1.2, -0.53, 0.038, 0.033, -10.22, -5.37, 0.0025, -0.0115, -0.0075, 0.005, 0.0, 425.0, -0.0559, -0.0567, 0.79, 0.71, 248.32, 499.78, 237.12, 2.11, -0.023, 0.038, -0.005, 0.026, 88.15, 111.9, 121.12, 126.71, 1.9, 0.5, 8.46, -0.0044, -0.0031, -0.0039, 0.08, 0.25, 0.23, -4.65, -3.2, 0.0038, 2.4, 5.2, 5.4, 3.26, 6.25, -3.1, -3.1, 31.6, -0.0007, 0.0063, -7.25, 1.75, -3.0, -79.12, 445.32, 141.38, 84.23, 15.98, 0.046, 0.02, -0.002, 52.9, 0.001, -0.48, 0.83, 0.06, -6.84, 7.4, 12.77, 120.38, -0.0156, -0.0789, 10.82, 9.42, -0.07, -0.0061, -0.003, 0.0098, 0.026, 0.31, 0.22, 0.26, 0.103, 0.0, 0.025, 8.87, 0.0, -6.0, 0.058, 0.111, -0.02, 19.63, 8.17
