@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute GAS_High numeric
@attribute GAS_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Low numeric
@attribute RTSI_High numeric
@attribute MOEX_Now numeric
@attribute MOEX_High numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute WTI_Now numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute Gold_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Now numeric
@attribute SET_High numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute BEL_High numeric

@data
2013-1-2, 34.05, -0.026, -0.031, -0.0034, -2.71, -0.55, -28.93, -21.07, -27.12, -0.022, 0.26, 0.107, 0.043, 536.13, 183.44, -0.005, -0.005, -37.41, 2.39, -3.52, -1.97, 0.011, -0.078, -43.05, -15.67, 0.15, -8.32, 0.3, -8.19, -0.63, -0.15, 0.03, -0.57, 0.006, 0.005, -0.006, -0.033, -0.033, -5.14, -0.95, 0.0012, 0.0031, -0.069, -395.0, -135.0, -0.0231, -0.064, -0.07, 0.05, -24.2, 72.2, 111.1, 57.24, -0.07, -5.71, -13.64, -19.89, -0.95, 6.99, -0.05, -6.17, 0.0025, 0.0, -0.18, 0.46, -7.67, -0.0017, 0.0013, 4.36, 0.77, -7.7, 40.1, -36.7, -127.3, 0.0071, 0.0013, -1.5, 0.75, -134.9, 83.21, 22.92, 35.11, 25.07, -0.009000000000000001, 0.031, -0.002, -0.0011, 18.11, 22.495, 18.11, -0.001, 0.012, -2.08, -5.96, -4.87, -0.99, -2.14, 18.595, 26.43, 17.58, -7.97, -2.55, -0.0565, -0.0843, 24.53333333, -1.5466666669999998, 24.47, -5.26, 4.06, -0.0275, -0.0135, 0.055, 0.045, -0.002, 6.75, -0.012, -1.26
2013-1-3, -11.69, 0.1, 0.035, -0.001, 8.21, 5.25, 102.0, 68.6, -17.51, -0.057, -1.26, -0.129, -0.31, 1598.02, 574.39, 0.07400000000000001, 0.006, 86.57, 8.982000000000003, 8.02, 7.502000000000002, 0.172, 0.163, 95.45, 59.99, 20.41333333, -9.2, -15.33, 127.18, -0.515, -1.12, -1.085, -0.48, 0.09, 0.07200000000000001, 0.042, 0.134, 0.134, -10.63, -12.65, -0.0028, -0.0104, 0.125, 2000.0, 1865.0, 0.1106, 0.0493, 2.32, 2.38, 216.77, 97.64333333, 66.04666667, 100.2, 0.05, 51.795, 70.615, 9.22, -2.05, 11.29, 15.96, 9.53, -0.0093, -0.0071, 1.85, 0.26, 15.03, 0.0012, 0.0124, 17.25, -4.21, 33.0, 61.3, 138.9, 182.8, 0.0086, 0.0145, 14.5, 11.0, 620.01, 133.68, 23.65, 39.73, 27.02, -0.229, -0.093, -0.238, 0.0143, 76.66, 72.67, 77.13, 0.010333333, -0.000666667, -6.87, -1.33, -4.14, -6.41, -6.11, 18.595, 26.43, 17.58, 254.77, 217.53, -0.2175, -0.1844, 24.53333333, -1.5466666669999998, 24.47, 15.52, 8.72, 0.0015, -0.0009, -0.133, -0.134, -0.235, 3.0, 0.058, 28.89
2013-1-4, -7.47, 0.056, 0.044, -0.0111, 0.53, 0.29, 19.97, 6.73, 118.99, -0.009000000000000001, -0.25, -0.122, 0.114, 762.36, 1351.14, 0.006, 0.063, 48.52, 8.982000000000003, 8.02, 7.502000000000002, 0.07, 0.083, 33.2, -3.05, 20.41333333, -14.95, -1.94, 5.53, -0.035, 0.01, -0.215, -0.27, 0.041, 0.043, 0.057, 0.076, 0.076, -11.32, -2.59, -0.0059, 0.0006, 0.033, -5.0, 545.0, -0.0901, 0.0471, -0.2, -0.57, 600.23, 97.64333333, 66.04666667, 100.2, -0.08, 51.795, 70.615, 308.71, 3.6, 5.15, 0.93, -4.1, -0.0014, -0.0032, -0.33, 0.7, -13.71, 0.012, 0.002, 21.43, -0.43, -14.2, 37.1, -25.0, 47.6, -0.0149, -0.0134, -15.5, -12.5, 16.44, 283.18, 33.83, 36.67, 39.99, -0.009000000000000001, -0.17600000000000002, -0.01, -0.0061, 46.66, 42.2, 54.95, 0.010333333, -0.000666667, 8.2, 6.3, -0.3, -2.55, -1.55, -10.69, -1.81, -6.08, -32.62, -48.17, -0.0034, -0.0823, 24.86333333, 48.23333333, 25.5, 0.96, 4.23, -0.0212, -0.0265, -0.147, -0.122, -0.045, -26.25, 0.029, 0.88
2013-1-7, -0.69, 0.011, 0.067, -0.0047, 0.99, 0.74, 42.5, 38.54, 21.22, -0.014, 0.06, 0.063, 0.029, -789.4, 73.5, 0.101, 0.069, -10.43, 8.982000000000003, 8.02, 7.502000000000002, 0.069, 0.065, -3.85, 7.1, 20.41333333, 1.27, -14.28, -9.74, -0.1, -0.04, 0.05, 0.14, 0.023, 0.045, 0.037000000000000005, -0.008, -0.008, 1.98, -11.38, 0.0039, 0.0008, 0.08, 515.0, -305.0, -0.1799, -0.0743, 0.17, -0.09, 70.76, 97.64333333, 66.04666667, 100.2, 0.0, 40.32, 38.66, -21.96, -3.2, 1.26, 5.88, 1.34, -0.0011, 0.0022, -0.83, -0.48, -16.81, 0.0018, 0.0005, 1.93, -0.28, -25.6, 36.7, 24.4, 52.4, -0.0036, -0.0082, -2.75, -2.5, 49.95, 31.36, 50.52, 17.15, 33.31, 0.027000000000000003, -0.022, -0.006999999999999999, 0.0037, 17.26, 46.65, 8.5, 0.010333333, -0.000666667, -2.54, -3.37, -0.81, -0.35, 0.4, -1.92, -1.445, -1.495, -104.02, 0.23, -0.1378, 0.0058, 24.86333333, 48.23333333, 25.5, 8.25, 0.86, -0.0074, -0.0251, -0.048, -0.036000000000000004, 0.019, -3.5, 0.036000000000000004, -3.13
2013-1-8, -13.31, 0.005, -0.008, 0.0019, -0.49, 0.5, -25.26, 1.66, 22.73, -0.003, -0.04, 0.053, 0.045, -590.52, -775.64, -0.04, 0.0, -14.13, 8.982000000000003, 8.02, 7.502000000000002, -0.035, -0.028, 30.2, -4.58, -2.79, 5.42, 1.7, -6.09, 0.065, -0.11, -0.005, -0.22, -0.033, -0.021, -0.006, -0.002, -0.002, 4.11, 2.23, -0.0036, 0.0004, -0.02, -900.0, -615.0, -0.086, -0.1616, 0.1, 0.14, 197.7, -89.1, 139.19, 9.46, 0.0, 46.92, 14.01, 45.08, 1.95, 8.04, 0.6, 2.72, 0.0034, 0.001, 0.09, -0.3, -0.18, 0.0027, 0.0065, 1.05, 2.44, -2.6, 22.6, 38.6, 19.6, 0.0043, 0.0013, -7.5, -2.25, -64.12, 95.02, 0.8, 9.17, -2.23, 0.041, 0.052000000000000005, 0.054000000000000006, 0.0054, -1.62, 19.15, 19.53, 0.001, 0.035, 0.49, 2.06, 0.82, -0.81, -0.2, -1.92, -1.445, -1.495, 68.12, 0.0, 0.0573, -0.1364, 24.86333333, 48.23333333, 25.5, -1.34, 8.59, 0.0144, 0.0277, 0.041, 0.059, 0.023, 2.62, 0.0, 1.88
2013-1-9, -6.13, -0.033, 0.009000000000000001, 0.004, -2.13, -0.72, -10.95, -3.32, -7.12, 0.0095, 0.07, -0.071, -0.037000000000000005, -804.7, -558.42, 0.008, 0.006, -29.94, 8.982000000000003, 8.02, 7.502000000000002, -0.063, -0.019, -58.7, -4.74, -4.18, -1.63, 5.32, 1.04, 0.155, 0.1, -0.095, 0.23, -0.006, -0.012, -0.004, -0.037000000000000005, -0.037000000000000005, -1.46, 4.51, -0.0003, -0.0009, -0.022, -400.0, -425.0, 0.1092, -0.0566, -0.04, 0.45, 59.26, -90.95, -199.48, -141.57, -0.06, -11.03, 15.4, -58.71, 1.95, -8.28, -4.09, 1.41, 0.0003, 0.0007, 0.54, 0.0, 1.52, 0.0044, -0.0008, -2.73, 2.46, 16.0, -46.1, 7.9, -31.6, -0.0058, 0.0008, 5.0, 4.5, 55.48, -142.4, -12.97, -13.71, -5.84, -0.024, 0.045, -0.003, -0.0005, 5.84, -4.59, -14.58, 0.001, -0.002, 1.7, 0.56, 0.94, 0.77, -0.7, -2.81, -11.28, -5.1, -12.87, -36.0, 0.1096, 0.0546, 38.39, 10.19, 38.23, 2.01, -3.64, 0.0264, 0.0237, 0.078, 0.012, 0.01, -1.12, -0.04, -9.31
2013-1-10, 14.99, -0.002, -0.017, -0.0021, 0.89, -0.82, 45.02, 24.09, 0.0, -0.027000000000000003, -0.04, -0.054000000000000006, -0.114, 450.74, 21.77, 0.043, -0.016, 5.07, -4.04, 1.19, -0.7, -0.002, -0.039, 22.75, 3.87, -5.24, -6.75, -2.74, 7.83, -0.505, 0.13, -0.025, -0.3, 0.0, -0.003, -0.002, -0.004, -0.004, -5.62, -2.68, -0.0004, 0.001, -0.009000000000000001, -775.0, -420.0, -0.0181, 0.0427, -0.05, -0.15, -55.07, 70.51, -138.54, 18.58, -0.01, 46.44, 64.11, -47.5, -2.7, -2.2, -4.62, -2.35, 0.0008, 0.0003, -0.18, 0.48, -5.56, 0.0007, 0.0003, 3.69, -3.19, -6.7, 103.6, 120.7, 110.7, -0.0033, -0.0038, 2.5, 1.5, 375.13, 188.38, 9.58, -2.17, -31.86, 0.053, -0.049, -0.004, 0.0031, -6.83, 6.97, 4.45, -0.004, -0.016, 0.24, -1.44, -3.5, 1.14, -0.05, 6.29, 3.63, 0.9, 17.76, 24.05, -0.1313, 0.1185, 73.42, 38.39, 80.7, 6.13, 7.36, 0.0114, 0.0149, -0.086, -0.035, -0.014, -2.25, -0.011, 1.11
2013-1-11, -10.13, 0.048, 0.003, 0.0002, 0.69, 1.57, 2.86, 6.03, 36.98, -0.019, -0.21, -0.016, 0.021, 99.73, 53.36, 0.006, 0.059, -3.47, -1.99, -8.85, 1.23, 0.067, 0.059, -7.4, 11.1, 11.58, 17.23, -6.47, 16.5, -0.22, -0.49, -0.17, -0.23, 0.029, 0.029, 0.003, 0.039, 0.039, 10.72, -5.18, 0.0001, -0.0023, 0.057, 560.0, 120.0, 0.1076, 0.0432, 0.72, 1.05, 295.01, 74.07, 229.44, 65.42, -0.02, 65.31, 22.45, 61.9, 1.6, 3.12, 2.61, 5.97, 0.0004, 0.0049, 0.13, -0.22, 2.42, -0.0008, 0.0041, 1.88, -0.89, 22.5, 115.5, 35.1, 63.0, 0.0145, 0.0013, 6.75, 4.5, 124.8, 359.41, -35.58, -34.63, -51.18, -0.213, 0.078, -0.155, 0.0059, -12.89, -6.18, -7.97, -0.001, 0.006, -5.0, -1.19, -2.08, -3.65, -1.05, 13.85, 10.4, 14.04, 63.82, 89.57, -0.1352, -0.1612, -12.96, 20.63333333, -6.403333333, -17.47, 0.23, -0.0156, 0.0018, 0.005, -0.029, -0.132, -0.75, 0.023, 11.27
2013-1-14, 10.37, -0.011, 0.042, 0.0209, -0.56, -0.59, 20.07, 3.28, 4.46, 0.0065, -0.67, 0.13, 0.07, -180.88, 41.95, 0.043, -0.011, -1.16, -0.9, 3.68, -5.39, -0.013, 0.011, 13.6, -0.07, -5.28, 6.34, 18.22, -1.13, -0.28, -0.23, -0.53, -0.5, 0.027000000000000003, 0.016, 0.039, -0.033, -0.033, -0.37, 10.66, -0.0028, -0.0017, 0.042, -45.0, -270.0, -0.1973, 0.0099, -0.26, -0.57, -7.42, 148.93, 151.03, 144.31, -0.01, 12.21, 19.24, 79.63, 1.0, 0.45, 1.01, -8.13, 0.0054, 0.0077, -1.25, 0.27, 1.11, 0.0042, -0.0008, 0.86, 1.38, -17.3, 30.7, 28.1, 31.6, -0.0036, 0.0086, 3.75, 23.25, 51.32, 130.96, -43.52, -35.38, 2.88, -0.032, -0.243, -0.06, -0.0092, 14.28, -15.97, 1.39, -0.008, -0.008, 2.07, -0.63, -2.08, -1.98, -4.58, -2.39, 2.12, 0.73, 28.95, -15.28, -0.1069, -0.1278, -12.96, 20.63333333, -6.403333333, 6.07, -17.15, -0.0458, -0.0533, -0.126, -0.098, -0.041, 15.62, 0.055, -10.12
2013-1-15, -23.3, -0.002, -0.025, 0.0086, -2.79, -0.03, -13.72, 12.59, 9.83, -0.002, 0.0, 0.07, 0.159, 583.36, 313.35, -0.048, 0.017, 18.44, 18.75, 17.64, 16.55, -0.049, -0.064, -45.2, -1.37, 27.42, 3.75, 7.79, -3.11, -0.035, -0.32, -0.285, 0.15, -0.023, -0.012, -0.015, -0.018000000000000002, -0.018000000000000002, -10.76, 0.48, 0.0015, 0.0018, -0.038, 200.0, 535.0, 0.1199, -0.0438, 0.58, 0.16, 35.67, 38.755, 64.255, 60.94, 0.02, 37.24, 36.44, 16.98, 3.75, 3.17, 5.79, 2.65, 0.0077, 0.0036, 1.24, -1.33, -5.88, -0.0018, 0.001, 0.12, -1.48, 8.9, 61.2, 43.7, 21.3, -0.0054, -0.0058, 15.25, 3.0, -111.15, 46.91, -3.1, 40.74, 12.47, 0.162, 0.019, 0.079, 0.0068, 1.875, 2.575, 3.055, -0.021, -0.0165, -2.8, -1.33, 0.01, -2.13, -1.73, -2.39, 2.12, 0.73, 26.51, 33.53, -0.0281, -0.1117, -12.96, 20.63333333, -6.403333333, 13.01, 14.16, 0.054000000000000006, 0.0108, 0.0, 0.018000000000000002, 0.043, 4.88, -0.035, -3.49
