@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Low_x numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute GAS_Low numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute NASDAQ_Now numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute CHF_KRW_Now numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute AUD_KRW_Open numeric
@attribute AUD_KRW_High numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute TA_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_High numeric
@attribute Silver_Open numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric

@data
2007-5-4, 7.88, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, -0.0034, -0.0021, 0.0011, 4.47, 2.67, 53.3, 64.9, -0.38, -0.04, -0.37, 0.217, -0.193, 517.03, 518.88, 0.033, 20.76, 20.5, -2.46, -1.77, 0.9, 2.69, 0.039, 0.039, 6.47, 9.43, 4.24, 9.43, 0.044, 21.748, 30.734, 22.672, -7.51, -3.0, 7.62, -0.385, -0.095, 0.04, 0.04, 0.04, 0.032, 0.032, -3.75, 0.06, 0.06, 0.06, 670.0, 0.1049, -0.58, -0.31, 445.19, 346.73, 91.63666667, 84.47333333, -0.03, -0.03, -0.03, -0.03, -51.9, 29.5, 72.71, -0.8, -3.28, -3.5, -0.0011, 0.0023, 0.0, 0.0016, -0.2, -0.02, -10.89, -8.66, -0.0048, -0.0002, 0.41, 12.06, 9.63, -2.43, -2.44, 9.5, -0.0011, -0.0101, 4.0, 13.0, 5.0, -151.0, 90.0, -6.0, -161.0, 17.08, 0.015, 0.015, -0.0019, -6.675, -6.315, -0.35, 0.006333333000000001, -1.55, 2.32, -3.1, -0.3, 6.5, 88.74, 215.38, -0.0422, -0.0362, -65.92333333, -77.19, -76.70333333, 7.94, 7.28, 7.94, -0.0073, -0.0269, 0.039, 0.039, 0.039, 0.039, 0.22, 0.16, -0.065, -4.0, 0.5, -0.015, 30.65
2007-5-7, 16.72, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 0.0034, -0.0036, -0.0013, 0.3, 3.64, 65.9, 53.3, 0.07, -0.46, -0.01, -0.009000000000000001, 0.326, 746.68, 746.68, 0.016, 40.07, 43.29, 39.67, 1.23, 8.67, 12.38, 0.025, 0.025, 3.23, 6.79, 7.0, 6.24, 0.077, 21.748, 30.734, 22.672, 4.2, -7.45, 6.69, 0.09, -0.27, 0.015, 0.015, 0.015, -0.038, -0.038, 3.11, 0.03, 0.03, 0.03, 590.0, 0.0189, -0.65, -1.18, 298.46, 473.1, 91.63666667, 84.47333333, -0.02, -0.02, -0.02, -0.02, 62.42, 23.24, 36.43, 1.0, -3.66, -3.43, 0.0004, -0.0012, -0.0005, -0.0004, -0.74, -0.62, -7.46, -2.77, -0.0052, -0.0045, 4.01, 1.78, 1.8, -1.73, -1.72, 5.4, 0.0038, -0.0012, 9.25, -4.0, 6.25, 288.0, -246.0, 1.0, 125.0, 7.73, -0.033, -0.033, -0.0011, -10.32, -7.06, -14.73, 0.006333333000000001, 0.54, -2.88, 0.6, -3.6, 8.72, 121.81, 108.26, 0.0191, -0.0393, -65.92333333, -77.19, -76.70333333, 4.37, 2.8, 2.09, -0.0144, 0.009000000000000001, 0.011, 0.011, 0.011, 0.011, -0.21, -0.01, 0.19, -3.0, -3.0, -0.005, 12.74
2007-5-8, -1.81, -0.014, -0.014, -0.014, -0.014, 0.0009, 0.0054, 0.0018, 3.19, -0.45, -26.65, -0.15, -0.68, -0.21, -0.55, -0.159, -0.102, 372.66, -64.39, -0.033, 8.93, 12.08, 48.08, 5.82, 6.63, 2.8, -0.01, -0.01, 3.86, 3.22, 0.66, 3.74, 0.004, 21.748, 30.734, 22.672, -6.39, 5.73, -1.2, -0.66, -0.13, -0.038, -0.038, -0.038, -0.012, -0.012, -4.27, -0.035, -0.035, -0.035, -320.0, 0.071, -1.38, -0.71, 105.21, 35.56, 91.63666667, 84.47333333, 0.03, 0.03, 0.03, 0.03, 0.07, 48.35, 21.05, -1.1, -0.99, -1.48, 0.0001, 0.0004, -0.0005, 0.0001, -0.87, -1.15, 7.13, -0.52, 0.0017, -0.0065, -1.01, 3.05, 3.03, 0.74, 0.76, 0.8, 0.0006, 0.0063, 2.0, 7.25, -8.75, -25.0, 256.0, 36.0, 116.0, 3.67, 0.009000000000000001, 0.009000000000000001, 0.0012, -13.67, -9.16, -26.92, 0.006333333000000001, -0.38, 0.92, -5.25, -1.65, 8.72, 88.13, 82.89, -0.0375, 0.023, -65.92333333, -77.19, -76.70333333, 2.415, 0.745, 1.37, -0.028, -0.0356, -0.037000000000000005, -0.037000000000000005, -0.037000000000000005, -0.037000000000000005, -0.1, -0.28, 0.1, 6.25, 2.5, 0.03, 20.32
2007-5-9, 10.77, -0.019, -0.019, -0.019, -0.019, -0.0057, -0.0002, -0.0006, -0.81, -1.08, -26.65, -0.15, 0.23, -0.32, 0.02, -0.142, -0.142, -314.98, -627.9, -0.024, -83.49, -23.12, -95.09, -7.73, -14.69, -13.07, -0.01, -0.01, -1.76, 3.79, -1.64, -4.88, -0.009000000000000001, 21.748, 30.734, 22.672, -4.5, -7.17, 0.8, 0.095, -0.425, 0.012, 0.012, 0.012, 0.006, 0.006, -3.79, 0.01, 0.01, 0.01, -290.0, -0.1785, 0.52, 0.36, -399.72, -480.47, -12.99, 87.3, 0.03, 0.03, 0.03, 0.03, -78.46, -3.9, 45.27, 0.05, -1.88, 4.55, -0.0016, 0.0002, -0.0001, -0.0021, 1.1, 0.66, -11.2, -5.28, 0.006999999999999999, 0.0024, -0.97, -2.95, -9.11, 0.1, 0.0, -2.9, -0.0035, -0.0009, -16.75, -24.75, -15.5, -318.0, -117.0, -113.0, -448.0, -14.25, -0.002, -0.002, 0.0014, -33.98, -31.68, -62.11, -0.002, -1.79, -0.84, 0.6, -2.3, -5.01, 18.42, 23.28, 0.0081, -0.0401, 74.57, 1.46, 74.57, 2.415, 0.745, 1.37, 0.027000000000000003, 0.0077, 0.011, 0.011, 0.011, 0.011, -0.08, -0.06, -0.085, -4.25, -6.5, 0.01, -31.28
2007-5-10, 6.26, -0.004, -0.004, -0.004, -0.004, -0.0013, -0.0054, -0.0056, -3.84, -2.15, -0.8, -8.5, 0.11, 0.45, 0.23, 0.083, 0.006999999999999999, 1.23, 622.7, -0.023, 33.79, -25.61, 14.24, -0.39, -11.07, -11.105, -0.024, -0.024, 4.86, -2.04, 4.44, 3.11, -0.058, 63.08, 23.16, 50.51, -0.15, -4.39, 4.59, 0.065, 0.265, -0.002, -0.002, -0.002, 0.034, 0.034, 0.37, 0.001, 0.001, 0.001, 1020.0, -0.0156, -0.1, -0.53, 233.46, 255.66, 91.28, -34.89, 0.03, 0.03, 0.03, 0.03, 50.61, 53.8, -8.78, 1.2, 4.11, 0.56, -0.0026, -0.0016, -0.0019, -0.001, -0.34, -0.32, -2.23, 3.19, -0.0035, 0.0073, 3.87, -2.05, 4.94, 1.24, 1.34, -4.8, 0.0054, -0.0035, -13.25, -7.25, -0.25, 225.0, -79.0, 44.0, 277.0, 15.19, 0.024, 0.024, -0.0026, -45.85, -53.81, -6.22, 0.045, 0.51, -3.03, 0.6, 2.2, -3.9, 35.53, 54.29, 0.005, 0.0112, -21.5, 74.57, 0.0, -1.69, -1.89, -8.08, -0.0141, 0.0008, -0.003, -0.003, -0.003, -0.003, 0.03, 0.02, -0.085, -4.75, -4.75, 0.005, 7.11
2007-5-11, 3.88, 0.02, 0.02, 0.02, 0.02, -0.0044, -0.0019, -0.0002, -0.24, -1.43, -25.5, -14.0, 0.21, -0.02, 0.12, 0.006, 0.035, 1020.9, 56.61, 0.03, -60.66, 4.32, -26.83, -0.39, -11.07, -11.105, -0.008, -0.008, -21.11, 5.01, -1.47, -12.35, -0.07400000000000001, 36.61, 60.32, 56.92, -2.06, -0.71, -42.6, 0.16, -0.04, 0.023, 0.023, 0.023, -0.03, -0.03, 0.68, 0.02, 0.02, 0.02, -80.0, -0.2525, 0.02, 0.7, 0.28, 85.84, -11.16, 176.91, 0.0, 0.0, 0.0, 0.0, -60.39, -147.74, 58.43, -0.45, -0.35, 3.51, 0.0028, -0.0022, 0.001, 0.0003, 0.59, 1.05, 5.36, -0.26, 0.0011, -0.0028, -16.14, 4.43, -8.12, -0.41, -0.39, -15.2, -0.0141, 0.0042, 7.25, 2.0, -6.75, -422.0, 146.0, 28.0, -197.0, 9.05, -0.028, -0.028, -0.0068, -1.82, -2.15, 12.76, -0.015, -3.41, 1.32, 1.55, -0.45, 3.26, -25.41, -27.55, 0.0232, 0.0007, 49.39666667, 17.29, 42.23, -8.71, -6.03, 1.04, 0.0467, 0.0255, 0.021, 0.021, 0.021, 0.021, -0.1, 0.4, -0.055, -3.0, 0.75, 0.015, -40.8
2007-5-14, 2.21, -0.012, -0.012, -0.012, -0.012, 0.0044, -0.0051, -0.0032, -9.75, -3.66, 41.6, -63.1, 0.47, 0.14, 0.22, 0.173, 0.005, -1063.06, 29.73, -0.036000000000000004, 64.01, -11.82, -95.81, -37.34, -46.91, -38.04, 0.013, 0.013, 14.38, -20.86, -6.09, 0.05, -0.024, -28.02, 3.0, -32.47, 6.21, -2.69, 28.48, 0.265, 0.195, -0.026, -0.026, -0.026, 0.034, 0.034, 1.63, -0.029, -0.029, -0.029, -330.0, 0.2787, 0.06, 0.3, 132.15, 16.22, -183.24, -177.47, 0.0, 0.0, 0.0, 0.0, 40.95, 111.09, -146.85, -0.25, -1.53, 0.68, 0.0019, 0.0028, 0.0013, 0.0018, 1.04, 0.49, -11.62, -8.39, 0.009000000000000001, -0.0022, 10.91, -14.01, 0.14, 2.02, 1.95, 5.5, 0.0004, -0.0157, -14.0, 1.75, -1.5, 157.0, -727.0, -395.0, -372.0, -24.73, -0.035, -0.035, -0.0014, -5.46, -8.14, -28.38, -0.015, 2.08, -3.38, 1.65, 1.25, 12.345, 83.82, 31.96, -0.0116, 0.0273, 49.39666667, 17.29, 42.23, -1.56, -1.82, -2.72, 0.0198, 0.0276, -0.028, -0.028, -0.028, -0.028, 0.34, -0.29, -0.325, -0.5, 12.0, 0.045, -7.49
2007-5-15, -16.4, -0.004, -0.004, -0.004, -0.004, 0.0013, 0.0057, 0.0026, 7.59, 1.72, -10.2, 78.4, -0.39, 0.34, -0.01, 0.053, 0.273, 674.81, 63.49, -0.065, -19.73, 45.6, 141.5, -23.36, -7.42, -14.71, 0.002, 0.002, -2.7, 14.29, 4.66, 6.87, -0.062, 24.71, -53.76, 41.76, -2.25, 7.43, -15.78, -0.215, -0.055, 0.031, 0.031, 0.031, 0.024, 0.024, -2.21, 0.031, 0.031, 0.031, -10.0, 0.112, 0.51, 0.46, 47.51, 12.17, 124.22, 66.72, -0.01, -0.01, -0.01, -0.01, -20.96, 20.56, 113.61, 3.0, 8.26, 2.15, 0.0014, 0.0014, 0.0015, 0.0017, 0.0, 0.83, 7.24, -0.07, -0.0033, 0.0109, -7.21, 10.23, 1.95, 0.97, 0.94, -2.1, -0.0015, 0.0044, 15.75, 1.25, 13.5, 39.0, 690.0, 322.0, 477.0, 21.91, 0.102, 0.102, 0.0078, -24.85, -14.89, -16.78, 0.01, 1.39, 2.48, -2.55, 0.55, 12.345, -5.48, 41.68, -0.0273, -0.0118, 49.39666667, 17.29, 42.23, 5.1, 6.34, 7.27, -0.0155, 0.0021, 0.034, 0.034, 0.034, 0.034, 0.11, 0.2, 0.255, 23.25, 7.0, -0.05, -8.36
2007-5-16, 11.23, 0.043, 0.043, 0.043, 0.043, 0.005, 0.0009, 0.0052, -4.97, -0.78, 13.1, 2.6, -0.03, -0.44, -0.2, -0.08800000000000001, -0.095, -399.02, 71.61, 0.025, 45.74, -7.43, -27.85, -16.96, -10.14, -5.8, 0.047, 0.047, -1.96, -2.65, 3.93, 2.09, -0.008, -147.21, 85.17, -11.58, 4.82, -2.77, -21.15, -0.03, -0.02, 0.039, 0.039, 0.039, 0.008, 0.008, 2.71, 0.044, 0.044, 0.044, -30.0, -0.0248, 0.23, -0.07, -245.46, -46.76, -164.96, -105.6, 0.02, 0.02, 0.02, 0.02, 3.74, 37.06, 20.24, -0.25, -1.88, -2.4, 0.0, 0.0013, 0.0009, 0.0015, 1.28, -0.58, -7.83, -1.76, 0.003, -0.0016, -8.15, -6.6, -6.96, 6.23, 6.3, 4.5, 0.0068, -0.0028, -2.5, 11.5, -1.75, 393.0, -413.0, 75.0, -36.0, -6.43, 0.032, 0.032, 0.0019, -9.75, -19.17, -77.99, 0.02, 5.58, 1.12, 0.15, -2.95, -10.91, -24.72, -9.93, 0.0096, -0.0344, 29.3, 74.82, 29.3, 3.22, 0.07, 0.66, 0.0234, -0.0017, 0.04, 0.04, 0.04, 0.04, -0.15, 0.11, -0.08, 1.25, 14.5, 0.043, 3.7
2007-5-17, 14.98, 0.004, 0.004, 0.004, 0.004, -0.0071, 0.0052, 0.0, 2.87, -1.1, -9.1, 6.5, -0.02, -0.01, 0.04, 0.026, -0.055, 7.7, 148.39, 0.017, -24.1, 2.47, 42.03, 5.41, 1.65, 2.51, -0.006999999999999999, -0.006999999999999999, 12.95, -2.36, -0.68, 0.32, -0.05, 86.86, -165.02, -82.44, -7.01, 5.3, 22.13, -0.105, -0.165, 0.034, 0.034, 0.034, 0.008, 0.008, -4.9, 0.031, 0.031, 0.031, 750.0, -0.0262, 0.0, -0.17, 413.9, -7.92, 16.02, -90.14, 0.0, 0.0, 0.0, 0.0, -33.5, 103.69, 28.08, 0.5, 2.19, -0.64, -0.0004, 0.0005, 0.0002, -0.0004, -0.1, 1.53, 6.51, -0.08, -0.0091, 0.0037, 6.02, -7.61, -3.08, 6.72, 6.61, -12.8, -0.0087, 0.0062, 12.0, 3.25, 13.25, -220.0, 424.0, 0.0, 266.0, 25.98, 0.003, 0.003, -0.0029, -77.74, -66.3, -70.1, 0.0, -4.97, 5.75, -0.4, 0.6, 11.75, 47.48, 39.46, -0.0377, 0.014, -26.93, 29.3, 0.0, 1.41, 9.24, 3.87, -0.0232, -0.0035, 0.03, 0.03, 0.03, 0.03, 0.55, 0.26, -0.245, 8.5, -3.25, -0.013, 10.84
2007-5-18, -3.33, 0.008, 0.008, 0.008, 0.008, -0.0026, -0.0078, -0.0066, -2.02, 0.43, 19.8, 14.2, 0.71, 0.27, 0.19, 0.185, 0.093, 1222.3, 855.65, 0.006, 18.25, 5.62, 23.37, 15.51, 15.36, 13.03, -0.004, -0.004, -1.39, 13.26, 2.99, 8.54, -0.16, 62.25, 111.68, 76.87, 3.33, -8.02, -8.04, 0.495, 0.365, 0.002, 0.002, 0.002, 0.044, 0.044, 0.45, 0.011, 0.011, 0.011, 140.0, -0.0092, 1.79, 0.58, 194.64, 491.53, -30.4, 99.33, 0.03, 0.03, 0.03, 0.03, 33.58, -10.81, 112.83, 3.45, -10.29, -4.05, -0.0006, -0.0009, -0.0007, -0.0003, 2.26, 0.62, -9.23, 0.32, 0.001, -0.0119, -4.56, 4.73, 2.62, 2.49, 2.59, -4.0, -0.0025, -0.0086, 6.0, 1.0, 2.5, 162.0, -156.0, -19.0, 34.0, 2.503333333, 0.017, 0.017, -0.0038, -61.96, -68.82, -49.31, -0.02, 7.36, -4.74, 4.15, 1.35, 4.09, 74.13, 23.17, 0.0033, -0.0406, 58.72333333, 38.11, 49.74666667, 10.77, 2.94, 5.66, 0.0697, 0.045, 0.001, 0.001, 0.001, 0.001, 0.47, 0.54, -0.05, -6.0, -5.5, -0.01, 16.95
2007-5-21, 15.95, 0.061, 0.061, 0.061, 0.061, 0.0014, -0.0018, -0.0023, 2.53, 6.02, 61.6, 25.5, 0.82, 0.85, 0.85, -0.131, 0.038, -107.5, 124.73, 0.037000000000000005, 108.04, 85.0, 6.85, -8.72, -0.4, 2.84, 0.025, 0.025, 10.0, -1.27, 5.61, 3.45, 0.0, -18.03, 38.9, -12.18, 9.15, 4.28, 19.07, 0.785, 0.875, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.046, 0.046, 4.7, 0.004, 0.004, 0.004, 40.0, 0.2727, 0.55, 2.09, 343.25, 387.47, -99.02, -22.8, 0.03, 0.03, 0.03, 0.03, 33.58, 79.81, -10.56, 0.0, 3.34, 4.47, 0.0009, -0.0002, -0.0004, -0.0002, -0.85, 1.19, 6.84, 10.61, -0.0009, 0.0024, 8.02, -1.25, 1.42, 1.22, 1.17, 4.8, -0.0004, -0.002, 0.75, 2.5, -1.0, 400.0, 252.0, 361.0, 162.0, 2.503333333, -0.016, -0.016, -0.0015, -32.02, 45.35, 38.68, -0.032, 14.13, 7.43, 5.95, 5.55, -11.545, 10.78, 109.11, 0.0583, 0.0067, 58.72333333, 38.11, 49.74666667, 3.35, 6.32, 7.24, -0.0215, -0.0055, 0.017, 0.017, 0.017, 0.017, -0.14, 0.02, 0.105, -7.75, -8.5, 0.025, 59.2
2007-5-22, 14.68, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, -0.0041, 0.0021, 0.0007, 6.99, 1.45, -4.1, 40.3, -0.44, 0.24, 0.15, -0.031, -0.071, 444.68, 579.1, 0.022, 11.77, 30.82, 108.98, 5.93, 17.65, 26.62, 0.018000000000000002, 0.018000000000000002, 2.35, 10.01, 7.12, 9.97, 0.07400000000000001, 41.96, -139.04, 31.32, -9.05, 9.79, 20.34, -0.54, -0.13, 0.0, 0.0, 0.0, -0.018000000000000002, -0.018000000000000002, -5.11, 0.0, 0.0, 0.0, 650.0, 0.0751, 0.74, -0.12, 15.13, 186.87, 157.29, -107.98, 0.01, 0.01, 0.01, 0.01, -19.42, -13.65, 80.13, 2.8, 5.99, -0.91, -0.0008, 0.0012, 0.0005, -0.0003, 1.07, -0.17, 11.55, -2.36, -0.0002, 0.0024, 9.99, 5.19, 8.57, 3.03, 2.98, -1.0, -0.0036, 0.0002, -7.0, 1.5, -1.75, -869.0, -310.0, 0.0, -489.0, 2.503333333, 0.006, 0.006, 0.0009, 77.59, 52.49, 77.59, 0.052000000000000005, -0.3, 13.37, -3.85, 1.65, -11.545, 25.225, 21.6, -0.0552, 0.0561, 58.72333333, 38.11, 49.74666667, 3.02, 0.68, -2.09, 0.0357, 0.0255, -0.013, -0.013, -0.013, -0.013, 0.36, 0.26, -0.075, -17.75, -9.25, 0.025, -20.82
2007-5-23, 3.71, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, 0.009000000000000001, -0.0017, -0.0058, -0.0049, -0.15, 2.06, -30.2, -24.8, 0.17, -0.23, -0.21, -0.112, -0.025, 345.97, -38.9, 0.014, 40.08, 32.43, 9.27, -0.27, -3.35, -11.55, -0.01, -0.01, -0.98, 2.35, -0.63, -0.66, -0.029, 38.16, 188.79, 53.21, -1.5, -10.76, 9.23, -0.02, -0.45, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, 0.044, 0.044, 0.94, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -190.0, 0.0064, -0.03, 0.35, -91.83, -110.95, 123.18, 122.76, 0.0, 0.0, 0.0, 0.0, -44.2, -2.93, -11.54, 0.5, -6.37, -4.83, -0.0024, -0.0016, -0.0017, -0.0014, -0.97, 0.36, -12.07, -6.14, 0.0016, -0.0029, 6.27, 10.17, 8.94, -1.18, -1.11, -0.9, 0.0041, -0.0048, 6.75, -2.25, -0.5, -167.0, -146.0, -741.0, -359.0, 7.48, 0.04, 0.04, -0.0016, 41.1, -15.71, 12.32, -0.055, -1.29, 0.28, 0.1, -2.2, 1.79, 25.225, 21.6, -0.0004, -0.0562, 6.59, 34.91, 6.59, -2.16, 3.37, 4.27, -0.0437, -0.009000000000000001, -0.001, -0.001, -0.001, -0.001, 0.05, -0.04, 0.205, 6.75, -2.75, 0.032, 1.54
2007-5-25, -2.03, 0.035, 0.035, 0.035, 0.035, 0.0011, -0.001, 0.0024, 2.78, 0.27, 9.8, 7.9, 0.16, 0.32, 0.38, -0.044, -0.055, -214.31, -368.95, 0.038, 76.49, 62.19, 51.04, -8.29, -42.03, -38.98, 0.018000000000000002, 0.018000000000000002, -1.84, -1.01, 3.19, -0.15, -0.025, 63.33, 34.29, 38.81, 2.63, -0.66, -10.97, 0.15, 0.2, 0.035, 0.035, 0.035, 0.017, 0.017, 2.18, 0.039, 0.039, 0.039, -150.0, -0.0122, -0.15, 0.25, 369.16, 125.03, 25.07, 184.84, 0.04, 0.04, 0.04, 0.04, 77.7, -14.3, -4.15, -0.35, -1.7, 4.41, -0.0034, -0.002, -0.0018, -0.0034, 1.08, -0.01, 4.3, 13.9, 0.003, 0.001, -3.38, 7.19, 3.42, -1.4, -1.37, 2.8, 0.0115, 0.0042, -7.75, -5.75, -0.5, 239.0, -282.0, 22.0, 200.0, 25.5, 0.015, 0.015, -0.0012, -21.24, -15.85, -20.38, 0.055, 4.33, -1.79, 1.1, 1.1, 1.79, 54.27, 13.63, 0.0032, -0.0003, -57.15, 6.59, 0.0, 4.84, -0.97, 0.05, 0.0251, -0.0126, 0.035, 0.035, 0.035, 0.035, 0.09, 0.27, -0.055, -6.75, 0.75, -0.009000000000000001, 26.65
2007-5-28, 13.35, 0.051, 0.051, 0.051, 0.051, -0.0021, -0.002, -0.003, -8.41, -6.18, -45.9, -70.0, -0.4, 0.19, -0.21, -0.117, -0.24, -1668.38, -1128.87, 0.12, 3.32, 7.86, -1.53, -63.52, -37.57, -39.62, 0.026, 0.026, -6.55, -16.59, -15.02, -14.4, -0.037000000000000005, 6.07, 7.76, 15.03, -6.16, -0.29, -19.86, -0.4, 0.18, 0.001, 0.001, 0.001, 0.016, 0.016, -3.13, -0.056, -0.056, -0.056, -810.0, 0.0215, -0.9, -0.84, -471.25, -352.68, -223.91, -233.88, 0.0, 0.0, 0.0, 0.0, -57.43, -18.37, -98.9, 2.0, 0.16, -4.71, 0.0, -0.0044, -0.0034, -0.0018, 0.09, 0.38, 11.85, 0.83, -0.0096, -0.0049, -6.61, -15.55, -10.38, -1.59, -1.61, -6.2, -0.0029, 0.0102, 6.75, 5.0, 3.5, -548.0, -481.0, -590.0, -568.0, -43.82, 0.006999999999999999, 0.006999999999999999, -0.0007, -28.62, -17.33, -6.19, 0.03, -1.39, 2.59, -3.1, 0.9, 1.79, -139.25, -165.92, -0.036000000000000004, 0.016, -43.485, -36.615, -36.615, -17.09, -12.35, -13.66, 0.0068, 0.0165, 0.011, 0.011, 0.011, 0.011, 0.16, 0.0, -0.11, 20.75, 23.5, 0.027000000000000003, -85.11
2007-5-29, 3.89, 0.011, 0.011, 0.011, 0.011, 0.0012, 0.0016, -0.001, 3.68, 1.89, 18.0, 19.0, 0.2, -0.13, 0.04, -0.0245, -0.0055, 1075.07, 1075.07, 0.046, 20.92, 20.315, 38.765, 0.66, -12.17, -7.95, 0.014, 0.014, 1.19, 4.025, 2.195, 2.26, 0.0185, 92.33, 88.39, 93.46, 1.77, -2.91, 7.435, 0.11, -0.27, 0.035, 0.035, 0.035, 0.008, 0.008, -0.03, 0.05, 0.05, 0.05, 560.0, -0.1453, -0.03, -0.835, 228.08, 287.03, 106.38, 15.71, 0.0, 0.0, 0.0, 0.0, 7.335, 7.03, 32.67, -0.575, -2.16, -2.56, 0.0007, 0.0012, 0.0004, 0.002, -0.98, -0.32, -7.74, -5.81, 0.0031, 0.0, 3.8, 3.02, 3.02, 2.27, 2.28, 0.7, -0.0002, -0.0012, -0.875, -1.875, -3.75, 147.0, 238.0, 162.0, 175.0, 16.33, 0.006999999999999999, 0.006999999999999999, 0.0014, -3.16, -18.45, -19.97, 0.01, 0.67, 1.17, 0.45, -0.95, 1.79, -3.22, 77.8, 0.0103, -0.0483, -43.485, -36.615, -36.615, 3.17, 4.17, 3.89, -0.03505, -0.0079, 0.021, 0.021, 0.021, 0.021, -0.08, -0.06, 0.07, 3.625, 0.0, -0.03, 17.8
