@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute GAS_Now numeric
@attribute GAS_High numeric
@attribute GAS_Low numeric
@attribute Brazil_Now numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_High numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_High numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Low numeric

@data
2010-07-27, 1768.31, 3.225, 3.225, 3.225, 1.2995, 1.29, 339.73, 339.87, 5351.12, 5354.3, 5301.3, 13.162, 175.71, 176.87, 4.612, 4.6339999999999995, 4.511, 66443.26, 2.352, 2.352, 2.352, 6194.21, 6201.02, 1469.99, 1447.67, 1396.92, 1380.88, 3.45, 5446.55, 5466.25, 1115.01, 1101.3, 3.225, 3.17, 2588.68, 2576.37, 2589.48, 1547.84, 1546.54, 1534.72, 2296.43, 2271.62, 2296.43, 2262.96, 154.34, 3.0410000000000004, 3.0410000000000004, 2.9960000000000004, 2.9960000000000004, 2.9960000000000004, 2.9960000000000004, 1136.69, 1139.32, 1127.52, 1.0381, 1.0387, 1.0301, 2.765, 66700.0, 66500.0, 25.6736, 25.3027, 78.98, 79.33, 32814.98, 9503.66, 9533.0, 4.89, 4.89, 6199.46, 6223.3, 10525.43, 10424.17, 165.6, 165.8, 164.25, 1065.05, 1066.85, 1050.85, 1075.37, 1074.19, 0.8391, 0.8399, 77.5, 76.54, 1848.18, 1852.24, 1.2279, 1.228, 1.2198, 665.22, 652.9, 649.3, 670.8, 1183.0, 1192.6, 1182.2, 10506.7, 10331.0, 1.5486, 1.5419, 1.541, 364.0, 371.75, 20819.96, 20484.0, 3023.7, 3062.95, 3014.55, 4.263999999999999, 4.263999999999999, 4.263999999999999, 0.7327, 0.7268, 0.7355, 0.7266, 4943.53, 4895.51, 4948.72, 1.082, 1.089, 1156.63, 1146.89, 1191.15, 1197.55, 1117.35, 1122.98, 11742.41, 11768.46, 11679.62, 13.7087, 13.7198, 13.5859, 6217.23, 6175.03, 6240.76, 6158.11, 848.49, 842.405, 2.0426, 2.06, 2.0298, 3.988, 3.988, 3.988, 3.988, 86.83, 18.195, 18.025, 593.63, 595.13, 5.242000000000001, 5.242000000000001, 2503.83
2010-07-28, 1773.47, 3.272, 3.272, 3.272, 1.2995, 1.2990000000000002, 339.31, 340.59, 5365.67, 5412.8, 5351.3, 13.084, 174.51, 175.83, 4.675, 4.691, 4.6, 66674.44, 2.4730000000000003, 2.4730000000000003, 2.4730000000000003, 6207.31, 6211.1, 1492.2, 1466.89, 1401.56, 1391.77, 3.5180000000000002, 5420.2, 5450.95, 1120.95, 1109.78, 3.205, 3.225, 2575.37, 2581.59, 2588.0, 1537.12, 1546.87, 1529.63, 2288.25, 2306.62, 2307.6, 2280.72, 153.35, 3.0410000000000004, 3.0410000000000004, 3.049, 3.049, 3.049, 3.049, 1134.93, 1137.7, 1109.6, 1.0318, 1.0396, 1.025, 2.773, 67240.0, 66600.0, 25.3715, 25.1285, 77.5, 79.69, 32959.89, 9496.85, 9508.0, 4.87, 4.87, 6275.19, 6289.96, 10537.69, 10525.28, 163.75, 164.6, 163.2, 1063.56, 1068.7, 1056.6, 1066.49, 1074.64, 0.8335, 0.8418, 76.13, 75.48, 1844.03, 1847.48, 1.2286, 1.2278, 1.2243, 662.17, 670.9, 660.2, 666.45, 1158.0, 1174.2, 1162.7, 10645.0, 10533.1, 1.5591, 1.5486, 1.5443, 362.75, 369.5, 21158.08, 20919.0, 3041.68, 3061.63, 3023.99, 4.172, 4.172, 4.172, 0.7321, 0.7327, 0.7396, 0.7313, 4999.05, 4943.69, 5015.06, 1.0659999999999998, 1.075, 1155.42, 1136.71, 1182.95, 1192.0, 1122.69, 1118.35, 11803.73, 11822.68, 11683.83, 13.4587, 13.719, 13.425999999999998, 6274.95, 6217.23, 6277.63, 6211.16, 854.49, 847.12, 1.9994, 2.063, 1.9868, 3.984, 3.984, 3.984, 3.984, 86.84, 17.621, 17.6, 585.75, 601.75, 5.26, 5.26, 2535.66
2010-07-29, 1770.88, 3.219, 3.219, 3.219, 1.2993, 1.3002, 338.7, 339.97, 5339.81, 5394.15, 5326.65, 13.106, 174.97, 175.5, 4.774, 4.881, 4.678999999999999, 66808.25, 2.475, 2.475, 2.475, 6178.94, 6238.71, 1491.59, 1468.42, 1394.89, 1388.83, 3.491, 5436.1, 5447.85, 1114.66, 1103.11, 3.24, 3.196, 2633.66, 2574.32, 2636.0, 1540.97, 1536.65, 1534.41, 2264.56, 2284.62, 2292.24, 2257.76, 152.18, 3.0210000000000004, 3.0210000000000004, 2.99, 2.99, 2.99, 2.99, 1114.84, 1125.93, 1112.84, 1.0354, 1.0391, 1.0295, 2.7489999999999997, 67300.0, 66730.0, 25.6294, 25.3063, 76.99, 77.74, 32694.64, 9510.333333333334, 9556.666666666666, 4.86, 4.86, 6277.49, 6325.57, 10497.88, 10537.01, 167.4, 164.1, 163.65, 1063.61, 1066.99, 1048.85, 1056.55, 1064.7, 0.8333, 0.8370000000000001, 76.06, 74.8, 1842.9, 1854.56, 1.2183, 1.2269, 1.2165, 664.2, 661.5, 661.2, 666.85, 1160.4, 1159.8, 1159.8, 10643.9, 10595.9, 1.5592, 1.5594, 1.5545, 376.25, 379.5, 21127.525, 20981.5, 3057.47, 3064.79, 3041.58, 4.245, 4.245, 4.245, 0.7211, 0.7324, 0.7343, 0.7198, 5138.93, 4999.05, 5146.95, 1.067, 1.101, 1151.17, 1140.08, 1186.0, 1189.6, 1120.55, 1124.08, 11667.54, 11716.29, 11659.11, 13.5651, 13.5931, 13.427, 6266.81, 6274.95, 6303.26, 6263.49, 860.0, 850.92, 1.9964, 2.0082, 1.9745, 3.9939999999999998, 3.9939999999999998, 3.9939999999999998, 3.9939999999999998, 87.24, 17.423, 17.43, 601.9166666666666, 622.0433333333333, 5.215, 5.215, 2535.92
2010-07-30, 1759.33, 3.175, 3.175, 3.175, 1.3079, 1.2990000000000002, 335.19, 336.73, 5313.95, 5375.5, 5302.0, 13.108, 175.07, 175.87, 4.827, 4.87, 4.678, 66953.83, 2.451, 2.451, 2.451, 6134.7, 6202.78, 1510.37, 1473.7, 1418.35, 1394.89, 3.3960000000000004, 5397.85, 5415.85, 1115.9, 1092.82, 3.285, 3.2289999999999996, 2648.12, 2635.05, 2656.41, 1551.21, 1538.96, 1538.49, 2251.69, 2279.07, 2282.94, 2228.52, 152.54, 2.985, 2.985, 2.988, 2.988, 2.988, 2.988, 1120.99, 1143.79, 1119.62, 1.0384, 1.0394, 1.0296, 2.7119999999999997, 67400.0, 66885.0, 25.6867, 25.3615, 78.36, 78.89, 32666.16, 9523.816666666666, 9605.333333333334, 4.84, 4.84, 6220.65, 6307.26, 10467.16, 10498.94, 173.05, 167.4, 166.45, 1054.18, 1060.17, 1047.38, 1067.89, 1055.48, 0.8377, 0.8397, 77.59, 75.6, 1847.06, 1859.78, 1.227, 1.2176, 1.2172, 650.43, 657.3, 639.8, 666.3, 1168.4, 1169.2, 1158.7, 10659.5, 10602.5, 1.5611, 1.5589, 1.558, 379.25, 385.5, 21096.97, 21044.0, 3096.82, 3097.19, 3056.67, 4.261, 4.261, 4.261, 0.7238, 0.7204, 0.7288, 0.7201, 5119.1, 5139.88, 5192.96, 1.081, 1.101, 1152.29, 1140.08, 1186.35, 1191.9, 1118.59, 1116.46, 11746.77, 11771.78, 11634.13, 13.6708, 13.7055, 13.5367, 6288.690000000001, 6288.863333333333, 6316.296666666667, 6279.71, 858.27, 849.11, 2.0372, 2.0537, 1.9875, 3.958, 3.958, 3.958, 3.958, 86.54, 17.601, 17.545, 618.0833333333334, 642.3366666666667, 5.24, 5.24, 2537.0
2010-08-02, 1782.27, 3.113, 3.113, 3.113, 1.3048, 1.3081, 331.02, 334.3, 5258.02, 5322.5, 5244.3, 13.181, 174.6, 175.5, 4.923, 4.937, 4.784, 67515.4, 2.434, 2.434, 2.434, 6147.97, 6123.41, 1504.39, 1465.95, 1397.12, 1382.78, 3.322, 5408.4, 5413.25, 1106.44, 1088.01, 3.307, 3.273, 2637.5, 2642.85, 2643.03, 1543.26, 1550.2, 1536.01, 2254.7, 2227.29, 2264.81, 2218.61, 152.6, 2.9560000000000004, 2.9560000000000004, 2.905, 2.905, 2.905, 2.905, 1138.23, 1143.14, 1128.72, 1.036, 1.0377, 1.0261, 2.6710000000000003, 67000.0, 66505.0, 25.6547, 25.37, 78.95, 79.05, 32450.46, 9537.3, 9654.0, 4.84, 4.84, 6200.78, 6234.76, 10465.94, 10465.19, 176.3, 173.05, 172.65, 1045.22, 1055.28, 1037.72, 1069.38, 1067.76, 0.8319, 0.8383, 78.18, 76.2, 1850.81, 1859.7, 1.2298, 1.2275, 1.2204, 650.89, 641.3, 638.5, 666.15, 1181.7, 1183.1, 1165.8, 10499.8, 10430.3, 1.5684, 1.5616, 1.5551, 392.75, 393.25, 21021.56, 20769.0, 3069.28, 3104.08, 3054.1, 4.231, 4.231, 4.231, 0.7262, 0.7234, 0.7268, 0.7192, 5161.18, 5119.1, 5167.44, 1.09, 1.092, 1152.77, 1140.29, 1182.75, 1189.15, 1129.495, 1119.825, 11667.89, 11746.8, 11603.81, 13.6781, 13.7878, 13.6238, 6310.57, 6302.776666666668, 6329.333333333332, 6295.9299999999985, 856.23, 851.98, 2.0427, 2.0518, 1.9999, 3.966, 3.966, 3.966, 3.966, 86.02, 17.987000000000005, 17.64, 634.25, 662.63, 5.215, 5.215, 2498.98
2010-08-03, 1790.6, 3.113, 3.113, 3.113, 1.3182, 1.3062, 333.3, 339.97, 5397.11, 5402.8, 5300.0, 13.087, 173.23, 174.63, 4.7010000000000005, 5.007, 4.681, 68517.46, 2.272, 2.272, 2.272, 6292.13, 6187.64, 1525.05, 1474.43, 1429.36, 1397.15, 3.3489999999999998, 5369.55, 5438.85, 1127.3, 1107.53, 3.385, 3.32, 2672.52, 2635.81, 2675.76, 1546.91, 1543.69, 1529.63, 2295.36, 2283.32, 2299.24, 2274.27, 152.18, 2.986, 2.986, 2.963, 2.963, 2.963, 2.963, 1135.66, 1137.77, 1117.95, 1.0293, 1.03, 1.0203, 2.7030000000000003, 68600.0, 68345.0, 25.497, 25.2963, 81.34, 81.77, 32308.88, 9570.31, 9579.0, 4.85, 4.85, 6321.64, 6338.52, 10674.38, 10468.82, 172.5, 175.6, 172.05, 1052.11, 1076.02, 1051.59, 1071.93, 1070.42, 0.8295, 0.8327, 80.82, 78.1, 1858.58, 1866.97, 1.2323, 1.2312, 1.2293, 661.86, 662.5, 652.8, 633.96, 1183.4, 1191.8, 1174.7, 10835.4, 10489.8, 1.5894, 1.5726, 1.5696, 390.5, 404.25, 21547.84, 21027.0, 3058.98, 3083.86, 3048.59, 4.177, 4.177, 4.177, 0.7332, 0.7282, 0.7342, 0.7274, 5182.85, 5161.18, 5200.29, 1.067, 1.07, 1150.62, 1140.06, 1173.5, 1181.6, 1140.4, 1123.19, 11748.605, 11809.845, 11658.86, 13.5673, 13.704, 13.4923, 6332.45, 6316.69, 6342.37, 6312.15, 864.59, 860.47, 2.1538, 2.17, 2.0874, 3.9210000000000003, 3.9210000000000003, 3.9210000000000003, 3.9210000000000003, 86.32, 18.403, 18.403, 662.38, 710.63, 5.23, 5.23, 2533.88
2010-08-04, 1789.26, 3.113, 3.113, 3.113, 1.3228, 1.3181, 339.55, 339.94, 5396.48, 5399.3, 5353.0, 12.96, 172.47, 173.24, 4.638999999999999, 4.825, 4.625, 67997.36, 2.427, 2.427, 2.427, 6307.91, 6279.95, 1531.26, 1510.83, 1412.25, 1406.04, 3.2710000000000004, 5432.5, 5459.2, 1125.44, 1116.76, 3.355, 3.365, 2627.0, 2678.79, 2681.78, 1545.3, 1545.0, 1527.47, 2283.52, 2291.75, 2295.03, 2272.33, 150.99, 2.891, 2.891, 2.909, 2.909, 2.909, 2.909, 1128.06, 1133.51, 1115.18, 1.0231, 1.0274, 1.0217, 2.61, 68500.0, 68220.0, 25.5438, 25.0789, 82.55, 82.64, 32808.81, 9694.01, 9729.0, 4.85, 4.85, 6337.72, 6348.86, 10636.38, 10673.92, 166.65, 172.8, 165.15, 1073.93, 1074.69, 1067.73, 1066.04, 1070.61, 0.8294, 0.8318, 82.68, 80.64, 1862.99, 1872.2, 1.2323, 1.2315, 1.2262, 655.66, 659.1, 650.8, 662.05, 1185.2, 1190.5, 1180.0, 10871.4, 10727.4, 1.5949, 1.589, 1.586, 389.5, 394.5, 21498.32, 21314.0, 2973.66, 3084.17, 2965.56, 4.141, 4.141, 4.141, 0.7342, 0.7332, 0.7356, 0.73, 5156.83, 5182.85, 5225.6, 1.071, 1.075, 1147.62, 1133.71, 1168.2, 1173.2, 1134.13, 1142.49, 11829.32, 11872.89, 11713.91, 13.6178, 13.6826, 13.3984, 6301.35, 6332.45, 6373.91, 6300.25, 870.42, 861.87, 2.2, 2.2035, 2.155, 3.87, 3.87, 3.87, 3.87, 85.69, 18.407, 18.435, 691.88, 697.38, 5.162000000000001, 5.162000000000001, 2573.18
2010-08-05, 1783.86, 3.168, 3.168, 3.168, 1.3159999999999998, 1.3229, 337.66, 341.0, 5386.16, 5406.8, 5317.3, 13.009, 172.38, 173.06, 4.737, 4.756, 4.632, 68272.0, 2.438, 2.438, 2.438, 6331.33, 6287.65, 1534.7, 1501.93, 1418.05, 1400.7, 3.293, 5441.35, 5481.9, 1128.75, 1119.46, 3.4010000000000002, 3.352, 2638.52, 2620.5, 2638.9, 1536.37, 1544.32, 1532.5, 2303.57, 2291.09, 2305.07, 2283.21, 150.39, 2.8680000000000003, 2.8680000000000003, 2.9530000000000003, 2.9530000000000003, 2.9530000000000003, 2.9530000000000003, 1122.74, 1127.35, 1104.8, 1.0241, 1.0271, 1.0161, 2.602, 68110.0, 67760.0, 25.6006, 25.2215, 82.47, 82.97, 32767.22, 9489.34, 9604.0, 4.81, 4.81, 6380.3, 6386.61, 10680.43, 10630.2, 169.75, 167.6, 167.6, 1072.19, 1075.45, 1063.61, 1071.07, 1065.54, 0.8283, 0.8311, 82.2, 81.6, 1861.22, 1869.05, 1.2407, 1.2322, 1.2302, 662.96, 659.4, 656.9, 658.9, 1193.7, 1203.0, 1186.3, 10843.3, 10720.5, 1.589, 1.5949, 1.5857, 400.25, 402.0, 21466.44, 21102.0, 2983.25, 3001.12, 2959.75, 4.167, 4.167, 4.167, 0.7288, 0.7342, 0.7356, 0.7273, 5214.84, 5158.35, 5223.35, 1.028, 1.03, 1148.83, 1137.01, 1167.5, 1172.0, 1145.86, 1136.08, 11843.8, 11855.92, 11784.79, 13.5268, 13.7278, 13.5036, 6300.44, 6301.35, 6306.99, 6273.57, 871.4, 865.97, 2.2022, 2.2088, 2.18, 3.86, 3.86, 3.86, 3.86, 85.33, 18.262999999999998, 18.262999999999998, 679.25, 731.63, 5.132999999999999, 5.132999999999999, 2567.79
2010-08-06, 1783.83, 3.11, 3.11, 3.11, 1.3192, 1.3153, 339.07, 340.61, 5365.78, 5418.3, 5356.8, 13.005999999999998, 172.38, 172.96, 4.598, 4.825, 4.556, 68411.72, 2.465, 2.465, 2.465, 6333.58, 6332.82, 1534.72, 1510.43, 1414.65, 1407.15, 3.235, 5470.15, 5487.15, 1126.56, 1118.81, 3.35, 3.3819999999999997, 2620.76, 2636.24, 2640.59, 1539.26, 1535.19, 1529.97, 2293.06, 2291.22, 2298.86, 2281.68, 150.3, 2.8310000000000004, 2.8310000000000004, 2.906, 2.906, 2.906, 2.906, 1107.53, 1121.55, 1103.86, 1.018, 1.019, 1.0105, 2.56, 68650.0, 68155.0, 25.6314, 25.2086, 82.01, 82.48, 32900.19, 9653.92, 9664.0, 4.84, 4.84, 6374.89, 6408.87, 10674.98, 10679.67, 169.85, 169.5, 169.1, 1071.44, 1083.9, 1069.14, 1068.38, 1069.67, 0.83, 0.8326, 81.61, 81.05, 1854.13, 1861.86, 1.239, 1.2394, 1.2332, 655.07, 656.5, 654.6, 661.0, 1197.2, 1199.5, 1190.0, 10840.0, 10786.4, 1.5894, 1.5888, 1.5821, 403.5, 425.25, 21302.97, 21224.0, 3044.94, 3046.87, 2983.84, 4.143, 4.143, 4.143, 0.7288, 0.7288, 0.7318, 0.7248, 5137.38, 5214.86, 5224.12, 1.018, 1.047, 1155.61, 1142.87, 1167.25, 1171.65, 1149.6, 1146.35, 11819.17, 11845.43, 11747.79, 13.6028, 13.6243, 13.4705, 6306.1833333333325, 6308.883333333332, 6315.993333333333, 6283.48, 875.42, 870.08, 2.1868, 2.206, 2.1817, 3.832, 3.832, 3.832, 3.832, 85.71, 18.308, 18.308, 726.13, 826.38, 5.153, 5.153, 2581.8
2010-08-09, 1790.17, 3.075, 3.075, 3.075, 1.3285, 1.3185, 337.52, 338.93, 5332.39, 5409.5, 5306.8, 12.984000000000002, 171.61, 172.8, 4.467, 4.646, 4.456, 68094.76, 2.432, 2.432, 2.432, 6259.63, 6361.09, 1528.22, 1505.27, 1403.08, 1397.36, 3.225, 5448.25, 5471.9, 1123.06, 1107.17, 3.34, 3.342, 2658.39, 2618.71, 2659.41, 1543.05, 1537.02, 1527.82, 2288.47, 2267.42, 2291.15, 2253.92, 150.19, 2.7689999999999997, 2.7689999999999997, 2.822, 2.822, 2.822, 2.822, 1113.66, 1124.17, 1104.73, 1.0168, 1.0307, 1.0143, 2.516, 68900.0, 67830.0, 25.5504, 25.1453, 80.7, 82.67, 32900.48, 9642.12, 9549.0, 4.84, 4.84, 6321.36, 6409.75, 10653.56, 10668.55, 167.4, 170.3, 165.25, 1076.62, 1082.51, 1062.22, 1066.55, 1066.77, 0.8331, 0.8341, 80.16, 79.56, 1852.19, 1858.46, 1.2364, 1.2383, 1.2313, 650.68, 643.8, 638.2, 658.16, 1203.4, 1211.0, 1195.3, 10651.1, 10576.5, 1.5947, 1.5888, 1.584, 405.0, 408.25, 21084.47, 20969.0, 3060.59, 3062.68, 3031.43, 4.062, 4.062, 4.062, 0.7333, 0.7288, 0.7345, 0.7272, 5065.07, 5137.42, 5149.94, 1.0270000000000001, 1.07, 1150.05, 1126.09, 1161.5, 1170.1, 1157.28, 1152.8, 11752.9, 11822.38, 11700.08, 13.5832, 13.663, 13.4639, 6311.926666666666, 6316.416666666668, 6324.996666666668, 6293.39, 878.63, 872.94, 2.1472, 2.2043, 2.1328, 3.787, 3.787, 3.787, 3.787, 85.03, 18.459, 18.459, 815.5, 840.88, 5.16, 5.16, 2544.02
2010-08-10, 1781.13, 3.077, 3.077, 3.077, 1.3235, 1.3292, 334.56, 336.56, 5410.52, 5420.8, 5387.8, 12.924, 171.49, 171.88, 4.309, 4.548, 4.263, 67862.28, 2.397, 2.397, 2.397, 6351.6, 6326.62, 1529.11, 1504.93, 1419.2, 1403.09, 3.2430000000000003, 5439.8, 5492.3, 1129.24, 1120.91, 3.35, 3.344, 2672.53, 2656.36, 2676.09, 1535.87, 1542.97, 1532.82, 2305.69, 2298.81, 2309.43, 2289.03, 149.54, 2.7960000000000003, 2.7960000000000003, 2.8289999999999997, 2.8289999999999997, 2.8289999999999997, 2.8289999999999997, 1119.47, 1120.64, 1104.03, 1.027, 1.03, 1.0253, 2.529, 68620.0, 67850.0, 25.34800000000001, 25.1258, 81.48, 81.76, 32918.36, 9572.49, 9514.0, 4.85, 4.85, 6391.74, 6396.33, 10698.75, 10654.62, 169.6, 167.5, 166.25, 1072.18, 1077.78, 1066.87, 1063.54, 1066.49, 0.8320000000000001, 0.8339, 80.99, 80.26, 1856.09, 1857.7, 1.2355, 1.2372, 1.2331, 659.52, 655.8, 651.2, 655.31, 1200.7, 1209.6, 1199.8, 10812.6, 10764.8, 1.5902, 1.5988, 1.5889, 403.0, 411.0, 21341.62, 21238.0, 3082.6, 3082.78, 3056.17, 4.043, 4.043, 4.043, 0.7288, 0.7308, 0.7332, 0.7268, 4862.86, 5065.24, 5067.62, 1.056, 1.056, 1132.64, 1123.49, 1160.5, 1162.8, 1164.96, 1159.25, 11846.69, 11878.36, 11783.4, 13.5052, 13.6166, 13.4837, 6317.67, 6323.95, 6334.0, 6303.3, 877.76, 873.39, 2.1538, 2.1743, 2.145, 3.779, 3.779, 3.779, 3.779, 85.34, 18.229, 18.43, 693.38, 737.88, 5.113, 5.113, 2563.18
2010-08-11, 1758.19, 3.033, 3.033, 3.033, 1.3178, 1.3222, 334.71, 335.44, 5376.41, 5407.8, 5346.8, 12.98, 172.58, 172.84, 4.297, 4.37, 4.276, 67223.23, 2.37, 2.37, 2.37, 6286.25, 6315.87, 1523.6, 1485.76, 1397.66, 1388.95, 3.2510000000000003, 5486.8, 5491.45, 1127.16, 1111.58, 3.3110000000000004, 3.305, 2595.27, 2672.79, 2675.31, 1540.17, 1533.98, 1527.48, 2277.17, 2280.06, 2290.51, 2261.5, 149.43, 2.8280000000000003, 2.8280000000000003, 2.7680000000000002, 2.7680000000000002, 2.7680000000000002, 2.7680000000000002, 1105.6, 1117.24, 1099.96, 1.028, 1.0391, 1.0269, 2.539, 67470.0, 67115.0, 25.5613, 25.142, 80.25, 81.62, 32837.32, 9551.05, 9619.0, 4.85, 4.85, 6395.02, 6403.21, 10644.25, 10696.63, 169.65, 169.05, 167.3, 1069.64, 1071.66, 1059.78, 1067.83, 1063.02, 0.8309, 0.8364, 79.6, 78.5, 1844.4, 1859.54, 1.2376, 1.2352, 1.2279, 646.36, 651.8, 641.0, 662.28, 1196.2, 1206.5, 1191.0, 10718.5, 10673.9, 1.5855, 1.5903, 1.571, 393.5, 402.75, 21259.89, 21098.0, 3057.16, 3083.29, 3047.22, 4.178, 4.178, 4.178, 0.7219, 0.7288, 0.7288, 0.7168, 5092.94, 4862.51, 5107.46, 1.026, 1.047, 1137.49, 1124.41, 1168.75, 1170.65, 1161.09, 1159.53, 11778.43, 11871.25, 11749.46, 13.6824, 13.7226, 13.4758, 6264.01, 6317.67, 6319.18, 6260.61, 875.28, 859.21, 2.1254, 2.1616, 2.0969, 3.858, 3.858, 3.858, 3.858, 85.18, 18.146, 18.146, 709.88, 718.13, 5.118, 5.118, 2549.18
