@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute FTSE_Now_x numeric
@attribute IDR_KRW_Open numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Now numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_High numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute OMXS_Open numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Open numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_High numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Open numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2010-09-10, 1802.58, 2.964, 2.964, 1.2694, 1.2767, 1.2662, 334.59, 5494.16, 12.970999999999998, 172.16, 172.43, 172.83, 171.6, 3.7680000000000002, 66624.1, 66806.5, 2.146, 2.146, 1469.49, 1464.79, 1437.47, 1416.62, 3.054, 5640.05, 5608.3, 5647.45, 1104.18, 1101.15, 1110.27, 1101.15, 3.4330000000000003, 3.4789999999999996, 3.389, 2656.35, 2698.64, 2698.64, 1482.18, 1493.76, 1477.34, 2251.09, 2251.98, 150.01, 2.635, 2.635, 2.762, 1150.46, 1158.3, 1160.53, 1146.57, 1.0368, 1.0396, 1.0301, 2.339, 2.339, 67097.0, 67090.0, 66830.0, 25.4071, 25.0188, 74.25, 74.92, 73.88, 32518.98, 32409.53, 9128.0, 9133.5, 9068.5, 4.25, 4.25, 6425.26, 6362.28, 6352.77, 10415.24, 10388.22, 10515.86, 10359.23, 1058.11, 1054.55, 1078.09, 1070.35, 0.8222, 0.8207, 78.33, 78.82, 77.0, 1812.43, 643.9, 644.0, 678.9, 678.78, 680.46, 673.64, 1248.9, 1253.9, 10712.9, 10547.3, 10773.6, 10497.9, 1.5429, 1.5473, 1.5479, 1.5375, 456.25, 457.0, 445.0, 20858.47, 20461.0, 20448.0, 3279.65, 3220.16, 4.063, 0.7214, 0.7288, 6023.41, 5962.62, 1.13, 1.143, 1129.59, 1167.72, 1172.97, 1176.29, 1175.16, 1178.285, 1172.955, 12033.53, 12106.43, 12116.05, 13.9664, 14.0068, 6306.33, 6330.453333333333, 931.97, 919.33, 2.0684, 2.0846, 2.0581, 3.753, 84.02, 19.814, 19.82, 734.63, 713.88, 706.13, 4.925, 4.925, 2550.8, 2545.55
2010-09-13, 1818.86, 2.9739999999999998, 2.9739999999999998, 1.268, 1.275, 1.2645, 334.96, 5501.64, 12.947, 172.21, 172.03, 172.55, 171.73, 3.883, 66806.79, 66919.8, 2.209, 2.209, 1492.0, 1482.49, 1433.82, 1427.43, 3.115, 5700.025, 5623.75, 5709.025, 1109.55, 1104.57, 1110.88, 1103.92, 3.397, 3.418, 3.391, 2663.21, 2657.24, 2667.84, 1478.26, 1486.4, 1473.88, 2239.08, 2246.6, 149.88, 2.7030000000000003, 2.7030000000000003, 2.795, 1143.46, 1148.83, 1151.03, 1132.57, 1.0337, 1.0376, 1.0287, 2.4090000000000003, 2.4090000000000003, 67383.0, 67200.0, 67015.0, 25.3135, 25.1218, 76.45, 74.4, 74.37, 32626.87, 32519.3, 9153.0, 9293.5, 9133.0, 4.24, 4.24, 6467.69, 6413.01, 6404.71, 10462.77, 10415.01, 10502.8, 10376.34, 1064.2, 1062.38, 1080.24, 1073.19, 0.8226, 0.821, 77.41, 78.39, 77.05, 1800.41, 637.1, 640.3, 677.09, 678.15, 679.86, 673.32, 1244.5, 1239.0, 10689.6, 10642.7, 10725.0, 10622.7, 1.5351, 1.5433, 1.5469, 1.5346, 464.0, 465.5, 448.25, 20833.19, 20730.0, 20688.0, 3299.75, 3223.14, 4.128, 0.7245, 0.73, 6077.315000000001, 5992.360000000002, 1.165, 1.139, 1128.28, 1165.82, 1166.87, 1178.905, 1177.13, 1181.1325, 1175.8775, 12097.09, 12023.51, 12097.09, 13.9164, 13.9311, 6306.33, 6354.576666666668, 929.71, 919.64, 2.1044, 2.0675, 2.0646, 3.82, 84.38, 19.802, 19.675, 737.38, 734.5, 717.63, 4.977, 4.977, 2566.89, 2563.54
2010-09-14, 1815.25, 2.957, 2.957, 1.288, 1.2894, 1.2703, 337.27, 5565.53, 12.925999999999998, 171.6, 171.99, 172.31, 171.06, 3.938, 68030.58, 68141.51, 2.266, 2.266, 1487.09, 1485.25, 1441.58, 1433.89, 3.115, 5760.0, 5639.2, 5770.6, 1121.9, 1113.38, 1123.87, 1113.38, 3.471, 3.4530000000000003, 3.448, 2688.32, 2665.66, 2696.67, 1494.08, 1495.7, 1478.05, 2263.8, 2289.49, 149.05, 2.7289999999999996, 2.7289999999999996, 2.7460000000000004, 1151.19, 1142.57, 1151.88, 1135.65, 1.0339, 1.0347, 1.0263, 2.436, 2.436, 68587.0, 68200.0, 67840.0, 25.2743, 24.9871, 77.19, 76.36, 76.36, 32921.63, 32628.28, 9358.0, 9398.5, 9313.0, 4.24, 4.24, 6471.77, 6493.66, 6467.12, 10544.13, 10458.6, 10605.73, 10458.45, 1074.32, 1071.18, 1085.93, 1077.31, 0.8273, 0.8268, 78.23, 79.41, 78.13, 1788.28, 643.9, 653.8, 678.05, 676.33, 678.64, 672.24, 1245.1, 1242.6, 10765.2, 10775.7, 10831.2, 10734.0, 1.5429, 1.5357, 1.5491, 1.5355, 469.25, 471.75, 462.25, 21001.62, 21045.0, 20961.0, 3319.85, 3226.12, 4.16, 0.7306, 0.7348, 6131.22, 6022.1, 1.165, 1.17, 1126.22, 1160.0, 1165.0, 1181.52, 1179.1, 1183.98, 1178.8, 12149.86, 12147.35, 12156.97, 13.831, 13.8922, 6306.33, 6378.7, 938.93, 929.83, 2.1227, 2.1045, 2.1044, 3.8560000000000003, 84.29, 20.11, 20.0, 747.5, 735.13, 735.0, 5.063, 5.063, 2588.43, 2588.43
2010-09-15, 1823.88, 2.951, 2.951, 1.2996, 1.3034, 1.2827, 336.73, 5567.41, 12.863, 172.05, 171.44, 172.6, 171.1, 3.966, 67691.85, 68092.84, 2.088, 2.088, 1503.26, 1486.62, 1433.22, 1428.01, 3.06, 5795.55, 5760.3, 5838.45, 1121.1, 1121.16, 1127.36, 1115.58, 3.4589999999999996, 3.4560000000000004, 3.4210000000000003, 2688.52, 2694.07, 2703.78, 1507.86, 1512.27, 1487.63, 2281.31, 2302.57, 148.9, 2.7030000000000003, 2.7030000000000003, 2.6830000000000003, 1164.91, 1149.57, 1168.31, 1146.38, 1.0281, 1.0309, 1.0216, 2.376, 2.376, 68204.0, 68430.0, 68065.0, 25.2637, 24.9719, 76.8, 77.17, 76.21, 33058.0, 32921.53, 9308.0, 9323.5, 9253.5, 4.23, 4.23, 6466.32, 6467.08, 6431.66, 10526.49, 10544.81, 10622.69, 10460.34, 1081.49, 1074.48, 1090.22, 1079.09, 0.8347, 0.8325, 78.93, 79.9, 78.47, 1787.64, 650.1, 655.2, 678.51, 677.78, 681.4, 676.4, 1269.7, 1253.8, 10806.6, 10759.9, 10835.0, 10689.9, 1.5537, 1.5427, 1.5589, 1.5347, 478.0, 482.0, 466.5, 21003.94, 20996.0, 20791.0, 3339.950000000001, 3229.1, 4.15, 0.7302, 0.7395, 6175.06, 6131.89, 1.103, 1.161, 1127.43, 1160.25, 1159.15, 1179.16, 1183.84, 1184.09, 1176.79, 12192.98, 12151.14, 12251.47, 13.8405, 13.9947, 6306.33, 6392.31, 939.95, 921.39, 2.1288, 2.1239, 2.114, 3.84, 83.71, 20.401, 20.15, 737.38, 746.75, 730.88, 5.035, 5.035, 2614.11, 2596.77
2010-09-16, 1811.85, 2.964, 2.964, 1.3005, 1.3037, 1.2954, 335.86, 5557.07, 12.888, 172.03, 171.87, 173.2, 171.48, 3.995, 68106.85, 68107.21, 2.065, 2.065, 1493.21, 1474.28, 1436.38, 1420.92, 3.089, 5860.95, 5795.25, 5869.45, 1125.07, 1119.43, 1126.46, 1114.63, 3.458, 3.4419999999999997, 3.428, 2652.5, 2688.39, 2688.49, 1507.79, 1513.2, 1501.48, 2283.17, 2304.6, 148.93, 2.7539999999999996, 2.7539999999999996, 2.7230000000000003, 1155.03, 1163.57, 1166.68, 1151.33, 1.0276, 1.032, 1.025, 2.406, 2.406, 68590.0, 68100.0, 67560.0, 25.3265, 24.9601, 76.02, 76.64, 74.66, 33046.69, 33054.62, 9243.0, 9578.5, 9193.5, 4.25, 4.2, 6434.01, 6467.59, 6417.77, 10572.73, 10526.42, 10609.21, 10453.15, 1082.95, 1074.32, 1087.83, 1082.17, 0.8361, 0.8309, 79.12, 79.15, 78.18, 1801.05, 647.0, 654.7, 672.57, 677.87, 682.33, 669.22, 1266.7, 1268.4, 10751.8, 10846.0, 10846.5, 10670.0, 1.5621, 1.5535, 1.5653, 1.5448, 495.25, 498.5, 491.75, 20872.79, 21056.0, 20711.0, 3360.05, 3232.08, 4.168, 0.7332, 0.7358, 6238.45, 6175.48, 1.063, 1.113, 1127.81, 1159.3, 1158.3, 1178.09, 1179.86, 1181.59, 1174.62, 12144.84, 12160.1, 12191.92, 13.9615, 13.9868, 6373.61, 6387.17, 921.1, 902.46, 2.1326, 2.1267, 2.1101, 3.852, 85.77, 20.541999999999998, 20.46, 730.38, 737.5, 723.25, 5.0569999999999995, 5.0569999999999995, 2609.07, 2590.19
2010-09-17, 1827.35, 2.9739999999999998, 2.9739999999999998, 1.3076, 1.3119, 1.2976, 334.67, 5540.14, 12.89, 172.93, 171.86, 173.56, 171.86, 4.062, 67662.99, 68102.83, 2.202, 2.202, 1484.5, 1463.49, 1431.09, 1427.7, 3.1460000000000004, 5828.7, 5861.1, 5901.65, 1124.66, 1123.89, 1125.44, 1118.88, 3.483, 3.452, 3.438, 2602.47, 2646.92, 2653.27, 1520.77, 1526.58, 1506.15, 2297.51, 2304.95, 149.12, 2.7805, 2.7805, 2.764, 1144.6, 1154.59, 1165.75, 1142.45, 1.0257, 1.0293, 1.0237, 2.4859999999999998, 2.4859999999999998, 68158.0, 68300.0, 67955.0, 25.309, 25.042, 74.57, 75.76, 74.11, 33122.30333333334, 33055.41666666667, 9628.0, 9628.0, 9478.5, 4.26, 4.2, 6424.16, 6427.25, 6418.4, 10594.83, 10571.75, 10624.58, 10499.43, 1081.18, 1074.57, 1088.91, 1082.98, 0.8323, 0.8306, 79.13, 79.64, 77.87, 1810.12, 651.4, 653.1, 679.09, 671.85, 679.68, 671.85, 1271.9, 1268.7, 10716.8, 10741.8, 10787.6, 10703.5, 1.5621, 1.5627, 1.565, 1.5537, 496.0, 497.5, 489.5, 20684.36, 20837.0, 20643.0, 3358.12, 3317.8, 4.211, 0.7285, 0.7286, 6343.71, 6238.49, 1.063, 1.064, 1129.38, 1162.8, 1159.9, 1174.95, 1179.35, 1179.53, 1174.82, 12173.35, 12145.96, 12180.19, 13.5075, 13.6772, 6367.8566666666675, 6397.713333333332, 927.54, 920.02, 2.099, 2.1231, 2.0841, 3.89, 85.93, 20.745, 20.5, 724.88, 729.63, 711.88, 5.055, 5.055, 2597.69, 2578.54
2010-09-20, 1832.63, 2.923, 2.923, 1.3048, 1.3162, 1.3019, 334.54, 5508.45, 12.933, 172.66, 172.76, 173.72, 172.33, 4.024, 67089.12, 67773.03, 2.327, 2.327, 1463.88, 1461.26, 1417.65, 1417.05, 3.1189999999999998, 5884.95, 5828.7, 5898.4, 1125.59, 1126.39, 1131.47, 1122.43, 3.514, 3.505, 3.489, 2598.69, 2607.55, 2615.08, 1514.83, 1528.05, 1509.21, 2318.42, 2320.37, 149.28, 2.807, 2.807, 2.739, 1149.47, 1143.49, 1152.74, 1138.04, 1.0263, 1.0351, 1.021, 2.4219999999999997, 2.4219999999999997, 67531.0, 68360.0, 67430.0, 25.4663, 25.1744, 73.66, 74.47, 72.75, 33197.916666666664, 33056.21333333333, 9598.0, 9643.5, 9553.5, 4.25, 4.18, 6389.02, 6459.44, 6382.9, 10607.85, 10595.44, 10689.29, 10529.67, 1084.31, 1076.87, 1086.95, 1084.72, 0.8369, 0.8325, 78.46, 79.47, 77.25, 1814.66, 652.9, 654.4, 674.31, 678.36, 682.27, 673.01, 1275.6, 1275.8, 10588.6, 10799.6, 10839.7, 10544.4, 1.5629, 1.5621, 1.5730000000000002, 1.5596, 513.25, 517.25, 496.5, 20517.96, 20873.0, 20353.0, 3390.56, 3341.44, 4.212, 0.7241, 0.7333, 6457.28, 6343.74, 1.082, 1.05, 1132.01, 1160.97, 1162.76, 1189.725, 1185.485, 1192.015, 1182.875, 12164.56, 12262.3, 12250.78, 13.5435, 13.6273, 6362.1033333333335, 6408.256666666667, 927.34, 917.01, 2.0992, 2.0974, 2.0702, 3.9130000000000003, 85.93, 20.79, 20.775, 738.25, 725.13, 724.88, 5.115, 5.115, 2600.85, 2561.06
2010-09-24, 1846.6, 2.944, 2.944, 1.3066, 1.3121, 1.3026, 339.81, 5602.54, 12.888, 173.15, 172.52, 173.5, 172.34, 3.822, 68190.46, 68241.11, 2.354, 2.354, 1464.18, 1458.89, 1426.84, 1412.86, 3.15, 5980.45, 5885.05, 5989.5, 1142.71, 1126.57, 1144.86, 1126.57, 3.4960000000000004, 3.535, 3.49, 2588.71, 2601.48, 2607.35, 1518.87, 1526.28, 1511.19, 2322.8, 2358.9, 149.21, 2.764, 2.764, 2.7039999999999997, 1157.29, 1147.83, 1159.95, 1145.85, 1.0332, 1.0349, 1.0259, 2.477, 2.477, 68697.0, 67730.0, 67460.0, 25.5198, 25.2572, 74.86, 73.59, 73.32, 33273.53, 33057.01, 9508.0, 9623.5, 9483.25, 4.3, 4.24, 6461.98, 6415.01, 6412.19, 10753.62, 10608.08, 10783.51, 10594.38, 1080.77, 1080.05, 1101.88, 1084.98, 0.8334, 0.8329, 78.2, 79.92, 77.63, 1816.44, 653.1, 670.3, 670.88, 673.56, 678.9, 668.34, 1279.0, 1281.7, 10743.1, 10622.1, 10751.3, 10569.1, 1.5551, 1.5661, 1.5687, 1.5537, 508.25, 523.75, 507.5, 20753.54, 20581.0, 20428.0, 3392.06, 3344.9, 4.239, 0.7262, 0.7322, 6521.43, 6457.28, 1.046, 1.032, 1122.62, 1162.5, 1160.9, 1204.5, 1191.62, 1204.5, 1190.93, 12234.51, 12190.47, 12281.36, 13.5277, 13.603, 6356.35, 6418.8, 928.65, 918.7, 2.1394, 2.1052, 2.0907, 3.967, 85.8, 20.776999999999997, 20.9, 727.13, 744.5, 727.13, 5.155, 5.155, 2575.63, 2575.63
2010-09-27, 1860.83, 2.866, 2.866, 1.3491, 1.3498, 1.3287, 337.85, 5598.48, 12.878, 172.31, 172.05, 172.95, 171.76, 3.8810000000000002, 68196.48, 69571.16, 2.26, 2.26, 1477.13, 1468.86, 1436.06, 1418.87, 3.0469999999999997, 6018.3, 5959.45, 6029.1, 1148.67, 1131.69, 1148.9, 1131.69, 3.614, 3.6, 3.6, 2608.34, 2601.01, 2618.2, 1558.43, 1559.24, 1529.21, 2356.26, 2381.22, 148.25, 2.721, 2.721, 2.61, 1175.02, 1166.87, 1181.62, 1165.57, 1.0347, 1.0356, 1.0223, 2.3480000000000003, 2.3480000000000003, 68708.0, 70000.0, 68450.0, 25.6077, 25.3093, 76.49, 74.95, 74.66, 33280.75, 33097.0, 9418.0, 9603.5, 9413.0, 4.28, 4.24, 6360.77, 6294.09, 6271.74, 10860.26, 10664.39, 10897.83, 10664.39, 1072.44, 1071.17, 1107.87, 1088.75, 0.8486, 0.8479, 78.0, 79.4, 77.69, 1804.22, 658.7, 671.5, 675.06, 667.7, 676.84, 667.17, 1296.0, 1296.8, 10727.6, 10456.9, 10748.4, 10418.4, 1.5821, 1.5684, 1.5846, 1.564, 521.75, 523.5, 496.5, 20607.72, 20162.0, 20095.0, 3400.56, 3331.86, 4.151, 0.7278, 0.736, 6888.49, 6772.43, 1.01, 1.014, 1112.06, 1155.16, 1154.87, 1215.215, 1212.64, 1219.08, 1208.035, 12204.86, 12168.05, 12219.2, 13.6268, 13.7364, 6404.79, 6445.995, 953.25, 946.35, 2.1306, 2.1055, 2.1019, 3.9219999999999997, 85.39, 21.383000000000006, 21.355, 719.88, 698.13, 698.13, 5.06, 5.06, 2559.66, 2559.66
2010-09-28, 1855.97, 2.802, 2.802, 1.3457, 1.3509, 1.3426, 337.17, 5573.42, 12.82, 171.33, 172.15, 172.24, 170.79, 3.8, 68815.97, 68926.35, 2.32, 2.32, 1488.52, 1486.63, 1418.67, 1417.97, 2.968, 6035.65, 6018.3, 6073.5, 1142.16, 1148.64, 1149.92, 1142.0, 3.594, 3.609, 3.59, 2627.97, 2600.54, 2629.05, 1542.5, 1558.49, 1539.42, 2379.73, 2386.01, 147.69, 2.6439999999999997, 2.6439999999999997, 2.531, 1163.43, 1173.09, 1174.84, 1161.57, 1.0243, 1.03, 1.022, 2.278, 2.278, 69199.0, 69000.0, 68360.0, 25.6514, 25.4085, 76.52, 76.47, 75.52, 33122.44, 33279.82, 9556.0, 9613.5, 9538.0, 4.27, 4.21, 6338.89, 6370.42, 6338.89, 10812.04, 10860.03, 10902.52, 10776.44, 1097.41, 1085.91, 1101.73, 1098.69, 0.8519, 0.8487, 79.01, 79.2, 77.6, 1826.18, 670.2, 671.9, 670.51, 670.97, 673.1, 666.39, 1296.7, 1297.8, 10613.0, 10732.0, 10767.3, 10574.8, 1.5829, 1.5824, 1.5869, 1.5787, 512.75, 528.75, 511.0, 20593.94, 20687.0, 20557.0, 3472.03, 3397.82, 4.146, 0.7357, 0.7368, 6881.54, 6888.96, 1.0, 0.9990000000000001, 1126.6, 1146.5, 1148.4, 1225.93, 1233.66, 1233.66, 1225.14, 12190.6, 12211.11, 12246.37, 13.6818, 13.7065, 6453.23, 6473.19, 964.41, 956.66, 2.1228, 2.1295, 2.0949, 3.888, 84.37, 21.455, 21.57, 701.38, 728.88, 700.25, 5.135, 5.135, 2609.05, 2591.14
2010-09-29, 1866.45, 2.741, 2.741, 1.3582, 1.3598, 1.3382, 338.17, 5578.44, 12.822, 171.23, 171.3, 171.99, 171.05, 3.8369999999999997, 69227.63, 69431.02, 2.254, 2.254, 1487.86, 1472.03, 1410.11, 1405.45, 2.937, 6029.5, 6036.05, 6049.8, 1147.7, 1142.31, 1150.0, 1132.09, 3.634, 3.57, 3.57, 2611.35, 2625.33, 2625.33, 1556.38, 1558.22, 1534.49, 2373.13, 2383.67, 147.6, 2.627, 2.627, 2.467, 1174.12, 1161.92, 1178.03, 1159.69, 1.0305, 1.0364, 1.0284, 2.25, 2.25, 69785.0, 69150.0, 68800.0, 25.6658, 25.3224, 76.18, 76.23, 75.53, 33258.53, 33124.69, 9514.0, 9549.5, 9469.5, 4.23, 4.18, 6334.38, 6302.74, 6259.01, 10858.14, 10809.85, 10905.44, 10714.03, 1084.59, 1077.93, 1108.35, 1096.04, 0.8501, 0.8463, 78.33, 79.53, 77.74, 1811.48, 670.0, 676.6, 670.96, 670.02, 672.9, 667.26, 1306.6, 1287.5, 10590.7, 10570.9, 10664.0, 10413.6, 1.58, 1.581, 1.5897, 1.5719999999999998, 500.0, 513.5, 499.5, 20541.59, 20470.0, 20305.0, 3524.32, 3455.5, 4.183, 0.7328, 0.7405, 6845.77, 6881.54, 0.965, 0.986, 1112.08, 1146.0, 1146.5, 1225.92, 1218.13, 1228.0, 1215.03, 12278.88, 12178.95, 12279.67, 13.5959, 13.6942, 6451.44, 6451.44, 965.88, 954.16, 2.1245, 2.1180000000000003, 2.0967, 3.932, 84.34, 21.688000000000002, 21.35, 685.75, 702.25, 683.88, 5.07, 5.07, 2583.53, 2568.56
2010-09-30, 1872.81, 2.739, 2.739, 1.3629, 1.3648, 1.3565, 335.85, 5569.27, 12.800999999999998, 170.39, 171.2, 172.42, 170.18, 3.9619999999999997, 69228.24, 69419.89, 2.18, 2.18, 1483.68, 1483.68, 1419.18, 1410.11, 2.9139999999999997, 5991.3, 6029.15, 6071.55, 1144.73, 1146.75, 1148.63, 1140.26, 3.656, 3.647, 3.6289999999999996, 2610.68, 2608.92, 2634.12, 1553.03, 1558.95, 1547.08, 2372.37, 2382.15, 146.78, 2.635, 2.635, 2.505, 1166.44, 1172.71, 1176.28, 1161.61, 1.0306, 1.0343, 1.0238, 2.237, 2.237, 69618.0, 69720.0, 69265.0, 25.611, 25.3094, 77.86, 76.2, 75.6, 33186.76, 33259.87, 9529.0, 9604.5, 9499.5, 4.19, 4.11, 6311.57, 6354.09, 6304.24, 10835.28, 10857.98, 10901.96, 10759.75, 1085.36, 1079.23, 1103.72, 1101.91, 0.8591, 0.8567, 78.88, 80.93, 78.34, 1809.89, 674.1, 679.8, 670.1, 670.47, 672.37, 663.58, 1308.5, 1309.4, 10486.8, 10610.4, 10670.3, 10427.3, 1.5789, 1.5802, 1.5877, 1.5762, 505.0, 506.0, 486.0, 20372.45, 20637.0, 20319.0, 3513.36, 3473.29, 4.203, 0.7386, 0.7406, 6929.9, 6845.77, 0.89, 0.9570000000000001, 1111.49, 1139.5, 1147.0, 1225.165, 1219.6275, 1228.0325, 1216.5525, 12382.82, 12255.5, 12382.82, 13.6597, 13.6836, 6403.93, 6424.37, 973.03, 965.92, 2.1905, 2.1324, 2.1209, 3.91, 84.09, 21.929000000000002, 21.71, 683.25, 685.63, 663.5, 5.06, 5.06, 2610.61, 2594.81
2010-10-01, 1876.73, 2.758, 2.758, 1.3633, 1.3686, 1.3561, 334.39, 5548.62, 12.736, 170.39, 170.36, 170.92, 170.21, 3.872, 69429.78, 69736.76, 2.188, 2.188, 1494.77, 1491.23, 1440.3, 1417.94, 2.947, 6029.95, 5991.35, 6048.45, 1141.2, 1145.97, 1157.16, 1136.08, 3.6460000000000004, 3.63, 3.627, 2655.66, 2599.71, 2656.0, 1554.51, 1560.32, 1545.75, 2390.96, 2400.06, 146.66, 2.673, 2.673, 2.512, 1160.8, 1165.1, 1174.9, 1157.82, 1.0328, 1.035, 1.0231, 2.271, 2.271, 69685.0, 69520.0, 69320.0, 25.6523, 25.4359, 79.97, 77.91, 77.55, 33330.34, 33187.51, 9559.0, 9569.5, 9369.35, 4.15, 4.1, 6296.33, 6284.98, 6276.38, 10788.05, 10835.96, 10960.99, 10732.27, 1081.19, 1079.88, 1102.39, 1097.0, 0.8625, 0.8558, 80.79, 82.4, 80.41, 1798.59, 682.1, 685.8, 675.66, 669.61, 676.3, 666.14, 1307.8, 1307.2, 10514.5, 10407.4, 10681.0, 10378.8, 1.5713, 1.5792, 1.5924, 1.5669, 495.75, 508.25, 478.25, 20379.0, 20231.0, 20194.0, 3514.77, 3487.71, 4.143, 0.7364, 0.7408, 6997.22, 6929.9, 0.94, 0.9279999999999999, 1102.93, 1140.25, 1138.35, 1224.41, 1221.125, 1228.065, 1218.0749999999996, 12368.65, 12404.21, 12406.36, 13.6032, 13.7115, 6409.52, 6423.1466666666665, 976.08, 968.3, 2.244, 2.1955, 2.186, 3.863, 83.8, 21.798000000000002, 21.88, 676.13, 682.88, 651.13, 4.9719999999999995, 4.9719999999999995, 2592.02, 2573.67
