@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Open numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute GAS_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_High numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_High numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute Gold_Now numeric
@attribute Gold_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Open numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_High numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_High numeric
@attribute BEL_Now numeric
@attribute BEL_Low numeric

@data
2007-03-26, 1449.77, 4.112, 1.3285, 1.3333, 1.3345, 1.3282, 508.85, 515.33, 507.35, 6350.4, 6296.6, 10.285, 121.24, 121.53, 7.269, 7.3610000000000015, 45425.12, 45758.61, 45167.73, 4.13, 4.13, 6899.06, 6902.62, 1889.7, 1915.42, 1887.11, 1701.93, 1680.09, 1703.58, 1671.6, 4.848, 4.848, 4.848, 3861.05, 3876.75, 3901.75, 1436.11, 1434.54, 1438.89, 3.11, 3074.29, 3071.81, 3085.32, 3008.15, 1245.34, 1249.95, 1252.19, 1244.38, 2451.83, 2459.96, 2447.81, 120.01, 120.07, 120.27, 119.88, 4.012, 4.617, 4.617, 4.617, 772.02, 773.5, 768.33, 1.1608, 1.1559, 3.964, 3.964, 3.964, 45570.0, 21.6217, 21.611, 61.97, 61.25, 28272.03, 28391.52, 28212.7, 17480.61, 17519.51, 4.94, 4.94, 4.94, 4.94, 9089.85, 9068.83, 12481.01, 12460.5, 12550.07, 12396.89, 113.35, 112.25, 1221.85, 1223.57, 1217.89, 755.12, 758.7, 753.24, 0.6792, 0.6766, 63.18, 1839.22, 1841.92, 1845.68, 1.2222, 1.2196, 809.51, 807.85, 807.37, 656.7, 656.7, 14433.2, 1.9644, 1.9587, 403.25, 410.0, 412.5, 402.5, 41816.0, 41459.0, 41839.0, 1813.43, 4.033, 4.033, 0.7104, 0.716, 0.7091, 2866.61, 1.62, 937.2, 939.1, 936.9, 974.525, 981.085, 972.75, 13237.66, 13152.37, 13139.64, 7.938, 7.9392, 7.9817, 8452.653333333334, 8806.343333333334, 677.79, 675.86, 678.11, 1.7365, 1.705, 4.211, 4.211, 118.09, 118.09, 118.26, 13.152000000000001, 13.32, 460.75, 5.79, 5.79, 4500.75, 4453.27
2007-03-27, 1453.23, 4.112, 1.3335, 1.329, 1.3349, 1.3254, 514.73, 515.86, 507.25, 6355.3, 6274.1, 10.291, 121.27, 121.55, 7.254, 7.322999999999999, 45532.53, 45711.98, 44965.01, 4.117, 4.117, 6828.82, 6903.82, 1915.36, 1929.13, 1914.84, 1701.02, 1701.96, 1713.4, 1697.75, 4.867, 4.867, 4.867, 3819.95, 3863.45, 3885.45, 1437.5, 1436.11, 1437.65, 3.135, 3122.81, 3083.94, 3123.18, 3069.47, 1251.45, 1245.35, 1251.9, 1242.45, 2451.6, 2455.63, 2428.0, 120.125, 119.97, 120.275, 119.93, 4.053999999999999, 4.607, 4.607, 4.607, 768.83, 773.82, 766.94, 1.1616, 1.1591, 4.002, 4.002, 4.002, 45800.0, 21.6991, 21.6821, 62.34, 62.34, 28158.97, 28325.51, 28020.62, 17521.96, 17517.92, 4.94, 4.94, 4.94, 4.94, 9006.03, 9092.25, 12469.07, 12480.37, 12526.27, 12339.53, 114.35, 113.9, 1206.26, 1221.85, 1204.88, 760.0, 760.54, 753.32, 0.6779999999999999, 0.6751, 64.41, 1848.56, 1837.29, 1849.74, 1.2279, 1.2175, 808.94, 810.0, 802.13, 663.4, 663.4, 14414.6, 1.9606, 1.9572, 391.0, 400.5, 403.0, 385.0, 41343.0, 41808.0, 41908.0, 1805.59, 4.078, 4.078, 0.7098, 0.7187, 0.708, 2862.74, 1.6669999999999998, 938.5, 939.5, 937.6, 980.02, 989.78, 978.29, 13302.88, 13306.15, 13216.27, 7.945, 7.9484, 7.971, 8242.0, 8751.12, 679.04, 678.46, 680.87, 1.778, 1.711, 4.243, 4.243, 118.1, 117.88, 118.44, 13.34, 13.32, 451.25, 5.83, 5.83, 4448.51, 4430.0
2007-03-28, 1439.74, 4.115, 1.3354, 1.3331, 1.3371, 1.3319, 511.65, 511.98, 506.71, 6337.7, 6276.8, 10.295, 121.22, 121.75, 7.502999999999999, 7.72, 45645.71, 45645.71, 45143.13, 4.147, 4.147, 6858.34, 6885.34, 1923.34, 1924.38, 1907.59, 1681.06, 1700.92, 1702.85, 1675.97, 4.886, 4.886, 4.886, 3790.525, 3841.1, 3857.875, 1428.61, 1437.49, 1437.49, 3.12, 3138.83, 3126.03, 3145.04, 3103.78, 1257.28, 1250.26, 1258.03, 1249.6, 2448.92, 2450.03, 2435.19, 120.42, 120.05, 120.5, 120.03, 4.069, 4.605, 4.605, 4.605, 771.51, 777.19, 770.87, 1.1572, 1.1553, 4.022, 4.022, 4.022, 45820.0, 21.8231, 21.8038, 62.83, 62.24, 28124.33, 28164.41, 27853.66, 17365.05, 17357.26, 4.93, 4.93, 4.93, 4.93, 8966.29, 9052.99, 12397.29, 12468.59, 12484.54, 12336.89, 112.45, 114.0, 1214.63, 1206.26, 1206.26, 760.2, 763.02, 758.2, 0.6804, 0.6762, 64.6, 1848.91, 1847.11, 1854.04, 1.2251, 1.2226, 802.36, 808.88, 800.62, 662.1, 662.1, 14495.7, 1.9695, 1.9621, 392.5, 391.75, 394.0, 387.0, 41337.0, 41577.0, 41625.0, 1819.28, 4.087, 4.087, 0.7164, 0.7206, 0.7154, 2824.85, 1.66, 938.2, 941.55, 938.2, 987.17, 990.9, 985.04, 13218.76, 13254.22, 13203.09, 7.9855, 7.9397, 7.9971, 8126.48, 8242.0, 678.57, 680.0, 680.81, 1.8427, 1.761, 4.256, 4.256, 117.88, 118.08, 118.41, 13.21, 13.205, 451.25, 5.8420000000000005, 5.8420000000000005, 4472.22, 4443.6
2007-03-29, 1450.95, 4.0969999999999995, 1.3317, 1.3356, 1.3375, 1.3307, 505.9, 506.72, 503.0, 6304.9, 6250.1, 10.32, 121.74, 121.94, 7.558, 7.728, 45203.62, 45203.62, 44315.23, 4.1339999999999995, 4.1339999999999995, 6816.89, 6843.37, 1911.37, 1933.78, 1910.7, 1696.58, 1681.06, 1707.16, 1679.17, 4.918, 4.918, 4.918, 3761.1, 3818.75, 3830.3, 1417.23, 1428.35, 1428.35, 3.0610000000000004, 3173.02, 3140.68, 3180.33, 3052.08, 1252.46, 1255.98, 1259.15, 1250.76, 2427.19, 2434.32, 2413.09, 120.365, 120.37, 120.705, 120.1, 4.079, 4.624, 4.624, 4.624, 776.2, 778.24, 771.57, 1.1593, 1.1559, 4.027, 4.027, 4.027, 45400.0, 21.9965, 21.9766, 64.4, 63.36, 28098.28, 28161.34, 27811.04, 17254.73, 17328.12, 4.92, 4.92, 4.92, 4.92, 8870.56, 8925.88, 12300.36, 12396.49, 12415.56, 12234.5, 112.7, 112.2, 1201.13, 1214.63, 1196.78, 756.96, 761.89, 753.79, 0.6806, 0.6782, 65.78, 1844.79, 1848.18, 1853.84, 1.2222, 1.2179, 797.4, 799.95, 792.97, 666.5, 666.5, 14410.9, 1.9651, 1.9598, 388.5, 392.75, 396.25, 384.5, 41201.0, 41230.0, 41365.0, 1811.2, 4.0969999999999995, 4.0969999999999995, 0.7170000000000001, 0.7184, 0.7078, 2818.15, 1.7, 942.0, 943.1, 938.8, 988.41, 994.84, 978.16, 13197.15, 13216.45, 13182.48, 8.0447, 7.98, 8.0734, 7997.49, 8126.48, 669.04, 679.47, 679.47, 1.8517, 1.803, 4.261, 4.261, 116.83, 117.84, 118.0, 13.387, 13.27, 452.0, 5.848, 5.848, 4441.23, 4424.15
2007-03-30, 1452.55, 4.103, 1.3333, 1.3315, 1.3356, 1.3301, 507.5, 511.88, 507.42, 6334.7, 6267.2, 10.268, 121.62, 121.82, 7.609, 7.7, 44492.93, 45569.78, 44492.93, 4.199, 4.199, 6897.08, 6903.48, 1926.04, 1940.59, 1925.92, 1717.81, 1696.59, 1718.0, 1696.21, 4.909, 4.909, 4.909, 3798.1, 3759.15, 3805.85, 1422.53, 1417.17, 1426.24, 3.09, 3197.54, 3179.8, 3273.73, 3176.53, 1253.97, 1251.42, 1256.67, 1250.04, 2432.5, 2433.04, 2396.83, 120.385, 120.3, 120.515, 120.19, 4.1, 4.6419999999999995, 4.6419999999999995, 4.6419999999999995, 772.45, 775.39, 771.12, 1.1592, 1.1566, 4.047, 4.047, 4.047, 44600.0, 21.6755, 21.659, 64.03, 63.5, 28704.24, 28704.24, 28099.47, 17263.94, 17119.95, 4.93, 4.93, 4.93, 4.93, 8977.45, 8907.23, 12348.75, 12301.48, 12424.77, 12251.89, 110.6, 112.55, 1214.28, 1201.14, 1201.14, 758.51, 762.91, 756.61, 0.6799, 0.6773, 67.88, 1845.92, 1843.62, 1849.53, 1.2246, 1.2212, 798.94, 800.07, 791.42, 661.5, 666.2, 14519.5, 1.9617, 1.9615, 394.5, 388.0, 398.0, 385.0, 41766.0, 41401.0, 41766.0, 1787.46, 4.121, 4.121, 0.7093, 0.7169, 0.7088, 2805.01, 1.685, 940.3, 941.6, 939.4, 988.59, 998.58, 988.21, 13258.02, 13275.25, 13197.15, 7.9683, 8.0383, 8.0646, 7889.133333333332, 8055.443333333333, 671.62, 667.22, 671.62, 1.8914, 1.8125, 4.277, 4.277, 118.06, 116.91, 118.1, 13.277999999999999, 13.16, 455.0, 5.87, 5.87, 4493.7, 4456.41
2007-04-02, 1459.53, 4.117, 1.3358, 1.3329, 1.3403, 1.3289, 510.54, 514.46, 509.11, 6330.0, 6291.1, 10.3, 121.7, 121.82, 7.73, 7.77, 45355.13, 45804.66, 45138.37, 4.1960000000000015, 4.1960000000000015, 6917.03, 6965.84, 1941.62, 1953.56, 1933.2, 1698.08, 1717.82, 1730.36, 1690.49, 4.935, 4.935, 4.935, 3821.55, 3788.85, 3832.2, 1420.86, 1422.52, 1429.22, 3.1519999999999997, 3183.98, 3178.5, 3212.39, 3157.03, 1256.79, 1252.91, 1260.92, 1248.88, 2419.91, 2432.2, 2403.01, 120.405, 120.33, 120.505, 120.28, 4.112, 4.648, 4.648, 4.648, 771.67, 778.49, 768.1, 1.1532, 1.1498, 4.061, 4.061, 4.061, 45530.0, 21.8113, 21.7942, 66.05, 65.51, 28747.69, 28756.47, 28487.59, 17287.65, 17318.85, 4.93, 4.93, 4.93, 4.93, 8976.99, 8987.31, 12354.35, 12348.91, 12442.4, 12237.87, 109.25, 110.2, 1214.41, 1214.28, 1210.77, 760.73, 764.27, 757.75, 0.6817, 0.6777, 68.1, 1851.64, 1844.67, 1855.21, 1.227, 1.2218, 800.71, 799.95, 794.42, 663.0, 667.7, 14539.4, 1.9621, 1.9545, 374.5, 394.0, 397.75, 374.5, 41771.0, 41774.0, 41970.0, 1830.22, 4.101, 4.101, 0.7148, 0.7189, 0.7109, 2801.06, 1.665, 940.65, 941.55, 940.05, 996.3225, 1006.2675, 996.015, 13165.5, 13229.1, 13143.05, 7.9875, 7.9617, 8.0255, 7780.776666666668, 7984.406666666668, 673.71, 671.42, 674.39, 1.9055, 1.8685, 4.289, 4.289, 117.79, 118.06, 118.4, 13.39, 13.39, 431.0, 5.915, 5.915, 4471.65, 4468.04
2007-04-03, 1463.75, 4.112, 1.3369, 1.3375, 1.3384, 1.3331, 510.5, 513.33, 509.76, 6342.2, 6293.9, 10.295, 121.56, 121.64, 7.671, 7.791, 45804.66, 45804.66, 45225.23, 4.194, 4.194, 6937.17, 6945.36, 1935.01, 1935.01, 1922.72, 1695.52, 1698.09, 1698.29, 1679.87, 4.938, 4.938, 4.938, 3633.6, 3820.0, 3820.0, 1424.55, 1420.83, 1425.49, 3.181, 3252.59, 3196.59, 3253.43, 3196.59, 1252.91, 1257.73, 1258.66, 1250.16, 2425.36, 2427.94, 2409.04, 119.935, 120.35, 120.405, 119.84, 4.124, 4.646, 4.646, 4.646, 774.97, 775.48, 770.48, 1.1568, 1.1513, 4.064, 4.064, 4.064, 45700.0, 21.8244, 21.8135, 66.03, 65.08, 29171.52, 29268.4, 28746.75, 17028.41, 17346.25, 4.94, 4.94, 4.94, 4.94, 8956.31, 8932.19, 12382.3, 12354.52, 12450.81, 12284.54, 108.6, 109.25, 1225.98, 1214.41, 1206.58, 765.78, 767.16, 758.64, 0.6794, 0.6752, 68.74, 1853.74, 1852.03, 1856.48, 1.2406, 1.2262, 803.22, 801.77, 798.17, 665.7, 665.5, 14580.5, 1.9695, 1.9663, 354.75, 357.0, 359.5, 354.5, 41990.0, 41831.0, 42019.0, 1837.18, 4.132, 4.132, 0.7147, 0.7241, 0.7126, 2805.31, 1.7, 940.25, 940.45, 937.15, 1004.055, 1013.955, 1003.82, 13265.8, 13185.32, 13165.5, 7.9535, 8.0002, 8.0107, 7672.42, 7913.37, 679.62, 675.19, 681.28, 1.884, 1.8533, 4.2810000000000015, 4.2810000000000015, 117.81, 117.51, 118.08, 13.293, 13.02, 412.0, 5.88, 5.88, 4485.69, 4455.36
2007-04-04, 1483.41, 4.106, 1.3335, 1.3367, 1.3384, 1.3319, 514.68, 516.04, 512.49, 6366.1, 6315.5, 10.265999999999998, 121.27, 121.32, 7.426, 7.646, 45601.44, 46481.4, 45601.44, 4.18, 4.18, 7045.56, 7053.12, 1928.21, 1931.68, 1914.85, 1700.16, 1695.53, 1705.77, 1685.54, 4.9639999999999995, 4.9639999999999995, 4.9639999999999995, 3690.65, 3633.85, 3703.05, 1437.77, 1424.27, 1440.57, 3.319, 3291.3, 3265.68, 3292.58, 3251.52, 1248.95, 1252.26, 1253.99, 1247.14, 2432.3, 2456.17, 2432.3, 119.845, 119.88, 119.985, 119.75, 4.13, 4.67, 4.67, 4.67, 770.92, 771.82, 765.41, 1.1589, 1.1551, 4.082, 4.082, 4.082, 45600.0, 21.8856, 21.8749, 65.8, 63.96, 29348.09, 29516.61, 29171.52, 17244.05, 17154.78, 4.95, 4.95, 4.95, 4.95, 9053.95, 9010.67, 12510.93, 12431.28, 12534.49, 12378.94, 110.75, 108.75, 1245.57, 1225.98, 1225.98, 761.77, 766.21, 759.61, 0.6768, 0.6745, 67.81, 1850.12, 1852.34, 1856.52, 1.2364, 1.2314, 811.77, 804.02, 804.02, 664.0, 667.3, 14783.8, 1.9773, 1.973, 346.25, 356.0, 359.25, 343.0, 42398.0, 42240.0, 42440.0, 1859.11, 4.154, 4.154, 0.7229, 0.7244, 0.7185, 2809.56, 1.662, 937.6, 937.6, 936.2, 1011.7875, 1021.6425, 1011.625, 13361.23, 13275.08, 13254.14, 7.8737, 7.9486, 7.9603, 7663.38, 7672.42, 686.53, 679.74, 686.53, 1.86, 1.81, 4.302, 4.302, 118.96, 117.84, 118.99, 13.375, 13.425, 418.0, 5.92, 5.92, 4547.42, 4506.23
2007-04-05, 1482.04, 4.106, 1.3373, 1.3325, 1.3382, 1.3319, 517.8, 517.92, 515.67, 6380.5, 6345.9, 10.279000000000002, 120.92, 121.12, 7.515, 7.55, 46289.53, 46692.44, 46112.73, 4.198, 4.198, 7073.91, 7076.21, 1921.19, 1934.17, 1921.19, 1702.17, 1700.16, 1715.82, 1700.07, 5.001, 5.001, 5.001, 3733.25, 3689.75, 3751.4, 1439.37, 1437.75, 1440.16, 3.39, 3291.54, 3295.98, 3308.15, 3266.56, 1251.93, 1247.66, 1253.22, 1245.51, 2451.94, 2461.49, 2448.69, 119.78, 119.81, 119.87, 119.61, 4.1560000000000015, 4.654, 4.654, 4.654, 765.53, 769.36, 764.45, 1.1592, 1.1541, 4.103, 4.103, 4.103, 46400.0, 21.8524, 21.8326, 64.52, 63.56, 29370.94, 29427.61, 29203.05, 17544.09, 17400.68, 4.98, 4.98, 4.98, 4.98, 9057.62, 9079.19, 12530.05, 12511.36, 12591.81, 12444.55, 110.55, 110.75, 1241.43, 1245.57, 1236.97, 766.5, 767.52, 754.93, 0.6776, 0.6746, 68.4, 1850.37, 1848.64, 1851.97, 1.2396, 1.2237, 810.79, 811.58, 807.78, 672.1, 675.0, 14891.0, 1.9745, 1.9714, 359.25, 347.0, 363.75, 347.0, 42412.0, 42489.0, 42494.0, 1924.29, 4.1339999999999995, 4.1339999999999995, 0.7194, 0.723, 0.7162, 2809.23, 1.695, 935.4, 936.9, 935.4, 1019.52, 1029.33, 1019.43, 13448.31, 13367.9, 13322.16, 7.8919, 7.8709, 7.8996, 7715.84, 7715.84, 693.54, 690.7, 695.99, 1.8665, 1.82, 4.32, 4.32, 118.64, 118.94, 119.1, 13.57, 13.57, 420.5, 5.895, 5.895, 4558.5, 4541.75
2007-04-06, 1484.15, 4.1110000000000015, 1.3422, 1.3373, 1.3443, 1.3352, 517.26, 519.31, 516.17, 6398.7, 6350.3, 10.246, 120.96, 121.13, 7.607, 7.724, 46555.45, 46766.59, 46418.05, 4.2112500000000015, 4.2112500000000015, 7099.91, 7103.73, 1930.09, 1942.75, 1929.85, 1718.48, 1702.17, 1720.98, 1702.17, 4.982, 4.982, 4.982, 3752.0, 3735.2, 3771.45, 1443.76, 1438.94, 1444.88, 3.41, 3319.14, 3286.16, 3326.92, 3259.63, 1252.66, 1251.39, 1253.57, 1245.18, 2457.65, 2471.34, 2455.6, 119.37, 119.72, 119.8, 119.25, 4.128, 4.684, 4.684, 4.684, 767.01, 769.3, 763.3, 1.152, 1.1488, 4.082, 4.082, 4.082, 46620.0, 21.9171, 21.8975, 64.39, 63.6, 29458.026666666665, 29527.15, 29257.53666666667, 17491.42, 17507.46, 4.98, 4.98, 4.98, 4.98, 9099.08, 9052.63, 12560.83, 12505.73, 12573.02, 12501.25, 110.85, 110.75, 1242.18, 1241.43, 1237.04, 764.21, 768.82, 760.89, 0.6816, 0.6757, 68.24, 1838.72, 1849.53, 1850.62, 1.2391, 1.2336, 813.35, 810.86, 810.35, 674.2, 676.0, 14914.1, 1.9765, 1.9671, 366.0, 359.75, 367.5, 357.25, 42463.0, 42433.0, 42513.0, 1925.37, 4.155, 4.155, 0.7205, 0.7258, 0.7192, 2804.21, 1.7, 935.85, 936.45, 932.45, 1031.85, 1034.28, 1024.4, 13425.02, 13445.31, 13425.02, 7.8559, 7.8839, 7.8972, 7789.416666666668, 7825.783333333334, 692.47, 693.95, 693.99, 1.875, 1.842, 4.291, 4.291, 118.74, 118.66, 119.01, 13.694, 13.694, 432.0, 5.875, 5.875, 4553.63, 4545.26
2007-04-09, 1501.06, 4.127000000000002, 1.3379, 1.3429, 1.3435, 1.3365, 517.9266666666666, 521.3233333333333, 517.1566666666666, 6409.7, 6364.966666666667, 10.231, 120.55, 120.72, 7.5765, 7.7085, 46602.675, 47002.92999999999, 46533.97500000001, 4.224500000000001, 4.224500000000001, 7122.163333333333, 7126.513333333332, 1943.69, 1947.97, 1943.29, 1727.37, 1718.48, 1727.54, 1718.48, 4.979666666666667, 4.979666666666667, 4.979666666666667, 3797.75, 3744.05, 3811.175, 1444.185, 1441.355, 1446.49, 3.426, 3323.59, 3287.68, 3334.22, 3273.86, 1246.7, 1252.38, 1253.58, 1244.94, 2467.835, 2475.01, 2460.085, 119.195, 119.33, 119.385, 118.94, 4.132666666666667, 4.757, 4.757, 4.757, 767.61, 768.14, 761.65, 1.1515, 1.1498, 4.085666666666667, 4.085666666666667, 4.085666666666667, 46860.0, 21.8667, 21.8506, 64.34, 62.475, 29545.11333333333, 29626.69, 29312.02333333333, 17484.78, 17502.9, 4.98, 4.98, 4.98, 4.98, 9116.27, 9069.42, 12564.985, 12534.185, 12607.12, 12503.54, 111.325, 110.8, 1246.6966666666667, 1241.68, 1238.6533333333334, 760.73, 765.42, 759.34, 0.682, 0.6798, 67.41499999999999, 1831.32, 1838.55, 1839.93, 1.2365, 1.2334, 812.495, 812.35, 810.135, 673.05, 676.75, 14912.066666666668, 1.9712, 1.9636, 364.75, 367.625, 376.375, 358.875, 42463.0, 42463.0, 42463.0, 1917.21, 4.165, 4.165, 0.7224, 0.7243, 0.7197, 2808.425, 1.7, 931.8, 932.5, 930.0, 1032.3933333333332, 1034.9333333333334, 1024.7566666666667, 13453.675, 13452.355, 13425.02, 7.8116, 7.8558, 7.8639, 7862.993333333333, 7935.7266666666665, 690.51, 693.54, 693.62, 1.8768, 1.827, 4.294333333333333, 4.294333333333333, 119.28, 118.71, 119.41, 13.73, 13.73, 436.875, 5.88, 5.88, 4567.66, 4545.413333333334
2007-04-10, 1499.16, 4.143, 1.3354, 1.3373, 1.338, 1.334, 518.5933333333334, 523.3366666666667, 518.1433333333333, 6420.7, 6379.633333333332, 10.246, 120.8, 120.94, 7.546, 7.693, 46649.9, 47239.27, 46649.9, 4.23775, 4.23775, 7144.416666666668, 7149.296666666666, 1946.95, 1973.83, 1946.95, 1752.65, 1727.37, 1758.91, 1727.37, 4.977333333333333, 4.977333333333333, 4.977333333333333, 3843.5, 3752.9, 3850.9, 1444.61, 1443.77, 1448.1, 3.4419999999999997, 3398.95, 3333.42, 3399.51, 3333.26, 1246.07, 1245.74, 1248.53, 1244.0, 2478.02, 2478.68, 2464.57, 119.35, 119.16, 119.47, 119.15, 4.137333333333333, 4.751, 4.751, 4.751, 762.23, 763.77, 759.01, 1.1526, 1.15, 4.089333333333333, 4.089333333333333, 4.089333333333333, 47100.0, 21.8297, 21.8099, 64.29, 61.35, 29632.2, 29726.23, 29366.51, 17743.76, 17606.03, 5.06, 5.06, 5.06, 5.06, 9133.46, 9086.21, 12569.14, 12562.64, 12641.22, 12505.83, 111.8, 110.85, 1251.2133333333334, 1241.93, 1240.2666666666667, 762.08, 762.99, 759.16, 0.6821, 0.6795, 66.59, 1830.97, 1830.87, 1834.78, 1.2362, 1.2323, 811.64, 813.84, 809.92, 671.9, 677.5, 14910.033333333333, 1.9655, 1.9592, 363.5, 375.5, 385.25, 360.5, 42463.0, 42463.0, 42463.0, 1909.05, 4.175, 4.175, 0.7212, 0.7245, 0.7184, 2812.64, 1.73, 933.2, 933.9, 932.4, 1032.9366666666667, 1035.5866666666666, 1025.1133333333337, 13482.33, 13459.4, 13425.02, 7.8177, 7.8102, 7.8297, 7936.57, 8045.67, 688.55, 693.13, 693.25, 1.8786, 1.812, 4.297666666666667, 4.297666666666667, 119.35, 119.24, 119.4, 13.765999999999998, 13.765999999999998, 441.75, 5.885, 5.885, 4581.690000000001, 4545.566666666667
