@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_High numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute USD_JPY_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2012-03-16, 2034.44, 2.204, 2.187, 2.228, 2.165, 1.3083, 1.3030000000000002, 1.3003, 335.1, 333.16, 335.1, 332.49, 5940.72, 5945.43, 5958.17, 5919.21, 177.43, 178.81, 178.95, 177.31, 67749.49, 68259.35, 68259.35, 67458.08, 1.496, 1.496, 1.496, 1.496, 7144.45, 7093.97, 7153.11, 7072.27, 1754.81, 1752.02, 1762.49, 1732.67, 1626.63, 1631.15, 1639.62, 1618.37, 2.3680000000000003, 2.3680000000000003, 2.3680000000000003, 2.3680000000000003, 5380.5, 5462.5, 5462.5, 5362.3, 3.892, 3.8289999999999997, 3.897, 3.82, 2373.77, 2388.06, 2403.74, 2366.02, 144.86, 145.89, 145.98, 144.58, 2.279, 2.279, 2.279, 2.279, 0.992, 0.9934, 0.995, 0.9903, 1.969, 1.969, 1.969, 1.969, 68166.0, 69000.0, 69000.0, 67880.0, 105.11, 105.5, 106.18, 103.78, 10123.28, 10115.4, 10158.74, 10077.55, 3.95, 3.92, 3.95, 3.92, 6332.22, 6303.22, 6332.22, 6297.19, 1121.1, 1118.42, 1121.1, 1112.32, 831.46, 823.0, 831.6, 820.6, 8426.7, 8401.4, 8429.8, 8322.1, 1.571, 1.5672, 1.5738, 1.5634, 16993.31, 16867.42, 16993.31, 16765.21, 1.056, 1.06, 1.0659999999999998, 1.034, 1124.4, 1132.95, 1132.95, 1122.95, 1109.63, 1113.07, 1114.79, 1107.17, 12455.82, 12376.55, 12530.7, 12372.73, 13.4659, 13.5222, 13.5608, 13.3932, 4.864, 4.854, 4.883, 4.812, 83.5, 83.84, 84.18, 83.2, 4.365, 4.365, 4.365, 4.365, 2343.98, 2328.53, 2343.99, 2321.39
2012-03-19, 2047.0, 2.244, 2.2159999999999997, 2.301, 2.204, 1.3175, 1.3083, 1.3048, 336.17, 335.34, 337.2, 335.0, 5965.58, 5940.72, 5974.05, 5940.72, 178.06, 177.56, 178.12, 177.38, 67684.13, 67749.49, 68152.89, 67504.68, 1.479, 1.479, 1.479, 1.479, 7157.82, 7145.78, 7194.33, 7142.75, 1748.32, 1754.81, 1758.42, 1739.93, 1618.99, 1626.63, 1629.01, 1608.74, 2.445, 2.445, 2.445, 2.445, 5317.9, 5380.35, 5445.65, 5305.0, 3.8739999999999997, 3.884, 3.929, 3.8680000000000003, 2404.74, 2377.76, 2406.15, 2368.31, 145.02, 144.76, 145.06, 144.64, 2.298, 2.298, 2.298, 2.298, 0.9919, 0.9918, 0.9941, 0.9898, 2.049, 2.049, 2.049, 2.049, 68089.0, 68400.0, 68665.0, 67935.0, 107.06, 105.44, 107.34, 105.13, 10129.83, 10110.57, 10148.47, 10090.09, 3.97, 3.94, 3.98, 3.93, 6341.33, 6340.81, 6357.45, 6326.62, 1123.35, 1120.21, 1127.54, 1117.1, 830.18, 832.6, 833.1, 827.0, 8486.3, 8450.0, 8486.3, 8379.4, 1.5845, 1.5714, 1.5862, 1.5693, 17081.69, 17027.59, 17096.88, 16892.18, 1.051, 1.043, 1.063, 1.036, 1125.9, 1124.1, 1126.0, 1122.9, 1109.75, 1112.1, 1113.995, 1106.685, 12496.96, 12467.12, 12537.51, 12455.03, 13.4919, 13.4555, 13.5405, 13.4028, 4.856, 4.842, 4.88, 4.817, 83.44, 83.5, 83.94, 83.19, 4.332, 4.332, 4.332, 4.332, 2366.11, 2348.82, 2368.51, 2344.74
2012-03-20, 2042.15, 2.289, 2.2430000000000003, 2.303, 2.208, 1.3241, 1.318, 1.3142, 336.12, 336.15, 336.41, 334.19, 5961.11, 5965.58, 5968.89, 5928.45, 177.15, 178.04, 178.15, 177.01, 67730.31, 67684.53, 68159.36, 67546.64, 1.4509999999999998, 1.4509999999999998, 1.4509999999999998, 1.4509999999999998, 7154.22, 7143.93, 7154.83, 7095.13, 1722.5, 1748.32, 1762.71, 1714.63, 1586.41, 1618.99, 1626.81, 1579.17, 2.4130000000000003, 2.4130000000000003, 2.4130000000000003, 2.4130000000000003, 5257.05, 5337.35, 5340.7, 5238.55, 3.906, 3.8680000000000003, 3.9139999999999997, 3.8569999999999998, 2410.18, 2401.22, 2412.34, 2383.67, 144.3, 145.0, 145.09, 144.17, 2.375, 2.375, 2.375, 2.375, 0.9869, 0.9913, 0.9932, 0.9858, 2.04, 2.04, 2.04, 2.04, 68141.0, 67850.0, 68650.0, 67755.0, 108.09, 107.18, 108.24, 106.55, 10141.99, 10150.85, 10172.64, 10134.48, 4.01, 3.97, 4.02, 3.97, 6326.56, 6333.79, 6346.79, 6313.59, 1121.39, 1121.25, 1122.44, 1114.93, 837.77, 829.0, 843.5, 827.5, 8591.8, 8478.3, 8591.8, 8443.5, 1.5896, 1.5844, 1.5916, 1.5821, 17133.42, 17068.32, 17158.65, 16964.42, 1.04, 1.058, 1.058, 1.038, 1120.05, 1126.3, 1126.3, 1119.85, 1109.87, 1111.13, 1113.2, 1106.2, 12479.7, 12494.61, 12561.75, 12475.46, 13.4371, 13.496, 13.5419, 13.4088, 4.83, 4.855, 4.862, 4.791, 83.38, 83.46, 83.57, 83.02, 4.378, 4.378, 4.378, 4.378, 2374.29, 2365.35, 2376.5, 2354.13
2012-03-21, 2027.23, 2.283, 2.274, 2.295, 2.241, 1.3225, 1.3239, 1.3172, 332.05, 334.41, 334.7, 331.37, 5891.41, 5961.11, 5961.11, 5876.42, 178.43, 177.04, 178.48, 177.04, 67295.56, 67724.88, 67724.88, 66704.16, 1.5019999999999998, 1.5019999999999998, 1.5019999999999998, 1.5019999999999998, 7054.94, 7121.92, 7124.63, 7032.07, 1693.07, 1722.5, 1733.6, 1689.51, 1558.65, 1586.41, 1594.07, 1556.28, 2.418, 2.418, 2.418, 2.418, 5274.85, 5257.15, 5297.35, 5233.25, 3.8280000000000003, 3.886, 3.886, 3.812, 2376.84, 2407.54, 2407.54, 2376.03, 145.275, 144.21, 145.375, 144.18, 2.363, 2.363, 2.363, 2.363, 0.9918, 0.9873, 0.9971, 0.9868, 2.05, 2.05, 2.05, 2.05, 67628.0, 67640.0, 67725.0, 67010.0, 105.61, 107.82, 107.91, 105.35, 10114.24, 10125.86, 10152.33, 10104.19, 4.01, 4.03, 4.04, 4.0, 6296.16, 6320.66, 6323.75, 6283.86, 1104.62, 1115.24, 1116.07, 1100.73, 829.24, 830.6, 832.7, 825.7, 8567.5, 8576.7, 8606.2, 8508.3, 1.586, 1.589, 1.5898, 1.5831, 16953.62, 17085.27, 17113.28, 16903.41, 1.0335, 1.0510000000000002, 1.0585, 1.0325, 1127.85, 1119.85, 1128.65, 1119.85, 1108.26, 1108.89, 1111.46, 1102.42, 12430.7, 12422.11, 12473.89, 12336.89, 13.4741, 13.4243, 13.5403, 13.4114, 4.897, 4.843999999999999, 4.897, 4.824, 83.67, 83.38, 83.83, 83.32, 4.3919999999999995, 4.3919999999999995, 4.3919999999999995, 4.3919999999999995, 2351.95, 2363.49, 2368.78, 2341.64
2012-03-22, 2026.12, 2.238, 2.28, 2.296, 2.23, 1.3212, 1.3224, 1.3178, 330.78, 332.81, 334.04, 329.2, 5891.95, 5891.41, 5921.68, 5880.79, 178.71, 178.26, 178.84, 177.82, 66860.05, 67297.24, 67436.27, 66762.19, 1.5019999999999998, 1.5019999999999998, 1.5019999999999998, 1.5019999999999998, 7071.32, 7088.76, 7114.01, 7012.04, 1686.91, 1693.52, 1709.68, 1677.37, 1551.78, 1558.65, 1572.23, 1542.13, 2.377, 2.377, 2.377, 2.377, 5364.95, 5267.2, 5372.35, 5256.0, 3.8489999999999998, 3.855, 3.86, 3.8360000000000003, 2378.2, 2384.71, 2396.72, 2361.22, 145.595, 145.22, 145.635, 144.87, 2.296, 2.296, 2.296, 2.296, 0.9921, 0.9914, 0.9936, 0.9871, 1.985, 1.985, 1.985, 1.985, 67207.0, 67815.0, 67895.0, 67095.0, 107.27, 106.33, 107.64, 106.06, 10086.49, 10100.87, 10132.02, 10073.9, 4.04, 4.01, 4.05, 4.01, 6290.0, 6311.19, 6327.85, 6280.26, 1088.76, 1106.69, 1110.75, 1085.44, 829.92, 831.9, 834.1, 826.2, 8490.9, 8602.8, 8625.5, 8432.3, 1.5871, 1.5857, 1.5924, 1.5819, 16734.75, 16985.94, 17059.98, 16617.71, 1.0270000000000001, 1.044, 1.0590000000000002, 1.0270000000000001, 1130.4, 1127.85, 1130.75, 1125.2, 1115.16, 1111.81, 1120.08, 1111.81, 12436.49, 12427.24, 12462.9, 12380.85, 13.5556, 13.4669, 13.5718, 13.4116, 5.008, 4.895, 5.0089999999999995, 4.89, 83.2, 83.67, 84.1, 83.14, 4.4, 4.4, 4.4, 4.4, 2345.61, 2354.8, 2364.23, 2331.68
2012-03-23, 2026.83, 2.199, 2.2359999999999998, 2.239, 2.181, 1.3198, 1.321, 1.3135, 326.92, 329.68, 330.15, 325.72, 5845.65, 5891.95, 5891.95, 5825.91, 179.9, 178.71, 179.9, 178.22, 65828.19, 66860.05, 66860.05, 65534.25, 1.445, 1.445, 1.445, 1.445, 6981.26, 7053.42, 7071.09, 6938.2, 1653.8, 1684.14, 1695.35, 1651.07, 1529.51, 1551.76, 1561.11, 1525.67, 2.324, 2.324, 2.324, 2.324, 5228.45, 5361.1, 5385.95, 5205.65, 3.7680000000000002, 3.835, 3.8369999999999997, 3.76, 2375.77, 2376.99, 2386.1, 2364.13, 145.95, 145.54, 145.95, 145.13, 2.282, 2.282, 2.282, 2.282, 0.9991, 0.9925, 1.0011, 0.9912, 1.916, 1.916, 1.916, 1.916, 66183.0, 66600.0, 66740.0, 65865.0, 105.35, 106.81, 107.12, 104.5, 10127.08, 10055.16, 10136.85, 10052.5, 4.06, 4.04, 4.08, 4.03, 6249.56, 6274.39, 6284.46, 6234.22, 1077.34, 1089.78, 1096.29, 1070.64, 821.44, 820.3, 824.2, 815.8, 8353.6, 8449.1, 8463.4, 8311.3, 1.5816, 1.5862, 1.5894, 1.5772, 16450.68, 16733.41, 16744.69, 16336.2, 1.033, 1.026, 1.034, 1.014, 1133.3, 1130.4, 1133.3, 1127.3, 1115.74, 1116.52, 1119.6, 1109.79, 12361.81, 12354.79, 12418.87, 12335.37, 13.7245, 13.5427, 13.7661, 13.5259, 5.088, 5.0280000000000005, 5.115, 5.0280000000000005, 82.53, 83.2, 83.47, 82.33, 4.305, 4.305, 4.305, 4.305, 2323.27, 2345.48, 2345.56, 2317.62
2012-03-26, 2019.19, 2.184, 2.2, 2.21, 2.151, 1.3273, 1.3198, 1.319, 326.19, 326.86, 328.37, 323.86, 5854.89, 5845.65, 5875.73, 5801.72, 180.06, 179.81, 180.36, 179.56, 65812.95, 65831.3, 66252.81, 65576.28, 1.436, 1.436, 1.436, 1.436, 6995.62, 6986.9, 7026.9, 6908.97, 1668.41, 1653.69, 1668.41, 1646.43, 1540.97, 1529.51, 1541.68, 1518.24, 2.275, 2.275, 2.275, 2.275, 5278.2, 5255.65, 5312.0, 5220.0, 3.8089999999999997, 3.799, 3.824, 3.7680000000000002, 2349.54, 2369.08, 2371.26, 2342.12, 146.175, 145.89, 146.265, 145.67, 2.233, 2.233, 2.233, 2.233, 0.9981, 0.999, 1.0034, 0.997, 1.8730000000000002, 1.8730000000000002, 1.8730000000000002, 1.8730000000000002, 66136.0, 65935.0, 66600.0, 65870.0, 106.87, 105.52, 108.25, 105.16, 10011.47, 10014.87, 10031.96, 9999.37, 4.06, 4.07, 4.09, 4.06, 6240.33, 6255.02, 6264.95, 6207.45, 1084.29, 1077.43, 1084.57, 1068.27, 830.03, 822.6, 830.7, 815.5, 8281.8, 8360.4, 8386.8, 8192.6, 1.5868, 1.5818, 1.5909, 1.5805, 16485.24, 16495.48, 16556.74, 16216.13, 1.033, 1.022, 1.0390000000000001, 1.022, 1135.5, 1132.2, 1135.8, 1131.8, 1132.35, 1121.58, 1134.3049999999996, 1118.035, 12465.66, 12376.87, 12465.66, 12364.26, 13.7896, 13.7172, 13.8552, 13.6599, 5.053, 5.0760000000000005, 5.202999999999999, 5.034, 82.35, 82.53, 82.95, 81.99, 4.3, 4.3, 4.3, 4.3, 2338.31, 2321.13, 2340.6, 2307.61
2012-03-27, 2039.76, 2.19, 2.208, 2.22, 2.18, 1.3358, 1.3272, 1.3191, 330.23, 327.7, 330.37, 326.05, 5902.7, 5854.89, 5913.06, 5854.47, 179.46, 180.03, 181.18, 179.28, 66684.59, 65817.72, 66775.65, 65817.72, 1.4080000000000001, 1.4080000000000001, 1.4080000000000001, 1.4080000000000001, 7079.23, 7022.64, 7102.05, 6969.97, 1712.85, 1668.41, 1716.12, 1667.25, 1565.12, 1540.39, 1568.85, 1539.52, 2.334, 2.334, 2.334, 2.334, 5184.25, 5274.35, 5274.95, 5174.9, 3.885, 3.825, 3.898, 3.822, 2350.6, 2349.09, 2358.0, 2339.14, 145.875, 146.12, 147.035, 145.76, 2.253, 2.253, 2.253, 2.253, 0.9907, 0.9982, 1.0001, 0.9903, 1.944, 1.944, 1.944, 1.944, 67082.0, 66500.0, 67180.0, 66275.0, 107.03, 106.79, 107.32, 106.19, 10018.24, 10040.1, 10056.2, 10016.05, 4.03, 4.05, 4.05, 4.01, 6283.26, 6253.2, 6289.74, 6244.13, 1102.88, 1087.17, 1102.88, 1079.94, 846.13, 839.9, 847.3, 838.9, 8224.7, 8310.8, 8310.8, 8114.9, 1.597, 1.5876, 1.5974, 1.5799, 16619.11, 16546.67, 16668.79, 16318.05, 1.022, 1.024, 1.037, 1.0190000000000001, 1133.25, 1134.3, 1142.25, 1132.75, 1148.96, 1126.64, 1149.01, 1126.28, 12574.79, 12535.58, 12583.12, 12486.77, 13.6791, 13.7592, 13.8361, 13.6587, 5.019, 4.99, 5.052, 4.974, 83.02, 82.6, 83.04, 82.56, 4.27, 4.27, 4.27, 4.27, 2362.61, 2342.92, 2368.84, 2325.54
2012-03-28, 2031.74, 2.126, 2.181, 2.1959999999999997, 2.12, 1.3318, 1.3354, 1.3311, 328.99, 331.16, 332.44, 328.55, 5869.55, 5902.7, 5941.9, 5863.83, 180.13, 179.76, 180.63, 179.35, 66037.35, 66682.62, 66967.92, 65924.64, 1.3719999999999999, 1.3719999999999999, 1.3719999999999999, 1.3719999999999999, 7078.9, 7106.77, 7153.68, 7075.16, 1699.68, 1712.85, 1723.97, 1695.67, 1554.28, 1565.12, 1574.27, 1549.27, 2.263, 2.263, 2.263, 2.263, 5243.15, 5242.95, 5277.95, 5184.65, 3.8789999999999996, 3.8810000000000002, 3.89, 3.862, 2347.18, 2358.55, 2363.77, 2344.3, 146.375, 145.82, 146.765, 145.78, 2.187, 2.187, 2.187, 2.187, 0.9953, 0.9912, 0.9958, 0.9898, 1.882, 1.882, 1.882, 1.882, 66234.0, 66900.0, 67280.0, 66050.0, 107.33, 107.09, 107.73, 106.52, 10255.15, 10152.9, 10255.15, 10152.25, 4.03, 4.03, 4.04, 4.01, 6269.38, 6298.92, 6312.86, 6253.67, 1095.42, 1106.1, 1110.01, 1093.34, 839.98, 847.1, 849.3, 839.5, 8140.3, 8284.9, 8345.7, 8131.0, 1.595, 1.5968, 1.6003, 1.5943, 16498.73, 16716.36, 16793.61, 16494.17, 1.021, 1.034, 1.034, 1.0190000000000001, 1136.55, 1135.8, 1139.9, 1132.45, 1149.43, 1151.98, 1158.63, 1149.43, 12512.04, 12595.35, 12603.71, 12498.77, 13.6645, 13.6686, 13.7652, 13.5928, 5.126, 5.069, 5.1370000000000005, 5.039, 83.07, 83.02, 83.38, 82.64, 4.287, 4.287, 4.287, 4.287, 2349.67, 2372.64, 2378.99, 2347.21
2012-03-29, 2014.41, 2.12, 2.135, 2.15, 2.11, 1.3317, 1.3318, 1.3277, 325.62, 328.22, 330.36, 325.62, 5808.99, 5869.55, 5877.94, 5808.99, 180.46, 180.14, 180.79, 179.79, 65079.34, 66031.9, 66031.9, 64819.41, 1.3159999999999998, 1.3159999999999998, 1.3159999999999998, 1.3159999999999998, 6998.8, 7056.05, 7110.54, 6998.8, 1647.44, 1698.72, 1702.34, 1646.85, 1520.37, 1554.38, 1555.63, 1518.49, 2.211, 2.211, 2.211, 2.211, 5194.75, 5231.7, 5236.55, 5169.6, 3.787, 3.864, 3.865, 3.7910000000000004, 2284.88, 2341.0, 2341.42, 2281.43, 146.48, 146.32, 146.83, 146.03, 2.201, 2.201, 2.201, 2.201, 0.9983, 0.9956, 1.0003, 0.9945, 1.834, 1.834, 1.834, 1.834, 65392.0, 66050.0, 66280.0, 65050.0, 105.41, 106.81, 106.94, 104.67, 10182.57, 10153.51, 10197.8, 10124.28, 4.0, 4.02, 4.02, 4.0, 6250.43, 6253.57, 6278.76, 6242.52, 1083.92, 1089.34, 1096.84, 1081.27, 834.45, 840.1, 842.4, 828.1, 7980.8, 8136.6, 8180.1, 7963.7, 1.589, 1.5949, 1.5966, 1.584, 16451.71, 16455.16, 16631.77, 16425.28, 1.0090000000000001, 1.024, 1.0270000000000001, 1.008, 1137.3, 1137.9, 1140.1, 1134.75, 1145.6, 1150.96, 1154.35, 1143.86, 12413.86, 12470.96, 12491.82, 12354.85, 13.7248, 13.654000000000002, 13.7622, 13.6416, 5.096, 5.093999999999999, 5.127000000000002, 5.0489999999999995, 82.85, 83.07, 83.18, 82.61, 4.188, 4.188, 4.188, 4.188, 2322.92, 2340.39, 2353.49, 2322.66
2012-03-30, 2014.04, 2.081, 2.129, 2.129, 2.074, 1.3302, 1.3316, 1.3251, 321.09, 324.76, 326.01, 320.18, 5742.03, 5808.99, 5812.17, 5726.5, 180.69, 180.21, 180.85, 179.86, 64871.99, 65074.24, 65074.24, 64095.7, 1.305, 1.305, 1.305, 1.305, 6875.15, 6980.09, 6993.74, 6841.97, 1613.41, 1647.44, 1653.09, 1607.44, 1494.86, 1520.37, 1521.58, 1486.93, 2.2, 2.2, 2.2, 2.2, 5178.85, 5145.95, 5194.3, 5135.95, 3.7939999999999996, 3.7969999999999997, 3.8089999999999997, 3.764, 2252.16, 2276.74, 2280.96, 2242.34, 146.72, 146.34, 146.88, 146.14, 2.1590000000000003, 2.1590000000000003, 2.1590000000000003, 2.1590000000000003, 0.9969, 0.9982, 1.0021, 0.9961, 1.8030000000000002, 1.8030000000000002, 1.8030000000000002, 1.8030000000000002, 65181.0, 65200.0, 65250.0, 64310.0, 102.78, 105.58, 105.7, 102.13, 10114.79, 10134.78, 10147.04, 10084.77, 3.99, 4.0, 4.02, 3.99, 6176.26, 6236.02, 6247.24, 6165.19, 1058.32, 1071.22, 1081.22, 1054.46, 832.22, 829.2, 834.3, 822.1, 7911.0, 7965.2, 8022.5, 7866.4, 1.5955, 1.589, 1.596, 1.5858, 15908.85, 16396.99, 16478.04, 15897.09, 1.002, 1.012, 1.0190000000000001, 0.996, 1139.15, 1135.9, 1140.4, 1135.4, 1124.85, 1141.45, 1142.38, 1124.85, 12339.36, 12379.6, 12413.84, 12194.53, 13.8171, 13.7003, 13.8986, 13.6887, 5.231, 5.092, 5.265, 5.091, 82.29, 82.84, 82.87, 81.92, 4.117, 4.117, 4.117, 4.117, 2296.47, 2330.39, 2335.09, 2290.28
2012-04-02, 2029.29, 2.109, 2.094, 2.1319999999999997, 2.061, 1.3344, 1.3299, 1.3296, 323.51, 323.49, 324.76, 321.59, 5768.45, 5742.03, 5782.71, 5742.03, 179.72, 180.32, 180.5, 179.34, 64510.97, 64875.21, 65363.3, 64245.36, 1.2890000000000001, 1.2890000000000001, 1.2890000000000001, 1.2890000000000001, 6946.83, 6924.82, 6959.71, 6898.91, 1637.73, 1613.41, 1652.85, 1612.99, 1517.34, 1494.86, 1531.89, 1493.92, 2.202, 2.202, 2.202, 2.202, 5295.55, 5206.6, 5307.1, 5203.65, 3.824, 3.821, 3.844, 3.82, 2262.79, 2256.04, 2266.21, 2246.24, 145.75, 146.65, 146.72, 145.5, 2.214, 2.214, 2.214, 2.214, 0.9979, 0.9965, 0.9999, 0.9951, 1.805, 1.805, 1.805, 1.805, 64706.0, 65800.0, 65800.0, 64395.0, 103.02, 103.29, 104.15, 102.78, 10083.56, 10089.1, 10111.09, 10033.19, 3.94, 3.99, 3.99, 3.94, 6235.51, 6202.71, 6235.51, 6173.53, 1074.48, 1065.74, 1074.88, 1062.67, 830.3, 837.8, 838.0, 827.2, 8008.0, 7945.7, 8015.1, 7903.1, 1.6013, 1.5955, 1.6039, 1.5947, 15980.07, 16009.16, 16052.46, 15782.36, 0.993, 0.998, 0.998, 0.992, 1131.9, 1137.6, 1138.1, 1130.3, 1130.255, 1136.94, 1139.62, 1127.36, 12392.18, 12391.61, 12433.31, 12333.11, 13.6679, 13.8107, 13.8917, 13.6428, 5.12, 5.151, 5.193, 5.1160000000000005, 82.87, 82.29, 82.88, 81.84, 4.077, 4.077, 4.077, 4.077, 2324.05, 2302.71, 2325.55, 2302.49
2012-04-03, 2049.28, 2.128, 2.137, 2.1430000000000002, 2.092, 1.3323, 1.3359, 1.3277, 326.39, 324.21, 326.45, 320.94, 5874.89, 5768.45, 5874.89, 5748.63, 178.76, 179.63, 179.98, 178.59, 65216.25, 64514.56, 65593.15, 64198.56, 1.35, 1.35, 1.35, 1.35, 7056.65, 6973.99, 7057.2, 6911.63, 1643.2, 1637.73, 1661.41, 1628.74, 1521.9, 1517.33, 1537.73, 1508.32, 2.227, 2.227, 2.227, 2.227, 5317.9, 5296.35, 5331.55, 5278.8, 3.918, 3.873, 3.929, 3.838, 2272.6525, 2256.5375, 2275.6125, 2247.5275, 144.99, 145.71, 145.98, 144.84, 2.18, 2.18, 2.18, 2.18, 0.9908, 0.9955, 0.9991, 0.9886, 1.798, 1.798, 1.798, 1.798, 65472.0, 64645.0, 65820.0, 64415.0, 105.23, 103.27, 105.49, 102.06, 10109.87, 10161.72, 10190.35, 10109.87, 3.99, 3.97, 3.99, 3.96, 6299.38, 6233.56, 6299.38, 6208.94, 1086.47, 1075.29, 1086.47, 1064.04, 840.63, 827.3, 841.0, 825.8, 8042.8, 8024.7, 8042.8, 7866.8, 1.6025, 1.6018, 1.6063, 1.5976, 15948.86, 15978.34, 15986.36, 15671.33, 1.018, 1.001, 1.024, 1.001, 1125.95, 1133.5, 1133.5, 1125.95, 1135.66, 1132.43, 1136.86, 1129.87, 12507.06, 12381.48, 12526.55, 12373.43, 13.7194, 13.6198, 13.7842, 13.5253, 5.086, 5.0569999999999995, 5.1080000000000005, 4.999, 81.64, 82.89, 83.3, 81.56, 4.133, 4.133, 4.133, 4.133, 2354.53, 2330.75, 2354.53, 2311.27
