@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute EUR_KRW_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2013-11-26, 2022.64, 174.0, 173.95, 174.53, 173.6, 52263.51, 52807.05, 52995.1, 52115.83, 1439.8, 136.74, 136.85, 137.13, 136.45, 1162.61, 1168.75, 1171.6, 1159.91, 52363.0, 52975.0, 53100.0, 52200.0, 0.8207, 0.818, 0.8229, 0.8164, 1060.12, 1060.78, 1063.18, 1058.68, 13460.92, 2862.77, 2851.54
2013-11-27, 2028.81, 174.06, 173.85, 174.32, 173.71, 51446.91, 52258.64, 52410.49, 51433.29, 1439.66, 136.8, 136.64, 136.99, 136.53, 1169.84, 1161.69, 1170.36, 1161.06, 51521.0, 52100.0, 52565.0, 51390.0, 0.8194, 0.8204, 0.8265, 0.8151, 1060.52, 1059.8, 1062.05, 1058.95, 13348.83, 2866.85, 2850.76
2013-11-28, 2045.77, 174.16, 173.96, 174.28, 173.89, 51861.21, 51447.68, 52112.99, 51447.68, 1444.41, 136.86, 136.74, 136.97, 136.67, 1169.01, 1168.89, 1173.66, 1166.46, 51908.0, 51610.0, 52260.0, 51610.0, 0.8152, 0.8193, 0.8211, 0.8113, 1061.05, 1060.05, 1061.85, 1059.65, 13349.6, 2872.57, 2857.55
2013-11-29, 2044.87, 174.22, 174.51, 174.86, 174.03, 51846.83, 51861.51, 52458.01, 51696.89, 1445.81, 136.91, 136.83, 137.41, 136.77, 1172.17, 1168.65, 1173.43, 1167.36, 51858.0, 52215.0, 52605.0, 51740.0, 0.8118, 0.8148, 0.8176, 0.8111, 1061.4, 1063.65, 1065.25, 1060.75, 13362.06, 2875.54, 2862.18
2013-12-02, 2030.78, 173.67, 174.01, 174.16, 173.52, 52482.49, 51846.83, 52482.49, 51846.83, 1444.51, 136.495, 136.84, 136.915, 136.42, 1167.68, 1171.29, 1172.49, 1165.45, 52592.0, 51955.0, 52855.0, 51955.0, 0.813, 0.8115, 0.8165, 0.8081, 1058.21, 1060.65, 1060.95, 1058.21, 13371.75, 2876.16, 2863.43
2013-12-03, 2009.36, 173.72, 173.57, 173.83, 173.33, 51244.87, 52479.11, 52479.11, 51244.87, 1441.07, 136.545, 136.43, 136.615, 136.24, 1164.91, 1167.63, 1170.62, 1160.61, 51227.0, 51880.0, 52070.0, 51070.0, 0.8185, 0.8123, 0.8222, 0.8121, 1058.5, 1058.26, 1059.1, 1056.8, 13389.47, 2875.05, 2854.33
2013-12-04, 1986.8, 174.19, 173.64, 174.63, 173.64, 50348.89, 51239.59, 51257.25, 50223.54, 1444.18, 136.89, 136.48, 137.23, 136.47, 1173.4, 1164.3, 1175.97, 1163.15, 50400.0, 50800.0, 51335.0, 50215.0, 0.8242, 0.8184, 0.826, 0.8154, 1061.22, 1058.88, 1063.88, 1058.88, 13279.08, 2854.59, 2804.98
2013-12-05, 1984.77, 174.3, 174.02, 174.48, 173.96, 50215.79, 50358.89, 50744.43, 50113.76, 1444.55, 136.95, 136.78, 137.13, 136.7, 1176.52, 1172.31, 1178.44, 1168.52, 50241.0, 50565.0, 50955.0, 50100.0, 0.8197, 0.8239, 0.8243, 0.8162, 1061.75, 1061.35, 1063.1, 1060.8, 13234.47, 2813.47, 2778.66
2013-12-06, 1980.41, 173.81, 174.12, 174.36, 173.71, 50787.63, 50220.17, 51123.76, 50220.17, 1448.49, 136.54, 136.81, 136.98, 136.47, 1180.68, 1175.22, 1182.13, 1170.13, 50760.0, 50505.0, 51190.0, 50350.0, 0.8219, 0.8197, 0.8228, 0.815, 1058.72, 1061.2, 1062.05, 1058.72, 13200.4, 2791.47, 2765.88
2013-12-09, 2000.38, 173.8, 173.71, 174.13, 173.58, 50944.27, 50787.63, 51364.94, 50609.96, 1448.98, 136.31, 136.48, 136.69, 136.15, 1184.78, 1180.05, 1185.97, 1175.63, 50991.0, 50950.0, 51450.0, 50570.0, 0.8285, 0.8219, 0.8292, 0.8139, 1057.0, 1059.27, 1059.9, 1056.87, 13200.64, 2791.43, 2759.68
2013-12-10, 1993.45, 173.4, 173.04, 173.56, 172.94, 51165.38, 50942.39, 51298.21, 50832.11, 1451.97, 135.805, 136.18, 136.215, 135.63, 1182.36, 1182.27, 1185.4, 1177.87, 51203.0, 50985.0, 51370.0, 50815.0, 0.8283, 0.8286, 0.8320000000000001, 0.8252, 1052.95, 1052.65, 1054.55, 1052.05, 13280.72, 2809.28, 2784.85
2013-12-11, 1977.97, 173.28, 173.2, 173.61, 173.02, 50993.02, 51166.59, 51334.25, 50955.66, 1452.82, 135.675, 135.77, 135.975, 135.52, 1185.49, 1181.75, 1190.23, 1180.41, 51078.0, 51150.0, 51345.0, 50955.0, 0.8313, 0.8279, 0.8334, 0.8268, 1052.0, 1052.9, 1054.2, 1051.8, 13312.76, 2814.52, 2785.61
2013-12-12, 1967.93, 173.28, 173.09, 173.56, 172.99, 50067.99, 50990.62, 51038.59, 50067.99, 1453.03, 135.685, 135.55, 135.905, 135.47, 1186.83, 1183.83, 1190.32, 1182.33, 50083.0, 50900.0, 51100.0, 49980.0, 0.8257, 0.831, 0.8312, 0.8198, 1052.12, 1051.53, 1053.72, 1051.03, 13133.42, 2805.15, 2778.16
2013-12-13, 1962.91, 173.19, 173.51, 173.88, 172.95, 50121.61, 50076.84, 50331.27, 49842.31, 1455.64, 135.61, 135.6, 136.19, 135.49, 1182.52, 1185.99, 1190.58, 1178.9, 50175.0, 49950.0, 50320.0, 49820.0, 0.8249, 0.8256, 0.8320000000000001, 0.8220000000000001, 1051.5, 1054.35, 1056.05, 1051.37, 13059.74, 2779.92, 2760.86
2013-12-16, 1961.15, 173.5, 173.24, 173.63, 173.22, 50051.18, 50133.03, 50518.64, 50006.11, 1450.98, 135.85, 135.51, 135.96, 135.5, 1184.4, 1181.55, 1186.52, 1180.22, 50054.0, 50300.0, 50565.0, 49950.0, 0.8267, 0.8247, 0.8271, 0.8198, 1053.35, 1052.35, 1054.25, 1052.35, 13098.01, 2770.68, 2747.43
2013-12-17, 1965.74, 173.43, 173.58, 173.78, 173.08, 50279.61, 50048.67, 50611.49, 50048.67, 1453.35, 135.815, 135.77, 136.085, 135.54, 1186.88, 1183.15, 1190.76, 1181.29, 50277.0, 50105.0, 50670.0, 50090.0, 0.8259, 0.8259, 0.8287, 0.8242, 1053.0, 1054.9, 1055.1, 1051.9, 13125.68, 2787.68, 2752.89
2013-12-18, 1974.63, 173.1, 173.23, 173.34, 173.0, 50090.35, 50279.25, 50563.21, 50049.08, 1448.99, 135.555, 135.68, 135.735, 135.47, 1187.53, 1185.22, 1189.81, 1180.9, 50131.0, 50050.0, 50585.0, 50010.0, 0.8272, 0.8258, 0.8286, 0.8237, 1050.9, 1052.05, 1052.35, 1050.65, 13169.96, 2791.68, 2761.91
2013-12-19, 1975.65, 173.3, 173.32, 173.5, 173.08, 50563.43, 50110.39, 50869.31, 50110.39, 1453.47, 135.73, 135.52, 135.87, 135.51, 1176.95, 1187.04, 1190.25, 1174.75, 50653.0, 50300.0, 50910.0, 50240.0, 0.8238, 0.8268, 0.8287, 0.8168, 1052.25, 1052.8, 1053.3, 1051.4, 13180.16, 2799.08, 2778.49
2013-12-20, 1983.35, 174.55, 173.58, 174.99, 173.38, 51633.43, 50577.86, 51633.43, 50577.86, 1451.72, 136.675, 135.66, 137.065, 135.66, 1179.9, 1176.19, 1186.53, 1173.43, 52156.0, 51375.0, 52245.0, 51110.0, 0.8190000000000001, 0.8238, 0.8238, 0.815, 1059.73, 1054.45, 1062.65, 1053.25, 13322.87, 2839.36, 2818.73
2013-12-23, 1996.89, 174.89, 174.75, 175.29, 174.52, 51185.74, 51619.6, 51640.98, 51024.65, 1455.67, 136.925, 136.61, 137.265, 136.6, 1184.85, 1179.2, 1189.22, 1178.03, 51525.0, 52150.0, 52150.0, 51330.0, 0.821, 0.8188, 0.8223, 0.8147, 1061.8, 1061.45, 1064.25, 1060.05, 13392.19, 2869.67, 2842.15
2013-12-24, 2001.59, 174.71, 174.81, 175.04, 174.42, 51356.1, 51187.57, 51604.98, 51187.57, 1455.23, 136.77, 136.86, 137.04, 136.62, 1186.24, 1184.01, 1189.08, 1181.94, 51833.0, 51830.0, 52050.0, 51625.0, 0.8198, 0.82, 0.8216, 0.8186, 1060.5, 1061.9, 1062.7, 1059.9, 13399.92, 2887.58, 2871.46
2013-12-26, 1999.3, 174.62, 174.68, 174.93, 174.35, 51356.1, 51356.1, 51356.1, 51356.1, 1454.73, 136.715, 136.71, 136.955, 136.54, 1183.92, 1185.68, 1188.41, 1179.96, 51726.5, 51905.0, 52047.5, 51575.0, 0.8185, 0.8196, 0.8204, 0.8169, 1060.2, 1061.35, 1061.95, 1059.75, 13447.7, 2899.42, 2888.91
2013-12-27, 2002.28, 174.37, 174.51, 174.68, 174.14, 51221.01, 51357.99, 51609.85, 51184.96, 1451.33, 136.585, 136.59, 136.755, 136.35, 1181.41, 1182.07, 1183.91, 1179.08, 51620.0, 51980.0, 52045.0, 51525.0, 0.8166, 0.8182, 0.8186, 0.8145, 1059.25, 1059.75, 1060.55, 1057.55, 13482.81, 2910.235, 2896.82
2013-12-30, 2011.34, 173.79, 173.98, 174.34, 173.41, 51266.56, 51239.46, 51395.28, 51207.0, 1465.79, 136.0, 136.56, 136.69, 135.77, 1182.9, 1180.85, 1199.33, 1177.76, 51660.0, 51650.0, 51800.0, 51615.0, 0.8149, 0.8163, 0.8193, 0.8136, 1054.67, 1057.85, 1059.05, 1053.75, 13517.92, 2921.05, 2904.73
2013-12-31, 2011.34, 174.16, 173.64, 174.18, 173.56, 51507.16, 51274.46, 51995.79, 51274.46, 1458.06, 136.14, 135.89, 136.31, 135.83, 1188.88, 1182.1, 1190.87, 1180.64, 51791.0, 51850.0, 54030.0, 51680.0, 0.8204, 0.815, 0.8223, 0.8115, 1055.72, 1054.28, 1057.07, 1053.78, 13572.26, 2929.91, 2913.6
2014-01-02, 1967.19, 174.38, 174.08, 174.49, 174.07, 50924.205, 51398.325, 51825.965, 50760.38000000001, 1458.27, 136.155, 136.08, 136.165, 136.06, 1182.16, 1188.35, 1190.95, 1181.16, 51180.5, 51825.0, 52990.0, 51027.5, 0.8211, 0.8201, 0.8243, 0.8196, 1050.5, 1048.27, 1050.5, 1046.52, 13580.89, 2923.82, 2912.49
2014-01-03, 1946.14, 173.62, 173.58, 173.84, 173.2, 50341.25, 51522.19, 51656.14, 50246.3, 1453.95, 135.485, 136.09, 136.125, 135.18, 1168.38, 1182.62, 1184.29, 1162.99, 50570.0, 51800.0, 51950.0, 50375.0, 0.8185, 0.8194, 0.8234, 0.8137, 1050.55, 1051.15, 1052.45, 1048.45, 13528.29, 2931.58, 2880.45
2014-01-06, 1953.28, 174.42, 173.84, 174.75, 173.76, 50981.09, 50348.27, 50981.09, 50268.72, 1444.32, 136.12, 135.45, 136.36, 135.44, 1165.85, 1167.78, 1175.35, 1164.07, 50931.0, 50305.0, 51575.0, 50305.0, 0.8274, 0.8184, 0.8317, 0.8176, 1055.5, 1052.4, 1057.4, 1051.9, 13521.75, 2909.24, 2876.76
2014-01-07, 1959.44, 176.03, 174.37, 176.44, 174.24, 50973.62, 50980.15, 51002.29, 50451.42, 1454.67, 137.4, 136.05, 137.73, 136.0, 1178.41, 1164.72, 1181.28, 1163.96, 51366.0, 51250.0, 51400.0, 50680.0, 0.8292, 0.8271, 0.8305, 0.8249, 1065.46, 1055.85, 1068.05, 1055.05, 13473.23, 2912.65, 2890.73
2014-01-08, 1958.96, 176.74, 175.9, 177.07, 175.6, 50430.02, 50981.58, 51477.81, 50429.14, 1460.55, 137.92, 137.34, 138.21, 137.06, 1176.44, 1177.72, 1184.7, 1173.99, 50672.0, 51295.0, 51825.0, 50600.0, 0.8284, 0.8289, 0.8302, 0.8252, 1069.5, 1065.7, 1071.8, 1063.9, 13495.05, 2916.68, 2886.04
2014-01-09, 1946.11, 176.11, 176.55, 176.88, 175.69, 50576.64, 50431.23, 50792.61, 50423.58, 1457.33, 137.435, 137.79, 138.035, 137.17, 1169.88, 1175.21, 1176.92, 1166.98, 50816.0, 50600.0, 51090.0, 50580.0, 0.8266, 0.8282, 0.8318, 0.8247, 1065.7, 1068.65, 1070.35, 1063.95, 13586.76, 2932.73, 2909.94
2014-01-10, 1938.54, 175.56, 176.63, 176.88, 175.27, 49321.68, 50575.78, 50575.78, 49258.63, 1452.36, 137.085, 137.4, 138.015, 136.86, 1171.67, 1169.03, 1173.96, 1163.82, 49603.0, 50800.0, 50835.0, 49500.0, 0.8255, 0.8263, 0.8272, 0.8227, 1063.0, 1069.4, 1070.2, 1061.8, 13585.01, 2942.48, 2921.43
2014-01-13, 1948.92, 175.44, 175.51, 175.96, 175.17, 49696.45, 49321.68, 50145.37, 49267.26, 1453.51, 136.925, 137.01, 137.415, 136.74, 1176.41, 1170.93, 1179.41, 1167.02, 49910.0, 49890.0, 50380.0, 49295.0, 0.8303, 0.8253, 0.8308, 0.8204, 1061.77, 1063.35, 1065.55, 1060.85, 13629.69, 2952.66, 2932.23
2014-01-14, 1946.07, 174.91, 174.46, 174.95, 174.38, 49426.9, 49708.29, 50003.23, 49308.77, 1452.78, 136.31, 136.86, 136.94, 136.1, 1175.75, 1176.5, 1178.1, 1167.49, 49700.0, 49810.0, 50260.0, 49520.0, 0.8377, 0.8293, 0.8389, 0.828, 1057.0, 1056.4, 1058.2, 1055.9, 13658.03, 2947.49, 2934.05
2014-01-15, 1953.28, 175.36, 174.84, 175.48, 174.79, 49703.1, 49421.07, 49833.53, 49263.11, 1451.36, 136.62, 136.24, 136.7, 136.22, 1173.79, 1174.8, 1179.38, 1171.87, 49896.0, 49500.0, 50080.0, 49400.0, 0.8382, 0.8375, 0.8432, 0.8355, 1059.4, 1057.1, 1060.0, 1056.8, 13681.48, 2943.96, 2914.8
2014-01-16, 1957.32, 175.92, 175.75, 176.15, 175.48, 50105.37, 49714.97, 50229.75, 49714.97, 1454.69, 137.165, 136.55, 137.295, 136.54, 1170.91, 1173.04, 1178.22, 1166.67, 50323.0, 49925.0, 50500.0, 49915.0, 0.8338, 0.8379, 0.8394, 0.8319, 1063.6, 1062.9, 1064.6, 1061.3, 13692.38, 2957.98, 2942.21
2014-01-17, 1944.48, 175.62, 176.1, 176.3, 175.51, 49696.28, 50106.34, 50577.38, 49628.01, 1452.02, 137.14, 137.03, 137.46, 137.01, 1175.2, 1169.62, 1177.82, 1167.69, 49902.0, 50155.0, 50780.0, 49830.0, 0.8356, 0.8336, 0.836, 0.8294, 1063.5, 1065.2, 1065.9, 1063.0, 13741.74, 2972.21, 2958.78
2014-01-20, 1953.78, 175.5, 175.18, 175.62, 174.94, 49181.86, 49696.28, 49868.22, 49174.03, 1449.47, 136.91, 137.07, 137.21, 136.56, 1166.49, 1174.2, 1176.65, 1162.78, 49405.0, 49950.0, 50145.0, 49360.0, 0.8261, 0.835, 0.8356, 0.8244, 1061.8, 1061.9, 1063.0, 1060.3, 13829.16, 2974.86, 2960.91
2014-01-21, 1963.89, 175.75, 175.49, 176.13, 175.49, 48708.41, 49180.62, 49292.2, 48673.05, 1443.59, 137.145, 136.76, 137.395, 136.76, 1168.85, 1164.05, 1170.78, 1163.29, 48889.0, 49370.0, 49495.0, 48850.0, 0.8327, 0.8257, 0.8327, 0.821, 1063.77, 1062.05, 1065.65, 1062.05, 13888.21, 2967.88, 2953.22
2014-01-22, 1970.42, 176.07, 175.68, 176.13, 175.56, 48542.07, 48728.2, 49123.53, 48440.05, 1445.78, 137.33, 137.11, 137.38, 136.99, 1170.47, 1168.32, 1172.78, 1162.85, 48672.0, 49100.0, 49350.0, 48590.0, 0.8318, 0.8323, 0.8339, 0.8294, 1065.3, 1063.65, 1065.55, 1062.85, 13948.26, 2969.55, 2952.52
2014-01-23, 1947.59, 176.42, 176.67, 176.89, 176.15, 49299.66, 48542.99, 49487.04, 48542.99, 1451.18, 137.605, 137.3, 137.985, 137.29, 1171.27, 1169.74, 1175.32, 1168.75, 49474.0, 48950.0, 49690.0, 48775.0, 0.8309, 0.8315, 0.8346, 0.8291, 1067.55, 1069.25, 1070.25, 1066.65, 13933.58, 2973.29, 2946.48
2014-01-24, 1940.56, 177.39, 176.36, 177.56, 176.36, 48320.64, 49293.58, 49598.35, 48320.64, 1470.66, 138.365, 137.57, 138.505, 137.56, 1196.22, 1170.67, 1197.82, 1169.26, 48529.0, 49240.0, 49800.0, 48490.0, 0.8303, 0.8307, 0.8338, 0.8259, 1073.55, 1067.75, 1074.55, 1067.75, 13932.28, 2975.51, 2947.03
2014-01-27, 1910.34, 178.61, 177.61, 178.7, 177.46, 47787.38, 48325.32, 48327.15, 47493.97, 1484.56, 139.17, 138.31, 139.22, 138.29, 1207.63, 1195.12, 1213.33, 1194.19, 47932.0, 48140.0, 48480.0, 47605.0, 0.8213, 0.8299, 0.8315, 0.8211, 1080.35, 1075.15, 1080.55, 1073.85, 13698.31, 2954.49, 2887.06
2014-01-28, 1916.93, 179.19, 179.35, 179.78, 178.79, 47701.05, 47781.54, 48146.88, 47492.69, 1488.89, 139.555, 139.13, 140.085, 139.12, 1209.13, 1207.49, 1216.92, 1205.47, 47907.0, 48000.0, 48340.0, 47625.0, 0.8233, 0.8226, 0.8261, 0.8194, 1083.8, 1085.0, 1087.5, 1081.5, 13520.51, 2896.07, 2865.5
2014-01-29, 1941.15, 178.42, 178.38, 178.78, 178.05, 47840.93, 47749.85, 48487.51, 47749.85, 1482.68, 139.03, 139.54, 139.61, 138.73, 1203.22, 1209.22, 1210.46, 1197.32, 48032.0, 48450.0, 48690.0, 47970.0, 0.8257, 0.823, 0.8304, 0.8217, 1079.59, 1079.35, 1081.45, 1077.75, 13583.0, 2906.8, 2884.64
2014-02-03, 1919.96, 176.7, 177.29, 177.5, 176.28, 47556.78, 47839.04, 47884.07, 47153.97, 1475.85, 137.82, 138.97, 139.03, 137.55, 1196.52, 1202.38, 1203.47, 1185.37, 47626.0, 48210.0, 48275.0, 47240.0, 0.8214, 0.8255, 0.8297, 0.8170000000000001, 1070.05, 1073.05, 1074.05, 1068.05, 13587.29, 2938.53, 2852.15
2014-02-04, 1886.85, 178.97, 178.15, 179.11, 177.82, 46147.52, 47622.76, 47622.76, 46109.45, 1468.48, 139.66, 139.15, 139.81, 138.85, 1204.14, 1191.53, 1204.81, 1187.12, 46200.0, 47475.0, 47615.0, 46035.0, 0.8085, 0.8089, 0.8137, 0.807, 1084.75, 1080.4, 1085.6, 1078.4, 13450.31, 2896.57, 2842.89
2014-02-05, 1891.32, 178.85, 179.3, 179.86, 178.38, 46964.22, 46147.52, 47131.61, 46145.89, 1474.3, 139.62, 139.59, 140.38, 139.27, 1199.51, 1203.25, 1209.23, 1195.61, 46998.0, 46190.0, 47260.0, 46150.0, 0.8244, 0.8083, 0.8256, 0.8048, 1084.0, 1087.4, 1090.1, 1081.8, 13463.36, 2859.95, 2826.58
2014-02-06, 1907.89, 177.86, 177.49, 178.68, 177.32, 46624.39, 46964.22, 47148.43, 46224.19, 1465.62, 138.89, 139.56, 139.63, 138.44, 1193.27, 1198.56, 1200.04, 1188.65, 46700.0, 46850.0, 47220.0, 46250.0, 0.8215, 0.8239, 0.8251, 0.8184, 1078.0, 1076.4, 1083.0, 1075.4, 13455.8, 2855.25, 2839.77
2014-02-07, 1922.5, 178.03, 177.49, 178.12, 177.07, 47738.09, 46987.52, 48033.74, 46632.17, 1469.78, 139.06, 138.82, 139.13, 138.3, 1197.55, 1192.32, 1203.29, 1187.11, 47861.0, 46935.0, 48135.0, 46785.0, 0.8248, 0.8211, 0.8282, 0.8206, 1079.05, 1076.15, 1079.55, 1073.65, 13560.33, 2900.0, 2857.76
2014-02-10, 1923.3, 177.29, 177.24, 177.7, 176.97, 48073.6, 47739.46, 48253.16, 47556.95, 1468.21, 138.555, 139.03, 139.165, 138.25, 1197.11, 1197.07, 1200.12, 1189.66, 48176.0, 47870.0, 48355.0, 47545.0, 0.8294, 0.8246, 0.8296, 0.8208, 1075.0, 1075.4, 1077.4, 1073.8, 13698.35, 2916.47, 2893.05
2014-02-11, 1932.06, 177.05, 177.1, 177.25, 176.51, 47710.82, 48070.25, 48135.89, 47464.56, 1465.24, 138.295, 138.43, 138.535, 137.91, 1195.92, 1195.06, 1196.85, 1189.7, 47749.0, 48200.0, 48270.0, 47480.0, 0.8268, 0.8290000000000001, 0.8292, 0.8248, 1072.8, 1074.4, 1074.8, 1070.3, 13780.13, 2927.57, 2907.68
2014-02-12, 1935.84, 176.7, 177.06, 177.17, 176.61, 48462.79, 47715.35, 48603.74, 47588.97, 1466.8, 138.065, 138.23, 138.395, 137.98, 1192.07, 1195.3, 1198.93, 1190.97, 48492.0, 48055.0, 48690.0, 47600.0, 0.8321, 0.8268, 0.8343, 0.8258, 1070.9, 1073.0, 1073.5, 1070.4, 13794.36, 2943.33, 2919.21
2014-02-13, 1926.96, 175.27, 175.68, 176.25, 175.11, 48216.89, 48467.19, 48669.22, 48044.39, 1461.88, 136.985, 138.05, 138.125, 136.87, 1179.93, 1191.76, 1192.99, 1175.04, 48192.0, 48800.0, 48800.0, 48150.0, 0.8320000000000001, 0.8318, 0.8368, 0.83, 1062.59, 1065.25, 1068.05, 1061.95, 13880.99, 2961.63, 2945.09
2014-02-14, 1940.28, 175.84, 174.97, 175.93, 174.92, 47812.83, 48211.04, 48211.04, 47128.98, 1460.74, 137.48, 136.92, 137.54, 136.73, 1193.34, 1179.24, 1196.25, 1177.62, 48443.0, 48190.0, 48700.0, 47620.0, 0.8343, 0.8319, 0.8357, 0.8291, 1066.25, 1061.4, 1066.9, 1061.1, 13839.0, 2961.45, 2933.67
2014-02-17, 1946.36, 175.3, 175.13, 175.51, 174.78, 48201.11, 47815.64, 48313.77, 47756.18, 1459.11, 137.125, 137.41, 137.485, 136.66, 1191.06, 1192.65, 1194.56, 1185.7, 48739.0, 48445.0, 48930.0, 48270.0, 0.8371, 0.8341, 0.8385, 0.833, 1063.5, 1062.5, 1064.1, 1060.4, 13998.16, 2980.03, 2958.0
2014-02-18, 1946.91, 174.88, 174.37, 175.21, 174.37, 47576.33, 48199.79, 48297.85, 47540.26, 1458.57, 136.745, 137.05, 137.115, 136.4, 1189.45, 1191.44, 1193.12, 1186.04, 48069.0, 48820.0, 48890.0, 47950.0, 0.8364, 0.8375, 0.8392, 0.8346, 1060.45, 1058.15, 1062.25, 1058.15, 14026.46, 2992.66, 2978.73
2014-02-19, 1942.93, 175.61, 174.65, 175.89, 174.65, 46599.76, 47575.3, 47712.25, 46599.76, 1467.94, 137.41, 136.71, 137.54, 136.56, 1199.68, 1188.96, 1202.05, 1187.07, 47038.0, 48095.0, 48200.0, 46955.0, 0.8305, 0.8365, 0.838, 0.8297, 1065.5, 1059.6, 1066.7, 1059.6, 14054.76, 3001.21, 2980.45
2014-02-20, 1930.57, 175.38, 175.34, 176.06, 175.24, 47150.83, 46597.4, 47155.22, 46133.66, 1472.12, 137.42, 137.34, 137.91, 137.18, 1199.24, 1199.46, 1205.08, 1197.18, 47611.0, 46800.0, 47690.0, 46535.0, 0.8275, 0.8303, 0.8343, 0.8265, 1065.7, 1064.35, 1069.55, 1064.35, 14077.47, 3009.24, 2983.3
2014-02-21, 1957.83, 176.25, 175.34, 176.6, 175.34, 47288.61, 47126.94, 47600.35, 46634.22, 1476.85, 138.25, 137.36, 138.45, 137.35, 1205.19, 1198.39, 1210.41, 1197.85, 47789.0, 47285.0, 48140.0, 47040.0, 0.8304, 0.8272, 0.8315, 0.8240000000000001, 1072.2, 1065.7, 1073.8, 1065.7, 14112.02, 3005.97, 2975.31
2014-02-24, 1949.05, 176.15, 176.36, 176.73, 175.84, 47380.24, 47289.79, 47815.61, 47075.28, 1477.36, 138.355, 138.22, 138.825, 138.08, 1208.47, 1205.17, 1211.41, 1201.99, 47900.0, 47780.0, 48350.0, 47500.0, 0.8283, 0.8301, 0.8314, 0.8264, 1073.0, 1073.9, 1076.7, 1072.0, 14205.72, 3022.31, 3004.31
2014-02-25, 1964.86, 176.19, 176.45, 177.1, 176.09, 47393.5, 47375.76, 47538.55, 46991.26, 1481.84, 138.49, 138.21, 139.1, 138.21, 1208.73, 1207.07, 1215.34, 1204.85, 47792.0, 47760.0, 48050.0, 47400.0, 0.833, 0.8286, 0.8341, 0.8258, 1074.5, 1075.4, 1078.8, 1074.4, 14205.72, 3044.76, 3013.85
2014-02-26, 1970.77, 175.36, 175.27, 175.78, 174.76, 46715.91, 47388.11, 47388.11, 46613.59, 1478.22, 138.38, 138.42, 138.56, 137.71, 1211.1, 1207.96, 1213.03, 1202.07, 47139.0, 47490.0, 47760.0, 46895.0, 0.8329, 0.8328, 0.8345, 0.8314, 1074.0, 1069.9, 1074.0, 1069.4, 14179.27, 3044.15, 3023.84
2014-02-27, 1978.43, 174.05, 175.22, 175.49, 173.6, 46599.21, 46717.53, 47009.89, 46402.96, 1477.03, 137.345, 138.26, 138.485, 137.15, 1196.85, 1210.11, 1211.6, 1193.02, 46991.0, 47180.0, 47500.0, 46795.0, 0.8314, 0.8335, 0.8345, 0.8277, 1065.97, 1073.45, 1074.75, 1064.35, 14176.44, 3059.28, 3032.01
2014-02-28, 1979.99, 174.56, 174.51, 175.07, 173.79, 47606.75, 46621.81, 47781.38, 46621.81, 1468.51, 137.83, 137.3, 138.18, 137.27, 1204.26, 1196.23, 1205.88, 1195.83, 48103.0, 47055.0, 48275.0, 47055.0, 0.8369, 0.8313, 0.8391, 0.8289, 1069.8, 1069.85, 1072.35, 1066.05, 14185.53, 3076.25, 3033.51
2014-03-03, 1964.69, 173.55, 173.64, 173.91, 172.67, 47094.4, 47613.49, 47813.1, 47043.47, 1474.49, 137.43, 137.71, 137.78, 137.01, 1211.96, 1202.58, 1215.4, 1195.77, 47425.0, 48030.0, 48435.0, 47325.0, 0.8390000000000001, 0.8367, 0.8425, 0.8356, 1066.46, 1064.65, 1068.95, 1063.75, 14203.36, 3096.91, 3065.07
2014-03-04, 1954.11, 174.12, 174.51, 175.0, 173.65, 46925.93333333333, 47439.74, 47593.23666666666, 46853.27, 1482.23, 137.875, 137.49, 138.565, 137.48, 1211.77, 1211.6, 1222.64, 1210.43, 47260.0, 47858.33333333334, 48130.0, 47153.33333333334, 0.8373, 0.8372, 0.8384, 0.8340000000000001, 1070.18, 1072.68, 1075.38, 1068.97, 14160.93, 3047.33, 3020.8
