@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute EUR_KRW_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2013-01-22, 1996.52, 171.08, 170.22, 171.13, 170.06, 61899.71, 61962.34, 62051.78, 61804.24, 1418.54, 137.275, 136.47, 137.295, 136.33, 1141.33, 1130.7, 1143.52, 1130.46, 62095.0, 62210.0, 62210.0, 61960.0, 0.836, 0.8355, 0.8373, 0.833, 1064.35, 1058.5, 1064.55, 1057.5, 12725.69, 2549.62, 2541.02
2013-01-23, 1980.41, 171.01, 171.0, 171.78, 170.56, 61692.29, 61904.35, 61995.23, 61534.06, 1423.49, 137.185, 137.21, 137.825, 136.82, 1144.77, 1140.86, 1147.26, 1136.19, 61798.0, 62015.0, 62170.0, 61635.0, 0.8409, 0.8358, 0.843, 0.8351, 1063.66, 1064.7, 1068.65, 1061.75, 12758.64, 2552.18, 2532.17
2013-01-24, 1964.48, 171.63, 170.87, 171.69, 170.87, 61966.26, 61692.29, 61969.36, 61542.52, 1423.93, 137.65, 137.07, 137.69, 137.06, 1148.51, 1143.79, 1149.92, 1142.19, 62134.0, 61900.0, 62145.0, 61650.0, 0.8424, 0.8408, 0.8440000000000001, 0.8397, 1067.19, 1062.98, 1067.57, 1062.97, 12792.07, 2553.73, 2533.44
2013-01-25, 1946.69, 171.9, 171.6, 172.2, 171.3, 61169.83, 61965.59, 62249.42, 60838.29, 1431.14, 137.895, 137.63, 138.115, 137.45, 1151.42, 1147.95, 1152.31, 1144.64, 61204.0, 62140.0, 62410.0, 60985.0, 0.8378, 0.8421, 0.8446, 0.8372, 1069.15, 1067.87, 1070.85, 1066.55, 12794.05, 2556.34, 2531.21
2013-01-28, 1939.71, 172.91, 171.8, 172.91, 171.8, 60598.45, 61571.66499999999, 61781.14, 60379.82, 1449.83, 138.715, 137.78, 138.725, 137.77, 1160.53, 1149.7, 1166.32, 1148.09, 60612.5, 61750.0, 61920.0, 60482.5, 0.8373, 0.8375, 0.8394, 0.8351, 1075.58, 1068.55, 1075.58, 1068.55, 12808.66, 2573.66, 2554.66
2013-01-29, 1955.96, 175.48, 172.86, 175.88, 172.86, 60027.07, 61177.74, 61312.86, 59921.35, 1473.06, 140.765, 138.68, 141.105, 138.66, 1178.73, 1158.51, 1181.4, 1157.26, 60021.0, 61360.0, 61430.0, 59980.0, 0.8341, 0.8372, 0.8376, 0.8278, 1091.92, 1076.03, 1094.4, 1076.03, 12812.06, 2584.97, 2562.57
2013-01-30, 1964.43, 174.18, 175.36, 175.61, 173.81, 60406.33, 60027.0, 60427.64, 59757.7, 1470.62, 139.735, 140.67, 140.975, 139.45, 1176.41, 1177.91, 1180.42, 1167.57, 60462.0, 59850.0, 60350.0, 59690.0, 0.8395, 0.8337, 0.8396, 0.8323, 1084.12, 1091.62, 1093.6, 1082.3, 12812.99, 2580.76, 2560.61
2013-01-31, 1961.94, 174.61, 174.11, 174.88, 173.28, 59336.7, 60404.64, 60404.64, 59305.44, 1476.98, 140.025, 139.67, 140.215, 139.02, 1192.56, 1175.91, 1194.65, 1169.09, 59315.0, 60615.0, 60650.0, 59385.0, 0.8359, 0.8393, 0.8393, 0.8290000000000001, 1086.3, 1084.17, 1087.82, 1079.05, 12773.62, 2579.82, 2554.59
2013-02-01, 1957.79, 174.95, 174.56, 175.51, 174.56, 59761.49, 59344.44, 59771.23, 59114.02, 1481.39, 140.29, 139.96, 140.72, 139.95, 1195.29, 1191.93, 1200.11, 1190.23, 59838.0, 59245.0, 59795.0, 59085.0, 0.8388, 0.8359, 0.8422, 0.8341, 1088.26, 1086.8, 1091.85, 1086.8, 12682.69, 2562.91, 2520.35
2013-02-04, 1953.21, 175.87, 174.84, 176.44, 174.61, 60351.16, 59764.49, 60496.05, 59742.4, 1501.67, 141.205, 140.21, 141.635, 140.01, 1206.82, 1194.3, 1213.93, 1193.54, 60348.0, 59980.0, 60580.0, 59710.0, 0.8454, 0.8385, 0.8471, 0.8384, 1095.19, 1087.71, 1098.55, 1086.3, 12691.92, 2563.08, 2524.01
2013-02-05, 1938.18, 174.85, 176.15, 176.23, 173.89, 59575.66, 60350.37, 60350.37, 59256.01, 1498.99, 140.555, 141.45, 141.525, 139.67, 1199.76, 1206.95, 1209.64, 1190.24, 59484.0, 60100.0, 60140.0, 59230.0, 0.8432, 0.8449, 0.8492, 0.8422, 1089.8, 1097.45, 1097.45, 1083.65, 12668.81, 2561.54, 2506.23
2013-02-06, 1936.19, 174.48, 174.77, 175.21, 173.91, 59444.97, 59575.66, 59974.37, 59132.34, 1477.7, 140.155, 140.49, 140.835, 139.69, 1196.53, 1199.33, 1201.89, 1189.39, 59418.0, 59780.0, 59960.0, 59125.0, 0.845, 0.843, 0.8465, 0.8409, 1086.87, 1090.05, 1092.1, 1084.0, 12717.62, 2524.82, 2494.72
2013-02-07, 1931.77, 174.87, 174.36, 175.19, 173.91, 58951.07, 59441.63, 59582.09, 58587.81, 1483.26, 140.505, 140.06, 140.815, 139.71, 1197.19, 1195.96, 1203.81, 1189.57, 58924.0, 59295.0, 59630.0, 58555.0, 0.8397, 0.845, 0.846, 0.8379, 1089.5, 1086.67, 1091.9, 1083.9, 12724.38, 2530.06, 2491.52
2013-02-08, 1950.9, 174.95, 174.75, 175.12, 174.34, 58372.46, 58936.31, 59435.43, 58115.51, 1478.45, 140.61, 140.43, 140.74, 140.16, 1186.96, 1196.31, 1201.4, 1184.43, 58331.0, 59085.0, 59445.0, 58080.0, 0.833, 0.8392, 0.84, 0.8294, 1090.4, 1089.25, 1091.25, 1087.15, 12737.22, 2515.67, 2492.04
2013-02-12, 1945.79, 175.86, 174.91, 175.96, 174.84, 58497.83, 58374.1, 58638.39, 58024.56, 1472.07, 141.34, 140.57, 141.5, 140.5, 1194.81, 1186.88, 1197.58, 1185.07, 58480.0, 58300.0, 58645.0, 57970.0, 0.8361, 0.8327, 0.8388, 0.8323, 1096.0, 1090.65, 1097.4, 1090.2, 12756.24, 2509.34, 2488.16
2013-02-13, 1976.07, 175.44, 175.77, 176.19, 174.79, 58451.785, 58434.3, 58696.42, 58138.225, 1473.49, 140.99, 141.25, 141.6, 140.47, 1191.95, 1190.37, 1195.34, 1182.57, 58457.5, 58475.0, 58695.0, 58130.0, 0.8403, 0.835, 0.8437, 0.8331, 1093.38, 1095.75, 1098.15, 1089.65, 12746.82, 2519.92, 2494.32
2013-02-14, 1979.61, 174.36, 173.91, 174.83, 173.91, 58405.74, 58494.5, 58754.45, 58251.89, 1472.55, 140.105, 140.95, 141.065, 139.75, 1184.38, 1191.81, 1193.39, 1180.44, 58435.0, 58650.0, 58745.0, 58290.0, 0.8456, 0.84, 0.8458, 0.8392, 1086.67, 1084.75, 1089.65, 1084.75, 12763.44, 2539.79, 2519.8
2013-02-15, 1981.18, 174.17, 174.21, 174.41, 173.74, 58077.31, 58405.74, 58405.74, 57750.7, 1461.79, 140.0, 139.99, 140.14, 139.62, 1177.76, 1183.2, 1185.12, 1171.91, 58580.0, 58630.0, 58765.0, 58195.0, 0.8507, 0.8452, 0.8516, 0.8447, 1085.54, 1086.22, 1087.0, 1083.3, 12699.68, 2563.84, 2531.42
2013-02-18, 1981.91, 173.12, 174.1, 174.26, 172.7, 57903.3, 58075.64, 58352.45, 57801.67, 1452.61, 139.145, 139.94, 140.085, 138.79, 1170.92, 1177.58, 1180.58, 1166.4, 58369.0, 58445.0, 58920.0, 58235.0, 0.8449, 0.8503, 0.8534, 0.843, 1079.0, 1086.14, 1086.14, 1077.4, 12667.7, 2550.02, 2534.81
2013-02-19, 1985.83, 173.6, 172.96, 173.92, 172.96, 57613.9, 57905.69, 57929.12, 57420.3, 1448.62, 139.755, 139.01, 139.985, 139.0, 1173.67, 1168.06, 1175.91, 1166.92, 58012.0, 58310.0, 58350.0, 57835.0, 0.8451, 0.8447, 0.8464, 0.8417, 1083.71, 1078.4, 1085.6, 1078.4, 12676.94, 2533.52, 2510.9
2013-02-20, 2024.64, 173.03, 173.53, 173.62, 172.85, 57314.4, 57619.38, 58060.89, 57233.95, 1448.61, 139.345, 139.7, 139.765, 139.18, 1171.34, 1172.92, 1175.18, 1167.14, 57664.0, 58075.0, 58495.0, 57630.0, 0.8469, 0.8451, 0.8489, 0.8402, 1080.5, 1083.81, 1083.81, 1079.87, 12686.18, 2559.59, 2517.85
2013-02-21, 2015.22, 173.25, 172.95, 173.27, 172.26, 56177.6, 57312.46, 57568.89, 56034.29, 1449.82, 139.365, 139.28, 139.375, 138.75, 1165.15, 1170.48, 1174.81, 1162.39, 56483.0, 57665.0, 57980.0, 56675.0, 0.8356, 0.8465, 0.8469, 0.8325, 1080.68, 1080.7, 1080.75, 1076.7, 12684.58, 2574.48, 2554.55
