@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_High numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_High numeric
@attribute NIKKEI_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2016-04-01, 1973.57, 1.227, 1.2209999999999999, 1.262, 1.205, 1.138, 1.1338, 1.1413, 1.1309, 440.11, 444.05, 444.05, 439.58, 6174.9, 6203.17, 6203.39, 6149.82, 8.635, 8.613, 8.651, 177.54, 176.78, 177.71, 175.5, 50055.27, 51248.29, 51248.29, 49642.15, 9965.51, 9997.44, 10021.34, 9947.02, 876.2, 860.95, 882.75, 858.62, 7738.4, 7727.65, 7777.6, 7702.0, 2059.74, 2063.77, 2067.92, 2057.46, 2.182, 2.186, 2.1959999999999997, 2.175, 4869.85, 4869.57, 4891.3, 4864.41, 147.6, 147.99, 50173.0, 51110.0, 51110.0, 49770.0, 45881.08, 46188.1, 46276.99, 45663.63, 16758.67, 16997.14, 17033.65, 16758.67, 7807.89, 7816.74, 7835.7, 7786.56, 17685.09, 17716.05, 17755.7, 17669.72, 1365.7, 1375.54, 1375.54, 1362.78, 0.7924, 0.7882, 0.7948, 0.7873, 1644.35, 1643.1, 1650.05, 1628.11, 1114.03, 1110.43, 1117.79, 1109.53, 4845.37, 4827.1, 4845.37, 4808.26, 13494.36, 13495.46, 13548.17, 13475.28, 1407.7, 1406.85, 1412.92, 1402.01, 3373.04, 3400.94, 3405.6, 3369.64
2016-04-04, 1978.97, 1.239, 1.236, 1.286, 1.226, 1.1387, 1.138, 1.1439, 1.1334, 434.48, 434.86, 434.91, 428.51, 6146.05, 6174.9, 6174.9, 6076.89, 8.7225, 8.624, 8.7835, 177.18, 177.36, 178.81, 176.83, 50561.53, 50054.41, 50767.88, 49360.87, 9794.64, 9833.26, 9851.31, 9675.5, 861.96, 874.41, 874.41, 847.04, 7713.05, 7718.05, 7740.15, 7666.1, 2072.78, 2056.62, 2075.07, 2043.98, 2.161, 2.184, 2.184, 2.158, 4914.54, 4842.55, 4917.09, 4832.06, 148.04, 149.06, 50728.0, 49750.0, 50950.0, 49425.0, 46062.92, 45877.39, 46068.31, 45509.09, 16164.16, 16719.56, 16719.56, 16113.01, 7688.34, 7688.58, 7700.09, 7607.74, 17792.75, 17661.74, 17811.48, 17568.02, 1358.22, 1360.79, 1360.79, 1343.27, 0.8004, 0.7922, 0.8024, 0.7909999999999999, 1633.06, 1642.51, 1658.88, 1626.65, 1117.68, 1112.9, 1118.39, 1102.12, 4843.19, 4843.39, 4844.36, 4819.93, 13440.44, 13404.58, 13440.84, 13323.57, 1400.72, 1405.07, 1406.24, 1395.44, 3357.08, 3341.95, 3360.47, 3316.03
2016-04-05, 1962.74, 1.2209999999999999, 1.239, 1.266, 1.2209999999999999, 1.1392, 1.1393, 1.1414, 1.1357, 436.08, 433.19, 439.95, 430.84, 6164.72, 6146.05, 6201.95, 6132.9, 8.7505, 8.712, 8.7595, 177.84, 177.0, 178.02, 176.64, 48779.99, 50556.18, 50556.18, 48600.45, 9822.08, 9789.77, 9907.05, 9732.82, 861.76, 864.34, 868.89, 847.6, 7758.8, 7733.15, 7764.45, 7704.4, 2066.13, 2073.19, 2074.02, 2062.57, 2.138, 2.155, 2.158, 2.138, 4891.8, 4911.22, 4917.75, 4885.17, 148.575, 148.725, 48864.0, 50300.0, 50465.0, 48575.0, 45678.18, 46067.25, 46077.1, 45454.1, 16123.27, 16087.76, 16238.51, 16029.5, 7731.81, 7679.43, 7757.48, 7646.73, 17737.0, 17799.39, 17806.38, 17710.67, 1361.86, 1358.22, 1370.43, 1351.07, 0.7987, 0.8009, 0.8019, 0.7956, 1643.32, 1630.09, 1647.61, 1626.1, 1108.54, 1117.69, 1119.41, 1108.17, 4850.18, 4840.15, 4864.94, 4838.98, 13336.15, 13450.04, 13452.92, 13314.6, 1400.27, 1399.59, 1403.27, 1396.42, 3375.79, 3354.53, 3410.83, 3342.36
2016-04-06, 1971.32, 1.168, 1.203, 1.219, 1.157, 1.1384, 1.1389, 1.1406, 1.1336, 428.85, 430.28, 430.96, 426.75, 6091.23, 6164.72, 6164.74, 6061.85, 8.7815, 8.742, 8.7975, 179.21, 177.66, 179.53, 177.37, 49053.62, 48778.04, 49629.43, 48148.75, 9563.36, 9647.81, 9661.3, 9553.17, 846.61, 852.1, 854.1, 839.62, 7603.2, 7736.3, 7736.3, 7588.65, 2045.17, 2062.5, 2062.5, 2042.56, 2.135, 2.142, 2.142, 2.134, 4843.93, 4855.9, 4872.7, 4838.62, 149.655, 149.925, 49162.0, 48255.0, 49795.0, 48130.0, 45186.01, 45678.34, 45678.34, 45183.71, 15732.82, 16044.23, 16066.18, 15698.55, 7673.67, 7660.45, 7681.02, 7611.59, 17603.32, 17718.03, 17718.03, 17579.56, 1333.85, 1361.86, 1361.86, 1327.44, 0.8039, 0.7985, 0.8057, 0.7974, 1643.82, 1641.78, 1653.15, 1636.77, 1095.85, 1106.22, 1106.22, 1095.25, 4858.07, 4848.85, 4883.68, 4843.16, 13304.66, 13309.3, 13326.53, 13262.24, 1373.59, 1389.75, 1390.11, 1373.34, 3321.61, 3352.5, 3352.5, 3310.06
2016-04-07, 1973.89, 1.2109999999999999, 1.1740000000000002, 1.215, 1.172, 1.1399, 1.1384, 1.1434, 1.1327, 431.01, 429.99, 431.08, 427.77, 6161.63, 6091.23, 6161.63, 6091.23, 8.7415, 8.772, 8.8015, 178.35, 179.04, 179.39, 177.83, 48096.24, 49053.82, 49053.82, 47873.65, 9624.51, 9582.46, 9635.91, 9505.9, 863.29, 856.07, 865.5, 848.07, 7614.35, 7636.05, 7638.65, 7591.75, 2066.66, 2045.56, 2067.33, 2043.09, 2.14, 2.131, 2.144, 2.131, 4920.72, 4849.57, 4921.51, 4849.28, 149.015, 150.045, 48265.0, 48840.0, 49100.0, 47940.0, 45281.97, 45183.3, 45370.79, 45023.51, 15715.36, 15727.7, 15828.61, 15612.91, 7768.23, 7649.96, 7769.05, 7629.71, 17716.05, 17605.45, 17723.55, 17542.54, 1349.02, 1333.85, 1349.02, 1323.55, 0.8072, 0.8036, 0.8107, 0.802, 1632.16, 1642.17, 1644.44, 1624.93, 1108.81, 1095.99, 1109.02, 1094.24, 4868.23, 4863.06, 4879.0, 4861.58, 13347.46, 13308.93, 13348.0, 13237.91, 1365.14, 1382.47, 1384.6799999999994, 1365.01, 3345.37, 3331.19, 3347.82, 3316.75
2016-04-08, 1972.05, 1.167, 1.2109999999999999, 1.218, 1.158, 1.1377, 1.1398, 1.1455, 1.1337, 428.73, 432.2, 433.94, 427.96, 6136.89, 6161.63, 6204.11, 6119.38, 8.8205, 8.732000000000001, 8.8305, 179.6, 178.11, 179.79, 177.44, 48513.1, 48099.11, 48940.48, 48099.11, 9530.62, 9648.55, 9702.18, 9484.75, 859.24, 869.47, 872.56, 852.98, 7546.45, 7630.4, 7630.75, 7535.85, 2041.91, 2063.01, 2063.01, 2033.8, 2.075, 2.142, 2.142, 2.0709999999999997, 4848.37, 4893.57, 4901.49, 4831.49, 149.56, 149.79, 48550.0, 48100.0, 49035.0, 48060.0, 45052.16, 45278.81, 45290.03, 44834.24, 15749.84, 15739.26, 15871.1, 15636.21, 7761.35, 7792.95, 7830.03, 7745.52, 17541.96, 17687.28, 17687.28, 17484.23, 1330.84, 1348.87, 1349.04, 1330.51, 0.8094, 0.8067, 0.8119, 0.8042, 1631.67, 1630.63, 1638.71, 1619.08, 1092.79, 1107.89, 1107.89, 1088.56, 4867.28, 4884.84, 4900.47, 4858.5, 13266.44, 13327.3, 13327.3, 13217.17, 1356.69, 1375.19, 1379.25, 1356.68, 3319.99, 3345.37, 3360.65, 3311.3
2016-04-11, 1970.37, 1.228, 1.181, 1.234, 1.179, 1.1401, 1.1379, 1.1421, 1.1349, 434.16, 430.39, 434.63, 430.39, 6204.41, 6136.89, 6216.28, 6136.89, 8.763, 8.807, 8.844, 178.12, 179.32, 180.12, 177.1, 50292.93, 48517.02, 50485.98, 48517.02, 9622.26, 9576.4, 9675.03, 9572.57, 879.07, 862.18, 882.82, 860.78, 7555.2, 7542.35, 7569.35, 7526.7, 2047.6, 2045.54, 2060.63, 2041.69, 2.0869999999999997, 2.084, 2.095, 2.084, 4850.69, 4883.99, 4892.6, 4835.36, 148.44, 150.04, 50407.0, 49800.0, 50580.0, 49650.0, 44859.49, 45074.31, 45382.66, 44797.16, 15821.52, 15597.04, 16027.63, 15471.8, 7817.55, 7792.83, 7817.55, 7765.96, 17576.96, 17555.39, 17694.51, 17528.16, 1364.94, 1331.38, 1365.0, 1331.38, 0.8071, 0.8092, 0.8103, 0.8044, 1626.87, 1629.55, 1636.35, 1614.89, 1097.31, 1093.86, 1106.05, 1093.77, 4846.7, 4839.65, 4862.81, 4829.44, 13396.73, 13328.35, 13428.81, 13328.35, 1369.64, 1357.23, 1370.68, 1351.27, 3354.06, 3328.66, 3362.84, 3327.78
2016-04-12, 1981.32, 1.239, 1.215, 1.2670000000000001, 1.208, 1.1408, 1.1407, 1.1448, 1.1373, 436.56, 433.74, 438.44, 430.82, 6200.12, 6204.41, 6229.66, 6165.46, 8.704, 8.75, 8.8, 176.89, 177.81, 178.79, 176.46, 50165.47, 50303.33, 51088.89, 50078.23, 9682.99, 9595.56, 9751.93, 9524.66, 900.98, 880.29, 903.04, 875.94, 7671.4, 7577.8, 7678.8, 7516.85, 2041.99, 2050.23, 2062.93, 2041.88, 2.088, 2.102, 2.102, 2.075, 4833.4, 4873.39, 4897.55, 4833.4, 147.35, 148.95, 50229.0, 50700.0, 51140.0, 50060.0, 44760.53, 44864.85, 45112.56, 44745.11, 15751.13, 15761.57, 15778.74, 15525.49, 7751.58, 7752.37, 7810.16, 7705.96, 17556.41, 17586.48, 17731.63, 17555.9, 1368.62, 1364.41, 1376.37, 1353.57, 0.8011, 0.8065, 0.809, 0.7992, 1627.24, 1624.74, 1637.33, 1615.56, 1094.34, 1097.96, 1110.43, 1094.31, 4786.97, 4833.35, 4843.63, 4766.81, 13422.76, 13422.13, 13528.95, 13422.13, 1369.84, 1370.31, 1375.47, 1364.96, 3369.0, 3353.86, 3392.22, 3336.82
2016-04-14, 2015.93, 1.2930000000000001, 1.256, 1.304, 1.248, 1.1386, 1.1408, 1.1466, 1.1347, 439.5, 438.1, 439.97, 434.05, 6242.39, 6200.12, 6248.27, 6176.28, 8.722999999999999, 8.697000000000001, 8.762, 176.92, 176.74, 177.79, 176.49, 52001.86, 50166.46, 52327.21, 50166.46, 9761.47, 9716.75, 9770.47, 9617.83, 911.07, 899.68, 913.55, 897.34, 7708.95, 7669.25, 7717.4, 7663.35, 2061.72, 2043.72, 2065.05, 2039.74, 2.145, 2.094, 2.151, 2.094, 4872.09, 4838.81, 4879.6, 4808.91, 147.515, 148.165, 52010.0, 50860.0, 52400.0, 50575.0, 45090.67, 44765.35, 45126.92, 44708.63, 15928.79, 15719.24, 15963.03, 15693.61, 7788.78, 7718.16, 7795.94, 7676.67, 17721.25, 17571.34, 17744.43, 17553.57, 1366.6, 1368.04, 1368.64, 1353.23, 0.7976, 0.8008, 0.8033, 0.7958, 1632.9, 1624.97, 1639.2, 1622.6, 1105.71, 1094.46, 1107.36, 1091.65, 4829.57, 4788.42, 4829.57, 4776.98, 13581.42, 13447.47, 13632.76, 13444.45, 1385.42, 1374.92, 1386.04, 1373.83, 3370.69, 3378.2, 3378.41, 3340.47
2016-04-15, 2014.71, 1.296, 1.246, 1.2990000000000002, 1.2409999999999999, 1.1268, 1.1274, 1.1296, 1.1234, 451.04, 449.9, 452.23, 448.77, 6365.1, 6362.89, 6373.93, 6335.4, 8.7555, 8.696, 8.7825, 177.97, 176.68, 178.94, 176.56, 52411.02, 53150.34, 53699.35, 52242.23, 10093.65, 10042.28, 10098.44, 10016.17, 914.34, 917.01, 926.53, 906.62, 7777.533333333333, 7748.883333333332, 7785.133333333332, 7723.150000000002, 2082.78, 2082.89, 2087.84, 2078.13, 2.171, 2.1590000000000003, 2.1719999999999997, 2.1590000000000003, 4945.89, 4947.62, 4961.3, 4931.81, 148.745, 149.525, 53424.0, 53770.0, 54775.0, 53215.0, 45403.54, 45411.54, 45624.53, 45363.83, 16911.05, 16629.83, 16911.05, 16602.17, 8021.0, 7949.17, 8031.04, 7939.71, 17926.43, 17912.25, 17962.14, 17885.44, 1384.11, 1393.1, 1396.47, 1381.52, 0.7961, 0.7935, 0.7984, 0.7929, 1633.01, 1625.97, 1640.03, 1622.91, 1128.59, 1130.08, 1132.09, 1125.13, 4814.85, 4872.23, 4873.43, 4814.85, 13668.29, 13679.99, 13701.07, 13629.59, 1389.87, 1378.9733333333334, 1390.2966666666666, 1377.35, 3457.9, 3442.53, 3461.93, 3430.62
2016-04-18, 2009.1, 1.273, 1.284, 1.296, 1.249, 1.1283, 1.1271, 1.132, 1.1246, 450.59, 449.88, 451.45, 448.89, 6343.75, 6365.1, 6372.52, 6328.19, 8.706, 8.74, 8.774, 177.13, 177.72, 178.41, 176.49, 53227.74, 52414.24, 53390.42, 52414.24, 10051.57, 10063.89, 10070.04, 10020.34, 905.1, 911.77, 916.4, 899.37, 7846.116666666668, 7828.516666666666, 7852.866666666668, 7782.95, 2080.73, 2083.1, 2083.22, 2076.31, 2.1519999999999997, 2.145, 2.154, 2.145, 4938.22, 4938.83, 4950.43, 4925.46, 147.89, 149.09, 54290.0, 54250.0, 54450.0, 53620.0, 45536.52, 45401.59, 45636.17, 45390.83, 16848.03, 16720.39, 16928.67, 16720.39, 8014.6, 8000.13, 8033.27, 7956.93, 17897.46, 17925.95, 17937.65, 17867.41, 1381.33, 1383.99, 1387.11, 1379.03, 0.7949, 0.7959999999999999, 0.7978, 0.7931, 1628.16, 1630.98, 1635.05, 1618.88, 1130.92, 1128.08, 1132.14, 1125.06, 4823.57, 4834.9, 4839.02, 4793.14, 13637.2, 13632.17, 13657.56, 13596.15, 1394.32, 1383.0266666666666, 1394.553333333333, 1380.87, 3458.5, 3453.97, 3475.67, 3446.74
2016-04-19, 2011.36, 1.301, 1.255, 1.318, 1.248, 1.1314, 1.1297, 1.1334, 1.1274, 450.81, 444.77, 451.58, 444.12, 6353.52, 6343.75, 6354.88, 6261.71, 8.685, 8.695, 8.757, 176.72, 176.9, 178.2, 176.1, 52894.08, 53228.74, 53478.75, 52305.37, 10120.31, 9933.7, 10147.85, 9920.9, 899.58, 896.12, 899.58, 864.46, 7914.7, 7908.15, 7920.6, 7842.75, 2094.34, 2078.83, 2094.66, 2073.65, 2.164, 2.141, 2.168, 2.141, 4960.02, 4919.36, 4960.79, 4915.63, 147.55, 148.78, 53858.0, 54800.0, 54925.0, 53215.0, 45022.63, 45518.62, 45561.44, 44956.23, 16275.95, 16521.25, 16526.9, 16254.2, 8044.6, 7950.34, 8048.51, 7923.98, 18004.16, 17890.2, 18009.53, 17848.22, 1381.89, 1380.26, 1386.45, 1364.66, 0.7926, 0.7935, 0.7995, 0.7909, 1633.35, 1629.17, 1637.04, 1621.14, 1139.28, 1129.72, 1139.48, 1125.16, 4865.53, 4812.58, 4865.53, 4800.26, 13719.82, 13595.59, 13730.59, 13548.83, 1398.77, 1387.08, 1398.81, 1384.39, 3466.82, 3427.52, 3472.76, 3421.3
2016-04-20, 2005.83, 1.3259999999999998, 1.305, 1.3530000000000002, 1.296, 1.1358, 1.1314, 1.1387, 1.1302, 456.46, 452.29, 456.89, 452.04, 6405.35, 6353.52, 6418.25, 6353.49, 8.5875, 8.676, 8.7205, 174.82, 176.5, 177.03, 173.77, 53710.05, 52894.08, 54054.03, 52894.08, 10349.59, 10170.18, 10370.8, 10150.67, 926.64, 903.47, 928.11, 902.49, 7914.725, 7929.1, 7935.5, 7860.15, 2100.8, 2096.05, 2104.05, 2091.68, 2.2230000000000003, 2.166, 2.225, 2.166, 4940.33, 4968.3, 4968.67, 4915.52, 145.585, 147.865, 54703.0, 54400.0, 55045.0, 53990.0, 45780.18, 45027.04, 45881.66, 45027.04, 16874.44, 16582.66, 16900.33, 16570.5, 8152.76, 8074.07, 8157.99, 8065.45, 18053.6, 18012.1, 18103.46, 17984.43, 1410.87, 1383.34, 1413.83, 1383.34, 0.7891, 0.7924, 0.7931, 0.7879, 1625.02, 1632.29, 1638.6, 1615.57, 1140.23, 1139.83, 1146.5, 1135.85, 4881.93, 4875.5, 4886.5, 4864.89, 13867.28, 13761.14, 13871.84, 13739.21, 1416.0, 1403.81, 1417.96, 1402.16, 3497.63, 3473.46, 3514.43, 3471.4
2016-04-21, 2022.1, 1.335, 1.304, 1.3419999999999999, 1.281, 1.1297, 1.1356, 1.1388, 1.1288, 456.2, 455.48, 457.43, 454.15, 6410.26, 6405.35, 6421.91, 6367.36, 8.6275, 8.576, 8.6605, 175.21, 174.59, 176.01, 174.3, 53630.93, 53710.68, 53857.36, 53149.0, 10421.29, 10312.64, 10440.13, 10304.14, 943.16, 920.33, 943.16, 912.12, 7914.75, 7950.05, 7950.4, 7877.55, 2102.4, 2101.52, 2111.05, 2096.32, 2.242, 2.21, 2.24, 2.21, 4948.13, 4941.99, 4969.32, 4928.29, 146.185, 146.695, 54467.0, 54300.0, 54790.0, 54040.0, 45650.35, 45780.51, 45834.57, 45507.41, 16906.54, 17053.83, 17099.36, 16870.73, 8186.97, 8138.0, 8187.97, 8108.42, 18096.27, 18059.49, 18167.63, 18031.21, 1419.67, 1408.6, 1419.8, 1404.13, 0.7882, 0.7887, 0.7916, 0.7858, 1625.05, 1622.97, 1633.64, 1619.66, 1142.29, 1140.14, 1147.72, 1137.32, 4876.6, 4876.25, 4883.14, 4857.72, 13911.29, 13873.0, 13971.83, 13854.02, 1414.96, 1416.78, 1419.77, 1407.97, 3500.09, 3485.8, 3502.61, 3469.52
2016-04-22, 2015.49, 1.453, 1.43, 1.484, 1.4280000000000002, 1.1288, 1.1297, 1.1396, 1.1272, 453.47, 456.94, 458.02, 451.29, 6381.44, 6410.26, 6427.32, 6352.93, 8.6745, 8.613999999999999, 8.6855, 176.09, 174.91, 176.31, 174.62, 53269.405, 53670.375, 53743.715, 52889.24000000001, 10435.73, 10456.99, 10474.38, 10341.97, 927.23, 952.83, 960.96, 925.67, 7912.05, 7953.65, 7978.45, 7884.1, 2091.48, 2102.09, 2103.78, 2088.52, 2.252, 2.274, 2.274, 2.25, 4945.89, 4949.12, 4966.61, 4932.64, 147.13, 147.31, 54108.0, 54125.0, 54515.0, 53657.5, 45556.65, 45653.21, 45860.01, 45539.36, 17363.62, 17187.27, 17381.7, 17144.53, 8159.67, 8208.55, 8210.93, 8080.9, 17982.52, 18092.84, 18107.29, 17963.89, 1409.49, 1419.85, 1422.79, 1402.0, 0.7882, 0.7879, 0.79, 0.7851, 1634.82, 1622.83, 1638.5, 1619.77, 1135.77, 1142.37, 1144.54, 1133.44, 4903.09, 4884.92, 4906.83, 4884.84, 13881.2, 13924.2, 13963.09, 13844.74, 1423.9, 1425.72, 1432.25, 1420.75, 3490.38, 3507.83, 3510.5, 3469.61
2016-04-25, 2014.55, 1.516, 1.459, 1.4980000000000002, 1.4469999999999998, 1.1234, 1.1291, 1.1312, 1.122, 451.54, 452.71, 452.89, 449.62, 6310.44, 6381.44, 6381.58, 6289.34, 8.7135, 8.663, 8.7235, 176.9, 175.86, 177.09, 175.46, 52907.88, 53630.07, 53630.07, 52629.48, 10373.49, 10377.22, 10422.86, 10324.83, 931.46, 920.23, 941.31, 919.19, 7899.3, 7891.8, 7923.35, 7873.35, 2091.58, 2091.49, 2094.32, 2081.2, 2.269, 2.289, 2.292, 2.273, 4906.23, 4898.24, 4921.66, 4872.02, 148.26, 148.4, 53749.0, 53950.0, 54240.0, 53275.0, 45613.21, 45556.11, 45825.32, 45556.11, 17572.49, 17220.47, 17572.49, 17192.39, 8109.44, 8135.53, 8135.7, 8096.18, 18003.75, 17985.05, 18026.85, 17909.89, 1396.37, 1408.52, 1408.93, 1392.57, 0.7799, 0.7879, 0.7891, 0.7777, 1656.28, 1632.72, 1659.14, 1629.57, 1146.69, 1135.66, 1147.41, 1135.51, 4914.74, 4898.73, 4917.59, 4883.88, 13874.0, 13874.73, 13928.81, 13854.35, 1410.81, 1425.27, 1425.76, 1410.81, 3498.68, 3489.11, 3511.01, 3479.57
2016-04-26, 2019.63, 1.545, 1.515, 1.564, 1.499, 1.1266, 1.1231, 1.128, 1.1216, 446.77, 450.76, 451.24, 445.61, 6260.92, 6310.44, 6324.6, 6249.34, 8.722999999999999, 8.7, 8.727, 177.3, 176.64, 177.39, 176.22, 51861.71, 52911.07, 52948.66, 51748.28, 10294.35, 10379.16, 10399.3, 10233.42, 927.66, 930.04, 935.99, 919.03, 7855.05, 7894.8, 7911.0, 7827.0, 2087.79, 2089.37, 2089.37, 2077.52, 2.259, 2.265, 2.272, 2.259, 4895.79, 4891.48, 4904.87, 4878.37, 148.43, 148.63, 52716.0, 53800.0, 53800.0, 52550.0, 45581.2, 45608.33, 45804.94, 45383.08, 17439.3, 17613.56, 17613.56, 17403.87, 8079.89, 8122.51, 8140.4, 8046.27, 17977.24, 17990.94, 17990.94, 17855.55, 1389.57, 1396.57, 1401.34, 1384.99, 0.7781, 0.7785, 0.7813, 0.7747, 1667.18, 1655.49, 1669.86, 1652.87, 1138.1, 1146.26, 1146.26, 1134.85, 4878.86, 4920.4, 4920.4, 4863.34, 13795.99, 13861.12, 13861.12, 13755.98, 1408.71, 1410.66, 1413.99, 1406.38, 3467.9, 3500.34, 3505.71, 3461.3
2016-04-27, 2015.4, 1.5519999999999998, 1.534, 1.577, 1.526, 1.1299, 1.1264, 1.1339, 1.1255, 447.64, 449.03, 451.01, 446.47, 6284.52, 6260.92, 6297.88, 6260.92, 8.696, 8.714, 8.732000000000001, 176.77, 177.06, 177.55, 176.29, 53082.5, 51867.04, 53107.76, 51838.25, 10259.59, 10359.77, 10385.23, 10213.55, 931.19, 924.64, 931.19, 916.57, 7962.65, 7828.15, 7974.5, 7822.55, 2091.7, 2089.84, 2096.87, 2085.8, 2.248, 2.237, 2.263, 2.235, 4888.28, 4903.81, 4915.0, 4875.42, 148.01, 148.63, 53964.0, 53100.0, 54180.0, 52680.0, 45416.9, 45584.0, 45691.8, 45279.55, 17353.28, 17358.56, 17426.02, 17200.5, 8077.18, 8119.88, 8132.61, 8062.24, 17990.32, 17987.38, 18043.77, 17934.17, 1389.8, 1389.24, 1399.95, 1386.72, 0.7749, 0.7776, 0.779, 0.7731, 1673.87, 1665.5, 1680.88, 1662.54, 1150.73, 1138.7, 1150.82, 1138.7, 4814.09, 4866.15, 4866.39, 4788.38, 13809.44, 13821.4, 13862.36, 13792.98, 1418.78, 1408.0, 1421.89, 1405.55, 3471.15, 3473.39, 3486.38, 3464.52
2016-04-28, 2000.93, 1.5, 1.536, 1.554, 1.4980000000000002, 1.1321, 1.1298, 1.1363, 1.1274, 448.37, 445.29, 448.82, 445.29, 6319.91, 6284.52, 6319.91, 6255.2, 8.708, 8.685, 8.753, 176.91, 176.54, 177.82, 175.72, 54477.78, 53094.22, 54559.56, 53094.22, 10299.83, 10283.1, 10323.25, 10220.57, 927.09, 943.15, 945.78, 919.71, 7979.9, 7942.0, 7991.0, 7940.55, 2095.15, 2092.33, 2099.89, 2082.31, 2.22, 2.237, 2.237, 2.213, 4863.14, 4855.38, 4872.91, 4826.38, 148.15, 148.89, 55397.0, 54000.0, 55630.0, 54000.0, 45941.52, 45566.89, 45965.44, 45566.89, 17290.49, 17369.68, 17417.54, 17230.23, 8096.76, 8087.91, 8108.41, 8056.82, 18041.55, 17996.14, 18084.66, 17920.26, 1386.78, 1388.95, 1395.75, 1382.12, 0.7785, 0.7745, 0.78, 0.7736, 1671.01, 1672.18, 1682.16, 1665.43, 1154.15, 1150.92, 1156.07, 1145.85, 4845.66, 4807.69, 4845.66, 4803.21, 13887.66, 13833.9, 13902.8, 13823.51, 1411.84, 1421.8, 1423.15, 1409.17, 3479.58, 3463.99, 3484.85, 3453.88
