@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_Open_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2012-02-16, 1997.45, 2.013, 2.026, 2.037, 1.992, 322.86, 323.62, 324.7, 322.12, 178.51, 178.71, 178.8, 177.81, 65368.49, 65041.18, 66003.69, 65041.18, 1661.36, 1644.1, 1667.28, 1636.34, 1579.38, 1562.13, 1582.72, 1555.93, 2.0780000000000003, 2.0780000000000003, 2.0780000000000003, 2.0780000000000003, 5531.95, 5460.6, 5542.1, 5460.6, 3.798, 3.825, 3.832, 3.792, 2366.7, 2340.45, 2374.28, 2335.1, 145.11, 145.18, 145.26, 144.47, 1.933, 1.933, 1.933, 1.933, 1.861, 1.861, 1.861, 1.861, 65583.0, 65700.0, 66080.0, 65255.0, 1082.7, 1074.39, 1085.55, 1074.32, 8741.6, 8820.2, 8853.4, 8719.1, 16513.21, 16591.18, 16757.85, 16437.34, 1125.15, 1126.3, 1126.3, 1120.8, 1114.06, 1122.07, 1124.57, 1111.97, 12362.03, 12390.12, 12399.97, 12328.45, 4.137, 4.137, 4.137, 4.137, 2232.61, 2243.4, 2258.83, 2229.04
2012-02-17, 2023.47, 2.059, 2.0069999999999997, 2.059, 1.995, 325.18, 319.84, 325.31, 319.77, 178.87, 178.5, 180.15, 178.5, 66141.7, 65364.12, 66161.34, 64798.3, 1641.51, 1661.36, 1663.56, 1629.17, 1570.36, 1579.4, 1581.76, 1554.42, 2.126, 2.126, 2.126, 2.126, 5521.95, 5513.75, 5531.4, 5483.75, 3.7880000000000003, 3.733, 3.8080000000000003, 3.733, 2356.86, 2363.9, 2373.8, 2342.07, 145.28, 145.04, 146.39, 145.03, 1.984, 1.984, 1.984, 1.984, 1.879, 1.879, 1.879, 1.879, 67031.0, 65500.0, 67030.0, 65455.0, 1088.18, 1075.55, 1088.77, 1071.19, 8558.1, 8649.2, 8651.7, 8476.8, 16369.66, 16355.82, 16372.16, 16178.61, 1125.95, 1125.15, 1135.25, 1125.15, 1105.21, 1107.68, 1110.16, 1101.95, 12485.59, 12333.06, 12486.81, 12326.79, 4.055, 4.055, 4.055, 4.055, 2258.24, 2213.01, 2259.68, 2202.76
2012-02-20, 2024.9, 2.059, 2.04, 2.07, 2.031, 327.93, 327.23, 330.1, 327.08, 178.83, 178.71, 179.22, 178.02, 66203.5, 66158.46, 66561.97, 65823.37, 1656.6, 1642.33, 1665.1, 1642.05, 1568.54, 1570.36, 1585.07, 1559.92, 2.1790000000000003, 2.1790000000000003, 2.1790000000000003, 2.1790000000000003, 5564.3, 5574.2, 5606.7, 5545.2, 3.705, 3.7689999999999997, 3.7689999999999997, 3.702, 2357.18, 2366.63, 2372.51, 2344.76, 145.335, 145.23, 145.575, 144.68, 2.0, 2.0, 2.0, 2.0, 1.929, 1.929, 1.929, 1.929, 67030.0, 66840.0, 67235.0, 66700.0, 1099.55, 1095.12, 1101.56, 1092.19, 8657.0, 8647.8, 8708.1, 8612.9, 16547.21, 16511.53, 16645.73, 16425.62, 1126.88, 1126.83, 1128.88, 1122.53, 1110.995, 1111.54, 1114.63, 1106.36, 12458.3, 12516.83, 12510.35, 12428.9, 4.148, 4.148, 4.148, 4.148, 2280.8, 2278.44, 2288.85, 2274.07
2012-02-21, 2024.24, 2.074, 2.0525, 2.0885, 2.039, 332.58, 328.91, 333.08, 328.85, 178.03, 178.79, 178.88, 177.77, 66166.59, 66173.96, 66471.61, 65832.53333333333, 1674.27, 1656.6, 1678.55, 1651.44, 1579.19, 1568.54, 1585.75, 1567.29, 2.231, 2.231, 2.231, 2.231, 5585.725, 5568.049999999997, 5614.1, 5553.475, 3.7689999999999997, 3.7605, 3.783, 3.727, 2363.6, 2383.69, 2388.01, 2362.01, 144.68, 145.24, 145.32, 144.41, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 2.0380000000000003, 1.962, 1.962, 1.962, 1.962, 67004.33333333331, 66925.0, 67208.33333333331, 66685.0, 1111.96, 1104.47, 1112.8, 1100.31, 8818.1, 8726.6, 8818.1, 8715.5, 16724.22, 16665.05, 16768.1, 16623.6, 1121.9, 1126.75, 1126.75, 1120.3, 1116.78, 1115.4, 1119.1, 1110.77, 12540.83, 12527.705, 12583.33, 12448.935, 4.218, 4.218, 4.218, 4.218, 2304.33, 2289.12, 2304.33, 2285.39
2012-02-22, 2028.65, 2.089, 2.065, 2.1069999999999998, 2.0469999999999997, 330.51, 332.72, 332.72, 329.32, 178.59, 177.94, 179.21, 177.94, 66129.68000000001, 66189.46, 66381.25, 65841.69666666668, 1655.35, 1674.27, 1676.42, 1649.34, 1558.98, 1579.19, 1580.35, 1555.6, 2.217, 2.217, 2.217, 2.217, 5607.15, 5561.9, 5621.5, 5561.75, 3.833, 3.752, 3.7969999999999997, 3.752, 2381.43, 2365.49, 2382.15, 2345.05, 145.17, 144.61, 145.49, 144.57, 2.061, 2.061, 2.061, 2.061, 1.963, 1.963, 1.963, 1.963, 66978.66666666669, 67010.0, 67181.66666666669, 66670.0, 1106.41, 1113.11, 1113.45, 1104.56, 8767.1, 8825.2, 8864.4, 8695.9, 16710.86, 16778.5, 16790.1, 16545.74, 1125.55, 1121.9, 1128.35, 1121.7, 1120.19, 1117.92, 1121.35, 1113.19, 12623.36, 12538.58, 12656.31, 12468.97, 4.202, 4.202, 4.202, 4.202, 2287.08, 2305.43, 2305.43, 2273.18
2012-02-23, 2007.8, 2.056, 2.101, 2.114, 2.045, 326.77, 330.88, 331.13, 326.6, 179.25, 178.66, 179.38, 178.55, 66092.77, 66204.96, 66290.89, 65850.86, 1642.01, 1653.98, 1669.51, 1634.4, 1538.17, 1558.91, 1571.22, 1536.05, 2.138, 2.138, 2.138, 2.138, 5505.35, 5609.75, 5629.95, 5491.35, 3.83, 3.826, 3.8289999999999997, 3.826, 2403.59, 2380.5, 2404.44, 2374.03, 145.555, 145.09, 145.615, 144.95, 2.002, 2.002, 2.002, 2.002, 1.923, 1.923, 1.923, 1.923, 66953.0, 67095.0, 67155.0, 66655.0, 1096.06, 1106.28, 1108.19, 1087.51, 8657.0, 8775.3, 8778.1, 8654.5, 16557.62, 16723.04, 16763.89, 16549.4, 1128.7, 1125.55, 1129.25, 1124.6, 1117.98, 1121.82, 1123.27, 1117.19, 12701.26, 12639.2, 12719.31, 12618.55, 4.207, 4.207, 4.207, 4.207, 2258.97, 2283.09, 2284.63, 2254.59
2012-02-24, 2019.89, 2.053, 2.101, 2.114, 2.0340000000000003, 326.22, 326.16, 328.25, 324.12, 179.02, 179.14, 179.62, 178.71, 65819.62, 66084.23, 66328.56, 65589.51, 1682.03, 1647.995, 1696.34, 1635.41, 1566.36, 1548.54, 1583.345, 1535.49, 2.102, 2.102, 2.102, 2.102, 5483.3, 5490.05, 5537.4, 5460.8, 3.804, 3.826, 3.8289999999999997, 3.826, 2409.55, 2401.74, 2416.8, 2396.71, 145.395, 145.49, 145.805, 145.15, 1.996, 1.996, 1.996, 1.996, 1.8869999999999998, 1.8869999999999998, 1.8869999999999998, 1.8869999999999998, 66618.0, 66765.0, 67190.0, 66355.0, 1096.16, 1093.8, 1100.19, 1085.33, 8527.7, 8637.9, 8672.3, 8482.3, 16312.3, 16536.25, 16655.38, 16238.85, 1127.65, 1128.7, 1130.7, 1126.3, 1097.61, 1109.01, 1110.9, 1097.61, 12731.28, 12695.87, 12734.27, 12657.73, 4.1530000000000005, 4.1530000000000005, 4.1530000000000005, 4.1530000000000005, 2253.15, 2252.37, 2271.24, 2243.37
2012-02-27, 1991.16, 2.023, 2.068, 2.069, 2.015, 324.91, 326.91, 327.54, 324.32, 178.56, 178.91, 179.0, 178.27, 65942.73, 65819.62, 66335.22, 65819.62, 1722.05, 1642.01, 1723.17, 1636.42, 1594.55, 1538.17, 1595.47, 1534.93, 2.069, 2.069, 2.069, 2.069, 5429.3, 5479.15, 5521.4, 5405.9, 3.862, 3.865, 3.88, 3.865, 2439.63, 2410.88, 2439.98, 2405.27, 145.02, 145.33, 145.41, 144.81, 1.9769999999999999, 1.9769999999999999, 1.9769999999999999, 1.9769999999999999, 1.881, 1.881, 1.881, 1.881, 66739.0, 66890.0, 67160.0, 66625.0, 1100.01, 1099.54, 1102.14, 1091.43, 8527.7, 8553.1, 8568.2, 8456.4, 16487.53, 16401.8, 16510.8, 16317.42, 1124.5, 1127.65, 1127.65, 1123.6, 1086.33, 1089.345, 1095.8000000000004, 1082.8, 12725.77, 12741.98, 12763.75, 12710.64, 4.22, 4.22, 4.22, 4.22, 2262.24, 2254.75, 2264.39, 2251.78
2012-02-28, 2003.69, 2.006, 2.013, 2.023, 1.974, 324.98, 323.74, 325.64, 321.21, 178.71, 178.47, 179.65, 178.47, 65241.49, 65938.01, 65953.72, 65067.72, 1728.13, 1722.05, 1740.53, 1715.28, 1592.66, 1594.5, 1607.69, 1585.49, 2.015, 2.015, 2.015, 2.015, 5281.2, 5448.1, 5449.8, 5268.15, 3.88, 3.88, 3.88, 3.88, 2447.06, 2447.41, 2478.38, 2444.63, 145.215, 144.94, 145.965, 144.93, 1.925, 1.925, 1.925, 1.925, 1.828, 1.828, 1.828, 1.828, 66021.0, 66420.0, 66755.0, 65780.0, 1093.57, 1095.48, 1097.49, 1082.25, 8537.2, 8483.3, 8549.7, 8429.1, 16308.6, 16382.99, 16391.83, 16143.14, 1126.15, 1124.5, 1132.05, 1124.5, 1075.05, 1069.68, 1080.7, 1067.99, 12700.38, 12703.3, 12723.18, 12624.14, 4.15, 4.15, 4.15, 4.15, 2253.88, 2254.6, 2258.04, 2233.44
2012-02-29, 2030.25, 1.976, 2.02, 2.023, 1.963, 325.55, 325.67, 326.31, 322.92, 178.81, 178.6, 179.12, 178.37, 65958.78, 65244.89, 66152.37, 65240.13, 1708.16, 1728.89, 1743.26, 1707.61, 1574.1, 1592.67, 1604.23, 1570.25, 2.0869999999999997, 2.0869999999999997, 2.0869999999999997, 2.0869999999999997, 5375.5, 5310.5, 5391.1, 5306.45, 3.912, 3.87, 3.949, 3.859, 2451.86, 2440.91, 2458.65, 2431.83, 145.175, 145.13, 145.555, 144.92, 1.9409999999999998, 1.9409999999999998, 1.9409999999999998, 1.9409999999999998, 1.7919999999999998, 1.7919999999999998, 1.7919999999999998, 1.7919999999999998, 66788.0, 66480.0, 66925.0, 66120.0, 1102.16, 1096.1, 1102.46, 1092.92, 8526.7, 8558.2, 8595.0, 8461.3, 16345.3, 16370.78, 16455.72, 16164.63, 1125.85, 1126.15, 1128.8, 1124.4, 1065.07, 1081.5, 1082.88, 1063.22, 12740.47, 12695.21, 12753.01, 12678.64, 4.085, 4.085, 4.085, 4.085, 2266.19, 2261.53, 2272.79, 2251.75
2012-03-02, 2034.63, 1.986, 1.9769999999999999, 2.022, 1.9469999999999998, 324.25, 326.45, 328.09, 323.92, 177.61, 178.65, 178.82, 177.2, 65811.73, 65970.33, 66661.66, 65532.78, 1734.99, 1708.16, 1739.86, 1708.16, 1597.67, 1574.1, 1599.41, 1574.1, 2.1430000000000002, 2.1430000000000002, 2.1430000000000002, 2.1430000000000002, 5385.2, 5424.95, 5458.8, 5352.25, 3.87, 3.9019999999999997, 3.9530000000000003, 3.8, 2428.49, 2446.23, 2453.07, 2426.33, 144.31, 145.1, 145.24, 143.88, 1.974, 1.974, 1.974, 1.974, 1.834, 1.834, 1.834, 1.834, 66397.0, 66900.0, 67455.0, 66200.0, 1101.76, 1103.54, 1109.78, 1099.23, 8465.9, 8538.5, 8628.4, 8438.3, 16351.41, 16401.84, 16599.63, 16327.69, 1119.3, 1125.85, 1126.4, 1116.4, 1081.35, 1067.22, 1082.97, 1067.22, 12644.01, 12757.08, 12788.63, 12602.47, 4.102, 4.102, 4.102, 4.102, 2275.86, 2272.54, 2289.67, 2270.43
2012-03-05, 2016.06, 1.959, 2.006, 2.011, 1.953, 327.85, 327.04, 328.87, 326.19, 177.37, 176.71, 177.42, 176.41, 67781.6, 66810.11, 67790.71, 66810.11, 1726.73, 1723.57, 1734.89, 1704.54, 1608.08, 1595.78, 1608.75, 1587.82, 2.149, 2.149, 2.149, 2.149, 5359.35, 5369.45, 5392.55, 5315.05, 3.8960000000000004, 3.929, 3.9419999999999997, 3.888, 2460.69, 2430.1, 2461.12, 2430.1, 143.775, 143.69, 144.025, 143.31, 1.979, 1.979, 1.979, 1.979, 1.805, 1.805, 1.805, 1.805, 68506.0, 67350.0, 68560.0, 67350.0, 1105.11, 1106.0, 1106.75, 1096.91, 8563.4, 8566.8, 8602.2, 8520.1, 16902.51, 16887.86, 16985.78, 16792.2, 1115.5, 1113.9, 1117.0, 1112.0, 1086.885, 1081.765, 1090.435, 1079.335, 12643.82, 12713.9, 12722.53, 12621.89, 4.207, 4.207, 4.207, 4.207, 2295.91, 2290.74, 2303.73, 2279.19
2012-03-06, 2000.36, 1.979, 1.9569999999999999, 1.9869999999999999, 1.946, 325.64, 326.73, 327.69, 324.13, 177.36, 176.98, 177.67, 176.93, 66964.03, 67782.0, 67782.0, 66755.76, 1752.17, 1726.73, 1755.64, 1726.73, 1625.74, 1608.08, 1629.52, 1608.08, 2.174, 2.174, 2.174, 2.174, 5280.35, 5342.55, 5344.5, 5265.7, 3.853, 3.9019999999999997, 3.917, 3.8289999999999997, 2445.0, 2464.85, 2469.84, 2442.11, 144.08, 143.7, 144.28, 143.69, 2.0069999999999997, 2.0069999999999997, 2.0069999999999997, 2.0069999999999997, 1.8090000000000002, 1.8090000000000002, 1.8090000000000002, 1.8090000000000002, 67595.0, 68060.0, 68340.0, 67365.0, 1097.42, 1101.32, 1101.57, 1091.59, 8453.5, 8514.2, 8540.6, 8421.0, 16787.15, 16855.77, 16915.17, 16619.66, 1118.55, 1115.25, 1120.0, 1115.25, 1092.42, 1096.31, 1097.9, 1091.45, 12523.95, 12630.35, 12644.91, 12507.31, 4.148, 4.148, 4.148, 4.148, 2282.25, 2288.78, 2290.95, 2268.14
2012-03-07, 1982.15, 1.936, 1.975, 1.983, 1.931, 317.53, 324.47, 324.57, 317.53, 178.26, 177.28, 178.5, 176.85, 65114.15, 66962.06, 66962.06, 64892.29, 1676.48, 1751.3, 1752.85, 1674.08, 1562.19, 1625.72, 1626.02, 1561.32, 2.129, 2.129, 2.129, 2.129, 5222.4, 5266.0, 5382.05, 5206.4, 3.7310000000000003, 3.85, 3.852, 3.728, 2410.45, 2439.78, 2442.0, 2406.06, 144.845, 144.04, 145.045, 143.69, 1.95, 1.95, 1.95, 1.95, 1.7790000000000001, 1.7790000000000001, 1.7790000000000001, 1.7790000000000001, 65650.0, 66920.0, 67000.0, 65450.0, 1057.57, 1091.47, 1091.68, 1055.48, 8166.6, 8423.8, 8426.4, 8166.6, 16218.06, 16707.29, 16716.73, 16218.06, 1124.5, 1118.8, 1125.95, 1116.1, 1076.31, 1085.89, 1086.94, 1074.66, 12298.63, 12406.6, 12486.78, 12249.85, 4.082, 4.082, 4.082, 4.082, 2209.89, 2271.51, 2273.31, 2209.89
2012-03-08, 2000.76, 1.969, 1.9509999999999998, 1.9769999999999999, 1.933, 319.64, 317.69, 320.17, 316.67, 178.12, 178.18, 179.0, 177.92, 66016.76, 65123.38, 66052.86, 65123.38, 1677.21, 1676.48, 1683.49, 1663.0, 1572.83, 1562.19, 1574.82, 1551.19, 2.128, 2.128, 2.128, 2.128, 5220.45, 5207.05, 5243.85, 5171.45, 3.76, 3.7569999999999997, 3.7769999999999997, 3.7089999999999996, 2394.79, 2391.2, 2413.69, 2388.52, 144.64, 144.77, 145.46, 144.6, 1.972, 1.972, 1.972, 1.972, 1.776, 1.776, 1.776, 1.776, 66739.0, 65920.0, 66855.0, 65900.0, 1062.63, 1055.55, 1068.97, 1054.93, 8161.8, 8164.7, 8202.2, 8081.6, 16398.89, 16186.78, 16434.91, 16168.96, 1122.95, 1124.25, 1129.15, 1122.95, 1079.59, 1076.82, 1081.29, 1072.89, 12350.16, 12311.16, 12367.14, 12237.69, 4.063, 4.063, 4.063, 4.063, 2239.96, 2208.34, 2240.17, 2208.34
2012-03-09, 2018.3, 2.011, 1.975, 2.019, 1.974, 325.11, 321.14, 325.27, 320.91, 176.59, 177.92, 178.41, 176.46, 66908.39, 66032.15, 67271.64, 66032.15, 1689.513333333333, 1691.47, 1699.74, 1675.1266666666668, 1583.3066666666666, 1576.916666666667, 1589.6133333333332, 1564.97, 2.142, 2.142, 2.142, 2.142, 5277.0, 5250.575000000002, 5293.075000000002, 5231.525, 3.786, 3.773, 3.82, 3.7689999999999997, 2420.28, 2401.1, 2426.7, 2401.1, 143.825, 144.61, 144.995, 143.71, 2.016, 2.016, 2.016, 2.016, 1.788, 1.788, 1.788, 1.788, 67524.0, 68000.0, 68200.0, 67190.0, 1091.31, 1071.97, 1091.31, 1071.62, 8307.4, 8221.3, 8307.4, 8147.9, 16664.25, 16571.48, 16667.55, 16391.6, 1115.45, 1123.45, 1125.7, 1115.45, 1077.4766666666667, 1077.9433333333334, 1081.47, 1072.1233333333334, 12461.93, 12430.61, 12485.29, 12359.18, 4.04, 4.04, 4.04, 4.04, 2270.47, 2249.52, 2273.03, 2245.0
2012-03-12, 2002.5, 2.009, 2.0140000000000002, 2.036, 2.0, 326.03, 325.41, 327.82, 323.87, 176.99, 176.27, 177.49, 176.27, 66703.96, 66908.01, 67419.34, 66679.16, 1701.8166666666666, 1706.46, 1715.99, 1687.253333333333, 1593.783333333333, 1591.6433333333332, 1604.406666666667, 1578.75, 2.154, 2.154, 2.154, 2.154, 5333.55, 5294.1, 5342.3, 5291.6, 3.853, 3.785, 3.8689999999999998, 3.785, 2439.46, 2425.89, 2440.51, 2414.97, 143.98, 143.72, 144.28, 143.54, 2.03, 2.03, 2.03, 2.03, 1.801, 1.801, 1.801, 1.801, 67173.0, 67485.0, 68040.0, 67050.0, 1089.8, 1092.12, 1095.19, 1083.9, 8282.7, 8321.6, 8340.0, 8233.3, 16479.2, 16704.07, 16720.85, 16431.75, 1117.0, 1114.5, 1119.2, 1114.5, 1075.3633333333332, 1079.0666666666666, 1081.65, 1071.3566666666666, 12503.62, 12476.09, 12528.32, 12457.53, 4.105, 4.105, 4.105, 4.105, 2281.9, 2278.75, 2295.92, 2268.03
2012-03-13, 2025.04, 1.9980000000000002, 1.9980000000000002, 2.011, 1.97, 326.1, 325.53, 327.42, 324.66, 177.65, 176.83, 177.9, 176.83, 66384.76, 66686.53, 66686.53, 65965.01, 1714.12, 1721.45, 1732.24, 1699.38, 1604.26, 1606.37, 1619.2, 1592.53, 2.092, 2.092, 2.092, 2.092, 5359.55, 5420.1, 5421.9, 5327.3, 3.832, 3.8539999999999996, 3.8539999999999996, 3.815, 2434.86, 2438.55, 2440.86, 2420.84, 144.855, 143.85, 145.085, 143.84, 2.037, 2.037, 2.037, 2.037, 1.75, 1.75, 1.75, 1.75, 66890.0, 66800.0, 67120.0, 66420.0, 1092.31, 1087.17, 1094.44, 1084.38, 8180.2, 8276.7, 8296.4, 8159.5, 16457.19, 16419.99, 16601.28, 16353.75, 1123.85, 1116.6, 1125.45, 1116.6, 1073.25, 1080.19, 1081.83, 1070.59, 12428.01, 12492.98, 12518.61, 12408.25, 4.035, 4.035, 4.035, 4.035, 2281.08, 2277.31, 2288.29, 2267.82
2012-03-14, 2045.08, 2.069, 2.009, 2.075, 1.9880000000000002, 331.49, 327.56, 331.96, 327.56, 177.72, 177.54, 178.21, 176.91, 68394.33, 66385.8, 68419.61, 66385.8, 1729.91, 1714.12, 1733.44, 1705.05, 1611.88, 1604.26, 1617.53, 1602.21, 2.1719999999999997, 2.1719999999999997, 2.1719999999999997, 2.1719999999999997, 5429.5, 5391.05, 5438.65, 5390.8, 3.897, 3.858, 3.906, 3.8560000000000003, 2455.79, 2432.84, 2457.22, 2428.61, 144.755, 144.77, 145.285, 144.23, 2.126, 2.126, 2.126, 2.126, 1.82, 1.82, 1.82, 1.82, 69056.0, 67305.0, 69155.0, 67150.0, 1106.12, 1098.63, 1106.24, 1098.63, 8376.8, 8243.5, 8378.5, 8219.2, 16799.01, 16581.72, 16815.99, 16562.03, 1123.2, 1123.85, 1127.6, 1119.6, 1080.9, 1080.65, 1083.29, 1075.65, 12537.69, 12424.03, 12538.51, 12425.76, 4.035, 4.035, 4.035, 4.035, 2320.13, 2297.29, 2326.64, 2292.87
2012-03-15, 2043.76, 2.155, 2.102, 2.188, 2.072, 333.2, 332.75, 334.83, 332.58, 178.93, 177.4, 178.93, 176.95, 68257.22, 68386.26, 68969.99, 67797.25, 1752.02, 1729.7, 1752.57, 1729.7, 1631.15, 1611.88, 1634.31, 1611.49, 2.332, 2.332, 2.332, 2.332, 5463.9, 5490.55, 5499.4, 5437.8, 3.842, 3.905, 3.91, 3.826, 2391.23, 2464.91, 2476.22, 2382.84, 145.98, 144.67, 145.98, 144.38, 2.274, 2.274, 2.274, 2.274, 1.933, 1.933, 1.933, 1.933, 68766.0, 68800.0, 69520.0, 68270.0, 1115.66, 1111.93, 1117.81, 1109.57, 8391.1, 8423.4, 8499.7, 8373.4, 16850.32, 16898.49, 17052.51, 16799.46, 1132.95, 1123.2, 1132.95, 1121.1, 1111.8, 1089.14, 1120.61, 1089.07, 12377.9, 12519.02, 12536.88, 12354.14, 4.165, 4.165, 4.165, 4.165, 2328.56, 2331.43, 2344.58, 2325.42
2012-03-16, 2034.44, 2.204, 2.187, 2.228, 2.165, 335.1, 333.16, 335.1, 332.49, 177.43, 178.81, 178.95, 177.31, 67749.49, 68259.35, 68259.35, 67458.08, 1754.81, 1752.02, 1762.49, 1732.67, 1626.63, 1631.15, 1639.62, 1618.37, 2.3680000000000003, 2.3680000000000003, 2.3680000000000003, 2.3680000000000003, 5380.5, 5462.5, 5462.5, 5362.3, 3.892, 3.8289999999999997, 3.897, 3.82, 2373.77, 2388.06, 2403.74, 2366.02, 144.86, 145.89, 145.98, 144.58, 2.279, 2.279, 2.279, 2.279, 1.969, 1.969, 1.969, 1.969, 68166.0, 69000.0, 69000.0, 67880.0, 1121.1, 1118.42, 1121.1, 1112.32, 8426.7, 8401.4, 8429.8, 8322.1, 16993.31, 16867.42, 16993.31, 16765.21, 1124.4, 1132.95, 1132.95, 1122.95, 1109.63, 1113.07, 1114.79, 1107.17, 12455.82, 12376.55, 12530.7, 12372.73, 4.365, 4.365, 4.365, 4.365, 2343.98, 2328.53, 2343.99, 2321.39
2012-03-19, 2047.0, 2.244, 2.2159999999999997, 2.301, 2.204, 336.17, 335.34, 337.2, 335.0, 178.06, 177.56, 178.12, 177.38, 67684.13, 67749.49, 68152.89, 67504.68, 1748.32, 1754.81, 1758.42, 1739.93, 1618.99, 1626.63, 1629.01, 1608.74, 2.445, 2.445, 2.445, 2.445, 5317.9, 5380.35, 5445.65, 5305.0, 3.8739999999999997, 3.884, 3.929, 3.8680000000000003, 2404.74, 2377.76, 2406.15, 2368.31, 145.02, 144.76, 145.06, 144.64, 2.298, 2.298, 2.298, 2.298, 2.049, 2.049, 2.049, 2.049, 68089.0, 68400.0, 68665.0, 67935.0, 1123.35, 1120.21, 1127.54, 1117.1, 8486.3, 8450.0, 8486.3, 8379.4, 17081.69, 17027.59, 17096.88, 16892.18, 1125.9, 1124.1, 1126.0, 1122.9, 1109.75, 1112.1, 1113.995, 1106.685, 12496.96, 12467.12, 12537.51, 12455.03, 4.332, 4.332, 4.332, 4.332, 2366.11, 2348.82, 2368.51, 2344.74
2012-03-20, 2042.15, 2.289, 2.2430000000000003, 2.303, 2.208, 336.12, 336.15, 336.41, 334.19, 177.15, 178.04, 178.15, 177.01, 67730.31, 67684.53, 68159.36, 67546.64, 1722.5, 1748.32, 1762.71, 1714.63, 1586.41, 1618.99, 1626.81, 1579.17, 2.4130000000000003, 2.4130000000000003, 2.4130000000000003, 2.4130000000000003, 5257.05, 5337.35, 5340.7, 5238.55, 3.906, 3.8680000000000003, 3.9139999999999997, 3.8569999999999998, 2410.18, 2401.22, 2412.34, 2383.67, 144.3, 145.0, 145.09, 144.17, 2.375, 2.375, 2.375, 2.375, 2.04, 2.04, 2.04, 2.04, 68141.0, 67850.0, 68650.0, 67755.0, 1121.39, 1121.25, 1122.44, 1114.93, 8591.8, 8478.3, 8591.8, 8443.5, 17133.42, 17068.32, 17158.65, 16964.42, 1120.05, 1126.3, 1126.3, 1119.85, 1109.87, 1111.13, 1113.2, 1106.2, 12479.7, 12494.61, 12561.75, 12475.46, 4.378, 4.378, 4.378, 4.378, 2374.29, 2365.35, 2376.5, 2354.13
