Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2008.12.30,1124.47,        488       2.9285       0.3252      -2.6033,        489       2.9285      -0.0204      -2.9489,        488       2.9285       1.1562      -1.7723,        489       2.9285       1.7414      -1.1871,        488       2.9285       0.0098      -2.9187,        489       2.9285      -0.1072      -3.0357,        488       2.9285      -1.3531      -4.2816,        489       2.9285       0.6915       -2.237
2009.1.2,1157.4,        489       1.3971       0.8943      -0.5028,        490       1.3971      -0.0127      -1.4098,        489       1.3971         1.09      -0.3071,        490       1.3971       2.8957       1.4986,        489       1.3971       5.0304       3.6333,        490       1.3971       1.9769       0.5798,        489       1.3971       1.7419       0.3448,        490       1.3971       2.1389       0.7418
2009.1.5,1173.57,        490       1.7647      -0.6459      -2.4106,        491       1.7647      -0.0163       -1.781,        490       1.7647      -0.9363       -2.701,        491       1.7647       1.6461      -0.1186,        490       1.7647       3.7762       2.0115,        491       1.7647       2.2576       0.4929,        490       1.7647       0.4847        -1.28,        491       1.7647       2.3652       0.6005
2009.1.6,1194.28,        491       2.8377       0.8191      -2.0186,        492       2.8377      -0.0374      -2.8751,        491       2.8377       0.7953      -2.0424,        492       2.8377       1.5857       -1.252,        491       2.8377      -1.3426      -4.1803,        492       2.8377        2.032      -0.8057,        491       2.8377       0.4889      -2.3488,        492       2.8377       0.5827       -2.255
2009.1.7,1228.17,        492      -1.8296      -2.3349      -0.5054,        493      -1.8296      -0.0789       1.7506,        492      -1.8296      -2.7673      -0.9377,        493      -1.8296       -1.983      -0.1535,        492      -1.8296      -1.0369       0.7926,        493      -1.8296      -0.9549       0.8747,        492      -1.8296      -3.2946      -1.4651,        493      -1.8296      -2.4822      -0.6527
2009.1.8,1205.7,        493      -2.0519      -0.9469        1.105,        494      -2.0519      -0.0608       1.9911,        493      -2.0519      -0.2827       1.7692,        494      -2.0519      -1.5129       0.5391,        493      -2.0519       0.6264       2.6783,        494      -2.0519      -0.0527       1.9992,        493      -2.0519      -0.4278       1.6241,        494      -2.0519      -0.5599        1.492
2009.1.9,1180.96,        494        -2.05      -1.3392       0.7108,        495        -2.05      -0.0831        1.967,        494        -2.05       -2.282      -0.2319,        495        -2.05      -2.4156      -0.3656,        494        -2.05      -4.0289      -1.9789,        495        -2.05      -0.1537       1.8963,        494        -2.05      -1.3471       0.7029,        495        -2.05      -1.3467       0.7033
2009.1.12,1156.75,        495       0.9475      -1.9696      -2.9171,        496       0.9475      -0.0595       -1.007,        495       0.9475      -1.7379      -2.6854,        496       0.9475      -1.6481      -2.5956,        495       0.9475       1.1944       0.2469,        496       0.9475       0.0117      -0.9358,        495       0.9475      -1.6945       -2.642,        496       0.9475      -1.5862      -2.5337
2009.1.13,1167.71,        496        1.282       0.5898      -0.6922,        497        1.282      -0.0336      -1.3156,        496        1.282       1.4844       0.2024,        497        1.282       1.8047       0.5227,        496        1.282      -0.9429      -2.2249,        497        1.282       2.6586       1.3766,        496        1.282       0.4869      -0.7951,        497        1.282       1.9298       0.6478
2009.1.14,1182.68,        497      -6.0321      -4.3677       1.6644,        498      -6.0321      -0.0718       5.9602,        497      -6.0321      -4.8812       1.1509,        498      -6.0321      -5.7857       0.2463,        497      -6.0321      -4.8224       1.2097,        498      -6.0321      -5.4567       0.5753,        497      -6.0321      -4.2015       1.8306,        498      -6.0321       -5.207        0.825
